"Golf talks, Intimate, Dunn (J. D.) and Jessup (E.) 15s.net Apr. 21! Golfer, Complete, Vardon (H.) 12s. 6d. net May <PAGE_NUM:108><DOCUMENT_PAGE_NUM:122>'21"
"Morris (William)-An Address, delivered at the distribution of prizes to students of the Birming- ham Municipal School of Art, Feb. 21, 1894. Re-issue. 8vo. pp. 25, bds. 3s. net LONGMANS, July <PAGE_NUM:182><DOCUMENT_PAGE_NUM:196>'21"
