"3. 45. 6d. net . .Apr. 16 Auction block, Beach (R.) 25. net Mar.<PAGE_NUM:14><DOCUMENT_PAGE_NUM:22> 16"
"Aughtie (Herbert)-Applied mechanics : first At his country's call, Lee (A.) 45. 6d, net Oct. 16 year. 8vo. 81 * 5), pp. 188, 28. net. (Broad- At love's cost, Garvice (C.) 7d, net. .. July 16 way Text-bks. of technology) ROUTLEDGE, Jan.<PAGE_NUM:14><DOCUMENT_PAGE_NUM:22> 16"
"At the feet of the King of Martyrs. By a Nun of Augustans, Peace of the : 18th cent. literature, Tyburn Convent. Is, net. WASHBOURNE, Apr. 16 Saintsbury (G.) 8s. 6d. net. ..Jan.<PAGE_NUM:14><DOCUMENT_PAGE_NUM:22> 16"
"At the gate of the past, Dobinson (W. H.) is. Augustine, St., : Nature, miracle and sin : con- May 16 cep. of nat. order, Lacey (T. A.) 6s. net June<PAGE_NUM:14><DOCUMENT_PAGE_NUM:22> 16"
""" Athenaum (The)” Subject index to periodicals, Aulnoy (Madame d')-The Palace of peaceful 1915. 12;X 10, pp. 365, 428. net; separate pleasures. Ed. by Elsie J. Crosfield. Cr. 8vo. class lists, various prices, subscrip.,"" 1os. 60. 74 x 54, pp. 64, swd. 3d. (“A.L.” Bright story net per set ... THE ATHENÆUM,"" Nov. 16 readers). .E. J. ARNOLD, Jan.<PAGE_NUM:14><DOCUMENT_PAGE_NUM:22> 16"
"58. net .METHUEN, Oct. 16 Australian Expedit. Force, Twelve months with Aunt Jane, Lee (J.) 5s. net. ..Oct.<PAGE_NUM:15><DOCUMENT_PAGE_NUM:23> 16"
"(Loeb classical lib.).. ..HEINEMANN, May 16 Auto-Cycle Union-Supp. to Official touring Aurelius Antoninus (Marcus) ---Golden sayings of guide, 1915-16, pp. 28, IS..... OFFICE, June<PAGE_NUM:15><DOCUMENT_PAGE_NUM:23> 16"
"41X61, pp. 202, 5s...SPOTTISWOODE, Mar. 16 Autograph prices current, Courville (E. H.) Vol. 1. 255. net Austin (F. E.)—Directions for designing, making . Aug.<PAGE_NUM:15><DOCUMENT_PAGE_NUM:23> 16"
"8vo. 71 x 44, 3s. net .. ... SPON, Jan. 16 Automobile repairing made easy, Pagé (V. W.), Austin (F. E.)Examples in alternating currents. 128. 6d, net, 155. net .Mar., July<PAGE_NUM:15><DOCUMENT_PAGE_NUM:23> 16"
"74 x 5, Ithr, 1os. 6d. net ........SPON, Jan. 16 Autre mere (Joseph d')--The Japanese Empire and Austin (F. E.)–Examples in magnetism : for its economic conditions, Tr. fr. the French. students of physics and engineering. 2nd ed. Cr. 8vo. 8 X5, pp. 319, 5s. net UNWIN, Sep.<PAGE_NUM:15><DOCUMENT_PAGE_NUM:23> 16"
"Cr. 8vo. 71 x 4}, Ithr. 5s. net ...SPON, Mar. 16 Auvergne (Edmund B. d')—The Light side of Austin (F. E.)-How to make a low pressure London. Cr. 8vo. 77 x 44, pp. 262, swd. is. net transformer. Cr. 8vo. 73 x 44, 25. net LAURIE, May<PAGE_NUM:15><DOCUMENT_PAGE_NUM:23> 16"
"KELLY, Feb. 16 Avalon (A.) ed.-Principles of Tantra. Vol. 2. Austin (John): Austin's Theory of positive law The Tantratattra of Shriyukta Shiva Chandra and sovereignty, Eastwood (R. A.) 38. 6d. net Vidyarnava Bhattucharyya Mahodaya. With Apr. 16 an intro. by Shriyukta Barada Kanta Majum- Austin (Roland) see Hyett (F. A.) and Austin. dar. Med. 8vo., pp. 566, 15s. net Australasia, Africa and, Reynolds (J. B.) IS. LUZAC, Feb.<PAGE_NUM:15><DOCUMENT_PAGE_NUM:23> 16"
"July 16 Avalon (Arthur) ed.—Tantrik texts. Vol. 4, Australasia and Malaysia, Marsh (L.) 9d. Feb.<PAGE_NUM:15><DOCUMENT_PAGE_NUM:23> 16"
"Australia and New Zealand: home of new sub- Aviation. See also Aeronautics ; Flying, &c. race, Leadbeater (C. W.) 6d. . May 16 Awakening light (The)---Book 1. Cr. 8vo. 71x5, Australia, Birds of, Mathews (G. M.) Vol. 5, pts. pp. 96, Is. 6d. net .LONG, Jan.<PAGE_NUM:15><DOCUMENT_PAGE_NUM:23> 16"
"Nov. 16 Ayres (Ruby M.)--A Man of his word. Cr. 8vo. Australia : New world of the South, Fitchett 74 x 5, pp. 372, 2s. 6d. net HODDER & S., Nov.<PAGE_NUM:15><DOCUMENT_PAGE_NUM:23> 16"
"Australia : On the wool track, Bean (C. E. W.) Ayres (Ruby M.)-Paper roses. Cr. 8vo. 74 x 5, IS. net - July 16 pp. 256, 25. net HODDER & S., Mar.<PAGE_NUM:15><DOCUMENT_PAGE_NUM:23> 16"
"Australian bushrangers, Hisi. of, Boxall (G. E.) Ayres (Ruby M.)-The Year after. 18mo. 38. 6d. net June 16 64x45, pp. 254, 7d. net. ..NEWNES, Aug.<PAGE_NUM:15><DOCUMENT_PAGE_NUM:23> 16"
"Blakeslee (George H.) ed.---Problems and lessons of the War : the Clark Univ, addresses, Dec. 16, 17 and 18, 1915. 8vo. 98 x6, 1os. 6d. net PUTNAM, June<PAGE_NUM:27><DOCUMENT_PAGE_NUM:35> 16"
"Casket of thoughts, Verne (V.) 28. 6d. net Oct. 16 Catholic Christianity, Vassall-Phillips (0. R.) Caspersz on estoppel. 4th ed. 26s. net 35. 6d. net .Dec.<PAGE_NUM:42><DOCUMENT_PAGE_NUM:50> 16"
"CASSELL, May 16 Catholic diary for 1917. 44 x 3, pp. 400, Is. 3d, Cassels (Thomas)—Men of the Knotted Heart : net. (Angelus ser.) .... WASHBOURNE, Nov.<PAGE_NUM:42><DOCUMENT_PAGE_NUM:50> 16"
"bds. Is. net HODDER & S., Jan. 16 Catholic, Why I am an Anglo-, Cobbold (G. A.) Castaways, Jacobs (W. W.) 5s, net ...... Nov.<PAGE_NUM:42><DOCUMENT_PAGE_NUM:50> 16"
"74 x 5, pp. 283, 3s. 6d. CASSELL, Oct. 16 Catriona, Stevenson (R. L.) is. net · June<PAGE_NUM:42><DOCUMENT_PAGE_NUM:50> 16"
"Democracy, Shakespeare and, Salmon (E.) 25. net Mar. 16- Democracy, Towards social, Webb (S.) is. net May<PAGE_NUM:63><DOCUMENT_PAGE_NUM:71> 16"
"Dutt (Romesh)—The Economic hist. of India under early British rule: fr. the rise of the British power in 1757 to the accession of Queen Victoria in 1837. 4th ed. 8vo. 9 X 51, pp. 460, 78, 6d. net ..K. PAUL, May 16- Dutton (Walton Forest)-Venesection : a brief sum. of the prac. value of v. in disease. 8vo. 81 x 51, 8s. 6d. net......S. PHILLIPS, Nov.<PAGE_NUM:69><DOCUMENT_PAGE_NUM:77> 16"
"France to-day, Jerrold (L.) 78. 6d. net ..Oct. 16, France, Working classes in : rev. of Levasseur's “ Hist. des classes ouvr. avant 1789,"" Werge- land (A. M.) 48. 6d. net.. Dec.<PAGE_NUM:84><DOCUMENT_PAGE_NUM:92> 16"
"Hindenburg's March into London. Being a trans. from the German. Ed. with pref. by L. G. Redmond-Howard. Cr. 8vo. 8 X 5, pp. 254, 25. 6d. net ; swd. Is. 3d, net ..LONG, Jan. 16, Hindu literature, Love in, Sarkar (B. K.) 25. net Nov.<PAGE_NUM:106><DOCUMENT_PAGE_NUM:114> 16"
"Men of letters, Scott (D.) 6s, net. Nov. 16, Men of the Knotted Heart : A.D. Grant and J. P. Struthers, Cassels (T.) 3s. 6d. net .... June<PAGE_NUM:151><DOCUMENT_PAGE_NUM:159> 16"
"Quest for Dean Bridgman Conner, Philpott (A. J.) Rae (Herbert)-Maple leaves in Flanders fields. 6s. net June 16 Cr. 8vo. 7X 51, pp. 278, 5s. net SMITH, E., Oct.<PAGE_NUM:188><DOCUMENT_PAGE_NUM:196> 16"
"8vo. 77 x 47, pp. 116, Is. 6d. net MOWBRAY, Apr. 16 Rallway accidents and casualties-Summary of, in Quilts, Webster (M. D.) Ios. 6d. net......May 16 U.K. (Quarterly). Various prices from 6d. Quin (Malcolm)-The Problem of human peace : WYMAN, Feb., &c.,<PAGE_NUM:188><DOCUMENT_PAGE_NUM:196> 16"
"Quinneys', Vachell (H. A.) 35. 6d. net....Apr. 16 Rail way accidents : rpts. of enquiries, six months Quittance, Maxwell (H.) 6s. Feb. 16 ending June 30, 1976. gd. :. WYMAN, Oct.<PAGE_NUM:188><DOCUMENT_PAGE_NUM:196> 16"
"Quiver (The) — Vol. 51, 1916. Ryl. 8vo. 91 x 61, Railway and Canal Traffic Commission—27th pp. 1088, 75. 6d. net CASSELL, Nov. 16 annual rpt. 2 d. WYMAN, June<PAGE_NUM:188><DOCUMENT_PAGE_NUM:196> 16"
"H. STEVENSON, Oct. 16 Railway map of the British Isles, Philips'. 2s., Race deterioration, Military selection and, 3s. 6d., 6s. 6d., 78. 6d. net Nov.<PAGE_NUM:188><DOCUMENT_PAGE_NUM:196> 16"
"Kellogg (V. L.) with Bodart (G.) 6s. net June 16 Railway monopoly and rate regulation, McFall Race origins, European and other, Hannay (R. J.) 8s. .Sep.<PAGE_NUM:188><DOCUMENT_PAGE_NUM:196> 16"
"pp. 287, 6d. .."" THE SPORTSMAN,” Apr. 16 Railway swindle, Murray (H.) 28. 6d, net June<PAGE_NUM:188><DOCUMENT_PAGE_NUM:196> 16"
"Sutton (M. H. F.) 28. 6d. net.. .. July 16 Railways pay for the War, How to make, Horniman Radiotelegraphy and radiotelephony, Elem. (R.) 10s. 6d. net . Sep.<PAGE_NUM:188><DOCUMENT_PAGE_NUM:196> 16"
"manual, Fleming (J. A.) 78. 6d. net ....Jan. 16 Rain children : fairy tale in physics, Orpen (T. H.) Radium, Extrac, of, &c., fr. carnotite, Parsons 28. 6d. .Nov.<PAGE_NUM:188><DOCUMENT_PAGE_NUM:196> 16"
"(C. L.) 3s. net ..May 16 Rainbow crown, Stone (C. E.) 2s, net. ..Apr.<PAGE_NUM:188><DOCUMENT_PAGE_NUM:196> 16"
"St. Alban the Martyr, Holborn, Russell (G. W. E.) Salmond (John W.)- Jurisprudence. 5th ed. 28. 6d. net ..Feb. 16 8vo. 81 x 5, 16s. net STEVENS & H., Aug.<PAGE_NUM:201><DOCUMENT_PAGE_NUM:209> 16"
"Salter (Carle) see Mill (H. R.) and Salter. St. George and the dragon, and other stories. Fol. Salter (H. E.) ed.-Cartulary of the Hospital of 114x71, pp. 24, is. net. (Children's ser.) St. John the Baptist. Vol. 2. 8vo. 9X5}, PEPLER, Dec. 16 IOS. 6d. net . MILFORD, Mar.<PAGE_NUM:201><DOCUMENT_PAGE_NUM:209> 16"
"St. George for England, Henty (G. A.) 35.6d. Oct. 16 Salter (H. E.) see also Turner (G. H.) and Salter. St. Hilaire (Emile Marco)--Personal recollections Salter (J. H. and J. A.)-Salter's Guide to the of the Empire. 8vo. 9 X 6, pp. 247, 6s. net Thames, and to the Rivers Avon, Severn and SIMPKIN, Dec. 16 Wye, and the principal canals. 18th ed., rev. St. Lys (Odette)-Inn-of-heart: a fragment. Cr. 8vo. 71 x 41, pp. 230, swd. is. net 8x5), pp. 91, 35. 60. ..GYPSY PR., June<PAGE_NUM:201><DOCUMENT_PAGE_NUM:209> 16"
"St. Nicholas. Vol. 43, pt. 1, Nov. 1915-Apr., 1916. Sampson (Gerard)—The Mystery of faith. 18mo. 4to., 78. 6d, net.. . WARNE, May 16 64 x 41, pp. 213, 25. 6d. net MOWBRAY, Aug.<PAGE_NUM:201><DOCUMENT_PAGE_NUM:209> 16"
"Sainte-Beuve (C. A.)- Portraits of the seventeenth century, historic and literary. Tr. by Katha- Sand (George)-Les Ailes de courage. Ed. by rine P. Wormeley. Cheaper ed. 2 vols. 8vo. F. B. Kirkman. Cr. 8vo. 77 x 5$, bds. 38 87 x 5 }, 18s, net ..PUTNAM, Nov. 16 (Camb. Mod. French ser.) Saints and their emblems, Drake (M. and W.) CAMB. UNIV. PR., May<PAGE_NUM:201><DOCUMENT_PAGE_NUM:209> 16"
"net ..Mar. 16 Sand-face, Wood (A. M.) 6s. ..May<PAGE_NUM:201><DOCUMENT_PAGE_NUM:209> 16"
"place of rest and refreshment. 8vo. 9 x 57, pp. 410, 8s. 60. net .BELL, Jan. 16 Sanday (W.) and Williams (N. P.)–Form and Salads, sandwiches and chafing dish recipes, Neil content in the Christian tradition : a friendly (M. H.) 45. net.... ...Nov. 16 discussion. 8vo. 9 X 51, pp. 182, 6s. net Salaman (Malcolm C.)-London past and present. LONGMANS, Nov.<PAGE_NUM:201><DOCUMENT_PAGE_NUM:209> 16"
"Salesmanship : General cargo, Goddard (R. E.) Sanders (Willia en)-Trade unionism in 48. 6d. net.. .Nov. 16 Germany. Pp. 52, 7d. net FABIAN Soc., Feb.<PAGE_NUM:201><DOCUMENT_PAGE_NUM:209> 16"
"Sandes (Flora)-An English woman-sergeant in Salesmanship, Science and art of, Hoover (S. R.). the Serbian Army. Cr. 8vo. 71 X5, pp. 242, 3s. 6d. net.. .Nov. 16 28. 6d.net .... HODDER & S., Sep.<PAGE_NUM:201><DOCUMENT_PAGE_NUM:209> 16"
"Salisbury (F. S.)-Rambles in the Vaudese Alps. Sandford (Egbert)-Brookdown, and other poems. Illus. from photographs. Cr. 8vo. 71 X 5, pp. 2nd ed. w. two additional poems. 74 x 5, 164, 28. 6d. net DENT, Mar. 16 pp. 60, is. net (Little bks. of Georgian verse) Sally, Conyers (D.) is, net June<PAGE_NUM:201><DOCUMENT_PAGE_NUM:209> 16"
"Sally Bishop, Thurston (E. T.) is. net....Nov. 16 Sandy married, Conyers (D.) is. net Oct.<PAGE_NUM:201><DOCUMENT_PAGE_NUM:209> 16"
"Cr. 8vo. 7° X 5, pp. 98, 3s. net Sanitary appliances, Cata. of selected, for gen. W. BLACKWOOD, July 16 use, Doulton's. 25. 6d. net.. .. Nov.<PAGE_NUM:201><DOCUMENT_PAGE_NUM:209> 16"
"Sonnets and other verses, Fort (J. A.) 28. net Soutar (Andrew)-The Green orchard. Cr. 8vo. Dec. 16 74x5, pp. 334, 6s. ....CASSELL, Mar.<PAGE_NUM:214><DOCUMENT_PAGE_NUM:222> 16"
"Sophia, St., Russia's hope and calling, Trubetskoy South (Richard)—The Butterflies of the British (E. N.) is. net ...Aug. 16 Isles. Reissue. 18mo. 75. 6d. net Sorabji (Cornelia)—Indian tales of the great WARNE, Sep.<PAGE_NUM:214><DOCUMENT_PAGE_NUM:222> 16"
"Hulme. 8vo. 9 x 5, pp. 316, 75. 6d. net South African Museum--Annals. Vol. 12, pt. 3, ALLEN & U., Mar. 16 4s. net ; Vol. 15, pt. 2, 15s. net ; Vol. 15, Sorley (Charles Hamilton)-Marlborough and pt. 3, 128. 6d. net. Illus. ryl. 8vo. 10 X 61, other poems. 8vo. 87 x 54, pp. 120, 38. 6d. net 3 pts., 315, 6d. net WESLEY, July<PAGE_NUM:214><DOCUMENT_PAGE_NUM:222> 16"
"Sorrow, Bk. of : poems, Macphail (A.) 6s., 78. 6d. Southampton, Black Book of, Chapman (A. B. W.) IIS., 149. net · July 16 Vol. 3. 155. gd. net (members ros. 6d. net) Sorrow, Christ and, Moule (H. C. G.) 18., 6d. net. Feb.<PAGE_NUM:214><DOCUMENT_PAGE_NUM:222> 16"
"Mar. 16 Southcott, Joanna, Trial of, 2s. .May<PAGE_NUM:214><DOCUMENT_PAGE_NUM:222> 16"
"Sothorn (J. W. M.)—""Verbal ” notes and sketches Southorn Slav culture, pp. 24; S. Slav history, for marine engineers. 8th ed. 8vo. 94 x64, pp. pp. 32; S. Slav. programme, pp. 32; S. 712, 18s. net ..MUNRO, Nov. 16 Slav unity, pp. 35; S. Slavs : land and people. Soul and its story, Pearson (N.) 1os. 6d. net Oct. 16 78x5 ea. 3d. (S. Slav 1:6.) NISBET, Jan., &c.,<PAGE_NUM:214><DOCUMENT_PAGE_NUM:222> 16"
"hymns and tunes. 8vo. 81 x 54, 6d. net Souvestre (Pierre) and Allain (Marcel)-The LONGMANS, Aug. 16 Exploits of Juve. Cr. 8vo. 71 x 5, pp. 400, 6s. Sound, Elem. lessons in, Jones (D. E.) is. Feb.<PAGE_NUM:214><DOCUMENT_PAGE_NUM:222> 16"
"Sound ground, Goldie (V.) 6s. ... Aug. 16 Souza (Charles de)-Germany in defeat: Sound, light, &c., Draper (C. H.) 28. 60. Mar. 16 strategic history of the War. 2nd phase. Sounds, Musical, Science of, Miller (D. C.) 1os. 6d. 22 campaign maps. Cr. 8vo. 71 x 44, pp. 244, 6s. net. May<PAGE_NUM:214><DOCUMENT_PAGE_NUM:222> 16"
"Vagrant memories, Winter (W.) 125. net July 16 Varley (Kirton)-Fool culture on education, Vain flirtation, Blyth (J.) 6s. ..July 16 culture, misgovernment and destiny. Cr. 8vo. Vaiti of the Islands, Grimshaw (B.) is. net July 16 73 x 5, pp. 110, 2s. 6d. net Vaizey (Mrs. George de Horne)-The Adventures GENERATION PR., June<PAGE_NUM:235><DOCUMENT_PAGE_NUM:243> 16"
"Vaizey (Mrs. George de Horne)-An Unknown Varrier-Jones (P. C.)-Tuberculosis and the lover. Cheap ed. 18mo. 64 x 4, pp. 309, IS. net working man : an appeal to friendly societies. MILLS & B., Feb. 16 Pref. by G. Sims Woodhead. 8vo. 81 x 54, pp. Valediction, sonnets to Kitchener, Dudley (A.) 48, swd. 6d. net ...HEFFER, May<PAGE_NUM:235><DOCUMENT_PAGE_NUM:243> 16"
"H. G. Blomfield. Cr. 8vo. 71 X5, pp. 148, Vassall-Phillips (O. R.)—Catholic Christianity; 35. 6d. net .... (Oxford) BLACKWELL, Mar. 16 or, The Reasonableness of our religion. 71 x 5, Valotto (Marc de) and Clionoff (Olga)--Intro. to pp. 552, 35. 6d. net......WASHBOURNE, Dec.<PAGE_NUM:235><DOCUMENT_PAGE_NUM:243> 16"
"the study of the Russian language. Pp. 24, 28. Vassar (Matthew)-Autobiography and letters. HACHETTE, Feb. 16 Ed. by Elizabeth H. Haight. Illus. Demy Valley of decision, Burroughs (E. A.) 5s. net 8vo. 9 X 51, pp. 218, 78. 6d. net Oct.<PAGE_NUM:235><DOCUMENT_PAGE_NUM:243> 16"
"Valley of gold, Curwood (J. O.) 6s. .. June 16 Vaudese Alps, Rambles in, Salisbury (F. S.) 28. 6d. net . Mar.<PAGE_NUM:235><DOCUMENT_PAGE_NUM:243> 16"
"MILLS & B., Mar. 16 Veil of gossamer, St. Clair (R.) 6d. net.. Aug.<PAGE_NUM:235><DOCUMENT_PAGE_NUM:243> 16"
"18mo. 64 X4, pp. 292, is. net Velimirovic (Nicolai) - Serbia in light and dark- MILLS & B., May 16, ness. Pref. by Archbp. of Canterbury. Cr. 8vo. Van Vorst (Marie)-Mary Moreland : a novel. 7* X 5, pp. 160, 35. 6d. net LONGMANS, June<PAGE_NUM:235><DOCUMENT_PAGE_NUM:243> 16"
"18mo. 7x4, pp. 347, is. net Velimirovic (N.)-Serbia's place in human MILLS & B., Nov. 16 history. 8vo., pp. 20, swd. 3d. Van Vorst (Marie)--War letters of an American COUN, FOR STUDY OF INTERNAT. RELATIONS, woman. Illus. Cr. 8vo. 74 x 5, pp. 352, 53, Apr.<PAGE_NUM:235><DOCUMENT_PAGE_NUM:243> 16"
"net .LANE, Jan. 16 Velimirovic (Nicholas)--The Soul of Serbia. Variable, Complex, Functions, Goursat (E.) Cr. 8vo. 73 X 5, is. net ..FAITH PRESS, Afr.<PAGE_NUM:235><DOCUMENT_PAGE_NUM:243> 16"
"York Journal of Convocation : acts and debates in the sessions of Nov. 24th, 1915, and Feb. 16th and 17th, 1916. 8vo. 8} x 51, pp. 172, swd. 2s. ... (York) W. H. SMITH, May<PAGE_NUM:257><DOCUMENT_PAGE_NUM:265> 16"
