"(Clarendon Pr.) MILFORD, May 17 Flashing sword and its significance, Watson Fisher (Dorothy Canfield)-Self-reliance : a prac. (A. S.) is. Det ...June <PAGE_NUM:77><DOCUMENT_PAGE_NUM:85>'17"
"Integrals, Elliptic, Hancock (H.) 6s. net.. June 17 Inward Gospel, Strappini (W. D.) 35. 6d. net Integrals, Table of, Hudson (R.) and Lipka (J.) IS. net .Nov. '17 Ionian Sea, By the, Gissing (G.) 25. 6d. net Feb.<PAGE_NUM:114><DOCUMENT_PAGE_NUM:122> 17"
"(A. W.) 155. .. Jan. 17 Ireland-Emigration statistics. (Monthly) Ea. Internal combustion engines, Sparking plugs for, Id. ... WYMAN, Jan., &c.,<PAGE_NUM:114><DOCUMENT_PAGE_NUM:122> 17"
"6s, net June 17 Ireland, Labour in, Connolly (J.) 45. net..May<PAGE_NUM:114><DOCUMENT_PAGE_NUM:122> 17"
"under, Smith (Sir F.) 45. 6d. net...... Apr. 17 Ireland Public works : 84th annual report, International law, First violations of, by Germany, 1915-16. 6d.... .WYMAN, Feb.<PAGE_NUM:114><DOCUMENT_PAGE_NUM:122> 17"
"Dampierre (J.) 1os. 6d. net... .Feb. '17 Ireland : tariff reform (home production-trade International law : Problems of the war, Grotius Soc. Vol. 2. protection) versus free trade. [Report : Dublin 6s. net. ..May 17 Chamber of Commerce). 88 X 51, pp. 49, IS. Internaticnal Lessons : Gist of the lesson, Torrey (Dublin : Commercial Bldgs., Dame St.) (R. A.) 1918. iS., IS. 3d. net .Dec. <PAGE_NUM:114><DOCUMENT_PAGE_NUM:122>'17"
"Interpreters, Ince (G.) 25. net .May 17 Irish heroes in the War : I. in Gt. Britain ; Intolerance in the reign of Elizabeth, Queen of Tyneside I. Brigade, Livery (F.) 78. 6d. net England, Klein (A. J.) 78. 6d. net...... Apr.<PAGE_NUM:114><DOCUMENT_PAGE_NUM:122> 17"
"Local Govt. Bd. (Scotland)-War Charities Act, 1916 : Charities entered, to Nov. 17, 1916, 2d. ; do., to Jan. 31, 1917, 3d.; do., fr. Feb. I to May 31, 1917, id. H.M. STATIONERY OFF., Dec. '16-June <PAGE_NUM:132><DOCUMENT_PAGE_NUM:140>'17"
"Marshall (Archibald)—Upsidonia. Cr. 8vo. Martin (Geoffrey) and Barbour (William)-Indus- 78 x 5, pp. 286, is. 3d. net ....S. PAUL, Apr. 17 trial nitrogen compounds and explosives. Roy. 8vo. 107 x 64, pp. 125, 75. 6d. net (Manuals Marshall (Arthur)-Explosives. 2nd ed., enl. [in of chemical technology) C. LOCKWOOD, Aug. <PAGE_NUM:142><DOCUMENT_PAGE_NUM:150>'17"
"Motor cars : Ford, Bk. of the, Nicholson (R. T.) IS. od. net · July’17, Motor cars, Maintenance and repair of, Walford (W. E.) 29. 6d. net... .Sep. <PAGE_NUM:153><DOCUMENT_PAGE_NUM:161>'17."
"Poetry, Annual of new, 1917. 55. net..Mar. 17 Political philosophy : Common weal, Cunningham Poetry: Companion to Palgrave's Golden (W.) 25. 6d. net .Dec. <PAGE_NUM:176><DOCUMENT_PAGE_NUM:184>'17"
"Poetry, Flemish, Contemp., Bill ell (J.) is. net Political Science Assn., American. See under May 17 American. Poetry, Fragments of ancient, Ossian. Ios. 6d. Politics : After-War problems, Dawson (W. H.) net ..May '17 78. 6d. net June<PAGE_NUM:176><DOCUMENT_PAGE_NUM:184> 17"
"Poetry, Russian, Mod., Selver (P.) 29. 60. net Politics and personalities, essays, Russell (G. w. May 17 E.) 7s, 6d. net.. . . Nov. <PAGE_NUM:176><DOCUMENT_PAGE_NUM:184>'17"
"Poets, English, National and international ideals Politics : Coming polity, Branford (V.) and in the, Herford (C. H.) is. net .Apr. 17 Geddes (P.) 58. net June<PAGE_NUM:176><DOCUMENT_PAGE_NUM:184> 17"
"Poland for the Poles : the resurrection of Poland. Pollard (Alfred W.)—Romance of King Arthur and Cr. 8vo. 77 x 5, pp. 32, 3d. net his knights of the Round Table. Abridged ALLEN & U., Feb. 17 from Malory's Morte d'Arthur,"" Malory (Sir Poland, History of, Whitton (F. E.) 8s. 6d. net T.) 1os. 6d., 425. net ..Oct. <PAGE_NUM:176><DOCUMENT_PAGE_NUM:184>'17"
"Police (Scotland)-59th annual rpt., Id. 1916. Pond life : Fresh water wonders, Crabtree (J. H.) WYMAN, Mar. 17 IS. 3d. net June<PAGE_NUM:176><DOCUMENT_PAGE_NUM:184> 17"
"Salvation in Christ Jesus, Keymer (N.) 7d. net June'17' Samaniego (F. M.)-Fábulas en verso. Fcap. 8vo. 61 x 41, pp. 146, Is. 6d. net (Oxford Spanish plain texts) .. (Clarendon Pr.) MILFORD, Oct. <PAGE_NUM:194><DOCUMENT_PAGE_NUM:202>'17"
"tale of school life. Cr. 8vo. 71 x 5, pp. 150, Sastri (H. Krishna)--South-Indian images of gods 29. 6d. net ..STOCKWELL, Feb. 17 and goddesses. 167 pl. pp. 307, 8s. 3d. CONSTABLE; UNWIN, Aug. <PAGE_NUM:195><DOCUMENT_PAGE_NUM:203>'17"
"Sam ways (George R.)-War lyrics. 7*4, pp. Satow (Rt. Hon. Sir Ernest)-A Guide to dip- 32, IS. net ....STOCKWELL, Feb. 17 lomatic practice. 2 vols. 8vo. 91 x 5$, pp. Sand (George)-Le Marquis de Villemer. Ed. w 429, 414, 28s. net (Contrib. to internat. law and intro. and notes by C. E. Young. Cr. 8vo diplomacy ser.) ..LONGMANS, Apr.<PAGE_NUM:195><DOCUMENT_PAGE_NUM:203> 17"
"77 x 5, pp. 225, 3s. net (Oxford French ser. by Saunders (Arthur)— The Baby. 1&mo. 7 X 4, pp. American scholars) .....MILFORD, May 17 132, Is. 3d. net .METHUEN, Nov. <PAGE_NUM:195><DOCUMENT_PAGE_NUM:203>'17"
"is. net (Oxford Russian plain texts) Two generations, stories, Tolstoy (L.) Is. 3d. (Clarendon Pr.) MILFORD, May 17 net .Dec. <PAGE_NUM:224><DOCUMENT_PAGE_NUM:232>'17"
"Apr. 17 Two kings, poems, Hookham (P.) 3s. 6d. net Turkey, Greece and the Great Powers, Abbott July <PAGE_NUM:224><DOCUMENT_PAGE_NUM:232>'17"
"(G. F.) 78. 6d. net ..Jan. 17 Two letters, Simmins (M.) 4d. net .Sep. <PAGE_NUM:224><DOCUMENT_PAGE_NUM:232>'17"
"Turmoil, Tarkington (B.) 25. 6d. net...... June 17 2010, Carrel (F.) is. net ...Jan.<PAGE_NUM:224><DOCUMENT_PAGE_NUM:232> 17"
"Tables and diag. Cr. 8vo. 73 x 57, pp. 144' 38. 6d. net .J. MURRAY, Feb. 17 Tyan (Ferdinand)-The Entente cordiale in Turnstile of night, Williamson (Mrs. C. N.) is. 3d. Lebanon. 2nd ed. 8vo. swd. Is. net net .Dec. <PAGE_NUM:224><DOCUMENT_PAGE_NUM:232>'17"
"Tyburn Convent (Nuns of)-One hundred and Turret and torpedo, Margerison (J. S.) is. net five martyrs of Tyburn. By the Nuns of Jan. 17 Tyburn Convent. Intro. by Dom Bede Camm. Turtles of Tasman, stories, London (J.) is. net Illus. 8vo. pp. 103, swd. Is. net June<PAGE_NUM:224><DOCUMENT_PAGE_NUM:232> 17"
"Twentyman (George A.)—English grammar and Typewriting catechism, Clough (Mrs. S.) 28. 6d. composition. Pt. 1, First year course. 3rd ed. net Cr. 8vo. 7X5, pp. 280, 5s. Typhoid fevers and para-typhoid fevers, Vincent RIVINGTONS, Feb. 17 (H.) and Muratet (I..) 6s. net. Dec. <PAGE_NUM:224><DOCUMENT_PAGE_NUM:232>'17"
"DUFFY ; UNWIN, June 17 United States Navy, All about the, Tyrrell (w.) Ultimus Hæres (Scotland)-Account, and list of IS. net May<PAGE_NUM:225><DOCUMENT_PAGE_NUM:233> 17"
"Unity and schism, Lacey (T. A ) 5s. net Juliy'? Umpteen yarns, Goodchild (G.) is. 3d. net Nov.'17 Universal dream book; and The Popular fortune Uncanny tales, Crawford (F. M.) is. net ..May 17 teller. By “Zadkiel and “Sibly."" Reissue. Uncle Bernac, Doyle (Sir A. C.) is. net....Apr.<PAGE_NUM:225><DOCUMENT_PAGE_NUM:233> 17"
"18mo. 61 x 41, pp. 286, 9d. net NELSON, May 17 War : After victory. By “ An Amateur Officer.” Walsh (Joseph J.)-Mining and mine ventilation : ..Nov. <PAGE_NUM:230><DOCUMENT_PAGE_NUM:238>'17"
"Walsh (Louis J.)-The Guileless Saxon : Ulster comedy in three acts. Cr. 8vo. 7} x 41, War aims (Allied)--Note fr. Russian Provisional pp. 64, Is. net .M. H. GILI, Jan. 17 Government and the British reply. id. H.M. STATIONERY OFF., June <PAGE_NUM:230><DOCUMENT_PAGE_NUM:238>'17"
"C. H. KELLY, June 17 War and the citizen, Code (G. B.) 25. 6d. net Walters (E. W.)-Submarine stories and adven- Apr.<PAGE_NUM:230><DOCUMENT_PAGE_NUM:238> 17"
"BISSETT & SON, May 17 War: Anzac, Sketches made at, Moore-Jones Walton (Cecil) —Welfare study : what it is. (H.) 1055.. .May<PAGE_NUM:230><DOCUMENT_PAGE_NUM:238> 17"
"84x64, pp. 24, 6d. War : Anzacs in Cairo, With the, Thornton (G.) MACLURE, MACDONALD, Apr. 17 28. 6d. net. Sep. <PAGE_NUM:230><DOCUMENT_PAGE_NUM:238>'17"
"pp. 529, I2s. net ....OPEN COURT CO., June 17 War, Before the, Bedborough (G.) 9d. net july <PAGE_NUM:230><DOCUMENT_PAGE_NUM:238>'17"
"Wanted, a tortoise-shell, Blundell (P.) 6s. War : Behind the German veil, De Beaufort (J. M.) Sep. '17 6s.net War, Loti (P.) 25. 6d. net ..Mar. 17 War : Belgium, German slave raids in, Heuvel (J. War : Adventures of a despatch rider, Watson van den) 2d. July <PAGE_NUM:230><DOCUMENT_PAGE_NUM:238>'17"
"(W) 6s. net · June 17 War : Belgium under the German heel, Halasi Wir, After-, problems, Dawson (W. H.) 7s. 60. (0.) 6s, net June<PAGE_NUM:230><DOCUMENT_PAGE_NUM:238> 17"
"WAR: LOAN WAR: POPE War loan : World's largest loan. Id. net ..May 17 War nur ing: In blue and gray, Cobbold (L.) War lyrics, Samways (G. R.) 18. net IS. 60. ret. Oct. <PAGE_NUM:233><DOCUMENT_PAGE_NUM:241>'17"
"War: Messages from Mars : chaplain's experi- War : Papers from Picardy, by two Army chap- ences, Westerdale (T. L. B.) is. net....May 17 lains, Pym (T. W.) and Gordon (G.) 45. 6d. net War: Method in the madness : case betw. Mar.<PAGE_NUM:233><DOCUMENT_PAGE_NUM:241> 17"
