entry,page_num,doc_page_num,main_entry,two_publishers,see,two_parentheses,net,ellipses,floaty_bits,begins_with_numbers
"A was an archer. Illus. by D. Pailthorpe. 4to. swd. 2s. net .HARRAP, Mar. '20",1,9,True,False,False,False,False,False,False,False
A.B.-Golden archer : sonnets. 35. 6d. net June'20,1,9,False,False,False,False,False,False,False,False
"A B C universal commercial telegraphic code. Proprietors, E. M. M. Clauson-Thue and F. C. E. Faulkner. 6th ed. Ed. by William Droege. Ryl. 8vo. 94 x 61, pp. 1,542, 40s. net EDEN FISHER, Mar. '20",1,9,True,False,False,False,False,False,False,False
"“A.L.” Scholars' table bk., Smith (H.) 11d. Jan. '20",1,9,False,False,False,False,False,False,False,False
"Aaland Islands, Question of the : Reference to the League of Nations. 2d. net H.M.S.O., Aug. '20",1,9,True,False,False,False,False,False,False,False
"Aaron Rodd, diviner, Oppenheim (E. P.) 25. 6d. net May'20",1,9,False,False,False,False,False,False,False,False
"Abbay (R., Rev. Our orchards : letters to the East Anglian Daily Times, 1892-1920. With notes. 8vo. 81 x 54, pp. 35, swd. Is. net HARRISON, June'20",1,9,True,False,False,False,False,False,False,False
"Abbey girls, Oxenham (E. J.) 6s. net ....Aug. '20",1,9,False,False,False,False,False,False,False,False
"Abbott (Anstice) A Girl widow's romance : a tale of Indian life. Forew. by Rev. C. Askwith. Cr. 8vo. 71 X 5, pp. 125, 25. 6d. net R.T.S., Oct. '20",1,9,True,False,False,False,False,False,False,False
"Abbott (Claude C.) trans.—Nine songs from the 12th century French. 10 X 6, pp. 16, 25. CHELSEA BOOK CLUB, Aug.'20",1,9,True,False,False,False,False,False,False,False
"Abbott (E. C.) English composition : based on observation and general reading. Cr. 8vo. 71 x 44, pp. 228, 4s. 6d. net BELL, Aug. '20",1,9,True,False,False,False,False,False,False,False
"Abbot (E. C.)Scientific history of the world. In 3 parts. Part 1, to 1485. Cr. 8vo. 7.X 44, pp. 415, 4s. 6d. net ..BELL, June'20",1,9,True,False,False,False,False,False,False,False
"Abbott (Jane D.)-Happy house. Cr. 8vo. 78. net LIPPINCOTT, Sep. 20",1,9,True,False,False,False,False,False,False,False
"Abbott (Jane D.)-Larkspur. Illus. by Harriet R. Richards. Cr. 8vo. 7*5, pp. 261, 6s. net LIPPINCOTT, June'20",1,9,True,False,False,False,False,False,False,False
"Abbott (Norman)-Let nothing you dismay, and other verses. 18mo. 2s, 6d. net JARROLDS, Sep. '20",1,9,True,False,False,False,False,False,False,False
"Abdomen, Physical signs in chest and, Blake (A.J.J.) gs. 6d. net. . Nou.'20",1,9,False,False,False,False,False,False,False,False
"Abdul Majid-Malay self-taught by the Natural method, with phonetic pronunciation. Cr. 8vo. 7 X 4, pp. 120, 4s. net, swd. 33. net. (Marl- borough's Self-taught ser.) MARLBOROUGH, July'20",1,9,True,False,False,False,True,False,False,False
Aberdeen Univ.-Alma Mater anthology. 2s. 6d. Jan. '20,1,9,False,False,False,False,False,False,False,False
"Aberystwyth, Univ. College of Wales, Francis (J. o.) is. net.. . . Apr. '20",1,9,False,False,False,False,False,False,False,False
"Abnormal psychology, Wałts (F.) 7s. 6d. net Dec. '20",1,9,False,False,False,False,False,False,False,False
"Abott (G. F.)-A Record of Sir John Finch's Embassy, 1674-1681 : under the Turk in Constantinople. With a foreword by Viscount Bryce, O.M. Ryl. 8vo. 97 x6, pp. 433, 18s. net ..MACMILLAN, Oct. '20",1,9,True,False,False,False,False,False,False,False
"About it and about, Willoughby (D.) 125. 6d. net May'20",1,9,False,False,False,False,False,False,False,False
"About many things, Rhys (G.) 6s. net....Sep. '20",1,9,False,False,False,False,False,False,False,False
"About others and myself, Anson (A. E. H., Maj. Gen. Sir) 21s. net.... .Aug. '20",1,9,False,False,False,False,False,False,False,False
