entry,page_num,doc_page_num,main_entry,two_publishers,see,two_parentheses,net,ellipses,floaty_bits,begins_with_numbers
"A B C auction sales record: with full descriptions and prices for the year 1920 of old English silver. Compiled by Alfred J. Abbey. Cr. 8vo. 7×5, pp. 128, 5s. net. .S. PAUL, July '21",1,15,True,False,False,False,False,False,False,False
"A B C books, Big, 6s. net. Oct. '21",1,15,False,False,False,False,False,False,False,False
"A B C guide to the practice of the Supreme Court. 1922. By F. R. P. Stringer. 17th ed. Cr. 8vo. pp. 219, 8s. 6d. net SWEET & M., Nov. '21",1,15,True,False,False,False,False,False,False,False
"A.B.C. motor, marine and aircraft guide, 1921 (The): including a topographical transport directory to 4,670 places in the United King- dom. Compiled by W. C. Bersey and A. Dorey. 4to. 8×7, pp. 526, 7s. 6d. net TECHNICAL PUBG. CO., Aug. '21",1,15,True,False,False,False,False,False,False,False
"A B C of collecting, Yoxall (J., Sir) 15s. net June '21",1,15,False,False,False,False,False,False,False,False
A. E.-Imaginations and reveries. 1os. net Apr. '21,1,15,False,False,False,False,False,False,False,False
A. E.-Ireland and the Empire. 3d. net Nov. '21,1,15,False,False,False,False,False,False,False,False
"See also E (A ). A. E. A.E.F., History of the, Thomas (S.) 20s. net Mar. '21",1,15,False,False,False,True,False,False,False,False
"""A.L."" Challenge test cards (The). Grade 2. Containing: (a) Mechanical sums; (b) Three sets of tests; (c) Syllabus card; (d) Two sets of answers. Cr. 8vo. 6× 5, ppr. packet, 3s.net.. .E. J. ARNOLD, Feb. '21",1,15,True,False,False,False,False,False,False,False
"""A. L."" Challenge test cards (The). Grade 3. Containing: (a) Mechanical sums; (b) Three sets of tests; (c) Syllabus card; (d) Two sets of answers. Cr. 8vo. 6x 5, cards swd. 3s. net E. J. ARNOLD, Mar. '21",1,15,True,False,False,False,False,False,False,False
"""A. L."" Challenge test cards (The). Grade 5. Cr. 8vo. 61× 5, swd. 3s. net packet E. J. ARNOLD, May '21",1,15,True,False,False,False,False,False,False,False
"""A. L."" Challenge test cards (The). Grade 7. Cr. 8vo. 61×4, per swd. packet 3s. net E. J. ARNOLD, Oct. '21",1,15,True,False,False,False,False,False,False,False
"""A.L."" County cookery book (The). Compiled by a County Education Secretary and Domestic Subjects Staff. Cr. 8vo. 7×51, pp. 111, swd. Is. 3d. net... . . . . . . . . . ....E. J. ARNOLD, Mar. '21",1,15,True,False,False,False,False,False,False,False
"""A. L."" Geography work-book of the British Isles. Roy. 8vo. 91×71, pp. 24, swd. Is. net ('A L'Geographical ser.)....E. J. ARNOLD, May 21",1,15,True,False,False,False,False,False,False,False
"""A.L."" Junior scholarship tests in arithmetic. &c., Smith (H.) 10d. net.. .... Jan. '21",1,15,False,False,False,False,False,False,False,False
"""A.L."" Nature note book and garden diary (The). 8vo. 8×61, pp. 70, swd. Is. 9d. net E. J. ARNOLD, Feb. '21",1,15,True,False,False,False,False,False,False,False
"""A.L."" Print writing copy books (The). 8vo. 61×8, pp. 24, swd. 4d. net E. J. ARNOLD, Jan., May '21",1,15,False,False,False,False,False,False,False,False
"A.L.O.E.-The Lost jewel. Illus. by H. E. Butler. Cr. 8vo. 7×41, pp. 200, Is. 6d. net COLLINS, Sep. '21",1,15,True,False,False,False,False,False,False,False
"Aaron (Charles D.)-Diseases of the digestive organs. 3rd ed., rev. Ryl. 8vo. pp. 904, 50s. net LEWIS, Nov. '21",1,15,True,False,False,False,False,False,False,False
"Aaron West, Knittel (J.) 8s. 6d. net. May '21",1,15,False,False,False,False,False,False,False,False
"""Abacus income tax tables, Hammond (E. J.) . Feb. '21",1,15,False,False,False,False,False,False,False,False
"2s. net Abandoned farmers, Cobb (I. S.) 8s. 6d. net Feb. '21",1,15,False,False,False,False,True,False,False,True
"Abbasid Caliphate, Amedroz (H. F.) and Margo- liouth (D. S.) 147s. net Abbey (Alfred J.) ed.-A B C auction 5s. net . Nov. '21",1,15,False,False,False,True,True,False,False,False
sales record .July '21,1,15,False,False,False,False,False,False,True,False
"Abbey, Edwin A.: his life and work, Lucas (E. V.) 126s. net . Nov. '21",1,15,False,False,False,False,False,False,False,False
"Abbot's barn, Harraden (G.) Is.. .Apr. '21",1,15,False,False,False,False,False,False,False,False
"Abbott (Claude Colleer)-Poems. Cr. 8vo. 7 × 58. pp. 69, 5s. net…….. .BLACKWELL, Sep. '21",1,15,True,False,False,False,False,True,False,False
"Abbott (Jane)-Aprilly. Cr. 8vo. pp. 287, 7s. 6d. net LIPPINCOTT, Dec. '21",1,15,True,False,False,False,False,False,False,False
"Abbott (Keene)-Wine o' the winds. Illus. Cr. 8vo. 7×51, pp. 336, 8s. 6d. net HODDER & S., Feb. '20",1,15,True,False,False,False,False,False,False,False
"Abbott (Lyman)-What Christianity means to me. Cr. 8vo. pp. 194, 9s. net MACMILLAN, July '21",1,15,True,False,False,False,False,False,False,False
"Abdallah Muhammad.-An Arabic history of Gujarat, entitled Zafar ul-Walih bi-Muzaffar wa Alih. Vol. 2. Ed. by Sir E. Denison Ross. 8vo. 21s.net. (Indian texts ser.)MURRAY, June '21",1,15,True,False,False,False,False,False,False,False
"Abdomen, Acute, Early diagnosis of, Cope (Z.) 12s. 6d. net.. July '21",1,15,False,False,False,False,False,False,False,False
"Abdomen, Stomach and, Russell (W.) 15s. net May '21",1,15,False,False,False,False,False,False,False,False
"Abdullah (Achmed)-The Mating of the blades. Cr. 8vo. 7×5, pp. 288, 8s. 6d. net HUTCHINSON, Oct. '21",1,15,True,False,False,False,False,False,False,False
"Abdullah (Achmed)-The Trail of the beast. Cr. 8vo. 7×5, pp. 288, 8s. 6d. net HUTCHINSON, Feb. '21",1,15,True,False,False,False,False,False,False,False
"Abel (George)-Wylins fae my wallet. Foreword by Prof. Stalker. Biographical sketch by Alex- ander Gammie. With portrait. 6th impr., 2nd ed. Cr. 8vo. 7×5, pp. 165, 3s. net A. GARDNER, July '21",1,15,True,False,False,False,False,False,False,False
"Abel (Mary H.)-Successful family life on the moderate income. 8×5, pp. 263, 8s. 6d. net. (Family life ser.) .LIPPINCOTT, Nov. '21",1,15,True,False,False,True,False,False,False,False
"Abel of Kwato, Hall (A. G.) 1s. 6d. net.. Nov. '21",1,15,False,False,False,False,False,False,False,False
"Abell (Westcott S., Sir)-Sea casualties and loss of life. Ryl. 8vo. pp. 38, swd. 3s. 6d. net SPON, Dec. '21",1,15,True,False,False,False,False,False,False,False
"Aberdeen University-Roll of service in the Great War, 1914-1919. Edit. by Mabel Desborough Allardyce. 101x73, pp. 451 ABERDEEN UNIV. PR., Oct. '21",2,16,True,False,False,False,False,False,False,False
"Aberdeenshire, Antiquities of Dunecht House, Browne (G. F.) 63s. net .Seb. '21",2,16,False,False,False,False,False,False,False,False
"Abnormal psychology, Coriat (I. H.) 10s. 6d. net Apr. '21",2,16,False,False,False,False,False,False,False,False
