entry,page_num,doc_page_num,main_entry,two_publishers,see,two_parentheses,net,ellipses,floaty_bits,begins_with_numbers
 15,1,9,False,False,False,False,False,False,True,False
Oct. 15,1,9,False,False,False,False,False,False,True,False
Dec. 15,1,9,False,False,False,False,False,False,True,False
"А A B C of architecture, Wallis (F. E.) 25 net A B C of good form, Seymour (A.) 28. net Oct. 15",1,9,False,False,False,True,True,False,False,False
"A B C of housekeeping, Herrick (c. T.) 25. net A B C of income tax return making. By a Lay- man. 8vo., pp. 80, 28. 6d. net (Bradford : 7a, Guy's Cliff) AUTHOR, June 15",1,9,True,False,False,False,True,False,False,False
"ABC of Jolly Jack. 4to. bds. Is. net GALE & P., Oct. 15",1,9,True,False,False,False,False,False,False,False
"ABC of our soldiers. 4to., bds. is. net GALE & P., Nov. 15",1,9,True,False,False,False,False,False,False,False
"A B C, or Alphabetical railway guide. Monthly. 8vo. ea. swd. 6d. OFFICE, Jan.-Dec. 15",1,9,False,False,False,False,False,False,False,False
"ABC, Picture, is. net. .....Sep. 15",1,9,False,False,False,False,False,True,False,False
A. E.-Imaginations and reveries. 58. net Dec. 15,1,9,False,False,False,False,False,False,False,False
"Æ (George W. Russell), Figgis (D.) 28. 6d. net Dec. 15",1,9,False,False,False,True,False,False,False,False
A. E. C.—Ma première visite à Paris (Wyatt) IS. 6d. .. July 15,1,9,False,False,False,False,False,False,False,False
A. E. G.-Mater Dolorosa. Is. 6d. net Dec. 15,1,9,False,False,False,False,False,False,False,False
A.K.D.-H.--Memsahib's manual. IS. 6d. net Apr. 15,1,9,False,False,False,False,False,False,False,False
"A. M. V. D.-The Adventures of the ten little dolls, is. net ...Aug. 15",1,9,False,False,False,False,False,False,False,False
"A to Z. 4to. 35. 6d. (Dean's Rag bks.) DEAN'S RAG BK. Co., July 15",1,9,False,False,False,False,False,False,False,False
"Abady (Jacques)-Clauses and precedents in electricity, gas and water legislation. 8vo., pp. 383, 155. net ..........W. KING, Mar. 15",1,9,True,False,False,False,False,True,False,False
"Abbas II, Cromer (Earl of), 25. 6d. net..Feb. 15",1,9,False,False,False,False,False,False,False,False
"Abbess of Vlaye, Weyman (S. J.) 6d. ....Feb. 15",1,9,False,False,False,False,False,False,False,False
"Abbott (Edwin A.)—The Fourfold Gospel. Sect. 3, The Proclamation of the New Kingdom. Demy 8vo., pp. 572, 125. 6d. net CAMB. UNIV. PR., Mar. 15",1,9,True,False,False,False,False,False,False,False
"Abbott (Edwin A.)-Miscellanea Evangelica. II, Christ's miracles of feeding. 8vo. 33. net CAMB, UNIV. PR., Aug. 15",1,9,True,False,False,False,False,False,False,False
"Abbott (Lyman)--How shall we think of our dead ? 18mo., pp. 24, swd. 6d. net MELROSE, Oct. 15",1,9,True,False,False,False,False,False,False,False
"Abbott (Maude) ed.-Descriptive catalogue of the Medical Museum of McGill University arranged on a modified Decimal system of museum classification. Pt. 4, sec. 1, The Hæmopoietic organs. Catalogue and didactic intro., by 0. C. Gruner. Ryl. 8vo. 98 x 6], pp. 204, ios. 6d. net (Clarendon Pr.) MILFORD, July 15",1,9,True,False,False,True,False,False,False,False
"Abbott (P.)-Exercises in arithmetic and men- suration. Cr. 8vo., 38. 6d. w. answ. 45. 60. LONGMANS, Jan. 15",1,9,True,False,False,False,False,False,False,False
"Abbott (P.)- Exercises in arithmetic and mensu- ration. Re-issue. Sect. I and 2. Cr. 8vo. ea. 2s. LONGMANS, Apr. 15",1,9,True,False,False,False,False,False,False,False
"Abbott (w.)-Commercial theory and practice. Cr. 8vo. 7*5, pp. 360, 3s. 6d. MURRAY, Oct. 15",1,9,True,False,False,False,False,False,False,False
"Abdominal injuries, Morison (R.) and Richardson (W.G.) 25. 6d. net... ...Sep. 15",1,9,False,False,False,True,False,False,False,False
"Abdul Baha.-Talks by A. B., given in Paris, 2nd edit., with additions. Cr. 8vo. 71 x 5, pp. 174, 28. 6d. net ....BELL, Apr. 15",1,9,True,False,False,False,False,False,False,False
"Abel (George) -Wylins fae my wallet. Foreword by Prof. Stalker. With glossary. 8vo. 84 x 61, pp. 150, 28. 6d. net .....GARDNER, Dec. 15",1,9,True,False,False,False,False,True,False,False
