entry,page_num,doc_page_num,main_entry,two_publishers,see,two_parentheses,net,ellipses,floaty_bits,begins_with_numbers
"> A B C girl, Meade (I.. T.) 6d...... · July 11",1,13,False,False,False,False,False,True,False,False
"A B C, or alphabetical railway guide., Monthly. 8vo., ea, swd. 6d. .OFFICE, Jan., &c.,II",1,13,True,False,False,False,False,False,False,False
"A. L.” Bright story readers : Adventures of Capt. J. Smith, Marshall (J. B.) 4d. .. July II",1,13,False,False,False,False,False,False,False,False
"A. L."" Bright story readers, Gardiner (A.) Chimes, 4d.; Southey's Life of Nelson, 4d. Enchanted doll, 2ļd. ; Knights of round table Ifd. Mar. 11",1,13,False,False,False,False,False,False,False,False
"""A.I,.” Geography of Africa, Franklin (T.) 4d., 5d. Oct. 11",1,13,False,False,False,False,False,False,False,False
""" A. L."" Pupils' atlas of physical and political geography. Edition N. 4to. bds. is. 3d. net E. J. ARNOLD, July II",1,13,True,False,False,False,False,False,False,False
"“A. L.” Welcome readers, Gardiner (A.) Bk. 5, Iod. net · July 11",1,13,False,False,False,False,False,False,False,False
"A.L."" Wool Modelling, Garside (A. S.) 9d. net Oct, II",1,13,False,False,False,False,False,False,False,False
"Abbey In:lependent Church, Ministers of the Boseley (I.) 1650-60, 3s. 6d. net.. ... Mavil Abbot (Charles G.)-The Sun. Cr. 8vo. 71 x 5, pp. 474, 75, 6d, net.... . APPLETON, Nov. II",1,13,True,False,False,True,True,False,False,False
"Abbot, The, Scott (Sir W.) 28. Jan. 11",1,13,False,False,False,False,False,False,False,False
"Abbot's House at Westminster, Robinson (J. A.) 58. net .Dec. 11",1,13,False,False,False,False,False,False,False,False
"Abbott (Clinton G.)—The Home-life of the Osprey : photographed and described. 4to. 103 x7, pp. 54, and plates, 6s, net .. WITHERBY, Nov. II",1,13,True,False,False,False,False,False,False,False
"Abbott (E. H.)-On the training of parents. Cr. 8vo., 2s, net ...S.S.U., Jan. 11",1,13,True,False,False,False,False,False,False,False
"Abbott (Eleanor H.)—Molly Make-Believe. Cr. 8vo., pp. 180, is. net.. HEINEMANN, July 11",1,13,True,False,False,False,False,False,False,False
"Abbott (G. F.)-The Ambassador of Loss : leaves from the diary of John Trethewy. Cr. 8vo. 74x4), pp. 308, 6s.......HARPER, Sep. II",1,13,True,False,False,False,False,True,False,False
"Abbott (G. F.)—The Philosophy of a Don. Cr. 8vo. 74 X5, pp. 320, 55. net.. SWIFT, May 11",1,13,True,False,False,False,False,False,False,False
"Abbott (Keene)-A Melody in silver. Cr. 8vo. 71x41, pp. 210, 2s, net ....PUTNAM, Oct. 11",1,13,True,False,False,False,False,False,False,False
"Abbott (Lyman)-America in the making. Cr. 8vo 74 X 5, pp. 242, 6s. net ......FROWDE, June 11",1,13,True,False,False,False,False,True,False,False
"Abbott (Lyman)—The Spirit of democracy. Cr. 8vo. 8 X5, PP. 224, 45. 6d. net CONSTABLE, Jan. 11",1,13,True,False,False,False,False,False,False,False
