entry,page_num,doc_page_num,main_entry,two_publishers,see,two_parentheses,net,ellipses,floaty_bits,begins_with_numbers
"A B C guide to the practice of the Supreme Court, 1923. By F. R. S. Stringer. 18th ed. 71 x 5, pp. 239, 8s. 6d. net. SWEET & M., Oct. '22",1,9,True,False,False,False,False,False,False,False
"A B C or alphabetical railway guide. (Monthly.) ea. swd. 28. net. (15, Fetter Lane, E.C.) OFFICE, Jan., etc., '22",1,9,True,False,False,False,False,False,False,False
A.D.-Indian child's mother. 35. 6d... Sept. '22,1,9,False,False,False,False,False,False,False,False
"A. E. See E. (A.) Aaland Islands : Convention respecting non- fortification and neutralisation, Geneva, Oct., 1921. 6d. net........ ...H.M.S.O., June '22",1,9,True,False,False,False,False,True,False,False
"Aaron's rod, Lawrence (D. H.) 7s. 6d. net, June '22",1,9,False,False,False,False,False,False,False,False
"Abbé Pierre, Hudson (J. W.) 78. 6d. net. . May'22",1,9,False,False,False,False,False,False,False,False
"Abbeville window, From an, Fedden (M.) 55. net. Sept. '22",1,9,False,False,False,False,False,False,False,False
"Abbey girls go back to school, Oxenham (E. J.) 6s. net .Aug. '22",1,9,False,False,False,False,False,False,False,False
"Abbo (St.) of Fleury: Text of "" Quaestione grammaticales,” Bradley (H.) is. net. . Apr.'22",1,9,False,False,False,True,False,False,False,False
"Abbot, Scott (W., Sir) 15. 6d. net ...... Apr. 22",1,9,False,False,False,False,False,True,False,False
"Abbott (G. F.)—Greece and the Allies, 1914–1922. Cr. 8vo, 74 x 5, pp. 253, 78. 6d. net. METHUEN, Dec. '22",1,9,True,False,False,False,False,False,False,False
"Abbott_(Jane)-Red-Robin. Illus. by Harriet R. Richards. 2nd imp. Cr. 8vo, 78 x 5, pp. 327, 75. 6d. net......LIPPINCOTT, Dec. '22",1,9,True,False,False,False,False,True,False,False
"Abbott (Lyman)-Silhouettes of my contempor- aries. 8vo. 81 x 51, pp. 361, I2s. 6d. net ALLEN & U., May '22",1,9,True,False,False,False,False,False,False,False
"Abbott (T. K.) and Gwynn (E. W.)–Catalogue of the Irish manuscripts in the library of Trinity College, Dublin. 81x6, pp. 465, 215. net (Hodges, Figgis) LONGMANS, Apr. '22",1,9,True,False,False,True,False,False,False,False
"Abbott-Smith (G.) A Manual Greek lexicon of the New Testament. 9 X 6, pp. 528. 218. net T. & T. CLARK, Mar.'22",1,9,True,False,False,False,False,False,False,False
"Abdication, Candler (E.) 75. 6d. net....Mar. '22",1,9,False,False,False,False,False,False,False,False
"Abdullah (Achmed)—Night drums. Cr. 8vo. 74 x 5, pp. 287, 78. 6d net .. HUTCHINSON, May'22",1,9,True,False,False,False,False,False,False,False
"Abercrombie (Lascelles)-An Essay towards a theory of art. Cr. 8vo. 7 x 5, pp. 115, 58. net M. SECKER, June '22",1,9,True,False,False,False,False,False,False,False
"Abercrombie (Lascelles)—Four short plays. Cr. 8vo. 7* X 51, PP, 176. 6s. net. M. SECKER, July '22",1,9,True,False,False,False,False,False,False,False
"Abercrombie (Patrick) and Johnson (T. H.)—The Doncaster regional planning scheme : the report prepared for the Joint Committee. 4to, pp. 93, swd. ros, net.... HODDER & S., Dec. '22",1,9,True,False,False,True,False,False,False,False
"Aberdeen, Guide to old, Skea (W.) 6d. net Apr.'22",1,9,False,False,False,False,False,False,False,False
"Aberdeen : Old Deeside Road, Fraser (G. M.) 125, 6d. net . Dec. '21",1,9,False,False,False,False,False,False,False,False
"Abhinava Gupta-Malinivijaya Varttikam. Ed. in Sanskrit with notes by Madhusudan Kaul. 8vo., pp. 138, 6s. 6d., 78. 6d. (Kashmir ser. of texts and studies) LUZAC; PROBSTHAIN, Mar. '22",1,9,True,False,False,False,False,False,False,False
"Abhinava Gupta-The Tantraloka. With com- mentary by Rajanaka Jayaratha. Ed. in Sanskrit with notes by Madhusudan Kaul. Vols. 2-3. 8vo. Vol. 2, 6s. 6d., 78. 6d. ; Vol. 3, ros. 6d., 125. (Kashmir ser. of texts and studies) LUZAC; PROBSTHAIN, Mar.'22",1,9,True,False,False,False,False,False,False,False
"Able to the uttermost, Spurgeon (C. H.) 5s. net Mar. '22.",1,9,False,False,False,False,False,False,False,False
"About life, Watson (B.) 75. 6d. net....Oct. '22",1,9,False,False,False,False,False,False,False,False
"About me : poems for little folk, Collett (M.) 6J. net ... Mar. '22",1,9,False,False,False,False,False,False,False,False
"Abraham (George D.)--Swiss mountain climbs. Cheaper ed. Cr. 8vo. 7X 44, pp. 447, 75. 6d. net. Mills & B., July '22",1,9,True,False,False,False,False,False,False,False
Abrasive materials. Searle (A. B.) 25. 6d. net. Oct. '22,1,9,False,False,False,False,False,False,False,False
"Abrasive wheels, Use of (Home Office Safety pamphlet, No. 7) is. net...H.M.S.O., Nov. '22",1,9,True,False,False,False,False,False,False,False
"Abyssinia, Royal chronicle of (Blundell) 5os. net. Dec. '22",1,9,False,False,False,False,False,False,False,False
Accident claims Geilinger (A. E.) 5s. net. Nov. '22,1,9,False,False,False,False,False,False,False,False
"Accidents (Street)--Return, 1921. 2d. net H.M.S.O., Apr. '22",1,9,True,False,False,False,False,False,False,False
"Accountant, Economics for the, Simpson (K.) 8s. 6d. net Jan. '22",1,9,False,False,False,False,False,False,False,False
"Accountant students, Economics and statistics for, David (W.) 1os. 9d. net..........Mar. '22",1,9,False,False,False,False,False,True,False,False
"Accountants and Auditors (Soc. of Incorporated) Yearbook, 1922._71 x 5, pp. 606, swd. 35. (50, Gresham St., E.C.2).... OFFICE, Mar. '22",1,9,True,False,False,False,False,False,False,False
"Accountant's dictionary, Pixley (F. W.) 635. net Apr.'22",1,9,False,False,False,False,False,False,False,False
"Accountants (Institute of Chartered)--List of members, 1922 ; Royal Charter and by-laws. 7} x 51, pp. 1,125, swd, 2s. ......GEE, Feb. '22",1,9,True,False,False,False,False,True,False,False
"Accounting principles, Bell (S.), 155. net.. Apr.'22",1,9,False,False,False,False,False,False,False,False
"Accounts, Factory, Garcke and Fells. 155. net Jan. '22",1,9,False,False,False,False,False,False,False,False
"Accounts, Principles of, Jackson (T. C.) and Hurstwick (W.) 3s. net. .....Aug. '22",1,9,False,False,False,True,False,True,False,False
"Accounts (Public)—and report. 2d. H.M.S.O., Mar. '22",1,9,True,False,False,False,False,False,False,False
"Accounts (Public)—3rd report from the Select Ctte. 6d. net ...H.M.S.O., Aug. '22",1,9,True,False,False,False,False,False,False,False
"Accumulators, Electric, Jones (B. E.) 15 6d. net Apr.'22",1,9,False,False,False,False,False,False,False,False
"Acharya (Sri Ananda)-Cakrasakha, the Com- panion of God. 8vo, pp. 141, 4s. 6d. net PROBSTHAIN, May '22",1,9,True,False,False,False,False,False,False,False
"2d. ; ""The woman. the AC Acharya (Sri Ananda)—Kalkaram: letters and poems of spiritual love and peace. Portrait. 8vo., pp. 524, 16s. net PROBSTHAIN, May'22",2,10,True,False,False,False,False,False,False,True
"Acharya (Sri Ananda)—Karlima Rani : lectures on the reconstruction of the humanity ideal. 8vo., pp. 243, 6s. net PROBSTHAIN, May'22",2,10,True,False,False,False,False,False,False,False
