entry,page_num,doc_page_num,main_entry,two_publishers,see,two_parentheses,net,ellipses,floaty_bits,begins_with_numbers
"forate, 1d............ Africa. No. 8 (1902)-Correspondence respecting the Rising of the Mullah Muhammed Abdullah in Somaliland and consequent Military Opera- ..EYRE & S. Apr. 03 tions, 1901-02, 61d.. Africa, No. 4 (1902)-Report by Mombasa-Vic- toria (Uganda) Railway Committee on Progress of Works, 1901-2, with Maps, 28. 2 d. EYRE & S. Dec. 02",3,13,False,False,False,False,False,True,False,False
"Africa, C., Threshold of, Coillard (F.) 7s. 6d. Sep. 02",3,13,False,False,False,False,False,False,False,False
"Africa, Dark, N.M., Johnson (Harry) 2s. 6d. Oct. 02",3,13,False,False,False,False,False,False,False,False
"Africa, E., Somaliland, McNeill, 68.......Oct. 02",3,13,False,False,False,False,False,True,False,False
"Africa, Equatorial, Austin (H. H.) 15s. net...Oct. 02",3,13,False,False,False,False,False,False,False,False
"Africa, Flora of tropical, Dyer (Wm. T. Thiselton, ........Oct. 02",3,13,False,False,False,False,False,True,False,False
"Sir), vol. 8, 25s. 6d. net Africa, Roman, Graham (Alexr.) 16s. net...Jan. 02",3,13,False,False,False,False,True,False,False,False
"Africa, South. No. 1 (1902) - Correspondence with Netherlands Government regarding War, 1d. EYBE & S. Mar. 02",3,13,False,False,False,False,False,False,False,False
"Africa, S., After Pretoria, Wilson, 15s. net Nov. 02",3,13,False,False,False,False,False,False,False,False
"Africa, S., Anglo-Boer War, Ben Viljoen, 6s.; Boers and the War, 28.; Diamond Mines, G. F. Wil- liams, 428. net; Truth about, E. B. Rose, 58. net; 8 Years' War, C. R. De Wet, 10s. 6d. ......Dec. 02",3,13,False,False,False,False,True,True,False,False
"Africa, S., Atkins' Epistles, Milne (Jas.) 6s. May 02",3,13,False,False,False,False,False,False,False,False
"Africa, S., Ballads of the Boer War, 8s. 6d. net; De Transvaal van Binnen, J. P. Fitzpatrick, ....... Sep. 02",3,13,False,False,False,False,False,True,False,False
"2s. 6d., 18. net Africa, S., Battlefield, Christian Work, 8s. June 02",3,13,False,False,False,False,False,False,False,True
"Africa, S., Buller, E. B. Knox, 10s. 6d. net; Australian View, Abbott, 5s. net....... Apr. 02",3,13,False,False,False,False,True,True,False,False
"Africa, S., Buller's Work in, B. of Proof, 8s. 6d. Apr. 02",3,13,False,False,False,False,False,False,False,False
"Africa, S., Call to, 1901-2, Karr (Hy. Se.-) 5s. nt. May 02",3,13,False,False,False,False,False,False,False,False
"Africa, S., Chaplain in,McClelland,18.6d.net May 02",3,13,False,False,False,False,False,False,False,False
"Africa, S., Co., British, 14d.. Africa, South, Concentration Camps Commission -Report by Committee of Ladies on Camps in Natal, Orange River Colony, and Transvaal. ..EYRE & S. Mar. 02",3,13,False,False,False,False,False,False,False,False
18. 8d. .Dec. 02,3,13,False,False,False,False,False,False,True,True
"Africa, S., Confederacy and, Chs. Francis Adams, 6d.; Naval Brigade in War, 68. net; Tale of ...........Jan. 02",3,13,False,False,False,False,False,True,False,False
"Zulu Border, Mitford, 28. Africa, South-Correspondence relating to Appeal of Boer Generals to the Civilised World, 14d. EYRE & S. Dec. 02",3,13,False,False,False,False,False,False,False,False
"Africa, South-Correspondence relating to Pro- posed Additions of Territory to Natal, 2d.; Statistics of the Refugee Camps, 1d.; Papers relating to Administration of Martial Law in, …………………………..EYRE & S. June 02",3,13,False,False,False,False,False,True,False,False
"28. 5d..... Ditto, Africa, South-Correspondence relative to the Treatment of Natives by Boers, 1d. Further ditto, d……………………………………………….EYRE & S. Jan. 02",3,13,False,False,False,False,False,True,False,True
"Africa, South-Despatches by General Lord Kitchener, dated Aug. 8, Sept. 8, and Oct. 8, 1901, relative to Military Operations, 64d. Africa, South - EYRE & S. Jan. 08 Despatch by General Lord Kitchener, dated Jan. 8, 1902, relative to Military …………………………………………..EYRE & S. Mar. 02",3,13,False,False,False,False,False,True,False,False
"Operations, 14d. Despatch by General Lord Africa, South Kitchener, dated Feb. 8, 1902, relative to Military .EYRE & S. Apr. 02",3,13,False,False,False,False,False,False,False,False
"Operations, lid. Africa, South - - Despatch by General Lord Kitchener, dated June 1, 1902, relative to Military Operations, 24d. Despatch dated June 28, 24d. EYRE & S. Aug. 02",3,13,False,False,False,False,False,False,False,False
.Oct. 02,3,13,False,False,False,False,False,False,True,False
"Africa, S., Diamond Tale, Glanville, 68.; Guerilla War Tale, Brereton, 58. Africa, S., Engineering, Morgan, 158.; Jack Hark- away, War Tales, ea. 6d.; Round, by the D.O.A. .......Sep. 02",3,13,False,False,False,False,False,True,False,False
"Line, 28. Africa, S., Five Years' Trading, Hunting, Cumming (Rousleyn Gordon) 6d. .....Apr. 02",3,13,False,False,False,False,False,True,False,False
"Africa, South-Further Correspondence relative to Treatment of Natives by Boers, 14d. EYRE & S. Mar. 02",3,13,False,False,False,False,False,False,False,False
"Africa, South-Further Papers relating to the Working of the Refugee Camps in, 1s. 1d. Ditto, Further Correspondence relating to Affairs in, .EYRE & S. Feb. 02",3,13,False,False,False,False,False,False,False,False
"18. 8 d. Africa, South-Further Papers relating to Work- .EYRE & S. Apr. 02",3,13,False,False,False,False,False,False,False,True
"ing of Refugee Camps, 8d. Africa, S., Guards' Brigade,Lowry (E. P.) 58. June 02",3,13,False,False,False,False,False,False,False,False
"Africa, S., Guerilla War, Wilson (H.) 15s. nt. July 02",3,13,False,False,False,False,False,False,False,False
"Africa, South, Guide to, ed. A. S. Brown, 2s. 6d. July, Nov. 02",3,13,False,False,False,False,False,False,False,False
"Africa, S., Horses in, Galvane (S.) 2s. 6d. nt. June 02",3,13,False,False,False,False,False,False,False,False
"Africa, S., I. Y. Hospitals, Howe, 86s. net...Dec. 02",3,13,False,False,False,False,False,False,False,False
"Africa, S., in '70s, Warren, 16s.; On Heels of De ………………………..Nov. 02",3,13,False,False,False,False,False,True,False,False
"Wet, 68. Africa, South-Letter from Assistant-General Tobias Smuts to Commandant-General L. P. Botha, d. Further Papers relating to Working of Refugee Camps, 104d.......EYRE & S. Mar. 02",3,13,False,False,False,False,False,True,False,False
Dec. 02,3,13,False,False,False,False,False,False,True,False
"Africa, S., Lobengula Land, Dawson, 8s. 6d. net Africa, S., Id. Milner, Müller (E. B. Iwan) 15s. net May 02",3,13,False,False,False,False,True,False,False,False
"Africa, South-Military Operations in-Des- patch from Lord Kitchener, dated Nov. 8, 1901, relative to, 14d. Ditto, Dec. 8, 1901, 2d. Petition from Boer Prisoners of War at Ber- muda, d.; Legislation affecting Natives in EYRE & S. Feb. 02",3,13,False,False,False,False,False,False,False,False
"Transvaal, 5d. Africa, S., Mines &c., Market, Kaffir Facts, Figures, .....Feb., May 02",3,13,False,False,False,False,False,True,False,False
"18.; Wilson, 5s. net... Africa, S., Missionary, Mackenzie, 78. 6d. nt. Sep. 02",3,13,False,False,False,False,False,False,False,True
....Dec. 02,3,13,False,False,False,False,False,False,True,False
"Africa, S., Mod. Warfare, Ubique, 68.; Words of an Eyewitness, 68..... Africa, S., Mounted C.I.V. in, G. Scott, 4s. 6d. net Sep. 02",3,13,False,False,False,False,False,True,False,False
"Africa, S., Natal, Words by Eyewitness, 6d. June 02",3,13,False,False,False,False,False,False,False,False
"Africa, S., New, Bleloch (W.) 58. net.........July 02",3,13,False,False,False,False,False,True,False,False
"Africa, S., On Commando, Russell (G. H.) 68.; .Feb. 02",3,13,False,False,False,False,False,False,False,False
"Sermons, Snell (B.) 18.; With Steyn &c. Pienaar, 88. 6d. Africa, S., Peace, Army Expend. 1902-8, d. Dec. 02",3,13,False,False,False,False,False,False,False,False
"Africa, S., Peace Life in, by X. C., 88. 6d ...May 02",3,13,False,False,False,False,False,False,False,False
"Africa, South, Progress in 19th Century, Theal (Geo. McCall) 5s. net ...May 02",4,14,False,False,False,False,False,False,False,False
"Africa, South, Refugee Camps-Further Papers as to Working of, 1s. 14d. ......EYRE & S. Jan. 02",4,14,False,False,False,False,False,True,False,False
"Africa, South-Return of Military Forces in, 1899-1902. Continuation, d. EYRE & S. Mar. 02",4,14,False,False,False,False,False,False,False,False
"Africa, South-Return of Numbers of Troops and Horses that have embarked for, during 1900 and 1901, d..... ...EYRE & S. Apr. 02",4,14,False,False,False,False,False,True,False,False
