original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date,flagged,catalogue_year
"Dakin (H. D.)–Oxidations and reductions in the animal body. Ryl, 8vo. 45. net LONGMANS, Oct. 12",77,87,,Dakin (H. D.),Oxidations and reductions in the animal body.,"Ryl, 8vo.",45. net,LONGMANS,Oct. 12,False,1912
"Dalbiac (Philip, Hugh)—Dictionary of quota- tions : : English. Cheap edit. Cr. 8vo. 74 x5, pp. 548, 35. 6d. net. ..G. ALLEN, Jan. 12",77,87,,"Dalbiac (Philip, Hugh)",Dictionary of quota- tions : : English. Cheap edit.,Cr. 8vo.,"74 x5, pp. 548, 35. 6d. net.",G. ALLEN,Jan. 12,False,1912
"Dalcroze (Jacques) — The Eurhythmics. Illus. Intro. by Prof. M. E. Sadler. Ryl. 8vo., pp. 64, swd. Is. net ..CONSTABLE, Nov. 12",77,87,,Dalcroze (Jacques),The Eurhythmics. Illus. Intro. by Prof. M. E. Sadler.,Ryl. 8vo.,"pp. 64, swd. Is. net ..",CONSTABLE,Nov. 12,False,1912
"Dale (Hylton B.)-Coal and the London coal trade. Cr. 8vo., swd., 6d. AUTHOR, Apr. 12",77,87,,Dale (Hylton B.),Coal and the London coal trade.,Cr. 8vo.,"swd., 6d.",AUTHOR,Apr. 12,False,1912
"Dallas (O. C. C.)-The Man who wasn't, Cr. 8vo.. pp. 150, swd. is. net ....R. T. LANG, Mar. 12",77,87,,Dallas (O. C. C.),"The Man who wasn't,",Cr. 8vo..,"pp. 150, swd. is. net ....",R. T. LANG,Mar. 12,False,1912
"Dallas (Oswald)--Private Smith. Cr. 8vo. 7} x 41, pp. 332, 6s. ..H. JENKINS, Oct. 12",77,87,,Dallas (Oswald),Private Smith.,Cr. 8vo.,"7} x 41, pp. 332, 6s. ..",H. JENKINS,Oct. 12,False,1912
"Dallinger (W. H.)—The Creator, and what we may know of the method of creation. Cr. 8vo., pp. 96, IS. net, swd. 6d. net C. H. KELLY, Feb. 12",77,87,,Dallinger (W. H.),"The Creator, and what we may know of the method of creation.",Cr. 8vo.,"pp. 96, IS. net, swd. 6d. net",C. H. KELLY,Feb. 12,False,1912
"Dailley (R.)—The Doctor's dog: a poem against vivisection. Cr. 8vo., is, net G. ALLEN, Nov. 12",77,87,,Dailley (R.),The Doctor's dog: a poem against vivisection.,Cr. 8vo.,"is, net",G. ALLEN,Nov. 12,False,1912
"Daily Mail Year book, 1913. Cr, swd. 6d. net OFFICE, Nov. 12",77,87,,,"Daily Mail Year book, 1913.","Cr, swd.",6d. net,OFFICE,Nov. 12,False,1912
"Daily Mirror Ladies year book (The), 1913. 8vo., swd., is. net........C. LETTS, Nov. 12",77,87,,,"Daily Mirror Ladies year book (The), 1913.","8vo.,","swd., is. net........",C. LETTS,Nov. 12,False,1912
"Darlow (T. H.)—God's image in ebony. Cr. 8vo. 71 X41, pp. 196, Is. 6d. net C.M.S., Feb. 12",78,88,,Darlow (T. H.),God's image in ebony.,Cr. 8vo.,"71 X41, pp. 196, Is. 6d. net",C.M.S.,Feb. 12,False,1912
"Dalton (Leonard V.)- Venezuela. 8vo. 9X5, pp. 320, 1os. 6d. net (South American series) UNWIN, Oct. 12",78,88,,Dalton (Leonard V.),Venezuela.,8vo.,"9X5, pp. 320, 1os. 6d. net (South American series)",UNWIN,Oct. 12,False,1912
"Daly (W. H.)-Charpentier's “ Louise."" Cr. 8vo. swd. is, net. (Nights at the opera.) DE LA MORE PRESS, Oct. 12",78,88,,Daly (W. H.),Charpentier's “ Louise.”,Cr. 8vo.,"swd. is, net. (Nights at the opera.)",DE LA MORE PRESS,Oct. 12,False,1912
"Dana (Richard Henry)—Two years before the mast. 12mo., pp. 350, is. net, Ithr. 25. net (Everyman's library). .DENT, Feb. 12",78,88,,Dana (Richard Henry),Two years before the mast.,12mo.,"pp. 350, is. net, Ithr. 25. net (Everyman's library).",DENT,Feb. 12,False,1912
"D'Arcy (Charles F.)-Christian ethics and modern thought. Cr. 8vo. 7} X43, pp. 128, is. net (Anglican Church handbooks) LONGMANS, Jan. 12",78,88,,D'Arcy (Charles F.),Christian ethics and modern thought.,Cr. 8vo.,"7} X43, pp. 128, is. net (Anglican Church handbooks)",LONGMANS,Jan. 12,False,1912
"Darton (N. H.)—Economic geology of Richmond, Virginia (U.S. Geol. Surv.). 10 plates. 8vo. 91 X54, pp. 48, swd. is. 6d. net WESLEY, Sep. 12",78,88,,Darton (N. H.),"Economic geology of Richmond, Virginia (U.S. Geol. Surv.). 10 plates.",8vo.,"91 X54, pp. 48, swd. is. 6d. net",WESLEY,Sep. 12,False,1912
"Daudet (Alphonse)—Sidonie's revenge. Cr. 8vo., 7 X 41, pp. 286, Is. 6d. net, Ithr. 25. net. (Lotus library) ..GREENING, Feb. 12",78,88,,Daudet (Alphonse),Sidonie's revenge.,Cr. 8vo.,"7 X 41, pp. 286, Is. 6d. net, Ithr. 25. net. (Lotus library)",GREENING,Feb. 12,False,1912
"Dalton (Frank Eugen)-Swimming scientifically taught: a practical manual for young and old. Cr. 8vo. 71 X5, pp. 196, 5s. net FUNK & W., Apr. 12",78,88,,Dalton (Frank Eugen),Swimming scientifically taught: a practical manual for young and old.,Cr. 8vo.,"71 X5, pp. 196, 5s. net",FUNK & W.,Apr. 12,False,1912
"Dalton (G.)-A Practical manual of venereal and generative diseases. Cr. 8vo. 45. net H. KIMPTON, Dec. 12",78,88,,Dalton (G.),A Practical manual of venereal and generative diseases.,Cr. 8vo.,45. net,KIMPTON,Dec. 12,False,1912
"Dalton (J. N.)--Practical revision of the Daily Office for morning and evening prayer. 8vo. swd., is, net .... YEAR BOOK PRESS, Oct. 12",78,88,,Dalton (J. N.),Practical revision of the Daily Office for morning and evening prayer.,8vo. swd.,", is, net ....",YEAR BOOK PRESS,Oct. 12,False,1912
"Danby (Frank)-A Babe in Bohemia. Cr. 8vo. 71 X5, pp. 288, 6s. S. PAUL, Nov. 12",78,88,,Danby (Frank),A Babe in Bohemia.,Cr. 8vo.,"71 X5, pp. 288, 6s.",S. PAUL,Nov. 12,False,1912
"Danby (Frank)—Dr. Phillips. New edit., rev. Cr. 8vo, swd. is. net........S. PAUL, Oct. 12",78,88,,Danby (Frank),"Dr. Phillips. New edit., rev.","Cr. 8vo, swd.",is. net........,S. PAUL,Oct. 12,False,1912
"Danby (Frank)-Joseph in jeopardy. Cr. 8vo. 73 X5, pp. 398, 6s. ..METHUEN, Mar. 12",78,88,,Danby (Frank),Joseph in jeopardy.,Cr. 8vo.,"73 X5, pp. 398, 6s. ..",METHUEN,Mar. 12,False,1912
"Danby (Frank)—Let the roof fall in. Pop. edit. Cr. 8vo., pp. 480, swd. is. net HUTCHINSON, May 12",78,88,,Danby (Frank),Let the roof fall in. Pop. edit.,Cr. 8vo.,"pp. 480, swd. is. net",HUTCHINSON,May 12,False,1912
"Dando (Walter P.)-More wild animals and the camera. 8vo. 82X5), pp. 232, 6s. net JARROLD, Oct. 12",78,88,,Dando (Walter P.),More wild animals and the camera.,8vo.,"82X5), pp. 232, 6s. net",JARROLD,Oct. 12,False,1912
"Dangers of false prudery (The): a book for parents. By the author of The White slave traffic. Cr. 8vo., swd., 6d. net PEARSON, Mar. 12",78,88,,,Dangers of false prudery (The): a book for parents. By the author of The White slave traffic.,Cr. 8vo.,"swd., 6d. net",PEARSON,Mar. 12,False,1912
"Daphne in the Fatherland. Cr. 8vo. 73 X5, pp. 320, 6s. A. MELROSE, Apr. 12",78,88,,,Daphne in the Fatherland.,Cr. 8vo.,"73 X5, pp. 320, 6s.",A. MELROSE,Apr. 12,False,1912
"D'Arcy (Charles F.)-A Short study of ethics. 2nd edit. Cr. 8vo., 55. net MACMILLAN, Od. 12",78,88,,D'Arcy (Charles F.),A Short study of ethics. 2nd edit.,Cr. 8vo.,55. net,MACMILLAN,Oct. 12,False,1912
"Dark (Sidney)— William Makepeace Thackeray. Illus. 16mo., pp. 72, is, net CASSELL, Sep. 12",78,88,,Dark (Sidney),William Makepeace Thackeray.,16mo.,"Illus. , pp. 72, is, net",CASSELL,Sep. 12,False,1912
"Darling (Charles R.)-Heat for engineers : treatise on heat. 2nd edit., rev. 8vo., 87 x51, pp. 475, 12s. 6d. net. ..SPON, Mar. 12",78,88,,Darling (Charles R.),"Heat for engineers : treatise on heat. 2nd edit., rev.",8vo.,"87 x51, pp. 475, 12s. 6d. net. ..",SPON,Mar. 12,False,1912
"Darton's Leading strings. Ryl. 8vo., 25. 6d. ; bds. Is. 6d. .GARDNER, D., Oct. 12",78,88,,,Darton's Leading strings.,Ryl. 8vo.,25. 6d. ; bds. Is. 6d. .,"GARDNER, D.",Oct. 12,False,1912
"Daskein (Mrs.)-A Desert rose. Cr. 8vo. 71 X5, pp. 352, 6s. HEINEMANN, Νου. 12",78,88,,Daskein (Mrs.),A Desert rose.,Cr. 8vo.,"71 X5, pp. 352, 6s.",HEINEMANN,Νοv. 12,False,1912
"Davenport (Charles Benedict)-Heredity in rela- tion to eugenics. 8vo. 84x54, pp. 310, 8s. 6d. net WILLIAMS & N., May 12",78,88,,Davenport (Charles Benedict),Heredity in rela- tion to eugenics.,8vo.,"84x54, pp. 310, 8s. 6d. net",WILLIAMS & N.,May 12,False,1912
"Davenport (J.)- The Grove family of Halesowen. Ryl. 8vo., 75. od. net.... METHUEN, Mar. 12",78,88,,Davenport (J.),The Grove family of Halesowen.,Ryl. 8vo.,75. od. net....,METHUEN,Mar. 12,False,1912
"Davey (H.) The Law of rating practice and procedure (with Statutes annotated). Ryl. 8vo., 305... .STEVENS & SONS, Dec. 12",78,88,,Davey (H.),The Law of rating practice and procedure (with Statutes annotated).,Ryl. 8vo.,305...,STEVENS & SONS,Dec. 12,False,1912
"David (W. H.)-Key to the exercises in Siepmann and Pellissier's Public school French primer Cr. 8vo., 45. 6d. net.... MACMILLAN, June 12",78,88,,David (W. H.),Key to the exercises in Siepmann and Pellissier's Public school French primer,Cr. 8vo.,45. 6d. net....,MACMILLAN,June 12,False,1912
"Davidson (L. Marion)-Gates of the Dolomites : with a chapter on the flora of the Dolomites by F. M. Spencer Thomson. Illus. Cr. 8vo. 78 x 5, pp. 342, 58. net ...LANE, Aug. 12",79,89,,Davidson (L. Marion),Gates of the Dolomites : with a chapter on the flora of the Dolomites by F. M. Spencer Thomson. Illus.,Cr. 8vo.,"78 x 5, pp. 342, 58. net ...",LANE,Aug. 12,False,1912
"Davies (A. Morley)—Buckinghamshire. Cr. 8vo., pp. 234, Is. 6d. (Cambridge county geographies) CAMB. UNIV. PRESS, Jan. 12",79,89,,Davies (A. Morley),Buckinghamshire.,Cr. 8vo.,"pp. 234, Is. 6d. (Cambridge county geographies)",CAMB. UNIV. PR.,Jan. 12,False,1912
"Davies (C. J.)-Fancy mice. 5th edit. completely rév. Cr. 8vo., pp. 92, swd. is. net L. U. GILL, May 12",79,89,,Davies (C. J.),Fancy mice. 5th edit. completely rév.,Cr. 8vo.,"pp. 92, swd. is. net",L. U. GILL,May 12,False,1912
"Davis (E. W.) and Brenke (W. C.)--The Calculus. Cr. 8vo., 8s. 6d, net MACMILLAN, Oct. 12",79,89,,Davis (E. W.) and Brenke (W. C.),The Calculus.,Cr. 8vo.,"8s. 6d, net",MACMILLAN,Oct. 12,False,1912
"Davidge (H. T.) and Hutchinson (R. H.) Technical electricity. 3rd edit. Cr. 8vo., pp. 602, 55. 60. (Univ, tutorial ser.) CLIVE, Dec. 12",79,89,,Davidge (H. T.) and Hutchinson (R. H.),Technical electricity. 3rd edit.,Cr. 8vo.,"pp. 602, 55. 60. (Univ, tutorial ser.)",CLIVE,Dec. 12,False,1912
"Davids (Mrs. Rhys)—Buddhism. 12mo., pp. 256, is. net (Home university library) WILLIAMS & N., Apr. 12",79,89,,Davids (Mrs. Rhys),Buddhism.,12mo.,"pp. 256, is. net (Home university library)",WILLIAMS & N.,Apr. 12,False,1912
"Davidson (D.)-Remembrances of a religio- maniac. 8vo., 35. 6d. net (Stratford-on-Avon) SHAKESPEARE PRESS, Sep. 12",79,89,,Davidson (D.),Remembrances of a religio- maniac.,8vo.,35. 6d. net (Stratford-on-Avon),SHAKESPEARE PRESS,Sep. 12,False,1912
"Davidson (Gladys)—Lancelot and Guenevere. 8vo. 9} X 6), pp. 96, 25. 6. (The World's romances) .NELSON, Sep. 12",79,89,,Davidson (Gladys),Lancelot and Guenevere.,8vo.,"9} X 6), pp. 96, 25. 6. (The World's romances)",NELSON,Sep. 12,False,1912
"Davidson (Hugh S.)- Marriage and motherhood : a wife's handbook. 12mo., 6d, net (People's books), . JACK, Nov. 12",79,89,,Davidson (Hugh S.),Marriage and motherhood : a wife's handbook.,12mo.,"6d, net (People's books), .",JACK,Nov. 12,False,1912
"Davies (Lewis) -Radnorshire. 63 illus., maps, diag. Cr. 8vo., pp. 168, is. 6d. (Cambridge county geographies) CAMB. UNIV. PRESS, Sep. 12",79,89,,Davies (Lewis),Radnorshire.,Cr. 8vo.,"63 illus., maps, diag., pp. 168, is. 6d. (Cambridge county geographies)",CAMB. UNIV. PR.,Sep. 12,False,1912
"Davies (Oswyn St. Leger)—The Theory of musketry : a plea for its employment. (Not official), (post free), 3d. ..WYMAN, Feb. 12",79,89,,Davies (Oswyn St. Leger),The Theory of musketry : a plea for its employment.,,"(Not official), (post free), 3d. ..",WYMAN,Feb. 12,False,1912
"Davis (C. A.)—The Uses of peat for fuel and other purposes. (U.S. Bur. of Mines). 2 illus. 8vo. 9 X 5, pp. 214, swd. 35. 6d. net WESLEY, Sep. 12",79,89,,Davis (C. A.),The Uses of peat for fuel and other purposes. (U.S. Bur. of Mines).,8vo.,"2 illus. 9 X 5, pp. 214, swd. 35. 6d. net",WESLEY,Sep. 12,False,1912
"Davis (Muriel 0.)—The Story of England. Cr. 8vo., 74 X5, pp. 320, 35., or in 2 parts ea, is. 9d. (Clarendon Press) FROWDE, Ian. 12",79,89,,Davis (Muriel 0.),The Story of England.,Cr. 8vo.,"74 X5, pp. 320, 35., or in 2 parts ea, is. 9d.",(Clarendon Press) FROWDE,Ian. 12,False,1912
"Davison (Charles)-Higher algebra for colleges and secondary schools. 8vo. 83X5, pp. 328, 6s. CAMB. UNIV. PRESS, July 14 Davison (J. W.)-From Mendelssohn to Wagner : being the memoirs of J. W. D., 40 years music critic of “ The Times."" Compiled by his son Henry Davison from memoranda and docu- ments. 8vo. 9 X5), pp. 560, 125. 6d. net W. REEVES, May 12",79,89,,Davison (Charles),Higher algebra for colleges and secondary schools.,8vo.,"83X5, pp. 328, 6s.",CAMB. UNIV. PR.,July 14,False,1912
"Davison (Charles)-Higher algebra for colleges and secondary schools. 8vo. 83X5, pp. 328, 6s. CAMB. UNIV. PRESS, July 14 Davison (J. W.)-From Mendelssohn to Wagner : being the memoirs of J. W. D., 40 years music critic of “ The Times."" Compiled by his son Henry Davison from memoranda and docu- ments. 8vo. 9 X5), pp. 560, 125. 6d. net W. REEVES, May 12",79,89,,Davison (J. W.),"From Mendelssohn to Wagner : being the memoirs of J. W. D., 40 years music critic of “ The Times."" Compiled by his son Henry Davison from memoranda and docu- ments.",8vo.,"9 X5), pp. 560, 125. 6d. net",W. REEVES,May 12,False,1912
"Dawson (C.)-The Origin of earthquakes. Ryl. 16mo., pp. 152, Is, net (Cambridge manuals of science and literature) CAMB. UNIV. PRESS, May 12",79,89,,Dawson (C.),The Origin of earthquakes.,Ryl. 16mo.,"pp. 152, Is, net (Cambridge manuals of science and literature)",CAMB. UNIV. PR.,May 12,False,1912
"Davidge (H. T.)--Meteorological instruments and weather forecasts. Cr. 8vo., swd. 6d. net P. MARSHALL, Feb. 12",79,89,,Davidge (H. T.),Meteorological instruments and weather forecasts.,Cr. 8vo.,swd. 6d. net,P. MARSHALL,Feb. 12,False,1912
"Davidge (H. T.)-Wireless telegraphy simply explained. Cr. 8vo., pp. 86, swd., 6d. net P. MARSHALL, Nov. 12",79,89,,Davidge (H. T.),Wireless telegraphy simply explained.,Cr. 8vo.,"pp. 86, swd., 6d. net",P. MARSHALL,Nov. 12,False,1912
"Davidson (A. F.)-Victor Hugo : his life and work. 8vo., 9 X54, pp. 368, 155. net ..NASH, Apr. 12",79,89,,Davidson (A. F.),Victor Hugo : his life and work.,8vo.,"9 X54, pp. 368, 155. net ..",NASH,Apr. 12,False,1912
"Davidson (Lillias Campbell)—Houses of clay. Cr. 8vo. 73 X5, pp. 302, 6s. PARTRIDGE, Oct. 12",79,89,,Davidson (Lillias Campbell),Houses of clay.,Cr. 8vo.,"73 X5, pp. 302, 6s.",PARTRIDGE,Oct. 12,False,1912
"Davidson (Randall Thomas, Archbp.)-The Character and call of the Church of England : a charge delivered at his second visitation of the Diocese of Canterbury, Feb., 1912. 8vo. 84x51, pp. 164, 35. 6d. net ; swd. 25. 6d. net MACMILLAN, Mar. 12",79,89,,"Davidson (Randall Thomas, Archbp.)","The Character and call of the Church of England : a charge delivered at his second visitation of the Diocese of Canterbury, Feb., 1912.",8vo.,"84x51, pp. 164, 35. 6d. net ; swd. 25. 6d. net",MACMILLAN,Mar. 12,False,1912
"Davies (E.)-Gems from the Fathers. Cr. 8vo. IS, net .BAGSTER, N.9. 12",79,89,,Davies (E.),Gems from the Fathers.,Cr. 8vo.,"IS, net .",BAGSTER,N.9. 12,False,1912
"Davies (Emil) — The Hundred best investments, 1912. With an intro., “ Practical hints on investment."" 8vo., bds., IS. net OFFICE, Apr. 12",79,89,,Davies (Emil),"The Hundred best investments, 1912. With an intro., “ Practical hints on investment.""",8vo.,"bds., IS. net",OFFICE,Apr. 12,False,1912
"Davies (Emil)-Off beaten tracks in Brittany. Illus. 8vo. 9X54, pp. 248, 75. 6d. net S, SWIFT, June 12",79,89,,Davies (Emil),Off beaten tracks in Brittany. Illus.,8vo.,"9X54, pp. 248, 75. 6d. net",S. SWIFT,June 12,False,1912
"Davies (Frederick and Seymour)-Drinks of all kinds, hot and cold, for all seasons. Cr. 8vo., pp. 152, is. net... ..... J. HOGG, June 12",79,89,,Davies (Frederick and Seymour),"Drinks of all kinds, hot and cold, for all seasons.",Cr. 8vo.,"pp. 152, is. net...",J. HOGG,June 12,False,1912
"Davies (J. D.)-A Little England beyond Wales. Being a popular edit. of J. D. Davies' “ West Gower,"" Glamorganshire, abridged by Dorothy Helme. Illus. Cr. 8vo., pp. 88, swd., is. net T. W. LAURIE, Mar. 12",79,89,,Davies (J. D.),"A Little England beyond Wales. Being a popular edit. of J. D. Davies' “ West Gower,"" Glamorganshire, abridged by Dorothy Helme. Illus.",Cr. 8vo.,"pp. 88, swd., is. net",T. W. LAURIE,Mar. 12,False,1912
"Davies (Lionel)-A Summary of English history : from prehistoric times to the present day, in chronological order, 8vo., swd. 6d. net J. DAVIS, Mar. 12",79,89,,Davies (Lionel),"A Summary of English history : from prehistoric times to the present day, in chronological order,","8vo., swd.",6d. net,J. DAVIS,Mar. 12,False,1912
"Davies (Mary)—My Psychic recollections. Cr. 8vo., 7*X41, pp. 172, 25. 6d. net NASH, Apr. 12",79,89,,Davies (Mary),My Psychic recollections.,Cr. 8vo.,"7*X41, pp. 172, 25. 6d. net",NASH,Apr. 12,False,1912
"Davies (0.)—Songs at random. Cr. 8vo., 25. 6d. net ....DENT, Mar, 12",79,89,,Davies (0.),Songs at random.,Cr. 8vo.,25. 6d. net ....,DENT,Mar. 12,False,1912
"Davies (W. H.)-The True traveller, Cr. 8vo. 7! X43, pp. 300, 6s. • DUCKWORTH, Mar, 12",79,89,,Davies (W. H.),"The True traveller,",Cr. 8vo.,"7! X43, pp. 300, 6s. •",DUCKWORTH,Mar. 12,False,1912
"Davis (A.)-A Layman's philosophy. Cr. 8vo., 35. 60. net .K. PAUL, May 12",79,89,,Davis (A.),A Layman's philosophy.,Cr. 8vo.,35. 60. net .,K. PAUL,May 12,False,1912
"Davis (F. Hadland)-Myths and legends of Japan. Illus. by Evelyn Paul. 8vo. 8 x 57, pp. 432, 78. 6d. net........ HARRAP, Sep. 12",79,89,,Davis (F. Hadland),Myths and legends of Japan. Illus. by Evelyn Paul.,8vo.,"8 x 57, pp. 432, 78. 6d. net........",HARRAP,Sep. 12,False,1912
"Davis (L. M.)—Meneas and Palima, and other poems. 16mo., IS. . .DRANE, Feb.12",79,89,,Davis (L. M.),"Meneas and Palima, and other poems.",16mo.,IS. . .,DRANE,Feb. 12,False,1912
"Davis (Richard Harding)--- In the fog. Pop. edit. 12mo., pp. 156, 7d. net HEINEMANN, Aug. 12",79,89,,Davis (Richard Harding),In the fog. Pop. edit.,12mo.,"pp. 156, 7d. net",HEINEMANN,Aug. 12,False,1912
"Davis (Richard Harding)— The Man who could not lose. Cr. 8vo. 73 X5, pp. 260, 6s. DUCKWORTH, Feb. 12",79,89,,Davis (Richard Harding),The Man who could not lose.,Cr. 8vo.,"73 X5, pp. 260, 6s.",DUCKWORTH,Feb. 12,False,1912
"Davis (Richard Harding)—Soldiers of fortune. 12mo., 7d. net. .HEINEMANN, June 12",79,89,,Davis (Richard Harding),Soldiers of fortune.,12mo.,7d. net. .,HEINEMANN,June 12,False,1912
"Davis (W. G.)--Pitman's Examination notes on municipal accountancy. 8vo. 6} X3, pp. 50, Is. net.. . PITMAN, June 12",79,89,,Davis (W. G.),Pitman's Examination notes on municipal accountancy.,8vo.,"6} X3, pp. 50, Is. net.. .",PITMAN,June 12,False,1912
"Davis (William Stearns)—The Friar of Witten- berg. Cr. 8vo. 7*X5, pp. 440, 6s. MACMILLAN, June 12",79,89,,Davis (William Stearns),The Friar of Witten- berg.,Cr. 8vo.,"7*X5, pp. 440, 6s.",MACMILLAN,June 12,False,1912
"Dawbam (C. Y. C.)-Workmen's compensation appeals, 1910-1911: a critical commentary on the workmen's compensation case law. 6s. 6d. net. Ditto, with Dawbarn's Employers' liability. 285. 6d, net. Ryl. 8vo. SWEET & M., Jan, 12",79,89,,Dawbam (C. Y. C.),"Workmen's compensation appeals, 1910-1911: a critical commentary on the workmen's compensation case law.",Ryl. 8vo.,"6s. 6d. net. Ditto, with Dawbarn's Employers' liability. 285. 6d, net.",SWEET & M.,Jan. 12,False,1912
"Dawbarn (C. Y. C.)-Workmen's mmpensation appeals. 8vo. 8s. 6d. net.. SWEET & M., Oct. 12",79,89,,Dawbarn (C. Y. C.),Workmen's mmpensation appeals.,8vo.,8s. 6d. net..,SWEET & M.,Oct. 12,False,1912
"Da we (Carlton)—The Black spider. Pop. edit. Cr. 8vo., swd, is, net ...NASH, May 12",79,89,,Da we (Carlton),The Black spider. Pop. edit.,"Cr. 8vo.,","swd, is, net ...",NASH,May 12,False,1912
"Dawe (Carlton)-Eternal glory: a novel. Cr. 8vo., 71 x5, pp. 352, 6s. .NASH, Feb. 12",79,89,,Dawe (Carlton),Eternal glory: a novel.,Cr. 8vo.,"71 x5, pp. 352, 6s.",NASH,Feb. 12,False,1912
"Dawn of Day (The), 1912. 4to., IS. S.P.C.K., Dec. 12",79,89,,,"Dawn of Day (The), 1912.",4to.,IS.,S.P.C.K.,Dec. 12,False,1912
"Dawson (C. B.)-The Mirror of Oxford. Illus. Cr. 8vo. 78 x 5), pp. 278, 5s. net SANDS, Apr. 12",79,89,,Dawson (C. B.),The Mirror of Oxford. Illus.,Cr. 8vo.,"78 x 5), pp. 278, 5s. net",SANDS,Apr. 12,False,1912
"Dawson (E. C.)-Missionary heroines in many lands. Cr. 8vo. 8 X5, pp. 170, IS. 6d. SEELEY, Mar. 12",79,89,,Dawson (E. C.),Missionary heroines in many lands.,Cr. 8vo.,"8 X5, pp. 170, IS. 6d.",SEELEY,Mar. 12,False,1912
"Dawson (G. E.)The Right of the child to be well born. Cr. 8vo. 71 X5, pp. 144, 3s. net FUNK & WAGNALL, Dec. 12",79,89,,Dawson (G. E.),The Right of the child to be well born.,Cr. 8vo.,"71 X5, pp. 144, 3s. net",FUNK & WAGNALLS,Dec. 12,False,1912
"Dawson (J. Bernard)—Babyhood : baby's first year, his troubles and trials, &c. 8vo. 83 x51, pp. 128, 25. 6d. net EWART, SEYMOUR, Nov. 12",80,90,,Dawson (J. Bernard),"Babyhood : baby's first year, his troubles and trials, &c.",8vo.,"83 x51, pp. 128, 25. 6d. net","EWART, SEYMOUR",Nov. 12,False,1912
"Dawson (J. Bernard)— The Young mother : a practical guide for the mother in the care of herself, &c. 8vo. 83 X54, pp. 114, 25. 6d, net EWART, SEYMOUR, Nov. 12",80,90,,Dawson (J. Bernard),"The Young mother : a practical guide for the mother in the care of herself, &c.",8vo.,"83 X54, pp. 114, 25. 6d, net","EWART, SEYMOUR",Nov. 12,False,1912
"Dawson (W. J.)- The Book of courage. Cr. 8vo. 73 X5, pp. 246, 35. 6d, net OLIPHANT, May 12",80,90,,Dawson (W. J.),The Book of courage.,Cr. 8vo.,"73 X5, pp. 246, 35. 6d, net",OLIPHANTS,May 12,False,1912
"Dawson (William Harbutt)—Social insurance in Germany 1883-1911: its history, operation, results, and a comparison with the National Insurance Act, 1911. 8vo., 9 X5), pp. 296, 68. net .... UNWIN, June 12",80,90,,Dawson (William Harbutt),"Social insurance in Germany 1883-1911: its history, operation, results, and a comparison with the National Insurance Act, 1911.",8vo.,"9 X5), pp. 296, 68. net ....",UNWIN,June 12,False,1912
"Day (E. Hermitage) ed.-In our Lady's praise : an anthology. 12mo. 61 X 4, pp. 108. 2s. net ; Ithr. 33. net . PITMAN, Dec. 12",80,90,,Day (E. Hermitage) ed.,In our Lady's praise : an anthology.,12mo.,"61 X 4, pp. 108. 2s. net ; Ithr. 33. net .",PITMAN,Dec. 12,False,1912
"Day (Holman)-The Red Lane: a romance of the Border. Cr. 8vo. 71 X5, pp. 412, 6s. HARPER, Sep. 12",80,90,,Day (Holman),The Red Lane: a romance of the Border.,Cr. 8vo.,"71 X5, pp. 412, 6s.",HARPER,Sep. 12,False,1912
"Day (Julius E.)-Stockbroker's office organisa- tion management and accounts. Illus. 8vo. 8% *5), pp. 244, 75. 6d. net.. PITMAN, May 12",80,90,,Day (Julius E.),Stockbroker's office organisa- tion management and accounts.,8vo.,"Illus. 8% *5), pp. 244, 75. 6d. net..",PITMAN,May 12,False,1912
"Day (Lal Behari)-Folk-tales of Bengal. Illus. by Warwick Goble. Ryl. 8vo. 10 X7, pp. 288, MACMILLAN, Oct. 12",80,90,,Day (Lal Behari),Folk-tales of Bengal. Illus. by Warwick Goble.,Ryl. 8vo.,"10 X7, pp. 288,",MACMILLAN,Oct. 12,False,1912
"Day of Days (The). Vol. 41. Ryl. 8vo. 25. OFFICE, Dec. 12",80,90,,,Day of Days (The). Vol. 41.,Ryl. 8vo.,25.,OFFICE,Dec. 12,False,1912
"Day of my life (A). By “ Vanoc,” of the "" Referee.” Pop. edit. Cr. 8vo., pp. 160, swd. IS. net . MACDONALD & E., Nov. 12",80,90,,,"Day of my life (A). By “ Vanoc,” of the "" Referee.” Pop. edit.",Cr. 8vo.,"pp. 160, swd. IS. net .",E. MACDONALD,Nov. 12,False,1912
"Day that changed the world (The); by the Man who was warned. Cr. 8vo. 73 X5, pp. 298, 6s. HODDER & S., Oct. 12",80,90,,,Day that changed the world (The); by the Man who was warned.,Cr. 8vo.,"73 X5, pp. 298, 6s.",HODDER & S.,Oct. 12,False,1912
"Days with the great composers. Second series : Chopin, Wagner, Gounod. 8vo. 8 X 51, 35. 6d. net.... ...HODDER & S., Sep. 12",80,90,,,"Days with the great composers. Second series : Chopin, Wagner, Gounod.",8vo.,"8 X 51, 35. 6d. net.... ...",HODDER & S.,Sep. 12,False,1912
"Days with the lyric poets : Keats, Longfellow, Burns. 8vo. 8 X 53, 3s. 6d. net Hodder & S., Sep. 12",80,90,,,"Days with the lyric poets : Keats, Longfellow, Burns.",8vo.,"8 X 53, 3s. 6d. net",HODDER & S.,Sep. 12,False,1912
