original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date,flagged,catalogue_year
"Lee (Willis T.)-Coal fields of Grand Mesa and the West Elk Mountains, Colorado (U.S. Geol. Surv. Bull.) Illus. 8vo., swd., 9X 6, pp. 237, 35. 6d. net . WESLEY, Aug. 13",175,183,,Lee (Willis T.),"Coal fields of Grand Mesa and the West Elk Mountains, Colorado (U.S. Geol. Surv. Bull.) Illus.","8vo.,","swd., 9X 6, pp. 237, 35. 6d. net .",WESLEY,Aug. 13,False,1913
"Leechman (Alleyne) ed.—The British Guiana hand- book, 1913, containing general and statistical information concerning the colony, indus. tries, &c. Illus, 8vo., 25. net ..DULAU, July 13",175,183,,Leechman (Alleyne) ed.,"The British Guiana hand- book, 1913, containing general and statistical information concerning the colony, indus. tries, &c.",8vo.,"Illus, 25. net ..",DULAU,July 13,False,1913
"Leeds (E. T.)—The Archæology of the Anglo- Saxon settlements. Illus. 8vo., pp. 144, 55, net . (Clarendon Press) MILFORD, Oct. 13",175,183,,Leeds (E. T.),The Archæology of the Anglo- Saxon settlements. Illus.,8vo.,"pp. 144, 55, net .",(Clarendon Pr.) MILFORD,Oct. 13,False,1913
"Lees (D. B.)—The diagnosis and treatment of incipient pulmonary tuberculosis. 8vo., 55. net (Bradshaw lecture)....H. K. LEWIS, July 13",175,183,,Lees (D. B.),The diagnosis and treatment of incipient pulmonary tuberculosis.,8vo.,55. net (Bradshaw lecture)....,H. K. LEWIS,July 13,False,1913
"L'es (F.)-The Art of the great masters. 4to. 525, 6d. net .... LOW, Oct. 13",175,183,,L'es (F.),The Art of the great masters.,4to.,"525, 6d. net ....",LOW,Oct. 13,False,1913
"Leeson (Maude) — The Fords of Hilton Langley. Illus. Cr. 8vo. 74 X5, pp. 352, 5s. BLACKIE, Nov. 13",175,183,,Leeson (Maude),The Fords of Hilton Langley. Illus.,Cr. 8vo.,"74 X5, pp. 352, 5s.",BLACKIE,Nov. 13,False,1913
"Leeward Islands.—Report for 1911-12. 6 d. (post free) .. WYMAN, Feb. 13",175,183,,,Leeward Islands.—Report for 1911-12.,,6 d. (post free),WYMAN,Feb. 13,False,1913
"Le Feuvre (Amy)-The Children's morning message. New edit. 8vo. 81x5, pp. 374, ...FROWDE, Oct. 13",175,183,,Le Feuvre (Amy),The Children's morning message. New edit.,8vo.,"81x5, pp. 374, ...",FROWDE,Oct. 13,False,1913
"Le Feuvre (Amy)-Nuru the shepherd boy. Illus. Cr. Svo. 73 X5, pp. 96, is. 60. R. T. S., Jan. 13",175,183,,Le Feuvre (Amy),Nuru the shepherd boy. Illus.,Cr. Svo.,"73 X5, pp. 96, is. 60.",R.T.S.,Jan. 13,False,1913
"Le Feuvre (Amy)—Some builders. Cr. 8vo. 71 x5, pp. 348, 6;.... ..CASSELL, May 13",175,183,,Le Feuvre (Amy),Some builders.,Cr. 8vo.,"71 x5, pp. 348, 6;.... ..",CASSELL,May 13,False,1913
"Lefroy (A. H. F.)-Canada's federal system. 8vo. ..SWEET & M., Nov. 13",175,183,,Lefroy (A. H. F.),Canada's federal system.,8vo.,,SWEET & M.,Nov. 13,False,1913
"Lefroy (H. Maxwell)--A Synopsis of the classifica- tion of insects. 8vo., pp. 32, swd., is. net LAMLEY, Apr. 13",175,183,,Lefroy (H. Maxwell),A Synopsis of the classifica- tion of insects.,8vo.,"pp. 32, swd., is. net",LAMLEY,Apr. 13,False,1913
"Left wich (Ralph W.)—Tabular diagnosis : an aid to the rapid differential diagnosis of diseases. Cr. 8vo. 71 X41, pp. 366, 7s. 6d. net E. ARNOLD, Feb. 13",175,183,,Left wich (Ralph W.),Tabular diagnosis : an aid to the rapid differential diagnosis of diseases.,Cr. 8vo.,"71 X41, pp. 366, 7s. 6d. net",E. ARNOLD,Feb. 13,False,1913
"Lefuse (M.)-The Life and times of Arabella Stuart. íllus, 8vo. 9 x 5), pp. 332, 1os. 6d. net MILLS & B., Aug. 13",175,183,,Lefuse (M.),The Life and times of Arabella Stuart.,8vo.,"íllus, 9 x 5), pp. 332, 1os. 6d. net",MILLS & B.,Aug. 13,False,1913
"Legal : Anecdotes of Bench and Bar, Engelbach (A. H.) 35. 6d. net Legal Education (Council of)--Calendar 1913-14. 8vo., pp. 563 (15, Old Sq., Lincoln's Inn, W.C.)OFFICE, Oct. 13",175,183,"Legal : Anecdotes of Bench and Bar, Engelbach (A. H.) 35. 6d. net",,Legal Education (Council of)--Calendar 1913-14.,8vo.,"pp. 563 (15, Old Sq., Lincoln's Inn, W.C.)",OFFICE,Oct. 13,False,1913
"Leith (Mrs. Disney)-Lachlan's widow. Cr. 8vo. 7% X5, pp. 320, 6s.........LYNWOOD, Oct. 13",176,184,,Leith (Mrs. Disney),Lachlan's widow.,Cr. 8vo.,"7% X5, pp. 320, 6s.........",LYNWOOD,Oct. 13,False,1913
"Leng's Football handbook. Season, 1913-14. 12mo., pp. 96, swd. Id.........LENG, July 13",176,184,,,"Leng's Football handbook. Season, 1913-14.",12mo.,"pp. 96, swd. Id.........",LENG,July 13,False,1913
"Le Queux (William)—The Hunchback of West- minster. 8vo., swd. 60 ......NEWNES, Feb. 13",176,184,,Le Queux (William),The Hunchback of West- minster.,"8vo.,",swd. 60,NEWNES,Feb. 13,False,1913
"Legouis (Emile)-Geoffrey Chaucer. Cr. 8vo. 8 X55, pp. 256, 5s, net........DENT, Jan. 13",176,184,,Legouis (Emile),Geoffrey Chaucer.,Cr. 8vo.,"8 X55, pp. 256, 5s, net........",DENT,Jan. 13,False,1913
"Leigh (M. C.)--Love songs and verses. 4to 3s. 6d. net ......A. L. HUMPHREYS, Mar. 13",176,184,,Leigh (M. C.),Love songs and verses.,4to,"3s. 6d. net ......A. L. HUMPHREYS,",A. L. HUMPHREYS,Mar. 13,False,1913
"Leighton (Marie Connor)—The Witness of the ring. 8vo., Swd. 6d....... WARD, L., July 13",176,184,,Leighton (Marie Connor),The Witness of the ring.,"8vo.,",Swd. 6d.......,"WARD, L.",July 13,False,1913
"Leith (Mrs. Disney)-A Black Martinmas : story. Cr. 8vo. 71 X5, pp. 332, 2s, net LYNWOOD, Nov. 13",176,184,,Leith (Mrs. Disney),A Black Martinmas : story.,Cr. 8vo.,"71 X5, pp. 332, 2s, net",LYNWOOD,Nov. 13,False,1913
"Leith (Mrs. Disney)—Champion Sandy. Cr. 8vo., pp. 292, Is. net ....IYNWOOD, Sep. 13",176,184,,Leith (Mrs. Disney),Champion Sandy.,Cr. 8vo.,"pp. 292, Is. net ....",LYNWOOD,Sep. 13,False,1913
"Leith (W. Compton)—Sirenica. Cr. 8vo. 7* *5, pp. 178, 35. 6d. net. .. LANE, Mar. 13",176,184,,Leith (W. Compton),Sirenica.,Cr. 8vo.,"7* *5, pp. 178, 35. 6d. net. ..",LANE,Mar. 13,False,1913
"Lengyel (Melchior)-Typhoon : a play in 4 acts. English version by Lawrence Irving. 12mo., pp. 128, 2s, net... ..METHUEN, Apr. 13",176,184,,Lengyel (Melchior),Typhoon : a play in 4 acts. English version by Lawrence Irving.,12mo.,"pp. 128, 2s, net...",METHUEN,Apr. 13,False,1913
"Lennard (Vivian R.)–Our ideals, and other sermons, Cr. 8vo. 74 X 48, pp. 214, 35. 6d. net SKEFFINGTON, Aug. 13",176,184,,Lennard (Vivian R.),"Our ideals, and other sermons,",Cr. 8vo.,"74 X 48, pp. 214, 35. 6d. net",SKEFFINGTON,Aug. 13,False,1913
"Leo (Alan)-Esoteric astrology: a study in human nature. 4to. 91 x7, pp. 314, 1os. 6d. net L. N. FOWLER, Jan. 13",176,184,,Leo (Alan),Esoteric astrology: a study in human nature.,4to.,"91 x7, pp. 314, 1os. 6d. net",L. N. FOWLER,Jan. 13,False,1913
"Leo (Alan)-Symbolism and astrology : an intro- duction to esoteric astrology. Ryl. 16mo., pp. 84, is. ..L N. FOWLER, Dec. 13",176,184,,Leo (Alan),Symbolism and astrology : an intro- duction to esoteric astrology.,Ryl. 16mo.,"pp. 84, is. ..L N.",FOWLER,Dec. 13,False,1913
"Leonard (R. M.)--The War against bribery. With pref. by Rt. Hon. Sir Edward Fry. Cr. 8vo., pp. 44, swd. 6d. SECRET COMMISS. AND BRIBERY PREVENTION LEAGUE, Feb. 13",176,184,,Leonard (R. M.),The War against bribery. With pref. by Rt. Hon. Sir Edward Fry.,Cr. 8vo.,"pp. 44, swd. 6d.",SECRET COMMISS. AND BRIBERY PREVENTION LEAGUE,Feb. 13,False,1913
"Leopold (Lewis)—Prestige : psychological study of social estimates. 8vo. 9 X54, pp. 352, IOS. 6d. net.. UNWIN, May 13",176,184,,Leopold (Lewis),Prestige : psychological study of social estimates.,8vo.,"9 X54, pp. 352, IOS. 6d. net..",UNWIN,May 13,False,1913
"Lepper (Charles W.)-The Bridegroom and his bride: an evangelical and devotional exposition of the Song of Songs. Cr. 8vo. 7 * X 5, pp. 250, 25. 6d. net ....PARTRIDGE, Sep. 13",176,184,,Lepper (Charles W.),The Bridegroom and his bride: an evangelical and devotional exposition of the Song of Songs.,Cr. 8vo.,"7 * X 5, pp. 250, 25. 6d. net ....",PARTRIDGE,Sep. 13,False,1913
"Le Queux (William)-As we forgive them. Pop. edit. Cr. 8vo., pp. 318, Is. net WARD, L., Feb. 13",176,184,,Le Queux (William),As we forgive them. Pop. edit.,Cr. 8vo.,"pp. 318, Is. net","WARD, L.",Feb. 13,False,1913
"Le Queux (William.)-As we forgive them. 8vo. swd. 6d. .WARD, L., Aug. 13",176,184,,Le Queux (William.),As we forgive them.,8vo. swd.,6d. .,"WARD, L.",Aug. 13,False,1913
"Le Queux (William)--Confessions of a ladies' man. 12mo., 7d. net HUTCHINSON, June 13",176,184,,Le Queux (William),Confessions of a ladies' man.,12mo.,7d. net,HUTCHINSON,June 13,False,1913
"Le Queux (William)-The Eye of Istar. 12mo., 70. .LONG, Sep. 13",176,184,,Le Queux (William),The Eye of Istar.,12mo.,70. .,LONG,Sep. 13,False,1913
"Le Queux (William)-The Great Court scandal. 8vo., swd. 6d.... ...HODDER & S., Apr. 13",176,184,,Le Queux (William),The Great Court scandal.,"8vo.,",swd. 6d.... ...,HODDER & S.,Apr. 13,False,1913
"Le Queux (Williamı)-The Great white Queen. 8vo. swd. 6d. .PEARSON, May 13",176,184,,Le Queux (Williamı),The Great white Queen.,8vo. swd.,6d. .,PEARSON,May 13,False,1913
"Le Queux (William)-The House of whispers. Izmo. 7d. net .METHUEN, Oct. 13",176,184,,Le Queux (William),The House of whispers.,Izmo.,7d. net .,METHUEN,Oct. 13,False,1913
"Le Queux (William)--Hushed up. 8vo., swd., 6d. NEWNES, June 13",176,184,,Le Queux (William),Hushed up.,"8vo.,","swd., 6d.",NEWNES,June 13,False,1913
"Le Queux (William)-The Invasion. 12mo, 7d. net ...EVERETT, Mar. 13",176,184,,Le Queux (William),The Invasion.,"12mo,",7d. net ...,EVERETT,Mar. 13,False,1913
"Le Queux (William)—The Lost million. Cr. 8vo. 74 X5, pp. 316, 6s. ...NASH, Feb. 13",176,184,,Le Queux (William),The Lost million.,Cr. 8vo.,"74 X5, pp. 316, 6s. ...",NASH,Feb. 13,False,1913
"Legge (A. E. J.)- A Symphony, and other pieces. Cr. 8vo., 3s. 6d. net .LANE, June 13",176,184,,Legge (A. E. J.),"A Symphony, and other pieces.",Cr. 8vo.,3s. 6d. net .,LANE,June 13,False,1913
"Legge (Edward)—More about King Edward. 8vo. 9 X 5), pp. 418, 16s. net....NASH, Oct. 13",176,184,,Legge (Edward),More about King Edward.,8vo.,"9 X 5), pp. 418, 16s. net....",NASH,Oct. 13,False,1913
"Legge (Margaret)-The Price of Stephen Bo- nynge. Cr. 8vo. 71 X 44, pp. 330, 6s. A. RIVERS, Mar. 13",176,184,,Legge (Margaret),The Price of Stephen Bo- nynge.,Cr. 8vo.,"71 X 44, pp. 330, 6s.",A. RIVERS,Mar. 13,False,1913
"Legros (C. V.)Fabre, poet of science. With a pref. by J. H. Fabre. 8vo. 88 x 5, pp. 352, Ios. 6d. net... .UNWIN, Sep. 13",176,184,,Legros (C. V.),"Fabre, poet of science. With a pref. by J. H. Fabre.",8vo.,"88 x 5, pp. 352, Ios. 6d. net...",UNWIN,Sep. 13,False,1913
"Lehmann (R. C.)-A Spark divine: a book for animal-lovers. Cr. 8vo. 7 X 41, pp. 64, 28. net. \Fellowship books) .BATSFORD, Nov. 13",176,184,,Lehmann (R. C.),A Spark divine: a book for animal-lovers.,Cr. 8vo.,"7 X 41, pp. 64, 28. net. \Fellowship books)",BATSFORD,Nov. 13,False,1913
"Leigh (Sir Edward Chandos)—Bar, bat and bit: recollections and experiences. Illus. 8vo., 84 X54, pp. 240, 75. 6d. net .. MURRAY, Nov. 13",176,184,,Leigh (Sir Edward Chandos),"Bar, bat and bit: recollections and experiences.",8vo.,"Illus. 84 X54, pp. 240, 75. 6d. net ..",MURRAY,Nov. 13,False,1913
"Leighton (Marie Connor)—Black silence. Cr. 8vo. 74 X 5, pp. 348, 6s. WARD, L., Oct. 13",176,184,,Leighton (Marie Connor),Black silence.,Cr. 8vo.,"74 X 5, pp. 348, 6s.","WARD, L.",Oct. 13,False,1913
"Leighton (Marie Connor)—Deep waters. 8vo., Swd., 6d. .WARD, L., Mar. 13",176,184,,Leighton (Marie Connor),Deep waters.,"8vo.,","Swd., 6d. .","WARD, L.",Mar. 13,False,1913
"Leighton (Marie Connor)—Ducks and drakes. Cr. 8vo. 74 X5, pp. 320, 6s. WARD, L., June 13",176,184,,Leighton (Marie Connor),Ducks and drakes.,Cr. 8vo.,"74 X5, pp. 320, 6s.","WARD, L.",June 13,False,1913
"Leighton (Marie Connor)-Greed. 8vo., swd. 60. HODDER & S., July 13",176,184,,Leighton (Marie Connor),Greed.,"8vo.,",swd. 60.,HODDER & S.,July 13,False,1913
"Leighton (Marie Connor)—Her convict husband. Cr. 8vo. 7X 5, pp. 320, 6s. WARD, L., Jan. 13",176,184,,Leighton (Marie Connor),Her convict husband.,Cr. 8vo.,"7X 5, pp. 320, 6s.","WARD, L.",Jan. 13,False,1913
"Leighton (Marie Connor)—Justice. 8vo., swd. 6d. WARD, L., Sep. 13",176,184,,Leighton (Marie Connor),Justice.,"8vo.,",swd. 6d.,"WARD, L.",Sep. 13,False,1913
"Leighton (Marie Connor)—Money. 8vo. swd. 6d. HODDER & S., Feb. 13",176,184,,Leighton (Marie Connor),Money.,8vo.,swd. 6d.,HODDER & S.,Feb. 13,False,1913
"Leighton (Marie C.)—Put yourself in his place. 8vo., Swd., 6d... WARD, L., Feb. 13",176,184,,Leighton (Marie C.),Put yourself in his place.,"8vo., Swd.",6d..,"WARD, L.",Feb. 13,False,1913
"Leighton (Marie Connor)—The Missing Miss Randolph. 8vo., Swd. 6d. HODDER & S., Feb. 13",176,184,,Leighton (Marie Connor),The Missing Miss Randolph.,"8vo.,",Swd. 6d.,HODDER & S.,Feb. 13,False,1913
"Leighton (Marie Connor)—-The Triangle. 8vo., Swd. 6d... HODDER & S., Mar. 13",176,184,,Leighton (Marie Connor),The Triangle.,"8vo.,",Swd. 6d..,HODDER & S.,Mar. 13,False,1913
"Leighton (Robert)—Rattlesnake ranch. 8vo., pp. 288, swd. is. net. (Scout library) PEARSON, Feb. 13",176,184,,Leighton (Robert),Rattlesnake ranch.,8vo.,"pp. 288, swd. is. net. (Scout library)",PEARSON,Feb. 13,False,1913
"Leighton (Robert)-Sergeant Silk: the prairie scout. Cr. 8vo. 71 X 4, pp. 240, 2s. 6d. JARROLD, Oct. 13",176,184,,Leighton (Robert),Sergeant Silk: the prairie scout.,Cr. 8vo.,"71 X 4, pp. 240, 2s. 6d.",JARROLD,Oct. 13,False,1913
"Le Queux (William)-The Price of power. Cr. 8vo. 77 X 5, pp. 352, 6s. ........HURST & B., July 13",177,185,,Le Queux (William),The Price of power.,Cr. 8vo.,"77 X 5, pp. 352, 6s. ........",HURST & B.,July 13,False,1913
"Le Queux (William)—The Unknown to-morrow. 8vo., swd., 6d. ........F. V. WHITE, July 13",177,185,,Le Queux (William),The Unknown to-morrow.,"8vo.,","swd., 6d. ........",F. V. WHITE,July 13,False,1913
"Le Queux (W.)— The Woman in the way. I2mo. 7d. net ......NEWNES, Aug. 13",177,185,,Le Queux (W.),The Woman in the way.,I2mo.,7d. net,NEWNES,Aug. 13,False,1913
"Le Sage (Alain René)-Adventures of Gil Blas. Trans, by T. Smollett. Intro. by W. M. Fuller- ton. Cr. 8vo., 6s, net...... ROUTLEDGE, Jan. 13",177,185,,Le Sage (Alain René),"Adventures of Gil Blas. Trans, by T. Smollett. Intro. by W. M. Fuller- ton.",Cr. 8vo.,"6s, net......",ROUTLEDGE,Jan. 13,False,1913
"Lessons from life, animal and human : pendium of moral teachings, &c. Intro. by Rev. Hugh Macmillan. New edit. 8vo. 8} X51, pp. 546, 3s. 6d. net........E. STOCK, July 13",177,185,,,"Lessons from life, animal and human : pendium of moral teachings, &c. Intro. by Rev. Hugh Macmillan. New edit.",8vo.,"8} X51, pp. 546, 3s. 6d. net........",E. STOCK,July 13,False,1913
"Lethbridge (Sir Roper) -The Indian offer of imperial preference. Cr. Evo. 7! X41, pp. 184, 28. od. net .....P. S. KING, July 13",177,185,,Lethbridge (Sir Roper),The Indian offer of imperial preference.,Cr. Evo.,"7! X41, pp. 184, 28. od. net .....",P. S. KING,July 13,False,1913
"Le Queux (William)-The Mask. Pop. edit. 8vo., IS. net ..J. LONG, July 13",177,185,,Le Queux (William),The Mask. Pop. edit.,8vo.,IS. net ..,J. LONG,July 13,False,1913
"Le Queux (William)—The money-spider. Pop. edit. Cr. 8vo., pp. 352, is. net CASSELL, May 13",177,185,,Le Queux (William),The money-spider. Pop. edit.,Cr. 8vo.,"pp. 352, is. net",CASSELL,May 13,False,1913
"Le Queux (William)-Mysteries. Cr. 8vo. 74 X5, Pp. 304, 6s. .WARD, L., Apr. 13",177,185,,Le Queux (William),Mysteries.,Cr. 8vo.,"74 X5, Pp. 304, 6s.","WARD, L.",Apr. 13,False,1913
"Le Queux (William)—The Room of secrets. Cr. 8vo. 7* * 5, pp. 318, 6s. WARD, I., Aug. 13",177,185,,Le Queux (William),The Room of secrets.,Cr. 8vo.,"7* * 5, pp. 318, 6s.","WARD, L.",Aug. 13,False,1913
"Le Queux (William) —The Sign of the stranger. Cr. 8vo. 73 X5, pp. 320, 2s, net WARD, L., Mar. 13",177,185,,Le Queux (William),The Sign of the stranger.,Cr. 8vo.,"73 X5, pp. 320, 2s, net","WARD, L.",Mar. 13,False,1913
"Le Queux (William)—The Temptress. I 2mo., 7d. net .WARD, L., June 13",177,185,,Le Queux (William),The Temptress.,I 2mo.,7d. net .,"WARD, L.",June 13,False,1913
"Le Queux (William)-The Tickencote treasure. Cheaper edit. Cr. 8vo. 71 X5, pp. 306, 25. net WARD, L., Sep. 13",177,185,,Le Queux (William),The Tickencote treasure. Cheaper edit.,Cr. 8vo.,"71 X5, pp. 306, 25. net","WARD, L.",Sep. 13,False,1913
"Le Queux (William)-The Veiled man. 18mo. 7d. net.. .J. LONG, July 13",177,185,,Le Queux (William),The Veiled man.,18mo.,7d. net..,J. LONG,July 13,False,1913
"Le Queux (William)—Whoso findeth a wife. Cr. 8vo. 73 x 4$, pp. 254, Is. net WARD, L., Aug. 13",177,185,,Le Queux (William),Whoso findeth a wife.,Cr. 8vo.,"73 x 4$, pp. 254, Is. net","WARD, L.",Aug. 13,False,1913
"Le Queux (William)—Wiles of the wicked. I 2mo., 7d. net .WARD, L., Nov. 13",177,185,,Le Queux (William),Wiles of the wicked.,I 2mo.,7d. net .,"WARD, L.",Nov. 13,False,1913
"Leroux (Gaston)-Balaoo. Cr. 8vo. 8 X5, pp. 384, 6s. .HURST & B., Oct. 13",177,185,,Leroux (Gaston),Balaoo.,Cr. 8vo.,"8 X5, pp. 384, 6s.",HURST & B.,Oct. 13,False,1913
"Le Roy (Edouard)—A New philosophy: Henri Bergson. Cr. 8vo. 73 x5, pp. 246, 5s, net WILLIAMS & N., Mar. 13",177,185,,Le Roy (Edouard),A New philosophy: Henri Bergson.,Cr. 8vo.,"73 x5, pp. 246, 5s, net",WILLIAMS & N.,Mar. 13,False,1913
"Le Roy (Eugène) ---Jacquo le Croquant. 12mo., Pp. 382, is. net.. ...NELSON, May 13",177,185,,Le Roy (Eugène),Jacquo le Croquant.,12mo.,"Pp. 382, is. net..",NELSON,May 13,False,1913
"Leslie (Emma)—Brought out of peril. Re-issue. Cr. 8vo. 73 x5, pp. 254, Is. 6d. R.T.S., Feb. 13",177,185,,Leslie (Emma),Brought out of peril. Re-issue.,Cr. 8vo.,"73 x5, pp. 254, Is. 6d.",R.T.S.,Feb. 13,False,1913
"Lessenden (G. B.)Pitman's Railway (rebates) case law: a book of reference for traders, &c. 8vo. 82X51, pp. 462, Ios. 6d. net PITMAN, July 13",177,185,,Lessenden (G. B.),"Pitman's Railway (rebates) case law: a book of reference for traders, &c.",8vo.,"82X51, pp. 462, Ios. 6d. net",PITMAN,July 13,False,1913
"Lester (H. A.) and Jennings (Eveline B.)- Simple lessons on the life of Our Lord: for scholars of 8–10. Cr. 8vo. 7! X47, pp. 122, Is. 6d, net (London Diocesan S.S. minuals) LONGMANS, Aug. 13",177,185,,Lester (H. A.) and Jennings (Eveline B.),Simple lessons on the life of Our Lord: for scholars of 8–10.,Cr. 8vo.,"7! X47, pp. 122, Is. 6d, net (London Diocesan S.S. minuals)",LONGMANS,Aug. 13,False,1913
"Lester (11. A.) and Stevenson (Morley) eds.- Sunday schools and religious education : sermons and addresses. With intro. by the Archb. of Canterbury. Cr. 8vo.7X5$, pp. 156, 3s, 6d. net .LONGMANS, Aug. 13",177,185,,Lester (11. A.) and Stevenson (Morley) eds.,Sunday schools and religious education : sermons and addresses. With intro. by the Archb. of Canterbury.,Cr. 8vo.,"7X5$, pp. 156, 3s, 6d. net .",LONGMANS,Aug. 13,False,1913
"Leston (George Lionel)- Land and mining sur- veying : as applied to collieries and other mines. Cr. 8vo. 81x5), pp. 382, 6s. net C. LOCKWOOD, Jan. 13",177,185,,Leston (George Lionel),Land and mining sur- veying : as applied to collieries and other mines.,Cr. 8vo.,"81x5), pp. 382, 6s. net",C. LOCKWOOD,Jan. 13,False,1913
"Le Sueur (Gordon)-Cecil Rhodes, the man and his work, Illus. 8vo. 9 X5], pp. 360, 125. net MURRAY, Sep. 13",177,185,,Le Sueur (Gordon),"Cecil Rhodes, the man and his work, Illus.",8vo.,"9 X5], pp. 360, 125. net",MURRAY,Sep. 13,False,1913
"Letch worth and Hitchin with their surroundings. Cr. 8vo., swd., Is. net (Homeland handbooks), WARNE, Apr. 13",177,185,,,Letch worth and Hitchin with their surroundings.,"Cr. 8vo.,","swd., Is. net (Homeland handbooks),",WARNE,Apr. 13,False,1913
"Lethbridge (Sybil Campbell) — Love and my lady. Cr. 8vo. 71 X41, pp. 326, 6s. HOLDEN & H., Apr. 13",177,185,,Lethbridge (Sybil Campbell),Love and my lady.,Cr. 8vo.,"71 X41, pp. 326, 6s.",HOLDEN & H.,Apr. 13,False,1913
"Letters from a publisher to his son. Transcribed by C. R. [In 3 pts.) Part I. Letters I-IV. 8vo. 7X41, is. net ALTON, July 13",177,185,,,Letters from a publisher to his son. Transcribed by C. R. [In 3 pts.) Part I. Letters I-IV.,8vo.,"7X41, is. net",ALTON,July 13,False,1913
"Letters of a schoolma'am, De Bary (A. B.) 28. Letters of an Englishman (The): second series. Cr. 8vo. 8 X5, pp. 270, 38. 6d. net CONSTABLE, Jan. 13",177,185,"Letters of a schoolma'am, De Bary (A. B.) 28.",,Letters of an Englishman (The): second series.,Cr. 8vo.,"8 X5, pp. 270, 38. 6d. net",CONSTABLE,Jan. 13,False,1913
"Lettres amoureuses d'Abilard et d'Héloise. 16mo. 31 x2], Ithr., is. net (Langham booklets in French, 5) ..SIEGLE, H., Nov. 13",177,185,,,Lettres amoureuses d'Abilard et d'Héloise.,16mo.,"31 x2], Ithr., is. net (Langham booklets in French, 5)","SIEGLE, H.",Nov. 13,False,1913
"Licensing statistics, 1912—Statistics as to the operation and administration of the laws relat- ing to the sale of intoxicating liquor in England and Wales. 25. 5d. ...... WYMAN, Sep. 13",178,186,,,"Licensing statistics, 1912—Statistics as to the operation and administration of the laws relat- ing to the sale of intoxicating liquor in England and Wales.",,25. 5d. ......,WYMAN,Sep. 13,False,1913
"Lichfield Diocesan Church calendar, 1913. Cr. 8vo. swd. Is. net...... ...SIMPKIN, Feb. 13",178,186,,,"Lichfield Diocesan Church calendar, 1913.",Cr. 8vo.,swd. Is. net...... ...,SIMPKIN,Feb. 13,False,1913
"Lidgett (J. Scott)—The Fatherhood of God, in Christian truth and life. 2nd edit. 8vo. 9 X51, Pp. 452, 6s, uet .....C. H. KELLY, Feb. 13",178,186,,Lidgett (J. Scott),"The Fatherhood of God, in Christian truth and life. 2nd edit.",8vo.,"9 X51, Pp. 452, 6s, uet .....",C. H. KELLY,Feb. 13,False,1913
"Lewis (J. V.)—Determinative mineralogy : with tables. Cr. 8vo., 6s. 6d. net CHAPMAN & H., Feb. 13",178,186,,Lewis (J. V.),Determinative mineralogy : with tables.,Cr. 8vo.,6s. 6d. net,CHAPMAN & H.,Feb. 13,False,1913
"Lewis (M. C.)-The Monk: a romance. New edit. 12mo. 7X41, pp. 192, 192, 222, 75. 6d. net... GIBBINGS, Apr, 13",178,186,,Lewis (M. C.),The Monk: a romance. New edit.,12mo.,"7X41, pp. 192, 192, 222, 75. 6d. net...",GIBBINGS,Apr. 13,False,1913
"Lewis (Vivian B.) and Brame (J. S. S.)-Service chemistry. 4th edit., rev. 8vo. 81 X 5), pp. 592, 155, net .E. ARVOLD, Apr. 13",178,186,,Lewis (Vivian B.) and Brame (J. S. S.),"Service chemistry. 4th edit., rev.",8vo.,"81 X 5), pp. 592, 155, net .",E. ARNOLD,Apr. 13,False,1913
"Lewis (W. J.)-Notes on the history of the Parish of North Wraxhill; with a life of the late Rector, Francis Harrison. Cr. 8vo. 28. 6d. net S.P.C.K., Nov. 13",178,186,,Lewis (W. J.),"Notes on the history of the Parish of North Wraxhill; with a life of the late Rector, Francis Harrison.",Cr. 8vo.,28. 6d. net,S.P.C.K.,Nov. 13,False,1913
"Le wkowitsch (J.)-Chemical technology and analysis of oils, fats and waxes. Vol. I. Illus. 8v0.9 X 51, pp. 692, 255. net MACMILLAN, Sep.13",178,186,,Le wkowitsch (J.),"Chemical technology and analysis of oils, fats and waxes. Vol. I. Illus.",8v0.,"9 X 51, pp. 692, 255. net",MACMILLAN,Sep. 13,False,1913
"Letts (W. M.)—The Rough way. 2nd edit. Cr. 8vo. 73 x5, pp. 350, 6s. GARDNER, D., Jan. 13",178,186,,Letts (W. M.),The Rough way. 2nd edit.,Cr. 8vo.,"73 x5, pp. 350, 6s.","GARDNER, D.",Jan. 13,False,1913
"Letts (W. M.)-Songs from Leinster. Cr. 8vo. 71 x 5, pp. 124, 25. 6d. net SMITH, F., May 13",178,186,,Letts (W. M.),Songs from Leinster.,Cr. 8vo.,"71 x 5, pp. 124, 25. 6d. net","SMITH, E.",May 13,False,1913
"Letts (W. M. and M. F. S.)--Helmet and cowl : stories of monastic and military orders. Illus. 4to. Il X81, pp. 134, 5s. net GARDNER, D., Nov. 13",178,186,,Letts (W. M. and M. F. S.),Helmet and cowl : stories of monastic and military orders.,4to.,"Illus. Il X81, pp. 134, 5s. net","GARDNER, D.",Nov. 13,False,1913
"Levett (Elizabeth)-Europe since Napoleon, 1815- 1910. Cr. 8vo. 71 x 41, pp. 348, 35. 6d. BLACKIE, June 13",178,186,,Levett (Elizabeth),"Europe since Napoleon, 1815- 1910.",Cr. 8vo.,"71 x 41, pp. 348, 35. 6d.",BLACKIE,June 13,False,1913
