entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
"Davies (William H.)—Forty new poems. Cr. 8vo. 71 X54, pp. 53, 4s. net ...FIFIELD, Oct. '18",Davies,William H.,Forty new poems,FIFIELD,4s.,0.2,8vo.,"Davies (William H.)—Forty new poems. Cr. 8vo. 71 X54, pp. 53, 4s. net ...FIFIELD, Oct. '18",William H. Davies,['Davies (William H.)'],,Oct. '18,net
"Davies (W. H.)-Raptures : a book of poems. Limited ed. Demy 8vo. bds. Ios. 6d. net, ed. de luxe 42s. pet...... BEAUMONT PR., Dec. '18",Davies,W. H.,Raptures : a book of poems,BEAUMONT PR.,,0.0,8vo.,"Davies (W. H.)-Raptures : a book of poems. Limited ed. Demy 8vo. bds. Ios. 6d. net, ed. de luxe 42s. pet...... BEAUMONT PR., Dec. '18",W. H. Davies,['Davies (W. H.)'],,Dec. '18,
"Davies (William Watkin)-Gladstone and the unification of Italy. 8vo. 8} x 51, pp. 24, swd. s, 6d. net ...BLACKWELL, Nov. '18",Davies,William Watkin,Gladstone and the unification of Italy,BLACKWELL,6d.,0.025,8vo.,"Davies (William Watkin)-Gladstone and the unification of Italy. 8vo. 8} x 51, pp. 24, swd. IS, 6d. net ...BLACKWELL, Nov. '18",William Watkin Davies,['Davies (William Watkin)'],,Nov. '18,net
"Davis (Albert E.)-Hypnotism and treatment by suggestion. Cr. 8vo. 77 x 44, pp. 129, 28. 6d. net LIVERPOOL BOOKSELLERS' Co.; SIMPKIN, June'is Davis (Albert E.) - Hypnotism and treatment by suggestion. 2nd ed. Cr. 8vo. 71 x 5, pp. 130, 38. 6d. net LIVERPOOL BOOKSELLERS CO., SIMPKIN, Nov. '18",Davis,Albert E.,Hypnotism and treatment by suggestion,"LIVERPOOL BOOKSELLERS CO., SIMPKIN",6d.,0.025,8vo.,"Davis (Albert E.)-Hypnotism and treatment by suggestion. Cr. 8vo. 77 x 44, pp. 129, 28. 6d. net LIVERPOOL BOOKSELLERS' Co.; SIMPKIN, June'is Davis (Albert E.) - Hypnotism and treatment by suggestion. 2nd ed. Cr. 8vo. 71 x 5, pp. 130, 38. 6d. net LIVERPOOL BOOKSELLERS CO., SIMPKIN, Nov. '18",Albert E. Davis,['Davis (Albert E.)'],,Nov. '18,net
"Davis (Alexander)-A Microcosm of Empire (British East Africa) : a political, racial and economic study. 8vo. pp. 257, 5s. (54, St. Mary Axe, E.C. 3) CAXTON (B.E.A.) PR. & PUBG. CO., May'18",Davis,Alexander,"A Microcosm of Empire (British East Africa) : a political, racial and economic study",PR. & PUBG. CO.,,0.0,8vo.,"Davis (Alexander)-A Microcosm of Empire (British East Africa) : a political, racial and economic study. 8vo. pp. 257, 5s. (54, St. Mary Axe, E.C. 3) CAXTON (B.E.A.) PR. & PUBG. CO., May'18",Alexander Davis,['Davis (Alexander)'],,May'18,
"Davis (Arthur N.)-The Kaiser I knew: niy Khas fourteen years with the Kaiser. 8vo. 835, pp. 311, Ios. 6d. net..HODDER & S., Od. '18",Davis,Arthur N.,The Kaiser I knew: niy Khas fourteen years with the Kaiser,HODDER & S.,6d.,0.025,8vo.,"Davis (Arthur N.)-The Kaiser I knew: niy Khas fourteen years with the Kaiser. 8vo. 835, pp. 311, Ios. 6d. net..HODDER & S., Od. '18",Arthur N. Davis,['Davis (Arthur N.)'],,Od. '18,net
"Davis (Kary Cadmus)-Productive farming. 3rd ed., rev, and enl. Or. 8vo. 48. 6d. net Dean (Nathan) ed.--Conjuring with coins. 8vo. LIPPINCOTT, Mar. '18 pp. 125, 1s. 6d. net.. .....PEARSON, Jan. '18",Davis,Kary Cadmus,Productive farming,PEARSON,1s. 6d.,0.07500000000000001,8vo.,"Davis (Kary Cadmus)-Productive farming. 3rd ed., rev, and enl. Or. 8vo. 48. 6d. net Dean (Nathan) ed.--Conjuring with coins. 8vo. LIPPINCOTT, Mar. '18 pp. 125, Is. 6d. net.. .....PEARSON, Jan. '18",Kary Cadmus Davis,['Davis (Kary Cadmus)'],,Jan. '18,net
"Davis (Kary Cadmus)-School and home garden- Deane (Anthony C.)-A Library of religion. ing. Cr. 8vo. 5s. 'net. ..LIPPINCOTT, Apr. '18",Davis,Kary Cadmus,School and home garden- Deane (Anthony C.)-A Library of religion,LIPPINCOTT,,0.0,8vo.,"Davis (Kary Cadmus)-School and home garden- Deane (Anthony C.)-A Library of religion. ing. Cr. 8vo. 5s. 'net. ..LIPPINCOTT, Apr. '18",Kary Cadmus Davis,['Davis (Kary Cadmus)'],,Apr. '18,
"Cr. 8vo. 71 x 5, pp. 75, 28. 6d. net, swd. is. 6d. Davis (Owen)-Let him come and let him look : net .MOWBRAY, Oct. '18",,,,MOWBRAY,,0.0,8vo.,"Cr. 8vo. 71 x 5, pp. 75, 28. 6d. net, swd. is. 6d. Davis (Owen)-Let him come and let him look : net .MOWBRAY, Oct. '18",,,,Oct. '18,
"Deane (H. E., Brevet-Col.)-Gymnastic treatment Davis (Roy)—Business practice in elementary for joint and muscle disabilities. Cr. 8vo. schools. 8vo. 9 x 53, pp. 32, 1s. 6d. net (Harvard 75 X 5, pp. 146, 5s. net (Oxford Medical pubcns.) Bulletins in education) FROWDE AND HODDER & S., July '18",,,Business practice in elementary for joint and muscle disabilities,FROWDE AND HODDER & S.,,0.0,8vo.,"Deane (H. E., Brevet-Col.)-Gymnastic treatment Davis (Roy)—Business practice in elementary for joint and muscle disabilities. Cr. 8vo. schools. 8vo. 9 x 53, pp. 32, Is. 6d. net (Harvard 75 X 5, pp. 146, 5s. net (Oxford Medical pubcns.) Bulletins in education) FROWDE AND HODDER & S., July '18",,"['Deane (H. E., Brevet-Col.)-Gymnastic treatment Davis (Roy)']",,July '18,
"Dearmer (Geoffrey)—Poems. Cr. 8vo. 71 X 44, Dawn of Day (The). Vol, for 1917. 91x71, pp. pp. 96, swd. 28. 6d. net ..HEINEMANN, July '18",Dearmer,Geoffrey,Poems,HEINEMANN,6d.,0.025,8vo.,"Dearmer (Geoffrey)—Poems. Cr. 8vo. 71 X 44, Dawn of Day (The). Vol, for 1917. 91x71, pp. pp. 96, swd. 28. 6d. net ..HEINEMANN, July '18",Geoffrey Dearmer,['Dearmer (Geoffrey)'],,July '18,net
"HODDER & S., Apr. '18",,,,HODDER & S.,,0.0,,"HODDER & S., Apr. '18",,,,Apr. '18,
"Doas (Christie)-Blue blossoms and green leaves. Dawson (Coningsby)—The Glory of the trenches. 8vo. pp. 82, is. net (Parnassian ser.) Or. 8vo. 74 x5, pp. 158, 38. 6d. net STOCK, Feb. '18",Doas,Christie,Blue blossoms and green leaves,STOCK,6d.,0.025,8vo.,"Doas (Christie)-Blue blossoms and green leaves. Dawson (Coningsby)—The Glory of the trenches. 8vo. pp. 82, is. net (Parnassian ser.) Or. 8vo. 74 x5, pp. 158, 38. 6d. net STOCK, Feb. '18",Christie Doas,['Doas (Christie)'],,Feb. '18,net
"LANE, June '18",,,,LANE,,0.0,,"LANE, June '18",,,,June '18,
"Death and the after-life, Diggle (J. W.) 2s. 6d. net. LANE, Oct. '18",,,"Death and the after-life, Diggle (J. W.)",LANE,2s. 6d.,0.125,,"Death and the after-life, Diggle (J. W.) 25. 6d. net. LANE, Oct. '18",,,,Oct. '18,net
"M. H. GILL; SULLIVAN, Dec.'17 Da wson (W. J.)-The Father of a soldier. Cr. 8vo. Death, Book of the craft of dying, and other Early English tracts conceruing, Comper pp. 198, 4s. net ..LANE, Aug. '18",,,"M. H. GILL; SULLIVAN, Dec",LANE,4s.,0.2,8vo.,"M. H. GILL; SULLIVAN, Dec.'17 Da wson (W. J.)-The Father of a soldier. Cr. 8vo. Death, Book of the craft of dying, and other Early English tracts conceruing, Comper pp. 198, 45. net ..LANE, Aug. '18",,,,Aug. '18,net
"Death, Mystery of, and the two resurrections, ALLEN & U., Jan. '18",,,,ALLEN & U.,,0.0,,"Death, Mystery of, and the two resurrections, ALLEN & U., Jan. '18",,,,Jan. '18,
"ALLEN & C., Jan. '18",,,,ALLEN & C.,,0.0,,"ALLEN & C., Jan. '18",,,,Jan. '18,
"Death. See also Future ; Immortality; Life; Psychical research ; Spiritualism, &c. Day (F. H. Cripps-) see Cripps-Day. Day (Harry A.)-The Food producing garden. Deaths from starvation or accelerated by privation 7+ X 5, pp. 107, 2s. net .... METHUEN, July '18",,,Death,METHUEN,2s.,0.1,,"Death. See also Future ; Immortality; Life; Psychical research ; Spiritualism, &c. Day (F. H. Cripps-) see Cripps-Day. Day (Harry A.)-The Food producing garden. Deaths from starvation or accelerated by privation 7+ X 5, pp. 107, 25. net .... METHUEN, July '18",,,,July '18,net
"Day (John Percival)—Public administration in Deaths. See also brins, ulatus any mariages. the Highlands and 1slands of Scotland. Ryl. 8vo. 10 X 61, pp. 414, 255, net Deaver (J. B.) and McFarland (J.)-The Breast : UNIV. OF LONDON PR., Dec. '18",Day,John Percival,Public administration in Deaths,UNIV. OF LONDON PR.,,0.0,8vo.,"Day (John Percival)—Public administration in Deaths. See also brins, ulatus any mariages. the Highlands and Islands of Scotland. Ryl. 8vo. 10 X 61, pp. 414, 255, net Deaver (J. B.) and McFarland (J.)-The Breast : UNIV. OF LONDON PR., Dec. '18",John Percival Day,['Day (John Percival)'],,Dec. '18,
"I pp. 80, 2s. net .LONGMANS, Mar. '18",,,I pp,LONGMANS,2s.,0.1,,"I pp. 80, 2s. net .LONGMANS, Mar. '18",,,,Mar. '18,net
"HODDER & S., Dec. '18",,,,HODDER & S.,,0.0,,"HODDER & S., Dec. '18",,,,Dec. '18,
"De Booy (Theodore) and Faris (John T.)- Deacon (Sydney A.)--Annual supplement to Virgin 1slands : our new possessions and the Willich's Tithe commutation tables, 1918. British 1sles. 128. 6d. net LIPPINCOTT, Aug.'18",,,De Booy (Theodore) and Faris (John T.)- Deacon (Sydney A.)--Annual supplement to Virgin,LIPPINCOTT,6d.,0.025,,"De Booy (Theodore) and Faris (John T.)- Deacon (Sydney A.)--Annual supplement to Virgin Islands : our new possessions and the Willich's Tithe commutation tables, 1918. British Isles. 128. 6d. net LIPPINCOTT, Aug.'18",,,,Aug.'18,net
"Ryl. 8vo. swd. is. net ..LONGMANS, Jan. '18",,,,LONGMANS,,0.0,8vo.,"Ryl. 8vo. swd. is. net ..LONGMANS, Jan. '18",,,,Jan. '18,
"DEAN, Mar. '18",,,,DEAN,,0.0,,"DEAN, Mar. '18",,,,Mar. '18,
"DEAN, Jan. '18",,,,DEAN,,0.0,,"DEAN, Jan. '18",,,,Jan. '18,
"Dehan (Richard)-- That which hath wings: a novel of the day. Cr. 8vo. 7* X 5, pp. 492, 78. net .. HEINEMANN, July '18",Dehan,Richard,That which hath wings: a novel of the day,HEINEMANN,,0.0,8vo.,"Dehan (Richard)-- That which hath wings: a novel of the day. Cr. 8vo. 7* X 5, pp. 492, 78. net .. HEINEMANN, July '18",Richard Dehan,['Dehan (Richard)'],,July '18,
"Dekhan. See also Deccan. Delafield (E. M.)--The Pelicans. Cr. 8vo. 74 x 5, pp. 335, 6s, net .HEINEMANN, Oct, '18",,,Dekhan,HEINEMANN,6s.,0.3,8vo.,"Dekhan. See also Deccan. Delafield (E. M.)--The Pelicans. Cr. 8vo. 74 x 5, pp. 335, 6s, net .HEINEMANN, Oct, '18",,,,"Oct, '18",net
"Delafield (E. M.)--The War-workers. Cr, 8vo. 74 x 5, pp. 272, 6s. net ..HEINEMANN, Apr. '18",Delafield,E. M.,The War-workers,HEINEMANN,6s.,0.3,8vo.,"Delafield (E. M.)--The War-workers. Cr, 8vo. 74 x 5, pp. 272, 6s. net ..HEINEMANN, Apr. '18",E. M. Delafield,['Delafield (E. M.)'],,Apr. '18,net
"Delagreve (C. J.)-The Curious friends. Cr. 8vo. 7! X 5, pp. 256, 6s, net ....ALLEN & U., Dec.'18",Delagreve,C. J.,The Curious friends,ALLEN & U.,6s.,0.3,8vo.,"Delagreve (C. J.)-The Curious friends. Cr. 8vo. 7! X 5, pp. 256, 6s, net ....ALLEN & U., Dec.'18",C. J. Delagreve,['Delagreve (C. J.)'],,Dec.'18,net
"De la Mare (Walter)--Motley, and other poems. 8vo. 8 X 5, pp. 83, 3s. 6d. net CONSTABLE, May '18",De la Mare,Walter,"Motley, and other poems",CONSTABLE,3s. 6d.,0.175,8vo.,"De la Mare (Walter)--Motley, and other poems. 8vo. 8 X 5, pp. 83, 35. 6d. net CONSTABLE, May '18",Walter De la Mare,['De la Mare (Walter)'],,May '18,net
"De la Mare (Waiter) — The Sunken garden. Limited ed. Demy 8vo. bds. Ios. 6d. net, ed. de luxe 428. net...... BEAUMONT PR., Dec. '18",De la Mare,Waiter,The Sunken garden,BEAUMONT PR.,,0.0,8vo.,"De la Mare (Waiter) — The Sunken garden. Limited ed. Demy 8vo. bds. Ios. 6d. net, ed. de luxe 428. net...... BEAUMONT PR., Dec. '18",Waiter De la Mare,['De la Mare (Waiter)'],,Dec. '18,
"Delille (P. Armand-) see Arinand-Delille. D: Lissa (Nellie R.)--War food and how to cook it. Cr. 8vo. 7*X41, pp. 110, swd. is. net SIMPKIY, Abr.'18",Delille,P. Armand-,War food and how to cook it,SIMPKIY,,0.0,8vo.,"Delille (P. Armand-) see Arinand-Delille. D: Lissa (Nellie R.)--War food and how to cook it. Cr. 8vo. 7*X41, pp. 110, swd. is. net SIMPKIY, Abr.'18",P. Armand- Delille,"['Delille (P. Armand-)', 'D: Lissa (Nellie R.)']",,Abr.'18,
"Dell (Draycot M.) see Wynne (M.) and Dell. Dell (Tithel M.)---Greatheart. Cr. Svo. 78 X 5, pp. 426, 6s, net UNWIN, May '18",Dell,Draycot M.,Greatheart,UNWIN,6s.,0.3,,"Dell (Draycot M.) see Wynne (M.) and Dell. Dell (Tithel M.)---Greatheart. Cr. Svo. 78 X 5, pp. 426, 6s, net UNWIN, May '18",Draycot M. Dell,"['Dell (Draycot M.)', 'Dell (Tithel M.)']",,May '18,net
"Dell (E.M.)- Icr compensation. 18mo. 61X41, pp. 126, 1s. 6d. net ..HOLDEN & H., Feb. '18",Dell,E.M.,Icr compensation,HOLDEN & H.,1s. 6d.,0.07500000000000001,18mo.,"Dell (E.M.)- Icr compensation. 18mo. 61X41, pp. 126, Is. 6d. net ..HOLDEN & H., Feb. '18",E.M. Dell,['Dell (E.M.)'],,Feb. '18,net
"Dell (Ethel M.)-The Swindler, and other stories. 4th impr. Cr. 8vo. 7} X 5, pp. 401, 3s. net. . UNWIN, Nov. '18",Dell,Ethel M.,"The Swindler, and other stories",UNWIN,3s.,0.15,8vo.,"Dell (Ethel M.)-The Swindler, and other stories. 4th impr. Cr. 8vo. 7} X 5, pp. 401, 3s. net. . UNWIN, Nov. '18",Ethel M. Dell,['Dell (Ethel M.)'],,Nov. '18,net
"Dampsey (T., Rev.)-The Delphic Oracle: its early history, influence and fall. Cr. 8vo. 74 X5, pp. 223, 6s. net BLACKWELL, June '18",Dampsey,"T., Rev.","The Delphic Oracle: its early history, influence and fall",BLACKWELL,6s.,0.3,8vo.,"Dampsey (T., Rev.)-The Delphic Oracle: its early history, influence and fall. Cr. 8vo. 74 X5, pp. 223, 6s. net BLACKWELL, June '18","T., Rev. Dampsey","['Dampsey (T., Rev.)']",,June '18,net
"Doneve (Maurice)--Graduated German-English commercial correspondence. Cr. 8vo. 7* * 4, pp. 220, 3s. 6d. net .PITMAN, Nov. '18",Doneve,Maurice,Graduated German-English commercial correspondence,PITMAN,3s. 6d.,0.175,8vo.,"Doneve (Maurice)--Graduated German-English commercial correspondence. Cr. 8vo. 7* * 4, pp. 220, 3s. 6d. net .PITMAN, Nov. '18",Maurice Doneve,['Doneve (Maurice)'],,Nov. '18,net
"Denison (Henry Phipps)-Canonical obedience : an open letter to the Lord Bishop of London. Cr. 8vo. 71x41, pp. 161, swd. 6d. net R. SCOTT, Nov. '18",Denison,Henry Phipps,Canonical obedience : an open letter to the Lord Bishop of London,R. SCOTT,6d.,0.025,8vo.,"Denison (Henry Phipps)-Canonical obedience : an open letter to the Lord Bishop of London. Cr. 8vo. 71x41, pp. 161, swd. 6d. net R. SCOTT, Nov. '18",Henry Phipps Denison,['Denison (Henry Phipps)'],,Nov. '18,net
"Dosmond (Shaw)-The Soul of Denmark. 8vo. 81 X 51, pp. 277, ios. 6d. net UNWIN, J uly'18",Dosmond,Shaw,The Soul of Denmark,UNWIN,6d.,0.025,8vo.,"Dosmond (Shaw)-The Soul of Denmark. 8vo. 81 X 51, pp. 277, ios. 6d. net UNWIN, J uly'18",Shaw Dosmond,['Dosmond (Shaw)'],,J uly'18,net
"De Sousa (L.)--Huns in Palestine. Cr. 8vo. 71 X 5, pp. 318, 5s. net .... MELROSE, May '18",De Sousa,L.,Huns in Palestine,MELROSE,5s.,0.25,8vo.,"De Sousa (L.)--Huns in Palestine. Cr. 8vo. 71 X 5, pp. 318, 5s. net .... MELROSE, May '18",L. De Sousa,['De Sousa (L.)'],,May '18,net
"Details of cabinet construction. Cr. 8vo. 74 x 41, pp. 203, 39. 6d. net ( Woodworker” sor.) EVANS BROS., May '18",,,Details of cabinet construction,EVANS BROS.,6d.,0.025,8vo.,"Details of cabinet construction. Cr. 8vo. 74 x 41, pp. 203, 39. 6d. net ( Woodworker” sor.) EVANS BROS., May '18",,,,May '18,net
"De Valera (Eamonn)-Ireland's case against conscription. Cr. 8vo. 7! X5, pp. 50, swd. s, net. MAUNSEL, Oct. '18",De Valera,Eamonn,Ireland's case against conscription,MAUNSEL,,0.0,8vo.,"De Valera (Eamonn)-Ireland's case against conscription. Cr. 8vo. 7! X5, pp. 50, swd. IS, net. MAUNSEL, Oct. '18",Eamonn De Valera,['De Valera (Eamonn)'],,Oct. '18,
"Davsicpment Commission--7th Report, 1916–17. .H.M. STATIONERY OFF., Dec.'17 Development Fund-Accounts, 1916–17, d. H.M. STATIONERY OFF., Mar. '18",,,Davsicpment Commission-,H.M. STATIONERY OFF.,,0.0,,"Davsicpment Commission--7th Report, 1916–17. .H.M. STATIONERY OFF., Dec.'17 Development Fund-Accounts, 1916–17, d. H.M. STATIONERY OFF., Mar. '18",,,,Mar. '18,
"Dovenish (George Weston, It.)--A Subaltern's share in the War: home letters. Intro. and notes by Mrs. Horace Porter. Cr. 8vo. 7* *5, pp. 191, 3s. 6d net CONSTABLE, Jan. '18",Dovenish,"George Weston, It.",A Subaltern's share in the War: home letters,CONSTABLE,3s. 6d,0.175,8vo.,"Dovenish (George Weston, It.)--A Subaltern's share in the War: home letters. Intro. and notes by Mrs. Horace Porter. Cr. 8vo. 7* *5, pp. 191, 35. 6d net CONSTABLE, Jan. '18","George Weston, It. Dovenish","['Dovenish (George Weston, It.)']",,Jan. '18,net
"Devereux (E. R. Price ) sec Price-Devereur. De Villamil (Richard)-Resistance of air. Illus. 8vo. 81 X54, pp. 202, 75, 6d. net SPON, Jan. '18",Devereux,E. R. Price ,Price-Devereur,SPON,6d.,0.025,8vo.,"Devereux (E. R. Price ) sec Price-Devereur. De Villamil (Richard)-Resistance of air. Illus. 8vo. 81 X54, pp. 202, 75, 6d. net SPON, Jan. '18",E. R. Price  Devereux,['Devereux (E. R. Price )'],,Jan. '18,net
"Ulviis 'tai, ir rench (Mr:. S.) (9. Met ..Apr.’in Devino (Alex.)-Montenegro in history, politics and war. Cr. 8vo. 71 X 5, pp. 152, 3s. 60. net, swd. 2s, 6d. net UNWIN, July '18",,,"Ulviis 'tai, ir rench (Mr:",UNWIN,2s. 6d.,0.125,8vo.,"Ulviis 'tai, ir rench (Mr:. S.) (9. Met ..Apr.’in Devino (Alex.)-Montenegro in history, politics and war. Cr. 8vo. 71 X 5, pp. 152, 35. 60. net, swd. 2s, 6d. net UNWIN, July '18",,,,July '18,net
"Devine (Minos, Rev.)-The Religion of the Beati. tules : a study of Christ's teaching. Cr. 8vo. 71 X 5, pp. 179, 49. 60. net MACMILLAN, Oct. '18",Devine,"Minos, Rev.",The Religion of the Beati,MACMILLAN,,0.0,8vo.,"Devine (Minos, Rev.)-The Religion of the Beati. tules : a study of Christ's teaching. Cr. 8vo. 71 X 5, pp. 179, 49. 60. net MACMILLAN, Oct. '18","Minos, Rev. Devine","['Devine (Minos, Rev.)']",,Oct. '18,
"Dzvonian year book, 1918. d. by R. Pearst Chope. 8vo. 8} x 55, pp. 103, swd. 28. 6d. nee (13, Southampton St., W.C. 1) LONDON DEVONIAN ASSN. ; SISIPKIN, Apr. '18",,,Dzvonian year book,SISIPKIN,,0.0,8vo.,"Dzvonian year book, 1918. d. by R. Pearst Chope. 8vo. 8} x 55, pp. 103, swd. 28. 6d. nee (13, Southampton St., W.C. 1) LONDON DEVONIAN ASSN. ; SISIPKIN, Apr. '18",,,,Apr. '18,
"Devotion to the Sacred Heart of Jesus, Ratcliffe (R.) is. 3d. net ..Dec. '17 De Waal (Daphne)-Soldiers immortal, and other poems. 8x 51, pp. 63, 3s. net BLACKWELL, Mar.'18",,,"Devotion to the Sacred Heart of Jesus, Ratcliffe (R.) is",BLACKWELL,3s.,0.15,,"Devotion to the Sacred Heart of Jesus, Ratcliffe (R.) is. 3d. net ..Dec. '17 De Waal (Daphne)-Soldiers immortal, and other poems. 8x 51, pp. 63, 3s. net BLACKWELL, Mar.'18",,,,Mar.'18,net
"Vol. 13 Dickens (Charles)-Charles Dickens's and his Jewish characters. (Correspondence betw. D. and Mrs. Eliza Davis. ] Intro. by Cumberland Clark. 9X54, pp. 39, 10s. net CHISWICK PR., May'18",Vol. 13 Dickens,Charles,Charles Dickens's and his Jewish characters,CHISWICK PR.,10s.,0.5,,"Vol. 13 Dickens (Charles)-Charles Dickens's and his Jewish characters. (Correspondence betw. D. and Mrs. Eliza Davis. ] Intro. by Cumberland Clark. 9X54, pp. 39, 10s. net CHISWICK PR., May'18",Charles Vol. 13 Dickens,['Vol. 13 Dickens (Charles)'],,May'18,net
"Dickens (Charles)--Charles Dickens' original autograph copy of his letter to Henry Colburn upon the controversy occasioned by the con- tribution of Walter Savage Landor to ' Pic Nic Papers,” together with a note to Forster on the subject, April 1, 1841. 103 x64, pp. 15, IOS, net CHISWICK PR., May'18",Dickens,Charles,"Charles Dickens' original autograph copy of his letter to Henry Colburn upon the controversy occasioned by the con- tribution of Walter Savage Landor to ' Pic Nic Papers,” together with a note to Forster on the subject, April 1",CHISWICK PR.,,0.0,,"Dickens (Charles)--Charles Dickens' original autograph copy of his letter to Henry Colburn upon the controversy occasioned by the con- tribution of Walter Savage Landor to ' Pic Nic Papers,” together with a note to Forster on the subject, April 1, 1841. 103 x64, pp. 15, IOS, net CHISWICK PR., May'18",Charles Dickens,['Dickens (Charles)'],,May'18,
"Dickenslan (The). Ed. by B. W. Matz. 84x51. pp. 350, 6s. net CHAPMAN & H., Jan. '18",,,Dickenslan (The),CHAPMAN & H.,6s.,0.3,,"Dickenslan (The). Ed. by B. W. Matz. 84x51. pp. 350, 6s. net CHAPMAN & H., Jan. '18",,,,Jan. '18,net
"Dickinson (1da)-The Soldiers' English and Italian conversation book. Tr. and adapted by I.D. from W. M. Gallichan's Soldiers' English French conversation book.” 48x31, pp. 142, od. net LAURIE, A pr. '18",Dickinson,1da,The Soldiers' English and Italian conversation book,LAURIE,,0.0,,"Dickinson (Ida)-The Soldiers' English and Italian conversation book. Tr. and adapted by I.D. from W. M. Gallichan's Soldiers' English French conversation book.” 48x31, pp. 142, od. net LAURIE, A pr. '18",1da Dickinson,['Dickinson (1da)'],,A pr. '18,
"Dicksee (Lawrence Robert)—The Fundamentals of manufacturing costs. 8vo. pp. 47, 1s. 6d. net GEE, Feb.'18",Dicksee,Lawrence Robert,The Fundamentals of manufacturing costs,GEE,1s. 6d.,0.07500000000000001,8vo.,"Dicksee (Lawrence Robert)—The Fundamentals of manufacturing costs. 8vo. pp. 47, Is. 6d. net GEE, Feb.'18",Lawrence Robert Dicksee,['Dicksee (Lawrence Robert)'],,Feb.'18,net
"Digby (Everard)— Tips for padres : a handbook for chaplains. Cr. 8vo. 7X45, pp. 43, swd. s. net .GALE & P., Jan. '18",Digby,Everard,Tips for padres : a handbook for chaplains,GALE & P.,,0.0,8vo.,"Digby (Everard)— Tips for padres : a handbook for chaplains. Cr. 8vo. 7X45, pp. 43, swd. IS. net .GALE & P., Jan. '18",Everard Digby,['Digby (Everard)'],,Jan. '18,
"Diggle (J. W., Rt. Rev.)-Death and the after- life. 18mo. 61 x 41, pp. 130, 2s. 6d. net WILLIAMS & N., May '18",Diggle,"J. W., Rt. Rev.",Death and the after- life,WILLIAMS & N.,2s. 6d.,0.125,18mo.,"Diggle (J. W., Rt. Rev.)-Death and the after- life. 18mo. 61 x 41, pp. 130, 2s. 6d. net WILLIAMS & N., May '18","J. W., Rt. Rev. Diggle","['Diggle (J. W., Rt. Rev.)']",,May '18,net
"Dill (Elise C.)-The Air giant. Imp. 16mo. 5* *71, pp. 16, 3 d., swd. 2d. (Tiny reader) E. J. ARNOLD, Aug.'18",Dill,Elise C.,The Air giant,E. J. ARNOLD,2d.,0.008333333333333333,16mo.,"Dill (Elise C.)-The Air giant. Imp. 16mo. 5* *71, pp. 16, 3 d., swd. 2d. (Tiny reader) E. J. ARNOLD, Aug.'18",Elise C. Dill,['Dill (Elise C.)'],,Aug.'18,
"DIN (Flise C.)-The Half chick. Imp. iomo. 53 x71, pp. 16, 31d., swd. 2d. (Tiny reader) E. J. ARNOLD, Sep.'18",DIN,Flise C.,The Half chick,E. J. ARNOLD,2d.,0.008333333333333333,,"DIN (Flise C.)-The Half chick. Imp. iomo. 53 x71, pp. 16, 31d., swd. 2d. (Tiny reader) E. J. ARNOLD, Sep.'18",Flise C. DIN,['DIN (Flise C.)'],,Sep.'18,
"Dilling (Walter J.) see Bruce (J. M.) and Dilling Dillon (E. J.)-The Eclipse of Russia. 8vo. 9x6, pp. 420, 1hs. net DENT, May '18",Dilling,Walter J.,,DENT,,0.0,,"Dilling (Walter J.) see Bruce (J. M.) and Dilling Dillon (E. J.)-The Eclipse of Russia. 8vo. 9x6, pp. 420, 1hs. net DENT, May '18",Walter J. Dilling,['Dilling (Walter J.)'],,May '18,
"Dillon (E. J.)-The Eclipse of Russia. New ed. 8vo. 9 X6, pp. 427, 16s. net ....DENT, June 18",Dillon,E. J.,The Eclipse of Russia,DENT,16s.,0.8,8vo.,"Dillon (E. J.)-The Eclipse of Russia. New ed. 8vo. 9 X6, pp. 427, 16s. net ....DENT, June 18",E. J. Dillon,['Dillon (E. J.)'],,June 18,net
"Dinnean (P. S., Rev.)--A Concise English-Irish dictionary for the use of schools. Cr. 8vo. 7x44, pp. 160, 1s. 6d. net M. H. GILL, Mar. '18",Dinnean,"P. S., Rev.",A Concise English-Irish dictionary for the use of schools,M. H. GILL,1s. 6d.,0.07500000000000001,8vo.,"Dinnean (P. S., Rev.)--A Concise English-Irish dictionary for the use of schools. Cr. 8vo. 7x44, pp. 160, Is. 6d. net M. H. GILL, Mar. '18","P. S., Rev. Dinnean","['Dinnean (P. S., Rev.)']",,Mar. '18,net
"Dinning (Hector)-By-ways on service : notes from an Australian journal. 75 X5, pp. 291, 6s, net .....CONSTABLE, May'18",Dinning,Hector,By-ways on service : notes from an Australian journal,CONSTABLE,6s.,0.3,,"Dinning (Hector)-By-ways on service : notes from an Australian journal. 75 X5, pp. 291, 6s, net .....CONSTABLE, May'18",Hector Dinning,['Dinning (Hector)'],,May'18,net
"Dinnis (Enid M.)-Mystics all. Cr. 8vo. 71 x 5, pp. 227, 4s, net .. SANDS, Nov. '18",Dinnis,Enid M.,Mystics all,SANDS,4s.,0.2,8vo.,"Dinnis (Enid M.)-Mystics all. Cr. 8vo. 71 x 5, pp. 227, 4s, net .. SANDS, Nov. '18",Enid M. Dinnis,['Dinnis (Enid M.)'],,Nov. '18,net
