entry,page_num,doc_page_num,main_entry
"Bannington (B. G.)-English public health administration. 81 X5, pp. 338, 78. 6d. net P. S. KING, Nov. 15",22,30,TRUE
"Bannister (L. C.)-A Slice of a woman's life. Cr. 8vo., 6s. DIGBY, L., July 15",22,30,TRUE
"Bantock, Granville, Anderton (H. O.) 25. 6d. net Apr. 15",22,30,FALSE
"Bantu, Northern, Roscoe (J.) 12s. 6d. net Nov. 15",22,30,FALSE
"Baptist handbook (The), 1915. 8vo., 38. net, bds., 25. 6d. net .... BAPTIST UNION, Jan, 15",22,30,TRUE
"Baptist movement in the Continent of Europe, Rushbrooke (J. H.) 28. 6d. net ....... June 15",22,30,FALSE
"Barbara goes to Oxford, Burke (B.) is. net July 15",22,30,FALSE
"Barbara in Brittany, Gillie (F. A.) is. 60. Oct. 15",22,30,FALSE
"Barbara Rebell, Lowndes (Mrs. B.) 7d. net Feb. 15",22,30,FALSE
"Barbara's marriages, Warren (M. R.) 6s. Apr. 15",22,30,FALSE
"Barbarians, The, Blyth (J.) 6s. June 15",22,30,FALSE
"Barbour (Henry)—Danforth plays the game. Cr. 8vo., 6s. APPLETON, Nov. 15",22,30,TRUE
"Barbour (Henry)—The Secret play. Cr. 8vo., 6s. APPLETON, Nov. 15",22,30,TRUE
"Barclay (Florence L.)-The Broken halo. Uniform ed. Cr. 8vo. 72 X 48, pp. 408, 5s. net PUTNAM, Dec. 15",22,30,TRUE
"Barclay (Florence L.)-The Following of the star : a romance. Uniform ed. Cr. 8vo. 7! X4*, pp. 434, 55. net.. ...... PUTNAM, Dec. 15",22,30,TRUE
"Barclay (Florence L.) In Hoc Vince : the story of a Red Cross flag. Cr. 8vo., pp. 20, bds. is. net .PUTNAM, Mar. 15",22,30,TRUE
"Barclay (Florence L.)-The Mistress of Shenstone. Uniform ed. Cr. 8vo. 74 X4, pp. 346, 5s. net PUTNAM, Dec. 15",22,30,TRUE
"Barclay (Florence L.)—The Rosary. Uniform ed. Cr. 8vo. 73 X 41, pp. 396, 5s. net PUTNAM, Dec, 15",22,30,TRUE
"Barclay (Florence L.)-Through the postern gate : a romance in seven days. Uniform ed. Cr. 8vo. 74 X 4*, pp. 278, 5s. net PUTNAM, Dec. 15",22,30,TRUE
"Barclay (Florence L.)-The Upas tree. Uniform ed. Cr. 8vo. 7! X48, pp. 246, 55. net PUTNAM, Dec. 15",22,30,TRUE
"Barclay (Florence L.)-The Wall of partition. Uniform ed. Cr. 8vo. 7X41, pp. 380, 5s. net PUTNAM, Dec. 15",22,30,TRUE
"Barclay (H. Clifford)-Lectures on elementary anatomy and physiology, incl. short sketches of biology, embryology, and comparative anatomy. 2nd ed. 8vo. 8fx54, pp. 290, 6s. net..... BAILLIÈRE, July 15",22,30,TRUE
"Barclay (Marguerite and Armiger)-Where there are women. Cr. 8vo. 71 X5, pp. 378, 6s. UNWIN, Mar. 15",22,30,TRUE
"Barclay of the Guides, Strang (H.) 3s. 6d. Dec. 15",22,30,FALSE
"Barcynska (Countess) ed.-—The Little mother who sits at home. Cr. 8vo. 71 x 41, pp. 182, 35. 60. net · JACK, Mar. 15",22,30,TRUE
"Bardoux (A.)--La Comtesse Pauline de Beau- mont. Cheap ed. 12mo., pp. 384, Is. NELSON, July 15",22,30,TRUE
"Bardsley (Cyril C. B.)—The Way of renewal. 8vo. 4d. net ..LONGMANS, Aug. 15",22,30,TRUE
"Bardsley (Cyril C. B.) and Rogers (T. Guy)- Studies in revival. With foreword by the Archbp. of Canterbury. 18mo., pp. 77, is, net; swd, 6d. net ..LONGMANS, Nov. 15",22,30,TRUE
"Baring-Gould (Sabine)-In the roar of the sea · a tale of the Cornish coast. Cheap ed. Fcap. 8vo., pp. 304, 7d. net METHUEN, July 15",22,30,TRUE
"Baring-Gould (Sabine)—Mehalah. 8vo. swd. 6d. COLLINS, May 15",22,30,TRUE
"Baring-Gould (Sabine) -Red spider. Cr. 8vo., pp. 294, is. net. (Khaki library) .. CHATTO, Jan. 15",22,30,TRUE
"Barker (E.)—The Submerged nationalities of the German Enpire. 8vo. 9 X 6, pp. 64, 8d. net (Clarendon Pr.) MILFORD, Apr. 15",22,30,TRUE
"Barker (Elsa) -War letters from the living dead With an intro. Cr. 8vo. 74 X5, PP. 324, 3s. 6d. net ..RIDER, Dec. 15",22,30,TRUE
"Barker (Ernest)---Mothers and sons in war time, and other pieces. Re-pr. from “ The Times."" 18mo, swd. is. net ...... HUMPHREYS, Sep. 15",22,30,TRUE
"Barker (Ernest)-Political thought in England from Herbert Spencer to the present day. 12m0., pp. 256, is. net (Home univ. lib.) WILLIAMS & N., Mar. 15",22,30,TRUE
"Barker (Sir George Digby)--Letters from Persia and India, 1857-1859: a subaltern's experiences in war. Edit. by Lady Barker. 8vo. 9 X51, pp. 208, 78. 6d. net ...BELL, Jan. 15",22,30,TRUE
"Barker (J. Ellis)—Modern Germany : her political and economic problems, &c. 5th and very greatly enlarged edit., completely rev. and brought up to January, 1915. 8vo. 81 x 5?, pp. 864, 75. 6d. net ... SMITH, E., Feb. 15",22,30,TRUE
"Barkla (C. G.) and Carse (G. A.)--Notes on practical physics for junior students. 8vo. 9 X5, pp. 130, 3s. 6d. net GURNEY & J., Feb. 15",22,30,TRUE
"Barnard (Charles Inman)-Paris war days : diary of an American. Illus. 8vo. 8} *5, pp. 238, IOS. 6d. net .T. W. LAURIE, Jan. 15",22,30,TRUE
"Barnard (H. Clive)-Asia in pictures. 4to., 10X71, pp. 64, is. 6d. ... BLACK, Feb. 15",22,30,TRUE
"Barnard (S.) and Child (J. M.)-Elements of geometry. Pts. 4 and 5. Cr. 8vo., is, 6d. MACMILLAN, June 15",22,30,TRUE
"Barnard (W. N.) see Hirshjeld (C. F.) and Barnard. Barnavaux, Mille (P.) 35. 6d. net ..... Sep. 15",22,30,FALSE
"Barnave, Life of, Bradby (E. D.) 18s. net May 15",22,30,FALSE
"Barnes (James) see k carton (C.) and Barnes. Barnes (Leonard S.)-Martin's Questions and answers upon anbulance work. IS. net Oct, 15",22,30,FALSE
"Barnett (A. Wilson)-The Blue taxi. Cr. 8vo. 78 X 5, pp. 320, 6s.... ... WARD, L., May 15",22,30,TRUE
man.,,,FALSE
Dec. 15,23,31,FALSE
Dec. 15,23,31,FALSE
"swd., a Oct. 15",23,31,FALSE
"Barnett (John)-The Rebel lady. Cr. 8vo. 73 x 5, pp. 352, 6s. .NISBET, Nov. 15",23,31,TRUE
"Barnett (John)-The Skipper of the is: a story of school life. Cr. 8vo. 71 X 5, pp. 256, 2s. 6d. BLACKIE, Oct, 15",23,31,TRUE
"Barnett (S. A. and Mrs.)--Practicable socialism. New ser. 8vo. 8 X 5}, pp. 353, 6s. net LONGMANS, Sep. 15",23,31,TRUE
"Barnett (T. Radcliffe)——The Makers of the kirk. 8vo. 81 X 51, pp. 328, 6s, net.. FOULIS, Nov. 15",23,31,TRUE
"Barnstaple, Cresswell (B. F.) 3d. net ..Aug. 15",23,31,FALSE
"Barnstaple ; North Devon. 64 x 4, pp. 24, 3d. net HOMELAND ASSN. Aug. 15",23,31,FALSE
"Baron (David)--The History of the ten“ lost tribes : Anglo-Israelism examined. Cr. 8vo. 7) X4, pp. 86, is. net .. MORGAN & S., Dec. 15",23,31,TRUE
"Baronetage, &c., Debrett's, 1916, 16s. 6d. net Baronetage, Roll of the, 1914. IS. 60. WYMAN, Jan. 15",23,31,TRUE
"Barr (Amelia E.)-The Winning of Lucia. Cr. 8vo. 7, X5, pp. 346, 6s.........APPLETON, May 15",23,31,TRUE
"Barr (Robert)-Lord Stranleigh abroad. I 2m0., 7d. net .WARD, L., June 15",23,31,TRUE
"Barr (Robert)-Lord Stranleigh abroad. Cr. 8vo. 71 X43, pp. 304, 2s. net ..WARD, L., Dec. 15",23,31,TRUE
"Barr (Robert)—An Unsentimental journey. 8vo. 6d. HODDER & S., Feb. 15",23,31,TRUE
"Barr (Robert)-A Woman in a thousand. Cheaper edit. Cr. 8vo. 71 x 5, pp. 316, 25. net HODDER & S., Mar. 15",23,31,TRUE
"Barrett (Dorothea)-Neither citizen nor free woman. Vol. 1. Cr. 8vo. 7! X 5, pp. 412, 3s. 6d. net ..(Brighton) TREACHER",23,31,TRUE
"Barrett (Frank)-His own law. 8vo., pp. 124, swd. 6d. .. WARD, L., Oct. 15",,,TRUE
"Barrett (Frank)-The Sin of Olga Zassoulich. Cr. 8vo., pp. 340, Is. net. (Khaki library) CHATTO, Jan. 15",23,31,TRUE
"Barrie (Sir J. M.)—Peter Pan and Wendy. Illus. by F. D. Bedford. (Authorised school edit.) 71 x 5, pp. 126, is. (Oxford elem. schoolbks.) MILFORD, A pr. 15",23,31,TRUE
"Barron (Clarence W.)-The Audacious War. Cr. 8vo. 7* X 51, pp. 208, 45. 6d. net CONSTABLE, May 15",23,31,TRUE
"Barry (F. R.)-Religion and the War. 18mo., pp. 107, bds., IS. net........ METHUEN, Nov. 15",23,31,TRUE
"Bartholomew (J. G.)-An Atlas of economic geography. With Intro. by L. W. Lyde. Deny 4to. Sixty-eight pages of letterpress and ninety-six pages of coloured maps, 5s. net. With Intro. interleaved, 6s, net CLARENDON PRESS, Jan. 15",23,31,TRUE
"Bartholomew (J. G.)-Australasian school atlas : physical, political, economic and historical, Compiled and ed., with an intro. to the Histori- cal section, by K. R. Cramp. 4to., pp. 84, 28. 6d. (Clarendon Pr.) MILFORD, June 15",23,31,TRUE
"Bartholomew's War map of Italy and the Balkan States. IS. net ....BARTHOLOMEW, June 15",23,31,TRUE
Bartimeus—Tall ship and other naval occasions. IS. net .Scp. 15,23,31,FALSE
"Bartlett (F. 0.)--The Web of the golden spider. Cheaper ed. Cr. 8vo. swd. is. net PALMER, May 15",23,31,TRUE
"Bartlett (John)-Familiar quotations : a collection of passages, phrases and proverbs. 10th edit., rev. and enlarged by Nathan H. Dole. 8vo. 8 X 51, pp. 1,474. 75. 6d. net MACMILLAN, Jan. 15",23,31,TRUE
"Bartlett (W. T.)-The World's crisis in the light of prophecy. 8vo., swd. is. net FOWLER, Nov. 15",23,31,TRUE
"Bartolus.-On the conflict of laws. Trans, into English by Joseph Henry Beale. Cr. 4to., 91x7), pp. 86, 4s. 6d. net MILFORD, June 15",23,31,TRUE
"Barton (A.)-The War : how it was made : who shall profit by it ? 20. (Keighley) RYDAL PR., Aug. 15",23,31,TRUE
"Barton (E. C.)-Hints to V.A.D. members in hospital. With foreword by Queen Amelie of Portugal and pref. by James Cantlie. 18mo., pp. 40, swd. 6d. net .MACMILLAN, Sep. 15",23,31,TRUE
"Barton, Clara, Life of, Epler (P. H.) 10s. 6d. net",ADDED,ADDED,FALSE
"Barton (Edwin H,)-An Introduction to the mechanics of fluids. 8vo, 87 51, pp. 265, 6s. net .LONGMANS, Oct. 15",23,31,TRUE
"Bashore (H. B.)-Overcrowding and defective housing in the rural districts. Cr. 8vo. 45. 6d. net CHAPMAN & H., June 15",23,31,TRUE
"Baskerville (Beatrice)-When summer comes again Cr. 8vo. 71 x 5, pp. 348, 6s. SIMPKIN, Oct. 15",23,31,TRUE
"Baskish verb in Leizarragas New Testament, Keys to, Dodgson (E. S.) 3os. net......Sep. 15",23,31,FALSE
"Bastin (Harold)-Insects: their life-histories and habits. Cheaper ed. 8vo. 9£ x 61, pp. 362, 3s. 6d. net ... JACK, Sep. 15",23,31,TRUE
"Batchelor (F. M. S.)--Mon premier livre de français. Illus. by E. A. Pike. Cr. 8vo. 7} x 51, pp. 182, 28. 6d. ; Phonetic trans. of Chapters 1-15, Is. 6d. ; Complete, 3s. 6d. (Clarendon Pr.) MILFORD, July 15",23,31,TRUE
"Bateman (H.)---The Mathematical analysis of electrical and optical wave-motion on the basis of Maxwell's equations. 8vo. pp. 168, 75. 6d. net ...CAMB. UNIV. PR. Mar. 15",23,31,FALSE
"Bateman (W. F. La Trobe)--Problems and issues of the spiritual life. Cr. 8vo. 7} X 4, pp. 108, IS. 6d. net . MOWBRAY, Feb. 15",23,31,TRUE
"Bates (A.)-Motor and carriage painting : a prac. manual. 74 X 4], pp. 158, 35. TRADE PAPERS PUB, Co., Nov. 15",23,31,FALSE
"Bates (F. S. Montague-) See Montague-Bates. Bateson (William) ed.-Pitman's Municipal of ce organisation and management. 4to. 10 X 74, pp. 504, 1-1thr., 255. net ...PITMAN, Apr, 15",23,31,TRUE
"Batey (John)---Steam boilers and combustion. Cr. 8vo. 71 X 4), pp. 220, 4s.net SCOTT, G., May 15",23,31,TRUE
"Bath and Bristol, Happerfield (L. A.) and Hutton (S.) 7s. 6d. net .Sep. 15",23,31,FALSE
"Bath and Wells (Bishop of) and others—Medita- tions on the most Holy Eucharist. 18mo. 54 X 31, pp. 52, is. net (Wells Bks.) Soc. SS. PETER & PAUL, Sep.15",23,31,TRUE
"Bath comedy, Castle (A. and E.) 7d. net Apr. 15",23,31,FALSE
"Batho (Edith C.)—The Art of history. 8vo., IS. net HODDER & S., Aug. 15",23,31,TRUE
"Battalion drill illus., Esson (C. C.) is. net Apr. 15",23,31,FALSE
"Battery drill for a four gun battery, R.F.A., Hdbk. on, Mason (R. C.) (Hunt) is. net. .Aug. 15",23,31,FALSE
"Battle, Gibson (W. W.) is. Battle, Macfall (H.) 6d. net Feb. 15",23,31,FALSE
"Battle glory of Canada, Tucker (A. B.) is. net July 15",23,31,FALSE
"Battle in the River Scamander and the Death of Hector, Homer (Pope) Iliad. Bks. 21 and 22. 6d. .. June 15",23,31,FALSE
"Battle of the Lord, Wilberforce (B.) 3s. net May 15",23,31,FALSE
"Battle of Ypres-Armentières : the dispatches of Sir John French and Major-General Paris. With intro. by H. W. C. Davis. 2 maps. Cr. 8vo., pp. 60, 6d. net. (Oxļord pamphicts) (Clarendon Press) MILFORD, Jan. 15",23,31,TRUE
"Battle of the world : verse, Weddell (G.) od. net ",ADDED,ADDED,FALSE
.Nov. 15,23,31,FALSE
Nov. 15,23,31,FALSE
.Dec. 15,24,32,FALSE
.Dec. 15,24,32,FALSE
.Dec. 15,24,32,FALSE
"Battle sketches, 1914-15, Hilditch (A. N.) 28. 6d. net... .Nov. 15",24,32,FALSE
"Battle song of the fleet at sea, Callaghan (S.) 6d. net ..Jan. 15",24,32,FALSE
"Battle songs for the Irish Brigades, Gwynn (S.) and Kettle (T. M.) 6d. net. .Aug. 15",24,32,FALSE
"Battles ashore and afloat, Lea (J.) Is. 6d. Oct. 15",24,32,FALSE
"Battles, Bible, Bell (L.) 35. 6d. net ....Dec. 15",24,32,FALSE
"Battles, Fifteen decisive, of the world, Creasy (Sir E. S.) 25. net.. .Dec. 15",24,32,FALSE
"Battles of English history, Glorious, Wylly (C. H.) 38. 6d, net Battles of history, Great, Colin (J.) 78. 6d. net Dec. 15",24,32,FALSE
"Battles of life, Philips (A.) 6s. .Mar. 15",24,32,FALSE
"Battles of the South Seas (The). No. 2, Cocos Islands, etc. Oblong 4to. swd. 7d. net YACHTING MONTHLY,"" Mar. 15",24,32,FALSE
"Baty (T.) ed.--Prize law and continuous voyage. 81 X 51, pp. 134, 4s. 60. STEVENS & H., June 15",24,32,TRUE
"Baty (T.) and Morgan (J. H.)-War: its conduct and legal results. 8vo. 81x51, pp. 606, 1os. 60. net .J. MURRAY, Feb. 15",24,32,TRUE
"Baudelaire, Charles, his life, &c., Gautier (T.) (Thorne) 1os. 6d. net.. ...... Sep. 15",24,32,FALSE
"Baverstock (A. H.)-The Supreme adventure ; or The Life of the theological virtues. 18mo, 64 x 43, pp. 144, Is. 6d. net COPE & F., Nov. 15",24,32,TRUE
"Baverstock (A. H.)-When should children be confirmed ? Cr. 8vo., 78 x 5, pp. 104, 25. net STOCK, Nov. 15",24,32,TRUE
"Bawr (Madame dę)--Michel Perrin. Ed. by J. L. Theodore Getz. 18mo., 8d. ..BLACKIE, Oct. 15",24,32,TRUE
"Bax (Ernest Belfort) German culture past and present. Cr. 8vo. 8 X 41, pp. 280, 45. 6d. net ALLEN & U., Apr. 15",24,32,TRUE
"Bayley (Stanhope)—Broken rays. 64 x 55, pp. 76, is. net (Vigo Cabinet ser.) E. MATHEWS, Apr. 15",24,32,TRUE
"Bayliss (William Maddock)—Principles of general physiology. Ryl. 8vo. 101 x 61, pp. 870, 218. net LONGMANS, Oct. 15",24,32,TRUE
"Bayne (Charles S.) ed.—My book of best fairy tales. Ryl. 8vo. 91 x 6], pp. 384, 6s. CASSELL, Sep. 15",24,32,TRUE
"Baynes (Hamilton, Bp.)-Two centuries of church life, 1715-1915: St. Philip's, Birmingham. Illus. 81 x 5), pp. 76, is. 6d. net (Birmingham) CORNISH, Nov. 15",24,32,TRUE
"Bayonet, &c., How to use, Cold steel. 6d. net Feb. 15",24,32,FALSE
"Bayonet fighting, Practical. 6d. net ....Sep. 15",24,32,FALSE
"Bazin (René)—The Children of Alsace. Pop. ed. Cr. 8vo., pp. 256, is, net..GREENING, Mar. 15",24,32,TRUE
"Bazin (René)—The Nun. Cheap ed. 18mo., pp. 256, 7d. net .NEWNES, Sep. 15",24,32,TRUE
"Be good to yourself, Marden (0. S.) 38. 6d. net Be of good cheer. Selected by J. E. and H. S. 18mo. 6 X 3), pp. 190, is. net ; Ithr. 25., 3s. net SIMPKIN, Oct. 15",24,32,TRUE
"Be of good courage, Byron (M.) 6d. net ..Oct. 15",24,32,FALSE
"Beach (Rex)—Heart of the sunset. 71 x 5, pp. 320, 6s..... HODDER & S., Nov. 15",24,32,TRUE
"Beach (Rex)—The Ne'er-do-well. Popular edit. Cr. 8vo., pp. 416, is. net HODDER & S., Feb. 15",24,32,TRUE
"Beacon, The, Phillpotts (E.) is, net ....Oct. 15",24,32,FALSE
"Beacon fires, Gerard (M.) 6s... .... Aug. 15",24,32,FALSE
"Beacon for the blind : life of Henry Fawcett, Holt (W.) 75. 6d. net .May 15",24,32,FALSE
"Beadle (Charles)--A Passionate pilgrimage. Cr. 8vo. 71 X 48, pp. 312, 6s. ..HEATH, C., Şep. 15",24,32,TRUE
"Bealby, Wells (H. G.) 6s. .. July 15",24,32,FALSE
"Beale (Anne)-Rose Mervyn : a tale of the Rebecca Riots. New ed. Cr. 8vo. 78*4, pp. 374, 28. 6d.... .FROWDE & H. & S., Oct. 15",24,32,TRUE
"Boale (Sir William Phipson)-An Amateur's intro. to crystallography (from“ Morphological observations ""). Diag. 8vo. 91x5, pp. 228, 45. 6d. net .LONGMANS, Apr. 15",24,32,TRUE
"Beale Family, Records of the. 8 pts. 845. net 15",24,32,FALSE
"Bean (C. E. W.)-Flagships three. Cheap ed. 84*5), pp. 339, 38. 6d.....RIVERS, Oct. 15",24,32,TRUE
"Beard (C. A.)-Economic origins of Jeffersonian democracy. 84x58, pp. 474, ios. 6d. net MACMILLAN, Nov. 15",24,32,TRUE
"Beard (Mary Ritter)-Woman's work in munici. palities. Cr. 8vo., 6s. net APPLETON, May 15",24,32,TRUE
"Beard (Patten)—The Jolly book of boxcraft. 8vo. 8} x6, pp. 204, 3s. 6d. net HARRAP, Aug. 15",24,32,TRUE
"Bearings, On taking: a simple treatise, Walsh (H. P.) is. net Beast in the jungle, James (H.) 28. 6d. net Nov. 15",24,32,FALSE
"Beastles and birdies. 55. (Dean's rag bks.) DEAN, Nov. 15",24,32,TRUE
"Beasts, Little talks about birds and, Strang (H.) IS. net Beating back, Jennings (A.) and Irwin (W.) 6s. Apr. 15",24,32,FALSE
"Beatrice, Haggard (Sir H. R.) 7d. net....May 15",24,32,FALSE
"Beattie (J. Martin)-Post-mortem methods. 8vo. 84 x 5), pp. 242, ios. 6d. net CAMB. UNIV. PR., July 15",24,32,TRUE
"Beatty (Anne)-A Troublesome trio. 74 X 5, pp. 248, 28. 6d. ..S.S.U., Dec. 15",24,32,TRUE
"Beatty (C.)--A Prac. guide to the death duties and to the preparation of death duty accounts. 5th ed., rev., and enlarged. 71x5, pp. 220, 43. net ....E. WILSON, Mar. 15",24,32,TRUE
"Beatty (K. J.)—Human leopards: an account of the trials of human leopards before the special commission court; with a note on Sierra Leone, past and present. Pref. by Sir William B. Griffith. 8vo. 9 x 51, pp. 156, 5s. net H. REES, Dec. 15",24,32,TRUE
"Beaumont (George) ed.-A Book of English poetry. Ryl. 8vo. 97x61, pp. 584, 38. 6d. net JACK, Sep. 15",24,32,TRUE
"Beaumont, La Comtesse Pauline de, Bardoux (A.) is. ... July 15",24,32,FALSE
"Beaumont (Roberts)-Woollen and worsted: the theory and technology of the manufacture of woollen, worsted and union yarns, and fabrics. Ryl. 8vo. 10 X6, pp. 676, 30s. net BELL, Mar. 15",24,32,TRUE
"Beautiful thing that has happened to our boys : messages in war time, Allan (C.) 25. 6d. net Dec. 15",24,32,FALSE
Feb. 15,24,32,FALSE
"Beauty, health and long life, Secrets of, Laynard (B.) is. net ..Sep. 15",24,32,FALSE
"Beavan (Arthur H.)- Animals I have known. Cheap ed. Cr. 8vo. 7 X 4), pp. 318, is, net UNWIN, Nov. 15",24,32,TRUE
"Beavan (Arthur H.)--Birds I have known. Cheap ed. Cr. 8vo. 7*4), pp. 256, is, net UNWIN, Nov. 15",24,32,TRUE
"Beavan (Arthur H.)—Fishes I have known. Cheap ed. Cr. 8vo. 7x44, pp. 280, Is. net UNWIN, Nov. 15",24,32,TRUE
"Beca (Colonel) --A Study of the development of infantry tactics. Trans. by Captain A. F. Custance. With pref. by Col. Hacket Pain. New ed. Cr. 8vo., 71 x 5, pp. 148, is. net ALLEN & U., Aug. 15",24,32,TRUE
"Because, Yardley (M.) 25. net .. June 15",24,32,FALSE
"Because of Phæbe, Horn (K.) 6s.. Because of these things, Bowen (M.) 6s...Oct. 15",24,32,FALSE
"Beck (Frank Ver)-The Little lost bear. Cr. 8vo., IS. net.... .FROWDE and H. & S., Sep. 15",24,32,TRUE
"Beck (James M.)-The Evidence in the case : an analysis of the diplomatic records submitted by England, Germany, Russia and Belgium. Cr. 8vo. 7 * X5, pp. 226, 2s. 6d. net PUTNAM, Jar. 15",24,32,TRUE
.Dec. 15,24,32,FALSE
78. 6d. Oct. 15,25,33,FALSE
58. net .Dec. 15,25,33,FALSE
"Beck (James M.)—The Evidence in the case : a discussion of the moral responsibility for the War of 1914, as disclosed by the diplomatic records of England, Germany, Russia, France and Belgium. Rev. ed. With intro. by Hon. Joseph H. Choate. Cr. 8vo., pp. 294, swd. is. net PUTNAM, July 15",25,33,TRUE
"Beckett (Samuel J.)--The Fjords and folk of Norway. 18mo. 61 x 4, pp. 324, 5s. net METHUEN, Oct. 15",25,33,TRUE
"Bed of roses, George (W.L.) 25. net.. ..Oct. 15",25,33,FALSE
Bedale (C. L.)-Sumerian tablets from Umma in the John Rylands Library. 58. net. . Nov. 15,25,33,FALSE
"Beddington (F. M.)—How to become a useful and efficient officer. 18mo., pp. 32, swd. 64. net F. GROOM, Od. 15",25,33,TRUE
"Beddoes (Thomas P.)—Prescriber's formulary and index of pharmacy adapted to the 1914 Pharma- copæia. 2nd edit. 32mo. Ithr. 25. 6d. net BAILLIERE, Feb. 15",25,33,TRUE
"Bedford (H. Louisa) -- The Siege of Mr. Johnson. Cr. 8vo. 71 x 5, pp. 160, Is. 6d. S.P.C.K., Oct. 15",25,33,TRUE
Bedford College for Women-Pyschological studies from P. Laboratory. 28. 6d. net ....Feb. 15,25,33,FALSE
"Bee-keeping, Phillips (E. F.) 8s. 6d. net..Oct. 15",25,33,FALSE
"Bee-keeping simplified, Herrod-Hempsall (w.) 6d. net ....Oct. 15",25,33,FALSE
"Boocher (P. A.)-Pulpit thenies. 2nd edit. Demy 8vo. 81 X54, pp. 586, 7s. 6d. net M. H. GILL, May 15",25,33,TRUE
"Beeny (H. Ada)-The Merry readers. Cr. 8vo. Bk. 1, 6d. ; Bk. 2, 7d. ; Bk. 3, 8d. JACK, Sep. 15",25,33,TRUE
"Bees, Bramble, and others, Fabre (J. H.) 6s, net Bees in amber, Oxenham (J.) 25. 6d, net ..Sep. 15",25,33,FALSE
"Beet (William Ernest)—The Transfiguration of Jesus. New ed. Cr. 8vo. 71 X 44, pp. 137, is. net (Lib. of theology): ..KELLY, July 15",25,33,TRUE
"Beetles of our countryside, Common, Sharp (W. E.) 28. 6d. Before, during and after 1914, Nystrom (A.) 7s, 6d. net .Dec. 15",25,33,FALSE
"Begbie (Harold)—The Cage. 8vo. swd. 6d. HODDER & S., Mar. 15",25,33,TRUE
"Begbie (Harold)—The Curious and _diverting adventures of Sir John Sparrow, Bart. ; or, The Progress of an open mind. 3rd and cheaper ed. Cr. 8vo. 74 x 5, PP. 340, 25. METHUEN, Oct. 15",25,33,TRUE
"Begbie (Harold) Millstone. Cr. 8vo. 75 x 41, pp. 320, 6s. ...CONSTABLE, June 15",25,33,TRUE
"Begbie (Harold)-On the side of the angels : a reply to Arthur Machen. Cr. 8vo. 64 x 41, pp. 126, swd, is. net ..HODDER & S., Sep.15",25,33,TRUE
"Begbie (Harold)—The Queen's net : true stories of women saved by the Queen's Work for Women Fund. Cr. 8vo. 7} X 5, pp. 310, 6s. HODDER & S., Oct. 15",25,33,TRUE
"Begbie (Harold)-Workshops of destruction. Cr. 8vo., pp. 124, swd. is. net ..NEWNES, Apr. 15",25,33,TRUE
"Beggars on horseback, Jesse (F. T.) 6s... Nov. 15",25,33,FALSE
"Beggs (S. T.)--The Selection of the recruit. Cr. 8vo., 28. 6d. net ....BAILLIÈRE, May 15",25,33,TRUE
"Beggs (S. T.)-Training in first-aid and nursing by question and answer. Cr. 8vo. 73 x 41, pp. 144, limp, Is. 6d. net SCIENTIFIC PR., Nov. 15",25,33,TRUE
"Behar, Land systems of Bengal and, Atul Chandra Guha. IOS. 6d. net ....May 15",25,33,FALSE
"Behind the prison bars in Germany : a detailed record of six months' experiences in German prisons and detention camps. By a British doctor who has just been released. Ct. 8vo., PP. 158, swd. is. ret ...NEWNES, May 15",25,33,TRUE
"Behind the scenes at the Front, Adam (G.) 6s. net June 15",25,33,FALSE
"Behind the scenes in the Terror, Fleischmann (H.) I 28. 6d. net ..Jan. 15",25,33,FALSE
"Behind the thicket, Henderson (W. E. B.) 6s. Mar.115 Belben (May)-Songs for children, and other verses. Cr. 8vo., 28. 6d. net E. MACDONALD, Jan. 15",25,33,TRUE
"Belfry, The, Baillie-Saunders (M.) is. net Aug. 15",25,33,FALSE
"Belgian art in exile : reproductions in colour of the works of Belgian artists. 12} X91. net; swd. 58. net; limited ed 20s. net “ COLOUR "" OFFICE, Dec. 15",25,33,TRUE
"Belgian campaign, Cæsar (Winbolt) is. 6d. Aug. 15",25,33,FALSE
"Belgian cook book, Luck (Mrs. B.) 25. 6d. net Sep. 15",25,33,FALSE
"Belgian democracy, Pirenne (H.) 45. 6d. net May 15",25,33,FALSE
"Belgian housekeeping in England, Clapham (M.) and Clarke (E. B.) 6d, net.. ..Jan. 15",25,33,FALSE
"Belgian literature, Contemporary, Bithell (J.) 78. 6d. net ..Oct. 15",25,33,FALSE
"Belgian playmates, More, Pollock (N.) is. 6d. net Nov. 15",25,33,FALSE
"Belgian poems, Cammaerts (E.) 45. 6d. net June 15",25,33,FALSE
"Belgian Refugees (Depart. Committee on)- Minutes of evidence. is. iod. WYMAN, Feb. 15",25,33,TRUE
"Belgium, Brangwyn (F.) 10s. 6d, net. .....Dec. 15",25,33,FALSE
"Belgium, Ensor (R. C. K.) is. net. ..Mar. 15",25,33,FALSE
"Belgium, Maclean (F.) 6d. net.. .Mar. 15",25,33,FALSE
"Belgium, Morris (J. E.) is. 6d, net ..May 15",25,33,FALSE
"Belgium, The Agony of, Fox (F.) 6s. net May 15",25,33,FALSE
"Belgium, Ancient interiors in, Sluyterman (K.) and Cornette (A. H.) 1055. net ..Dec. 15",25,33,FALSE
"Belgium and Germany: texts and documents. Foreword by Henri Davignon. X 81, pp. 132, 6d... . NELSON, Oct. 15",25,33,TRUE
