original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date,flagged,catalogue_year
"Arithmetic : a new view for the business man, teacher and student. 8vo. Is. net MACDONALD & E., Aug. 15",13,21,,,"Arithmetic : a new view for the business man, teacher and student.",8vo.,Is. net,E. MACDONALD,Aug. 15,False,1915
"Arkwright (G. E. P.)--Catalogue of music in the Library of Christ Church, Oxford. With pref. by T. B. Strong. Pt. 1, Works of ascertained authorships. 8vo. 87 x 53, pp. 140, 78. 6d. net MILFORD, Apr. 15",13,21,,Arkwright (G. E. P.),"Catalogue of music in the Library of Christ Church, Oxford. With pref. by T. B. Strong. Pt. 1, Works of ascertained authorships.",8vo.,"87 x 53, pp. 140, 78. 6d. net",MILFORD,Apr. 15,False,1915
"Arkwright (Ruth)—Brownikins and other fancies. Music by J. W. Wilson ; pictured by Charles Robinson. New. ed. Ryl. 8vo., swd., 25. 6d. net GARDNER, D., Nov. 15",13,21,,Arkwright (Ruth),Brownikins and other fancies. Music by J. W. Wilson ; pictured by Charles Robinson. New. ed.,Ryl. 8vo.,"swd., 25. 6d. net","GARDNER, D.",Nov. 15,False,1915
"Armitage (F. P.)-Chemistry: first stage. 8vo. ...LONGMANS, Sep. 15",13,21,,Armitage (F. P.),Chemistry: first stage.,8vo.,...,LONGMANS,Sep. 15,False,1915
"Armitage (H.)-Francis Chantrey, donkey boy and sculptor, 7} * 4), pp. 188, is. MILLS & B., Aug. 15",13,21,,Armitage (H.),"Francis Chantrey, donkey boy and sculptor,",,"7} * 4), pp. 188, is.",MILLS & B.,Aug. 15,False,1915
"Armstrong (H. F.)-Descriptive geometry for students in engineering science and archi- tecture. Ryl. 8vo. 8s. 6d. net CHAPMAN & H., Mar. 15",13,21,,Armstrong (H. F.),Descriptive geometry for students in engineering science and archi- tecture.,Ryl. 8vo.,8s. 6d. net,CHAPMAN & H.,Mar. 15,False,1915
"Armstrong (Margaret) and Thornbeer (J. J.). Field book of Western wild flowers Cr. 8vo., 78, 6d. net .... PUTNAM, Oct. 15",13,21,,Armstrong (Margaret) and Thornbeer (J. J.).,Field book of Western wild flowers,Cr. 8vo.,"78, 6d. net ....",PUTNAM,Oct. 15,False,1915
"WYMAN, Feb. 15",13,21,,,,,,WYMAN,Feb. 15,False,1915
"Army-Army orders (monthly) ea. 3d. WYMAN, Jan., &c., 15",13,21,,,Army-Army orders (monthly),,ea. 3d.,WYMAN,Jan. 15,False,1915
"Army-Army Service Corps : Training. Pt. 1, 1909, Repr., with amendments. 9d. WYMAN, June 15",13,21,,,"Army-Army Service Corps : Training. Pt. 1, 1909, Repr., with amendments.",,9d.,WYMAN,June 15,False,1915
"Army-Army Service Corps Training. Supplies, 1909. Repr. with new Appendix XII, 1914, Is. 3d. .. WYMAN, Feb. 15",13,21,,,"Army-Army Service Corps Training. Supplies, 1909. Repr. with new Appendix XII, 1914,",,Is. 3d. ..,WYMAN,Feb. 15,False,1915
"Army-Army Service Corps Training. Transport, 1911. Repr., with amend. to Apr., 1915. 9d. .. WYMAN, July 15",13,21,,,"Army-Army Service Corps Training. Transport, 1911. Repr., with amend. to Apr., 1915.",,9d. ..,WYMAN,July 15,False,1915
"Army-Artillery instruments, Hdbk. of, 1914: Addendum, 2d. ; Amendments, id. WYMAN, June 15",13,21,,,"Army-Artillery instruments, Hdbk. of, 1914: Addendum, 2d. ; Amendments, id.",,,WYMAN,June 15,False,1915
"Army-Artillery, Royal : Field training : exam- ples of ranging to supplement those given in Sec. 227. 2d. ... WYMAN, June 15",13,21,,,"Army-Artillery, Royal : Field training : exam- ples of ranging to supplement those given in Sec. 227.",,2d. ...,WYMAN,June 15,False,1915
"Army-Artillery, Royal : Training, Garrison. Vol. 2, Siege, 1911. Repr. with Amendmients, 1914. ed. WYMAN, Feb. 15",13,21,,,"Army-Artillery, Royal : Training, Garrison. Vol. 2, Siege, 1911. Repr. with Amendmients, 1914. ed.",,,WYMAN,Feb. 15,False,1915
"Army-Artillery, Royal. Training : Garrison. Vol 3, 1911. Repr. with Amendments, 1914, IS. WYMAN, Jan. 15",13,21,,,"Army-Artillery, Royal. Training : Garrison. Vol 3, 1911. Repr. with Amendments, 1914,",,IS.,WYMAN,Jan. 15,False,1915
"Army-Bayonet fighting : Instruction with service rifle and bayonet, 1915. id. WYMAN, Mar. 15",13,21,,,"Army-Bayonet fighting : Instruction with service rifle and bayonet, 1915.",,id.,WYMAN,Mar. 15,False,1915
"Army-Bicycles, Hdbk. military, 1911. Repr. with Amendments, 1914, id. WYMAN, Jan. 15",13,21,,,"Army-Bicycles, Hdbk. military, 1911. Repr. with Amendments, 1914, id.",,,WYMAN,Jan. 15,False,1915
"Army-British Empire Committee : Report of Military Court of Inquiry, itd. WYMAN, July 15",13,21,,,"Army-British Empire Committee : Report of Military Court of Inquiry, itd.",,,WYMAN,July 15,False,1915
"Army-Cavalry training, 1912. Repr. with amendments. .WYMAN, May 15",13,21,,,"Army-Cavalry training, 1912. Repr. with amendments.",,,WYMAN,May 15,False,1915
"Army-Clothing and necessaries (incl. materials), Priced vocabulary (provisional), is. WYMAN, Nov. 15",13,21,,,"Army-Clothing and necessaries (incl. materials), Priced vocabulary (provisional),",,is.,WYMAN,Nov. 15,False,1915
"Ifd. . WYMAN, Feb. 15",13,21,Ifd. .,,,,,WYMAN,Feb. 15,False,1915
"Army-Command, Western: Standing orders, 1910. Repr, with Amendments, 1915. 6d. WYMAN, Mar. 15",13,21,,,"Army-Command, Western: Standing orders, 1910. Repr, with Amendments, 1915.",,6d.,WYMAN,Mar. 15,False,1915
"Army-Cooking and dietary (Military), Manual of. Mobilization. 2d. WYMAN, June 15",13,21,,,"Army-Cooking and dietary (Military), Manual of. Mobilization.",,2d.,WYMAN,June 15,False,1915
"Army-Dependants of deceased sailors and soldiers : Scheme for allowances to. £d. WYMAN, Oct. 15",13,21,,,Army-Dependants of deceased sailors and soldiers : Scheme for allowances to.,,£d.,WYMAN,Oct. 15,False,1915
"Army-Drainage manual. Compiled for struction and maintenance of drainage works in connection with War Depart. buildings in U.K. or in similar climates. Rev. ed., 1907. Repr. 6s. WYMAN, Oct. 15",13,21,,,"Army-Drainage manual. Compiled for struction and maintenance of drainage works in connection with War Depart. buildings in U.K. or in similar climates. Rev. ed., 1907. Repr.",,6s.,WYMAN,Oct. 15,False,1915
"Army-Electric light apparatus (defence): In- structions for working. id. ..WYMAN, Oct. 15",14,22,,,Army-Electric light apparatus (defence): In- structions for working.,,id. ..,WYMAN,Oct. 15,False,1915
"Army-Electric lighting, Military. Vol. 2. 1909 Repr. w. amendments. Is. 6d. WYMAN, Oct. 15",14,22,,,"Army-Electric lighting, Military. Vol. 2. 1909 Repr. w. amendments.",,Is. 6d.,WYMAN,Oct. 15,False,1915
"Army-Electricity, Notes on, is. WYMAN, Oct. 15",14,22,,,"Army-Electricity, Notes on, is.",,,WYMAN,Oct. 15,False,1915
"Army-Engineer services regulations (Peace) Pt. 1, 1910. Repr. w. amendments to ist May, 1915, is.; Pt. 2, Technical treatises, 1911. Repr. w. amendments to ist May, 1915, 9d. WYMAN, Nov. 15",14,22,,,"Army-Engineer services regulations (Peace) Pt. 1, 1910. Repr. w. amendments to ist May, 1915, is.; Pt. 2, Technical treatises, 1911. Repr. w. amendments to ist May, 1915, 9d.",,,WYMAN,Nov. 15,False,1915
"Army-Engineer training, 1912. Repr. with Amendments, 1914, 6d....... WYMAN, Jan. 15",14,22,,,"Army-Engineer training, 1912. Repr. with Amendments, 1914,",,6d.......,WYMAN,Jan. 15,False,1915
"Army-Engineering, Military. Pt. 2, Attack and defence of fortresses, 1910. Repr., gd. WYMAN, Apr. 15",14,22,,,"Army-Engineering, Military. Pt. 2, Attack and defence of fortresses, 1910.",,"Repr., gd.",WYMAN,Apr. 15,False,1915
"Army-Engineering (Military)—Index to Pt. 3A, 1913: Military bridging : general principles and materials. id. . WYMAN, June 15",14,22,,,"Army-Engineering (Military)—Index to Pt. 3A, 1913: Military bridging : general principles and materials.",,id. .,WYMAN,June 15,False,1915
"Army-Engineering, Military, Pt. 3b, Military bridging : bridges, 1914, Is. 3d. WYMAN, Jan. 15",14,22,,,"Army-Engineering, Military, Pt. 3b, Military bridging : bridges, 1914, Is. 3d.",,,WYMAN,Jan. 15,False,1915
"Army Entrance regulations : Royal Military Academy, Woolwich ; R.M.A. Sandhurst : Admission to, during the period of the war (Provisional). Ea. id. . WYMAN, July 15",14,22,,,"Army Entrance regulations : Royal Military Academy, Woolwich ; R.M.A. Sandhurst : Admission to, during the period of the war (Provisional).",,Ea. id. .,WYMAN,July 15,False,1915
"Army-Equipment regulations. Pt. I, 1912. Repr, with Amendments to Aug. 31, 1914, IS. WYMAN, Jan. 15",14,22,,,"Army-Equipment regulations. Pt. I, 1912. Repr, with Amendments to Aug. 31, 1914, IS.",,,WYMAN,Jan. 15,False,1915
"Army-Equipment regulations. Pt. 2, Details : Sec. xib, Field artillery, Q.F. 18 pr. (Reg. Army) 1914, 9d. .. . WYMAN, Jan. 15",14,22,,,"Army-Equipment regulations. Pt. 2, Details : Sec. xib, Field artillery, Q.F. 18 pr. (Reg. Army) 1914, 9d.",,,WYMAN,Jan. 15,False,1915
"Army-Equipment regulations : Pt. 2, Sec. 11 (C), Field Artillery with Q.F. 4.5-inch howitzer (Regular Army), 1913. Repr. with amendments to Aug. 1, 1914. gd. . WYMAN, June 15",14,22,,,"Army-Equipment regulations : Pt. 2, Sec. 11 (C), Field Artillery with Q.F. 4.5-inch howitzer (Regular Army), 1913. Repr. with amendments to Aug. 1, 1914.",,gd. .,WYMAN,June 15,False,1915
"Army-Establishments, War : New Armies, 2d. WYMAN, Apr. 15",14,22,,,"Army-Establishments, War : New Armies, 2d.",,,WYMAN,Apr. 15,False,1915
"Army-Estimates of effective and non-effective services, 1915-16. Id. ... WYMAN, Feb. 15",14,22,,,"Army-Estimates of effective and non-effective services, 1915-16.",,Id. ...,WYMAN,Feb. 15,False,1915
"Army-Examination papers : Entrance, R.M. Academy, R.M. College. Nov.-Dec., 1914. IS. WYMAN, Feb. 15",14,22,,,"Army-Examination papers : Entrance, R.M. Academy, R.M. College. Nov.-Dec., 1914.",,IS.,WYMAN,Feb. 15,False,1915
"Army-Examination papers (Military) Entrance : R.M. Academy, R.M. College, Indian Army College ; Supp. First Appointments in the Royal Marines; Appointments in the India Police Force; Appointments in the Police Force of Ceylon ; Cadetships in the Royal Navy (special entry), June and July, 1915, IS. WYMAN, Nov. 15",14,22,,,"Army-Examination papers (Military) Entrance : R.M. Academy, R.M. College, Indian Army College ; Supp. First Appointments in the Royal Marines; Appointments in the India Police Force; Appointments in the Police Force of Ceylon ; Cadetships in the Royal Navy (special entry), June and July, 1915,",,IS.,WYMAN,Nov. 15,False,1915
"Army-Field almanac, id. ... WYMAN, Apr. 15",14,22,,,"Army-Field almanac, id.",,,WYMAN,Apr. 15,False,1915
"Army—Field service manual : Artillery Field Brigade Q.F. 18-pr. 3d. ..WYMAN, Nov. 15",14,22,,,Army—Field service manual : Artillery Field Brigade Q.F. 18-pr.,,3d. ..,WYMAN,Nov. 15,False,1915
"Army-Field service manuals. Engineers : bridging train. Expeditionary force, 3d. WYMAN, May 15",14,22,,,"Army-Field service manuals. Engineers : bridging train. Expeditionary force, 3d.",,,WYMAN,May 15,False,1915
"Army-Field service manuals. Engineers : Field company. Expeditionary Force. 3d. WYMAN, May 15",14,22,,,Army-Field service manuals. Engineers : Field company. Expeditionary Force.,,3d.,WYMAN,May 15,False,1915
"Army-Field service manuals. Signal service: divisional signal company. Expeditionary Force. 3d. . W'YMAN, May 15",14,22,,,Army-Field service manuals. Signal service: divisional signal company. Expeditionary Force.,,3d. .,WYMAN,May 15,False,1915
"Army-Field service pocket book, 1914, is. WYMAN, Jan. 15",14,22,,,"Army-Field service pocket book, 1914, is.",,,WYMAN,Jan. 15,False,1915
"Army-Field service regulations. Pt. 2, Organiza- tion and administration, 1909. Repr. with Amendments to Oct. 1914. Is. WYMAN, Feb. 15",14,22,,,"Army-Field service regulations. Pt. 2, Organiza- tion and administration, 1909. Repr. with Amendments to Oct. 1914.",,Is.,WYMAN,Feb. 15,False,1915
"Army-Field service regulations. Pt 2. Amend. Apr. 1915, id. . WYMAN, Apr. 15",14,22,,,"Army-Field service regulations. Pt 2. Amend. Apr. 1915, id.",,,WYMAN,Apr. 15,False,1915
"Army-Flying Corps, Royal. Training manual Pt. 1. Amendments, Jan. 1915. Id. WYMAN, Jan. 15",14,22,,,"Army-Flying Corps, Royal. Training manual Pt. 1. Amendments, Jan. 1915.",,Id.,WYMAN,Jan. 15,False,1915
"Army-Gun drill pamphlets : 18-pr. and 13-pr. Q.F. Amendments, . WYMAN, Apr. 15",14,22,,,"Army-Gun drill pamphlets : 18-pr. and 13-pr. Q.F. Amendments, .",,,WYMAN,Apr. 15,False,1915
"Army Guns, Drill for: 4.5-inch, Q.F. Howitzer, 1914. Amendments. dd. .. WYMAN, June 15",14,22,,,"Army Guns, Drill for: 4.5-inch, Q.F. Howitzer, 1914. Amendments.",,dd. ..,WYMAN,June 15,False,1915
"Army-Guns, Drill for : 6-inch B. L. Howitzer, 1912. Repr. with amendments to Dec.,1914. id. WYMAN, Feb. 15",14,22,,,"Army-Guns, Drill for : 6-inch B. L. Howitzer, 1912. Repr. with amendments to Dec.,1914.",,id.,WYMAN,Feb. 15,False,1915
"Army-Guns, Drill for : 12-inch B.L. Howitzer, Mark I (E.O.C.) Id. WYMAN, Oct. 15",14,22,,,"Army-Guns, Drill for : 12-inch B.L. Howitzer, Mark I (E.O.C.)",,Id.,WYMAN,Oct. 15,False,1915
"Army-Guns, Drill for : 15-pr. Q.F., id. WYMAN, Nov. 15",14,22,,,"Army-Guns, Drill for : 15-pr. Q.F., id.",,,WYMAN,Nov. 15,False,1915
"Army-Guns. Drill for 60-pr. B.L., 1912. Repr. with amendments. Id. WYMAN, May 15",14,22,,,"Army-Guns. Drill for 60-pr. B.L., 1912. Repr. with amendments.",,Id.,WYMAN,May 15,False,1915
"Army-Guns, Drills for : 15-pr. Q.F. 1912. Repr. with pub. amend., 1915; 5-inch B.L. Howitzer, 1915 ; 4.7-inch Q.F. (Heavy batteries), 1915, ea. id.... .WYMAN, July 15",14,22,,,"Army-Guns, Drills for : 15-pr. Q.F. 1912. Repr. with pub. amend., 1915; 5-inch B.L. Howitzer, 1915 ; 4.7-inch Q.F. (Heavy batteries), 1915, ea. id....",,,WYMAN,July 15,False,1915
"Army-Guns. Handbook for 6-inch B.L. 30-cwt. Howitzer. Marks I and I*, is. 6d. WYMAN, May 15",14,22,,,Army-Guns. Handbook for 6-inch B.L. 30-cwt. Howitzer. Marks I and I*,,is. 6d.,WYMAN,May 15,False,1915
"Army-Guns, Hdbks. for: .303-inch Vickers' Machine (magazine rifle chamber), tripod mounting, 1914. Amendments. id. WYMAN, June 15",14,22,,,"Army-Guns, Hdbks. for: .303-inch Vickers' Machine (magazine rifle chamber), tripod mounting, 1914. Amendments.",,id.,WYMAN,June 15,False,1915
"Army-Guns, Handbooks for : 5-inch B.L. Howitzer, 1915. IS......... . WYMAN, July 15",14,22,,,"Army-Guns, Handbooks for : 5-inch B.L. Howitzer, 1915.",,IS......... .,WYMAN,July 15,False,1915
"Army-Guns, Hdbks. for-15 pr. B.L. Marks II-IV (Field batteries) 1914, is. ; .303 inch Vickers machine (magazine rifle chamber) mounted on tripod mounting, Mark IV, 1914 WYMAN, Feb. 15",14,22,,,"Army-Guns, Hdbks. for-15 pr. B.L. Marks II-IV (Field batteries) 1914, is. ; .303 inch Vickers machine (magazine rifle chamber) mounted on tripod mounting, Mark IV, 1914",,,WYMAN,Feb. 15,False,1915
"Army-Guns, Hdbks. for : 18 pr. Q.F. Land service, 1913. Repr. with Amendments, 1914, IS. WYMAN, Jan. 15",14,22,,,"Army-Guns, Hdbks. for : 18 pr. Q.F. Land service, 1913. Repr. with Amendments, 1914, IS.",,,WYMAN,Jan. 15,False,1915
"Army-Guns, Handbooks for : 60-pr. B.L. (1913), Amendments, 2d. ; 13-pr. and 18-pr. Q.F., Amendments, id. ; .303-inch and .303-inch converted maxim machine guns (magazine rifle chamber), mounted on carriages, M.G., Infantry ; Carriages, parapet ; Cone and tripod mountings, 1911. Repr. w. amendments, 9d. WYMAN, Nov. 15",14,22,,,"Army-Guns, Handbooks for : 60-pr. B.L. (1913), Amendments, 2d. ; 13-pr. and 18-pr. Q.F., Amendments, id. ; .303-inch and .303-inch converted maxim machine guns (magazine rifle chamber), mounted on carriages, M.G., Infantry ; Carriages, parapet ; Cone and tripod mountings, 1911. Repr. w. amendments, 9d.",,,WYMAN,Nov. 15,False,1915
"Army—Guns (Machine) and small arms, .303-inch. Nomenclature of parts, stripping, assembling, action, jams, missfires, failures and inspection. Rev. ed. 30. WYMAN, June 15",14,22,,,"Army—Guns (Machine) and small arms, .303-inch. Nomenclature of parts, stripping, assembling, action, jams, missfires, failures and inspection. Rev. ed.",,30.,WYMAN,June 15,False,1915
"Army-Histories (short) of the Territorial Regiments of the British Army: Black Watch (Royal Highlanders) ; Duke of Cornwall's Light Infantry; King's Own (Royal Lancaster Regiment); Leicestershire Regiment; Prince of Wales's Own (West Yorkshire Regiment); Royal Warwickshire Regiment; Royal Welsh Fusiliers ; South Staffordshire Regiment ; Worcestershire Regiment. Rev. eds., ea. id. WYMAN, May 15",14,22,,,Army-Histories (short) of the Territorial Regiments of the British Army: Black Watch (Royal Highlanders) ; Duke of Cornwall's Light Infantry; King's Own (Royal Lancaster Regiment); Leicestershire Regiment; Prince of Wales's Own (West Yorkshire Regiment); Royal Warwickshire Regiment; Royal Welsh Fusiliers ; South Staffordshire Regiment ; Worcestershire Regiment.,,"Rev. eds., ea. id.",WYMAN,May 15,False,1915
"Army-Histories (Short) of the Territorial Regiments of the British army : East Surrey Regiment. Rev. ed. id. ; South Lancashire Regiment (Prince of Wales's Volunteers) Rev .WYMAN, Feb. 15",14,22,,,Army-Histories (Short) of the Territorial Regiments of the British army : East Surrey Regiment. Rev. ed. id. ; South Lancashire Regiment (Prince of Wales's Volunteers) Rev .,,,WYMAN,Feb. 15,False,1915
"Army-Histories (Short) of the Territorial Regiments of the British Army: The Loyal North Lancashire Regiment. Rev. ed; The Welsh Regiment. Rev. ed. Ea. id. WYMAN, Mar. 15",14,22,,,Army-Histories (Short) of the Territorial Regiments of the British Army: The Loyal North Lancashire Regiment. Rev. ed; The Welsh Regiment. Rev. ed.,,Ea. id.,WYMAN,Mar. 15,False,1915
"Army-Histories (Short) of the Territorial Regi- ments of the British army. The King's Own Scottish Bordertrs (Rev. ed.) Id. W'YMAN, Aug. 15",14,22,,,Army-Histories (Short) of the Territorial Regi- ments of the British army. The King's Own Scottish Bordertrs (Rev. ed.),,Id.,WYMAN,Aug. 15,False,1915
"Army-Histories (Short) of the Territorial Regiments of the British Army : The Queen's (Royal West Surrey Regiment) Rev. ed., id. WYMAN, Nov. 15",14,22,,,"Army-Histories (Short) of the Territorial Regiments of the British Army : The Queen's (Royal West Surrey Regiment) Rev. ed.,",,id.,WYMAN,Nov. 15,False,1915
"Army-India (Fast) Territorial Troops-Infantry privates : Comparison between pay, allowances and regular compulsory deductions at Home and in India. d. . WYMAN, June 15",14,22,,,"Army-India (Fast) Territorial Troops-Infantry privates : Comparison between pay, allowances and regular compulsory deductions at Home and in India.",,d. .,WYMAN,June 15,False,1915
"Army-Institutes, garrison and regimental : Rules for the management of, id. WYMAN, Nov.15",14,22,,,"Army-Institutes, garrison and regimental : Rules for the management of, id.",,,WYMAN,Nov. 15,False,1915
"Army- Magazines and care of war materiel : Regulations, 1913. Amendments, June, 1915. id. .WYMAN, June 15",14,22,,,"Army- Magazines and care of war materiel : Regulations, 1913. Amendments, June, 1915.",,id. .,WYMAN,June 15,False,1915
"Army-Map reading and field sketching, Manual of, 1912. Repr. with additions, 1914. Is. WYMAN, Feb. 15",15,23,,,"Army-Map reading and field sketching, Manual of, 1912. Repr. with additions, 1914.",,Is.,WYMAN,Feb. 15,False,1915
"Army-Map reading, Notes on, for use in Army schools. 1915. 3d. WYMAN, Feb. 15",15,23,,,"Army-Map reading, Notes on, for use in Army schools. 1915.",,3d.,WYMAN,Feb. 15,False,1915
"Army-Medical service, Army. Regulations, 1906. Repr. with Amendments to Sept. 30, 1914, 4d. WYMAN, Jan. 15",15,23,,,"Army-Medical service, Army. Regulations, 1906. Repr. with Amendments to Sept. 30, 1914,",,4d.,WYMAN,Jan. 15,False,1915
"Army-Military Savings Banks : Statement, 1913-14. fd... ... WYMAN, Mar. 15",15,23,,,"Army-Military Savings Banks : Statement, 1913-14.",,fd...,WYMAN,Mar. 15,False,1915
"2d. .WYMAN, Feb. 15",15,23,2d.,,,,,WYMAN,Feb. 15,False,1915
"Army-Mounted troops training: Divisional. (Provisional). id. WYMAN, June 15",15,23,,,Army-Mounted troops training: Divisional. (Provisional).,,id.,WYMAN,June 15,False,1915
"Army-Operations of large formations. Trans. from the Field service regulations of the French army, Oct. 28, 1913. 60. WYMAN, Jan. 15",15,23,,,"Army-Operations of large formations. Trans. from the Field service regulations of the French army, Oct. 28, 1913.",,60.,WYMAN,Jan. 15,False,1915
"Army-Ordnance Corps (Army): Standing orders, 1912. Repr, with amendments to June 30, 1914. 6d. WYMAN, J une 15",15,23,,,"Army-Ordnance Corps (Army): Standing orders, 1912. Repr, with amendments to June 30, 1914.",,6d.,WYMAN,June 15,False,1915
"Army-Ordnance factories : Annual accounts, 1913-14, Is. 1od. ; Appropriation account and statement of surpluses and deficits, 1913-14, ild. WYMAN, Feb. 15",15,23,,,"Army-Ordnance factories : Annual accounts, 1913-14, Is. 1od. ; Appropriation account and statement of surpluses and deficits, 1913-14, ild.",,,WYMAN,Feb. 15,False,1915
"Army-Ordnance factories : Estimate of charge, 1915-16, įd. ... WYMAN, May 15",15,23,,,"Army-Ordnance factories : Estimate of charge, 1915-16,",,įd. ...,WYMAN,May 15,False,1915
"Army-Ordnance factories : Statement of pro- posed expenditure, 1915-16. d. WYMAN, July 15",15,23,,,"Army-Ordnance factories : Statement of pro- posed expenditure, 1915-16.",,d.,WYMAN,July 15,False,1915
"Army-Ordnance services, Army. Regulations. Pt. 1, 1912. Repr. with Amendments to Oct. 1, 1914. 6d.... WYMAN, Jan. 15",15,23,,,"Army-Ordnance services, Army. Regulations. Pt. 1, 1912. Repr. with Amendments to Oct. 1, 1914.",,6d....,WYMAN,Jan. 15,False,1915
"Army-Ordnance Services. Army : Regulations. Pt.II, 1914. Amendments, June 1915, id. WYMAN, May 15",15,23,,,"Army-Ordnance Services. Army : Regulations. Pt.II, 1914. Amendments, June 1915, id.",,,WYMAN,May 15,False,1915
"Army-Ordnance services : Regulations. Pt. 1, 1912. Repr. w. amendments to ist July, 1915, 6d. .. WYMAN, Nov. 15",15,23,,,"Army-Ordnance services : Regulations. Pt. 1, 1912. Repr. w. amendments to ist July, 1915,",,6d. ..,WYMAN,Nov. 15,False,1915
"Army painting bk., British, Woolley (F. H.) is. net... Army-Pay, appointment, promotion and non- effective pay : Royal warrant. 1914. 6d. WYMAN, Feb. 15",15,23,"Army painting bk., British, Woolley (F. H.) is. net...",,"Army-Pay, appointment, promotion and non- effective pay : Royal warrant. 1914.",,6d.,WYMAN,Feb. 15,False,1915
"Army-Pay duties of officers commanding squadrons, batteries, companies, &c. Rev. for the period of the War, id. .. WYMAN, May 15",15,23,,,"Army-Pay duties of officers commanding squadrons, batteries, companies, &c. Rev. for the period of the War, id.",,,WYMAN,May 15,False,1915
"Army-Physical training manual, 1908. Amend- ments, Dec., 1914. Id... .WYMAN, Jan. 15",15,23,,,"Army-Physical training manual, 1908. Amend- ments, Dec., 1914.",,Id...,WYMAN,Jan. 15,False,1915
"Army-Physical training, Manual of. 1908. Repr. with amendments to Dec. 1914. gd. WYMAN, Feb. 15",15,23,,,"Army-Physical training, Manual of. 1908. Repr. with amendments to Dec. 1914.",,gd.,WYMAN,Feb. 15,False,1915
"Army-Postal services, Manual of (War), 1913. Repr. with amend., 3d. ..WYMAN, Aug. 15",15,23,,,"Army-Postal services, Manual of (War), 1913.",,"Repr. with amend., 3d. ..",WYMAN,Aug. 15,False,1915
"Army-Railway manual (War). 1911. Repr. with amendments. 1914. 6d..... WYMAN, Feb. 15",15,23,,,Army-Railway manual (War). 1911. Repr. with amendments. 1914.,,6d.....,WYMAN,Feb. 15,False,1915
"Army-Rangefinder (artillery): Training of range- takers, Instrs, for, May, 1915. id. WYMAN, June 15",15,23,,,"Army-Rangefinder (artillery): Training of range- takers, Instrs, for, May, 1915.",,id.,WYMAN,June 15,False,1915
"Army-Range-finder hdbks.-Infantry No. 2. (Barr and Stroud) : Addendum, id. WYMAN, May 15",15,23,,,"Army-Range-finder hdbks.-Infantry No. 2. (Barr and Stroud) : Addendum, id.",,,WYMAN,May 15,False,1915
"Army-Range-finding (Coast Defence), Manual of. Pt. 1, Addendum : self-contained-base instru- ments, id. .WYMAN, Aug. 15",15,23,,,"Army-Range-finding (Coast Defence), Manual of. Pt. 1, Addendum : self-contained-base instru- ments, id.",,,WYMAN,Aug. 15,False,1915
"Army-Salisbury Plain : Standing orders, 1913. Repr. with amendments. 3d. WYMAN, June 15",15,23,,,"Army-Salisbury Plain : Standing orders, 1913. Repr. with amendments.",,3d.,WYMAN,June 15,False,1915
"Army-Signalling training manual. Pt. Appendix 2, Telegraph cable drill. 2d. WYMAN, Jan. 15",15,23,,,"Army-Signalling training manual. Pt. Appendix 2, Telegraph cable drill.",,2d.,WYMAN,Jan. 15,False,1915
"Army-Signalling training manual, 1907. Repr. with Amendments, 1911; Pt. 2, 1914. Amend- ments, Apr. 1915, id. WYMAN, Apr. 15",15,23,,,"Army-Signalling training manual, 1907. Repr. with Amendments, 1911; Pt. 2, 1914.",,"Amend- ments, Apr. 1915, id.",WYMAN,Apr. 15,False,1915
"Army-Signalling training manual. Pt. 2, Appen. 3, Telephone equipment, artillery batteries and infantry battalions, April, 1915. id. WYMAN, June 15",15,23,,,"Army-Signalling training manual. Pt. 2, Appen. 3, Telephone equipment, artillery batteries and infantry battalions, April, 1915.",,id.,WYMAN,June 15,False,1915
"Army-Supply, transport, and barrack Services, Regulations. 6d. WYMAN, Oct. 15",15,23,,,"Army-Supply, transport, and barrack Services, Regulations.",,6d.,WYMAN,Oct. 15,False,1915
"Army-Telegraphy and telephony, Army : In- struction in. Vol. 1, Instruments. 1908. Repr, with corrections. 1914. Is. 6d. WYMAN, Feb. 15",15,23,,,"Army-Telegraphy and telephony, Army : In- struction in. Vol. 1, Instruments. 1908. Repr, with corrections. 1914.",,Is. 6d.,WYMAN,Feb. 15,False,1915
"Army - Telegraphy and telephony, Army. In struction in. Vol. 2, Lines, 1909. Repr. with corrections, 1914, Is..... WYMAN, Jan, 15",15,23,,,"Army - Telegraphy and telephony, Army. In struction in. Vol. 2, Lines, 1909. Repr. with corrections, 1914, Is.",,,WYMAN,Jan. 15,False,1915
"Army-Territorial Force : Cadet list, 1915, 6d. WYMAN, Aug. 15",15,23,,,"Army-Territorial Force : Cadet list, 1915, 6d.",,,WYMAN,Aug. 15,False,1915
"Army-Territorial Force. Cadet, units in the British Isles, Regulations governing the forma- tion, organization and administration of, 1914. Repr. with Amendments to Dec. 1, 1914. id. WYMAN, Jan. 15",15,23,,,"Army-Territorial Force. Cadet, units in the British Isles, Regulations governing the forma- tion, organization and administration of, 1914. Repr. with Amendments to Dec. 1, 1914.",,id.,WYMAN,Jan. 15,False,1915
"Army-Territorial Force County Associations, Financial position of, Mar., 1914, itd. WYMAN, May 15",15,23,,,"Army-Territorial Force County Associations, Financial position of, Mar., 1914, itd.",,,WYMAN,May 15,False,1915
