original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date,flagged,catalogue_year
"Houser (Lionel)-The Three levers of the new world : competence, probity, altruism. Trans. from the French by Nora Bickley. 77 x 43, pp. 125, 25. 60. THEOSOPHICAL PUBG. HSE., Jan. '20",139,147,,Houser (Lionel),"The Three levers of the new world : competence, probity, altruism. Trans. from the French by Nora Bickley.",,"77 x 43, pp. 125, 25. 60.",THEOSOPHICAL PUBG. HOUSE,Jan. 20,False,1920
"Housing. See also Health (Ministry of). Housman (A. E.)-A Shropshire lad. Illus. by William Hyde. New ed. 8vo. 81% 58, pp. 126, 75. 6d. net. RICHARDS, May'20",140,148,Housing. See also Health (Ministry of).,Housman (A. E.),A Shropshire lad. Illus. by William Hyde. New ed.,8vo.,"81% 58, pp. 126, 75. 6d. net.",RICHARDS,May 20,False,1920
"Houston (George) -Burns country : water- colours. 8vo. 9 x 63, 2s. 6d. net BLACK, July '20",140,148,,Houston (George),Burns country : water- colours.,8vo.,"9 x 63, 2s. 6d. net",BLACK,July 20,False,1920
"Houston (James)-Working of the world. Cr. uses. Svo. swă. gd. (How and we starting range: 20 | How to prove a will, and to take out letters of administration in England, and confirmation of executors in Scotland. By an old Will Maker. 18mo. 54 X 41, pp. 52, is. net (ALFRED HINDE), SIMPKIN, Sep.'20",140,148,,Houston (James),Working of the world.,Cr. uses. Svo.,"swă. gd. (How and we starting range: 20 | How to prove a will, and to take out letters of administration in England, and confirmation of executors in Scotland. By an old Will Maker.","(ALFRED HINDE), SIMPKIN",Sep. 20,False,1920
"How to win at Royal Auction Bridge. By ""Cut Cavendish."" With a chapter on Contract Bridge, by George Dilnot. Cr. 8vo. 71x5, pp. 265, 6s. net ....F. W. LAURIE, May '20",140,148,,,"How to win at Royal Auction Bridge. By ""Cut Cavendish."" With a chapter on Contract Bridge, by George Dilnot.",Cr. 8vo.,"71x5, pp. 265, 6s. net ....",T. W. LAURIE,May 20,False,1920
"Howard (Alexander L.)-A Manual of the timbers of the world : their characteristics and 8vo. 87 X 6, pp. 462, 30s. net MACMILLAN, Jvly'20",140,148,,Howard (Alexander L.),A Manual of the timbers of the world : their characteristics and,8vo.,"87 X 6, pp. 462, 30s. net",MACMILLAN,Jvly'20,False,1920
"Howard (B. A.) and Bingham (J. A.)--A School geometry. Cr. 8vo. 75 X 5, pp. 402, 55. 6d. net UNIV. OF LONDON PRESS, Sep. '20",140,148,,Howard (B. A.) and Bingham (J. A.),A School geometry.,Cr. 8vo.,"75 X 5, pp. 402, 55. 6d. net",UNIV. OF LONDON PR.,Sep. 20,False,1920
"Howard (F. Morton)-Happy rascals. Cr. Svo. 7*X5, pp. 221, 6s. net ....METHUEN, Aug. 20",140,148,,Howard (F. Morton),Happy rascals.,Cr. Svo.,"7*X5, pp. 221, 6s. net ....",METHUEN,Aug. 20,False,1920
"Howard (F. Morton)-The Unfortunate lover. Cheap ed. Cr. swd. 77 x 41, pp. 160, Is. 6d. net HOLDEN & H., July '20",140,148,,Howard (F. Morton),The Unfortunate lover. Cheap ed.,Cr. swd.,"77 x 41, pp. 160, Is. 6d. net",HOLDEN & H.,July 20,False,1920
"Howard (H. Eliot) Territory in bird life. Illus. by G. E. Lodge and H. Grönvold. 8vo. 83 x 5), pp. 321, 21s. net. . MURRAY, Nov. '20",140,148,,Howard (H. Eliot),Territory in bird life. Illus. by G. E. Lodge and H. Grönvold.,8vo.,"83 x 5), pp. 321, 21s. net. .",MURRAY,Nov. 20,False,1920
"Howard (Kathleen)-Confessions of an opera singer. 8vo. 81* 5), pp. 273, 75. 6d. net K. PAUL, Feb.'20",140,148,,Howard (Kathleen),Confessions of an opera singer.,8vo.,"81* 5), pp. 273, 75. 6d. net",K. PAUL,Feb. 20,False,1920
"Howard (Keble)—The Cheerful knave. New ed. 18mo. 6*X 41, pp. 181, 3s. net S. PAUL, July ’20",140,148,,Howard (Keble),The Cheerful knave. New ed.,18mo.,"6*X 41, pp. 181, 3s. net",S. PAUL,July 20,False,1920
"Howard (Keble)Puck and Mr. Purley (among other post-war tims). Cr. 8vo. 71 5, pp. 320, 8s. 6d. SKEFFINGTON, June 20",140,148,,Howard (Keble),Puck and Mr. Purley (among other post-war tims).,Cr. 8vo.,"71 5, pp. 320, 8s. 6d.",SKEFFINGTON,June 20,False,1920
"Howard (Mabel)—An Irish home. Cr. 8vo. 71 x 5, pp. 94, 25. 6d. net ..LONGMANS, May'20",140,148,,Howard (Mabel),An Irish home.,Cr. 8vo.,"71 x 5, pp. 94, 25. 6d. net ..",LONGMANS,May 20,False,1920
"Howard (Russell)-The Practice of surgery. 2nd ed. 2nd impr. Ryl. 8vo. 97 x6, pp. 1251, ...E. ARNOLD, June '20",140,148,,Howard (Russell),The Practice of surgery. 2nd ed. 2nd impr.,Ryl. 8vo.,"97 x6, pp. 1251, ...",E. ARNOLD,June 20,False,1920
"Howard (Russell) -Surgical nursing and the principles of surgery for nurses. 4th ed. Cr. 8vo. 7} x5, pp. 336, 75. 60. net E. ARNOLD, Sep. '20",140,148,,Howard (Russell),Surgical nursing and the principles of surgery for nurses. 4th ed.,Cr. 8vo.,"7} x5, pp. 336, 75. 60. net",E. ARNOLD,Sep. 20,False,1920
"Howden-Smith (A. D.)-Claymore. Ch. ed. Cr. 8vo. 28. net......SKEFFINGTON, Oct. '20",140,148,,Howden-Smith (A. D.),Claymore. Ch. ed.,Cr. 8vo.,28. net......,SKEFFINGTON,Oct. 20,False,1920
"Howe (C. B./ Mechanical drafting manual. 2 pts. swd. ea. 2s. 9d. net (in i vol.), swd. 55. 6d. net (Wiley) CHAPMAN & H., June '20",140,148,,Howe (C. B./,Mechanical drafting manual.,,"2 pts. swd. ea. 2s. 9d. net (in i vol.), swd. 55. 6d. net",(WILEY) CHAPMAN & H.,June 20,False,1920
"Howe (Frank W.)-Many moods : a collection of poems. 71* 41, pp. 55, is. 9d. net (Amersham) MORLAND, Jan. '20",140,148,,Howe (Frank W.),Many moods : a collection of poems.,,"71* 41, pp. 55, is. 9d. net (Amersham)",MORLAND,Jan. 20,False,1920
"Howe (J. Allen)-Stones and quarries. Cr. 8vo. 71 x 44, pp 148, 35 net (Pitman's Common commodities and industries) ..PITMAN, Sep. '20",140,148,,Howe (J. Allen),Stones and quarries.,Cr. 8vo.,"71 x 44, pp 148, 35 net (Pitman's Common commodities and industries)",PITMAN,Sep. 20,False,1920
"Howe (M. A. de Wolfe)-Memoirs of the Harvard dead in the War against Germany. Vol. 1, 8vo. 125. 6d. net..... ..MILFORD, Oct. '20",140,148,,Howe (M. A. de Wolfe),"Memoirs of the Harvard dead in the War against Germany. Vol. 1,",8vo.,125. 6d. net..... ..,MILFORD,Oct. 20,False,1920
"Howe (Sonia E.)-Real Russians. Illus. Ch. ed. Cr. 8vo. 7* *4*, pp. 240, 2s. gd, net LOW, Nov. '20",140,148,,Howe (Sonia E.),Real Russians. Illus. Ch. ed.,Cr. 8vo.,"7* *4*, pp. 240, 2s. gd, net",LOW,Nov. 20,False,1920
"Howells (William Dean)—The Vacation of the Kelwyns : an idyl of the middle Eighteen- Seventies. 8vo. 81 X5, pp. 257, 75. 6d. net HARPER, Dec, '20",140,148,,Howells (William Dean),The Vacation of the Kelwyns : an idyl of the middle Eighteen- Seventies.,8vo.,"81 X5, pp. 257, 75. 6d. net",HARPER,Dec. 20,False,1920
"Howes (Edith)-Maoriland fairy tales. 8vo. 87 X 6, pp. 237, 6s. net WARD, LOCK, Sep. '20",140,148,,Howes (Edith),Maoriland fairy tales.,8vo.,"87 X 6, pp. 237, 6s. net","WARD, LOCK",Sep. 20,False,1920
"Howley (John)-Psychology and mystical ex- periences. 8vo. 9 X5, pp. 275, 1os. 6d. net K. PAUL, Dec. '20",140,148,,Howley (John),Psychology and mystical ex- periences.,8vo.,"9 X5, pp. 275, 1os. 6d. net",K. PAUL,Dec. 20,False,1920
"Howson (G. W. S.)-Sermons by a lay head- master : preached at Gresham's School, 1900- 1918. Illus. Cr. 8vo. 73 x5, pp. 155, 6s. net LONGMANS, Oct. '20",140,148,,Howson (G. W. S.),"Sermons by a lay head- master : preached at Gresham's School, 1900- 1918. Illus.",Cr. 8vo.,"73 x5, pp. 155, 6s. net",LONGMANS,Oct. 20,False,1920
"Hoyland (John S.)-Christ and national recon. struction : a Bible study text-book. 74 x 57, pp. 156, is. gd. ..FRIENDS' BOOKSHOP, June '20",140,148,,Hoyland (John S.),Christ and national recon. struction : a Bible study text-book.,,"74 x 57, pp. 156, is. gd. ..",FRIENDS' BOOKSHOP,June 20,False,1920
"Houston (Mary G.) and Hornblower (Florence S.) -Ancient Egyptian, Assyrian and Persian costumes and decorations. Ryi. 8vo. 95 X7, pp. 89, Ios. 6d. net. ...BLACK, Nov. '20",140,148,,Houston (Mary G.) and Hornblower (Florence S.),"Ancient Egyptian, Assyrian and Persian costumes and decorations.",Ryi. 8vo.,"95 X7, pp. 89, Ios. 6d. net. ...",BLACK,Nov. 20,False,1920
"Hovgaard (William)-General design of warships. Ryl. 8vo. 10} X7, pp. 314, 328. net SPON, Nov. '20",140,148,,Hovgaard (William),General design of warships.,Ryl. 8vo.,"10} X7, pp. 314, 328. net",SPON,Nov. 20,False,1920
"Hovgaard (W.)Modern history of warships. Ryl. 8vo. 428. net .......SPON, July ’20",140,148,,Hovgaard (W.),Modern history of warships.,Ryl. 8vo.,428. net .......,SPON,July 20,False,1920
"Hovine (L.)-Journal d'une poupee Belge, 1914- '18. 8vo. swd. 3s. net......MILFORD, Sep. '20",140,148,,Hovine (L.),"Journal d'une poupee Belge, 1914- '18.",8vo. swd.,3s. net......,MILFORD,Sep. 20,False,1920
"How (John C. H., Rev.)-The Sung Eucharist : a commentary of the solemn celebration of the holy mysteries. 18mo. 64 x 41, pp. 77, 2s, net HEFFER, Mar.'20",140,148,,"How (John C. H., Rev.)",The Sung Eucharist : a commentary of the solemn celebration of the holy mysteries.,18mo.,"64 x 41, pp. 77, 2s, net",HEFFER,Mar. 20,False,1920
"How (Louis)-Nursery rhymes of New York City. 18mo. 67 x 41, pp. 71, 2s. 6d. net BLACKWELL, May'20",140,148,,How (Louis),Nursery rhymes of New York City.,18mo.,"67 x 41, pp. 71, 2s. 6d. net",BLACKWELL,May 20,False,1920
"How to be Healthy : a complete course of physical exercises, with instructions for dumb-bells, club-swinging and ju-jitsu. 18mo. 64 x 41, pp. 60, swd. 9d. net PEARSON, May'20",140,148,,,"How to be Healthy : a complete course of physical exercises, with instructions for dumb-bells, club-swinging and ju-jitsu.",18mo.,"64 x 41, pp. 60, swd. 9d. net",PEARSON,May 20,False,1920
"How to cook. By the Editor of the Model Cookery Book. 18mo. swd. 3d. net WARNE, Sep. '20",140,148,,,How to cook. By the Editor of the Model Cookery Book.,18mo.,swd. 3d. net,WARNE,Sep. 20,False,1920
"> of motoring. Written and illus. by the staff of “ The Motor."" 7th ed. Cr. 8vo. 71 X5, pp. 140, 35. 6d. net....TEMPLE PR., Nov. '20",140,148,of motoring.,,"Written and illus. by the staff of “ The Motor."" 7th ed.",Cr. 8vo.,"71 X5, pp. 140, 35. 6d. net....",TEMPLE PR.,Nov. 20,False,1920
"How to lay-out turret lathe tools. 2nd ed. 8vo. 6s. net .PITMAN, June' 20",140,148,,,How to lay-out turret lathe tools. 2nd ed.,8vo.,6s. net .,PITMAN,June 20,False,1920
"How to learn semaphore signalling. (Cards.) 32mo. 43x3), envelope 6d. (Boy scouts lib.) J. BROWN, Mar.'20",140,148,,,How to learn semaphore signalling.,32mo.,"(Cards.) 43x3), envelope 6d. (Boy scouts lib.)",J. BROWN,Mar. 20,False,1920
"How to make a fortune ; or, The Art of growing money. By One Who Has Grown It. 18mo. 63 x 44, pp. 108, 23. 6d. net MILLS & B., Sep. '20",140,148,,,"How to make a fortune ; or, The Art of growing money. By One Who Has Grown It.",18mo.,"63 x 44, pp. 108, 23. 6d. net",MILLS & B.,Sep. 20,False,1920
"Hoyle’s Games modernised. Ed. by Professor Hoffmann. With chapters on auction and “Lilly"" bridge (1913) and 3 other new games by Ernest Bergholt ; and with new chapters on roulette and trenté et quarante by Captain Browning. New ed. Cr. 8vo. 71 X 5, pp. 491, 35. 6d. net, 2s. net ... ROUTLEDGE, July '20",141,149,,,"Hoyle’s Games modernised. Ed. by Professor Hoffmann. With chapters on auction and “Lilly"" bridge (1913) and 3 other new games by Ernest Bergholt ; and with new chapters on roulette and trenté et quarante by Captain Browning. New ed.",Cr. 8vo.,"71 X 5, pp. 491, 35. 6d. net, 2s. net ...",ROUTLEDGE,July 20,False,1920
"Hsi (Pastor)—Songs. Trans. from the Chinese by Francesca French. Cr. 8vo. 71 X5, PP. 44, swd. IS, net .MORGAN & S., Od.'20",141,149,,Hsi (Pastor),Songs. Trans. from the Chinese by Francesca French.,Cr. 8vo.,"71 X5, PP. 44, swd. IS, net .",MORGAN & S.,Oct. 20,False,1920
"Hubbard (Charles L.-Ventilation handbook. 2nd ed. 8vo. 12s. net HODDER & S., June '20",141,149,,Hubbard (Charles L.),Ventilation handbook. 2nd ed.,8vo.,12s. net,HODDER & S.,June 20,False,1920
"Hubbard (E. Hesketh) ed.-On making and collecting etchings : a handbook for etchers, students and collectors. By members of the Print Society. Illus. Ryl. 8vo. 97 x6, pp. 183, 175. 6d. net (Print Soc.) MORLAND PR., Oct. '20",141,149,,Hubbard (E. Hesketh) ed.,"On making and collecting etchings : a handbook for etchers, students and collectors. By members of the Print Society. Illus.",Ryl. 8vo.,"97 x6, pp. 183, 175. 6d. net (Print Soc.)",MORLAND PR.,Oct. 20,False,1920
"Hubbard (Ernst)-The Utilisation of wood-waste. Trans. from the German of the 2nd rev, and enl. ed. 3rd Eng. rev, and enl. ed. by H. B. Stocks. Illus. Cr. 8vo. 77X5, pp. 248, 106. 6d. net ..SCOTT, GREENWOOD, Aug.'20",141,149,,Hubbard (Ernst),"The Utilisation of wood-waste. Trans. from the German of the 2nd rev, and enl. ed. 3rd Eng. rev, and enl. ed. by H. B. Stocks. Illus.",Cr. 8vo.,"77X5, pp. 248, 106. 6d. net ..","SCOTT, GREENWOOD",Aug. 20,False,1920
"Hubbard (G. E.)—The Day of the Crescent : glimpses of old Turkey. 8vo. 9X 51, pp. 251, .CAMB. UNIV. PR., May'20",141,149,,Hubbard (G. E.),The Day of the Crescent : glimpses of old Turkey.,8vo.,"9X 51, pp. 251, .",CAMB. UNIV. PR.,May 20,False,1920
"Hubbard (H. L., Rev.) Social prayer : studies in the Lord's Prayer as the prayer of social action the expression of social needs. Intro. Rev. Christopher Cheshire. Cr. 8vo. 7} * 5, pp. 96, 38. 6d. net SKEFFINGTON, July '20",141,149,,"Hubbard (H. L., Rev.)",Social prayer : studies in the Lord's Prayer as the prayer of social action the expression of social needs. Intro. Rev. Christopher Cheshire.,Cr. 8vo.,"7} * 5, pp. 96, 38. 6d. net",SKEFFINGTON,July 20,False,1920
"Hubbard (H. V.) and Kimball (T.)-Landscape architecture. Ryl. 8vo. swd. 6s. 6d. net MILFORD, Oct. '20",141,149,,Hubbard (H. V.) and Kimball (T.),Landscape architecture.,Ryl. 8vo.,swd. 6s. 6d. net,MILFORD,Oct. 20,False,1920
"Hubble (Edwin P.)-Photographic investigations of faint nebulæ. 4to. swd. 35. 6d. net (Yerkes Observatory) CAMB. UNIV. PR., Mar. ‘20",141,149,,Hubble (Edwin P.),Photographic investigations of faint nebulæ.,4to. swd.,35. 6d. net (Yerkes Observatory),CAMB. UNIV. PR.,Mar. 20,False,1920
"Hudson (R. G.)-Engineering electricity. Cr. 8vo. 135. 6d. net (Wiley) .. CHAPMAN & H., Dec. '20",141,149,,Hudson (R. G.),Engineering electricity.,Cr. 8vo.,135. 6d. net (Wiley) ..,CHAPMAN & H.,Dec. 20,False,1920
"Hudson (W. H.) Birds and man. New ed. 8vo. 83 x 54, pp. 306, 75. 6d. net DUCKWORTH, Mar.'20",141,149,,Hudson (W. H.),Birds and man. New ed.,8vo.,"83 x 54, pp. 306, 75. 6d. net",DUCKWORTH,Mar. 20,False,1920
"Hudson (W. H.)—Birds of La Plata. Illus. by H. Gronvold. 2 vols. Ryl. 8vo. 10 X7, pp. 260 ; 250, 378. 6d. net .DENT, Nov. '20",141,149,,Hudson (W. H.),Birds of La Plata. Illus. by H. Gronvold. 2 vols.,Ryl. 8vo.,"10 X7, pp. 260 ; 250, 378. 6d. net .",DENT,Nov. 20,False,1920
"Hudson (W. H.)-A Crystal age. 5th impr. Cr. 8vo. 71 X 5, pp. 324, 5s. net DUCKWORTH, Mar.'20",141,149,,Hudson (W. H.),A Crystal age. 5th impr.,Cr. 8vo.,"71 X 5, pp. 324, 5s. net",DUCKWORTH,Mar. 20,False,1920
"Hudson (W. H.)-El Ombu. Re-issue. Cr. 8vo. 71 X5, pp. 182, 5s, net. (Readers' lib.) DUCKWORTH, Aug. 20",141,149,,Hudson (W. H.),El Ombu. Re-issue.,Cr. 8vo.,"71 X5, pp. 182, 5s, net. (Readers' lib.)",DUCKWORTH,Aug. 20,False,1920
"Hudson (W. H.)-Green mansions : a romance of the Tropical forest. 5th impr. Cr. 8vo. 74 x 5, pp. 315, 5S. net . DUCKWORTH, Mar. '20",141,149,,Hudson (W. H.),Green mansions : a romance of the Tropical forest. 5th impr.,Cr. 8vo.,"74 x 5, pp. 315, 5S. net .",DUCKWORTH,Mar. 20,False,1920
"Hudson (W. H.)-A Little boy lost. Illus. by A. D. M'Cormick. Repr. 8vo. 8 X5}, pp. 201, DUCKWORTH, Sep. '20",141,149,,Hudson (W. H.),A Little boy lost. Illus. by A. D. M'Cormick. Repr.,8vo.,"8 X5}, pp. 201,",DUCKWORTH,Sep. 20,False,1920
"Hudson (W. H.)-The Purple land : Cr. 8vo. 71 x 5, pp. 363, 55. net .DUCKWORTH, Mar. 20",141,149,,Hudson (W. H.),The Purple land :,Cr. 8vo.,"71 x 5, pp. 363, 55. net .",DUCKWORTH,Mar. 20,False,1920
"Huebner (Grover G.)-Ocean' steamship traffic management. 8vo. 8*X54, pp. 288, 155. net APPLETON, Sep. '20",141,149,,Huebner (Grover G.),Ocean' steamship traffic management.,8vo.,"8*X54, pp. 288, 155. net",APPLETON,Sep. 20,False,1920
"Huoston (Ethel)—Leave it to Doris. Cr. 8vo. 74 X5, pp. 189, 8s. 6d. net. .METHUEN, Aug. '20",141,149,,Huoston (Ethel),Leave it to Doris.,Cr. 8vo.,"74 X5, pp. 189, 8s. 6d. net. .",METHUEN,Aug. 20,False,1920
"Hug (Mrs. L.) and Stead (R.)-Switzerland. New impr. Cr. 8vo. 75. 6d.net' (Story of nations ser.).. .UNWIN, Aug. '20",141,149,,Hug (Mrs. L.) and Stead (R.),Switzerland. New impr.,Cr. 8vo.,75. 6d.net' (Story of nations ser.)..,UNWIN,Aug. 20,False,1920
"Hugh Selwyn Manberley. (Poems.) By E. P. Ryl. 8vo. 10 X 61, pp. 28, 21s. net OVID. PR., June'20",141,149,,,Hugh Selwyn Manberley. (Poems.) By E. P.,Ryl. 8vo.,"10 X 61, pp. 28, 21s. net",OVID PR.,June 20,False,1920
"Huoffer (Ford Madox)-Ladies whose bright eyes : a romance. Cr. 8vo. 71 x 5, pp. 363, 35. 6d, net.. ...CONSTABLE, Feb. '20",141,149,,Huoffer (Ford Madox),Ladies whose bright eyes : a romance.,Cr. 8vo.,"71 x 5, pp. 363, 35. 6d, net.. ...",CONSTABLE,Feb. 20,False,1920
"Hughes (H. V., Rev.) ed.—The Canticles : from the plainsong Evening Psalter, with simple Fauxbourdons to Magnificat. 8vo. swd. 6d. FAITH PR., June '20",141,149,,"Hughes (H. V., Rev.) ed.","The Canticles : from the plainsong Evening Psalter, with simple Fauxbourdons to Magnificat.",8vo.,swd. 6d.,FAITH PR.,June 20,False,1920
"Hughes (H. V., Rev.)-The Choir missal : plain- song masses in modern notation : arranged to English words. Vol. 1, Nos. 1-6. 8vo. 2s. net FAITH PR., June '20",141,149,,"Hughes (H. V., Rev.)","The Choir missal : plain- song masses in modern notation : arranged to English words. Vol. 1, Nos. 1-6.",8vo.,2s. net,FAITH PR.,June 20,False,1920
"Hughes (H. V., Rev.) and Goldsmith (E. W.) eds. -Plainsong, evening psalter and canticles. 8vo. 81 x 5), pp. 168, 3s. net FAITH PR., June '20",141,149,,"Hughes (H. V., Rev.) and Goldsmith (E. W.)","eds. -Plainsong, evening psalter and canticles.",8vo.,"81 x 5), pp. 168, 3s. net",FAITH PR.,June 20,False,1920
"Hughes (Thomas)—Tom Brown's school days ; by an Old Boy. New ed. Cr. 8vo. 7! X 5, pp. 320, 29. 6d. net WARD, LOCK, June'20",141,149,,Hughes (Thomas),Tom Brown's school days ; by an Old Boy. New ed.,Cr. 8vo.,"7! X 5, pp. 320, 29. 6d. net","WARD, LOCK",June 20,False,1920
"Hughes (W. B., Rev.)-The Perfect gentleman : very plain talks to men. Cr. 8vo. 71 x 5, pp. 95, 3s, net . . SKEFFINGTON, Feb.'20",141,149,,"Hughes (W. B., Rev.)",The Perfect gentleman : very plain talks to men.,Cr. 8vo.,"71 x 5, pp. 95, 3s, net . .",SKEFFINGTON,Feb. 20,False,1920
"Hugo (Victor)-The Laughing man. 18mo. 61 x 41, pp. 573, Is. 6d. net, NELSON, Mar. '20",141,149,,Hugo (Victor),The Laughing man.,18mo.,"61 x 41, pp. 573, Is. 6d. net,",NELSON,Mar. 20,False,1920
"Hugo (Victor)-Les Misérables. 2 vols. 18mo. 64x4), pp. 642, 576, ea. Is. 6d. net NELSON, Feb.'20",141,149,,Hugo (Victor),Les Misérables. 2 vols.,18mo.,"64x4), pp. 642, 576, ea. Is. 6d. net",NELSON,Feb. 20,False,1920
"Hugo (Victor)-Notre-Dame. 18mo. 61 x 41, pp. 575, Is. 6d. net . NELSON, Feb. 20",141,149,,Hugo (Victor),Notre-Dame.,18mo.,"61 x 41, pp. 575, Is. 6d. net .",NELSON,Feb. 20,False,1920
"Hume (Fergus)— The Bishop's secret. New ed. 8vo. 81 X54, pp. 124, swd. is, net J. LONG, Sep. '20",141,149,,Hume (Fergus),The Bishop's secret. New ed.,8vo.,"81 X54, pp. 124, swd. is, net",J. LONG,Sep. 20,False,1920
"Hume (Fergus)—The Dark avenue. Cr. 8vo. 71 X5, pp. 315, 78. net ... WARD, LOCK, Aug.'20",141,149,,Hume (Fergus),The Dark avenue.,Cr. 8vo.,"71 X5, pp. 315, 78. net ...","WARD, LOCK",Aug. 20,False,1920
"Hume (Fergus)—The Devil's ace. Ch. ed. Cr. 8vo. 7x44, pp. 255, 2s, net ..EVERETT, Aug. '20",141,149,,Hume (Fergus),The Devil's ace. Ch. ed.,Cr. 8vo.,"7x44, pp. 255, 2s, net ..",EVERETT,Aug. 20,False,1920
"Hume (Fergus) --The Golden Wang-ho: a sensa. tional story. New ed. 8vo. 8} *5#, pp. 126, swd. is, net ...J. LONG, Nov. '20",141,149,,Hume (Fergus),The Golden Wang-ho: a sensa. tional story. New ed.,8vo.,"8} *5#, pp. 126, swd. is, net ...",J. LONG,Nov. 20,False,1920
"Hume (Fergus)—The Mystery of a hansom cab. 8vo. 8}x5, pp. 122, swd. gd. net PEARSON, May'20",141,149,,Hume (Fergus),The Mystery of a hansom cab.,8vo.,"8}x5, pp. 122, swd. gd. net",PEARSON,May 20,False,1920
"Hume (Fergus) —The Other person. Cr. 8vo. 7} x 5, pp. 311, 78. net ...WHITE, May'20",141,149,,Hume (Fergus),The Other person.,Cr. 8vo.,"7} x 5, pp. 311, 78. net ...",WHITE,May 20,False,1920
"Hume (Fergus)-The Singing head. Cr. 8vo. 74 x 5, pp. 320, 75. 6d. net ......HURST & B., Mar.'20",141,149,,Hume (Fergus),The Singing head.,Cr. 8vo.,"74 x 5, pp. 320, 75. 6d. net ......HURST & B.",,Mar. 20,False,1920
"Hume (Fergus) -The Woman who held on. Cr. 8vo. 73 x 5), pp. 319, 6s. net WARD, LOCK, May'20",142,150,,Hume (Fergus),The Woman who held on.,Cr. 8vo.,"73 x 5), pp. 319, 6s. net","WARD, LOCK",May 20,False,1920
"Humphreys (Arthur James)--Christian morals. Cr. 8vo. 74 X 5, pp. 127, 4s. net S.P.C.K., Sep. '20",142,150,,Humphreys (Arthur James),Christian morals.,Cr. 8vo.,"74 X 5, pp. 127, 4s. net",S.P.C.K.,Sep. 20,False,1920
"Humphreys (Rachel)—Travels East of Suez. 8vo. 9X54, pp. 223, 78. 6d. net HEATH, CRANTON, Oct. '20",142,150,,Humphreys (Rachel),Travels East of Suez.,8vo.,"9X54, pp. 223, 78. 6d. net","HEATH, CRANTON",Oct. 20,False,1920
"100 best investments (The): quarterly supple- ment. With special article, A Sound invest. ment policy.” Feb., 1920. 8vo. 81 x 5, pp. 80, swd. 6d. net BRIT., FOR. & COLONIAL CORPORATION, Feb.'20",142,150,,,"100 best investments (The): quarterly supple- ment. With special article, A Sound invest. ment policy.”",8vo.,"81 x 5, pp. 80, swd. 6d. net","BRIT., FOR. & COLONIAL CORPORATION",Feb. 20,False,1920
"100 best investments : quarterly supplement, May, 1920, with “'Hedging against bad times."" 8vo. 81 x 54, pp. 88, swd. is. net BRIT., FOR. & COLONIAL CORPORATION, May'20",142,150,,,"100 best investments : quarterly supplement, May, 1920, with ""'Hedging against bad times.""",8vo.,"81 x 54, pp. 88, swd. is. net","BRIT., FOR. & COLONIAL CORPORATION",May 20,False,1920
"100 best investments (The): With special articles entitled “Who shall pay for the War?” and ""A Change in investment policy.” 8vo. 81x54, pp. 160, swd. 25. net BRIT. FOR. COLONIAL CORP., Aug. '20",142,150,,,"100 best investments (The): With special articles entitled “Who shall pay for the War?” and ""A Change in investment policy.”",8vo.,"81x54, pp. 160, swd. 25. net","BRIT., FOR. & COLONIAL CORPORATION",Aug. 20,False,1920
"100 best investments (The): quarterly supple- ments, Nov., 1920. With special article entitled “The Investment outlook.” 8vo. 81 X54, pp. 80, swd. is. net BRIT., FOREIGN & COLONIAL CORP., Nov. '20",142,150,,,"100 best investments (The): quarterly supple- ments, Nov., 1920. With special article entitled “The Investment outlook.”",8vo.,"81 X54, pp. 80, swd. is. net",BRIT. FOREIGN & COLONIAL CORP.,Nov. 20,False,1920
"100 plans for reducing factory costs : a factory manager's note-book of cost-cutting experi- ences. 8vo. 81x5, pp. 136, 6s. net SHAW, June 20",142,150,,,100 plans for reducing factory costs : a factory manager's note-book of cost-cutting experi- ences.,8vo.,"81x5, pp. 136, 6s. net",SHAW,June 20,False,1920
"114 plans to save a busy man's time. 8vo. 84 x 51, pp. 114, 6s. net .... SHAW, June 20",142,150,,,114 plans to save a busy man's time.,8vo.,"84 x 51, pp. 114, 6s. net ....",SHAW,June 20,False,1920
"Huneker (James)—Bedouins, with various por- traits of Mary Garden in operatic costume. Cr. 8vo. 71 x 5, pp. 271, Ios. 6d. net LAURIE, July '20",142,150,,Huneker (James),"Bedouins, with various por- traits of Mary Garden in operatic costume.",Cr. 8vo.,"71 x 5, pp. 271, Ios. 6d. net",LAURIE,July 20,False,1920
"Hungary—“White Terror"" in Hungary : report on alleged existence of. 2d. net H.M.S.O., May'20",142,150,,,"Hungary—“White Terror"" in Hungary : report on alleged existence of.",,2d. net,H.M. STATIONERY OFF.,May 20,False,1920
"Hungerford (Mrs.)—The Duchess. Ch. ed. 18mo. 64X47, pp. 320, 25. net HOLDEN & H., Oct. '20",142,150,,Hungerford (Mrs.),The Duchess. Ch. ed.,18mo.,"64X47, pp. 320, 25. net",HOLDEN & H.,Oct. 20,False,1920
"Hungerford (Mrs.) Molly Bawn. Ch. ed. 8vo. 84x58, pp. 126, swd. is. net MURRAY, Aug.'20",142,150,,Hungerford (Mrs.),Molly Bawn. Ch. ed.,8vo.,"84x58, pp. 126, swd. is. net",MURRAY,Aug. 20,False,1920
