original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date,flagged,catalogue_year
"Babu Lal Sud-Some thoughts. &vo. pp. 20, swd. 6d. net ..ST. CLEMENTS PR., Oa.'18",14,30.0,,Babu Lal Sud,Some thoughts.,&vo.,"pp. 20, swd. 6d. net ..",ST. CLEMENT'S PR.,Oct. 18,False,1918
"Bacheller (Irving)—The Light in the clearing : a tale of the North Country in the time of Slias Wright. Cr. 8vo. 71 x 51, pp. 329, 6s. pet COLLINS, Nov. '18",14,30.0,,Bacheller (Irving),The Light in the clearing : a tale of the North Country in the time of Slias Wright.,Cr. 8vo.,"71 x 51, pp. 329, 6s. pet",COLLINS,Nov. 18,False,1918
"Bacon (Charlotte) A Gallant affair. Cr. 8vo. 7X 41, pp. 61, 28. 6d. net E. MACDONALD, Sep. '18",15,31.0,,Bacon (Charlotte),A Gallant affair.,Cr. 8vo.,"7X 41, pp. 61, 28. 6d. net",E. MACDONALD,Sep. 18,False,1918
"Bacon's New large-print map of London and Suburbs. Extending from Hampton Court to Greenwich and Highgate to the Crystal Palace. Cr. 8vo. 71 x 5 (case) on cl. 3s. net, on ppr. is. 3d. net BACON, Aug '18",15,31.0,,,Bacon's New large-print map of London and Suburbs. Extending from Hampton Court to Greenwich and Highgate to the Crystal Palace.,Cr. 8vo.,"71 x 5 (case) on cl. 3s. net, on ppr. is. 3d. net",BACON,Aug. 18,False,1918
"Baddeley (W. L. C., Col.)---Which ? Freedom or slavery? a summary of the events that led to the great crusade against Germanism and Pan-Germanism. 91 x 6], pp. 40, IS. (Montreux Palace Hotel, Montreux, Switzer- land), AUTHOR, Apr. '18",15,31.0,,"Baddeley (W. L. C., Col.)",Which ? Freedom or slavery? a summary of the events that led to the great crusade against Germanism and Pan-Germanism.,,"91 x 6], pp. 40, IS. (Montreux Palace Hotel, Montreux, Switzer- land)",AUTHOR,Apr. 18,False,1918
"Baden-Powell (Sir Robert)--Girl guiding : hlbk. for guidelets, guides, senior guides, and guiders. Čr. 8vo. 71 x 5, pp. 204, swd. is. 6d. net .PEARSON, Feb. '18",15,31.0,,Baden-Powell (Sir Robert),"Girl guiding : hlbk. for guidelets, guides, senior guides, and guiders.",Čr. 8vo.,"71 x 5, pp. 204, swd. is. 6d. net .",PEARSON,Feb. 18,False,1918
"Baden-Powell (Sir Robert)-Scouting for boys : a hdbk, for instruction in good citizenship. 9th ed. Cr. 8vo. 74 x54, pp. 341, 3s. net PEARSON, June '18",15,31.0,,Baden-Powell (Sir Robert),"Scouting for boys : a hdbk, for instruction in good citizenship. 9th ed.",Cr. 8vo.,"74 x54, pp. 341, 3s. net",PEARSON,June 18,False,1918
"Bagnold (Enid)-A Diary without dates. 18mo. 64 x 44, pp. 146, 23. 60. net HEINEMANN, Jan. '18",15,31.0,,Bagnold (Enid),A Diary without dates.,18mo.,"64 x 44, pp. 146, 23. 60. net",HEINEMANN,Jan. 18,False,1918
"Bagott (Eugene)--The Genesis of the Great War. 71x12, pp. 16, 64. net ..STOCKWELL, J!!!le '18",15,31.0,,Bagott (Eugene),The Genesis of the Great War.,,"71x12, pp. 16, 64. net ..",STOCKWELL,J!!!le '18,False,1918
"Baikie (James, Rev.)--Ancient Rome. 74x51 pp. 96, 25. 6d. net (Peeps at many lands) BLACK, Jan. '18",15,31.0,,"Baikie (James, Rev.)",Ancient Rome.,,"74x51 pp. 96, 25. 6d. net (Peeps at many lands)",BLACK,Jan. 18,False,1918
"Bailey (G. H.) and Bausor (H. W.)-Senior chemistry. 2nd ed. Cr. 8vo. 7X 44, pp. 526, 55. ... UNIV. TUTOR. PR., July '18",15,31.0,,Bailey (G. H.) and Bausor (H. W.),Senior chemistry. 2nd ed.,Cr. 8vo.,"7X 44, pp. 526, 55. ...",UNIV. TUTORIAL PR.,July 18,False,1918
"Balley (H. C.)— The Pillar of fire. Cr. 8vo. 73 X5, pp. 283, 6s. net ..METHUEN, Oct. '18",15,31.0,,Balley (H. C.),The Pillar of fire.,Cr. 8vo.,"73 X5, pp. 283, 6s. net ..",METHUEN,Oct. 18,False,1918
"Bailey (Nathan)--Divers proverus, with their explication and illustration, compiled and methodically digested as well for the entertain- ment of the curious as the information of the ignorant, and for the benefit of young students, artificers, tra lesmen, and foreigners who are desirous thoroughly to understand what they Speak, read, or write. Fcap 8vo. 7x54, pp. 94, 45. 6d. net .MILFORD, Mar.'i8",15,31.0,,Bailey (Nathan),"Divers proverus, with their explication and illustration, compiled and methodically digested as well for the entertain- ment of the curious as the information of the ignorant, and for the benefit of young students, artificers, tra lesmen, and foreigners who are desirous thoroughly to understand what they Speak, read, or write.",Fcap 8vo.,"7x54, pp. 94, 45. 6d. net .",MILFORD,Mar.'i8,False,1918
"Baillie (A. Alcock, Rev.)--The Prayer of con- templation. Cr. 8vo. pp. 71, swd. is, net F. H. MORLAND, Nov. '18",15,31.0,,"Baillie (A. Alcock, Rev.)",The Prayer of con- templation.,Cr. 8vo.,"pp. 71, swd. is, net",F. H. MORLAND,Nov. 18,False,1918
"Balllls-Saunders (Margaret)-Black Sheep Chapel. Cr. 8vo. 71 X5, pp. 251, 6s. gd. net HURST & B., Dec. '18",15,31.0,,Balllls-Saunders (Margaret),Black Sheep Chapel.,Cr. 8vo.,"71 X5, pp. 251, 6s. gd. net",HURST & B.,Dec. 18,False,1918
"Bain (Gilbert)-."" The Slashers"": a ballad of The Old Braggs or “ The Fore and Aft"": the history of the Glouce ter: hire Regiment. Cr. 8vo. 7x44, pp. 16, swd. 6d. net KAUWSMITH ; SIMPKIN, Mor. '18",15,31.0,,Bain (Gilbert),""" The Slashers"": a ballad of The Old Braggs or “ The Fore and Aft"": the history of the Glouce ter: hire Regiment.",Cr. 8vo.,"7x44, pp. 16, swd. 6d. net",KAUWSMITH ; SIMPKIN,Mar. 18,False,1918
"Balnes (Arthur E.)-Studies in electro-physiology. animal and vegetable. Illus. by Gladys T. Baines. 8vo. 8{ x 5ł, pp. 320, i2s. 6d. net ROUTLEDGE, June '18",15,31.0,,Balnes (Arthur E.),Studies in electro-physiology. animal and vegetable. Illus. by Gladys T. Baines.,8vo.,"8{ x 5ł, pp. 320, i2s. 6d. net",ROUTLEDGE,June 18,False,1918
"Baird (Edwin)--The Heart ct Virginia Kup. Cr. 8vo. 71 X 5, pp. 320, 5s. net .. WARD, L., Feb '18",15,31.0,,Baird (Edwin),The Heart ct Virginia Kup.,Cr. 8vo.,"71 X 5, pp. 320, 5s. net ..","WARD, L.",Feb. 18,False,1918
"Baker (Amy J.) (Mrs. Maynard Crawford) -- Moonflower. Pop. ed. 8vo. pp. 317, 25. net LONG, May '18",15,31.0,,Baker (Amy J.) (Mrs. Maynard Crawford),Moonflower. Pop. ed.,8vo.,"pp. 317, 25. net",LONG,May 18,False,1918
"Baker (Olaf)--The Questing heart. 7X45, pp. 59, 28. 6. net ..E. MACDONALD, Jan. '18",15,31.0,,Baker (Olaf),The Questing heart.,,"7X45, pp. 59, 28. 6. net ..",E. MACDONALD,Jan. 18,False,1918
"Balbirny (R. A.)--Assets of Empire. 2nd ed. Cr. 8vo. 71 x5, pp. 318, 25. 6d. net WESTALL, June '18",15,31.0,,Balbirny (R. A.),Assets of Empire. 2nd ed.,Cr. 8vo.,"71 x5, pp. 318, 25. 6d. net",WESTALL,June 18,False,1918
"Baldwin (Mary)-The Link and other stories of the great festivals. Illus. by A. A. Hilton, Cr. 8vo. 75 X 5, pp. 63, Is. 3d. net S.P.C.K, Nov. '18",15,31.0,,Baldwin (Mary),"The Link and other stories of the great festivals. Illus. by A. A. Hilton,",Cr. 8vo.,"75 X 5, pp. 63, Is. 3d. net",S.P.C.K.,Nov. 18,False,1918
"Bale (Alice M.)--Little Bo-Peep; and, Little Miss Muffet: old rhyme tales told for the fives and sixes. 8vo. pp. 32, 4d. net, swd. 2d. net (Supplementary readers) NISBET, May '18",15,31.0,,Bale (Alice M.),"Little Bo-Peep; and, Little Miss Muffet: old rhyme tales told for the fives and sixes.",8vo.,"pp. 32, 4d. net, swd. 2d. net (Supplementary readers)",NISBET,May 18,False,1918
"Bale (E. Annie)—Hey! Diddie diddle ! The Cat and the fiddle; and, Hush-a-bye! Baby! old rhyme tales told for the fives and sixes. 8vo. pp. 32, 4d. net, swd. 2d. net (Supplementary readers) . NISBET, May '18",15,31.0,,Bale (E. Annie),"Hey! Diddie diddle ! The Cat and the fiddle; and, Hush-a-bye! Baby! old rhyme tales told for the fives and sixes.",8vo.,"pp. 32, 4d. net, swd. 2d. net (Supplementary readers) .",NISBET,May 18,False,1918
"Baltour (Audrew)-To arms. 8vo. pp. 383, IS. 6d. net . NELSON, Aug. '18",15,31.0,,Baltour (Audrew),To arms.,8vo.,"pp. 383, IS. 6d. net .",NELSON,Aug. 18,False,1918
"Balfour (Lady Frances)--Dr. Elsie Inglis. Cr. 8vo. 71 x 5, pp. 253, 6s, net HODDER & S., Nov. '18",15,31.0,,Balfour (Lady Frances),Dr. Elsie Inglis.,Cr. 8vo.,"71 x 5, pp. 253, 6s, net",HODDER & S.,Nov. 18,False,1918
"Ball (W. W. Rouse)--Cambridge papers. 8vo. 8x5, pp. 333, 6s. nit.. MACMILLAN, Feb. '18",15,31.0,,Ball (W. W. Rouse),Cambridge papers.,8vo.,"8x5, pp. 333, 6s. nit..",MACMILLAN,Feb. 18,False,1918
"Ballard (Frank)—The Gospel for to-day, in three words. Cr. 8vo. 73 X 41. pp. 55, swd. ed. net WESLEYAN CONFERENCE OFF., Nov. '18",15,31.0,,Ballard (Frank),"The Gospel for to-day, in three words.",Cr. 8vo.,"73 X 41. pp. 55, swd. ed. net",WESLEYAN CONFERENCE OFFICE,Nov. 18,False,1918
"Ballard (Philip Boswood)--Hand work as an edu- cational medium. 2nd ed. 8vo. Pp. 228, ......ALLEN & U., Dec. '17",15,31.0,,Ballard (Philip Boswood),Hand work as an edu- cational medium. 2nd ed.,8vo.,"Pp. 228, ......",ALLEN & U.,Dec. 17,False,1918
"Ballot Act, 1872, &c.-Abstr. of election duties of returning officer, id. ;. Instruc. to presiding officers and clerks, Parliamentary election, id. H.M. STATIONERY OFF., Oct. '18",15,31.0,,,"Ballot Act, 1872, &c.-Abstr. of election duties of returning officer, id. ;. Instruc. to presiding officers and clerks, Parliamentary election, id.",,,H.M. STATIONERY OFF.,Oct. 18,False,1918
"Balshaw (H. C. 1..)-A Spanish reader. Cr. 8vo. 7x4], pp. 189, 3s. 6d.......MURRAY, Nov. '18",16,32.0,,Balshaw (H. C. 1..),A Spanish reader.,Cr. 8vo.,"7x4], pp. 189, 3s. 6d.......",MURRAY,Nov. 18,False,1918
"Ba'y (E. C. C.)-Spectroscopy. New impr. Cr. 8vo. 7} X 5. pp. 701, 125. 6d. net (Text books of physical chemistry) LONGMANS, Oct. '18",16,32.0,,Ba'y (E. C. C.),Spectroscopy. New impr.,Cr. 8vo.,"7} X 5. pp. 701, 125. 6d. net (Text books of physical chemistry)",LONGMANS,Oct. 18,False,1918
"Balz (A. G. A.)--Idea and essence in the philoso- phies of Hobbes and Spinoza. Med. 8vo. 9 X6, pp. 86, swd. 45. 6d. net (Archives of philosophy) .MILFORD, May '18",16,32.0,,Balz (A. G. A.),Idea and essence in the philoso- phies of Hobbes and Spinoza.,Med. 8vo.,"9 X6, pp. 86, swd. 45. 6d. net (Archives of philosophy)",MILFORD,May 18,False,1918
"Bancroft (F.)-An Armed protest. Cr. Svo, 7} x 5.fp. 272, 6.5. d. nct, HUTCHINSON, Nov.'18",16,32.0,,Bancroft (F.),An Armed protest.,"Cr. Svo,","7} x 5.fp. 272, 6.5. d. nct,",HUTCHINSON,Nov. 18,False,1918
"Banfield (E. J.)- Tropic days. Illus. 8vo. 81 x 51, PP. 313, 16s. net .UNWIN, May '18",16,32.0,,Banfield (E. J.),Tropic days. Illus.,8vo.,"81 x 51, PP. 313, 16s. net .",UNWIN,May 18,False,1918
"Bangay (Evelyn D.)- The Torrent wide. Cr. 8vo. 7 X43, pp. 48, 25. 6d. net E. MACDONALD, Oct. '18",16,32.0,,Bangay (Evelyn D.),The Torrent wide.,Cr. 8vo.,"7 X43, pp. 48, 25. 6d. net",E. MACDONALD,Oct. 18,False,1918
"Bangay (R. D.)-Principio elementales de tele- grafia sin hilos. Partes i and 2. Cr. 8vo. 75 X 5, 95. net . WIRELESS PR., May '18",16,32.0,,Bangay (R. D.),Principio elementales de tele- grafia sin hilos. Partes i and 2.,Cr. 8vo.,"75 X 5, 95. net .",WIRELESS PR.,May 18,False,1918
"Bank amalgamation Report of Treasury Com- mittee. id. H.M. STATIONERY OFF., May '18",16,32.0,,,Bank amalgamation Report of Treasury Com- mittee.,,id.,H.M. STATIONERY OFF.,May 18,False,1918
"Bank of England--Copy of all applicatijns for advances to Government authorized by Parliament, fr. Jan. 6, 1917-to Jan. 5, 1918. Id. ........H. M. STATIONERY OFF., Feb. '18",16,32.0,,,"Bank of England--Copy of all applicatijns for advances to Government authorized by Parliament, fr. Jan. 6, 1917-to Jan. 5, 1918.",,Id. ........,H.M. STATIONERY OFF.,Feb. 18,False,1918
"Banker's part in reconstruction (The). Ryl. Svo. 98 x6, pp. 40, swd. 6d. (Papers 1or the present) .HCAD EY, May '18",16,32.0,,,Banker's part in reconstruction (The).,Ryl. Svo.,"98 x6, pp. 40, swd. 6d. (Papers 1or the present) .",HCAD EY,May 18,False,1918
"Bankim Chandra Chatterjee—The Story of the rings. Tr. by P. N. Bose and H. W. B. Moreno. 12nio. pp. 42, bds. Is. ..LUZAC, July '18",16,32.0,,Bankim Chandra Chatterjee,The Story of the rings. Tr. by P. N. Bose and H. W. B. Moreno.,12nio.,"pp. 42, bds. Is. ..",LUZAC,July 18,False,1918
"Banks (Mrs. L. E.)--Tomkits. 4*X6, pp. 32, 3}d., swd. 2d. (Gem reader. No. 21) E. J. ARNOLD, July’18",16,32.0,,Banks (Mrs. L. E.),Tomkits.,,"4*X6, pp. 32, 3}d., swd. 2d. (Gem reader. No. 21)",E. ARNOLD,July 18,False,1918
"Banks (Enemy) (London Agencies; --2nd Report of Sir William Plender, Dec. 13, 1917, covering opera ons of London branches of these banks, Oct. 1, 1916-Sept. 30, 1917. 3d. H.M. STATIONERY OFF., J in. '18",16,32.0,,Banks (Enemy) (London Agencies;,"2nd Report of Sir William Plender, Dec. 13, 1917, covering opera ons of London branches of these banks, Oct. 1, 1916-Sept. 30, 1917.",,3d.,H.M. STATIONERY OFF.,J in. '18,False,1918
"Banning (S. T., Lt. Col.)— Military law made easy'. with ed. Cr. 8vo. 7 X4), pp. 345, 6s. net GALE & P., Dec. '18",16,32.0,,"Banning (S. T., Lt. Col.)",Military law made easy'. with ed.,Cr. 8vo.,"7 X4), pp. 345, 6s. net",GALE & P.,Dec. 18,False,1918
"Bannis er (Blanche A.) -"" His own”: memorials of Sophia M. Nugeut. Portr. Cr. Svo. 71 x 41, pp. 92, swd. Is. net ..PARTRIDGE, July '18",16,32.0,,Bannis er (Blanche A.),"""His own"": memorials of Sophia M. Nugeut. Portr.",Cr. Svo.,"71 x 41, pp. 92, swd. Is. net ..",PARTRIDGE,July 18,False,1918
"Banville (Théodore de) Gringoire : comédie en un acte, en prose. Fcap. Svo. 6 x 44, pp. 62, limp 8d. net (Oxford French plain texts) (Clarendon Pr.) MILFORD, Jan.'18",16,32.0,,Banville (Théodore de),"Gringoire : comédie en un acte, en prose.",Fcap. Svo.,"6 x 44, pp. 62, limp 8d. net (Oxford French plain texts) (Clarendon Pr.)",MILFORD,Jan. 18,False,1918
"Baptist handbook for 1918. Ed. by J. H. Shake- Speare. Cr. 8vo. 7* x 51, pp. 174, 2s. 6d. net BAPTIST UNION PUBX. DEPT., Mor. '18",16,32.0,,,Baptist handbook for 1918. Ed. by J. H. Shake- Speare.,Cr. 8vo.,"7* x 51, pp. 174, 2s. 6d. net",BAPTIST UNION PUBL. DEPT.,Mar. 18,False,1918
"Barber (H.)—The Aeroplane speaks. 6th and rev. ed. IVus. 10 X6}, pp. 153. 75. 6d. net MCBRIDE, NAST, May'18",16,32.0,,Barber (H.),The Aeroplane speaks. 6th and rev. ed. IVus.,,"10 X6}, pp. 153. 75. 6d. net","MCBRIDE, NAST",May 18,False,1918
"Barber (H.)—The Aeroplane speaks. 7th ed. 40 pl. 10 X 61, pp. 153, 8s. 6d. net MCBRIDE, NAST, Oct. '18",16,32.0,,Barber (H.),The Aeroplane speaks. 7th ed. 40 pl.,,"10 X 61, pp. 153, 8s. 6d. net","MCBRIDE, NAST",Oct. 18,False,1918
"Barber (H.)-Airy nothings. Cr. 8vo. 71x41, PP: 134, 35. 6d. net ..MCBRIDE, NAST., Sep. '18",16,32.0,,Barber (H.),Airy nothings.,Cr. 8vo.,"71x41, PP: 134, 35. 6d. net ..","MCBRIDE, NAST",Sep. 18,False,1918
"Barbour (Ralph Henry)---Hitting the line. 8vo. pp. 332, 6s. net .APPLETON, Dec. '17",16,32.0,,Barbour (Ralph Henry),Hitting the line.,8vo.,"pp. 332, 6s. net .",APPLETON,Dec. 17,False,1918
"Barbusse (Henri)—We others : stories of fate, love and pity. Tr. by W. Fitzwater Wray. Cr. 8vo. 74 X 5, pp. 278, 6s, net ....DENT, Od. '18",16,32.0,,Barbusse (Henri),"We others : stories of fate, love and pity. Tr. by W. Fitzwater Wray.",Cr. 8vo.,"74 X 5, pp. 278, 6s, net ....",DENT,Oct. 18,False,1918
"Barclay (Armiger)--Playing the game. Cr. 8vo. 71 X 5.PP. 319, 6s. net ......SIMPKIN, Oct. '18",16,32.0,,Barclay (Armiger),Playing the game.,Cr. 8vo.,"71 X 5.PP. 319, 6s. net ......SIMPKIN,",,Oct. 18,False,1918
"Barclay (Florence L.)-Through the postern gate. New ed. Cr. 8vo. 74 x 5), pp. 275, 35. 6d. PUTNAM, Dec. '18",16,32.0,,Barclay (Florence L.),Through the postern gate. New ed.,Cr. 8vo.,"74 x 5), pp. 275, 35. 6d.",PUTNAM,Dec. 18,False,1918
"Barclay (Florence L.)-The Upas tree. New ed. Cr. 8vo. 71 X 5, pp. 287, 35. 60. PUTNAM, Dec. '18",16,32.0,,Barclay (Florence L.),The Upas tree. New ed.,Cr. 8vo.,"71 X 5, pp. 287, 35. 60.",PUTNAM,Dec. 18,False,1918
"Barclay (Florence L.)--The White Lauics of Worcester. New ed. Cr. 8vo. 7! X 5, pp. 384, 75. 6d. net .PUTNAM, Jan. '18",16,32.0,,Barclay (Florence L.),The White Lauics of Worcester. New ed.,Cr. 8vo.,"7! X 5, pp. 384, 75. 6d. net .",PUTNAM,Jan. 18,False,1918
"Barclay (H. M.)-Noah's ark. 32mo. 2d. net ALLENSON, Feb. '18",16,32.0,,Barclay (H. M.),Noah's ark.,32mo.,2d. net,ALLENSON,Feb. 18,False,1918
"Barcynska (Countess)--Love Maggy. Cr. 8vo. 71 x5, pp. 284, 6s. 9d. net HURST & B., Oct. '18",16,32.0,,Barcynska (Countess),Love Maggy.,Cr. 8vo.,"71 x5, pp. 284, 6s. 9d. net",HURST & B.,Oct. 18,False,1918
"Baring (Maurice) - Poems, 1914-1917. 71 x 51, pp. 39, Is. 63. net . SECKER, May '18",16,32.0,,Baring (Maurice),"Poems, 1914-1917.",,"71 x 51, pp. 39, Is. 63. net .",SECKER,May 18,False,1918
"Baring (Maurice)- Translations, ancient and modern. Cr. 8vo. 78 X 5, pp. 43, swd. 2s. net! SECKER, Dec. '18",16,32.0,,Baring (Maurice),"Translations, ancient and modern.",Cr. 8vo.,"78 X 5, pp. 43, swd. 2s. net!",SECKER,Dec. 18,False,1918
"Barker (Ernest)-Greek political theory : Plato and his predecessors. 8vo. 9X5], pp. 416, .METHLEY, Sep. '18",16,32.0,,Barker (Ernest),Greek political theory : Plato and his predecessors.,8vo.,"9X5], pp. 416, .",METHUEN,Sep. 18,False,1918
"Barker (Ernest)-Linguistic oppression in the German Empire. Fcap. 8vo. 7X 44, pp: 48, 6d. net ...LONGMANS, Sep. '18",16,32.0,,Barker (Ernest),Linguistic oppression in the German Empire.,Fcap. 8vo.,"7X 44, pp: 48, 6d. net ...",LONGMANS,Sep. 18,False,1918
"Barker (Truest)--Mothers and sons in war time, and other pieces. New and enl. et. Cr. 8vo. 77 x 54, pp. in, 3s. 6a. net HUMPHREYS, Nov. '18",17,33.0,,Barker (Truest),"Mothers and sons in war time, and other pieces. New and enl. et.",Cr. 8vo.,"77 x 54, pp. in, 3s. 6a. net",HUMPHREYS,Nov. 18,False,1918
"Barker (J. Ellis)—Economic statesmanship : the great industrial and financial problems arising from the War. 8vo. 84x51, pp. 417, 158. net .J. MURRAY, Dec. '18",17,33.0,,Barker (J. Ellis),Economic statesmanship : the great industrial and financial problems arising from the War.,8vo.,"84x51, pp. 417, 158. net .",J. MURRAY,Dec. 18,False,1918
"Barker (J. Ellis) ---The Foundations of Germany : Enl. ed. 84x5, pp. 447, 128. net J. MURRAY, Oct. '18",17,33.0,,Barker (J. Ellis),The Foundations of Germany : Enl. ed.,,"84x5, pp. 447, 128. net",J. MURRAY,Oct. 18,False,1918
"Barlow (Sir Montague) and Holland (Richard)- The Education Act, 1918. 8vo. 81 x 54, pp. 143, limp is. 6d. net ..NATIONAL SOC., Dec. '18",17,33.0,,Barlow (Sir Montague) and Holland (Richard),"The Education Act, 1918.",8vo.,"81 x 54, pp. 143, limp is. 6d. net ..",NATIONAL SOC.,Dec. 18,False,1918
"Barlow (Sir Montague) and Williams (W. Gordon) -War pensions, gratuities, allowances, treat. ment and training for officers, N.C.O.'s and men. 8vo. 83 x 55, pp. 44, swd. is. DRYDEN PR., Dec. '18",17,33.0,,Barlow (Sir Montague) and Williams (W. Gordon),"War pensions, gratuities, allowances, treat. ment and training for officers, N.C.O.'s and men.",8vo.,"83 x 55, pp. 44, swd. is.",DRYDEN PR.,Dec. 18,False,1918
"Bamard (Finch)-Science and the soul. 7+ x 44, pp. 96, swd. 25. 6d. ret SELWYN & B., Oct. '18",17,33.0,,Bamard (Finch),Science and the soul.,,"7+ x 44, pp. 96, swd. 25. 6d. ret",SELWYN & B.,Oct. 18,False,1918
"Barnard (H. Clive)— Introductory geography, 8vo. Pp. 158, 25. 6d. .BLACK, Jan. '18",17,33.0,,Barnard (H. Clive),"Introductory geography,",8vo.,"Pp. 158, 25. 6d. .",BLACK,Jan. 18,False,1918
"Bamard (H. Clive) - Outlines of physical geo- graphy. 2nd ed. 8vo. pp. 164, 25. 6d. BLACK, June '18",17,33.0,,Bamard (H. Clive),Outlines of physical geo- graphy. 2nd ed.,8vo.,"pp. 164, 25. 6d.",BLACK,June 18,False,1918
"Barnby (Adeline)—Michael Daenen. Cr. 8vo. 74 X5, pp. 128, is, net MURRAY & E., May '18",17,33.0,,Barnby (Adeline),Michael Daenen.,Cr. 8vo.,"74 X5, pp. 128, is, net",MURRAY & E.,May 18,False,1918
"Barnos (E. W., Rev.)-Spiritualism and the Christian faith. Cr. 8vo. 7 x 41, pp. 60, swd. 25. net (Liverpool Dioc. Bd. of Divinity Pubens.) ..LONGMANS, Nov. '18",17,33.0,,"Barnos (E. W., Rev.)",Spiritualism and the Christian faith.,Cr. 8vo.,"7 x 41, pp. 60, swd. 25. net (Liverpool Dioc. Bd. of Divinity Pubens.)",LONGMANS,Nov. 18,False,1918
"Barnett (John)-Trader Carson. Cr. 8vo. 71 x 5, pp. 303, 28. 6d. net.... WARD, L., Aug. '18",17,33.0,,Barnett (John),Trader Carson.,Cr. 8vo.,"71 x 5, pp. 303, 28. 6d. net....","WARD, L.",Aug. 18,False,1918
"Barnett (Mrs. S. A.)—Canon Barnett: his life, work and friends. By his Wife. 2 vols. 8vo. 84x57, pp. 416, 427, 28s. net J. MURRAY, Dec. '18",17,33.0,,Barnett (Mrs. S. A.),"Canon Barnett: his life, work and friends. By his Wife.",8vo.,"2 vols. 84x57, pp. 416, 427, 28s. net",J. MURRAY,Dec. 18,False,1918
"Baron (David) --The Visions and prophecies of Zechariah, “ the prophet of hope and glory"": an exposition. 8vo. 81x55, pp. 566, ios. 6d. net MORGAN & S., Apr. '18",17,33.0,,Baron (David),"The Visions and prophecies of Zechariah, “ the prophet of hope and glory"": an exposition.",8vo.,"81x55, pp. 566, ios. 6d. net",MORGAN & S.,Apr. 18,False,1918
"Baronetage, Roll of the. Rev. to Dec. 15, 1917. is. 6d.......H.M. STATIONERY OFF., Feb. '18",17,33.0,,,"Baronetage, Roll of the. Rev. to Dec. 15, 1917.",,is. 6d.......,H.M. STATIONERY OFF.,Feb. 18,False,1918
"Baronian (Sukias, Rev.) and Conybeare (F. C.)- Catalogi Codd. MSS. Bibliothecae Bodlianae Pars xiv: Catalogue of the Armenian manu- scripts in the Bodleian Library. Med. 4to. 11 x 9, pp. 148, 30s. net (Clarendon Pr.) MILFORD, Feb. '18",17,33.0,,"Baronian (Sukias, Rev.) and Conybeare (F. C.)",Catalogi Codd. MSS. Bibliothecae Bodlianae Pars xiv: Catalogue of the Armenian manu- scripts in the Bodleian Library.,Med. 4to.,"11 x 9, pp. 148, 30s. net (Clarendon Pr.)",MILFORD,Feb. 18,False,1918
"Barr (Amelia E.)-Christine, a Fife fisher girl 8vo. pp. 372, 6s. net ....APPLETON, Dec. '17",17,33.0,,Barr (Amelia E.),"Christine, a Fife fisher girl",8vo.,"pp. 372, 6s. net ....",APPLETON,Dec. 17,False,1918
"Barr (Amelia E.)-Ar Orkney maid. 8vo. pp. 307, 6s. net... APPLETON, May'18",17,33.0,,Barr (Amelia E.),Ar Orkney maid.,8vo.,"pp. 307, 6s. net...",APPLETON,May 18,False,1918
"Barrès (Maurice) —The Undying spirit of France (Les Traits éternels de la France). Tr. by Margaret W. B. Corwin. Foreword by Theodore Stanton. Fcap. 8vo. 7X 4), pp. 74, 35. 6d. net MILFORD, Apr. '18",17,33.0,,Barrès (Maurice),The Undying spirit of France (Les Traits éternels de la France). Tr. by Margaret W. B. Corwin. Foreword by Theodore Stanton.,Fcap. 8vo.,"7X 4), pp. 74, 35. 6d. net",MILFORD,Apr. 18,False,1918
"Barrett (James W.)-The Twin ideals : educated Commonwealth. Vols. I and 2. 8vo. 84 x 54, pp. 544, 524, 258. net.. LEWIS, Aug. '18",17,33.0,,Barrett (James W.),The Twin ideals : educated Commonwealth. Vols. I and 2.,8vo.,"84 x 54, pp. 544, 524, 258. net..",LEWIS,Aug. 18,False,1918
"Barrett (James W.) and Deane (P. E, Lt.)- The Australian Army Medical Corps in Egypt. 8vo. 84x55, pp. 273, 128. 6d net LEWIS, Nov. '18",17,33.0,,"Barrett (James W.) and Deane (P. E, Lt.)",The Australian Army Medical Corps in Egypt.,8vo.,"84x55, pp. 273, 128. 6d net",LEWIS,Nov. 18,False,1918
"Barrett (Michael) - Sidelights on Scottish history. 8vo. 6s. 6d net ...SANDS, Dec. '18",17,33.0,,Barrett (Michael),Sidelights on Scottish history.,8vo.,6s. 6d net ...,SANDS,Dec. 18,False,1918
"Barrett (Sir William F.)-On the threshold of the 3 unseen. 2nd ed., rev. 8vo. pp. 356, 78. 6d. net. .K. PAUL, Mar.'18",17,33.0,,Barrett (Sir William F.),"On the threshold of the 3 unseen. 2nd ed., rev.",8vo.,"pp. 356, 78. 6d. net. .",K. PAUL,Mar. 18,False,1918
"Barrie (Sir J. M.)-The Admirable Crichton. Illus. by Hugh Thomson Fol 158, net HODDER & S., Jan. '18",17,33.0,,Barrie (Sir J. M.),The Admirable Crichton. Illus. by Hugh Thomson,Fol,"158, net",HODDER & S.,Jan. 18,False,1918
