,entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
443,"Book auction records. Ed. by Frank Karslake. Vol. 1s. 8vo. 81x51, 23s. KARSLAKE, Dec. '18",,,Book auction records,KARSLAKE,23s.,1.15,8vo.,"Book auction records. Ed. by Frank Karslake. Vol. 15. 8vo. 81x51, 235. KARSLAKE, Dec. '18",,,,Dec. '18,
444,"Book of patriotism for Empire Day (The), 2nd ed. Fol. 12} x 97, pp. 32, swd. 2s. 6d. net (Kingsway ser.) . EVANS BROS., May '18",,,Book of patriotism for Empire Day (The),EVANS BROS.,2s. 6d.,0.125,,"Book of patriotism for Empire Day (The), 2nd ed. Fol. 12} x 97, pp. 32, swd. 25. 6d. net (Kingsway ser.) . EVANS BROS., May '18",,,,May '18,net
445,"Book of poems for the Blue Cross Fund (to help horses in war time). Cr. 8vo. 3s. net JARROLDS, June '18",,,Book of poems for the Blue Cross Fund (to help horses in war time),JARROLDS,3s.,0.15,8vo.,"Book of poems for the Blue Cross Fund (to help horses in war time). Cr. 8vo. 35. net JARROLDS, June '18",,,,June '18,net
446,"Book prices current. Ed. by J. Herbert Slater. Vol. 32 for 1918. 8vo. 9 * 54, 325, 6d net STOCK, Dec. '18",,,Book prices current,STOCK,6d,0.025,8vo.,"Book prices current. Ed. by J. Herbert Slater. Vol. 32 for 1918. 8vo. 9 * 54, 325, 6d net STOCK, Dec. '18",,,,Dec. '18,net
449,"Booth, Charles : a memoir. 8vo. 81 x 57, pp. 183, 5s. net MACMILLAN, Dec. '18",,,"Booth, Charles : a memoir",MACMILLAN,5s.,0.25,8vo.,"Booth, Charles : a memoir. 8vo. 81 x 57, pp. 183, 55. net MACMILLAN, Dec. '18",,,,Dec. '18,net
455,"Booy (Theodore de) see De Booy (Theodore). Bo-Peep Annual, a picture-book for little folks. Folio, 10 x71, 5s. net, 4s, net CaSSELL, Sep. '18",,,Booy (Theodore de) see De Booy (Theodore),SSELL,,0.0,,"Booy (Theodore de) see De Booy (Theodore). Bo-Peep Annual, a picture-book for little folks. Folio, 10 x71, 5s. net, 4s, net CaSSELL, Sep. '18",,,,Sep. '18,
457,"Boup lary Commi siun. See Parliament, Re- di: tribution of seats, &c. Bourgeois (H.) and Sourville (M.)--War otitis and war duaínes: diagno: is, triatmınt, medical reports. Pref. by Medecin-In: pcctt ur Toubuit. Engli . h tran:., ed. by J. Dunda Grant. Cr. 8vo. 71 x 5, pp. 249, 6s. net (Military medical manuals) .... UNIV. OF LONDON PR., Mar. '18",,,Boup lary Commi siun,UNIV. OF LONDON PR.,6s.,0.3,8vo.,"Boup lary Commi siun. See Parliament, Re- di: tribution of seats, &c. Bourgeois (H.) and Sourville (M.)--War otitis and war duaínes: diagno: is, triatmınt, medical reports. Pref. by Medecin-In: pcctt ur Toubuit. Engli . h tran:., ed. by J. Dunda Grant. Cr. 8vo. 71 x 5, pp. 249, 6s. net (Military medical manuals) .... UNIV. OF LONDON PR., Mar. '18",,,,Mar. '18,net
465,"Bowser (Thekla)—Six lectures to St. John V.A.D. members. 54 x 41, pp. 80, is. 6d. net (Birmingham) CORNISH IROS., Mar. '18",,,Bowser (Thekla)—Six lectures to St,CORNISH IROS.,6d.,0.025,,"Bowser (Thekla)—Six lectures to St. John V.A.D. members. 54 x 41, pp. 80, is. 6d. net (Birmingham) CORNISH IROS., Mar. '18",,,,Mar. '18,net
467,"Boxing rules and guide to refereeing, judging, &c. Official ed. 5X 4, pp. 64, 4d. (231, Strand, W.C. 2) BOXING, Oct. '18",,,"Boxing rules and guide to refereeing, judging, &c",BOXING,4d.,0.016666666666666666,,"Boxing rules and guide to refereeing, judging, &c. Official ed. 5X 4, pp. 64, 4d. (231, Strand, W.C. 2) BOXING, Oct. '18",,,,Oct. '18,
473,"Boyle's Court and country guide, May, 1918. 18mo. 61 X 4), pp. 1174, 5s. net OFFICE, May '18",,,"Boyle's Court and country guide, May",OFFICE,5s.,0.25,18mo.,"Boyle's Court and country guide, May, 1918. 18mo. 61 X 4), pp. 1174, 55. net OFFICE, May '18",,,,May '18,net
483,"Bradshaw's Railway manual, shareholders' guide and official directory, 1918. Ed. by Herbert H. Bassett. Cr. 8vo. 71 X41, pp. 728, 129. BLACKLOCK, Mar '18",,,"Bradshaw's Railway manual, shareholders' guide and official directory",BLACKLOCK,,0.0,8vo.,"Bradshaw's Railway manual, shareholders' guide and official directory, 1918. Ed. by Herbert H. Bassett. Cr. 8vo. 71 X41, pp. 728, 129. BLACKLOCK, Mar '18",,,,Mar '18,
487,"BRENNAN Brain, Wounds of the skull and, Chatelin (Ch.) and Wartel (T. de) 78. hd. ilet Braine (Sheila E.) ed.-- That's for remem- brance”: a collection of quotations for present- day use, suitable for monuments, mural tablets, memorial wreaths and cards, &c. 6} x 4, pp. 40, 6d. net ..S.P.C.K., A pr. '18",,,"BRENNAN Brain, Wounds of the skull and, Chatelin (Ch",S.P.C.K.,6d.,0.025,,"BRENNAN Brain, Wounds of the skull and, Chatelin (Ch.) and Wartel (T. de) 78. hd. ilet Braine (Sheila E.) ed.-- That's for remem- brance”: a collection of quotations for present- day use, suitable for monuments, mural tablets, memorial wreaths and cards, &c. 6} x 4, pp. 40, 6d. net ..S.P.C.K., A pr. '18",,,,A pr. '18,net
496,"Brazilian Green book (The): consisting of diplo- matic documents relating to Brazil's attitude with regard to the European War, 1914-1917. Authorized English version, w. intro. and notes by Andrew Boyle. 81 x 55, pp. 126, 7s. 60. net. ALLEN & U., Nov. '18",,,Brazilian Green book (The): consisting of diplo- matic documents relating to Brazil's attitude with regard to the European War,ALLEN & U.,,0.0,,"Brazilian Green book (The): consisting of diplo- matic documents relating to Brazil's attitude with regard to the European War, 1914-1917. Authorized English version, w. intro. and notes by Andrew Boyle. 81 x 55, pp. 126, 75. 60. net. ALLEN & U., Nov. '18",,,,Nov. '18,
498,"Bremont (Anna, Comtesse del-The Black opal : a fantastic romance. Cr. 8vo. 71 X5, pp. 315, . JARROLDS, Oct. '18",,,"Bremont (Anna, Comtesse del-The Black opal : a fantastic romance",JARROLDS,,0.0,8vo.,"Bremont (Anna, Comtesse del-The Black opal : a fantastic romance. Cr. 8vo. 71 X5, pp. 315, . JARROLDS, Oct. '18",,,,Oct. '18,
500,"Capti in Ball, V.C. Foreword by the Rt. Hon. D. Lloyd George ; and appreciations by Bresh'rovsky (Catherine) - Reminiscences and Field-Marshal Sir Douglas Haig, Maj.-Gen. letters of Catherine Breshkovsky, the Little Sir Hugh Trenchard and Brig.-Gen. J. F. A. Grandmother of the Russian Revolution. Ed. Higgins. Illus. Cr. 8vo. 71 X 5, pp. 320, 6s. net by Alice Stone Blackwell. 8vo. 81 X54, pp. JENKINS, May '18",,,"Capti in Ball, V.C. Foreword by the Rt",JENKINS,,0.0,8vo.,"Capti in Ball, V.C. Foreword by the Rt. Hon. D. Lloyd George ; and appreciations by Bresh'rovsky (Catherine) - Reminiscences and Field-Marshal Sir Douglas Haig, Maj.-Gen. letters of Catherine Breshkovsky, the Little Sir Hugh Trenchard and Brig.-Gen. J. F. A. Grandmother of the Russian Revolution. Ed. Higgins. Illus. Cr. 8vo. 71 X 5, pp. 320, 6s. net by Alice Stone Blackwell. 8vo. 81 X54, pp. JENKINS, May '18",,,,May '18,
502,"METHUEN, May '18",,,,METHUEN,,0.0,,"METHUEN, May '18",,,,May '18,
503,"United Kingdom, &c. Bridge (Admiral Sir Cyprian)-Some recollections. Britain's defeat. By Bonavia.” 18mo. 64 x 4, Illus. Ryl. 8vo. 9 X 51, pp. 339, 12s. net pp. 7, 6d. net ......HEATH, CRANTON, Mar. '18",,,"United Kingdom, &c","HEATH, CRANTON",6d.,0.025,18mo.,"United Kingdom, &c. Bridge (Admiral Sir Cyprian)-Some recollections. Britain's defeat. By Bonavia.” 18mo. 64 x 4, Illus. Ryl. 8vo. 9 X 51, pp. 339, 12s. net pp. 7, 6d. net ......HEATH, CRANTON, Mar. '18",,,,Mar. '18,net
504,"MURRAY, Aug. '18",,,,MURRAY,,0.0,,"MURRAY, Aug. '18",,,,Aug. '18,
510,"Christian Era. 8vo. pp. 27, is. HOWELL, A pr. '18",,,Christian Era,HOWELL,,0.0,8vo.,"Christian Era. 8vo. pp. 27, is. HOWELL, A pr. '18",,,,A pr. '18,
511,"Bright & Son's A B C descriptive priced catalogue British Dominions, Flags, &c., of the. See under of the world's postage stamps, envelopes, post Flags, &c. cards, &c. PL. 2, Europe and Colonies. iith British Dominions, Hist. geog. of, Lucas (Sir ed., 1918-1919. F.cap 8vo. pp. 386, 2s. 6d. net C. P.) Vol. 5, Canada. Pt. 2 (Historical), C. BRIGHT, July '18",,,"Bright & Son's A B C descriptive priced catalogue British Dominions, Flags, &c",C. BRIGHT,,0.0,8vo.,"Bright & Son's A B C descriptive priced catalogue British Dominions, Flags, &c., of the. See under of the world's postage stamps, envelopes, post Flags, &c. cards, &c. PL. 2, Europe and Colonies. iith British Dominions, Hist. geog. of, Lucas (Sir ed., 1918-1919. F.cap 8vo. pp. 386, 25. 6d. net C. P.) Vol. 5, Canada. Pt. 2 (Historical), C. BRIGHT, July '18",,,,July '18,
512,"Arachnida : pt. I, Araneae (Spiders), by H. R. Hogg, 4to. 1s. 6d. ; Vol. 4, no. 2, pp. 11-82, Cephalodiscus, by W. G. Ridewood, 4to. 12s. ; Vol. 5, no. 1, pp. 1-68, Coelenterata : pt. 1, Actiniaria, by T. A. Stephenson, 41, IOS. DULAU ; LONGMANS, 1918 British Museum (Nalulas m wry). Lullaut (J. H.)- Report of the temperature reached in Army biscuits during baking, especially wit! reference to the destruction of the imported flour-moth, Ephestia Kühniella Zeller. 7 pl. Ryl. Svo. 9* x6, pp. 24, swd. 2s. DULAU, Apr.'is British Museum (Natural History). Harmer (S. F.)-Report on cetacea stranded on the Briti: h coa: t: during 1917. 3 text-fig. map. 4to. 12 X 9, pp. 21,‘wd. 2s. 6d. DULAU, Apr. is British Museum (Natural History). Lang (William Dickson)-A Map showing the known distribu- tion in England and Wales of the anopheline mosquitoes, with explanatory text and notes. 8vo. 29. 6d. ....LONGMANS, J une '18",,,Arachnida : pt,LONGMANS,6d.,0.025,4to.,"Arachnida : pt. I, Araneae (Spiders), by H. R. Hogg, 4to. Is. 6d. ; Vol. 4, no. 2, pp. 11-82, Cephalodiscus, by W. G. Ridewood, 4to. 125. ; Vol. 5, no. 1, pp. 1-68, Coelenterata : pt. 1, Actiniaria, by T. A. Stephenson, 41, IOS. DULAU ; LONGMANS, 1918 British Museum (Nalulas m wry). Lullaut (J. H.)- Report of the temperature reached in Army biscuits during baking, especially wit! reference to the destruction of the imported flour-moth, Ephestia Kühniella Zeller. 7 pl. Ryl. Svo. 9* x6, pp. 24, swd. 2s. DULAU, Apr.'is British Museum (Natural History). Harmer (S. F.)-Report on cetacea stranded on the Briti: h coa: t: during 1917. 3 text-fig. map. 4to. 12 X 9, pp. 21,‘wd. 2s. 6d. DULAU, Apr. is British Museum (Natural History). Lang (William Dickson)-A Map showing the known distribu- tion in England and Wales of the anopheline mosquitoes, with explanatory text and notes. 8vo. 29. 6d. ....LONGMANS, J une '18",,,,J une '18,
513,"British Museum (Natural History). Smith (Annie Lorrain)-A Monograph of the British licbens. Pt. 1. 2nd ed. 30s.......LONGMANS, July '18",,,A Monograph of the British licbens,LONGMANS,30s.,1.5,,"British Museum (Natural History). Smith (Annie Lorrain)-A Monograph of the British licbens. Pt. 1. 2nd ed. 305.......LONGMANS, July '18",,['British Museum (Natural History). Smith (Annie Lorrain)'],,July '18,
518,"Brock (A. Clutton-)sce Clutton-Brock. Brock (Arthur J.) and Wilson (Henry)--The Re- education of the adult. The Neura thenic in war and peace, by A. J. B. ; The Convalescent as arti: t crafts man, by H. W. 91X 6, pp. 19, 6d. (Hipers for the present). .HEADLEY, July '18.",,,The Re- education of the adult,HEADLEY,6d.,0.025,,"Brock (A. Clutton-)sce Clutton-Brock. Brock (Arthur J.) and Wilson (Henry)--The Re- education of the adult. The Neura thenic in war and peace, by A. J. B. ; The Convalescent as arti: t crafts man, by H. W. 91X 6, pp. 19, 6d. (Hipers for the present). .HEADLEY, July '18.",,"['Brock (A. Clutton-)sce Clutton-Brock. Brock (Arthur J.)', 'Wilson (Henry)']",,July '18,
522,"Brocks Leonar!)--A Regional geography of Asia and Australia. Cr. 8vo. 78 * 5, pp. 298, 3s. 60. ...... UNIV. OF LONDON PR., Nov. '18",,,Brocks Leonar!)--A Regional geography of Asia and Australia,UNIV. OF LONDON PR.,,0.0,8vo.,"Brocks Leonar!)--A Regional geography of Asia and Australia. Cr. 8vo. 78 * 5, pp. 298, 35. 60. ...... UNIV. OF LONDON PR., Nov. '18",,,,Nov. '18,
535,"Brown (Haydn)-Advanced suggestion (neuro- induction). Cr. 8vo. 71 x 5, pp. 350, 7s. 6d. net BAILLIERE, Nov '18",,,,BAILLIERE,7s. 6d.,0.375,8vo.,"Brown (Haydn)-Advanced suggestion (neuro- induction). Cr. 8vo. 71 x 5, pp. 350, 75. 6d. net BAILLIERE, Nov '18",,['Brown (Haydn)-Advanced suggestion (neuro- induction)'],,Nov '18,net
560,"Brown's B.-P. Boy Scouts' diary, 1919. 32mo. 4** 3, pp. 215, 9d. net ..J. BROWN, Nov. '18",,,Brown's B.-P. Boy Scouts' diary,J. BROWN,9d.,0.0375,32mo.,"Brown's B.-P. Boy Scouts' diary, 1919. 32mo. 4** 3, pp. 215, 9d. net ..J. BROWN, Nov. '18",,,,Nov. '18,net
561,"To Brown's Completed Burdwood azimuth tables, computed for intervals of four minutes, for declinations from 0° to 23° between the parallels of latitude 30° to 60° inclusive from horizon to meridian. Ryl. 8vo. 91 X6}, pp. 262, 78. 6d. net J. BROWN, June 18",,,"To Brown's Completed Burdwood azimuth tables, computed for intervals of four minutes, for declinations from 0° to",J. BROWN,6d.,0.025,8vo.,"To Brown's Completed Burdwood azimuth tables, computed for intervals of four minutes, for declinations from 0° to 23° between the parallels of latitude 30° to 60° inclusive from horizon to meridian. Ryl. 8vo. 91 X6}, pp. 262, 78. 6d. net J. BROWN, June 18",,,,June 18,net
562,"Brown's Nautical almanac, harbour and dock guide and daily tide tables for 1919. Ed. by James R. Brown. 8vo. 81 X5], 2s. 6d. net J. BROWN, Oct. '18",,,"Brown's Nautical almanac, harbour and dock guide and daily tide tables for",J. BROWN,2s. 6d.,0.125,8vo.,"Brown's Nautical almanac, harbour and dock guide and daily tide tables for 1919. Ed. by James R. Brown. 8vo. 81 X5], 2s. 6d. net J. BROWN, Oct. '18",,,,Oct. '18,net
563,"Browa's Signalling : how to learn the Commurcial code and all other forms of signalling. which i, appended the British signal manual : Marconi wireless telegraplıy explained. 20th ed. Cr. 8vo. 7 X 4), 3s. net ....J. BROWN, Feb. '18",,,Browa's Signalling : how to learn the Commurcial code and all other forms of signalling,J. BROWN,3s.,0.15,8vo.,"Browa's Signalling : how to learn the Commurcial code and all other forms of signalling. which i, appended the British signal manual : Marconi wireless telegraplıy explained. 20th ed. Cr. 8vo. 7 X 4), 3s. net ....J. BROWN, Feb. '18",,,,Feb. '18,net
564,"Brown's Signalling : how to learn the commercial code. Cr. 8vo. 71 x 41, pp. 82, 4s. 6a. net J. BROWN, Nov. '18",,,Brown's Signalling : how to learn the commercial code,J. BROWN,,0.0,8vo.,"Brown's Signalling : how to learn the commercial code. Cr. 8vo. 71 x 41, pp. 82, 4s. 6a. net J. BROWN, Nov. '18",,,,Nov. '18,
565,"Brown's Winds and currents of the Northern and Southern Hemispheres, with the law of storms. By an experienced officer of the Mercantile Marine. 8vo. pp. 106, 1s. 6d. J. BROWN, June '18",,,"Brown's Winds and currents of the Northern and Southern Hemispheres, with the law of storms",J. BROWN,1s. 6d.,0.07500000000000001,8vo.,"Brown's Winds and currents of the Northern and Southern Hemispheres, with the law of storms. By an experienced officer of the Mercantile Marine. 8vo. pp. 106, Is. 6d. J. BROWN, June '18",,,,June '18,
593,"Building construction contracts--ist Report of the Treasury Standing Committee (Colwyn Committee) on co-ordination of departmental action in regard to Contracts : Special report on form of contract for building construction work, id. ..HM STATIONERY OFF., Oct. '18",,,"Building construction contracts--ist Report of the Treasury Standing Committee (Colwyn Committee) on co-ordination of departmental action in regard to Contracts : Special report on form of contract for building construction work, id. ",HM STATIONERY OFF.,,0.0,,"Building construction contracts--ist Report of the Treasury Standing Committee (Colwyn Committee) on co-ordination of departmental action in regard to Contracts : Special report on form of contract for building construction work, id. ..HM STATIONERY OFF., Oct. '18",,,,Oct. '18,
603,"Burdett's Hospitals and charities, 1918. Cr. 8vo. 77 x 44, pp. 872, 12s. 6d. net SCIENTIFIC PR., Nov. '18",,,Burdett's Hospitals and charities,SCIENTIFIC PR.,12s. 6d.,0.625,8vo.,"Burdett's Hospitals and charities, 1918. Cr. 8vo. 77 x 44, pp. 872, 125. 6d. net SCIENTIFIC PR., Nov. '18",,,,Nov. '18,net
639,"Butterworth's Twentieth century statutes (anno- tated). Vol. 13, Public Gentral Acts, 1917. 8vo. pp. 275, 15s. net..BUTTERWORTH, May '18",,,Butterworth's Twentieth century statutes (anno- tated),BUTTERWORTH,15s.,0.75,8vo.,"Butterworth's Twentieth century statutes (anno- tated). Vol. 13, Public Gentral Acts, 1917. 8vo. pp. 275, 155. net..BUTTERWORTH, May '18",,,,May '18,net
640,"Butterworth's Workmen's compensation cases. Vol. 10. 8vo. 159. net BUTTERWORTH, July '18",,,Butterworth's Workmen's compensation cases,BUTTERWORTH,,0.0,8vo.,"Butterworth's Workmen's compensation cases. Vol. 10. 8vo. 159. net BUTTERWORTH, July '18",,,,July '18,
641,"H. MARSHALL, Oct. '18",,,,H. MARSHALL,,0.0,,"H. MARSHALL, Oct. '18",,,,Oct. '18,
642,"By two and two, Bell (C. C.) 1s. 04. nct ..Jan. 'I& Byerley (Hubert F.)-Songs of the war and faith and hope. Cr. 8vo. pp. 29, swd. 6d. BARRELL, Oct. '18",,,"By two and two, Bell (C. C.)",BARRELL,6d.,0.025,8vo.,"By two and two, Bell (C. C.) 15. 04. nct ..Jan. 'I& Byerley (Hubert F.)-Songs of the war and faith and hope. Cr. 8vo. pp. 29, swd. 6d. BARRELL, Oct. '18",,,,Oct. '18,
654,"“C. J. L. See L. (C. J.) Cababá (Michael) — The Freedom of the seas : the history of a German trap. Cr. 8vo. 71 x 5, pp. 159, 5s. net ....J. MURRAY, July'18",,,C. J. L. See L. (C. J.) Cababá (Michael) — The Freedom of the seas : the history of a German trap,J. MURRAY,5s.,0.25,8vo.,"“C. J. L. See L. (C. J.) Cababá (Michael) — The Freedom of the seas : the history of a German trap. Cr. 8vo. 71 x 5, pp. 159, 55. net ....J. MURRAY, July'18",,,,July'18,net
655,"Cabinet construction, Details of. 38. 6d. net Cablo (Boyd)--Air men o' war. C. 8vo. 71 X5, Pp. 256, 69. net ....J. MURRAY, Dec. '18",,,"Cabinet construction, Details of",J. MURRAY,,0.0,8vo.,"Cabinet construction, Details of. 38. 6d. net Cablo (Boyd)--Air men o' war. C. 8vo. 71 X5, Pp. 256, 69. net ....J. MURRAY, Dec. '18",,,,Dec. '18,
669,"Caledonian Canal—113th Report of Commis- sioners. 2d...H.M. STATIONERY OFF., Aug.'18",,,Caledonian Canal,H.M. STATIONERY OFF.,2d.,0.008333333333333333,,"Caledonian Canal—113th Report of Commis- sioners. 2d...H.M. STATIONERY OFF., Aug.'18",,,,Aug.'18,
670,"Calendar specially for the allotment holder and kitchen gardener, is. 6d. net WARNE, Sep. '18",,,"Calendar specially for the allotment holder and kitchen gardener, is",WARNE,6d.,0.025,,"Calendar specially for the allotment holder and kitchen gardener, is. 6d. net WARNE, Sep. '18",,,,Sep. '18,net
672,"Call (The), and other stories. Cr. 8vo. 74 X5, pp. 96, 1s. net .. ROUTLEDGE, June '18",,,"Call (The), and other stories",ROUTLEDGE,1s.,0.05,8vo.,"Call (The), and other stories. Cr. 8vo. 74 X5, pp. 96, Is. net .. ROUTLEDGE, June '18",,,,June '18,net
677,"Calvert's Mechanics' almanack, 1918. Ed. by Frank Nasmith and William H. Taylor. Cr. 8vo. 7 x 4, pp. 58, swd. 4d. J. HFYWOOD, Jan. '18",,,Calvert's Mechanics' almanack,J. HFYWOOD,4d.,0.016666666666666666,8vo.,"Calvert's Mechanics' almanack, 1918. Ed. by Frank Nasmith and William H. Taylor. Cr. 8vo. 7 x 4, pp. 58, swd. 4d. J. HFYWOOD, Jan. '18",,,,Jan. '18,
678,"Cambridge pocket diary (The), 1918-1919. 31x15, pp. 278, roan 2s. net, morocco, w. pocket and pencil 3s. 6d. net CAMB. UNIV. PR., Oct. '18",,,Cambridge pocket diary (The),CAMB. UNIV. PR.,3s. 6d.,0.175,,"Cambridge pocket diary (The), 1918-1919. 31x15, pp. 278, roan 25. net, morocco, w. pocket and pencil 35. 6d. net CAMB. UNIV. PR., Oct. '18",,,,Oct. '18,net
679,"Cambridge University-Higher Local Exam. and Certificates of Proficiency in Modern Languages Exam. : Papers, June, 1918, w. lists of syndics and examiners. Demy 8vo. 81 x 51, pp. 128, 2s. CAMB. UNIV. PR., July '18",,,Cambridge University-Higher Local Exam,CAMB. UNIV. PR.,2s.,0.1,8vo.,"Cambridge University-Higher Local Exam. and Certificates of Proficiency in Modern Languages Exam. : Papers, June, 1918, w. lists of syndics and examiners. Demy 8vo. 81 x 51, pp. 128, 25. CAMB. UNIV. PR., July '18",,,,July '18,
680,"Cambridge University--Higher local Class list and supplementary tables, December, 1917. Demy 8vo. 81 X 5), pp. 8, 6d. CAMB. UNIV. PR., Apr. '18",,,"Cambridge University--Higher local Class list and supplementary tables, December",CAMB. UNIV. PR.,6d.,0.025,8vo.,"Cambridge University--Higher local Class list and supplementary tables, December, 1917. Demy 8vo. 81 X 5), pp. 8, 6d. CAMB. UNIV. PR., Apr. '18",,,,Apr. '18,
681,"Cambridge University-Parliamentary_register, made up to September 15th, 1918. Ryl. 4to. 121 X 10, pp. 142, swd. 5s. net DEIGHTON, BELL, Oct. '18",,,"Cambridge University-Parliamentary_register, made up to September","DEIGHTON, BELL",5s.,0.25,4to.,"Cambridge University-Parliamentary_register, made up to September 15th, 1918. Ryl. 4to. 121 X 10, pp. 142, swd. 5s. net DEIGHTON, BELL, Oct. '18",,,,Oct. '18,net
682,"Cambridge University—The Student's handbook to the University and Colleges of Cambridge. 17th ed., revised to June 30th, 1918. Cr. 8vo. pp. 726, 6s, net CAMBRIDGE UNIV. PR., Oct. '18",,,Cambridge University—The Student's handbook to the University and Colleges of Cambridge,CAMBRIDGE UNIV. PR.,6s.,0.3,8vo.,"Cambridge University—The Student's handbook to the University and Colleges of Cambridge. 17th ed., revised to June 30th, 1918. Cr. 8vo. pp. 726, 6s, net CAMBRIDGE UNIV. PR., Oct. '18",,,,Oct. '18,net
683,"Canada-Trade of Canada and Newfoundland : Report for 1917. 3d. H.M. STATIONERY OFF., Oct. '18",,,Canada-Trade of Canada and Newfoundland : Report for,H.M. STATIONERY OFF.,3d.,0.0125,,"Canada-Trade of Canada and Newfoundland : Report for 1917. 3d. H.M. STATIONERY OFF., Oct. '18",,,,Oct. '18,
684,"Canadian War Records Office—Thirty Canadian V.C.s, 23rd April, 1915, to 30th March, 1918. Cr. 8vo. 74 x 5, pp. 96, 28. od. net SKEPPINGTON, Dec. '18",,,Canadian War Records Office—Thirty Canadian V.C.s,SKEPPINGTON,,0.0,8vo.,"Canadian War Records Office—Thirty Canadian V.C.s, 23rd April, 1915, to 30th March, 1918. Cr. 8vo. 74 x 5, pp. 96, 28. od. net SKEPPINGTON, Dec. '18",,,,Dec. '18,
685,"Canal Control Ctte.-Hdbk. on canals : containing information rela. to controlled canals, lits of towns served by them, and names and addresses of public carriers. 6d. H.M. STATIOERY OFF., Feb. '18",,,Canal Control Ctte,H.M. STATIOERY OFF.,6d.,0.025,,"Canal Control Ctte.-Hdbk. on canals : containing information rela. to controlled canals, lits of towns served by them, and names and addresses of public carriers. 6d. H.M. STATIOERY OFF., Feb. '18",,,,Feb. '18,
686,"Candle of vision (The). By “A. E. (G. W. Russell]. Cr. 8vo. 74 x5, pp. 184, 6s. net MACMILLAN, Oct. '18",,,Candle of vision (The),MACMILLAN,6s.,0.3,8vo.,"Candle of vision (The). By “A. E. (G. W. Russell]. Cr. 8vo. 74 x5, pp. 184, 6s. net MACMILLAN, Oct. '18",,,,Oct. '18,net
695,"Carlisle Diocesan calendár, clergy list, and church almanack, 1918. Cr. Svo. 71 x 41, pp. 205, 1s. 6d. .SIMPKIN ; THURNAM, Jan. '18",,,"Carlisle Diocesan calendár, clergy list, and church almanack",THURNAM,,0.0,,"Carlisle Diocesan calendár, clergy list, and church almanack, 1918. Cr. Svo. 71 x 41, pp. 205, Is. 6d. .SIMPKIN ; THURNAM, Jan. '18",,,,Jan. '18,
698,"Carnegie United Kingdom Trust-Report on public baths and wash-houses in the United Kingdom, by Agnes Campbell. x77, presented gratuitously by the Trust. (Dunfermline) CARNEGIE U.K. TRUST, May'18",,,"Carnegie United Kingdom Trust-Report on public baths and wash-houses in the United Kingdom, by Agnes Campbell",CARNEGIE U.K. TRUST,,0.0,,"Carnegie United Kingdom Trust-Report on public baths and wash-houses in the United Kingdom, by Agnes Campbell. x77, presented gratuitously by the Trust. (Dunfermline) CARNEGIE U.K. TRUST, May'18",,,,May'18,
699,"Carnegie United Kingdom Trust-Scotti: h mothers and children : report on the physical welfare of mothers and children (Vol. 3), Scot- land, by W. Leslie Mackenzie. 10+ x 71, pp. 660, presented gratuitously by the Trust. (Dunfermliuc) CARNEGIEL.K. TRUST, Feb.'18",,,Carnegie United Kingdom Trust-Scotti: h mothers and children : report on the physical welfare of mothers and children (Vol,CARNEGIEL.K. TRUST,,0.0,,"Carnegie United Kingdom Trust-Scotti: h mothers and children : report on the physical welfare of mothers and children (Vol. 3), Scot- land, by W. Leslie Mackenzie. 10+ x 71, pp. 660, presented gratuitously by the Trust. (Dunfermliuc) CARNEGIEL.K. TRUST, Feb.'18",,,,Feb.'18,
709,"Carriage of goods by ca, Law rela. to, Carrer (T. G.) (Henderson) 4?. ..Feb. ':8 Carrillo (E. Gomez)-In the heart of the tragedy. Cr. 8vo. 75X5, PP. 153, 25, 6d. net T{ODDER & S., Jan. '18",,,"Carriage of goods by ca, Law rela",ODDER & S.,,0.0,8vo.,"Carriage of goods by ca, Law rela. to, Carrer (T. G.) (Henderson) 4?. ..Feb. ':8 Carrillo (E. Gomez)-In the heart of the tragedy. Cr. 8vo. 75X5, PP. 153, 25, 6d. net T{ODDER & S., Jan. '18",,,,Jan. '18,
713,"Carry on! a word to those on active service. By a Lieutenant, R.N.V.R. 16ino. pp. 23, id. Soc. SS. PETER AND PAUL, Feb. '18",,,Carry on! a word to those on active service,SS. PETER AND PAUL,,0.0,,"Carry on! a word to those on active service. By a Lieutenant, R.N.V.R. 16ino. pp. 23, id. Soc. SS. PETER AND PAUL, Feb. '18",,,,Feb. '18,
732,"Catholic diary, 1919. 4* x5, pp. 400, 2s. net WASHBOURNE, Nov. '18",,,Catholic diary,WASHBOURNE,2s.,0.1,,"Catholic diary, 1919. 4* x5, pp. 400, 25. net WASHBOURNE, Nov. '18",,,,Nov. '18,net
733,"Catholic social year book, 1918: A Christian social crusade. 7**41, pp. 91, 6d. net KING, Jan. '18",,,Catholic social year book,KING,6d.,0.025,,"Catholic social year book, 1918: A Christian social crusade. 7**41, pp. 91, 6d. net KING, Jan. '18",,,,Jan. '18,net
736,"Cassell's Children's annual, Fol. II X8), pp. 184, 7s. 6d. net, 6s. net .CASSELL, Oct. '18",,,"Cassell's Children's annual, Fol",CASSELL,6s.,0.3,,"Cassell's Children's annual, Fol. II X8), pp. 184, 75. 6d. net, 6s. net .CASSELL, Oct. '18",,,,Oct. '18,net
