entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Abdur Rahim-The Principles of Muhammadan jurisprudence according to the Hanafi, Maliki, Shafi'i and Hanbali Schools. Ryl. 8vo., pp. 460, 21s. net.. .... LUZAC, June 11",,,"Abdur Rahim-The Principles of Muhammadan jurisprudence according to the Hanafi, Maliki, Shafi'i and Hanbali Schools",LUZAC,21s.,8vo.,"Abdur Rahim-The Principles of Muhammadan jurisprudence according to the Hanafi, Maliki, Shafi'i and Hanbali Schools. Ryl. 8vo., pp. 460, 21S. net.. .... LUZAC, June 11",,,,June 11,1911,net
"About Edwin Drood. 8vo. 81x5), pp. 104, 4s. net CAMB. UNIV. PRESS, Feb.11",,,About Edwin Drood,CAMB. UNIV. PRESS,4s.,8vo.,"About Edwin Drood. 8vo. 81x5), pp. 104, 45. net CAMB. UNIV. PRESS, Feb.11",,,,Feb.11,1911,net
"Academy architecture and architectural review. Vol. 39, 1911, Part 1. Founded by Alex, Koch. 4to. 97 x7}, pp. 162, 4s, iod. net ; swd., 4s. net SIMPKIN, Aug. 11",,,Academy architecture and architectural review,SIMPKIN,4s.,4to.,"Academy architecture and architectural review. Vol. 39, 1911, Part 1. Founded by Alex, Koch. 4to. 97 x7}, pp. 162, 4s, iod. net ; swd., 4s. net SIMPKIN, Aug. 11",,,,Aug. 11,1911,net
"Acts--Gas Companies' standard burner No. 2 Act, 1910, 6d.; Llanelly Harbour Act, 1910, s. WYMAN, Jan. 11",,,Acts--Gas Companies' standard burner,WYMAN,,,"Acts--Gas Companies' standard burner No. 2 Act, 1910, 6d.; Llanelly Harbour Act, 1910, IS. WYMAN, Jan. 11",,,,Jan. 11,1911,
"Acts—Great Northern Railway (Ireland). 1911 (Post free.) 3s. 1d........... WYMAN, May Acts — Military lands provisional order Act, (post free) 3}d...... WYMAN, May 11",,,Acts—Great Northern Railway (Ireland),WYMAN,,,"Acts—Great Northern Railway (Ireland). 1911 (Post free.) 3s. Id........... WYMAN, May Acts — Military lands provisional order Act, (post free) 3}d...... WYMAN, May 11",,,,May 11,1911,
"Acts—Upper Medway navigation and con- servancy 6s. 2d. ; London Electric Railway, 4s. 1}d.; Port of London, 61d.; Charles Skier's Charity, 60}. (post free) WYMAN, Sep. 11",,,Acts—Upper Medway navigation and con- servancy,WYMAN,,,"Acts—Upper Medway navigation and con- servancy 6s. 2d. ; London Electric Railway, 45. 1}d.; Port of London, 61d.; Charles Skier's Charity, 60}. (post free) WYMAN, Sep. 11",,,,Sep. 11,1911,
"Acts-Weston-super-Mare gas, 9fd.; London Cemetery Company, 9td.; Luton water, 9fd.; Seaforth and Sefton junction railway, 6jd.; Dover Corporation, 6}d.; Chesham and District gas, 2s. 4d. (post free) WYMAN, Sep. ir Acts-Aberdeen Corporation order, 1911, s. 4d. ; Lloyd's Act, 9 d.; L.C.C. General powers, 6}d.; Drainage and improvement of lands: Ireland, 6 d.; Local Government Board's provisional orders: Gas, 9fd.; Gas Orders No. 2, 4s. 5d. (all post free) —WYMAN, Oct. 11",,,Acts-Weston-super-Mare gas,WYMAN,,,"Acts-Weston-super-Mare gas, 9fd.; London Cemetery Company, 9td.; Luton water, 9fd.; Seaforth and Sefton junction railway, 6jd.; Dover Corporation, 6}d.; Chesham and District gas, 25. 4d. (post free) WYMAN, Sep. ir Acts-Aberdeen Corporation order, 1911, IS. 4d. ; Lloyd's Act, 9 d.; L.C.C. General powers, 6}d.; Drainage and improvement of lands: Ireland, 6 d.; Local Government Board's provisional orders: Gas, 9fd.; Gas Orders No. 2, 4s. 5d. (all post free) —WYMAN, Oct. 11",,,,Oct. 11,1911,
"Acts—London County Council Money, is. 7d. ; London County Council Tramways and Improvements, 2s. 7d. (post free) WYMAN, Od. 11",,,"Acts—London County Council Money, is",WYMAN,2s. 7d.,,"Acts—London County Council Money, is. 7d. ; London County Council Tramways and Improvements, 25. 7d. (post free) WYMAN, Od. 11",,,,Od. 11,1911,
"Aeronautics—Technical report, 1910-11 (post free), 6s, 4d... . WYMAN, Aug. 11",,,Aeronautics—Technical report,WYMAN,6s. 4d.,,"Aeronautics—Technical report, 1910-11 (post free), 6s, 4d... . WYMAN, Aug. 11",,,,Aug. 11,1911,
"Agricultural statistics. Part 1, for 1910 (post free) 7d. WYMAN, Apr. 11",,,Agricultural statistics,WYMAN,7d.,,"Agricultural statistics. Part 1, for 1910 (post free) 7d. WYMAN, Apr. 11",,,,Apr. 11,1911,
