entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Acts of Parliament-Air Ministry (Kenley Com- mon), 3d. ; Allotments, 6d.; Do. (Scotland), 6d. ; Appropriation, yd.; British nationality and status of aliens, 2d. ; Celluloid and cinema film, 6d. ; Constabulary (Ireland), 3d. ; Criminal law amend., 2d. ; Education (Scot- land : superannuation), 2d. ; Electricity (sup- ply), 6d. ; Expiring laws, 3d.; Indian High Courts, 2d. ; 1sle of Man (customs), 2d. ; Law of property, 8s.; Local govt. and other officers' superannuation, 6d.; Lunacy, 2d. ; Milk and dairies, 3d. ; National health in- surance, 2d. ; Naval discipline, 3d.; Oil in navigable waters, 3d.; Post Office (parcels), 2d.; do. (pneumatic tubes acquisition), 3d. ; Public works loans, 2d. ; Railway and Canal Commis. (consents), 2d.; Representation of the people (No. 2), 2d.; School teachers (superannuation), 2d.; Solicitors, 3d.; Tele- graph (money), 2d. ; Universities (Scot.), 2d. ; War service canteens (disposal of surplus), 2d. ; Whale fisheries (Scot.) amend., 2d. ; Air Force Act, 3s. (all net)........H.M.S.O., Aug. '22",,,Acts of Parliament-Air Ministry (Kenley Com- mon),H.M.S.O.,3s.,,"Acts of Parliament-Air Ministry (Kenley Com- mon), 3d. ; Allotments, 6d.; Do. (Scotland), 6d. ; Appropriation, yd.; British nationality and status of aliens, 2d. ; Celluloid and cinema film, 6d. ; Constabulary (Ireland), 3d. ; Criminal law amend., 2d. ; Education (Scot- land : superannuation), 2d. ; Electricity (sup- ply), 6d. ; Expiring laws, 3d.; Indian High Courts, 2d. ; Isle of Man (customs), 2d. ; Law of property, 8s.; Local govt. and other officers' superannuation, 6d.; Lunacy, 2d. ; Milk and dairies, 3d. ; National health in- surance, 2d. ; Naval discipline, 3d.; Oil in navigable waters, 3d.; Post Office (parcels), 2d.; do. (pneumatic tubes acquisition), 3d. ; Public works loans, 2d. ; Railway and Canal Commis. (consents), 2d.; Representation of the people (No. 2), 2d.; School teachers (superannuation), 2d.; Solicitors, 3d.; Tele- graph (money), 2d. ; Universities (Scot.), 2d. ; War service canteens (disposal of surplus), 2d. ; Whale fisheries (Scot.) amend., 2d. ; Air Force Act, 35. (all net)........H.M.S.O., Aug. '22",,,,Aug. '22,1922,
"Acts of Parliament-Local and private : Legal and General Assurance Soc., Ltd., 3s. net; Leicester freemen, gd, net. H.M.S.O., Aug. '22",,,Acts of Parliament-Local and private : Legal and General Assurance Soc,H.M.S.O.,,,"Acts of Parliament-Local and private : Legal and General Assurance Soc., Ltd., 35. net; Leicester freemen, gd, net. H.M.S.O., Aug. '22",,,,Aug. '22,1922,
"Acts of Parliament–Local and private. Durham County Water Bd., 3s. 9d.; Staffordshire asylums, 2s. od.; Ayr Burgh (electricity), 3. 3d. ; Cambridge Corporation, 4s. 6d.; Šouth Staffordshire Waterworks, 3s. 9d. ; Kingston-upon-Hull Corporation, Shepton Mallet waterworks, 28. 3d. net. H.M.S.O., Dec. '22",,,Acts of Parliament–Local and private,H.M.S.O.,3d.,,"Acts of Parliament–Local and private. Durham County Water Bd., 35. 9d.; Staffordshire asylums, 25. od.; Ayr Burgh (electricity), 3. 3d. ; Cambridge Corporation, 45. 6d.; Šouth Staffordshire Waterworks, 3s. 9d. ; Kingston-upon-Hull Corporation, Shepton Mallet waterworks, 28. 3d. net. H.M.S.O., Dec. '22",,,,Dec. '22,1922,net
"Adams Elisabeth B.)-My cat Prospêro : pioneer who hridged the gulf between the and the unseen. 71 x 5, pp 167, 58. net HUTCHINSON, Apr. '22",,,Adams Elisabeth B.)-My cat Prospêro : pioneer who hridged the gulf between the and the unseen,HUTCHINSON,,,"Adams Elisabeth B.)-My cat Prospêro : pioneer who hridged the gulf between the and the unseen. 71 x 5, pp 167, 58. net HUTCHINSON, Apr. '22",,,,Apr. '22,1922,
"MACMILLAN, May '22",,,,MACMILLAN,,,"MACMILLAN, May '22",,,,May '22,1922,
"Address to women on the prevention of venereal disease. By a woman. 7+* 5, pp. 24, swd. 2d. net. (69, Albert Rd., Southsea) F. MALCOLM, Nov. '22",,,Address to women on the prevention of venereal disease,F. MALCOLM,,,"Address to women on the prevention of venereal disease. By a woman. 7+* 5, pp. 24, swd. 2d. net. (69, Albert Rd., Southsea) F. MALCOLM, Nov. '22",,,,Nov. '22,1922,
"Addresses to men : Afternoons (&c.) in the college chapel, Peabody (F. G.) 4 vols. Ea. 3s. 6d. net ..Mar. '2- Adeler (Max)—Elbow room: a novel without a plot. Ch. ed. Cr. 8vo. 7X 4), pp. 320, 2s, net ROUTLEDGE, Apr. '22",,,Addresses to men : Afternoons (&c,ROUTLEDGE,2s.,8vo.,"Addresses to men : Afternoons (&c.) in the college chapel, Peabody (F. G.) 4 vols. Ea. 35. 6d. net ..Mar. '2- Adeler (Max)—Elbow room: a novel without a plot. Ch. ed. Cr. 8vo. 7X 4), pp. 320, 2s, net ROUTLEDGE, Apr. '22",,,,Apr. '22,1922,net
"Admiralty-Appropriation account, 1920–21, 6s. net; Statement of excess, 1920–21, id. H.M.S.O., Apr. '22",,,Admiralty-Appropriation account,H.M.S.O.,,,"Admiralty-Appropriation account, 1920–21, 6s. net; Statement of excess, 1920–21, id. H.M.S.O., Apr. '22",,,,Apr. '22,1922,
"Admiralty-Cookery, Manual of Naval. is. net. H.M.S.O., June '22",,,"Admiralty-Cookery, Manual of Naval",H.M.S.O.,,,"Admiralty-Cookery, Manual of Naval. is. net. H.M.S.O., June '22",,,,June '22,1922,
"Admiralty--Dockyard expense accounts, 1919-20. .H.M.S.O., Mar.'22",,,Admiralty--Dockyard expense accounts,H.M.S.O.,,,"Admiralty--Dockyard expense accounts, 1919-20. .H.M.S.O., Mar.'22",,,,Mar.'22,1922,
"20. net H.M.S.O., Nov. '22",,,,H.M.S.O.,,,"20. net H.M.S.O., Nov. '22",,,,Nov. '22,1922,
"Admiralty-Handbook of physical and recrea- tional training for the use of the Royal Navy. Vol. 2, Recreational training, 28. 6d. net. H.M.S.O., May '22",,,Admiralty-Handbook of physical and recrea- tional training for the use of the Royal Navy,H.M.S.O.,6d.,,"Admiralty-Handbook of physical and recrea- tional training for the use of the Royal Navy. Vol. 2, Recreational training, 28. 6d. net. H.M.S.O., May '22",,,,May '22,1922,net
"Admiralty-Health of the Navy: statistical report for 191s. 7s. 6d. net. H.M.S.O., Aug. '22",,,Admiralty-Health of the Navy: statistical report for,H.M.S.O.,7s. 6d.,,"Admiralty-Health of the Navy: statistical report for 1915. 75. 6d. net. H.M.S.O., Aug. '22",,,,Aug. '22,1922,net
"Admiralty-Intelligence Dept. Handbooks. Belgium and the adjoining territories, ios, 6d. net; do., Atlas, 5s, net; Climate of the Eastern Mediterranean, 5s. net. H.M.S.O., July, '22",,,Admiralty-Intelligence Dept,H.M.S.O.,5s.,,"Admiralty-Intelligence Dept. Handbooks. Belgium and the adjoining territories, ios, 6d. net; do., Atlas, 5s, net; Climate of the Eastern Mediterranean, 5s. net. H.M.S.O., July, '22",,,,"July, '22",1922,net
"Admiralty-Nautical almanac for 1924. 43. net. H.M.S.O., 1922 Admiralty-Nautical almanac, 1924 : abridged for the use of seamen. 2s. net. H.M.S.O., June' 22",,,Admiralty-Nautical almanac for,H.M.S.O.,2s.,,"Admiralty-Nautical almanac for 1924. 43. net. H.M.S.O., 1922 Admiralty-Nautical almanac, 1924 : abridged for the use of seamen. 25. net. H.M.S.O., June' 22",,,,June' 22,1922,net
"Admiralty-Navigation manual, 1922. Vol. 1, 7s, 6d. ; vol. 2, 5s. 6d. net. H.M.S.O., 1922 Admiralty-Pilot books. Supplements are gratis to purchasers of Pilots. Admiralty-Pilot books. Africa. P:. 1, 1920 : suppl. No. 2. Gratis. .J. D. POTTER, July '22",,,Admiralty-Navigation manual,J. D. POTTER,,,"Admiralty-Navigation manual, 1922. Vol. 1, 7s, 6d. ; vol. 2, 5s. 6d. net. H.M.S.O., 1922 Admiralty-Pilot books. Supplements are gratis to purchasers of Pilots. Admiralty-Pilot books. Africa. P:. 1, 1920 : suppl. No. 2. Gratis. .J. D. POTTER, July '22",,,,July '22,1922,
"Admiralty-Pilot books. Alaska, South-East, 1920 : suppl. no. I gratis. J. D. POTTER, Mar. '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Alaska, South-East, 1920 : suppl. no. I gratis. J. D. POTTER, Mar. '22",,,,Mar. '22,1922,
"Admiralty-Pilot books. Arctic. Vol. 2. 3rd ed. ios, net....... .......J. D. POTTER, April '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Arctic. Vol. 2. 3rd ed. ios, net....... .......J. D. POTTER, April '22",,,,April '22,1922,
"Admiralty-Pilot books. Australia. 1916 : suppl. no. 4; vol. 4, 1917: suppl. no. 4. Gratis........J. D. POTTER, July 22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Australia. 1916 : suppl. no. 4; vol. 4, 1917: suppl. no. 4. Gratis........J. D. POTTER, July 22",,,,July 22,1922,
"Admiralty-Pilot books. Baltic. Part 1, 1912 : suppl. no. 7; part 2, 1914: suppl. no. 6. Gratis J. D. POTTER, June '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Baltic. Part 1, 1912 : suppl. no. 7; part 2, 1914: suppl. no. 6. Gratis J. D. POTTER, June '22",,,,June '22,1922,
"Admiralty-Pilot books. Bay of Bengal. 5th ed. Ios. net .J. D. POTTER, June '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Bay of Bengal. 5th ed. Ios. net .J. D. POTTER, June '22",,,,June '22,1922,
"Admiralty-Pilot books. Bering Sea and Strait, 1920 : suppl. no. 1. Gratis. J. D. POTTER, Mar. '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Bering Sea and Strait, 1920 : suppl. no. 1. Gratis. J. D. POTTER, Mar. '22",,,,Mar. '22,1922,
"Admiralty-Pilot books. Black Sea, 1920 : suppl. no. 2. Gratis. J. D. POTTER, July '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Black Sea, 1920 : suppl. no. 2. Gratis. J. D. POTTER, July '22",,,,July '22,1922,
"Admiralty-Pilot books. British Columbia. Vol. i, 1913: suppl. no. 6; vol. 2, 1913: supp). no. 6. Gratis....J. D. POTTER, May '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. British Columbia. Vol. i, 1913: suppl. no. 6; vol. 2, 1913: supp). no. 6. Gratis....J. D. POTTER, May '22",,,,May '22,1922,
"Admiralty-Pilot books. Channel. 1920 : suppl. no. 2; pt. 3, 1917: suppl. no. 5. Gratis.. .J. D. POTTER, July '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Channel. 1920 : suppl. no. 2; pt. 3, 1917: suppl. no. 5. Gratis.. .J. D. POTTER, July '22",,,,July '22,1922,
"Admiralty-Pilot books. Eastern Archipelago. Part 1, 1911 : suppl. no. 6; Vol. 3, including the N.E. end of Celebes, etc. 2nd ed. 1os. net.... .. J. D. POTTER, April '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Eastern Archipelago. Part 1, 1911 : suppl. no. 6; Vol. 3, including the N.E. end of Celebes, etc. 2nd ed. 1os. net.... .. J. D. POTTER, April '22",,,,April '22,1922,
"Admiralty-Pilot books: Eastern Archipelago. Vol. 3, 1921, suppl. No. 1, 1922 (Gratis to purchasers of Pilot).....J.D. POTTER, Dec. '22",,,Admiralty-Pilot books: Eastern Archipelago,J.D. POTTER,,,"Admiralty-Pilot books: Eastern Archipelago. Vol. 3, 1921, suppl. No. 1, 1922 (Gratis to purchasers of Pilot).....J.D. POTTER, Dec. '22",,,,Dec. '22,1922,
"Admiralty-Pilot books. India, West Coast, 1919: suppl. no. 2. Gratis. J. D. POTTER, Mar. '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. India, West Coast, 1919: suppl. no. 2. Gratis. J. D. POTTER, Mar. '22",,,,Mar. '22,1922,
"Admiralty-Pilot books. Irish coast. 7th ed., ros, net.... .J. D. POTTER, Sep. '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Irish coast. 7th ed., ros, net.... .J. D. POTTER, Sep. '22",,,,Sep. '22,1922,
"Admiralty-Pilot books. Japan, 2nd ed., 1914 : Suppl., No. 6, 1922. (Gratis.) J. D. POTTER, Sep. '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Japan, 2nd ed., 1914 : Suppl., No. 6, 1922. (Gratis.) J. D. POTTER, Sep. '22",,,,Sep. '22,1922,
"Admiralty-Pilot books. Mediterranean. Vol. 2, 1916 : suppl. no. 5 ; vol. 3, 1919 : suppl. no. 2; vol. 4, 1918 : suppl. no. 3. Gratis. J. D. POTTER, May'22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Mediterranean. Vol. 2, 1916 : suppl. no. 5 ; vol. 3, 1919 : suppl. no. 2; vol. 4, 1918 : suppl. no. 3. Gratis. J. D. POTTER, May'22",,,,May'22,1922,
"Admiralty-Pilot books. Mediterranean. Vol. 5, 1915: Suppl. No. 6, 1922. (Gratis.) J. D. POTTER, Sep. '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Mediterranean. Vol. 5, 1915: Suppl. No. 6, 1922. (Gratis.) J. D. POTTER, Sep. '22",,,,Sep. '22,1922,
"Admiralty-Pilot books. Newfoundland and Labrador. Vol. 1, 1917: suppl. no. 4 ; vol. 2, 1917: suppl. no. 4. Gratis. J. D. POTTER, April 22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Newfoundland and Labrador. Vol. 1, 1917: suppl. no. 4 ; vol. 2, 1917: suppl. no. 4. Gratis. J. D. POTTER, April 22",,,,April 22,1922,
"Admiralty-Pilot books. North Sea. Part 1, 7th ed., 1921, ios. net ; part 3, 1914 : suppl. no. 6, gratis ; pt. 4, 8th ed., 1921, ios. net. J. D. POTTER, May '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. North Sea. Part 1, 7th ed., 1921, ios. net ; part 3, 1914 : suppl. no. 6, gratis ; pt. 4, 8th ed., 1921, ios. net. J. D. POTTER, May '22",,,,May '22,1922,
"Admiralty-Pilot books. Norway. Part 2, 1915: suppl. no. 6; part 3, 1914: suppl. no. 6. Gratis.. J. D. POTTER, May'22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Norway. Part 2, 1915: suppl. no. 6; part 3, 1914: suppl. no. 6. Gratis.. J. D. POTTER, May'22",,,,May'22,1922,
"Admiralty-Pilot books. Nova Scotia (S.E. coast) and Bay of Fundy. 7th ed., 1921. jos, net...... .J. D. POTTER, May '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Nova Scotia (S.E. coast) and Bay of Fundy. 7th ed., 1921. jos, net...... .J. D. POTTER, May '22",,,,May '22,1922,
"Admiralty-Pilot books. Pacific 1slands. Vol. 2, 1918: suppl. no. 3. Gratis. J. D. POTTER, July '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Pacific Islands. Vol. 2, 1918: suppl. no. 3. Gratis. J. D. POTTER, July '22",,,,July '22,1922,
"Admiralty-Pilot books. Red Sea and Gulf of Aden, 1921 : suppl. no. 1. Gratis. J. D. POTTER, April '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Red Sea and Gulf of Aden, 1921 : suppl. no. 1. Gratis. J. D. POTTER, April '22",,,,April '22,1922,
"Admiralty-Pilot books. Scotland, West coast of. Vol. 1, 7th ed. Ios. net. J. D. POTTER, May '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. Scotland, West coast of. Vol. 1, 7th ed. Ios. net. J. D. POTTER, May '22",,,,May '22,1922,
"Admiralty-Pilot books. South America. Pt. 2, 11th ed., 1916 : Suppl. No. 5, 1922. (Gratis.) J. D. POTTER, Sep. '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. South America. Pt. 2, 11th ed., 1916 : Suppl. No. 5, 1922. (Gratis.) J. D. POTTER, Sep. '22",,,,Sep. '22,1922,
"Admiralty-Pilot books. South America. Part 3, ist ed., 1915 : suppl. no. 5. Gratis. J. D. POTTER, July ’22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. South America. Part 3, ist ed., 1915 : suppl. no. 5. Gratis. J. D. POTTER, July ’22",,,,July ’22,1922,
"Admiralty-Pilot books. United States, East coast. Vol. 1, 3rd ed., 1922, ios. net ; Vol. 2, 3rd ed., 1921, 1os. net. J. D. POTTER, July '22",,,Admiralty-Pilot books,J. D. POTTER,,,"Admiralty-Pilot books. United States, East coast. Vol. 1, 3rd ed., 1922, ios. net ; Vol. 2, 3rd ed., 1921, 1os. net. J. D. POTTER, July '22",,,,July '22,1922,
"Admiralty-Remarks on the Interim Report of the Committee on National Expenditure. 3d. net ...H.M.S.O., Feb. '22",,,Admiralty-Remarks on the Interim Report of the Committee on National Expenditure,H.M.S.O.,3d.,,"Admiralty-Remarks on the Interim Report of the Committee on National Expenditure. 3d. net ...H.M.S.O., Feb. '22",,,,Feb. '22,1922,net
"3s. 6d, Bk. I. 55, net, Adult Education Ctte.-Paper No. 1, Report on local co-operation between universities, local education authorities and voluntary bodies, 4d.; No. 2, Report on the recruitment, train. ing and remuneration of tutors, 6d. net. H.M.S.O., J une '22",,,,H.M.S.O.,6d.,,"35. 6d, Bk. I. 55, net, Adult Education Ctte.-Paper No. 1, Report on local co-operation between universities, local education authorities and voluntary bodies, 4d.; No. 2, Report on the recruitment, train. ing and remuneration of tutors, 6d. net. H.M.S.O., J une '22",,,,J une '22,1922,net
"Advanced auction bridge. “ By Bascule.” New ed. 18mo, 61 x 41, pp. 281, 7s. 6d. net. LONGMANS, Dec. '22",,,Advanced auction bridge,LONGMANS,7s. 6d.,"18mo,","Advanced auction bridge. “ By Bascule.” New ed. 18mo, 61 x 41, pp. 281, 75. 6d. net. LONGMANS, Dec. '22",,,,Dec. '22,1922,net
"Adventures and misadventures; or, An Under- graduate's experiences in Canada. By Lofty.” Illus. 74 x 57, pp. 226, 6s. net BALE, Mar. '22",,,"Adventures and misadventures; or, An Under- graduate's experiences in Canada",BALE,6s.,,"Adventures and misadventures; or, An Under- graduate's experiences in Canada. By Lofty.” Illus. 74 x 57, pp. 226, 6s. net BALE, Mar. '22",,,,Mar. '22,1922,net
"Adventuros of Mr. Mouse (The). 16 drawings in colour by W. E. Greenwood. Folio, 121x91. 5s. net... .COLLINS, Nov. 22",,,Adventuros of Mr,COLLINS,5s.,,"Adventuros of Mr. Mouse (The). 16 drawings in colour by W. E. Greenwood. Folio, 121x91. 55. net... .COLLINS, Nov. 22",,,,Nov. 22,1922,net
"Advertiser's A B C: the standard advertisement directory, 1922. (36th year.) 103 x 64, pp. 948 (163 Queen Victoria St., E.C.4) T. B. BROWNE, Apr. '22",,,Advertiser's A B C: the standard advertisement directory,T. B. BROWNE,,,"Advertiser's A B C: the standard advertisement directory, 1922. (36th year.) 103 x 64, pp. 948 (163 Queen Victoria St., E.C.4) T. B. BROWNE, Apr. '22",,,,Apr. '22,1922,
"Aorlal Navigation, Convention for the regulation of, Oct., 1919. 3d. net ..H.M.S.O., Aug. '22",,,"Aorlal Navigation, Convention for the regulation of, Oct",H.M.S.O.,3d.,,"Aorlal Navigation, Convention for the regulation of, Oct., 1919. 3d. net ..H.M.S.O., Aug. '22",,,,Aug. '22,1922,net
