entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"ABC of Gardening: Book of Practical Hints, by a Practical Gardener. 16mo. 54 × 4, pp. 126, 18. DRANE, Apr. 02",,,"ABC of Gardening: Book of Practical Hints, by a Practical Gardener",DRANE,,16mo.,"ABC of Gardening: Book of Practical Hints, by a Practical Gardener. 16mo. 54 × 4, pp. 126, 18. DRANE, Apr. 02",,,,Apr. 02,1902,
"A B C of Swimming: Royal Road to the Art. By Ex-Club Captain. 12mo. 5 × 4, pp. 84, 1s. DRANE, July 02",,,A B C of Swimming: Royal Road to the Art,DRANE,1s.,12mo.,"A B C of Swimming: Royal Road to the Art. By Ex-Club Captain. 12mo. 5 × 4, pp. 84, 1s. DRANE, July 02",,,,July 02,1902,
"ABC Pocket Atlas Guide to London. Corona- tion Year ed. 12mo. limp, 1s. G. PHILIP, May 02",,,ABC Pocket Atlas Guide to London,G. PHILIP,1s.,12mo.,"ABC Pocket Atlas Guide to London. Corona- tion Year ed. 12mo. limp, 1s. G. PHILIP, May 02",,,,May 02,1902,
"ABC-The Churchman's: a Guide to Church Doctrine and Ritual. Ch. ed. 12mo. 67 × 4, pp. 128, limp, 1s. .......NISBET, Oct. 02",,,ABC-The Churchman's: a Guide to Church Doctrine and Ritual,NISBET,1s.,12mo.,"ABC-The Churchman's: a Guide to Church Doctrine and Ritual. Ch. ed. 12mo. 67 × 4, pp. 128, limp, 1s. .......NISBET, Oct. 02",,,,Oct. 02,1902,
"Academy Notes, 1902. Originated by Henry Blackburn. 8vo. swd. 1s. SKEFFINGTON, May 02",,,Academy Notes,SKEFFINGTON,1s.,8vo.,"Academy Notes, 1902. Originated by Henry Blackburn. 8vo. swd. 1s. SKEFFINGTON, May 02",,,,May 02,1902,
"Academy Pictures and New Gallery, 1902. Roy. 8vo. 28.; swd. 1s. 'ART JOURNAL' OFFICE, May 02",,,Academy Pictures and New Gallery,ART JOURNAL' OFFICE,,8vo.,"Academy Pictures and New Gallery, 1902. Roy. 8vo. 28.; swd. 1s. 'ART JOURNAL' OFFICE, May 02",,,,May 02,1902,
"Acts relating to the Supply of Gas and Water by Companies & Local Authorities. Comp. by Jos. Reeson. 8vo. 218. net ...BUTTERWORTH, Oct. 02",,,Acts relating to the Supply of Gas and Water by Companies & Local Authorities,BUTTERWORTH,,8vo.,"Acts relating to the Supply of Gas and Water by Companies & Local Authorities. Comp. by Jos. Reeson. 8vo. 218. net ...BUTTERWORTH, Oct. 02",,,,Oct. 02,1902,
"Adams (Bertha Jane)-see Adams (Mrs. Leith-) Adams (C. C.)-Text-book of Commercial Geo- graphy. Cr. 8vo. 58. net ...HIRSCHFELD, Feb. 02",,,Adams (C. C.)-Text-book of Commercial Geo- graphy,HIRSCHFELD,,8vo.,"Adams (Bertha Jane)-see Adams (Mrs. Leith-) Adams (C. C.)-Text-book of Commercial Geo- graphy. Cr. 8vo. 58. net ...HIRSCHFELD, Feb. 02",,['Adams (Bertha Jane)-see Adams (Mrs. Leith-)'],,Feb. 02,1902,
"Adderley (J. G.), Marson (C. L.)-Third Orders: a Transl. of an Ancient Rule of the Tertiaries, together with an Account of some modern Third Orders, Two Sermons on St. Francis, and an Article on the Religious Life. 12mo. 68 x 4, pp. 94, 1s. net …………….MOWBRAY, July 02",,,Third Orders: a Transl,MOWBRAY,,12mo.,"Adderley (J. G.), Marson (C. L.)-Third Orders: a Transl. of an Ancient Rule of the Tertiaries, together with an Account of some modern Third Orders, Two Sermons on St. Francis, and an Article on the Religious Life. 12mo. 68 x 4, pp. 94, 1s. net …………….MOWBRAY, July 02",,"['Adderley (J. G.), Marson (C. L.)']",,July 02,1902,
"Adrien Burnaby, Thief. 16mo. swd. 1s. net DANVERS, Dec. 02",,,"Adrien Burnaby, Thief",DANVERS,1s.,16mo.,"Adrien Burnaby, Thief. 16mo. swd. 1s. net DANVERS, Dec. 02",,,,Dec. 02,1902,net
"Eschylus-Prometheus Bound. Rendered into English Verse by E. R. Bevan. 4to. 5s. net NUTT, June 02",,,Eschylus-Prometheus Bound,NUTT,5s.,4to.,"Eschylus-Prometheus Bound. Rendered into English Verse by E. R. Bevan. 4to. 5s. net NUTT, June 02",,,,June 02,1902,net
