entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Adviser. Vol. 1904. 4to. 2s. ; limp, 1s. 6d. ; bds. 1s. HOULSTON, Dec. 04",,,Adviser,HOULSTON,1s.,4to.,"Adviser. Vol. 1904. 4to. 2s. ; limp, 1s. 6d. ; bds. 1s. HOULSTON, Dec. 04",,,,Dec. 04,1904,
"............... ...... ........... Eschylus-Agamemnon. Intro. &c. by A. W. Verrall. 8vo. 12s. .MACMILLAN, Jan. 04",,,Eschylus-Agamemnon,MACMILLAN,12s.,8vo.,"............... ...... ........... Eschylus-Agamemnon. Intro. &c. by A. W. Verrall. 8vo. 12s. .MACMILLAN, Jan. 04",,,,Jan. 04,1904,
"Eschylus - Agamemnon, transl. into English Verse by E. Thring. Cr. 8vo. leather, 10s. 6d. net CONSTABLE, Mar. 04",,,"Eschylus - Agamemnon, transl",CONSTABLE,10s. 6d.,8vo.,"Eschylus - Agamemnon, transl. into English Verse by E. Thring. Cr. 8vo. leather, 10s. 6d. net CONSTABLE, Mar. 04",,,,Mar. 04,1904,net
"Aeschylus-Agamemnon. Transl. by W. Head- lam. Cr. 8vo. swd. 1s. ......BELL, May 04",,,Aeschylus-Agamemnon,BELL,1s.,8vo.,"Aeschylus-Agamemnon. Transl. by W. Head- lam. Cr. 8vo. swd. 1s. ......BELL, May 04",,,,May 04,1904,
"Eschylus-Prometheus Vinctus. Edit. by F. G. Plaistowe and T. R. Mills. Cr. 8vo. 7 × 4, pp. 148, 4s. 6d. Vocab. and Test Papers, 1s. (Univ. Tut. Series) ..CLIVE, Apr. 04",,,Eschylus-Prometheus Vinctus,CLIVE,1s.,8vo.,"Eschylus-Prometheus Vinctus. Edit. by F. G. Plaistowe and T. R. Mills. Cr. 8vo. 7 × 4, pp. 148, 4s. 6d. Vocab. and Test Papers, 1s. (Univ. Tut. Series) ..CLIVE, Apr. 04",,,,Apr. 04,1904,
"Esop's Fables. Illus. by Maud U. Clarke. Imp. 8vo. 10 × 7, pp. 400, 7s. 6d.......CASSELL, Sep. 04",,,Esop's Fables,CASSELL,7s. 6d.,8vo.,"Esop's Fables. Illus. by Maud U. Clarke. Imp. 8vo. 10 × 7, pp. 400, 7s. 6d.......CASSELL, Sep. 04",,,,Sep. 04,1904,
"582, 188. net Afalo (M.)-Truth about Morocco. Indictment of Policy of British Foreign Office with regard to Anglo-French Agreement. Pref. by R. B. Cun- ninghame Graham. Cr. 8vo. 7x5, pp. 812, 7s. 6d. net.......... ..........J. LANE, Aug. 04",,,,J. LANE,7s. 6d.,8vo.,"582, 188. net Afalo (M.)-Truth about Morocco. Indictment of Policy of British Foreign Office with regard to Anglo-French Agreement. Pref. by R. B. Cun- ninghame Graham. Cr. 8vo. 7x5, pp. 812, 7s. 6d. net.......... ..........J. LANE, Aug. 04",,,,Aug. 04,1904,net
"Africa, S., Labour and other Questions in, mainly Considerations on Rational and Profitable Treatment of Coloured Races living there. By 'Indicus.' Cr. 8vo. 73 × 5, pp. 158, 3s. 6d. UNWIN, Jan. 04",,,"Africa, S., Labour and other Questions in, mainly Considerations on Rational and Profitable Treatment of Coloured Races living there",UNWIN,3s. 6d.,8vo.,"Africa, S., Labour and other Questions in, mainly Considerations on Rational and Profitable Treatment of Coloured Races living there. By 'Indicus.' Cr. 8vo. 73 × 5, pp. 158, 3s. 6d. UNWIN, Jan. 04",,,,Jan. 04,1904,
"African Pilot. Vol. 1, 6th ed. 1899. Supplement, 6d. ....J. D. POTTER, Mar. 04",,,African Pilot,J. D. POTTER,6d.,,"African Pilot. Vol. 1, 6th ed. 1899. Supplement, 6d. ....J. D. POTTER, Mar. 04",,,,Mar. 04,1904,
"Agnostic Annual and Ethical Review, 190s. 8vo. swd. 6d. WATTS, Oct. 04",,,Agnostic Annual and Ethical Review,WATTS,6d.,8vo.,"Agnostic Annual and Ethical Review, 1905. 8vo. swd. 6d. WATTS, Oct. 04",,,,Oct. 04,1904,
"Ainsley's Engineers' Manual of the Local Marine Board Examinations for Certificates of Compe- tency as 2nd and 1st Class Engineers. 25th ed. royal 8vo. 91 × 61, pp. 740, 10s. SIMPKIN, Feb. 04",,,Ainsley's Engineers' Manual of the Local Marine Board Examinations for Certificates of Compe- tency as,SIMPKIN,10s.,8vo.,"Ainsley's Engineers' Manual of the Local Marine Board Examinations for Certificates of Compe- tency as 2nd and 1st Class Engineers. 25th ed. royal 8vo. 91 × 61, pp. 740, 10s. SIMPKIN, Feb. 04",,,,Feb. 04,1904,
"Ainsley's Nautical Almanac and Tide Tables for 190s. Cr. 8vo. swd. 6d., 18.......SIMPKIN, Nov. 04",,,Ainsley's Nautical Almanac and Tide Tables for,SIMPKIN,,8vo.,"Ainsley's Nautical Almanac and Tide Tables for 1905. Cr. 8vo. swd. 6d., 18.......SIMPKIN, Nov. 04",,,,Nov. 04,1904,
"Aitch-Petits Chevaux and How to Play it. 18mo. limp, 1s. net............ ROUTLEDGE, July 04",,,Aitch-Petits Chevaux and How to Play it,ROUTLEDGE,1s.,18mo.,"Aitch-Petits Chevaux and How to Play it. 18mo. limp, 1s. net............ ROUTLEDGE, July 04",,,,July 04,1904,net
"Alcestis of Eurypides-The Oxford Text with English Verse translation by Sixth Form Boys of Bradfield College. 1904. Fcp. 8vo. 74 × 43, pp. 77, swd. 1s. 6d. net .PARKER, May 04",,,Alcestis of Eurypides-The Oxford Text with English Verse translation by Sixth Form Boys of Bradfield College,PARKER,1s. 6d.,8vo.,"Alcestis of Eurypides-The Oxford Text with English Verse translation by Sixth Form Boys of Bradfield College. 1904. Fcp. 8vo. 74 × 43, pp. 77, swd. 1s. 6d. net .PARKER, May 04",,,,May 04,1904,net
"Alge (S.), Rippmann (W.)-Second French Book. Rev., enl. 12mo. 1s. 6d. net............DENT, Oct. 04",,,Second French Book,DENT,1s. 6d.,12mo.,"Alge (S.), Rippmann (W.)-Second French Book. Rev., enl. 12mo. 1s. 6d. net............DENT, Oct. 04",,"['Alge (S.), Rippmann (W.)']",,Oct. 04,1904,net
"net ………........... ............ Alger (J. G.)-Napoleon's British Visitors and Captives, 1801-181s. 8vo. 9 x 5, pp. 350, 8s. 6d. ....CONSTABLE, June 04",,,Alger (J. G.)-Napoleon's British Visitors and Captives,CONSTABLE,8s. 6d.,8vo.,"net ………........... ............ Alger (J. G.)-Napoleon's British Visitors and Captives, 1801-1815. 8vo. 9 x 5, pp. 350, 8s. 6d. ....CONSTABLE, June 04",,,,June 04,1904,
"Aliens of the West. By Author of ' Rejuvenation of Miss Semaphore' &c. Cr. 8vo. 73 x 5, pp. 360, 6s....... CASSELL, Oct. 04",,,Aliens of the West,CASSELL,6s.,8vo.,"Aliens of the West. By Author of ' Rejuvenation of Miss Semaphore' &c. Cr. 8vo. 73 x 5, pp. 360, 6s....... CASSELL, Oct. 04",,,,Oct. 04,1904,
"Allcroft (A. H.), Haydon (J. H.)-History of Rome 44 B.C. to 138 A.D.: Early Principate. 3rd ed. enl., cr.8vo. pp. 360, 3s. 6d. (Univ.Tut. Series) CLIVE, Mar. 04",,,History of Rome,CLIVE,3s. 6d.,8vo.,"Allcroft (A. H.), Haydon (J. H.)-History of Rome 44 B.C. to 138 A.D.: Early Principate. 3rd ed. enl., cr.8vo. pp. 360, 3s. 6d. (Univ.Tut. Series) CLIVE, Mar. 04",,"['Allcroft (A. H.), Haydon (J. H.)']",,Mar. 04,1904,
"net Almanach de Gotha, 190s. 12mo. 9s. 6d. DAWSON, Dec. 04",,,Almanach de Gotha,DAWSON,9s. 6d.,12mo.,"net Almanach de Gotha, 1905. 12mo. 9s. 6d. DAWSON, Dec. 04",,,,Dec. 04,1904,
"………………......... Almayer's Folly, Conrad (Jos.) Alpha, Dennys (E. N.) 3s. 6d. Alphabet, Thorley (E. J.) 1s. 6d. Alphabets and Numerals. Designed and drawn by A. J. Turbayne. 4to. 10s. 6d. net JACK, Oct. 04",,,"Almayer's Folly, Conrad (Jos",JACK,10s. 6d.,4to.,"………………......... Almayer's Folly, Conrad (Jos.) Alpha, Dennys (E. N.) 3s. 6d. Alphabet, Thorley (E. J.) 1s. 6d. Alphabets and Numerals. Designed and drawn by A. J. Turbayne. 4to. 10s. 6d. net JACK, Oct. 04",,,,Oct. 04,1904,net
"Altar Music. Supplement to Provost Staley's Altar Service Book. Edit. by F. Burgess. Roy. 8vo. 58. net; swd. 2s. 6d net DE LA MORE PRESS, Oct. 04",,,Altar Music,DE LA MORE PRESS,2s. 6d,8vo.,"Altar Music. Supplement to Provost Staley's Altar Service Book. Edit. by F. Burgess. Roy. 8vo. 58. net; swd. 2s. 6d net DE LA MORE PRESS, Oct. 04",,,,Oct. 04,1904,net
"Amateur's Companion to Workshop, Bottone (S.) 1s. 6d. net Amati (L. Bartlett-)-Banking and Commercial Tables between Great Britain and all other parts of the World. Roy. 8vo. limp, 10s. net SIMPKIN, Feb. 04",,,"Amateur's Companion to Workshop, Bottone (S.)",SIMPKIN,10s.,8vo.,"Amateur's Companion to Workshop, Bottone (S.) 1s. 6d. net Amati (L. Bartlett-)-Banking and Commercial Tables between Great Britain and all other parts of the World. Roy. 8vo. limp, 10s. net SIMPKIN, Feb. 04",,,,Feb. 04,1904,net
"7s. 6d. net America Abroad, 1904. Annual Handbook for Ed. by J. W. Cundall. American Travellers. .OFFICE, Apr. 04",,,,OFFICE,,,"7s. 6d. net America Abroad, 1904. Annual Handbook for Ed. by J. W. Cundall. American Travellers. .OFFICE, Apr. 04",,,,Apr. 04,1904,
"248. net........ American in Egypt: Arabic. 8vo. swd. 1s. net A. OWEN, Oct. 04",,,,A. OWEN,1s.,8vo.,"248. net........ American in Egypt: Arabic. 8vo. swd. 1s. net A. OWEN, Oct. 04",,,,Oct. 04,1904,net
"Amos (A.), Hough (W. W.)-Cambridge Mission to South London. A 20 years' survey. 12mo. .MACMILLAN, May 04",,,Cambridge Mission to South London,MACMILLAN,,12mo.,"Amos (A.), Hough (W. W.)-Cambridge Mission to South London. A 20 years' survey. 12mo. .MACMILLAN, May 04",,"['Amos (A.), Hough (W. W.)']",,May 04,1904,
"Transl. by Thomas Moore, Anacreon: Odes. with designs by Girodet de Ronsey. 12mo. ..PUTNAM, Feb. 04",,,Transl,PUTNAM,,12mo.,"Transl. by Thomas Moore, Anacreon: Odes. with designs by Girodet de Ronsey. 12mo. ..PUTNAM, Feb. 04",,,,Feb. 04,1904,
"Anaesthetics in Surg., Whiteford (C. H.) 18. 6d. Slight Analysis of the Hunting Field. Sketches of principal Characters that compose one. Souvenir of Season 1845-6. Illus. by H. Alken. New ed. 12mo. 63 × 44, pp. 336, 3s. 6d. net (Illus. ...METHUEN, Jan. 04",,,Anaesthetics in Surg,METHUEN,,12mo.,"Anaesthetics in Surg., Whiteford (C. H.) 18. 6d. Slight Analysis of the Hunting Field. Sketches of principal Characters that compose one. Souvenir of Season 1845-6. Illus. by H. Alken. New ed. 12mo. 63 × 44, pp. 336, 3s. 6d. net (Illus. ...METHUEN, Jan. 04",,,,Jan. 04,1904,
"Anastassiou (N.)-Greek Self-Taught (Modern). With Phonetic Pronunciation (Thimm's System). Cr. 8vo. 74 × 43, pp. 120, 2s. 6d.; swd. 2s. (Self- MARLBOROUGH, Dec. 04",,,With Phonetic Pronunciation (Thimm's System),MARLBOROUGH,,8vo.,"Anastassiou (N.)-Greek Self-Taught (Modern). With Phonetic Pronunciation (Thimm's System). Cr. 8vo. 74 × 43, pp. 120, 2s. 6d.; swd. 2s. (Self- MARLBOROUGH, Dec. 04",,['Anastassiou (N.)-Greek Self-Taught (Modern)'],,Dec. 04,1904,
"Ancestor (The)-Quarterly Review of County and Family History, Heraldry, Antiquities. Edit. by Oswald Barron. No. 10. Imp. 8vo. 10 × 61, pp. ..CONSTABLE, July 04",,,"Ancestor (The)-Quarterly Review of County and Family History, Heraldry, Antiquities",CONSTABLE,,8vo.,"Ancestor (The)-Quarterly Review of County and Family History, Heraldry, Antiquities. Edit. by Oswald Barron. No. 10. Imp. 8vo. 10 × 61, pp. ..CONSTABLE, July 04",,,,July 04,1904,
"286, 5s. net...... Ancestor (The). No. 11. Imp. 8vo. 58. net CONSTABLE, Oct. 04",,,,CONSTABLE,,8vo.,"286, 5s. net...... Ancestor (The). No. 11. Imp. 8vo. 58. net CONSTABLE, Oct. 04",,,,Oct. 04,1904,
"3s. 6d.; bds. 2s. 6d. ...... Illus. Cr. Andersen (H. C.)-Fairy Tales. 8vo. 7×5, pp. 416, 2s. (Ïmp. Lib.) W. COLLINS, Sep. 04",,,,W. COLLINS,2s.,8vo.,"3s. 6d.; bds. 2s. 6d. ...... Illus. Cr. Andersen (H. C.)-Fairy Tales. 8vo. 7×5, pp. 416, 2s. (Ïmp. Lib.) W. COLLINS, Sep. 04",,,,Sep. 04,1904,
"Andrews (E. S.), Pearson (K.)-On the Theory of the Stresses in Crane and Coupling Hooks, with Experimental Comparison with Existing Theory. 18 diagrams. 4to. 3s.. DULAU, Aug. 04",,,"On the Theory of the Stresses in Crane and Coupling Hooks, with Experimental Comparison with Existing Theory",DULAU,3s.,4to.,"Andrews (E. S.), Pearson (K.)-On the Theory of the Stresses in Crane and Coupling Hooks, with Experimental Comparison with Existing Theory. 18 diagrams. 4to. 3s.. DULAU, Aug. 04",,"['Andrews (E. S.), Pearson (K.)']",,Aug. 04,1904,
"Animal Alphabet and Puzzle Pictures. Pictured by S. Berkeley and others. 4to. untearable, 8s. 6d. DEAN, Oct. 04",,,Animal Alphabet and Puzzle Pictures,DEAN,8s. 6d.,4to.,"Animal Alphabet and Puzzle Pictures. Pictured by S. Berkeley and others. 4to. untearable, 8s. 6d. DEAN, Oct. 04",,,,Oct. 04,1904,
"Animal World, Vol. 1904. Fol. 3s.; bds. 2s. PARTRIDGE, Dec. 04",,,"Animal World, Vol",PARTRIDGE,2s.,,"Animal World, Vol. 1904. Fol. 3s.; bds. 2s. PARTRIDGE, Dec. 04",,,,Dec. 04,1904,
"Animal's Friend. Volume for 1904. Folio, 2s. 6d. ..BELL, Oct. 04",,,Animal's Friend,BELL,2s. 6d.,,"Animal's Friend. Volume for 1904. Folio, 2s. 6d. ..BELL, Oct. 04",,,,Oct. 04,1904,
"Annals of the South African Museum. Vol. 8, Part 5. New Araneida from South Africa, by O. Pickard, Cambridge. 4 Plates. Roy. 8vo. sd. ..W. WESLEY, Jan. 04",,,Annals of the South African Museum,W. WESLEY,,8vo.,"Annals of the South African Museum. Vol. 8, Part 5. New Araneida from South Africa, by O. Pickard, Cambridge. 4 Plates. Roy. 8vo. sd. ..W. WESLEY, Jan. 04",,,,Jan. 04,1904,
"58. net Annals of South African Museum. Vol. 8, Part 5, pp. 143-165; pl. 9-12, roy. 8vo. swd. 5s. net W. WESLEY, July 04",,,,W. WESLEY,5s.,8vo.,"58. net Annals of South African Museum. Vol. 8, Part 5, pp. 143-165; pl. 9-12, roy. 8vo. swd. 5s. net W. WESLEY, July 04",,,,July 04,1904,net
"Annals of the South African Museum. Vol. 4, Part 2. Descriptions of Paleontological Material collected by the Members of the Geological Survey of Cape Colony. 5 Plates. Roy. 8vo. sd. 68. net........ ..........W. WESLEY, Jan. 04",,,Annals of the South African Museum,W. WESLEY,,8vo.,"Annals of the South African Museum. Vol. 4, Part 2. Descriptions of Paleontological Material collected by the Members of the Geological Survey of Cape Colony. 5 Plates. Roy. 8vo. sd. 68. net........ ..........W. WESLEY, Jan. 04",,,,Jan. 04,1904,
"Annals of South African Museum. Vol. 4, Part 2, 6s. net; Part 4, 4s. net; Part 5, 28. net; Part 6, roy. 8vo. swd. 48. net .........W. WESLEY, July 04",,,Annals of South African Museum,W. WESLEY,,8vo.,"Annals of South African Museum. Vol. 4, Part 2, 6s. net; Part 4, 4s. net; Part 5, 28. net; Part 6, roy. 8vo. swd. 48. net .........W. WESLEY, July 04",,,,July 04,1904,
"Annals of the South African Museum. Vol. 4, Part 3. Brachiopoda from the Bokkeveld Beds, by F. R. C. Reed. 4 Plates. Roy. 8vo. sd. 4s. net W. WESLEY, Jan. 04",,,Annals of the South African Museum,W. WESLEY,4s.,8vo.,"Annals of the South African Museum. Vol. 4, Part 3. Brachiopoda from the Bokkeveld Beds, by F. R. C. Reed. 4 Plates. Roy. 8vo. sd. 4s. net W. WESLEY, Jan. 04",,,,Jan. 04,1904,net
"Anning (E. G.), Bentley (F. J.)-Log of H.M.S. Argonaut,' 1900-1904, China Station. Intro. by Lionel Yexley. Cr. 8vo. 73 x 48, pp. 102, 4s. net (Log Series)......... WESTMINSTER PRESS, Feb. 04",,,"Log of H.M.S. Argonaut,'",WESTMINSTER PRESS,4s.,8vo.,"Anning (E. G.), Bentley (F. J.)-Log of H.M.S. Argonaut,' 1900-1904, China Station. Intro. by Lionel Yexley. Cr. 8vo. 73 x 48, pp. 102, 4s. net (Log Series)......... WESTMINSTER PRESS, Feb. 04",,"['Anning (E. G.), Bentley (F. J.)']",,Feb. 04,1904,net
"Annual Charities Register & Digest, 1904. Classi- fied Register of Charities in or available for the Metropolis. Intro. by C. S. Loch. 8vo. 5s. net LONGMANS, Apr. 04",,,Annual Charities Register & Digest,LONGMANS,5s.,8vo.,"Annual Charities Register & Digest, 1904. Classi- fied Register of Charities in or available for the Metropolis. Intro. by C. S. Loch. 8vo. 5s. net LONGMANS, Apr. 04",,,,Apr. 04,1904,net
"Annual Register: Record of Public Events at Home and Abroad for 1903. 8vo. 9 × 5, pp. ...LONGMANS, June 04",,,Annual Register: Record of Public Events at Home and Abroad for,LONGMANS,,8vo.,"Annual Register: Record of Public Events at Home and Abroad for 1903. 8vo. 9 × 5, pp. ...LONGMANS, June 04",,,,June 04,1904,
"666, 188. Annual Report of the United States National Museum for the year ending June 30, 1902. 8vo. pp. 808, 262 plates, 409 engr., 20s. net W. WESLEY, July 04",,,,W. WESLEY,20s.,8vo.,"666, 188. Annual Report of the United States National Museum for the year ending June 30, 1902. 8vo. pp. 808, 262 plates, 409 engr., 20s. net W. WESLEY, July 04",,,,July 04,1904,net
"82mo. Ithr. 1s. net Anson (W. S. W.)-Who Wrote That? Dictionary of Quotations of Literary Origin in Common Use. .ROUTLEDGE, Dec. 04",,,,ROUTLEDGE,,,"82mo. Ithr. 1s. net Anson (W. S. W.)-Who Wrote That? Dictionary of Quotations of Literary Origin in Common Use. .ROUTLEDGE, Dec. 04",,,,Dec. 04,1904,
"82mo. lthr. 18. net......... Anstey (F.)-Fallen 1dol. 8vo. swd. 6d. NEWNES, Dec. 04",,,,NEWNES,6d.,8vo.,"82mo. lthr. 18. net......... Anstey (F.)-Fallen Idol. 8vo. swd. 6d. NEWNES, Dec. 04",,,,Dec. 04,1904,
"Transl. by William Apuleius-Golden Ass. Adlington. Folio, 42s. net (Chiswick Library of ....BELL, May 04",,,Transl,BELL,,,"Transl. by William Apuleius-Golden Ass. Adlington. Folio, 42s. net (Chiswick Library of ....BELL, May 04",,,,May 04,1904,
"Arabia, Penetration of, Hogarth (Dvd. Geo.) 7s. 6d. Arabian Nights. Edit. by Mrs. F. G. Green. Cr. 8vo. 7 × 53, pp. 192, 2s. 6d.......DEAN, Oct. 04",,,"Arabia, Penetration of, Hogarth (Dvd",DEAN,2s. 6d.,8vo.,"Arabia, Penetration of, Hogarth (Dvd. Geo.) 7s. 6d. Arabian Nights. Edit. by Mrs. F. G. Green. Cr. 8vo. 7 × 53, pp. 192, 2s. 6d.......DEAN, Oct. 04",,,,Oct. 04,1904,
"Anthropol. Lab. Studies, Duckworth (W. L. H.) botanical Evidence with regard to Age of the 108. net Beds. 2 Plates. 4to. pp. 84, swd. 2s. 6d. DULAU, Nov. 04",,,Anthropol,DULAU,2s. 6d.,4to.,"Anthropol. Lab. Studies, Duckworth (W. L. H.) botanical Evidence with regard to Age of the 108. net Beds. 2 Plates. 4to. pp. 84, swd. 2s. 6d. DULAU, Nov. 04",,,,Nov. 04,1904,
"Antiquary. Vol. 89. 8vo. 7s. 6d. E. STOCK, Feb. 04",,,Antiquary,E. STOCK,7s. 6d.,8vo.,"Antiquary. Vol. 89. 8vo. 7s. 6d. E. STOCK, Feb. 04",,,,Feb. 04,1904,
"Anwar-i-Suhaili; or, Light of Canopus. Com- monly known as Kalilah and Damnah. Adapted by Mulla Husain Bin Ali al Waiz al Kashifi from Transl. from Persian by Fables of Bidpai. A. N. Wollaston. 8vo. 15s.; lthr. 81s. 6d. J. MURRAY, May 04",,,"Anwar-i-Suhaili; or, Light of Canopus",J. MURRAY,81s. 6d.,8vo.,"Anwar-i-Suhaili; or, Light of Canopus. Com- monly known as Kalilah and Damnah. Adapted by Mulla Husain Bin Ali al Waiz al Kashifi from Transl. from Persian by Fables of Bidpai. A. N. Wollaston. 8vo. 15s.; lthr. 81s. 6d. J. MURRAY, May 04",,,,May 04,1904,
"Arblay (Madame D')-see Burney (Fanny) Archæologia Cambrensis. Vol. for 1904. Demy .OFFICE, Dec. 04",,,Archæologia Cambrensis,OFFICE,,,"Arblay (Madame D')-see Burney (Fanny) Archæologia Cambrensis. Vol. for 1904. Demy .OFFICE, Dec. 04",,"[""Arblay (Madame D')-see Burney (Fanny)""]",,Dec. 04,1904,
"Archives of the Middlesex Hospital. Vol. 2. Second Report from Cancer Research Labora- tories. Ed. by A. G. R. Foulerton. Roy. 8vo. swd. 5s. net MACMILLAN, May 04",,,Archives of the Middlesex Hospital,MACMILLAN,5s.,8vo.,"Archives of the Middlesex Hospital. Vol. 2. Second Report from Cancer Research Labora- tories. Ed. by A. G. R. Foulerton. Roy. 8vo. swd. 5s. net MACMILLAN, May 04",,,,May 04,1904,net
"Archives of the Middlesex Hospital. Vol. 8. Third Report from Cancer Research Laboratories. 8vo. swd. 5s. net ……..MACMILLAN, Aug. 04",,,Archives of the Middlesex Hospital,MACMILLAN,,8vo.,"Archives of the Middlesex Hospital. Vol. 8. Third Report from Cancer Research Laboratories. 8vo. swd. 5s. net ……..MACMILLAN, Aug. 04",,,,Aug. 04,1904,
"Aristophanes : Thesmophoriazuse. Greek text revised, with a free transl., by B. B. Rogers. 4to. 7s. 6d. .BELL, Jan. 04",,,Aristophanes : Thesmophoriazuse,BELL,7s. 6d.,4to.,"Aristophanes : Thesmophoriazuse. Greek text revised, with a free transl., by B. B. Rogers. 4to. 7s. 6d. .BELL, Jan. 04",,,,Jan. 04,1904,
"Aristotle-Ethics. Edit. with Intro. by J. Bur- net. 8vo. red. to 10s. 6d. net... METHUEN, Oct. 04",,,Aristotle-Ethics,METHUEN,10s. 6d.,8vo.,"Aristotle-Ethics. Edit. with Intro. by J. Bur- net. 8vo. red. to 10s. 6d. net... METHUEN, Oct. 04",,,,Oct. 04,1904,net
"Arkiv för Botanik-K. Svenska Vetenskapsaka- demien. Band 1, Nr. 14. 8vo. pp. 16, sd. 8d. net W. WESLEY, Jan. 04",,,Arkiv för Botanik-K. Svenska Vetenskapsaka- demien,W. WESLEY,8d.,8vo.,"Arkiv för Botanik-K. Svenska Vetenskapsaka- demien. Band 1, Nr. 14. 8vo. pp. 16, sd. 8d. net W. WESLEY, Jan. 04",,,,Jan. 04,1904,net
