,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
0,"A. (E. V.)-Wha-oo-oo! Cr. 8vo. 3s. 6d. DRANE, Jan. 06",A.,E. V.,Wha-oo-oo!,DRANE,3s. 6d.,8vo.,"A. (E. V.)-Wha-oo-oo! Cr. 8vo. 3s. 6d. DRANE, Jan. 06",E. V. A.,['A. (E. V.)'],,Jan. 06,1906,
1,"Abbott (A. C.)-Principles of Bacteriology. 7th edit. 8vo. pp. 702, 12s. 6d. net 10s. 6d. net......... Abbot, Scott, 1s., 2s. net H. K. LEWIS, Jan. 06",Abbott,A. C.,Principles of Bacteriology,H. K. LEWIS,2s.,8vo.,"Abbott (A. C.)-Principles of Bacteriology. 7th edit. 8vo. pp. 702, 12s. 6d. net 10s. 6d. net......... Abbot, Scott, 1s., 2s. net H. K. LEWIS, Jan. 06",A. C. Abbott,['Abbott (A. C.)'],,Jan. 06,1906,net
2,"Abbott (E. A.)-Johannine Grammar. 8vo. 9× 54, pp. 716, 16s. 6d. net ............BLACK, Jan. 06",Abbott,E. A.,Johannine Grammar,BLACK,16s. 6d.,8vo.,"Abbott (E. A.)-Johannine Grammar. 8vo. 9× 54, pp. 716, 16s. 6d. net ............BLACK, Jan. 06",E. A. Abbott,['Abbott (E. A.)'],,Jan. 06,1906,net
3,"Abbott (E. A.)-Silanus the Christian [Roman Knight of 118-163 A.D.]. 8vo. 9 × 54, pp. 368, 7s. 6d. net .....BLACK, Sep. 06",Abbott,E. A.,Silanus the Christian [Roman Knight of,BLACK,7s. 6d.,8vo.,"Abbott (E. A.)-Silanus the Christian [Roman Knight of 118-163 A.D.]. 8vo. 9 × 54, pp. 368, 7s. 6d. net .....BLACK, Sep. 06",E. A. Abbott,['Abbott (E. A.)'],,Sep. 06,1906,net
4,"Abbott (G. F.)-Through India with the Prince. 8vo. 94 × 5, pp. 322, 12s. 6d. net E. ARNOLD, Apr. 06",Abbott,G. F.,Through India with the Prince,E. ARNOLD,12s. 6d.,8vo.,"Abbott (G. F.)-Through India with the Prince. 8vo. 94 × 5, pp. 322, 12s. 6d. net E. ARNOLD, Apr. 06",G. F. Abbott,['Abbott (G. F.)'],,Apr. 06,1906,net
5,"Abdullah Muhammad Habib-Revelations of the Muslim Seer Al-Sayyid Abdullah Muhammad Habib Effendi. Concerning the Creation and Siderial Universe. 8vo. pp. 48, 3s. 6d. ; swd. 2s. 6d. LUZAC, Oct.06",,,Abdullah Muhammad Habib-Revelations of the Muslim Seer Al-Sayyid Abdullah Muhammad Habib Effendi,LUZAC,2s. 6d.,8vo.,"Abdullah Muhammad Habib-Revelations of the Muslim Seer Al-Sayyid Abdullah Muhammad Habib Effendi. Concerning the Creation and Siderial Universe. 8vo. pp. 48, 3s. 6d. ; swd. 2s. 6d. LUZAC, Oct.06",,,,Oct.06,1906,
6,"Aberdeen University Finances, Report. 41d. WYMAN, Apr. 06",,,"Aberdeen University Finances, Report",WYMAN,41d.,,"Aberdeen University Finances, Report. 41d. WYMAN, Apr. 06",,,,Apr. 06,1906,
7,"Aberdeen University: Statistical Report. 1d. WYMAN, Apr. 06",,,Aberdeen University: Statistical Report,WYMAN,1d.,,"Aberdeen University: Statistical Report. 1d. WYMAN, Apr. 06",,,,Apr. 06,1906,
8,"Abertillery Urban District. Medical Inspector's Report. 8d.. ..WYMAN, Apr. 06",,,Abertillery Urban District,WYMAN,8d.,,"Abertillery Urban District. Medical Inspector's Report. 8d.. ..WYMAN, Apr. 06",,,,Apr. 06,1906,
9,"Abhedananda (Swani)-India and her People. Portr. 8vo. pp. 286, 5s. 6d. ......LUZAC, July 06",Abhedananda,Swani,India and her People,LUZAC,5s. 6d.,8vo.,"Abhedananda (Swani)-India and her People. Portr. 8vo. pp. 286, 5s. 6d. ......LUZAC, July 06",Swani Abhedananda,['Abhedananda (Swani)'],,July 06,1906,
