,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
20,"Ack worth cousins : a comedietta of a friendly character in two scenes. By D. and M. Cr. 8vo. swd. is. net ....SWARTHMORE PR., Apr. 20",,,Ack worth cousins : a comedietta of a friendly character in two scenes,SWARTHMORE PR.,,8vo.,"Ack worth cousins : a comedietta of a friendly character in two scenes. By D. and M. Cr. 8vo. swd. is. net ....SWARTHMORE PR., Apr. 20",,,,Apr. 20,1920,
21,"Acland (Alice C.)-Hum Esquire: a queer story for children. Cr. 8vo. 74 x5, pp. 167, 4s. 60. net SIDGWICK & J., Oct. '20",Acland,Alice C.,Hum Esquire: a queer story for children,SIDGWICK & J.,,8vo.,"Acland (Alice C.)-Hum Esquire: a queer story for children. Cr. 8vo. 74 x5, pp. 167, 45. 60. net SIDGWICK & J., Oct. '20",Alice C. Acland,['Acland (Alice C.)'],,Oct. '20,1920,
22,"Acts-Public General Acts, 1919. 6s. net H.M.S.O., Aug. '20",,,Acts-Public General Acts,H.M.S.O.,6s.,,"Acts-Public General Acts, 1919. 6s. net H.M.S.O., Aug. '20",,,,Aug. '20,1920,net
23,"Acts—Index to the Public General Acts, 1919. gd, net.. ..H.M.S.O., July '20",,,Acts—Index to the Public General Acts,H.M.S.O.,,,"Acts—Index to the Public General Acts, 1919. gd, net.. ..H.M.S.O., July '20",,,,July '20,1920,
24,"Acts—Local and private Acts, 1919 : with index. 8vo. 4s. net. .H.M.S.O., Aug. '20",,,Acts—Local and private Acts,H.M.S.O.,4s.,8vo.,"Acts—Local and private Acts, 1919 : with index. 8vo. 4s. net. .H.M.S.O., Aug. '20",,,,Aug. '20,1920,net
25,"Acts -Aliens restriction (amend), 2d. ; Appropria- tion, 6d. ; Church of England Assembly (powers), id. ; County Courts, 2d. ; Electricity (supply), 4d.; Ferries (acquisition by local authorities), id.; Government of India, 6d. ; Housing (additional powers), 2d. ; Increase of rent, &c. (amend.), id.; Irish railways (con- firmation of agreement), 1d.; Land settlement (Scotland), 3d. ; Ministry of Agriculture and Fisheries, 2d. ; National Insurance (unemploy- ment), id.; Nurses' registration, 2d. ; do., (Ireland), 2d.; do. (Scotland), 2d. ; Old age pensions, id; Patents and designs, 3d. ; Profiteering (continuance), Public libraries, id.; Regimental debts (deposit of wills) (Scotland), id.; Trade marks, 2d.; Union of benefices, 2d. (all net) H.M.S.O., Jan. '20",Acts -Aliens restriction,amend,2d,H.M.S.O.,2d.,,"Acts -Aliens restriction (amend), 2d. ; Appropria- tion, 6d. ; Church of England Assembly (powers), id. ; County Courts, 2d. ; Electricity (supply), 4d.; Ferries (acquisition by local authorities), id.; Government of India, 6d. ; Housing (additional powers), 2d. ; Increase of rent, &c. (amend.), id.; Irish railways (con- firmation of agreement), Id.; Land settlement (Scotland), 3d. ; Ministry of Agriculture and Fisheries, 2d. ; National Insurance (unemploy- ment), id.; Nurses' registration, 2d. ; do., (Ireland), 2d.; do. (Scotland), 2d. ; Old age pensions, id; Patents and designs, 3d. ; Profiteering (continuance), Public libraries, id.; Regimental debts (deposit of wills) (Scotland), id.; Trade marks, 2d.; Union of benefices, 2d. (all net) H.M.S.O., Jan. '20",amend Acts -Aliens restriction,['Acts -Aliens restriction (amend)'],,Jan. '20,1920,
26,"Acts--Local and private : Ammanford gas, is. 3d. net; Arbroath Harbour order, 3s. 6d. net ; Edinburgh Corp. order, 6d. net ; Fraserburgh harbour (new works) order, 9d. net ; Granton harbour order, 3d. net ; Police and Fire Brigade pension funds (City of Cardiff), 3d. net ; Scottish Amicable Life Assurance Soc.'s order, 6d. net; Stretford U.D.C., 58. net ; West Hampshire water order, 3d. net; Wick Harbour order, 9d. net....H.M.S.O., Jan. '20",,,"Acts--Local and private : Ammanford gas, is",H.M.S.O.,9d.,,"Acts--Local and private : Ammanford gas, is. 3d. net; Arbroath Harbour order, 3s. 6d. net ; Edinburgh Corp. order, 6d. net ; Fraserburgh harbour (new works) order, 9d. net ; Granton harbour order, 3d. net ; Police and Fire Brigade pension funds (City of Cardiff), 3d. net ; Scottish Amicable Life Assurance Soc.'s order, 6d. net; Stretford U.D.C., 58. net ; West Hampshire water order, 3d. net; Wick Harbour order, 9d. net....H.M.S.O., Jan. '20",,,,Jan. '20,1920,net
27,"Acts.-Local and private. Glasgow water order confirm., 2s. 3d. net ; Greenock improvement order confirin., 2s. net; Military Knights of Windsor, 3d. net; Ministry of Health pro- visional orders confirm. (No. 1), 3d. net ; Swinton and Mexborough Gas Board, is. net H.M.S.O., Feb. '20",,,Acts,H.M.S.O.,,,"Acts.-Local and private. Glasgow water order confirm., 25. 3d. net ; Greenock improvement order confirin., 25. net; Military Knights of Windsor, 3d. net; Ministry of Health pro- visional orders confirm. (No. 1), 3d. net ; Swinton and Mexborough Gas Board, is. net H.M.S.O., Feb. '20",,,,Feb. '20,1920,
28,"Acts.- Local and private : Cannock U.D.C., s. 9d. net; Gosport and Alverstoke U.D.C., 4s. 6d. net; Manchester Corporation, 15s. 6d. net; St. Just (Falmouth) ocean wharves and railways, 3s. 9d. net; Shropshire, Worcester- shire and Staffordshire electric power, 9d, net ; Walsall Corporation, is. gd. net H.M.S.O., Mar. '20",,,Acts,H.M.S.O.,,,"Acts.- Local and private : Cannock U.D.C., IS. 9d. net; Gosport and Alverstoke U.D.C., 45. 6d. net; Manchester Corporation, 155. 6d. net; St. Just (Falmouth) ocean wharves and railways, 3s. 9d. net; Shropshire, Worcester- shire and Staffordshire electric power, 9d, net ; Walsall Corporation, is. gd. net H.M.S.O., Mar. '20",,,,Mar. '20,1920,
29,"Acts.-Coal mines (emergency), 2d.; Coinage, id. ; Consolidated fund (No. 1), 1920, id. ; Merchant shipping (amend.), id.; War emergency laws (continuance), 2d. net H.M.S.O., Apr. '20",Acts.-Coal mines,emergency,2d,H.M.S.O.,2d.,,"Acts.-Coal mines (emergency), 2d.; Coinage, id. ; Consolidated fund (No. 1), 1920, id. ; Merchant shipping (amend.), id.; War emergency laws (continuance), 2d. net H.M.S.O., Apr. '20",emergency Acts.-Coal mines,['Acts.-Coal mines (emergency)'],,Apr. '20,1920,net
30,"Acts.-Army and Air Force (annual), 2d. ; Trea- ties of Peace (Austria and Bulgaria), id. net H.M.S.O., May'20",,,Acts,H.M.S.O.,,,"Acts.-Army and Air Force (annual), 2d. ; Trea- ties of Peace (Austria and Bulgaria), id. net H.M.S.O., May'20",,,,May'20,1920,
31,"Acts.-Ejection (suspensory provisions)(Scotland), id.; House-letting and rating (Scotland), id.; National Health Insurance, 3d. ; Profiteering (amendment), id. ; Public utility (capital issues), id. ; Savings banks, 2d. ; Tramways (temporary increase of charges), id. (All net.) H.M.S.O., June 20",Acts.-Ejection,suspensory provisions,"Scotland), id.; House-letting and rating (Scotland), id.; National Health Insurance",H.M.S.O.,,,"Acts.-Ejection (suspensory provisions)(Scotland), id.; House-letting and rating (Scotland), id.; National Health Insurance, 3d. ; Profiteering (amendment), id. ; Public utility (capital issues), id. ; Savings banks, 2d. ; Tramways (temporary increase of charges), id. (All net.) H.M.S.O., June 20",suspensory provisions Acts.-Ejection,['Acts.-Ejection (suspensory provisions)'],,June 20,1920,
32,"Acts.-Imperial War Museum, id.; Increase of rent and mortgage interest (restrictions), 4d. ; Representation of the people (No. 2), id. net H.M.S.O., July '20",,,Acts,H.M.S.O.,,,"Acts.-Imperial War Museum, id.; Increase of rent and mortgage interest (restrictions), 4d. ; Representation of the people (No. 2), id. net H.M.S.O., July '20",,,,July '20,1920,
33,"Acts.-Local and private : Abertillery and District Water Bd., 6d. ; City of Dublin Steam Packet Co., 6d. ; Colonial and Foreign Banks Guarantee Corporation (transfer to Alliance Assurance), gd.; De Vesci's divorce ; Ebbw Vale U.D.C., gd.; H. Bath & Son's (delivery warrants) Act, 1890, amend., 3d. ; Llantrisant and Llan- twit Fardre R.D.C., 1s. 3d.; L.G.B. (Ireland) orders (No. 1), 9d.; Ministry of Health order (1919) Confirmation (housing), 6d. ; Penllwyn Railway (abandonment), 6d. ; Price's Patent Candle Co., Ltd., 1s. ; River Lee watershed (flood prevention), 3d. ; Rugby gas, 2s. 3d. ; South Wales Electrical Power Distribution Co., 6d. ; Tyne improvement, 6d. (All net.) H.M.S.O., July '20",,,Acts,H.M.S.O.,6d.,,"Acts.-Local and private : Abertillery and District Water Bd., 6d. ; City of Dublin Steam Packet Co., 6d. ; Colonial and Foreign Banks Guarantee Corporation (transfer to Alliance Assurance), gd.; De Vesci's divorce ; Ebbw Vale U.D.C., gd.; H. Bath & Son's (delivery warrants) Act, 1890, amend., 3d. ; Llantrisant and Llan- twit Fardre R.D.C., Is. 3d.; L.G.B. (Ireland) orders (No. 1), 9d.; Ministry of Health order (1919) Confirmation (housing), 6d. ; Penllwyn Railway (abandonment), 6d. ; Price's Patent Candle Co., Ltd., Is. ; River Lee watershed (flood prevention), 3d. ; Rugby gas, 25. 3d. ; South Wales Electrical Power Distribution Co., 6d. ; Tyne improvement, 6d. (All net.) H.M.S.O., July '20",,,,July '20,1920,
34,"Acts.-Bank notes (Ireland), id. ; Blind persons, id. ; Census, 2d.; do., Ireland, id. ; County Councils Association expenses (amend.), id.; Dangerous drugs, 2d. ; Duchy of Lancaster, id. ; Duplicands of feu-duties (Scotland), id. ; Ecclesiastical tithe rentcharge (rates), 1d.; Fertilisers (temporary control of export), id.; Finance, gd. ; Firearms, 3d. ; Gas regulation, 3d.; Harbours, docks and piers (temporary increase of charges), id.; Indemnity, 2d.; Jurors (enrolment of women) (Scotland), id. ; Maintenance orders (facilities for enforcement), id. ; Merchant shipping (Scottish fishing boats), id. ; Mining industry, 3d. ; Ministry of Food (continuance), id. ; Nauru 1sland agreement, id.; Overseas trade (credits and insurance), id.; Pensions (increase), id. ; Post Office and Telegraph, id.; Public Libraries (Ireland), id. ; do. (Scotland), id. ; Ready-money foot- ball betting, id.; Resident Magistrates (Ire- land), id. ; Representation of the people, id. ; Restoration of order in Ireland, id. ; Sheriffs (Ireland), 2d. ; Telegraph (money), id. ; Veterinary Surgeons Act (1881), amend., id.; Unemployment insurance, 9d. ; War pensions, 2d. .H.M.S.O., Aug. '20",Acts.-Bank notes,Ireland,"Blind persons, id. ; Census",H.M.S.O.,2d.,,"Acts.-Bank notes (Ireland), id. ; Blind persons, id. ; Census, 2d.; do., Ireland, id. ; County Councils Association expenses (amend.), id.; Dangerous drugs, 2d. ; Duchy of Lancaster, id. ; Duplicands of feu-duties (Scotland), id. ; Ecclesiastical tithe rentcharge (rates), Id.; Fertilisers (temporary control of export), id.; Finance, gd. ; Firearms, 3d. ; Gas regulation, 3d.; Harbours, docks and piers (temporary increase of charges), id.; Indemnity, 2d.; Jurors (enrolment of women) (Scotland), id. ; Maintenance orders (facilities for enforcement), id. ; Merchant shipping (Scottish fishing boats), id. ; Mining industry, 3d. ; Ministry of Food (continuance), id. ; Nauru Island agreement, id.; Overseas trade (credits and insurance), id.; Pensions (increase), id. ; Post Office and Telegraph, id.; Public Libraries (Ireland), id. ; do. (Scotland), id. ; Ready-money foot- ball betting, id.; Resident Magistrates (Ire- land), id. ; Representation of the people, id. ; Restoration of order in Ireland, id. ; Sheriffs (Ireland), 2d. ; Telegraph (money), id. ; Veterinary Surgeons Act (1881), amend., id.; Unemployment insurance, 9d. ; War pensions, 2d. .H.M.S.O., Aug. '20",Ireland Acts.-Bank notes,['Acts.-Bank notes (Ireland)'],,Aug. '20,1920,
35,"Acts.—Local and private : Ministry of Health orders confirm., is. 6d. net H.M.S.O., Aug. '20",,,Acts,H.M.S.O.,6d.,,"Acts.—Local and private : Ministry of Health orders confirm., is. 6d. net H.M.S.O., Aug. '20",,,,Aug. '20,1920,net
36,"Acts.-Appropriation, 6d. net; Seeds, 2d. net H.M.S.O., Sep. '20",,,Acts,H.M.S.O.,2d.,,"Acts.-Appropriation, 6d. net; Seeds, 2d. net H.M.S.O., Sep. '20",,,,Sep. '20,1920,net
37,"Police Order, 3d. net; Ministry of Health Orders: No. 1, 1s., No. 3, 1s. 6d., No. 7, 28. 3d. net; Motherwell and Wishaw Burgh Order, 28. 3d. net ; Newtownards U.D.C., s. 3d. net ; Osborne's divorce (private); Pilotage orders, is. net ; Risca U.D.C., 2s. gd. net ; Rochester, Chatham and Gillingham gas, s. 3d. net; Severn navigation, 9d. net; Shekleton's divorce (private); South Metro- politan gas, is. net ; Tees Valley water, is. 6d. net; Tyneside tramways, 1s. net; Upper Mersey navigation, 6d.net ; Wandsworth, Wimbledon and Epsom District gas, is. net ; Wear navigation and Sunderland dock, 3d. ; White's divorce (private) H.M.S.O., Sep. '20",,,Police Order,H.M.S.O.,,,"Police Order, 3d. net; Ministry of Health Orders: No. 1, Is., No. 3, Is. 6d., No. 7, 28. 3d. net; Motherwell and Wishaw Burgh Order, 28. 3d. net ; Newtownards U.D.C., IS. 3d. net ; Osborne's divorce (private); Pilotage orders, is. net ; Risca U.D.C., 25. gd. net ; Rochester, Chatham and Gillingham gas, IS. 3d. net; Severn navigation, 9d. net; Shekleton's divorce (private); South Metro- politan gas, is. net ; Tees Valley water, is. 6d. net; Tyneside tramways, Is. net; Upper Mersey navigation, 6d.net ; Wandsworth, Wimbledon and Epsom District gas, is. net ; Wear navigation and Sunderland dock, 3d. ; White's divorce (private) H.M.S.O., Sep. '20",,,,Sep. '20,1920,
38,"Acts—Local and private : Airdrie and Coatbridge tramways order, 3d. ; Corporation of London (rating of reclaimed lands), 6d. ; Dover Harbour, 28. 3d. ; Dundee Corp., 1s. 6d. ; Gas and water orders, 2s. 60.; Gas orders, 4s. 6d. ; L.G.B. (Ireland) orders (No. 3), 3d. ; Londonderry Bridge, 3d. ; Mayor's and City of London Court, 6d. ; Mersey Railway, 3d.; Ministry of Health order : No. 4, s. ed., No. 5, 28. 3d., No. 6, 2s.6d., Chesterfield extension, 2s. 60., Gas, 6d., Hertford extension, is. 60., Lincoln extension, is. 9d., New Windsor extension, 1s. 3d., Southampton extension, 28. 3d., Widnes extension, is. 60. ; North British and Mercantile Insurance Co.'s., 3s. ; Pier and harbour (No. 1), is. ; Pilotage orders : No. 1, is. 3d., No. 3, 9d.; Provisional order (marriages), 3d. ; Seaham Harbour Dock, 6d.; South Hants water, is. ; Tramways orders, gd. ; Wrexham District tramways, 6d. H.M.S.O., Oct. '20",,,Acts—Local and private : Airdrie and Coatbridge tramways order,H.M.S.O.,6d.,,"Acts—Local and private : Airdrie and Coatbridge tramways order, 3d. ; Corporation of London (rating of reclaimed lands), 6d. ; Dover Harbour, 28. 3d. ; Dundee Corp., Is. 6d. ; Gas and water orders, 25. 60.; Gas orders, 45. 6d. ; L.G.B. (Ireland) orders (No. 3), 3d. ; Londonderry Bridge, 3d. ; Mayor's and City of London Court, 6d. ; Mersey Railway, 3d.; Ministry of Health order : No. 4, IS. ed., No. 5, 28. 3d., No. 6, 2s.6d., Chesterfield extension, 2s. 60., Gas, 6d., Hertford extension, is. 60., Lincoln extension, is. 9d., New Windsor extension, Is. 3d., Southampton extension, 28. 3d., Widnes extension, is. 60. ; North British and Mercantile Insurance Co.'s., 35. ; Pier and harbour (No. 1), is. ; Pilotage orders : No. 1, is. 3d., No. 3, 9d.; Provisional order (marriages), 3d. ; Seaham Harbour Dock, 6d.; South Hants water, is. ; Tramways orders, gd. ; Wrexham District tramways, 6d. H.M.S.O., Oct. '20",,,,Oct. '20,1920,
39,"Acworth (W. M.)— Historical sketch of State railway ownership. Cr. 8vo. 71 X 5, pp. 104, 3s. 6d. net .MURRAY, Mar.'20",Acworth,W. M.,Historical sketch of State railway ownership,MURRAY,3s. 6d.,8vo.,"Acworth (W. M.)— Historical sketch of State railway ownership. Cr. 8vo. 71 X 5, pp. 104, 3s. 6d. net .MURRAY, Mar.'20",W. M. Acworth,['Acworth (W. M.)'],,Mar.'20,1920,net
40,"Adair (Cecil)—Gabriel's garden. 18mo. 64 x 41, pp. 246, 2s. net .S. PAUL, Mar. '20",Adair,Cecil,Gabriel's garden,S. PAUL,2s.,18mo.,"Adair (Cecil)—Gabriel's garden. 18mo. 64 x 41, pp. 246, 25. net .S. PAUL, Mar. '20",Cecil Adair,['Adair (Cecil)'],,Mar. '20,1920,net
41,"Adair (Cecil)-Monks-Lyoness. Cr. 8vo. 74 x 5. pp. 247, 78. 6d. net......S. PAUL, June '20",Adair,Cecil,Monks-Lyoness,S. PAUL,6d.,8vo.,"Adair (Cecil)-Monks-Lyoness. Cr. 8vo. 74 x 5. pp. 247, 78. 6d. net......S. PAUL, June '20",Cecil Adair,['Adair (Cecil)'],,June '20,1920,net
42,"Adam (Adela M.)-Arthur Innes Adam, 1894-1916 : a record founded on his letters. 7*X51, pp. 258, ros, 6d. net (Cambridge) BOWES & B., June '20",Adam,Adela M.,Arthur Innes Adam,BOWES & B.,6d.,,"Adam (Adela M.)-Arthur Innes Adam, 1894-1916 : a record founded on his letters. 7*X51, pp. 258, ros, 6d. net (Cambridge) BOWES & B., June '20",Adela M. Adam,['Adam (Adela M.)'],,June '20,1920,net
43,"Adam (Patrick W.Interior paintings. With intro. and biog. note by Patrick J. Ford. Folio 13 X 10, 42s. net MACLEHOSE, JACKSON, Mar. '20",,,Adam (Patrick W.Interior paintings,"MACLEHOSE, JACKSON",42s.,,"Adam (Patrick W.Interior paintings. With intro. and biog. note by Patrick J. Ford. Folio 13 X 10, 425. net MACLEHOSE, JACKSON, Mar. '20",,,,Mar. '20,1920,net
44,"Adams (Agnes)—Doddles. Cr. 8vo. 74 X5, pp. 199, 3s. 6d. net..... ..MILFORD, Nov. '20",Adams,Agnes,Doddles,MILFORD,3s. 6d.,8vo.,"Adams (Agnes)—Doddles. Cr. 8vo. 74 X5, pp. 199, 35. 6d. net..... ..MILFORD, Nov. '20",Agnes Adams,['Adams (Agnes)'],,Nov. '20,1920,net
45,"Adams (Arthur H.)-The Australians : a novel. Cr. 8vo. 71 X 5, pp. 288, 78. net E. NASH, Jan. '20",Adams,Arthur H.,The Australians : a novel,E. NASH,,8vo.,"Adams (Arthur H.)-The Australians : a novel. Cr. 8vo. 71 X 5, pp. 288, 78. net E. NASH, Jan. '20",Arthur H. Adams,['Adams (Arthur H.)'],,Jan. '20,1920,
46,"Adams (Arthur H.)—The Australians : a novel. Cr. 8vo. 74 X5, pp. 280, 3s. 6d. net E. NASH, Aug. '20",Adams,Arthur H.,The Australians : a novel,E. NASH,3s. 6d.,8vo.,"Adams (Arthur H.)—The Australians : a novel. Cr. 8vo. 74 X5, pp. 280, 3s. 6d. net E. NASH, Aug. '20",Arthur H. Adams,['Adams (Arthur H.)'],,Aug. '20,1920,net
47,"Adams (Miss E. Davenport)—Elsie wins. 18mo. 6 X 43, pp. 80, is. 2d. net ..BLACKIE, Nov. '20",Adams,Miss E. Davenport,Elsie wins,BLACKIE,2d.,18mo.,"Adams (Miss E. Davenport)—Elsie wins. 18mo. 6 X 43, pp. 80, is. 2d. net ..BLACKIE, Nov. '20",Miss E. Davenport Adams,['Adams (Miss E. Davenport)'],,Nov. '20,1920,net
