,entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
33,"Addis (William E.) and Arnold (Thomas)- A Catholic dictionary. Rev. w. additions by T. B. Scannell. 9th ed. Ryl. 8vo. 10 X 6, pp. 226, 21s. net....... .K. PAUL, May 17",Addis,William E.,A Catholic dictionary,K. PAUL,21s.,1.05,8vo.,"Addis (William E.) and Arnold (Thomas)- A Catholic dictionary. Rev. w. additions by T. B. Scannell. 9th ed. Ryl. 8vo. 10 X 6, pp. 226, 21s. net....... .K. PAUL, May 17",William E. Addis,"['Addis (William E.)', 'Arnold (Thomas)']",,May 17,net
34,"Addison (Christopher)—British workshops and the War. 8vo. 8} x 54, pp. 52, swd. 3d. UNWIN, Sep. '17",Addison,Christopher,British workshops and the War,UNWIN,3d.,0.0125,8vo.,"Addison (Christopher)—British workshops and the War. 8vo. 8} x 54, pp. 52, swd. 3d. UNWIN, Sep. '17",Christopher Addison,['Addison (Christopher)'],,Sep. '17,
66,"Aflalo (F. G.)-Our agreeable friends. New ed. Cr. 8vo. 6s. net CHAMBERS, Dec. '17",Aflalo,F. G.,Our agreeable friends,CHAMBERS,6s.,0.3,8vo.,"Aflalo (F. G.)-Our agreeable friends. New ed. Cr. 8vo. 6s. net CHAMBERS, Dec. '17",F. G. Aflalo,['Aflalo (F. G.)'],,Dec. '17,net
75,"Agricultural Science (Journal of). Vol. 8, pt. 2. Ryl. 8vo. 101x71, 5s. net CAMB. UNIV. PR., Mar. 17",Agricultural Science,Journal of,Vol,CAMB. UNIV. PR.,5s.,0.25,8vo.,"Agricultural Science (Journal of). Vol. 8, pt. 2. Ryl. 8vo. 101x71, 5s. net CAMB. UNIV. PR., Mar. 17",Journal of Agricultural Science,['Agricultural Science (Journal of)'],,Mar. 17,net
95,"Ahmad Shah (Rev.) see Shah (A.) Aikin (W. M.) see Rankin (T. E.) and Aikin. Airiger (Arthur Campbell)---Memories of Eton sixty years ago. With contrib. fr. Neville Gerald Lyttelton and John Murray. 8vo. 8 X 51, pp. 369, 9s. net J. MURRAY, Feb. 17",Ahmad Shah,Rev.,Memories of Eton sixty years ago,J. MURRAY,9s.,0.45,8vo.,"Ahmad Shah (Rev.) see Shah (A.) Aikin (W. M.) see Rankin (T. E.) and Aikin. Airiger (Arthur Campbell)---Memories of Eton sixty years ago. With contrib. fr. Neville Gerald Lyttelton and John Murray. 8vo. 8 X 51, pp. 369, 9s. net J. MURRAY, Feb. 17",Rev. Ahmad Shah,"['Ahmad Shah (Rev.)', 'Airiger (Arthur Campbell)']",,Feb. 17,net
97,"ALEXANDER Ainsworth (Eustace, Capt.)-Second-Lieut. Billie Impett and his orderly. Cr. 8vo. 71 X 5, pp. 287, 5s, net HODDER & S., Sep. '17",ALEXANDER Ainsworth,"Eustace, Capt.",Second-Lieut,HODDER & S.,5s.,0.25,8vo.,"ALEXANDER Ainsworth (Eustace, Capt.)-Second-Lieut. Billie Impett and his orderly. Cr. 8vo. 71 X 5, pp. 287, 5s, net HODDER & S., Sep. '17","Eustace, Capt. ALEXANDER Ainsworth","['ALEXANDER Ainsworth (Eustace, Capt.)']",,Sep. '17,net
99,"Airman's outings (An). By “ Contact. Intro. by Maj.-Gen. W. S. Brancker. Cr. 8vo. 71 x 5, pp. 348, 5s. net BLACKWOOD, Oct. '17",Airman's outings,An,By “ Contact,BLACKWOOD,5s.,0.25,8vo.,"Airman's outings (An). By “ Contact. Intro. by Maj.-Gen. W. S. Brancker. Cr. 8vo. 71 x 5, pp. 348, 5s. net BLACKWOOD, Oct. '17",An Airman's outings,"[""Airman's outings (An)""]",,Oct. '17,net
100,"Aksakoff (Serge)--A Russian gentleman. Tr. by J. D. Duff. 8vo. 9 x6, pp. 218, 78. 6d. net E. ARNOLD, Apr. 17",Aksakoff,Serge,A Russian gentleman,E. ARNOLD,6d.,0.025,8vo.,"Aksakoff (Serge)--A Russian gentleman. Tr. by J. D. Duff. 8vo. 9 x6, pp. 218, 78. 6d. net E. ARNOLD, Apr. 17",Serge Aksakoff,['Aksakoff (Serge)'],,Apr. 17,net
101,"Aksakoff (Serge)--A Russian schoolboy, Tr. by J. D. Duif. 8vo. 9.X 51, pp. 216, 78. 6d. net E ARNOLD, Oct. '17",Aksakoff,Serge,"A Russian schoolboy, Tr",E ARNOLD,6d.,0.025,8vo.,"Aksakoff (Serge)--A Russian schoolboy, Tr. by J. D. Duif. 8vo. 9.X 51, pp. 216, 78. 6d. net E ARNOLD, Oct. '17",Serge Aksakoff,['Aksakoff (Serge)'],,Oct. '17,net
102,"Albanesi (E. Maria)—Poppies in the corn. 18mo. 64 X1), pp. 320, 1s. 3d. net HUTCHINSON, Od. '17",Albanesi,E. Maria,Poppies in the corn,HUTCHINSON,1s. 3d.,0.0625,18mo.,"Albanesi (E. Maria)—Poppies in the corn. 18mo. 64 X1), pp. 320, Is. 3d. net HUTCHINSON, Od. '17",E. Maria Albanesi,['Albanesi (E. Maria)'],,Od. '17,net
103,"Albanesi (E. Maria)-The Sunlit hills. Cr. 8vo. 7x44, pp. 288, is. net. . HUTCHINSON, July '17 - Albanesi (E. Maria)-When Michael came to town. Cr. 8vo. 74 x 54, pp. 316, 6s. HUTCHINSON, Sep. '17",Albanesi,E. Maria,The Sunlit hills,HUTCHINSON,6s.,0.3,8vo.,"Albanesi (E. Maria)-The Sunlit hills. Cr. 8vo. 7x44, pp. 288, is. net. . HUTCHINSON, July '17 - Albanesi (E. Maria)-When Michael came to town. Cr. 8vo. 74 x 54, pp. 316, 6s. HUTCHINSON, Sep. '17",E. Maria Albanesi,['Albanesi (E. Maria)'],,Sep. '17,
104,"Albanesi (E. Maria)-The Wonder of love. Cheap ed. 18mo. 6*X41, pp. 256, 1s. 3d. net METIIUEN, Nov. '17",Albanesi,E. Maria,The Wonder of love,METIIUEN,1s. 3d.,0.0625,18mo.,"Albanesi (E. Maria)-The Wonder of love. Cheap ed. 18mo. 6*X41, pp. 256, Is. 3d. net METIIUEN, Nov. '17",E. Maria Albanesi,['Albanesi (E. Maria)'],,Nov. '17,net
106,"Alcott (L. M.)-Little women. Cr. 8vo. 1s. 3d. net CHAMBERS, July '17",Alcott,L. M.,Little women,CHAMBERS,1s. 3d.,0.0625,8vo.,"Alcott (L. M.)-Little women. Cr. 8vo. Is. 3d. net CHAMBERS, July '17",L. M. Alcott,['Alcott (L. M.)'],,July '17,net
110,"Allen (H. S.) and Moore (H.)-A Text book of practical physics. Pt. 1, Properties of matter. Pt. 2, Heat. New ed. Cr. 8vo. 4s. net MACMILLAN, Aug. '17",Allen,H. S.,A Text book of practical physics,MACMILLAN,4s.,0.2,8vo.,"Allen (H. S.) and Moore (H.)-A Text book of practical physics. Pt. 1, Properties of matter. Pt. 2, Heat. New ed. Cr. 8vo. 45. net MACMILLAN, Aug. '17",H. S. Allen,"['Allen (H. S.)', 'Moore (H.)']",,Aug. '17,net
111,"Allen (Mrs. Li!y)-Life's inspirations. Cr. 8vo. 3s. net . FOWLER, Der. '17",Allen,Mrs. Li!y,Life's inspirations,FOWLER,3s.,0.15,8vo.,"Allen (Mrs. Li!y)-Life's inspirations. Cr. 8vo. 3s. net . FOWLER, Der. '17",Mrs. Li!y Allen,['Allen (Mrs. Li!y)'],,Der. '17,net
112,"Allen (Robert)-Captain Gardiner of the Inter- national Police : a secret service novel of the future. Cr. 8vo. 77 x 51, pp. 326, 5s. net HODDER & S., Mar. 17",Allen,Robert,Captain Gardiner of the Inter- national Police : a secret service novel of the future,HODDER & S.,5s.,0.25,8vo.,"Allen (Robert)-Captain Gardiner of the Inter- national Police : a secret service novel of the future. Cr. 8vo. 77 x 51, pp. 326, 5s. net HODDER & S., Mar. 17",Robert Allen,['Allen (Robert)'],,Mar. 17,net
113,"Allen (Roland)--Pentecost and the world : the revelation of the Holy Spirit in the “ Acts of the Apostles. Cr. 8vo. 71 x 5, pp. 92, 1s. 6d. net ; swd. 1s. net MILFORD, Apr. 17",Allen,Roland,Pentecost and the world : the revelation of the Holy Spirit in the “ Acts of the Apostles,MILFORD,1s.,0.05,8vo.,"Allen (Roland)--Pentecost and the world : the revelation of the Holy Spirit in the “ Acts of the Apostles. Cr. 8vo. 71 x 5, pp. 92, Is. 6d. net ; swd. Is. net MILFORD, Apr. 17",Roland Allen,['Allen (Roland)'],,Apr. 17,net
114,"Allen (Thomas Taylor) tr.-The Life of Armelle Nicolas. Trans. fr. the French Intro. letter by the late Prof. Edward Dowden. Cr. 8vo. 71 x 5, pp. 263, 5s. net ALLENSON, Dec. '17",Allen,Thomas Taylor,The Life of Armelle Nicolas,ALLENSON,5s.,0.25,8vo.,"Allen (Thomas Taylor) tr.-The Life of Armelle Nicolas. Trans. fr. the French Intro. letter by the late Prof. Edward Dowden. Cr. 8vo. 71 x 5, pp. 263, 5s. net ALLENSON, Dec. '17",Thomas Taylor Allen,['Allen (Thomas Taylor)'],,Dec. '17,net
115,"Allen (Willoughby C.)—The Christian hope. Cr. 8vo. 71 x 54, pp. 151, 4s, net J. MURRAY, Feb. 17",Allen,Willoughby C.,The Christian hope,J. MURRAY,4s.,0.2,8vo.,"Allen (Willoughby C.)—The Christian hope. Cr. 8vo. 71 x 54, pp. 151, 4s, net J. MURRAY, Feb. 17",Willoughby C. Allen,['Allen (Willoughby C.)'],,Feb. 17,net
118,"All worthy (T. B.)-Women in the Apostolic Church : a critical study of the evidence in the New Testament for the prominence of women in early Christianity. Cr. 8vo. 71 x 51, pp. 147, 3s. net ... .HEFFER, Mar. 17",All worthy,T. B.,Women in the Apostolic Church : a critical study of the evidence in the New Testament for the prominence of women in early Christianity,HEFFER,3s.,0.15,8vo.,"All worthy (T. B.)-Women in the Apostolic Church : a critical study of the evidence in the New Testament for the prominence of women in early Christianity. Cr. 8vo. 71 x 51, pp. 147, 3s. net ... .HEFFER, Mar. 17",T. B. All worthy,['All worthy (T. B.)'],,Mar. 17,net
122,"Altsheler (Joseph Alexander)-The Shadow of the North : a story of old New York and a lost campaign. 8vo. pp. 357, 6s. APPLETON, May '17",Altsheler,Joseph Alexander,The Shadow of the North : a story of old New York and a lost campaign,APPLETON,6s.,0.3,8vo.,"Altsheler (Joseph Alexander)-The Shadow of the North : a story of old New York and a lost campaign. 8vo. pp. 357, 6s. APPLETON, May '17",Joseph Alexander Altsheler,['Altsheler (Joseph Alexander)'],,May '17,
124,"Amser Ali (Syed) -- Mahommedan law. Vol. 2. 4th ed. Ryl. 8vo. 27s. net . THACKER, Dec. '17",Amser Ali,Syed,Mahommedan law,THACKER,27s.,1.35,8vo.,"Amser Ali (Syed) -- Mahommedan law. Vol. 2. 4th ed. Ryl. 8vo. 275. net . THACKER, Dec. '17",Syed Amser Ali,['Amser Ali (Syed)'],,Dec. '17,net
127,"Andersen (Hans)-Hans Andersen's Fairy tales. Illus. by W. Hcath Robinson. New ed. Ryl. 8vo. 98 x 7), pp. 300, 6s. net CONSTABIE, Dec. '17",Andersen,Hans,Hans Andersen's Fairy tales,CONSTABIE,6s.,0.3,8vo.,"Andersen (Hans)-Hans Andersen's Fairy tales. Illus. by W. Hcath Robinson. New ed. Ryl. 8vo. 98 x 7), pp. 300, 6s. net CONSTABIE, Dec. '17",Hans Andersen,['Andersen (Hans)'],,Dec. '17,net
128,"Anderson (Arthur Henry)—Bognor and its neighbourhood, from Arundel to Bosham, incl. Chichester and Selsey. Cr. 8vo. 73 x 5, pp. 120, 7d. net.. HOMELAND ASSN., Aug. '17",Anderson,Arthur Henry,"Bognor and its neighbourhood, from Arundel to Bosham, incl",HOMELAND ASSN.,7d.,0.029166666666666667,8vo.,"Anderson (Arthur Henry)—Bognor and its neighbourhood, from Arundel to Bosham, incl. Chichester and Selsey. Cr. 8vo. 73 x 5, pp. 120, 7d. net.. HOMELAND ASSN., Aug. '17",Arthur Henry Anderson,['Anderson (Arthur Henry)'],,Aug. '17,net
134,"Anderson (Paul L.)-Pictorial photography: its principles and practice. Cr. 8vo. Ios. 6d. net LIPPINCOTT, Nov. '17",Anderson,Paul L.,Pictorial photography: its principles and practice,LIPPINCOTT,6d.,0.025,8vo.,"Anderson (Paul L.)-Pictorial photography: its principles and practice. Cr. 8vo. Ios. 6d. net LIPPINCOTT, Nov. '17",Paul L. Anderson,['Anderson (Paul L.)'],,Nov. '17,net
135,"Anderson (Sir Robert)--Unfulfilled prophecy and “ The Hope of the Church. Cr. 8vo. 71 x 5, PD. 120, 1s. 6d. net (Prophecy Invest. Soc.) THYNNE, May 17",Anderson,Sir Robert,Unfulfilled prophecy and “ The Hope of the Church,THYNNE,1s. 6d.,0.07500000000000001,8vo.,"Anderson (Sir Robert)--Unfulfilled prophecy and “ The Hope of the Church. Cr. 8vo. 71 x 5, PD. 120, Is. 6d. net (Prophecy Invest. Soc.) THYNNE, May 17",Sir Robert Anderson,['Anderson (Sir Robert)'],,May 17,net
138,"Andom (R.)-Troddles and us and others. Re- issue. Cr. 8vo. 7 X 4), pp. 304, 1s. net JARROLD, June 17",Andom,R.,Troddles and us and others,JARROLD,1s.,0.05,8vo.,"Andom (R.)-Troddles and us and others. Re- issue. Cr. 8vo. 7 X 4), pp. 304, Is. net JARROLD, June 17",R. Andom,['Andom (R.)'],,June 17,net
139,"Andreae (Johann Valentin)-Christianopolis, an ideal state of the seventeenth century. Tr. fr. Latin of J.V.A., w. hist, intro. by F. E. Held. Illus. Cr. 8vo. 71 X 5, pp. 297, 5s. net (Ger- manic literature and culture). .MILFORD, June'17",Andreae,Johann Valentin,"Christianopolis, an ideal state of the seventeenth century",MILFORD,5s.,0.25,8vo.,"Andreae (Johann Valentin)-Christianopolis, an ideal state of the seventeenth century. Tr. fr. Latin of J.V.A., w. hist, intro. by F. E. Held. Illus. Cr. 8vo. 71 X 5, pp. 297, 5s. net (Ger- manic literature and culture). .MILFORD, June'17",Johann Valentin Andreae,['Andreae (Johann Valentin)'],,June'17,net
154,"Ansted (A.)--A Dictionary of sea terms. Illus. Cr. 8vo. 74 x 57, pp. 320, 5s. net J. BROWN, Mar. 17",Ansted,A.,A Dictionary of sea terms,J. BROWN,5s.,0.25,8vo.,"Ansted (A.)--A Dictionary of sea terms. Illus. Cr. 8vo. 74 x 57, pp. 320, 5s. net J. BROWN, Mar. 17",A. Ansted,['Ansted (A.)'],,Mar. 17,net
156,"Appleton (R. B.)-Perse Latin plays. 2nd ed. Cr. 8vo. 7} 5, pp. 68, 1s. 6d. net HEFFER, Mar. 17",Appleton,R. B.,Perse Latin plays,HEFFER,1s. 6d.,0.07500000000000001,8vo.,"Appleton (R. B.)-Perse Latin plays. 2nd ed. Cr. 8vo. 7} 5, pp. 68, Is. 6d. net HEFFER, Mar. 17",R. B. Appleton,['Appleton (R. B.)'],,Mar. 17,net
157,"Applin (Arthur)–His Mexican wife. Cr. 8vo. 74 x 51, pp. 320, 5s. net ....WARD, L., Mar. 17",Applin,Arthur,His Mexican wife,"WARD, L.",5s.,0.25,8vo.,"Applin (Arthur)–His Mexican wife. Cr. 8vo. 74 x 51, pp. 320, 5s. net ....WARD, L., Mar. 17",Arthur Applin,['Applin (Arthur)'],,Mar. 17,net
158,"Applin (Arthur)--The Pearl necklace. 8vo. 84x58, pp. 124, 6d. ........ . WARD, L., Jan. 17",Applin,Arthur,The Pearl necklace,"WARD, L.",6d.,0.025,8vo.,"Applin (Arthur)--The Pearl necklace. 8vo. 84x58, pp. 124, 6d. ........ . WARD, L., Jan. 17",Arthur Applin,['Applin (Arthur)'],,Jan. 17,
159,"Applin (Arthur) --- The Stage door. 8vo. pp. 125, 6d. ..NEWNES, July '17",Applin,Arthur,The Stage door,NEWNES,6d.,0.025,8vo.,"Applin (Arthur) --- The Stage door. 8vo. pp. 125, 6d. ..NEWNES, July '17",Arthur Applin,['Applin (Arthur)'],,July '17,
160,"Applin (Arthur)-The Woman who was no Cr. 8vo. 7} 5, pp. 304, 5s. net WARD,L., Sep.'17",Applin,Arthur,The Woman who was no,"WARD,L.",5s.,0.25,8vo.,"Applin (Arthur)-The Woman who was no Cr. 8vo. 7} 5, pp. 304, 5s. net WARD,L., Sep.'17",Arthur Applin,['Applin (Arthur)'],,Sep.'17,net
166,"Archer (William)-The Villain of the world- tragedy: a letter to Prof. Ulrich V. Wilamowitz Möllendorf. 8vo. 81 x 5), pp. 46, 2d. UNWIN, June 17",Archer,William,The Villain of the world- tragedy: a letter to Prof,UNWIN,2d.,0.008333333333333333,8vo.,"Archer (William)-The Villain of the world- tragedy: a letter to Prof. Ulrich V. Wilamowitz Möllendorf. 8vo. 81 x 5), pp. 46, 2d. UNWIN, June 17",William Archer,['Archer (William)'],,June 17,
167,"Archibald (M. G.)-The Call to prayer. 18mo. 6} x 41, pp. 61, 6d. net .R. SCOTT, Jan. 17",Archibald,M. G.,The Call to prayer,R. SCOTT,6d.,0.025,18mo.,"Archibald (M. G.)-The Call to prayer. 18mo. 6} x 41, pp. 61, 6d. net .R. SCOTT, Jan. 17",M. G. Archibald,['Archibald (M. G.)'],,Jan. 17,net
169,"Aris (Ernet)-The Hole in the bank. 8vo. is. 3d. net (Madame Mouse ser.) FROWDE AND H. & S., Dec. '17",Aris,Ernet,The Hole in the bank,FROWDE AND H. & S.,3d.,0.0125,8vo.,"Aris (Ernet)-The Hole in the bank. 8vo. is. 3d. net (Madame Mouse ser.) FROWDE AND H. & S., Dec. '17",Ernet Aris,['Aris (Ernet)'],,Dec. '17,net
172,"Aris (Ernest)--A Toy Town tale Ryl. 8vo. 10 X75, is 3d. .GALE & P., Aug. '17",Aris,Ernest,A Toy Town tale,GALE & P.,3d.,0.0125,8vo.,"Aris (Ernest)--A Toy Town tale Ryl. 8vo. 10 X75, is 3d. .GALE & P., Aug. '17",Ernest Aris,['Aris (Ernest)'],,Aug. '17,
173,"Aris (Ernest)-The Toy Town tiger. Ryl. 8vo. 10 X 71, is. 3d. ........GALE & P., Aug '17",Aris,Ernest,The Toy Town tiger,GALE & P.,3d.,0.0125,8vo.,"Aris (Ernest)-The Toy Town tiger. Ryl. 8vo. 10 X 71, is. 3d. ........GALE & P., Aug '17",Ernest Aris,['Aris (Ernest)'],,Aug '17,
200,"Arnold (George)-A Monograph of the formicidae of South Africa (Myrmicinae). Pt. 3. Ryl. 8vo. pp. 32, swd. 5s. net (Annals, S. African Museuin) . WESLEY, Aug. '17",Arnold,George,A Monograph of the formicidae of South Africa (Myrmicinae),WESLEY,5s.,0.25,8vo.,"Arnold (George)-A Monograph of the formicidae of South Africa (Myrmicinae). Pt. 3. Ryl. 8vo. pp. 32, swd. 55. net (Annals, S. African Museuin) . WESLEY, Aug. '17",George Arnold,['Arnold (George)'],,Aug. '17,net
201,"Arnold (M. Kerchever.) see Kerchever-Arnold. Arnold (Thomas) see Addis (W. E.) and Arnold. Amold (W. R.)--Ephod and Ark : a study in the records and religion of the ancient Hebrews. Demy 8vo. 94 x 67, pp. 170, swd. 6s. 6d. net (Harvard Theological studies) MILFORD, July ’17",Arnold,M. Kerchever.,Ephod and Ark : a study in the records and religion of the ancient Hebrews,MILFORD,6s. 6d.,0.325,8vo.,"Arnold (M. Kerchever.) see Kerchever-Arnold. Arnold (Thomas) see Addis (W. E.) and Arnold. Amold (W. R.)--Ephod and Ark : a study in the records and religion of the ancient Hebrews. Demy 8vo. 94 x 67, pp. 170, swd. 6s. 6d. net (Harvard Theological studies) MILFORD, July ’17",M. Kerchever. Arnold,"['Arnold (M. Kerchever.)', 'Amold (W. R.)']",,July ’17,net
205,"Artzibashek (Michael)-Sanine. Tr. by Percy Pinkerton. Pref. by Gilbert Cannan. roth impr. Cr. 8vo. 78 X 51, pp. 315, 2s. net SECKER, Feb. 17",Artzibashek,Michael,Sanine,SECKER,2s.,0.1,8vo.,"Artzibashek (Michael)-Sanine. Tr. by Percy Pinkerton. Pref. by Gilbert Cannan. roth impr. Cr. 8vo. 78 X 51, pp. 315, 25. net SECKER, Feb. 17",Michael Artzibashek,['Artzibashek (Michael)'],,Feb. 17,net
206,"Artzibashet (Michael)--Tales of the Revolution. Tr. by Percy Pinkerton. Cr. 8vo. 77 x 57, pp. 286, 5s. net ..SECKER, Mar. 17",Artzibashet,Michael,Tales of the Revolution,SECKER,5s.,0.25,8vo.,"Artzibashet (Michael)--Tales of the Revolution. Tr. by Percy Pinkerton. Cr. 8vo. 77 x 57, pp. 286, 5s. net ..SECKER, Mar. 17",Michael Artzibashet,['Artzibashet (Michael)'],,Mar. 17,net
208,"Ashbee (C. R.)-The American League to Enforce Peace : an English interpretation. Intro. by G. Lowes Dickinson. Cr. 8vo. 78 X 51, pp. 92, 28. 6d. net .....ALLEN & U., Mar. 17",Ashbee,C. R.,The American League to Enforce Peace : an English interpretation,ALLEN & U.,6d.,0.025,8vo.,"Ashbee (C. R.)-The American League to Enforce Peace : an English interpretation. Intro. by G. Lowes Dickinson. Cr. 8vo. 78 X 51, pp. 92, 28. 6d. net .....ALLEN & U., Mar. 17",C. R. Ashbee,['Ashbee (C. R.)'],,Mar. 17,net
212,"Ashdown (A. Millicent)-A Complete system of nursing. 8vo. 8} x 5, pp. 761, 1os. 6d. net DENT, Nov. '17",Ashdown,A. Millicent,A Complete system of nursing,DENT,6d.,0.025,8vo.,"Ashdown (A. Millicent)-A Complete system of nursing. 8vo. 8} x 5, pp. 761, 1os. 6d. net DENT, Nov. '17",A. Millicent Ashdown,['Ashdown (A. Millicent)'],,Nov. '17,net
213,"Ashley (R. H.)- Chemical calculations. Čr. 8vo. 8s. 6d. net .CONSTABLE, June 17",Ashley,R. H.,Chemical calculations,CONSTABLE,8s. 6d.,0.42500000000000004,8vo.,"Ashley (R. H.)- Chemical calculations. Čr. 8vo. 8s. 6d. net .CONSTABLE, June 17",R. H. Ashley,['Ashley (R. H.)'],,June 17,net
214,"Ashton (Helen)--Marshdikes. Cr. 8vo. 71 x 55, pp. 326, 6s. . UNWIN, Feb. 17",Ashton,Helen,Marshdikes,UNWIN,6s.,0.3,8vo.,"Ashton (Helen)--Marshdikes. Cr. 8vo. 71 x 55, pp. 326, 6s. . UNWIN, Feb. 17",Helen Ashton,['Ashton (Helen)'],,Feb. 17,
216,"Askow (A & C.)-The Footlight glare. 8vo. 81x5), pp. 126, 6d. .... WARD, L., Mar. 17",Askow,A & C.,The Footlight glare,"WARD, L.",6d.,0.025,8vo.,"Askow (A & C.)-The Footlight glare. 8vo. 81x5), pp. 126, 6d. .... WARD, L., Mar. 17",A & C. Askow,['Askow (A & C.)'],,Mar. 17,
