,entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
22,"Acheson (Arthur)-Mistress Davenant : the Dark Lady of Shakespeare's Sonnets. 8vo., pp. 332, 1os. 6d. net........ QUARITCH, Feb. 13",Acheson,Arthur,Mistress Davenant : the Dark Lady of Shakespeare's Sonnets,QUARITCH,6d.,0.025,8vo.,"Acheson (Arthur)-Mistress Davenant : the Dark Lady of Shakespeare's Sonnets. 8vo., pp. 332, 1os. 6d. net........ QUARITCH, Feb. 13",Arthur Acheson,['Acheson (Arthur)'],,Feb. 13,net
25,"Ack worth (John)— The Partners. Cheaper re- issue. Cr. 8vo., pp. 318, 2s. net R. CULLEY, May 13",Ack worth,John,The Partners,R. CULLEY,2s.,0.1,8vo.,"Ack worth (John)— The Partners. Cheaper re- issue. Cr. 8vo., pp. 318, 25. net R. CULLEY, May 13",John Ack worth,['Ack worth (John)'],,May 13,net
48,"Adam (Hargrave L.)-Burke and Hare : the story of a terrible partnership. 8vo., swd., 6d. PEARSON, Oct. 13",Adam,Hargrave L.,Burke and Hare : the story of a terrible partnership,PEARSON,6d.,0.025,8vo.,"Adam (Hargrave L.)-Burke and Hare : the story of a terrible partnership. 8vo., swd., 6d. PEARSON, Oct. 13",Hargrave L. Adam,['Adam (Hargrave L.)'],,Oct. 13,
49,"Adam (Hargrave L.)-The Penge mystery. 8vo., Swd. 6d. PEARSON, Apr. 13",Adam,Hargrave L.,The Penge mystery,PEARSON,6d.,0.025,8vo.,"Adam (Hargrave L.)-The Penge mystery. 8vo., Swd. 6d. PEARSON, Apr. 13",Hargrave L. Adam,['Adam (Hargrave L.)'],,Apr. 13,
50,"Adam (Hargrave L.)-Police work from within. Cr. 8vo. 74X4, pp. 344, 6s. HOLDEN & H., Sep. 13",Adam,Hargrave L.,Police work from within,HOLDEN & H.,6s.,0.3,8vo.,"Adam (Hargrave L.)-Police work from within. Cr. 8vo. 74X4, pp. 344, 6s. HOLDEN & H., Sep. 13",Hargrave L. Adam,['Adam (Hargrave L.)'],,Sep. 13,
51,"Adam (Hargrave L.)-Pritchard the poisoner. 8vo., swd. 6d. PEARSON, June 13",Adam,Hargrave L.,Pritchard the poisoner,PEARSON,6d.,0.025,8vo.,"Adam (Hargrave L.)-Pritchard the poisoner. 8vo., swd. 6d. PEARSON, June 13",Hargrave L. Adam,['Adam (Hargrave L.)'],,June 13,
52,"Adam (Hargrave I.) ed.-Trial of George Henry Lamson. 8vo. 87 X5ť, pp. 204, 5s. net (Notable English trials).. W. HODGE, A pr. 13",Adam,Hargrave I.,Trial of George Henry Lamson,W. HODGE,5s.,0.25,8vo.,"Adam (Hargrave I.) ed.-Trial of George Henry Lamson. 8vo. 87 X5ť, pp. 204, 5s. net (Notable English trials).. W. HODGE, A pr. 13",Hargrave I. Adam,['Adam (Hargrave I.)'],ed.,A pr. 13,net
53,"Adam (J.)-Asthma and its radical treatment. Cr. 8vo., 5s. net........ ...H. KIMPTON, July 13",Adam,J.,Asthma and its radical treatment,H. KIMPTON,5s.,0.25,8vo.,"Adam (J.)-Asthma and its radical treatment. Cr. 8vo., 5s. net........ ...H. KIMPTON, July 13",J. Adam,['Adam (J.)'],,July 13,net
54,"Adam (John Douglas)--Letters of father and son during college days. Cr. 8vo. 73 X5, pp. 208, 3s. 6d. net .REVELL, May 13",Adam,John Douglas,Letters of father and son during college days,REVELL,3s. 6d.,0.175,8vo.,"Adam (John Douglas)--Letters of father and son during college days. Cr. 8vo. 73 X5, pp. 208, 35. 6d. net .REVELL, May 13",John Douglas Adam,['Adam (John Douglas)'],,May 13,net
55,"Adam (Margaret I.) and others-Guide to the principal Parliamentary papers relating to the Dominions, 1812-1911. 8vo. 9X54, pp. 202, 3s. 6d. net.. ...OLIVER & B., Nov. 13",Adam,Margaret I.,Guide to the principal Parliamentary papers relating to the Dominions,OLIVER & B.,3s. 6d.,0.175,8vo.,"Adam (Margaret I.) and others-Guide to the principal Parliamentary papers relating to the Dominions, 1812-1911. 8vo. 9X54, pp. 202, 35. 6d. net.. ...OLIVER & B., Nov. 13",Margaret I. Adam,['Adam (Margaret I.)'],,Nov. 13,net
57,"Adams (B.)—The Theory of social revolutions. Cr. 8vo. 5s. 6d. net.... ..MACMILLAN, Oct. 13",Adams,B.,The Theory of social revolutions,MACMILLAN,5s. 6d.,0.275,8vo.,"Adams (B.)—The Theory of social revolutions. Cr. 8vo. 55. 6d. net.... ..MACMILLAN, Oct. 13",B. Adams,['Adams (B.)'],,Oct. 13,net
58,"Adams (C. F.)—'Tis sixty years since : an address. 8vo., 3s. 6d. net...... MACMILLAN, Apr. 13",Adams,C. F.,Tis sixty years since : an address,MACMILLAN,3s. 6d.,0.175,8vo.,"Adams (C. F.)—'Tis sixty years since : an address. 8vo., 35. 6d. net...... MACMILLAN, Apr. 13",C. F. Adams,['Adams (C. F.)'],,Apr. 13,net
59,"Adams (C. F.)-Trans-Atlantic historical solid- arity. 8vo., pp. 184, 6s. net (Clarendon Press) MILFORD, Nov. 13",Adams,C. F.,Trans-Atlantic historical solid- arity,MILFORD,6s.,0.3,8vo.,"Adams (C. F.)-Trans-Atlantic historical solid- arity. 8vo., pp. 184, 6s. net (Clarendon Press) MILFORD, Nov. 13",C. F. Adams,['Adams (C. F.)'],,Nov. 13,net
61,"Adams (J. E.) and Cassidy (M. A.)- Acute abdominal diseases. 8vo. 128. 6d. net BAILLIÈRE, June 13",Adams,J. E.,Acute abdominal diseases,BAILLIÈRE,6d.,0.025,8vo.,"Adams (J. E.) and Cassidy (M. A.)- Acute abdominal diseases. 8vo. 128. 6d. net BAILLIÈRE, June 13",J. E. Adams,"['Adams (J. E.)', 'Cassidy (M. A.)']",,June 13,net
62,"Adams (J. J.)-Everyday law. 12mo. 6d. net (People's books) JACK, Feb. 13",Adams,J. J.,Everyday law,JACK,6d.,0.025,12mo.,"Adams (J. J.)-Everyday law. 12mo. 6d. net (People's books) JACK, Feb. 13",J. J. Adams,['Adams (J. J.)'],,Feb. 13,net
63,"Adams (J. W.) see Lungwitz (A.) and Adams. Adams (John)-The Man among the myrtles. Cr. 8vo. 73 x 44, pp. 150, 2s. net (Short course ser.) ..T. & T. CLARK, Apr. 13",Adams,J. W.,The Man among the myrtles,T. & T. CLARK,2s.,0.1,8vo.,"Adams (J. W.) see Lungwitz (A.) and Adams. Adams (John)-The Man among the myrtles. Cr. 8vo. 73 x 44, pp. 150, 25. net (Short course ser.) ..T. & T. CLARK, Apr. 13",J. W. Adams,"['Adams (J. W.)', 'Adams (John)']",,Apr. 13,net
64,"Adams (John Quincy)-Writings. Vol. 1. Edit. by W. C. Ford. 8vo., 15s. net MACMILLAN, Feb. 13",Adams,John Quincy,Writings,MACMILLAN,15s.,0.75,8vo.,"Adams (John Quincy)-Writings. Vol. 1. Edit. by W. C. Ford. 8vo., 155. net MACMILLAN, Feb. 13",John Quincy Adams,['Adams (John Quincy)'],,Feb. 13,net
65,"Adams (John Quincy) — Writings. Vol. 2. 1796- 1801. Edit. by W. C. Ford. 8vo., 15s. net MACMILLAN, Oct. 13",Adams,John Quincy,Writings,MACMILLAN,15s.,0.75,8vo.,"Adams (John Quincy) — Writings. Vol. 2. 1796- 1801. Edit. by W. C. Ford. 8vo., 155. net MACMILLAN, Oct. 13",John Quincy Adams,['Adams (John Quincy)'],,Oct. 13,net
66,"Adams (Josph)—Unconventional Molly. Cr. 8vo. 71 X5, pp. 326, 6s..... METHUEN, Feb. 13",Adams,Josph,Unconventional Molly,METHUEN,6s.,0.3,8vo.,"Adams (Josph)—Unconventional Molly. Cr. 8vo. 71 X5, pp. 326, 6s..... METHUEN, Feb. 13",Josph Adams,['Adams (Josph)'],,Feb. 13,
67,"Adams (Morley)—The Boy scout's companion : a manual of scoutcraft. 3rd and rev. edit. Cr. 8vo. 8 X54, pp. 416, 39. 6d. R.T.S., Nov. 13",Adams,Morley,The Boy scout's companion : a manual of scoutcraft,R.T.S.,6d.,0.025,8vo.,"Adams (Morley)—The Boy scout's companion : a manual of scoutcraft. 3rd and rev. edit. Cr. 8vo. 8 X54, pp. 416, 39. 6d. R.T.S., Nov. 13",Morley Adams,['Adams (Morley)'],,Nov. 13,
68,"Adams (Morley)- In the footsteps of Borrow and Fitzgerald. Cr. 8vo. 74 X5, pp. 262, 6s. net JARROLD, Sep. 13",Adams,Morley,In the footsteps of Borrow and Fitzgerald,JARROLD,6s.,0.3,8vo.,"Adams (Morley)- In the footsteps of Borrow and Fitzgerald. Cr. 8vo. 74 X5, pp. 262, 6s. net JARROLD, Sep. 13",Morley Adams,['Adams (Morley)'],,Sep. 13,net
69,"Adams (Samuel Hopkins)-Average Jones. Cr. 8vo. 71 X41, pp. 352, 6s. F. PALMER, May 13",Adams,Samuel Hopkins,Average Jones,F. PALMER,6s.,0.3,8vo.,"Adams (Samuel Hopkins)-Average Jones. Cr. 8vo. 71 X41, pp. 352, 6s. F. PALMER, May 13",Samuel Hopkins Adams,['Adams (Samuel Hopkins)'],,May 13,
70,"Adams (Samuel Hopkins)—The Secret of Lone- some Cove. Cr. 8vo. 7* X5, pp. 316, 6s. HODDER & S., Oct. 13",Adams,Samuel Hopkins,The Secret of Lone- some Cove,HODDER & S.,6s.,0.3,8vo.,"Adams (Samuel Hopkins)—The Secret of Lone- some Cove. Cr. 8vo. 7* X5, pp. 316, 6s. HODDER & S., Oct. 13",Samuel Hopkins Adams,['Adams (Samuel Hopkins)'],,Oct. 13,
71,"Adams (W. H.)—The Dominant race. Cr. 8vo. 74 X5, pp. 330, 6s....... SMITH, E., May 13",Adams,W. H.,The Dominant race,"SMITH, E.",6s.,0.3,8vo.,"Adams (W. H.)—The Dominant race. Cr. 8vo. 74 X5, pp. 330, 6s....... SMITH, E., May 13",W. H. Adams,['Adams (W. H.)'],,May 13,
72,"Adcock (A. St. John)—The Booklover's London. Illus. Cr. 8vo. 71 X5, pp. 338, 6s. METHUEN, Nov. 13",Adcock,A. St. John,The Booklover's London,METHUEN,6s.,0.3,8vo.,"Adcock (A. St. John)—The Booklover's London. Illus. Cr. 8vo. 71 X5, pp. 338, 6s. METHUEN, Nov. 13",A. St. John Adcock,['Adcock (A. St. John)'],,Nov. 13,
94,"Adventure (An)—With appendix and maps. 2nd edit. 8vo. 81 X54, pp. 214, 3s. 6d. net MACMILLAN, Apr. 13",Adventure,An,With appendix and maps,MACMILLAN,3s. 6d.,0.175,8vo.,"Adventure (An)—With appendix and maps. 2nd edit. 8vo. 81 X54, pp. 214, 35. 6d. net MACMILLAN, Apr. 13",An Adventure,['Adventure (An)'],,Apr. 13,net
107,"Aflalo (F. G.)-Our agreeable friends. Cheaper edit. 8vo. 83X5), pp. 360, 3s. 6d. CHAMBERS, Sep. 13",Aflalo,F. G.,Our agreeable friends,CHAMBERS,3s. 6d.,0.175,8vo.,"Aflalo (F. G.)-Our agreeable friends. Cheaper edit. 8vo. 83X5), pp. 360, 35. 6d. CHAMBERS, Sep. 13",F. G. Aflalo,['Aflalo (F. G.)'],,Sep. 13,
136,"Albanesi (E. Maria)—Cissy. 12mo., 7d. net W. COLLINS, A pr. 13",Albanesi,E. Maria,Cissy,W. COLLINS,7d.,0.029166666666666667,12mo.,"Albanesi (E. Maria)—Cissy. 12mo., 7d. net W. COLLINS, A pr. 13",E. Maria Albanesi,['Albanesi (E. Maria)'],,A pr. 13,net
137,"Albanesi (E. Maria)-Envious Eliza. 12mo. 7d. net ..NEWNES, June 13",Albanesi,E. Maria,Envious Eliza,NEWNES,7d.,0.029166666666666667,12mo.,"Albanesi (E. Maria)-Envious Eliza. 12mo. 7d. net ..NEWNES, June 13",E. Maria Albanesi,['Albanesi (E. Maria)'],,June 13,net
138,"Albanesi (E. Maria)-Love and Louisa. 12mo., 7d. net ...EVERETT, May 13",Albanesi,E. Maria,Love and Louisa,EVERETT,7d.,0.029166666666666667,12mo.,"Albanesi (E. Maria)-Love and Louisa. 12mo., 7d. net ...EVERETT, May 13",E. Maria Albanesi,['Albanesi (E. Maria)'],,May 13,net
139,"Albanesi (E. Maria)--Love and Louisa. 8vo. swd. 6d. .NEWNES, May 13",Albanesi,E. Maria,Love and Louisa,NEWNES,6d.,0.025,8vo.,"Albanesi (E. Maria)--Love and Louisa. 8vo. swd. 6d. .NEWNES, May 13",E. Maria Albanesi,['Albanesi (E. Maria)'],,May 13,
140,"Albanesi (E. Maria) —One of the crowd : a novel. Cr. 8vo. 7* *41, pp. 360, 6s. CHAPMAN & H., Oct. 13",Albanesi,E. Maria,One of the crowd : a novel,CHAPMAN & H.,6s.,0.3,8vo.,"Albanesi (E. Maria) —One of the crowd : a novel. Cr. 8vo. 7* *41, pp. 360, 6s. CHAPMAN & H., Oct. 13",E. Maria Albanesi,['Albanesi (E. Maria)'],,Oct. 13,
141,"Albanesi (E. Maria)-Peter, a parasite. 18mo. 7d. net ...METHUEN, Aug. 13",Albanesi,E. Maria,"Peter, a parasite",METHUEN,7d.,0.029166666666666667,18mo.,"Albanesi (E. Maria)-Peter, a parasite. 18mo. 7d. net ...METHUEN, Aug. 13",E. Maria Albanesi,['Albanesi (E. Maria)'],,Aug. 13,net
142,"Albanesi (E. Maria)— Poppies in the corn. 12mo. 7d. net ... HUTCHINSON, June 13",Albanesi,E. Maria,Poppies in the corn,HUTCHINSON,7d.,0.029166666666666667,12mo.,"Albanesi (E. Maria)— Poppies in the corn. I2mo. 7d. net ... HUTCHINSON, June 13",E. Maria Albanesi,['Albanesi (E. Maria)'],,June 13,net
143,"Albanesi (E. Maria)—Susannah and one other. 12mo., 7d. net ........HODDER & S., Feb. 13",Albanesi,E. Maria,Susannah and one other,HODDER & S.,7d.,0.029166666666666667,12mo.,"Albanesi (E. Maria)—Susannah and one other. 12mo., 7d. net ........HODDER & S., Feb. 13",E. Maria Albanesi,['Albanesi (E. Maria)'],,Feb. 13,net
144,"Albanesi (E. Maria)—Susannah and one other 8vo., Swd., 6d.........HODDER & S., July 13",Albanesi,E. Maria,Susannah and one other,HODDER & S.,6d.,0.025,8vo.,"Albanesi (E. Maria)—Susannah and one other 8vo., Swd., 6d.........HODDER & S., July 13",E. Maria Albanesi,['Albanesi (E. Maria)'],,July 13,
145,"Albee (H. R.)A Kingdom of two : a true romance of country life. Cr. 8vo., 6s. 6d. net MACMILLAN, Nov. 13",Albee,H. R.,A Kingdom of two : a true romance of country life,MACMILLAN,6s. 6d.,0.325,8vo.,"Albee (H. R.)A Kingdom of two : a true romance of country life. Cr. 8vo., 6s. 6d. net MACMILLAN, Nov. 13",H. R. Albee,['Albee (H. R.)'],,Nov. 13,net
146,"Alberdi (John Baptist)—The Crime of war. Cr. 8vo. 8 X 51, pp. 376, 5s. net ....DENT, Jan, 13",Alberdi,John Baptist,The Crime of war,DENT,5s.,0.25,8vo.,"Alberdi (John Baptist)—The Crime of war. Cr. 8vo. 8 X 51, pp. 376, 55. net ....DENT, Jan, 13",John Baptist Alberdi,['Alberdi (John Baptist)'],,"Jan, 13",net
147,"Alcock (Frederick) - West Indies scenery : water colour sketches. Oblong 4to., Swd., 4s. net A. REID, Dec. 13",Alcock,Frederick,West Indies scenery : water colour sketches,A. REID,4s.,0.2,4to.,"Alcock (Frederick) - West Indies scenery : water colour sketches. Oblong 4to., Swd., 45. net A. REID, Dec. 13",Frederick Alcock,['Alcock (Frederick)'],,Dec. 13,net
148,"Alcott (Louisa M.)—Good wives : a story for girls. Being a sequel to “Little women.' Illus. by Harold Copping. 4to. 91 X7, pp. 348, 7s, 6d. net ..R.T.S., Oct. 13",Alcott,Louisa M.,Good wives : a story for girls,R.T.S.,7s. 6d.,0.375,4to.,"Alcott (Louisa M.)—Good wives : a story for girls. Being a sequel to “Little women.' Illus. by Harold Copping. 4to. 91 X7, pp. 348, 7s, 6d. net ..R.T.S., Oct. 13",Louisa M. Alcott,['Alcott (Louisa M.)'],,Oct. 13,net
149,"Alcott (Louisa M.)-Little women. Pop. edit. Cr. 8vo., pp. 320, 1s. net ....R.T.S., June 13",Alcott,Louisa M.,Little women,R.T.S.,1s.,0.05,8vo.,"Alcott (Louisa M.)-Little women. Pop. edit. Cr. 8vo., pp. 320, Is. net ....R.T.S., June 13",Louisa M. Alcott,['Alcott (Louisa M.)'],,June 13,net
150,"Alcott (Louisa M.)-Little women, and Good wives. 8vo. 81x55, pp. 398, 2s. 6d. (Prize ser.) A. GARDNER, Apr. 13",Alcott,Louisa M.,"Little women, and Good wives",A. GARDNER,2s. 6d.,0.125,8vo.,"Alcott (Louisa M.)-Little women, and Good wives. 8vo. 81x55, pp. 398, 25. 6d. (Prize ser.) A. GARDNER, Apr. 13",Louisa M. Alcott,['Alcott (Louisa M.)'],,Apr. 13,
152,"Aldenburg (Charlotte Amélie, Princess) —Auto- biography, 1652–1732. Trans, from the French of the original MS., and edit. by her descendant, Mrs. Aubrey Le Blond. 8vo. 9 X51, pp. 368, 15s. net.. ...NASH, Oct. 13",Aldenburg,"Charlotte Amélie, Princess",Auto- biography,NASH,15s.,0.75,8vo.,"Aldenburg (Charlotte Amélie, Princess) —Auto- biography, 1652–1732. Trans, from the French of the original MS., and edit. by her descendant, Mrs. Aubrey Le Blond. 8vo. 9 X51, pp. 368, 155. net.. ...NASH, Oct. 13","Charlotte Amélie, Princess Aldenburg","['Aldenburg (Charlotte Amélie, Princess)']",,Oct. 13,net
154,"Alderson (Wilfred E.)-Dental anesthetics. 2nd edit. 12mo. 64 x 44, pp. 116, 38. 6d. net SIMPKIN, Mar. 13",Alderson,Wilfred E.,Dental anesthetics,SIMPKIN,6d.,0.025,12mo.,"Alderson (Wilfred E.)-Dental anesthetics. 2nd edit. 12mo. 64 x 44, pp. 116, 38. 6d. net SIMPKIN, Mar. 13",Wilfred E. Alderson,['Alderson (Wilfred E.)'],,Mar. 13,net
157,"Aldin (Cecil)-Farm babies. 4to. 101 x7}, bds. 28. 6d. ...FROWDE, Oct. 13",Aldin,Cecil,Farm babies,FROWDE,6d.,0.025,4to.,"Aldin (Cecil)-Farm babies. 4to. 101 x7}, bds. 28. 6d. ...FROWDE, Oct. 13",Cecil Aldin,['Aldin (Cecil)'],,Oct. 13,
159,"Aldin (Cecil)— The Merry puppy book. 4to. 91 x8}, bds. 3s. 6d. net ......FROWDE, Oct. 13.",Aldin,Cecil,The Merry puppy book,FROWDE,3s. 6d.,0.175,4to.,"Aldin (Cecil)— The Merry puppy book. 4to. 91 x8}, bds. 35. 6d. net ......FROWDE, Oct. 13.",Cecil Aldin,['Aldin (Cecil)'],,Oct. 13,net
161,"Aldin (Cecil)-Rough and tumble. 4to. 10X81, bds. 3s. 6d. net .FROWDE, Oct. 13",Aldin,Cecil,Rough and tumble,FROWDE,3s. 6d.,0.175,4to.,"Aldin (Cecil)-Rough and tumble. 4to. 10X81, bds. 35. 6d. net .FROWDE, Oct. 13",Cecil Aldin,['Aldin (Cecil)'],,Oct. 13,net
162,"Aleichem (Shalom)—Stempenyu : a novel. Cr. 8vo 74 X5, pp. 312, 6s. .METHUEN, May 13",Aleichem,Shalom,Stempenyu : a novel,METHUEN,6s.,0.3,8vo,"Aleichem (Shalom)—Stempenyu : a novel. Cr. 8vo 74 X5, pp. 312, 6s. .METHUEN, May 13",Shalom Aleichem,['Aleichem (Shalom)'],,May 13,
163,"Alexander (C. P.)-A Synopsis of part of the neotropical crane-flies of the sub-family limnobinae. 4 plates. Ryl. 8vo. 98 x64, pp. 68, Swd., 3s. 6d. net... WESLEY, June 13",Alexander,C. P.,A Synopsis of part of the neotropical crane-flies of the sub-family limnobinae,WESLEY,3s. 6d.,0.175,8vo.,"Alexander (C. P.)-A Synopsis of part of the neotropical crane-flies of the sub-family limnobinae. 4 plates. Ryl. 8vo. 98 x64, pp. 68, Swd., 35. 6d. net... WESLEY, June 13",C. P. Alexander,['Alexander (C. P.)'],,June 13,net
164,"Alexander (Eleanor)—Primate Alexander, Arch- bishop of Armagh : a memoir. With portraits. 8vo. 9X58, pp. 340, 12s. 6d. net E. ARNOLD, Nov. 13",Alexander,Eleanor,"Primate Alexander, Arch- bishop of Armagh : a memoir",E. ARNOLD,12s. 6d.,0.625,8vo.,"Alexander (Eleanor)—Primate Alexander, Arch- bishop of Armagh : a memoir. With portraits. 8vo. 9X58, pp. 340, 125. 6d. net E. ARNOLD, Nov. 13",Eleanor Alexander,['Alexander (Eleanor)'],,Nov. 13,net
166,"Alexander (J.) and Kear (J. A.)—The Encyclo- pedia of draughts. Vol. 5. 8vo., swd., 1s. net MARLBOROUGH, Dec. 13",Alexander,J.,The Encyclo- pedia of draughts,MARLBOROUGH,1s.,0.05,8vo.,"Alexander (J.) and Kear (J. A.)—The Encyclo- pedia of draughts. Vol. 5. 8vo., swd., Is. net MARLBOROUGH, Dec. 13",J. Alexander,"['Alexander (J.)', 'Kear (J. A.)']",,Dec. 13,net
167,"Alexander (Luther Herbert)— Participial Sub- stantives of the Ata type in the romance languages, with special reference to the French. 8vo., pp. 176, 5s. 6d. net....FROWDE, Feb. 13",Alexander,Luther Herbert,"Participial Sub- stantives of the Ata type in the romance languages, with special reference to the French",FROWDE,5s. 6d.,0.275,8vo.,"Alexander (Luther Herbert)— Participial Sub- stantives of the Ata type in the romance languages, with special reference to the French. 8vo., pp. 176, 5s. 6d. net....FROWDE, Feb. 13",Luther Herbert Alexander,['Alexander (Luther Herbert)'],,Feb. 13,net
168,"Alexander (Miriam)—The House of Lisronan. Cheaper re-issue. Cr. 8vo. 74 X5, pp. 312, 2s. net A. MELROSE, Apr. 13",Alexander,Miriam,The House of Lisronan,A. MELROSE,2s.,0.1,8vo.,"Alexander (Miriam)—The House of Lisronan. Cheaper re-issue. Cr. 8vo. 74 X5, pp. 312, 25. net A. MELROSE, Apr. 13",Miriam Alexander,['Alexander (Miriam)'],,Apr. 13,net
169,"Alexander (Miriam)-The Ripple : novel. Cr. 8vo. 8 X 5, pp. 368, 6s. A. MELROSE, J une 13",Alexander,Miriam,The Ripple : novel,A. MELROSE,6s.,0.3,8vo.,"Alexander (Miriam)-The Ripple : novel. Cr. 8vo. 8 X 5, pp. 368, 6s. A. MELROSE, J une 13",Miriam Alexander,['Alexander (Miriam)'],,J une 13,
170,"Alexander (William)-Our national Church. 12mo. 6d. net THYNNE, Apr. 13",Alexander,William,Our national Church,THYNNE,6d.,0.025,12mo.,"Alexander (William)-Our national Church. 12mo. 6d. net THYNNE, Apr. 13",William Alexander,['Alexander (William)'],,Apr. 13,net
