,entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
2550,"Edelman (P. E.)-Experimental wireless stations. Cr. 8vo. 8s. 6d. net . SPON, Apr. 13",Edelman,P. E.,Experimental wireless stations,SPON,8s. 6d.,0.42500000000000004,8vo.,"Edelman (P. E.)-Experimental wireless stations. Cr. 8vo. 8s. 6d. net . SPON, Apr. 13",P. E. Edelman,['Edelman (P. E.)'],,Apr. 13,net
2551,"Eden (C. K. P.)— Wireless telegraphy for intending operators. Cr. 8vo., pp. 80, is, 6d. net SPON, Sep. 13",Eden,C. K. P.,Wireless telegraphy for intending operators,SPON,6d.,0.025,8vo.,"Eden (C. K. P.)— Wireless telegraphy for intending operators. Cr. 8vo., pp. 80, is, 6d. net SPON, Sep. 13",C. K. P. Eden,['Eden (C. K. P.)'],,Sep. 13,net
2552,"Eden (F. S.)-Ancient stained and painted glass. Ryl. 16mo., pp. 172, is. net ; Ithr. 2s. 6d. net (Cambridge manuals of science and literature) CAMB. UNIV. PRESS, Feb. 13",Eden,F. S.,Ancient stained and painted glass,CAMB. UNIV. PRESS,2s. 6d.,0.125,16mo.,"Eden (F. S.)-Ancient stained and painted glass. Ryl. 16mo., pp. 172, is. net ; Ithr. 25. 6d. net (Cambridge manuals of science and literature) CAMB. UNIV. PRESS, Feb. 13",F. S. Eden,['Eden (F. S.)'],,Feb. 13,net
2553,"Eden (Helen Parry)—Bread and circuses : poems Cr. 8vo. 7* X5, pp. 144, 3s. 6d. net LANE, Oct. 13",Eden,Helen Parry,Bread and circuses : poems,LANE,3s. 6d.,0.175,8vo.,"Eden (Helen Parry)—Bread and circuses : poems Cr. 8vo. 7* X5, pp. 144, 35. 6d. net LANE, Oct. 13",Helen Parry Eden,['Eden (Helen Parry)'],,Oct. 13,net
2556,"Edgar (George)—The Red colonel. Cr. 8vo. 74 x 5, pp. 318, 6s.......MILLS & B., Aug. 13",Edgar,George,The Red colonel,MILLS & B.,6s.,0.3,8vo.,"Edgar (George)—The Red colonel. Cr. 8vo. 74 x 5, pp. 318, 6s.......MILLS & B., Aug. 13",George Edgar,['Edgar (George)'],,Aug. 13,
2557,"Edgar (George)-Swift Nick of the York Road. Čr. 8vo. 71 X5, pp. 414, 6s. MILLS & B., Feb. 13",Edgar,George,Swift Nick of the York Road,MILLS & B.,6s.,0.3,8vo.,"Edgar (George)-Swift Nick of the York Road. Čr. 8vo. 71 X5, pp. 414, 6s. MILLS & B., Feb. 13",George Edgar,['Edgar (George)'],,Feb. 13,
2558,"Edgar (John G.)—The Heroes of England. Cr. 8vo. pp. 256, 1s. 6d. BLACKIE, Sep. 13",Edgar,John G.,The Heroes of England,BLACKIE,1s. 6d.,0.07500000000000001,8vo.,"Edgar (John G.)—The Heroes of England. Cr. 8vo. pp. 256, Is. 6d. BLACKIE, Sep. 13",John G. Edgar,['Edgar (John G.)'],,Sep. 13,
2559,"Edgar (Madalen)The Boys' Froissart: selected from Lord Berners' translation of the “ Chronicles. Cr. 8vo. 71 x5t, pp. 284, is. 6d. (““ Told through the ages ) ..HARRAP, Apr. 13",Edgar,Madalen,The Boys' Froissart: selected from Lord Berners' translation of the “ Chronicles,HARRAP,6d.,0.025,8vo.,"Edgar (Madalen)The Boys' Froissart: selected from Lord Berners' translation of the “ Chronicles. Cr. 8vo. 71 x5t, pp. 284, is. 6d. (““ Told through the ages ) ..HARRAP, Apr. 13",Madalen Edgar,['Edgar (Madalen)'],,Apr. 13,
2561,"Edginton (May)-The Sin of Eve. Cr. 8vo. 74 X 5, pp. 324, 6s. HODDER & S., June 13",Edginton,May,The Sin of Eve,HODDER & S.,6s.,0.3,8vo.,"Edginton (May)-The Sin of Eve. Cr. 8vo. 74 X 5, pp. 324, 6s. HODDER & S., June 13",May Edginton,['Edginton (May)'],,June 13,
2562,"Edler (R.)Switches and switchgear. 8vo. 9 X54, pp. 410, 15s. net ....CONSTABLE, July 13",Edler,R.,Switches and switchgear,CONSTABLE,15s.,0.75,8vo.,"Edler (R.)Switches and switchgear. 8vo. 9 X54, pp. 410, 155. net ....CONSTABLE, July 13",R. Edler,['Edler (R.)'],,July 13,net
2563,"Edmundson (George) - The Church in Rome in the first century. (Bampton Lectures, 1913). 8vo. 91 X54, pp. 310, 7s. 6d. net LONGMANS, Oct. 13",Edmundson,George,The Church in Rome in the first century,LONGMANS,7s. 6d.,0.375,8vo.,"Edmundson (George) - The Church in Rome in the first century. (Bampton Lectures, 1913). 8vo. 91 X54, pp. 310, 7s. 6d. net LONGMANS, Oct. 13",George Edmundson,['Edmundson (George)'],,Oct. 13,net
2580,"Education (Board of)-Statistics of public educa. tion in England and Wales. Pt. 2, Financial, 1910–12. 8vo., s. 4d....... WYMAN, Jan. 13",Education,Board of,Statistics of public educa,WYMAN,4d.,0.016666666666666666,8vo.,"Education (Board of)-Statistics of public educa. tion in England and Wales. Pt. 2, Financial, 1910–12. 8vo., IS. 4d....... WYMAN, Jan. 13",Board of Education,['Education (Board of)'],,Jan. 13,
2604,"Edwardes (Tickner)-The Honey-star : a novel. Cr. 8vo. 71 X5, pp. 352, 6s. HUTCHINSON, Feb. 13",Edwardes,Tickner,The Honey-star : a novel,HUTCHINSON,6s.,0.3,8vo.,"Edwardes (Tickner)-The Honey-star : a novel. Cr. 8vo. 71 X5, pp. 352, 6s. HUTCHINSON, Feb. 13",Tickner Edwardes,['Edwardes (Tickner)'],,Feb. 13,
2605,"Edwardes-Ker (D. R.) see Auld (s. J. M.) and Edwardes-Ker. Edwards (A.)—The Barbary coast: sketches of French North Africa. Cr. 8vo., 8s. 6d. net MACMILLAN, Oct. 13",Edwardes-Ker,D. R.,The Barbary coast: sketches of French North Africa,MACMILLAN,8s. 6d.,0.42500000000000004,8vo.,"Edwardes-Ker (D. R.) see Auld (s. J. M.) and Edwardes-Ker. Edwards (A.)—The Barbary coast: sketches of French North Africa. Cr. 8vo., 8s. 6d. net MACMILLAN, Oct. 13",D. R. Edwardes-Ker,"['Edwardes-Ker (D. R.)', 'Edwards (A.)']",,Oct. 13,net
2606,"Edwards (A. C. W.) ed.—Peace and reform, 1815- 1837. Cr. 8vo., pp. 126, 1s. net (English history source books) .BELL, Apr. 13",Edwards,A. C. W.,Peace and reform,BELL,1s.,0.05,8vo.,"Edwards (A. C. W.) ed.—Peace and reform, 1815- 1837. Cr. 8vo., pp. 126, Is. net (English history source books) .BELL, Apr. 13",A. C. W. Edwards,['Edwards (A. C. W.)'],ed.,Apr. 13,net
2607,"Edwards (Albert)-Comrade Yetta. Cr. 8vo. 73 X5 pp. 456, 6s. ...MACMILLAN, Apr. 13",Edwards,Albert,Comrade Yetta,MACMILLAN,6s.,0.3,8vo.,"Edwards (Albert)-Comrade Yetta. Cr. 8vo. 73 X5 pp. 456, 6s. ...MACMILLAN, Apr. 13",Albert Edwards,['Edwards (Albert)'],,Apr. 13,
2609,"Edwards (Clayton)-The Story of Evangeline. Adapted from Longfellow. With the original poem illus. by M. L. Kirk. Ryl. 8vo. 91 x7, pp. 272, 78. 6d. net ..HEADLEY, Oct. 13",Edwards,Clayton,The Story of Evangeline,HEADLEY,6d.,0.025,8vo.,"Edwards (Clayton)-The Story of Evangeline. Adapted from Longfellow. With the original poem illus. by M. L. Kirk. Ryl. 8vo. 91 x7, pp. 272, 78. 6d. net ..HEADLEY, Oct. 13",Clayton Edwards,['Edwards (Clayton)'],,Oct. 13,net
2610,"Edwards (Ethel Ashton)-Spikenard : a book of devotional verse. 12mo., pp. 30, swd., 1s, net HEFFER, Mar. 13",Edwards,Ethel Ashton,Spikenard : a book of devotional verse,HEFFER,1s.,0.05,12mo.,"Edwards (Ethel Ashton)-Spikenard : a book of devotional verse. 12mo., pp. 30, swd., Is, net HEFFER, Mar. 13",Ethel Ashton Edwards,['Edwards (Ethel Ashton)'],,Mar. 13,net
2611,"Edwards (George Wharton)-Marken and its people. Illus. 8vo. 9 X51, pp. 192, 1os. 6d. net T. W. LAURIE, Apr. 13",Edwards,George Wharton,Marken and its people,T. W. LAURIE,6d.,0.025,8vo.,"Edwards (George Wharton)-Marken and its people. Illus. 8vo. 9 X51, pp. 192, 1os. 6d. net T. W. LAURIE, Apr. 13",George Wharton Edwards,['Edwards (George Wharton)'],,Apr. 13,net
2612,"Edwards (Mrs.)-Cookery book 8vo. 8* *5), pp. 312, 6s. net .T. W. LAURIE, Od. 13",Edwards,Mrs.,Cookery book,T. W. LAURIE,6s.,0.3,8vo.,"Edwards (Mrs.)-Cookery book 8vo. 8* *5), pp. 312, 6s. net .T. W. LAURIE, Od. 13",Mrs. Edwards,['Edwards (Mrs.)'],,Od. 13,net
2614,"Egerton (Max)-Undreamed ways. Cr. 8vo. 8 X5, pp. 352, 6s. ......HURST & B., Oct. 13",Egerton,Max,Undreamed ways,HURST & B.,6s.,0.3,8vo.,"Egerton (Max)-Undreamed ways. Cr. 8vo. 8 X5, pp. 352, 6s. ......HURST & B., Oct. 13",Max Egerton,['Egerton (Max)'],,Oct. 13,
2615,"Egerton-Warburton (Geoffrey)-In a Cheshire garden: natural history notes, Cr. 8vo., pp. 128, swd. 2s. 6d. net SHERRATT & H., Feb. 13",Egerton-Warburton,Geoffrey,In a Cheshire garden: natural history notes,SHERRATT & H.,2s. 6d.,0.125,8vo.,"Egerton-Warburton (Geoffrey)-In a Cheshire garden: natural history notes, Cr. 8vo., pp. 128, swd. 25. 6d. net SHERRATT & H., Feb. 13",Geoffrey Egerton-Warburton,['Egerton-Warburton (Geoffrey)'],,Feb. 13,net
2616,"Egville (Howard d')-Imperial defence and closer union : a short record of the life-work of the late Sir John Colomb in connection with the movement towards imperial organisation. 8vo. 83X5), pp. 352, 7s, 6d. net P. S. KING, Mar. 13",Egville,Howard d',Imperial defence and closer union : a short record of the life-work of the late Sir John Colomb in connection with the movement towards imperial organisation,P. S. KING,7s. 6d.,0.375,8vo.,"Egville (Howard d')-Imperial defence and closer union : a short record of the life-work of the late Sir John Colomb in connection with the movement towards imperial organisation. 8vo. 83X5), pp. 352, 7s, 6d. net P. S. KING, Mar. 13",Howard d' Egville,"[""Egville (Howard d')""]",,Mar. 13,net
2622,"Elder (Robert Dull) — The Sojourner. Cr. 8vo. 74 X5, pp. 344, 6s.......HARPER, Apr. 13",Elder,Robert Dull,The Sojourner,HARPER,6s.,0.3,8vo.,"Elder (Robert Dull) — The Sojourner. Cr. 8vo. 74 X5, pp. 344, 6s.......HARPER, Apr. 13",Robert Dull Elder,['Elder (Robert Dull)'],,Apr. 13,
2623,"Elderkin (G. W.)--Problems in Periclean buildings. 4to., pp. 58, bds. 78. 6d. net (Princeton mono- graphs in art and archæology. II.) FROWDE, Feb. 13",Elderkin,G. W.,Problems in Periclean buildings,FROWDE,6d.,0.025,4to.,"Elderkin (G. W.)--Problems in Periclean buildings. 4to., pp. 58, bds. 78. 6d. net (Princeton mono- graphs in art and archæology. II.) FROWDE, Feb. 13",G. W. Elderkin,['Elderkin (G. W.)'],,Feb. 13,net
2625,"Elderton (W. P.) and Perry (S. J.)-A Fourth study of the statistics of pulmonary tuber- culosis: the mortality of the tuberculous, sanatorium and tuberculin treatment. 4to. swd. 3s. net (Drapers' Company research memoirs) .DULAU, Feb. 13",Elderton,W. P.,"A Fourth study of the statistics of pulmonary tuber- culosis: the mortality of the tuberculous, sanatorium and tuberculin treatment",DULAU,3s.,0.15,4to.,"Elderton (W. P.) and Perry (S. J.)-A Fourth study of the statistics of pulmonary tuber- culosis: the mortality of the tuberculous, sanatorium and tuberculin treatment. 4to. swd. 35. net (Drapers' Company research memoirs) .DULAU, Feb. 13",W. P. Elderton,"['Elderton (W. P.)', 'Perry (S. J.)']",,Feb. 13,net
2627,"Elias (Edith L.) ed.-English literature in prose and verse : from Chaucer to Bunyan. Cr. 8vo. 7} X4$, pp. 224, 1s. 3d.....HARRAP, Aug. 13",Elias,Edith L.,English literature in prose and verse : from Chaucer to Bunyan,HARRAP,1s. 3d.,0.0625,8vo.,"Elias (Edith L.) ed.-English literature in prose and verse : from Chaucer to Bunyan. Cr. 8vo. 7} X4$, pp. 224, Is. 3d.....HARRAP, Aug. 13",Edith L. Elias,['Elias (Edith L.)'],ed.,Aug. 13,
2628,"Elias (Edith L.)-Great names in English literature. Vol. 1. Chaucer to Bunyan. Cr. 8vo. 71 x 5, pp. 244, is. 3d. ... ...HARRAP, Aug. 13",Elias,Edith L.,Great names in English literature,HARRAP,3d.,0.0125,8vo.,"Elias (Edith L.)-Great names in English literature. Vol. 1. Chaucer to Bunyan. Cr. 8vo. 71 x 5, pp. 244, is. 3d. ... ...HARRAP, Aug. 13",Edith L. Elias,['Elias (Edith L.)'],,Aug. 13,
2630,"Eliot (George) —Adam Bede. Illus. by Gordon Browne. Ryl. 8vo. 103 77, pp. 532, 1os. 6d. net .CHAMBERS, Oct. 13",Eliot,George,Adam Bede,CHAMBERS,6d.,0.025,8vo.,"Eliot (George) —Adam Bede. Illus. by Gordon Browne. Ryl. 8vo. 103 77, pp. 532, 1os. 6d. net .CHAMBERS, Oct. 13",George Eliot,['Eliot (George)'],,Oct. 13,net
2634,"Eliot (George)—I'elix Holt. 12mo., pp. 518, is, net, ithr. is, 6d. net (World's classics) HI. MILFORD, May 13",Eliot,George,I'elix Holt,HI. MILFORD,6d.,0.025,12mo.,"Eliot (George)—I'elix Holt. 12mo., pp. 518, is, net, ithr. is, 6d. net (World's classics) HI. MILFORD, May 13",George Eliot,['Eliot (George)'],,May 13,net
2635,"Eliot (George)—Middlemarch: a study of pro- vincial life, vols. New cabinet edit. Cr. 8vo., pp. 420, 400, 470, ea. 1s. net W. BLACKWOOD, Nov. 13",Eliot,George,"Middlemarch: a study of pro- vincial life, vols",W. BLACKWOOD,1s.,0.05,8vo.,"Eliot (George)—Middlemarch: a study of pro- vincial life, vols. New cabinet edit. Cr. 8vo., pp. 420, 400, 470, ea. Is. net W. BLACKWOOD, Nov. 13",George Eliot,['Eliot (George)'],,Nov. 13,net
2644,"Eliot (George)—Stories from George Eliot. Selected by Amy Cruse. Cr. 8vo. 78 X5, pp. 254, 2s. 6d. net (“ Told through the ages ) HARRAP, May 13",Eliot,George,Stories from George Eliot,HARRAP,2s. 6d.,0.125,8vo.,"Eliot (George)—Stories from George Eliot. Selected by Amy Cruse. Cr. 8vo. 78 X5, pp. 254, 25. 6d. net (“ Told through the ages ) HARRAP, May 13",George Eliot,['Eliot (George)'],,May 13,net
2645,"Elkan (Sophie)- An Exiled king: Gustaf Adolf IV of Sweden. Edit, and trans. by M. Eugénie Koch. Illus. 2 vols. 8vo. 95), pp. 732, 24s. net..... HUTCHINSON, Mar. 13",Elkan,Sophie,An Exiled king: Gustaf Adolf IV of Sweden,HUTCHINSON,24s.,1.2,8vo.,"Elkan (Sophie)- An Exiled king: Gustaf Adolf IV of Sweden. Edit, and trans. by M. Eugénie Koch. Illus. 2 vols. 8vo. 95), pp. 732, 245. net..... HUTCHINSON, Mar. 13",Sophie Elkan,['Elkan (Sophie)'],,Mar. 13,net
2647,"Ellenberger (D. F.) and Macgregor (J. C.) History of the Basuto, ancient and mode Compiled by D. F. E., and written in English by J. C. M. Ryl. 8vo. 9 X61, pp. 418, 7s. 6d. net CAXTON PUBL. CO., Apr. 13",Ellenberger,D. F.,"History of the Basuto, ancient and mode Compiled by D. F. E., and written in English by J. C. M",CAXTON PUBL. CO.,7s. 6d.,0.375,8vo.,"Ellenberger (D. F.) and Macgregor (J. C.) History of the Basuto, ancient and mode Compiled by D. F. E., and written in English by J. C. M. Ryl. 8vo. 9 X61, pp. 418, 75. 6d. net CAXTON PUBL. CO., Apr. 13",D. F. Ellenberger,"['Ellenberger (D. F.)', 'Macgregor (J. C.)']",,Apr. 13,net
2648,"Elliott (E. B.)--An Introduction to algebra of quantics. 2nd edit. 8vo., pp. 432, 15s. net (Clarendon Press) MILFORD, Oct. 13",Elliott,E. B.,An Introduction to algebra of quantics,MILFORD,15s.,0.75,8vo.,"Elliott (E. B.)--An Introduction to algebra of quantics. 2nd edit. 8vo., pp. 432, 155. net (Clarendon Press) MILFORD, Oct. 13",E. B. Elliott,['Elliott (E. B.)'],,Oct. 13,net
2649,"Elliott (Francis Perry)—The Haunted pyjamas. 8vo., swd. 6d. .PEARSON, Oct. 13",Elliott,Francis Perry,The Haunted pyjamas,PEARSON,6d.,0.025,8vo.,"Elliott (Francis Perry)—The Haunted pyjamas. 8vo., swd. 6d. .PEARSON, Oct. 13",Francis Perry Elliott,['Elliott (Francis Perry)'],,Oct. 13,
2652,"Elliot (R. H.)Sclero-corneal trephining in the operative treatment of glaucoma. 8vo. 7s. 6d. net. PUTNAMS, Aug. 13",Elliot,R. H.,Sclero-corneal trephining in the operative treatment of glaucoma,PUTNAMS,7s. 6d.,0.375,8vo.,"Elliot (R. H.)Sclero-corneal trephining in the operative treatment of glaucoma. 8vo. 75. 6d. net. PUTNAMS, Aug. 13",R. H. Elliot,['Elliot (R. H.)'],,Aug. 13,net
2653,"Elliott (S. B.)-The Important timber trees of the United States. 8vo., Ios, 6d. net CONSTABLE, Mar. 13",Elliott,S. B.,The Important timber trees of the United States,CONSTABLE,6d.,0.025,8vo.,"Elliott (S. B.)-The Important timber trees of the United States. 8vo., Ios, 6d. net CONSTABLE, Mar. 13",S. B. Elliott,['Elliott (S. B.)'],,Mar. 13,net
2655,"Elliot-Blake (H.)—University reform for the Royal Medical Colleges ; and Reformed adages. 8vo. 83 X7, pp. 185, I1s. net BALE, Apr. 13",Elliot-Blake,H.,University reform for the Royal Medical Colleges ; and Reformed adages,BALE,1s.,0.05,8vo.,"Elliot-Blake (H.)—University reform for the Royal Medical Colleges ; and Reformed adages. 8vo. 83 X7, pp. 185, IIs. net BALE, Apr. 13",H. Elliot-Blake,['Elliot-Blake (H.)'],,Apr. 13,net
2656,"Ellis (Florence)-An Introduction to German : for upper forms and evening classes. Cr. 8vo. 71 X41, pp. 174, 2s. 6d. .....DENT, June 13",Ellis,Florence,An Introduction to German : for upper forms and evening classes,DENT,2s. 6d.,0.125,8vo.,"Ellis (Florence)-An Introduction to German : for upper forms and evening classes. Cr. 8vo. 71 X41, pp. 174, 25. 6d. .....DENT, June 13",Florence Ellis,['Ellis (Florence)'],,June 13,
2658,"Ellis (J. B.)—The Diocese of Jamaica : a short account of its history, growth and organisation. Map and illus. Cr. 8vo. 73 X4), pp. 238, 3s. net S.P.C.K., Aug. 13",Ellis,J. B.,"The Diocese of Jamaica : a short account of its history, growth and organisation",S.P.C.K.,3s.,0.15,8vo.,"Ellis (J. B.)—The Diocese of Jamaica : a short account of its history, growth and organisation. Map and illus. Cr. 8vo. 73 X4), pp. 238, 3s. net S.P.C.K., Aug. 13",J. B. Ellis,['Ellis (J. B.)'],,Aug. 13,net
2661,"Ellison (Grace) see Hanoum (M.) and Ellison. Ellwood (G. M.) and Day (E. Hermitage) — Some London churches : 26 plates from original pencil drawings by G. M. E.; with historical and descriptive notes by E. H. D. 4to. 10 X71, pp. 110, S. 6d. net MOWBRAY, Dec. 13",Ellison,Grace,Some London churches :,MOWBRAY,6d.,0.025,4to.,"Ellison (Grace) see Hanoum (M.) and Ellison. Ellwood (G. M.) and Day (E. Hermitage) — Some London churches : 26 plates from original pencil drawings by G. M. E.; with historical and descriptive notes by E. H. D. 4to. 10 X71, pp. 110, S. 6d. net MOWBRAY, Dec. 13",Grace Ellison,"['Ellison (Grace)', 'Ellwood (G. M.)', 'Day (E. Hermitage)']",,Dec. 13,net
2662,"Elmendorf (Dwight L.)-A Camera crusade through the Holy Land. 4to. 98 x7, pp. 70 and plates, ios. 6d. net....MURRAY, Jan. 13",Elmendorf,Dwight L.,A Camera crusade through the Holy Land,MURRAY,6d.,0.025,4to.,"Elmendorf (Dwight L.)-A Camera crusade through the Holy Land. 4to. 98 x7, pp. 70 and plates, ios. 6d. net....MURRAY, Jan. 13",Dwight L. Elmendorf,['Elmendorf (Dwight L.)'],,Jan. 13,net
2666,"Elsden (J. Vincent) see Greenwell (A.) and Elsden. Elsie Brant's romance, Roulands (C. A.) 6d. Elson (Charles) --Wieland and Shaftesbury. 8vo., pp. 156, 4s. 6d. net ..MILFORD, Oct, 13",Elsden,J. Vincent,"Elsie Brant's romance, Roulands (C. A.)",MILFORD,4s. 6d.,0.225,8vo.,"Elsden (J. Vincent) see Greenwell (A.) and Elsden. Elsie Brant's romance, Roulands (C. A.) 6d. Elson (Charles) --Wieland and Shaftesbury. 8vo., pp. 156, 45. 6d. net ..MILFORD, Oct, 13",J. Vincent Elsden,['Elsden (J. Vincent)'],,"Oct, 13",net
2668,"El wes (H. J.) and Henry (A.)The Trees of Gt. Britain and Ireland. Vol. 7 (concluding vol.) 400 plates. Ryl. 4to., pp. 1936, 7 vols. (sets only) £26 5s. net .. QUARITCH, July 13",El wes,H. J.,The Trees of Gt,QUARITCH,5s.,0.25,4to.,"El wes (H. J.) and Henry (A.)The Trees of Gt. Britain and Ireland. Vol. 7 (concluding vol.) 400 plates. Ryl. 4to., pp. 1936, 7 vols. (sets only) £26 55. net .. QUARITCH, July 13",H. J. El wes,"['El wes (H. J.)', 'Henry (A.)']",,July 13,net
2669,"Elwin (Edward F.)—India and the Indians. Illus. 8vo. 9 X54, pp. 364, ios. 6d. net MURRAY, Apr. 13",Elwin,Edward F.,India and the Indians,MURRAY,6d.,0.025,8vo.,"Elwin (Edward F.)—India and the Indians. Illus. 8vo. 9 X54, pp. 364, ios. 6d. net MURRAY, Apr. 13",Edward F. Elwin,['Elwin (Edward F.)'],,Apr. 13,net
2670,"Elwin (Father)—Thirty-nine years in Bombay City: being the history of the mission work of the Society of St. John the Evangelist in that City. Illus. Cr. 8vo. 7! X41, pp. 138, 2s. net MOWBRAY, Apr. 13",Elwin,Father,Thirty-nine years in Bombay City: being the history of the mission work of the Society of St,MOWBRAY,2s.,0.1,8vo.,"Elwin (Father)—Thirty-nine years in Bombay City: being the history of the mission work of the Society of St. John the Evangelist in that City. Illus. Cr. 8vo. 7! X41, pp. 138, 25. net MOWBRAY, Apr. 13",Father Elwin,['Elwin (Father)'],,Apr. 13,net
2673,"Emanuel (Walter)—The Dogs of War. Pop. edit. 12mo., pp. 222, 1s. net......EVERETT, May 13",Emanuel,Walter,The Dogs of War,EVERETT,1s.,0.05,12mo.,"Emanuel (Walter)—The Dogs of War. Pop. edit. 12mo., pp. 222, Is. net......EVERETT, May 13",Walter Emanuel,['Emanuel (Walter)'],,May 13,net
2675,"Emerson (Ralph Waldo)-Essays. Edit. by G. K. Chesterton. Reissue. Cr. 8vo. 71 X4), pp. 410 3s. 6d. (Bohn's standard library) ..BELL, Oct. 13",Emerson,Ralph Waldo,Essays,BELL,3s. 6d.,0.175,8vo.,"Emerson (Ralph Waldo)-Essays. Edit. by G. K. Chesterton. Reissue. Cr. 8vo. 71 X4), pp. 410 35. 6d. (Bohn's standard library) ..BELL, Oct. 13",Ralph Waldo Emerson,['Emerson (Ralph Waldo)'],,Oct. 13,
2682,"Emery (Henry Crosby)— Politician, party and people : addresses. Cr. 8vo., pp. 190, 58. 6d. net MILFORD, Nov. 13",Emery,Henry Crosby,"Politician, party and people : addresses",MILFORD,6d.,0.025,8vo.,"Emery (Henry Crosby)— Politician, party and people : addresses. Cr. 8vo., pp. 190, 58. 6d. net MILFORD, Nov. 13",Henry Crosby Emery,['Emery (Henry Crosby)'],,Nov. 13,net
2687,"Engelbach (Arthur H.) ed.--Anecdotes of Bench and Bar. Gr. 8vo. 78 X4, pp. 270, 3s. 6d. net RICHARDS, Feb. 13",Engelbach,Arthur H.,Anecdotes of Bench and Bar,RICHARDS,3s. 6d.,0.175,8vo.,"Engelbach (Arthur H.) ed.--Anecdotes of Bench and Bar. Gr. 8vo. 78 X4, pp. 270, 35. 6d. net RICHARDS, Feb. 13",Arthur H. Engelbach,['Engelbach (Arthur H.)'],ed.,Feb. 13,net
2691,"Emmons (W. H.)- The Enrichment of sulphide (U.S. Geol. Surv.) 8vo., 9 X6, pp. 260, swd., 3s. net WESLEY, Nov. 13",Emmons,W. H.,The Enrichment of sulphide (U.S. Geol,WESLEY,3s.,0.15,8vo.,"Emmons (W. H.)- The Enrichment of sulphide (U.S. Geol. Surv.) 8vo., 9 X6, pp. 260, swd., 35. net WESLEY, Nov. 13",W. H. Emmons,['Emmons (W. H.)'],,Nov. 13,net
2695,"Encyclopædia of agriculture (An). Vol. 2. 12mo., 1s, net . . NELSON, Aug. 13",Encyclopædia of agriculture,An,Vol,NELSON,1s.,0.05,12mo.,"Encyclopædia of agriculture (An). Vol. 2. 12mo., Is, net . . NELSON, Aug. 13",An Encyclopædia of agriculture,['Encyclopædia of agriculture (An)'],,Aug. 13,net
2699,"Enock (Esther E.)Those dreadful girls. Illus. Cr. 8vo. 8 X5, pp. 220, 25, 6d. R.T.S., Oct. 13",Enock,Esther E.,Those dreadful girls,R.T.S.,6d.,0.025,8vo.,"Enock (Esther E.)Those dreadful girls. Illus. Cr. 8vo. 8 X5, pp. 220, 25, 6d. R.T.S., Oct. 13",Esther E. Enock,['Enock (Esther E.)'],,Oct. 13,
2701,"Entomological research (Bulletin of). Vol. 4, Part 3, Nov. 1913. Ryl. 8vo., 4s. net DULAU, Nov. 13",Entomological research,Bulletin of,Vol,DULAU,4s.,0.2,8vo.,"Entomological research (Bulletin of). Vol. 4, Part 3, Nov. 1913. Ryl. 8vo., 4s. net DULAU, Nov. 13",Bulletin of Entomological research,['Entomological research (Bulletin of)'],,Nov. 13,net
2703,"Erasmus (Desiderius)—The Praise of folly. Written by Erasmus, 1509, and trans. by John Wilson, 1668. Edit. with an intro. by Mrs. P. S. Allen. Cr. 8vo. 7° X4), pp. 212, 3s. 6d. net (Clarendon Press) MILFORD, Dec. 13",Erasmus,Desiderius,The Praise of folly,MILFORD,3s. 6d.,0.175,8vo.,"Erasmus (Desiderius)—The Praise of folly. Written by Erasmus, 1509, and trans. by John Wilson, 1668. Edit. with an intro. by Mrs. P. S. Allen. Cr. 8vo. 7° X4), pp. 212, 35. 6d. net (Clarendon Press) MILFORD, Dec. 13",Desiderius Erasmus,['Erasmus (Desiderius)'],,Dec. 13,net
2705,"Erck mann (Emil) and Chatrian (Alexandre)—The Conscript. 12mo., pp. 412, is. net ; Ithr. 2s. net W. COLLINS, Apr. 13",Erck mann,Emil,The Conscript,W. COLLINS,2s.,0.1,12mo.,"Erck mann (Emil) and Chatrian (Alexandre)—The Conscript. 12mo., pp. 412, is. net ; Ithr. 25. net W. COLLINS, Apr. 13",Emil Erck mann,"['Erck mann (Emil)', 'Chatrian (Alexandre)']",,Apr. 13,net
2707,"Erckmann (Emile) and Chatrian (Alexandre)-Le Blocus : episode de la fin de l'Empire. Chap- ters 1-13. Edit. by Arthur R. Ropes. 12mo., pp. 234, 1s. 6d. ..CAMB. UNIV. PRESS, June 13",Erckmann,Emile,Le Blocus : episode de la fin de l'Empire,CAMB. UNIV. PRESS,1s. 6d.,0.07500000000000001,12mo.,"Erckmann (Emile) and Chatrian (Alexandre)-Le Blocus : episode de la fin de l'Empire. Chap- ters 1-13. Edit. by Arthur R. Ropes. 12mo., pp. 234, Is. 6d. ..CAMB. UNIV. PRESS, June 13",Emile Erckmann,"['Erckmann (Emile)', 'Chatrian (Alexandre)']",,June 13,
