,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
3623,"Neale (J. M., Rev.)—Tales of Christian heroism ; and, The Sea-tigers : a tale of mediæval Nestor- ianism. (In i vol.) New ed. Illus. Cr. 8vo. 71 X 5, pp. 252, 2s. 6d. net..S.P.C.K., Mar. '18",Neale,"J. M., Rev.","Tales of Christian heroism ; and, The Sea-tigers : a tale of mediæval Nestor- ianism",S.P.C.K.,2s. 6d.,8vo.,"Neale (J. M., Rev.)—Tales of Christian heroism ; and, The Sea-tigers : a tale of mediæval Nestor- ianism. (In i vol.) New ed. Illus. Cr. 8vo. 71 X 5, pp. 252, 25. 6d. net..S.P.C.K., Mar. '18","J. M., Rev. Neale","['Neale (J. M., Rev.)']",,Mar. '18,net
3624,"Neale (J. M., Rev.)—Theodora Phranza; or, The Fall of Constantinople. New ed. Illus. by Harold Piffard. Cr. 8vo. 74 X 5, pp. 448, 28. 6d. net .S.P.C.K., Mar. '18",Neale,"J. M., Rev.","Theodora Phranza; or, The Fall of Constantinople",S.P.C.K.,6d.,8vo.,"Neale (J. M., Rev.)—Theodora Phranza; or, The Fall of Constantinople. New ed. Illus. by Harold Piffard. Cr. 8vo. 74 X 5, pp. 448, 28. 6d. net .S.P.C.K., Mar. '18","J. M., Rev. Neale","['Neale (J. M., Rev.)']",,Mar. '18,net
3625,"Neale (J. Rev.)- Victories of the Saints : stories for children from Church history; and, The Sword of King Affonso : a tale of the Portuguese Church in the 16th century. (In I vol.) New ed. Cr. 8vo. _71 X 5, pp. 245, 28. 6d. net. ..S.P.C.K., Mar. '18",Neale,J. Rev.,"Victories of the Saints : stories for children from Church history; and, The Sword of King Affonso : a tale of the Portuguese Church in the",S.P.C.K.,6d.,8vo.,"Neale (J. Rev.)- Victories of the Saints : stories for children from Church history; and, The Sword of King Affonso : a tale of the Portuguese Church in the 16th century. (In I vol.) New ed. Cr. 8vo. _71 X 5, pp. 245, 28. 6d. net. ..S.P.C.K., Mar. '18",J. Rev. Neale,['Neale (J. Rev.)'],,Mar. '18,net
3626,"Nefigen (H.)-Grammar and vocabulary of the Samoan language, Tr. by A. B. Stock. Cr. 8vo. 5s, net ....K. PAUL, Mar.'18",Nefigen,H.,"Grammar and vocabulary of the Samoan language, Tr",K. PAUL,5s.,8vo.,"Nefigen (H.)-Grammar and vocabulary of the Samoan language, Tr. by A. B. Stock. Cr. 8vo. 5s, net ....K. PAUL, Mar.'18",H. Nefigen,['Nefigen (H.)'],,Mar.'18,net
3627,"Nelsh (F. H., Lt.-Col.)-Historical diary of the Gordon Highlanders. 8vo. pp. 55, 2s. J. LENG, Mar. '18",Nelsh,"F. H., Lt.-Col.",Historical diary of the Gordon Highlanders,J. LENG,2s.,8vo.,"Nelsh (F. H., Lt.-Col.)-Historical diary of the Gordon Highlanders. 8vo. pp. 55, 25. J. LENG, Mar. '18","F. H., Lt.-Col. Nelsh","['Nelsh (F. H., Lt.-Col.)']",,Mar. '18,
3630,"Nepean (Edith)-Gwyneth of the Welsh hills. Cr. 8vo. 7} x 5, pp. 320, 6s. ..S. PAUL, Mar. '18",Nepean,Edith,Gwyneth of the Welsh hills,S. PAUL,6s.,8vo.,"Nepean (Edith)-Gwyneth of the Welsh hills. Cr. 8vo. 7} x 5, pp. 320, 6s. ..S. PAUL, Mar. '18",Edith Nepean,['Nepean (Edith)'],,Mar. '18,
3631,"Nesbitt (Frank)-The Magic whistle and other fairy tale plays. New impr. Illus. Cr. 8vo. 7} x 5, pp. 156, 3s. net ..LONGMANS, Apr. '18",Nesbitt,Frank,The Magic whistle and other fairy tale plays,LONGMANS,3s.,8vo.,"Nesbitt (Frank)-The Magic whistle and other fairy tale plays. New impr. Illus. Cr. 8vo. 7} x 5, pp. 156, 3s. net ..LONGMANS, Apr. '18",Frank Nesbitt,['Nesbitt (Frank)'],,Apr. '18,net
3638,"Nettleton (Joseph Alfred)—The Manufacture of whisky and plain spirit. 8vo. pp. 640, 50s. (Elgin : Florida Villa, Duff Avenue) AUTHOR, A pr. '18",Nettleton,Joseph Alfred,The Manufacture of whisky and plain spirit,AUTHOR,50s.,8vo.,"Nettleton (Joseph Alfred)—The Manufacture of whisky and plain spirit. 8vo. pp. 640, 50s. (Elgin : Florida Villa, Duff Avenue) AUTHOR, A pr. '18",Joseph Alfred Nettleton,['Nettleton (Joseph Alfred)'],,A pr. '18,
3641,"Nevinson (Margaret Wynne) -Workhouse charac- ters, and other sketches of the life of the poor. Cr. 8vo. 7* X5, pp. 160, 3s. 6d. net ALLEN & U., June '18",Nevinson,Margaret Wynne,"Workhouse charac- ters, and other sketches of the life of the poor",ALLEN & U.,3s. 6d.,8vo.,"Nevinson (Margaret Wynne) -Workhouse charac- ters, and other sketches of the life of the poor. Cr. 8vo. 7* X5, pp. 160, 3s. 6d. net ALLEN & U., June '18",Margaret Wynne Nevinson,['Nevinson (Margaret Wynne)'],,June '18,net
3650,"Newbolt (Henry)---Collected poems, 1897–1907. Cheap ed. Cr. 8vo. 7! X5, pp. 266, is. 6d. net NELSON, Apr. '18",Newbolt,Henry,Collected poems,NELSON,6d.,8vo.,"Newbolt (Henry)---Collected poems, 1897–1907. Cheap ed. Cr. 8vo. 7! X5, pp. 266, is. 6d. net NELSON, Apr. '18",Henry Newbolt,['Newbolt (Henry)'],,Apr. '18,net
3652,"Newbolt (Henry) --St. George's Day, and other poems. Cr. 8vo. 7X 41, pp. 47, 3s. 6d. net J. MURRAY, Aug. '18",Newbolt,Henry,St,J. MURRAY,3s. 6d.,8vo.,"Newbolt (Henry) --St. George's Day, and other poems. Cr. 8vo. 7X 41, pp. 47, 35. 6d. net J. MURRAY, Aug. '18",Henry Newbolt,['Newbolt (Henry)'],,Aug. '18,net
3653,"Newbolt (Sir Henry)-Submarine and anti-sub- marive. Illus. by Norman Wilkinson. Cr. 8vo. 73 x5), pp. 320, 78. 6d. net LONGMANS, Nov. '18",Newbolt,Sir Henry,Submarine and anti-sub- marive,LONGMANS,6d.,8vo.,"Newbolt (Sir Henry)-Submarine and anti-sub- marive. Illus. by Norman Wilkinson. Cr. 8vo. 73 x5), pp. 320, 78. 6d. net LONGMANS, Nov. '18",Sir Henry Newbolt,['Newbolt (Sir Henry)'],,Nov. '18,net
3657,"Nowlyn (Herbert N. G.)-The Relationship between the mystical and the sensible worlds. Cr. 8vo. 73 X5, pp. 128, 4s. 6d. net ALLEN & U., Oct. '18",Nowlyn,Herbert N. G.,The Relationship between the mystical and the sensible worlds,ALLEN & U.,4s. 6d.,8vo.,"Nowlyn (Herbert N. G.)-The Relationship between the mystical and the sensible worlds. Cr. 8vo. 73 X5, pp. 128, 45. 6d. net ALLEN & U., Oct. '18",Herbert N. G. Nowlyn,['Nowlyn (Herbert N. G.)'],,Oct. '18,net
3659,"Newmarch (Rosa) ed.—The Devout Russian : a book of thoughts and counsels gathered from the Saints and Fathers of the Eastern Church and modern Russian authors. With intro. and biographical notes. Cr. 8vo. 73 x5, pp. 243, 5s, net.. . JENKINS, May '18",Newmarch,Rosa,The Devout Russian : a book of thoughts and counsels gathered from the Saints and Fathers of the Eastern Church and modern Russian authors,JENKINS,5s.,8vo.,"Newmarch (Rosa) ed.—The Devout Russian : a book of thoughts and counsels gathered from the Saints and Fathers of the Eastern Church and modern Russian authors. With intro. and biographical notes. Cr. 8vo. 73 x5, pp. 243, 5s, net.. . JENKINS, May '18",Rosa Newmarch,['Newmarch (Rosa)'],ed.,May '18,net
3660,"Newsham (J. C.)-Farming made easy : a hand. book for farmers and smallholders. Cr. 8vo. 75 X 5, pp. 190, 3s. 6d. net PEARSON, July '18",Newsham,J. C.,Farming made easy : a hand,PEARSON,3s. 6d.,8vo.,"Newsham (J. C.)-Farming made easy : a hand. book for farmers and smallholders. Cr. 8vo. 75 X 5, pp. 190, 35. 6d. net PEARSON, July '18",J. C. Newsham,['Newsham (J. C.)'],,July '18,net
3663,"Newton (Arthur Percival) ed.-The Staple trades of the Empire. Cr. 8vo. 71 x 5, pp. 189, 28. 6d. net (“ Imperial studies  ser.) DENT, Jan. '18",Newton,Arthur Percival,The Staple trades of the Empire,DENT,6d.,8vo.,"Newton (Arthur Percival) ed.-The Staple trades of the Empire. Cr. 8vo. 71 x 5, pp. 189, 28. 6d. net (“ Imperial studies  ser.) DENT, Jan. '18",Arthur Percival Newton,['Newton (Arthur Percival)'],ed.,Jan. '18,net
3664,"Newton (Joseph Fort)--The Builders : a story and study of masonry. 8vo. 81 x 51, pp. 224, 7s. 6d, net ..ALLEN & U., Oct. '18",Newton,Joseph Fort,The Builders : a story and study of masonry,ALLEN & U.,7s. 6d.,8vo.,"Newton (Joseph Fort)--The Builders : a story and study of masonry. 8vo. 81 x 51, pp. 224, 75. 6d, net ..ALLEN & U., Oct. '18",Joseph Fort Newton,['Newton (Joseph Fort)'],,Oct. '18,net
3665,"Newton (Joseph Fort, Rev.)-The Sword of the Spirit : Britain and America in the Great War. Cr. 8vo. 71 x 5, pp. 246, 78, 6d. net NISBET, Nov '18",Newton,"Joseph Fort, Rev.",The Sword of the Spirit : Britain and America in the Great War,NISBET,6d.,8vo.,"Newton (Joseph Fort, Rev.)-The Sword of the Spirit : Britain and America in the Great War. Cr. 8vo. 71 x 5, pp. 246, 78, 6d. net NISBET, Nov '18","Joseph Fort, Rev. Newton","['Newton (Joseph Fort, Rev.)']",,Nov '18,net
3667,"Newton (T.) and Eyles (A.)-Oxy-acetylene welding. With a chapter on oxy-acetylene cutting. Illus. Cr. 8vo. 71 x 41, pp. 156, swd. is. 6d. net (“Work” Hdbks.) CASSELL, Nov. '18",Newton,T.,Oxy-acetylene welding,CASSELL,6d.,8vo.,"Newton (T.) and Eyles (A.)-Oxy-acetylene welding. With a chapter on oxy-acetylene cutting. Illus. Cr. 8vo. 71 x 41, pp. 156, swd. is. 6d. net (“Work” Hdbks.) CASSELL, Nov. '18",T. Newton,"['Newton (T.)', 'Eyles (A.)']",,Nov. '18,net
3674,"Nichols (Robert)-The Assault and other war poems from “ Ardours and endurances.” Cr. 8vo. 73 x 44, pp. 78, swd. is. 3d. net CHATTO & W., Mar. '18",Nichols,Robert,The Assault and other war poems from “ Ardours and endurances,CHATTO & W.,3d.,8vo.,"Nichols (Robert)-The Assault and other war poems from “ Ardours and endurances.” Cr. 8vo. 73 x 44, pp. 78, swd. is. 3d. net CHATTO & W., Mar. '18",Robert Nichols,['Nichols (Robert)'],,Mar. '18,net
3675,"Nichols (Robert)-The Budded branch. Decora- tions by Anne Estelle Rice. Cr. 8vo. bds. Ios. 6d. net, ed. de luxe, 219., 30s. net BEAUMONT PR., Dec. '18",Nichols,Robert,The Budded branch,BEAUMONT PR.,30s.,8vo.,"Nichols (Robert)-The Budded branch. Decora- tions by Anne Estelle Rice. Cr. 8vo. bds. Ios. 6d. net, ed. de luxe, 219., 30s. net BEAUMONT PR., Dec. '18",Robert Nichols,['Nichols (Robert)'],,Dec. '18,net
3676,"Nicholson (C. A.)-Martin, son of John. Cr. 8vo. 75 X5, pp. 275, 6s. net SIDGWICK & J., Dec. '18",Nicholson,C. A.,"Martin, son of John",SIDGWICK & J.,6s.,8vo.,"Nicholson (C. A.)-Martin, son of John. Cr. 8vo. 75 X5, pp. 275, 6s. net SIDGWICK & J., Dec. '18",C. A. Nicholson,['Nicholson (C. A.)'],,Dec. '18,net
3677,"Nicholson (J. Shield)—War finance. 8vo. 86 x 54, pp. 504, ios, 6d. net ....P. S. KING, Jan. '18",Nicholson,J. Shield,War finance,P. S. KING,6d.,8vo.,"Nicholson (J. Shield)—War finance. 8vo. 86 x 54, pp. 504, ios, 6d. net ....P. S. KING, Jan. '18",J. Shield Nicholson,['Nicholson (J. Shield)'],,Jan. '18,net
3679,"Nicholson (R. T.)-The Book of the Ford. 3rd ed. Cr. 8vo. 71 X 5, pp. 247, 2s. net TEMPLE PR., Mar. '18",Nicholson,R. T.,The Book of the Ford,TEMPLE PR.,2s.,8vo.,"Nicholson (R. T.)-The Book of the Ford. 3rd ed. Cr. 8vo. 71 X 5, pp. 247, 25. net TEMPLE PR., Mar. '18",R. T. Nicholson,['Nicholson (R. T.)'],,Mar. '18,net
3680,"Nicholson (W.)-A Child of Jesus : an illustration of genuine religion in the soul of a child. Cr. 8vo. 73 X 44, pp. 117, 9d. WM. NICHOLSON, June '18",Nicholson,W.,A Child of Jesus : an illustration of genuine religion in the soul of a child,WM. NICHOLSON,9d.,8vo.,"Nicholson (W.)-A Child of Jesus : an illustration of genuine religion in the soul of a child. Cr. 8vo. 73 X 44, pp. 117, 9d. WM. NICHOLSON, June '18",W. Nicholson,['Nicholson (W.)'],,June '18,
3683,"Nicol-Speyer (Alexander) see Huberich (c. H.) and Nicol-Speyer. Nicolas (Jean Jacques Auguste) - The Church. Tr. fr. French “ Etudes philosophiques sur le Christianisme, by A. C. Boursot. 8vo. pp. 57, 1s. net............ .WASHBOURNE, Apr.'18",Nicol-Speyer,Alexander,The Church,WASHBOURNE,1s.,8vo.,"Nicol-Speyer (Alexander) see Huberich (c. H.) and Nicol-Speyer. Nicolas (Jean Jacques Auguste) - The Church. Tr. fr. French “ Etudes philosophiques sur le Christianisme, by A. C. Boursot. 8vo. pp. 57, Is. net............ .WASHBOURNE, Apr.'18",Alexander Nicol-Speyer,"['Nicol-Speyer (Alexander)', 'Nicolas (Jean Jacques Auguste)']",,Apr.'18,net
3685,"Nicoll (Sir W. Robertson) (“Claudius Clear)- A Library for five pounds. 3rd ed. Cr. 8vo. 71 x 44, pp. 101, 1s. 6d. net HODDER & S., Feb. '18",Nicoll,Sir W. Robertson,Claudius Clear)- A Library for five pounds,HODDER & S.,1s. 6d.,8vo.,"Nicoll (Sir W. Robertson) (“Claudius Clear)- A Library for five pounds. 3rd ed. Cr. 8vo. 71 x 44, pp. 101, Is. 6d. net HODDER & S., Feb. '18",Sir W. Robertson Nicoll,['Nicoll (Sir W. Robertson)'],,Feb. '18,net
3686,"Nicoll (W. Robertson)-Reunion in Eternity. Cr. 8vo. 7! X5, pp. 295, 6s. net HODDER & S., Nov.'18",Nicoll,W. Robertson,Reunion in Eternity,HODDER & S.,6s.,8vo.,"Nicoll (W. Robertson)-Reunion in Eternity. Cr. 8vo. 7! X5, pp. 295, 6s. net HODDER & S., Nov.'18",W. Robertson Nicoll,['Nicoll (W. Robertson)'],,Nov.'18,net
3691,"Nightingale (M.)—The Pipes of Pan : verses. 18mo. 6 X 4), pp. 63, 1s. .... DRANE, May '18",Nightingale,M.,The Pipes of Pan : verses,DRANE,1s.,18mo.,"Nightingale (M.)—The Pipes of Pan : verses. 18mo. 6 X 4), pp. 63, Is. .... DRANE, May '18",M. Nightingale,['Nightingale (M.)'],,May '18,
3692,"Nightingale (M.)—Verses wise and otherwise. Cr. 8vo. pp. 64, swd. 3s. net ..BLACKWELL, Aug.'18",Nightingale,M.,Verses wise and otherwise,BLACKWELL,3s.,8vo.,"Nightingale (M.)—Verses wise and otherwise. Cr. 8vo. pp. 64, swd. 35. net ..BLACKWELL, Aug.'18",M. Nightingale,['Nightingale (M.)'],,Aug.'18,net
3693,"Nightingalo (M. and C.)—The Babe's book of verse : verse and woodcuts. Cr. 8vo. 61 x 54, pp. 46, swd. 2s.6d.net .. BLACKWELL, Sep.'18",Nightingalo,M.,The Babe's book of verse : verse and woodcuts,BLACKWELL,2s.6d.,8vo.,"Nightingalo (M. and C.)—The Babe's book of verse : verse and woodcuts. Cr. 8vo. 61 x 54, pp. 46, swd. 2s.6d.net .. BLACKWELL, Sep.'18",M. Nightingalo,"['Nightingalo (M.)', 'Nightingalo (C.)']",,Sep.'18,net
3694,"Nippold (Otfried)—The Awakening of the German people. Tr. by Alexander Gray. 8vo. 87 X5, pp. 60, swd. 1s. net .....ALLEN & U., May'18",Nippold,Otfried,The Awakening of the German people,ALLEN & U.,1s.,8vo.,"Nippold (Otfried)—The Awakening of the German people. Tr. by Alexander Gray. 8vo. 87 X5, pp. 60, swd. Is. net .....ALLEN & U., May'18",Otfried Nippold,['Nippold (Otfried)'],,May'18,net
3695,"Nippold (Otfried)—Dangerous optimism. Tr. from the German. 8vo. swd. 2d. net ALLEN & U., May '18",Nippold,Otfried,Dangerous optimism,ALLEN & U.,2d.,8vo.,"Nippold (Otfried)—Dangerous optimism. Tr. from the German. 8vo. swd. 2d. net ALLEN & U., May '18",Otfried Nippold,['Nippold (Otfried)'],,May '18,net
3697,"Niven (Frederick)- Penny Scot's treasure. Cr. 8vo. 7tx 5), pp. 306, 6s. net .... COLLINS, May '18",Niven,Frederick,Penny Scot's treasure,COLLINS,6s.,8vo.,"Niven (Frederick)- Penny Scot's treasure. Cr. 8vo. 7tx 5), pp. 306, 6s. net .... COLLINS, May '18",Frederick Niven,['Niven (Frederick)'],,May '18,net
3698,"Nixon (Mima)-Royal palaces and gardens. Intro. essay by Dion Clayton Calthrop. 8vo. 98 x7, pp. 331, 20s. ..BLACK, July '18",Nixon,Mima,Royal palaces and gardens,BLACK,20s.,8vo.,"Nixon (Mima)-Royal palaces and gardens. Intro. essay by Dion Clayton Calthrop. 8vo. 98 x7, pp. 331, 20s. ..BLACK, July '18",Mima Nixon,['Nixon (Mima)'],,July '18,
3702,"Nobbs (Gilbert, Capt.)-Englishman, Kamerad! Right of the British line. Cr. 8vo. 73 X 5, pp. 222, 3s. 6d. net ....HEINEMANN, Jan. '18",Nobbs,"Gilbert, Capt.","Englishman, Kamerad! Right of the British line",HEINEMANN,3s. 6d.,8vo.,"Nobbs (Gilbert, Capt.)-Englishman, Kamerad! Right of the British line. Cr. 8vo. 73 X 5, pp. 222, 3s. 6d. net ....HEINEMANN, Jan. '18","Gilbert, Capt. Nobbs","['Nobbs (Gilbert, Capt.)']",,Jan. '18,net
3703,"Noble (Edward)— The Naval side. Decorations by Frank Brangwyn. 8vo. 81 X5), pp. 293, 7s. 6d. net .PALMER & H., Nov.'18",Noble,Edward,The Naval side,PALMER & H.,7s. 6d.,8vo.,"Noble (Edward)— The Naval side. Decorations by Frank Brangwyn. 8vo. 81 X5), pp. 293, 75. 6d. net .PALMER & H., Nov.'18",Edward Noble,['Noble (Edward)'],,Nov.'18,net
3704,"Noel (Major and Mrs. J.)-A Soldier's simple cooking recipes for cooking in trenches and billets, w. vocab. of French words. 18mo. 67 x 4, pp. 34, swd. 6d. net HARRISON, Aug. '18",Noel,Major,"A Soldier's simple cooking recipes for cooking in trenches and billets, w",HARRISON,6d.,18mo.,"Noel (Major and Mrs. J.)-A Soldier's simple cooking recipes for cooking in trenches and billets, w. vocab. of French words. 18mo. 67 x 4, pp. 34, swd. 6d. net HARRISON, Aug. '18",Major Noel,"['Noel (Major)', 'Noel (Mrs. J.)']",,Aug. '18,net
3706,"Nolhac (Pierre de)-Fragonard, 1732-1806. 8vo. 9x54, pp. 225, 20s. net ....GOUPIL, July '18",Nolhac,Pierre de,Fragonard,GOUPIL,20s.,8vo.,"Nolhac (Pierre de)-Fragonard, 1732-1806. 8vo. 9x54, pp. 225, 20s. net ....GOUPIL, July '18",Pierre de Nolhac,['Nolhac (Pierre de)'],,July '18,net
3707,"Noppen (L. Van) see Van Noppen. Nordon (Charles L.)-The First principles of military law. 8vo. pp. 34, 6d. net (Berkhamsted : 176 and 178, High Street) G. LOOSLEY, July '18",Noppen,L. Van,The First principles of military law,G. LOOSLEY,6d.,8vo.,"Noppen (L. Van) see Van Noppen. Nordon (Charles L.)-The First principles of military law. 8vo. pp. 34, 6d. net (Berkhamsted : 176 and 178, High Street) G. LOOSLEY, July '18",L. Van Noppen,"['Noppen (L. Van)', 'Nordon (Charles L.)']",,July '18,net
3708,"Nortolk (Duke of)-A Duke of Norfolk notebook. Cr. 8vo. 77 x 5, pp. 128, swd. 2s, net BURNS & O., Jan. '18",Nortolk,Duke of,A Duke of Norfolk notebook,BURNS & O.,2s.,8vo.,"Nortolk (Duke of)-A Duke of Norfolk notebook. Cr. 8vo. 77 x 5, pp. 128, swd. 2s, net BURNS & O., Jan. '18",Duke of Nortolk,['Nortolk (Duke of)'],,Jan. '18,net
3709,"Norie (John William)-A Complete epitome of practical navigation. New ed., rearranged and extended by J. W. Saul. 8vo. 2 vols. Tables, 18s. net Text, 18s. net IMRAY, Sep. '18",Norie,John William,A Complete epitome of practical navigation,IMRAY,18s.,8vo.,"Norie (John William)-A Complete epitome of practical navigation. New ed., rearranged and extended by J. W. Saul. 8vo. 2 vols. Tables, 18s. net Text, 18s. net IMRAY, Sep. '18",John William Norie,['Norie (John William)'],,Sep. '18,net
3710,"Norman (Alfred Bathurst)—Ditchling Beacon, Intro. note by E. V. Lucas. Cr. 8vo. 7* *4*, pp. 36, swd. is, 6d. net SIDGWICK & J., Mar. '18",Norman,Alfred Bathurst,"Ditchling Beacon, Intro",SIDGWICK & J.,6d.,8vo.,"Norman (Alfred Bathurst)—Ditchling Beacon, Intro. note by E. V. Lucas. Cr. 8vo. 7* *4*, pp. 36, swd. is, 6d. net SIDGWICK & J., Mar. '18",Alfred Bathurst Norman,['Norman (Alfred Bathurst)'],,Mar. '18,net
3711,"Norman (J. S.)-Norman's English grammar. Cr. 8vo. 71 X 5, pp. 64, swd. 1s. 6d, net DEANE, Aug. '18",Norman,J. S.,Norman's English grammar,DEANE,1s. 6d.,8vo.,"Norman (J. S.)-Norman's English grammar. Cr. 8vo. 71 X 5, pp. 64, swd. Is. 6d, net DEANE, Aug. '18",J. S. Norman,['Norman (J. S.)'],,Aug. '18,net
3713,"Norris (Kathleen)-Martie the unconquered. Cr. 8vo. 7) X 5, pp. 395, 5s. net J. MURRAY, Feb. '18",Norris,Kathleen,Martie the unconquered,J. MURRAY,5s.,8vo.,"Norris (Kathleen)-Martie the unconquered. Cr. 8vo. 7) X 5, pp. 395, 5s. net J. MURRAY, Feb. '18",Kathleen Norris,['Norris (Kathleen)'],,Feb. '18,net
3714,"Norris (W. E.)—The Narrow strait. Cr. 8vo. 74 x 5, pp. 256, 6s, net HUTCHINSON, Apr. '18",Norris,W. E.,The Narrow strait,HUTCHINSON,6s.,8vo.,"Norris (W. E.)—The Narrow strait. Cr. 8vo. 74 x 5, pp. 256, 6s, net HUTCHINSON, Apr. '18",W. E. Norris,['Norris (W. E.)'],,Apr. '18,net
3715,"Northcote (H. and M. A.)-Edith Cavell's last thought, and other poems. Cr. 8vo. 71 X 5, pp. 79, 28. 6d. net .....K. PAUL, Feb. '18",Northcote,H.,"Edith Cavell's last thought, and other poems",K. PAUL,6d.,8vo.,"Northcote (H. and M. A.)-Edith Cavell's last thought, and other poems. Cr. 8vo. 71 X 5, pp. 79, 28. 6d. net .....K. PAUL, Feb. '18",H. Northcote,"['Northcote (H.)', 'Northcote (M. A.)']",,Feb. '18,net
3716,"Northcott (Richard)—Beethoven's “Fidelio” in London. 8vo. pp. 21, 2s. 6d. net PRESS PRINTERS, July '18",Northcott,Richard,Beethoven's “Fidelio” in London,PRESS PRINTERS,2s. 6d.,8vo.,"Northcott (Richard)—Beethoven's “Fidelio” in London. 8vo. pp. 21, 2s. 6d. net PRESS PRINTERS, July '18",Richard Northcott,['Northcott (Richard)'],,July '18,net
3722,"Nosek (Vladimir)—Independent Bohemia : an account of the Czecho-Slovak struggle for liberty. Cr. 8vo. 7* X54, pp. 201, 3s. 6d. net DENT, Dec. '18",Nosek,Vladimir,Independent Bohemia : an account of the Czecho-Slovak struggle for liberty,DENT,3s. 6d.,8vo.,"Nosek (Vladimir)—Independent Bohemia : an account of the Czecho-Slovak struggle for liberty. Cr. 8vo. 7* X54, pp. 201, 3s. 6d. net DENT, Dec. '18",Vladimir Nosek,['Nosek (Vladimir)'],,Dec. '18,net
3726,"Nunn (H.P.V.)-The Elements of New Testament Greek : a method of studying the Greek New Testament, with exercises, 2nd ed. Cr. 8vo. 71 x 4$, pp. 214, 4s. net CAMB. UNIV. PR., Oct. '18",Nunn,H.P.V.,"The Elements of New Testament Greek : a method of studying the Greek New Testament, with exercises",CAMB. UNIV. PR.,4s.,8vo.,"Nunn (H.P.V.)-The Elements of New Testament Greek : a method of studying the Greek New Testament, with exercises, 2nd ed. Cr. 8vo. 71 x 4$, pp. 214, 4s. net CAMB. UNIV. PR., Oct. '18",H.P.V. Nunn,['Nunn (H.P.V.)'],,Oct. '18,net
3727,"Nurse (Euston J., Rev.)-Palestine and the War. Cr. 8vo. 71 X 5, pp. 132, 43. 6d. net SREFFINGTON, July '18",Nurse,"Euston J., Rev.",Palestine and the War,SREFFINGTON,6d.,8vo.,"Nurse (Euston J., Rev.)-Palestine and the War. Cr. 8vo. 71 X 5, pp. 132, 43. 6d. net SREFFINGTON, July '18","Euston J., Rev. Nurse","['Nurse (Euston J., Rev.)']",,July '18,net
3731,"Oakley (G. R., Rev.)-In the King's service : an octave of addresses to boys and girls. Cr. 8vo. 6* X4t, pp. 62, 2s........ .S.P.C.K., Nov.'18",Oakley,"G. R., Rev.",In the King's service : an octave of addresses to boys and girls,S.P.C.K.,2s.,8vo.,"Oakley (G. R., Rev.)-In the King's service : an octave of addresses to boys and girls. Cr. 8vo. 6* X4t, pp. 62, 25........ .S.P.C.K., Nov.'18","G. R., Rev. Oakley","['Oakley (G. R., Rev.)']",,Nov.'18,
3733,"O'Brion (George)—The Economic history of Ireland in the eighteenth century. 8vo. 84x58, pp. 453, 1os. 6d. net MAUNSEL, Oct.'18",O'Brion,George,The Economic history of Ireland in the eighteenth century,MAUNSEL,6d.,8vo.,"O'Brion (George)—The Economic history of Ireland in the eighteenth century. 8vo. 84x58, pp. 453, 1os. 6d. net MAUNSEL, Oct.'18",George O'Brion,"[""O'Brion (George)""]",,Oct.'18,net
3734,"O'Brien (Pat, Lieut.)-Outwitting the Hun: my escape from a German prison camp. Cr. 8vo. 77 x5, pp. 278, 6s. net .. HEINEMANN, June '18",O'Brien,"Pat, Lieut.",Outwitting the Hun: my escape from a German prison camp,HEINEMANN,6s.,8vo.,"O'Brien (Pat, Lieut.)-Outwitting the Hun: my escape from a German prison camp. Cr. 8vo. 77 x5, pp. 278, 6s. net .. HEINEMANN, June '18","Pat, Lieut. O'Brien","[""O'Brien (Pat, Lieut.)""]",,June '18,net
3738,"O'Connor (Daniel)—The Story of Peter Pan. Retold fr. Sir J. M. Barrie's fairy play. Illus. by Alice B. Woodward. 8vo. 8 X 54, pp. 73, 3s. net.. ..G. BELL, Aug. '18",O'Connor,Daniel,The Story of Peter Pan,G. BELL,3s.,8vo.,"O'Connor (Daniel)—The Story of Peter Pan. Retold fr. Sir J. M. Barrie's fairy play. Illus. by Alice B. Woodward. 8vo. 8 X 54, pp. 73, 35. net.. ..G. BELL, Aug. '18",Daniel O'Connor,"[""O'Connor (Daniel)""]",,Aug. '18,net
3739,"O'Connor (Violet)— The Door. 16mo. pp. 65, s. 6d. net WASHBOURNE, Feb. '18",O'Connor,Violet,The Door,WASHBOURNE,6d.,16mo.,"O'Connor (Violet)— The Door. 16mo. pp. 65, IS. 6d. net WASHBOURNE, Feb. '18",Violet O'Connor,"[""O'Connor (Violet)""]",,Feb. '18,net
3741,"O'Donnchadha (Tadhg)-Caitcam Aimsire. Fcap. 8vo. 7 x 4, pp. 104, 3s. net, swd. 2s. net M. H. GIIL, Mar. '18",O'Donnchadha,Tadhg,Caitcam Aimsire,M. H. GIIL,2s.,8vo.,"O'Donnchadha (Tadhg)-Caitcam Aimsire. Fcap. 8vo. 7 x 4, pp. 104, 3s. net, swd. 25. net M. H. GIIL, Mar. '18",Tadhg O'Donnchadha,"[""O'Donnchadha (Tadhg)""]",,Mar. '18,net
