,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
4999,"Martin (Percy F.)-The Sudan in evolution: the economic, financial and administrative condi- tions of the Anglo-Egyptian Sudan. Foreword by Gen. Sir F. R. Wingate. 8vo. 9×5, pp. 595, 42s.net CONSTABLE, Nov. '21",Martin,Percy F.,"The Sudan in evolution: the economic, financial and administrative condi- tions of the Anglo-Egyptian Sudan",CONSTABLE,42s.,8vo.,"Martin (Percy F.)-The Sudan in evolution: the economic, financial and administrative condi- tions of the Anglo-Egyptian Sudan. Foreword by Gen. Sir F. R. Wingate. 8vo. 9×5, pp. 595, 42s.net CONSTABLE, Nov. '21",Percy F. Martin,['Martin (Percy F.)'],,Nov. '21,net
5000,"Martindale (C. C.)—Jock, Jack, and the Corporal. 71×4, pp. 228, 3s. 6d. net BURNS, OATES, Dec. '20 Martindale (C. C.)—Richard Philip Garrold, S.J.: a memoir. Cr. 8vo. 7×5, pp. 124, 5s. net LONGMANS, Dec. '21",Martindale,C. C.,"Jock, Jack, and the Corporal",LONGMANS,5s.,8vo.,"Martindale (C. C.)—Jock, Jack, and the Corporal. 71×4, pp. 228, 3s. 6d. net BURNS, OATES, Dec. '20 Martindale (C. C.)—Richard Philip Garrold, S.J.: a memoir. Cr. 8vo. 7×5, pp. 124, 5s. net LONGMANS, Dec. '21",C. C. Martindale,['Martindale (C. C.)'],,Dec. '21,net
5001,"Martindale (W. Harrison) and Westcott (W. Wynn) The Extra pharmacopoeia. 17th ed., rev. Vol. 2, 18mo. 64×4, pp. 720, 17s. 6d. net. LEWIS, Apr. '21",Martindale,W. Harrison,The Extra pharmacopoeia,LEWIS,17s. 6d.,18mo.,"Martindale (W. Harrison) and Westcott (W. Wynn) The Extra pharmacopoeia. 17th ed., rev. Vol. 2, 18mo. 64×4, pp. 720, 17s. 6d. net. LEWIS, Apr. '21",W. Harrison Martindale,"['Martindale (W. Harrison)', 'Westcott (W. Wynn)']",,Apr. '21,net
5003,"Martyn (Wyndham)-Anthony Trent, master criminal. Cr. 8vo. 7× 5, pp. 316, 7s. 6d. net H. JENKINS, Sep. '21",Martyn,Wyndham,"Anthony Trent, master criminal",H. JENKINS,7s. 6d.,8vo.,"Martyn (Wyndham)-Anthony Trent, master criminal. Cr. 8vo. 7× 5, pp. 316, 7s. 6d. net H. JENKINS, Sep. '21",Wyndham Martyn,['Martyn (Wyndham)'],,Sep. '21,net
5004,"Marvin (F. S.) and others-The Story of Iliad: Retold. 18mo. 6×4, pp. 224, s. 9d. net (King's treasuries of liter. ser.) DENT, Feb. '21",Marvin,F. S.,The Story of Iliad: Retold,DENT,9d.,18mo.,"Marvin (F. S.) and others-The Story of Iliad: Retold. 18mo. 6×4, pp. 224, IS. 9d. net (King's treasuries of liter. ser.) DENT, Feb. '21",F. S. Marvin,['Marvin (F. S.)'],,Feb. '21,net
5005,"Marx (Magdeleine)-Woman. Intro. by Henri Barbusse. Trans. by A. S. Seltzer. Cr. 8vo. 7×5, pp. 228, 7s. 6d. net ALLEN & U., Mar. '21",Marx,Magdeleine,Woman,ALLEN & U.,7s. 6d.,8vo.,"Marx (Magdeleine)-Woman. Intro. by Henri Barbusse. Trans. by A. S. Seltzer. Cr. 8vo. 7×5, pp. 228, 7s. 6d. net ALLEN & U., Mar. '21",Magdeleine Marx,['Marx (Magdeleine)'],,Mar. '21,net
5006,"Mason (A. E. W.)-At the Villa Rose. Ch. ed. Cr. 8vo. 7×4), pp. 311, 2s. net HODDER & S., Mar. '21",Mason,A. E. W.,At the Villa Rose,HODDER & S.,2s.,8vo.,"Mason (A. E. W.)-At the Villa Rose. Ch. ed. Cr. 8vo. 7×4), pp. 311, 25. net HODDER & S., Mar. '21",A. E. W. Mason,['Mason (A. E. W.)'],,Mar. '21,net
5007,"Mason (A. E. W.)-Clementina. Ch. ed. 18mo. 6×4, pp. 318, 2s. net ..METHUEN, July '21",Mason,A. E. W.,Clementina,METHUEN,2s.,18mo.,"Mason (A. E. W.)-Clementina. Ch. ed. 18mo. 6×4, pp. 318, 2s. net ..METHUEN, July '21",A. E. W. Mason,['Mason (A. E. W.)'],,July '21,net
5008,"Mason (A. E. W.)-The Four feathers. Cr. 8vo. 7×5, pp. 350, 2s. 6d. net (Nash's Great novel lib.). .E. NASH, Sep. '21",Mason,A. E. W.,The Four feathers,E. NASH,2s. 6d.,8vo.,"Mason (A. E. W.)-The Four feathers. Cr. 8vo. 7×5, pp. 350, 2s. 6d. net (Nash's Great novel lib.). .E. NASH, Sep. '21",A. E. W. Mason,['Mason (A. E. W.)'],,Sep. '21,net
5010,"Mason (Arthur)-The Flying bo'sun: a mystery of the sea. Cr. 8vo. 7× 5, pp. 241, 7s. 6d. net J. CAPE, Sep. '21",Mason,Arthur,The Flying bo'sun: a mystery of the sea,J. CAPE,7s. 6d.,8vo.,"Mason (Arthur)-The Flying bo'sun: a mystery of the sea. Cr. 8vo. 7× 5, pp. 241, 7s. 6d. net J. CAPE, Sep. '21",Arthur Mason,['Mason (Arthur)'],,Sep. '21,net
5011,"Mason (H. C.)-The Devil's Christmas box. Cr. 8vo. 7×5, pp. 339, 7s. 6d. net HEATH, CRANTON, Oct. '21",Mason,H. C.,The Devil's Christmas box,"HEATH, CRANTON",7s. 6d.,8vo.,"Mason (H. C.)-The Devil's Christmas box. Cr. 8vo. 7×5, pp. 339, 7s. 6d. net HEATH, CRANTON, Oct. '21",H. C. Mason,['Mason (H. C.)'],,Oct. '21,net
5012,"Mason (James)-The Principles of chess: in theory and practice. 5th ed., rev. Cr. 8vo. 7×4, pp. 340, 7s. net FIELD PR., May '21",Mason,James,The Principles of chess: in theory and practice,FIELD PR.,7s.,8vo.,"Mason (James)-The Principles of chess: in theory and practice. 5th ed., rev. Cr. 8vo. 7×4, pp. 340, 7s. net FIELD PR., May '21",James Mason,['Mason (James)'],,May '21,net
5019,"Massy-Beresford (Alice E.)-An Invasion of Fairyland. 4to. pp. 26, bds. 7s. 6d. net E. MATHEWS, Oct. '21",Massy-Beresford,Alice E.,An Invasion of Fairyland,E. MATHEWS,7s. 6d.,4to.,"Massy-Beresford (Alice E.)-An Invasion of Fairyland. 4to. pp. 26, bds. 7s. 6d. net E. MATHEWS, Oct. '21",Alice E. Massy-Beresford,['Massy-Beresford (Alice E.)'],,Oct. '21,net
5021,"Masterman (J. Howard B.)-Aspects of Christian character: a study of the Beatitudes. Intro. by the Lord Bishop of London. Cr. 8vo. 7X5, pp. 124, 3s. 6d. net ..LONGMANS, Jan. '21",Masterman,J. Howard B.,Aspects of Christian character: a study of the Beatitudes,LONGMANS,3s. 6d.,8vo.,"Masterman (J. Howard B.)-Aspects of Christian character: a study of the Beatitudes. Intro. by the Lord Bishop of London. Cr. 8vo. 7X5, pp. 124, 3s. 6d. net ..LONGMANS, Jan. '21",J. Howard B. Masterman,['Masterman (J. Howard B.)'],,Jan. '21,net
5022,"Masters (Edgar Lee)-Domesday book. Ryl. 8vo. 9×6, pp. 396, 20s. net ....E. NASH, May '21",Masters,Edgar Lee,Domesday book,E. NASH,20s.,8vo.,"Masters (Edgar Lee)-Domesday book. Ryl. 8vo. 9×6, pp. 396, 20s. net ....E. NASH, May '21",Edgar Lee Masters,['Masters (Edgar Lee)'],,May '21,net
5023,"Masters (Edgar Lee)-Mitch Miller. Illus. by Joan Sloan. 8vo. 84×51, pp. 266, 8s. 6d. net J. CAPE, May '21",Masters,Edgar Lee,Mitch Miller,J. CAPE,8s. 6d.,8vo.,"Masters (Edgar Lee)-Mitch Miller. Illus. by Joan Sloan. 8vo. 84×51, pp. 266, 8s. 6d. net J. CAPE, May '21",Edgar Lee Masters,['Masters (Edgar Lee)'],,May '21,net
5030,"Matheson (Annie)-Hal's book: for children of all ages; and, Peter's pages, by Mrs. Sydney Frankenburg. Cr. 8vo. 61×5, pp. 93, bds. 2s. 6d. net (Rose and dragon books) CURSITOR PUBG. CO., July '21",Matheson,Annie,"Hal's book: for children of all ages; and, Peter's pages, by Mrs",CURSITOR PUBG. CO.,2s. 6d.,8vo.,"Matheson (Annie)-Hal's book: for children of all ages; and, Peter's pages, by Mrs. Sydney Frankenburg. Cr. 8vo. 61×5, pp. 93, bds. 2s. 6d. net (Rose and dragon books) CURSITOR PUBG. CO., July '21",Annie Matheson,['Matheson (Annie)'],,July '21,net
5031,"Matheson (Annie)-Our hero of the golden heart. With foreword by Arthur Waugh. Cr. 8vo. 7×4, pp. 54, 2s. 6d. net (Rose and dragon books: young citizen ser.) BRITISH PERIODICALS, July '21",Matheson,Annie,Our hero of the golden heart,BRITISH PERIODICALS,2s. 6d.,8vo.,"Matheson (Annie)-Our hero of the golden heart. With foreword by Arthur Waugh. Cr. 8vo. 7×4, pp. 54, 2s. 6d. net (Rose and dragon books: young citizen ser.) BRITISH PERIODICALS, July '21",Annie Matheson,['Matheson (Annie)'],,July '21,net
5032,"Matheson (Annie)—A Plain friend. With a foreword by Lady Betty Balfour. Cr. 8vo. 7×4, pp. 54, 2s. 6d. net (Rose and dragon books: young citizen ser.) BRITISH PERIODICALS, July '21",Matheson,Annie,A Plain friend,BRITISH PERIODICALS,2s. 6d.,8vo.,"Matheson (Annie)—A Plain friend. With a foreword by Lady Betty Balfour. Cr. 8vo. 7×4, pp. 54, 2s. 6d. net (Rose and dragon books: young citizen ser.) BRITISH PERIODICALS, July '21",Annie Matheson,['Matheson (Annie)'],,July '21,net
5033,"Matheson (Darley)-Cattle and sheep. Cr. 8vo. 7×5, pp. 202, 5s. net....PEARSON, Feb. '21",Matheson,Darley,Cattle and sheep,PEARSON,5s.,8vo.,"Matheson (Darley)-Cattle and sheep. Cr. 8vo. 7×5, pp. 202, 5s. net....PEARSON, Feb. '21",Darley Matheson,['Matheson (Darley)'],,Feb. '21,net
5034,"Matheson (Darley)-The Horse in health, accident and disease: a thoroughly practical guide for every horse owner. Illus. Cr. 8vo. 7×5, pp. 235, 5s. net .PEARSON, Jan. '21",Matheson,Darley,"The Horse in health, accident and disease: a thoroughly practical guide for every horse owner",PEARSON,5s.,8vo.,"Matheson (Darley)-The Horse in health, accident and disease: a thoroughly practical guide for every horse owner. Illus. Cr. 8vo. 7×5, pp. 235, 5s. net .PEARSON, Jan. '21",Darley Matheson,['Matheson (Darley)'],,Jan. '21,net
5035,"Matheson (Duncan)-Felicia. Cr. 8vo. 8s. STOCKWELL, Dec. '21",Matheson,Duncan,Felicia,STOCKWELL,8s.,8vo.,"Matheson (Duncan)-Felicia. Cr. 8vo. 8s. STOCKWELL, Dec. '21",Duncan Matheson,['Matheson (Duncan)'],,Dec. '21,
5036,"Matheson (Helen) Social service in Plymouth. 8vo. 2s. 6d. net (Civic Guild of Help, Plymouth) (Plymouth) UNDERHILL, Mar. '21",Matheson,Helen,Social service in Plymouth,UNDERHILL,2s. 6d.,8vo.,"Matheson (Helen) Social service in Plymouth. 8vo. 2s. 6d. net (Civic Guild of Help, Plymouth) (Plymouth) UNDERHILL, Mar. '21",Helen Matheson,['Matheson (Helen)'],,Mar. '21,net
5037,"Mathews (A. P.)-Physiological chemistry. 3rd ed. 8vo. 42s. net ......BAILLIERE, Jan. '21",Mathews,A. P.,Physiological chemistry,BAILLIERE,42s.,8vo.,"Mathews (A. P.)-Physiological chemistry. 3rd ed. 8vo. 42s. net ......BAILLIERE, Jan. '21",A. P. Mathews,['Mathews (A. P.)'],,Jan. '21,net
5038,"Mathews (Basil) ed.-Essays on vocation, By A. Clutton Brock, and others. Second ser. With an intro. Cr. 8vo. 7×5, pp. 76, 3s. 6d. net MILFORD, Apr. '21",Mathews,Basil,"Essays on vocation, By A. Clutton Brock, and others",MILFORD,3s. 6d.,8vo.,"Mathews (Basil) ed.-Essays on vocation, By A. Clutton Brock, and others. Second ser. With an intro. Cr. 8vo. 7×5, pp. 76, 3s. 6d. net MILFORD, Apr. '21",Basil Mathews,['Mathews (Basil)'],ed.,Apr. '21,net
5039,"Mathews (Basil) and Bisseker (Harry)-Fellow- ship in thought and prayer. 3rd ed. Cr. 8vo. 71×4, pp. 117, swd. 2s. 6d. net HODDER & S., July '21",Mathews,Basil,Fellow- ship in thought and prayer,HODDER & S.,2s. 6d.,8vo.,"Mathews (Basil) and Bisseker (Harry)-Fellow- ship in thought and prayer. 3rd ed. Cr. 8vo. 71×4, pp. 117, swd. 2s. 6d. net HODDER & S., July '21",Basil Mathews,"['Mathews (Basil)', 'Bisseker (Harry)']",,July '21,net
5040,"Mathews (Basil) see also Bisseker (H.) and Mathews. Mathews (F. Schuyler)-Book of birds for young people. 8vo. pp. 323, 18s. net PUTNAM, Nov. '21",Mathews,Basil,Book of birds for young people,PUTNAM,18s.,8vo.,"Mathews (Basil) see also Bisseker (H.) and Mathews. Mathews (F. Schuyler)-Book of birds for young people. 8vo. pp. 323, 18s. net PUTNAM, Nov. '21",Basil Mathews,"['Mathews (Basil)', 'Mathews (F. Schuyler)']",,Nov. '21,net
5041,"Mathews (Gregory M.) and Iredale (Tom)- Manual of the birds of Australia. Vol. I. Ryl. 8vo. 63s. net .......WITHERBY, Mar. '21",Mathews,Gregory M.,Manual of the birds of Australia,WITHERBY,63s.,8vo.,"Mathews (Gregory M.) and Iredale (Tom)- Manual of the birds of Australia. Vol. I. Ryl. 8vo. 63s. net .......WITHERBY, Mar. '21",Gregory M. Mathews,"['Mathews (Gregory M.)', 'Iredale (Tom)']",,Mar. '21,net
5046,"Matthews (A. R.)-How to catch coarse fish. Cr. 8vo. 7×4, pp. 32, swd. 1s. net COUNTRY LIFE, July '21",Matthews,A. R.,How to catch coarse fish,COUNTRY LIFE,1s.,8vo.,"Matthews (A. R.)-How to catch coarse fish. Cr. 8vo. 7×4, pp. 32, swd. Is. net COUNTRY LIFE, July '21",A. R. Matthews,['Matthews (A. R.)'],,July '21,net
5047,"Matthews (A. R.)-How to catch pike. Cr. 8vo 71×4, pp. 32, swd. 9d. net COUNTRY LIFE, July '21",Matthews,A. R.,How to catch pike,COUNTRY LIFE,9d.,8vo,"Matthews (A. R.)-How to catch pike. Cr. 8vo 71×4, pp. 32, swd. 9d. net COUNTRY LIFE, July '21",A. R. Matthews,['Matthews (A. R.)'],,July '21,net
5048,"Matthews (Brander)-Englishing of French words : [And] the dialectal words in Blunden's Poems, &c., by Robert Bridges. (S. P. E. Tract No. 5.) 8vo. swd. 2s. 6d. net...... .MILFORD, June '21",Matthews,Brander,"Englishing of French words : [And] the dialectal words in Blunden's Poems, &c",MILFORD,2s. 6d.,8vo.,"Matthews (Brander)-Englishing of French words : [And] the dialectal words in Blunden's Poems, &c., by Robert Bridges. (S. P. E. Tract No. 5.) 8vo. swd. 2s. 6d. net...... .MILFORD, June '21",Brander Matthews,['Matthews (Brander)'],,June '21,net
5050,"Matthews (E. Channing)-Jesus College, Cam- bridge, in black-and-white. Illus. 8vo. 4s. 6d. net (43, Sidney St., Cambridge) W. P. SPALDING, Jan. '21",Matthews,E. Channing,"Jesus College, Cam- bridge, in black-and-white",W. P. SPALDING,4s. 6d.,8vo.,"Matthews (E. Channing)-Jesus College, Cam- bridge, in black-and-white. Illus. 8vo. 4s. 6d. net (43, Sidney St., Cambridge) W. P. SPALDING, Jan. '21",E. Channing Matthews,['Matthews (E. Channing)'],,Jan. '21,net
5053,"Matthews (Philip W.)-The Bankers' Clearing House: what it is and what it does. Pref. by Robert Holland-Martin. 8vo. 8×51, pp. 175, 7s. 6d. net (Bankers' library) PITMAN, Feb. '21",Matthews,Philip W.,The Bankers' Clearing House: what it is and what it does,PITMAN,7s. 6d.,8vo.,"Matthews (Philip W.)-The Bankers' Clearing House: what it is and what it does. Pref. by Robert Holland-Martin. 8vo. 8×51, pp. 175, 7s. 6d. net (Bankers' library) PITMAN, Feb. '21",Philip W. Matthews,['Matthews (Philip W.)'],,Feb. '21,net
5054,"Matthews (W. R.)-Studies in Christian philo- sophy. Being the Boyle Lectures, 1920. 8vo. 9 × 5, pp. 228, 12s. net ..MACMILLAN, June '21",Matthews,W. R.,Studies in Christian philo- sophy,MACMILLAN,12s.,8vo.,"Matthews (W. R.)-Studies in Christian philo- sophy. Being the Boyle Lectures, 1920. 8vo. 9 × 5, pp. 228, 12s. net ..MACMILLAN, June '21",W. R. Matthews,['Matthews (W. R.)'],,June '21,net
5055,"Matz (B. W.)-The Inns and taverns of Pick- wick with some observations on their other associations. Illus. 8vo. 81× 51, pp. 263, 10s. 6d. net..... .C. PALMER, Nov. '21",Matz,B. W.,The Inns and taverns of Pick- wick with some observations on their other associations,C. PALMER,10s. 6d.,8vo.,"Matz (B. W.)-The Inns and taverns of Pick- wick with some observations on their other associations. Illus. 8vo. 81× 51, pp. 263, 10s. 6d. net..... .C. PALMER, Nov. '21",B. W. Matz,['Matz (B. W.)'],,Nov. '21,net
5056,"Maublanc (Dr.) and Ratié (Dr.)—The Medical examination of airmen: the examination of members of the air service and its recruits. Trans. by Norman Ball. 7×5, pp. 95, 5s. net BALE, Dec. '20 Maugham (W. Somerset)-The Circle: a comedy in three acts. Cr. 8vo. 7×5, pp. 103, 3s. 6d. net; swd. 2s. 6d. net HEINEMANN, Mar. '21",Maublanc,Dr.,The Medical examination of airmen: the examination of members of the air service and its recruits,HEINEMANN,2s. 6d.,8vo.,"Maublanc (Dr.) and Ratié (Dr.)—The Medical examination of airmen: the examination of members of the air service and its recruits. Trans. by Norman Ball. 7×5, pp. 95, 5s. net BALE, Dec. '20 Maugham (W. Somerset)-The Circle: a comedy in three acts. Cr. 8vo. 7×5, pp. 103, 3s. 6d. net; swd. 2s. 6d. net HEINEMANN, Mar. '21",Dr. Maublanc,"['Maublanc (Dr.)', 'Ratié (Dr.)']",,Mar. '21,net
5057,"Maugham (W. Somerset)-The Moon and six- pence: a novel. New ed. Cr. 8vo. 7×5, pp. 263, 5s. net (Acme lib.) ..HEINEMANN, Apr. '21",Maugham,W. Somerset,The Moon and six- pence: a novel,HEINEMANN,5s.,8vo.,"Maugham (W. Somerset)-The Moon and six- pence: a novel. New ed. Cr. 8vo. 7×5, pp. 263, 5s. net (Acme lib.) ..HEINEMANN, Apr. '21",W. Somerset Maugham,['Maugham (W. Somerset)'],,Apr. '21,net
5058,"Maugham (W. Somerset)-The Trembling of a leaf little stories of the South Sea 1slands. Cr. 8vo. 7×5, pp. 302, 7s. 6d. net HEINEMANN, Oct. '21",Maugham,W. Somerset,The Trembling of a leaf little stories of the South Sea,HEINEMANN,7s. 6d.,8vo.,"Maugham (W. Somerset)-The Trembling of a leaf little stories of the South Sea Islands. Cr. 8vo. 7×5, pp. 302, 7s. 6d. net HEINEMANN, Oct. '21",W. Somerset Maugham,['Maugham (W. Somerset)'],,Oct. '21,net
5059,"Maughan (H. Hamilton)-Some Brighton churches. Cr. 8vo. 7×5, pp. 107, 3s. 6d. net FAITH PR., Dec. '21",Maughan,H. Hamilton,Some Brighton churches,FAITH PR.,3s. 6d.,8vo.,"Maughan (H. Hamilton)-Some Brighton churches. Cr. 8vo. 7×5, pp. 107, 3s. 6d. net FAITH PR., Dec. '21",H. Hamilton Maughan,['Maughan (H. Hamilton)'],,Dec. '21,net
5060,"Mauro (Philip)-The World and its God. 18mo. 6×4, pp. 128, 3s.net PICKERING & I., Apr.'21",Mauro,Philip,The World and its God,PICKERING & I.,3s.,18mo.,"Mauro (Philip)-The World and its God. 18mo. 6×4, pp. 128, 3s.net PICKERING & I., Apr.'21",Philip Mauro,['Mauro (Philip)'],,Apr.'21,net
5061,"Maurois (André)-General Bramble. Trans. from the French by Jules Castier and Ronald Boswell. Cr. 8vo. 7×51, pp. 195, 6s. net..LANE, Sep. '21",Maurois,André,General Bramble,LANE,6s.,8vo.,"Maurois (André)-General Bramble. Trans. from the French by Jules Castier and Ronald Boswell. Cr. 8vo. 7×51, pp. 195, 6s. net..LANE, Sep. '21",André Maurois,['Maurois (André)'],,Sep. '21,net
5063,"Maxted (Edward B.)-Ammonia and the nitrites. Cr. 8vo. 7s. 6d. net ....CHURCHILL, Mar. '21",Maxted,Edward B.,Ammonia and the nitrites,CHURCHILL,7s. 6d.,8vo.,"Maxted (Edward B.)-Ammonia and the nitrites. Cr. 8vo. 7s. 6d. net ....CHURCHILL, Mar. '21",Edward B. Maxted,['Maxted (Edward B.)'],,Mar. '21,net
5065,"Maxwell (Donald)-A Painter in Palestine: an impromptu pilgrimage through the Holy Land with Bible and sketch book. Foreword by the Dean of Rochester. Cr. 8vo. 7×5, pp. 164, 6s. 6d. net.... .LANE, May '21",Maxwell,Donald,A Painter in Palestine: an impromptu pilgrimage through the Holy Land with Bible and sketch book,LANE,6s. 6d.,8vo.,"Maxwell (Donald)-A Painter in Palestine: an impromptu pilgrimage through the Holy Land with Bible and sketch book. Foreword by the Dean of Rochester. Cr. 8vo. 7×5, pp. 164, 6s. 6d. net.... .LANE, May '21",Donald Maxwell,['Maxwell (Donald)'],,May '21,net
5066,"Maxwell (Donald)-Unknown Kent: a series of unmethodical explorations of the county. Illus. in line and col. by the author. 8vo. 8×7, pp. 225, 12s. 6d. net ........LANE, Nov. '21",Maxwell,Donald,Unknown Kent: a series of unmethodical explorations of the county,LANE,12s. 6d.,8vo.,"Maxwell (Donald)-Unknown Kent: a series of unmethodical explorations of the county. Illus. in line and col. by the author. 8vo. 8×7, pp. 225, 12s. 6d. net ........LANE, Nov. '21",Donald Maxwell,['Maxwell (Donald)'],,Nov. '21,net
5067,"Maxwell (F. W., Capt.)-Maxwell's Trigonometry for the Local Marine Board examinations. 4th ed. 8vo. 81×51, pp. 88, swd. 2s. 6d. net J. BROWN, Jan. '21",Maxwell,"F. W., Capt.",Maxwell's Trigonometry for the Local Marine Board examinations,J. BROWN,2s. 6d.,8vo.,"Maxwell (F. W., Capt.)-Maxwell's Trigonometry for the Local Marine Board examinations. 4th ed. 8vo. 81×51, pp. 88, swd. 2s. 6d. net J. BROWN, Jan. '21","F. W., Capt. Maxwell","['Maxwell (F. W., Capt.)']",,Jan. '21,net
5068,"Maxwell (Frank, Gen.)-A Memoir and some letters. Ed. by his wife. Illus. 8vo. 8×51, pp. 239, 12s. net.. .MURRAY, June '21",Maxwell,"Frank, Gen.",A Memoir and some letters,MURRAY,12s.,8vo.,"Maxwell (Frank, Gen.)-A Memoir and some letters. Ed. by his wife. Illus. 8vo. 8×51, pp. 239, 12s. net.. .MURRAY, June '21","Frank, Gen. Maxwell","['Maxwell (Frank, Gen.)']",,June '21,net
5069,"Maxwell (W. B.)-A Little more: a morality. Cr. 8vo. 7×5, pp. 288, 8s. 6d. net HUTCHINSON, Sep. '21",Maxwell,W. B.,A Little more: a morality,HUTCHINSON,8s. 6d.,8vo.,"Maxwell (W. B.)-A Little more: a morality. Cr. 8vo. 7×5, pp. 288, 8s. 6d. net HUTCHINSON, Sep. '21",W. B. Maxwell,['Maxwell (W. B.)'],,Sep. '21,net
5070,"Maxwell (W. B.)—A Man and his lesson. Ch. ed. Cr. 8vo. 7×5, pp. 256, 3s. 6d. net HUTCHINSON, Mar. '21",Maxwell,W. B.,A Man and his lesson,HUTCHINSON,3s. 6d.,8vo.,"Maxwell (W. B.)—A Man and his lesson. Ch. ed. Cr. 8vo. 7×5, pp. 256, 3s. 6d. net HUTCHINSON, Mar. '21",W. B. Maxwell,['Maxwell (W. B.)'],,Mar. '21,net
5071,"May (Percy)-The Chemistry of synthetic drugs 3rd ed., rev. 8vo. 8×51, pp. 263, 12s. 6d. net LONGMANS, Mar. '21",May,Percy,The Chemistry of synthetic drugs,LONGMANS,12s. 6d.,8vo.,"May (Percy)-The Chemistry of synthetic drugs 3rd ed., rev. 8vo. 8×51, pp. 263, 12s. 6d. net LONGMANS, Mar. '21",Percy May,['May (Percy)'],,Mar. '21,net
5072,"Mayall (G.)-Pigs, pigsties, and pork. 2nd ed., rev. and enl. Cr. 8vo. 7×5, pp. 236, 7s. 6d. net BAILLIERE, Apr. '21",Mayall,G.,"Pigs, pigsties, and pork",BAILLIERE,7s. 6d.,8vo.,"Mayall (G.)-Pigs, pigsties, and pork. 2nd ed., rev. and enl. Cr. 8vo. 7×5, pp. 236, 7s. 6d. net BAILLIERE, Apr. '21",G. Mayall,['Mayall (G.)'],,Apr. '21,net
5073,"Maynard (F. P.)-Manual of ophthalmic opera- tions. 2nd ed. Illus. Ryl. 8vo. 10X61, pp. 267, 21s. net. ..LIVINGSTONE, Apr. '21",Maynard,F. P.,Manual of ophthalmic opera- tions,LIVINGSTONE,21s.,8vo.,"Maynard (F. P.)-Manual of ophthalmic opera- tions. 2nd ed. Illus. Ryl. 8vo. 10X61, pp. 267, 21s. net. ..LIVINGSTONE, Apr. '21",F. P. Maynard,['Maynard (F. P.)'],,Apr. '21,net
5074,"Maynard (F. P.)-Manual of ophthalmic practice. Illus. Ryl. 8vo. 10 × 6, pp. 337, 25s. net LIVINGSTONE, Apr. '21",Maynard,F. P.,Manual of ophthalmic practice,LIVINGSTONE,25s.,8vo.,"Maynard (F. P.)-Manual of ophthalmic practice. Illus. Ryl. 8vo. 10 × 6, pp. 337, 25s. net LIVINGSTONE, Apr. '21",F. P. Maynard,['Maynard (F. P.)'],,Apr. '21,net
5076,"Maynard-Cash (Lily)-Mosses of the twentieth century [verse]. 7×44, pp. 31, 1s. net (12, Westbourne St., Hove) AUTHOR, Dec. '20 Mayo (Lawrence Shaw) John Wentworth, Governor of New Hampshire, 1767-177s. Ryl. 8vo. pp. 208, clo. back 21s. net MILFORD, Dec. '21",Maynard-Cash,Lily,Mosses of the twentieth century [verse],MILFORD,21s.,8vo.,"Maynard-Cash (Lily)-Mosses of the twentieth century [verse]. 7×44, pp. 31, Is. net (12, Westbourne St., Hove) AUTHOR, Dec. '20 Mayo (Lawrence Shaw) John Wentworth, Governor of New Hampshire, 1767-1775. Ryl. 8vo. pp. 208, clo. back 21s. net MILFORD, Dec. '21",Lily Maynard-Cash,['Maynard-Cash (Lily)'],,Dec. '21,net
5078,"Meade (Alwyne)-Modern gasworks practice. 2nd ed., rewritten and enl. Ryl. 8vo. 9×7, pp. 826, 55s. net... ....BENN BROS., Nov. '21",Meade,Alwyne,Modern gasworks practice,BENN BROS.,55s.,8vo.,"Meade (Alwyne)-Modern gasworks practice. 2nd ed., rewritten and enl. Ryl. 8vo. 9×7, pp. 826, 55s. net... ....BENN BROS., Nov. '21",Alwyne Meade,['Meade (Alwyne)'],,Nov. '21,net
5079,"Meade (L. T.)-Betty Vivian: a story of Haddo Court School. Illus. by A. S. Boyd. Cr. 8vo. 71× 1, pp. 394, 4s. net CHAMBERS, Sep. '21",Meade,L. T.,Betty Vivian: a story of Haddo Court School,CHAMBERS,4s.,8vo.,"Meade (L. T.)-Betty Vivian: a story of Haddo Court School. Illus. by A. S. Boyd. Cr. 8vo. 71× 1, pp. 394, 4s. net CHAMBERS, Sep. '21",L. T. Meade,['Meade (L. T.)'],,Sep. '21,net
5080,"Meade (L. T.)-A Bevy of girls. Illus. by Lewis Baumer. Cr. 8vo. 7×5, pp. 427, 5s. net CHAMBERS, Sep. '21",Meade,L. T.,A Bevy of girls,CHAMBERS,5s.,8vo.,"Meade (L. T.)-A Bevy of girls. Illus. by Lewis Baumer. Cr. 8vo. 7×5, pp. 427, 5s. net CHAMBERS, Sep. '21",L. T. Meade,['Meade (L. T.)'],,Sep. '21,net
5081,"Meade (L. T.)-Daughters of to-day. 18mo. 6×4, pp. 300, 2s. net (Girl's pocket lib.) MILFORD, Oct. '21",Meade,L. T.,Daughters of to-day,MILFORD,2s.,18mo.,"Meade (L. T.)-Daughters of to-day. 18mo. 6×4, pp. 300, 2s. net (Girl's pocket lib.) MILFORD, Oct. '21",L. T. Meade,['Meade (L. T.)'],,Oct. '21,net
