,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
3999,"Marshall (A.)-Peter Binney, Undergraduate. 4th edit. Cr. 8vo. 74 × 43, pp. 364, 2s. 6d. net A. RIVERS, May 05",Marshall,A.,"Peter Binney, Undergraduate",A. RIVERS,2s. 6d.,8vo.,"Marshall (A.)-Peter Binney, Undergraduate. 4th edit. Cr. 8vo. 74 × 43, pp. 364, 2s. 6d. net A. RIVERS, May 05",A. Marshall,['Marshall (A.)'],,May 05,net
4001,"Marshall (C. R.)-Text Book of Materia Medica. For Students of Medicine. 8vo. 9 × 5, pp. 648, 10s. 6d. net .CHURCHILL, Oct. 05",Marshall,C. R.,Text Book of Materia Medica,CHURCHILL,10s. 6d.,8vo.,"Marshall (C. R.)-Text Book of Materia Medica. For Students of Medicine. 8vo. 9 × 5, pp. 648, 10s. 6d. net .CHURCHILL, Oct. 05",C. R. Marshall,['Marshall (C. R.)'],,Oct. 05,net
4002,"Marshall (E.)-The Middle Wall. Novel. Cr. 8vo. 74 × 44, pp. 470, 6s......HUTCHINSON, Mar. 05",Marshall,E.,The Middle Wall,HUTCHINSON,6s.,8vo.,"Marshall (E.)-The Middle Wall. Novel. Cr. 8vo. 74 × 44, pp. 470, 6s......HUTCHINSON, Mar. 05",E. Marshall,['Marshall (E.)'],,Mar. 05,
4003,"Marshall (Emma)-Brook Silvertone and The Lost Lilies. 4th edit. Cr. 8vo. 7 × 43, pp. 204, 18. 6d.............. ...SEELEY, Nov. 05",Marshall,Emma,Brook Silvertone and The Lost Lilies,SEELEY,6d.,8vo.,"Marshall (Emma)-Brook Silvertone and The Lost Lilies. 4th edit. Cr. 8vo. 7 × 43, pp. 204, 18. 6d.............. ...SEELEY, Nov. 05",Emma Marshall,['Marshall (Emma)'],,Nov. 05,
4005,"Marshall (Emma)-Mistress Matchett's Mistake. 6th edit. Cr. 8vo. 1s. 6d. .........NISBET, May 05",Marshall,Emma,Mistress Matchett's Mistake,NISBET,1s. 6d.,8vo.,"Marshall (Emma)-Mistress Matchett's Mistake. 6th edit. Cr. 8vo. 1s. 6d. .........NISBET, May 05",Emma Marshall,['Marshall (Emma)'],,May 05,
4006,"Marshall (Emma)-Penshurst Castle. 8vo. sd. 6d. SEELEY, Mar. 05",Marshall,Emma,Penshurst Castle,SEELEY,6d.,8vo.,"Marshall (Emma)-Penshurst Castle. 8vo. sd. 6d. SEELEY, Mar. 05",Emma Marshall,['Marshall (Emma)'],,Mar. 05,
4007,"Marshall (Emma)-Rex and Regina. Song of the River. New edit. cr. 8vo. 7 × 4, pp. 352, 1s. 6d......... ........NISBET, May 05",Marshall,Emma,Rex and Regina,NISBET,1s. 6d.,8vo.,"Marshall (Emma)-Rex and Regina. Song of the River. New edit. cr. 8vo. 7 × 4, pp. 352, 1s. 6d......... ........NISBET, May 05",Emma Marshall,['Marshall (Emma)'],,May 05,
4008,"Marshall (Emma)-Roses of Ringwood. New edit. Cr. 8vo. 1s. 6d. ...... ...............NISBET, May 06 Marshall (Emma)-Winchester Meads. 8vo. swd. 6d..... ...SEELEY, Mar. 05",Marshall,Emma,Roses of Ringwood,SEELEY,6d.,8vo.,"Marshall (Emma)-Roses of Ringwood. New edit. Cr. 8vo. 1s. 6d. ...... ...............NISBET, May 06 Marshall (Emma)-Winchester Meads. 8vo. swd. 6d..... ...SEELEY, Mar. 05",Emma Marshall,['Marshall (Emma)'],,Mar. 05,
4009,"Marshall (F.) - Prayer Book: Morning and Evening Prayer, Litany, Catechism. Text and Notes, with Historical Intro. Cr. 8vo. 1s. (Oxford and Cambridge Series) .........G. GILL, Feb. 05",Marshall,F.,"Prayer Book: Morning and Evening Prayer, Litany, Catechism",G. GILL,1s.,8vo.,"Marshall (F.) - Prayer Book: Morning and Evening Prayer, Litany, Catechism. Text and Notes, with Historical Intro. Cr. 8vo. 1s. (Oxford and Cambridge Series) .........G. GILL, Feb. 05",F. Marshall,['Marshall (F.)'],,Feb. 05,
4011,"Marshall (H. E.)-Our 1sland Story. Child's History of England. Pictures by A. S. Forrest. Roy. 8vo. 9 x 64, pp. 540, 7s. 6d. net ....... JACK, Nov. 05",Marshall,H. E.,Our,JACK,7s. 6d.,8vo.,"Marshall (H. E.)-Our Island Story. Child's History of England. Pictures by A. S. Forrest. Roy. 8vo. 9 x 64, pp. 540, 7s. 6d. net ....... JACK, Nov. 05",H. E. Marshall,['Marshall (H. E.)'],,Nov. 05,net
4012,"Marshall (H. E.)-Stories of Robin Hood told to the Children. Pictures by A. S. Forrest. 16mo. 6 x 4, pp. 130, 1s. net; gilt, 1s. 6d. net (Told to the Children Series)..................JACK, June 05",Marshall,H. E.,Stories of Robin Hood told to the Children,JACK,1s. 6d.,16mo.,"Marshall (H. E.)-Stories of Robin Hood told to the Children. Pictures by A. S. Forrest. 16mo. 6 x 4, pp. 130, 1s. net; gilt, 1s. 6d. net (Told to the Children Series)..................JACK, June 05",H. E. Marshall,['Marshall (H. E.)'],,June 05,net
4013,"Marshall (J. T.)-Job and his Comforters. Studies in Theology of Book of Job. Cr. 8vo. 71 × 43, pp. 170, 2s. 6d. net...............J. CLARKE, July 05",Marshall,J. T.,Job and his Comforters,J. CLARKE,2s. 6d.,8vo.,"Marshall (J. T.)-Job and his Comforters. Studies in Theology of Book of Job. Cr. 8vo. 71 × 43, pp. 170, 2s. 6d. net...............J. CLARKE, July 05",J. T. Marshall,['Marshall (J. T.)'],,July 05,net
4014,"Marshall (P.)-Beginner's Guide to the Lathe. Cr. 8vo. swd. 6d. net.........P. MARSHALL, Jan. 05",Marshall,P.,Beginner's Guide to the Lathe,P. MARSHALL,6d.,8vo.,"Marshall (P.)-Beginner's Guide to the Lathe. Cr. 8vo. swd. 6d. net.........P. MARSHALL, Jan. 05",P. Marshall,['Marshall (P.)'],,Jan. 05,net
4015,"Marshall (P.)-Model Sailing Yachts. How to build, rig, and sail them. Practical handbook for model yachtsmen. Illus. Cr. 8vo. 74 × 5, pp. 144, bds. 1s. net.... ...P. MARSHALL, May 05",Marshall,P.,Model Sailing Yachts,P. MARSHALL,1s.,8vo.,"Marshall (P.)-Model Sailing Yachts. How to build, rig, and sail them. Practical handbook for model yachtsmen. Illus. Cr. 8vo. 74 × 5, pp. 144, bds. 1s. net.... ...P. MARSHALL, May 05",P. Marshall,['Marshall (P.)'],,May 05,net
4018,"Martin (G.)-Researches on the Affinities of the Elements, &c. Roy. 8vo. 16s. net CHURCHILL, Sep. 05",Martin,G.,"Researches on the Affinities of the Elements, &c",CHURCHILL,16s.,8vo.,"Martin (G.)-Researches on the Affinities of the Elements, &c. Roy. 8vo. 16s. net CHURCHILL, Sep. 05",G. Martin,['Martin (G.)'],,Sep. 05,net
4019,"Martin (Georgie)-Oak Farm. Novel. Cr. 8vo. 74 × 47, pp. 200, 2s. 6d. ...SONNENSCHEIN, Sep. 05",Martin,Georgie,Oak Farm,SONNENSCHEIN,2s. 6d.,8vo.,"Martin (Georgie)-Oak Farm. Novel. Cr. 8vo. 74 × 47, pp. 200, 2s. 6d. ...SONNENSCHEIN, Sep. 05",Georgie Martin,['Martin (Georgie)'],,Sep. 05,
4020,"Martin (G. C.)-Foreign Missions. 12mo. 7 × 43, pp. 176, 1s. 6d. (Eras of Nonconformity) T. LAW, Apr. 05",Martin,G. C.,Foreign Missions,T. LAW,1s. 6d.,12mo.,"Martin (G. C.)-Foreign Missions. 12mo. 7 × 43, pp. 176, 1s. 6d. (Eras of Nonconformity) T. LAW, Apr. 05",G. C. Martin,['Martin (G. C.)'],,Apr. 05,
4021,"Martin (G. H.)-Three Years' Course of Practical Chemistry. First and Second Year. Cr. 8vo. swd. ea. 1s. 6d. RIVINGTONS, Oct. 05",Martin,G. H.,Three Years' Course of Practical Chemistry,RIVINGTONS,1s. 6d.,8vo.,"Martin (G. H.)-Three Years' Course of Practical Chemistry. First and Second Year. Cr. 8vo. swd. ea. 1s. 6d. RIVINGTONS, Oct. 05",G. H. Martin,['Martin (G. H.)'],,Oct. 05,
4022,"Martin (H.)-Horse that Jack Bought. Pictures by Cecil Aldin. Obl. 4to. swd. 1s. F. FRITH, Apr. 05",Martin,H.,Horse that Jack Bought,F. FRITH,1s.,4to.,"Martin (H.)-Horse that Jack Bought. Pictures by Cecil Aldin. Obl. 4to. swd. 1s. F. FRITH, Apr. 05",H. Martin,['Martin (H.)'],,Apr. 05,
4025,"Martin (W.)-English Patent System. 12mo. 6 × 3, pp. 138, 1s. net (Temple Cyclopædic Primers) ....DENT, Feb. 05",Martin,W.,English Patent System,DENT,1s.,12mo.,"Martin (W.)-English Patent System. 12mo. 6 × 3, pp. 138, 1s. net (Temple Cyclopædic Primers) ....DENT, Feb. 05",W. Martin,['Martin (W.)'],,Feb. 05,net
4027,"Martineau (Harriet)-The Billow and the Rock. Tale. New ed. Cr. 8vo. 7 × 43, pp. 254, 18. 6d. ROUTLEDGE, Oct. 05",Martineau,Harriet,The Billow and the Rock,ROUTLEDGE,6d.,8vo.,"Martineau (Harriet)-The Billow and the Rock. Tale. New ed. Cr. 8vo. 7 × 43, pp. 254, 18. 6d. ROUTLEDGE, Oct. 05",Harriet Martineau,['Martineau (Harriet)'],,Oct. 05,
4028,"Martineau (J.)-National Duties, and other Sermons and Addresses. Cr. 8vo. 7 × 5, pp. 472, 3s. net ..LONGMANS, Jan. 05",Martineau,J.,"National Duties, and other Sermons and Addresses",LONGMANS,3s.,8vo.,"Martineau (J.)-National Duties, and other Sermons and Addresses. Cr. 8vo. 7 × 5, pp. 472, 3s. net ..LONGMANS, Jan. 05",J. Martineau,['Martineau (J.)'],,Jan. 05,net
4029,"Martineau (J.)-Seat of Authority in Religion. 5th edit. Cr. 8vo. 8 × 5, pp. 754, 7s. 6d. LONGMANS, Apr. 05",Martineau,J.,Seat of Authority in Religion,LONGMANS,7s. 6d.,8vo.,"Martineau (J.)-Seat of Authority in Religion. 5th edit. Cr. 8vo. 8 × 5, pp. 754, 7s. 6d. LONGMANS, Apr. 05",J. Martineau,['Martineau (J.)'],,Apr. 05,
4032,"Masefield (J.)-Sea Life in Nelson's Time. Illus. Cr. 8vo. 7 × 5, pp. 288, 3s. 6d. net METHUEN, Sep. 05",Masefield,J.,Sea Life in Nelson's Time,METHUEN,3s. 6d.,8vo.,"Masefield (J.)-Sea Life in Nelson's Time. Illus. Cr. 8vo. 7 × 5, pp. 288, 3s. 6d. net METHUEN, Sep. 05",J. Masefield,['Masefield (J.)'],,Sep. 05,net
4034,"Mason (A J.)-Historic Martyrs of Primitive Church. 8vo. 9 × 54, pp. 434, 10s. 6d. net LONGMANS, Mar. 05",Mason,A J.,Historic Martyrs of Primitive Church,LONGMANS,10s. 6d.,8vo.,"Mason (A J.)-Historic Martyrs of Primitive Church. 8vo. 9 × 54, pp. 434, 10s. 6d. net LONGMANS, Mar. 05",A J. Mason,['Mason (A J.)'],,Mar. 05,net
4035,"Mason (C. A.)—Lux Christi. Cr. 8vo. swd. 18. 6d. ..MACMILLAN, Sep. 05",Mason,C. A.,Lux Christi,MACMILLAN,6d.,8vo.,"Mason (C. A.)—Lux Christi. Cr. 8vo. swd. 18. 6d. ..MACMILLAN, Sep. 05",C. A. Mason,['Mason (C. A.)'],,Sep. 05,
4036,"Mason (Caroline Atwater)-Waxwing. Cr. 8vo. pp. 48, bds. 1s. net..................REVELL, Nov. 05",Mason,Caroline Atwater,Waxwing,REVELL,1s.,8vo.,"Mason (Caroline Atwater)-Waxwing. Cr. 8vo. pp. 48, bds. 1s. net..................REVELL, Nov. 05",Caroline Atwater Mason,['Mason (Caroline Atwater)'],,Nov. 05,net
4037,"Mason (Charlotte M.)-Home Education. 4th edit. rev. enl. Cr. 8vo, 74 × 41. pp. 458, 3s. 6d. net (Home Education Series) K. PAUL, Mar. 05",Mason,Charlotte M.,Home Education,K. PAUL,3s. 6d.,"8vo,","Mason (Charlotte M.)-Home Education. 4th edit. rev. enl. Cr. 8vo, 74 × 41. pp. 458, 3s. 6d. net (Home Education Series) K. PAUL, Mar. 05",Charlotte M. Mason,['Mason (Charlotte M.)'],,Mar. 05,net
4038,"Mason (Charlotte M.)-Ourselves. Cr. 8vo. 7 × 43, pp. 296, 8s. 6d. net (Home Education Series) K. PAUL, June 05",Mason,Charlotte M.,Ourselves,K. PAUL,8s. 6d.,8vo.,"Mason (Charlotte M.)-Ourselves. Cr. 8vo. 7 × 43, pp. 296, 8s. 6d. net (Home Education Series) K. PAUL, June 05",Charlotte M. Mason,['Mason (Charlotte M.)'],,June 05,net
4039,"Mason (Charlotte M.)-School Education. Cr. 8vo. 7 x 4, pp. 398, 3s. 6d. net (Home Educa- tion' Series) .K. PAUL, Jan. 05",Mason,Charlotte M.,School Education,K. PAUL,3s. 6d.,8vo.,"Mason (Charlotte M.)-School Education. Cr. 8vo. 7 x 4, pp. 398, 3s. 6d. net (Home Educa- tion' Series) .K. PAUL, Jan. 05",Charlotte M. Mason,['Mason (Charlotte M.)'],,Jan. 05,net
4040,"Mason (D. G.)-Beethoven and his Forerunners. Cr. 8vo. 7 × 54, pp. 360, 8s. 6d. net MACMILLAN, Jan. 05",Mason,D. G.,Beethoven and his Forerunners,MACMILLAN,8s. 6d.,8vo.,"Mason (D. G.)-Beethoven and his Forerunners. Cr. 8vo. 7 × 54, pp. 360, 8s. 6d. net MACMILLAN, Jan. 05",D. G. Mason,['Mason (D. G.)'],,Jan. 05,net
4041,"Marvin (F. R.)-Companionship of Books; other Papers. Cr. 8vo. 73 x 54, pp. 334, 6s. PUTNAM, Nov. 05",Marvin,F. R.,Companionship of Books; other Papers,PUTNAM,6s.,8vo.,"Marvin (F. R.)-Companionship of Books; other Papers. Cr. 8vo. 73 x 54, pp. 334, 6s. PUTNAM, Nov. 05",F. R. Marvin,['Marvin (F. R.)'],,Nov. 05,
4042,"Marvin (F. S.) &c.-Adventures of Odysseus, Retold in English. 16mo. 63 × 41, pp. 124, 1s. net (Temple Eng. Lit. Series for Schools) DENT, Mar. 05",Marvin,F. S.,"Adventures of Odysseus, Retold in English",DENT,1s.,16mo.,"Marvin (F. S.) &c.-Adventures of Odysseus, Retold in English. 16mo. 63 × 41, pp. 124, 1s. net (Temple Eng. Lit. Series for Schools) DENT, Mar. 05",F. S. Marvin,['Marvin (F. S.)'],,Mar. 05,net
4044,"Mary (Our Lady St.)-Miracles of. Brought out of divers tongues and newly set forth in English by Evelyn Underhill. 8vo. 83 × 53, pp. 336, 7s. 6d. ........HEINEMANN, Oct. 05",Mary,Our Lady St.,Miracles of,HEINEMANN,7s. 6d.,8vo.,"Mary (Our Lady St.)-Miracles of. Brought out of divers tongues and newly set forth in English by Evelyn Underhill. 8vo. 83 × 53, pp. 336, 7s. 6d. ........HEINEMANN, Oct. 05",Our Lady St. Mary,['Mary (Our Lady St.)'],,Oct. 05,
4045,"Masterman (C. F. G.)-In Peril of Change. Essays written in Time of Tranquillity. Cr. 8vo. 8x5, pp. 348, 6s. ..UNWIN, May 05",Masterman,C. F. G.,In Peril of Change,UNWIN,6s.,8vo.,"Masterman (C. F. G.)-In Peril of Change. Essays written in Time of Tranquillity. Cr. 8vo. 8x5, pp. 348, 6s. ..UNWIN, May 05",C. F. G. Masterman,['Masterman (C. F. G.)'],,May 05,
4046,"Matarazzo (Francesco)-Chronicles of the City of Perugia, 1492-1503. Transl. by Edward Strachan Morgan. Cr. 8vo. 74 × 5, pp. 304, 38. 6d. net .DENT, May 05",Matarazzo,Francesco,Chronicles of the City of Perugia,DENT,6d.,8vo.,"Matarazzo (Francesco)-Chronicles of the City of Perugia, 1492-1503. Transl. by Edward Strachan Morgan. Cr. 8vo. 74 × 5, pp. 304, 38. 6d. net .DENT, May 05",Francesco Matarazzo,['Matarazzo (Francesco)'],,May 05,net
4047,"Matcham (Mary Eyre) - A Forgotten John Russell. Letters to a Man of Business, 1724– 1751. 8vo. 9 × 54, pp. 348, 12s. 6d. net E. ARNOLD, Oct. 05",Matcham,Mary Eyre,A Forgotten John Russell,E. ARNOLD,12s. 6d.,8vo.,"Matcham (Mary Eyre) - A Forgotten John Russell. Letters to a Man of Business, 1724– 1751. 8vo. 9 × 54, pp. 348, 12s. 6d. net E. ARNOLD, Oct. 05",Mary Eyre Matcham,['Matcham (Mary Eyre)'],,Oct. 05,net
4049,"Mathers (Helen)- Cherry Ripe' Romance. New edit. Cr. 8vo. 7 x 44, pp. 486, 2s. 6d. JARROLD, Jan. 05",Mathers,Helen,Cherry Ripe' Romance,JARROLD,2s. 6d.,8vo.,"Mathers (Helen)- Cherry Ripe' Romance. New edit. Cr. 8vo. 7 x 44, pp. 486, 2s. 6d. JARROLD, Jan. 05",Helen Mathers,['Mathers (Helen)'],,Jan. 05,
4050,"Mathers (Helen)-Griff of Griffithscourt. 8vo. swd. 6d...... ...METHUEN, Apr. 05",Mathers,Helen,Griff of Griffithscourt,METHUEN,6d.,8vo.,"Mathers (Helen)-Griff of Griffithscourt. 8vo. swd. 6d...... ...METHUEN, Apr. 05",Helen Mathers,['Mathers (Helen)'],,Apr. 05,
4051,"Mathers (Helen)-The Ferryman. Novel. Cr. 8vo. 74 × 5, pp. 318, 6s.......... METHUEN, Aug. 05",Mathers,Helen,The Ferryman,METHUEN,6s.,8vo.,"Mathers (Helen)-The Ferryman. Novel. Cr. 8vo. 74 × 5, pp. 318, 6s.......... METHUEN, Aug. 05",Helen Mathers,['Mathers (Helen)'],,Aug. 05,
4052,"Mathews (Julia A.)-Bessy Harrington's Ven- ture. New edit. Cr. 8vo. 1s. 6d. NISBET, May 05",Mathews,Julia A.,Bessy Harrington's Ven- ture,NISBET,1s. 6d.,8vo.,"Mathews (Julia A.)-Bessy Harrington's Ven- ture. New edit. Cr. 8vo. 1s. 6d. NISBET, May 05",Julia A. Mathews,['Mathews (Julia A.)'],,May 05,
4053,"Mathot (R. E.)-Gas-Engines and Producer-Gas Plants. Practical Treatise. Transl. from original French MS. by Waldemar B. Kaempf- fert. Pref. by Dugald Clerk. Illus. 8vo. 915, pp. 314, 12s. net......LOCKWOOD, May 05",Mathot,R. E.,Gas-Engines and Producer-Gas Plants,LOCKWOOD,12s.,8vo.,"Mathot (R. E.)-Gas-Engines and Producer-Gas Plants. Practical Treatise. Transl. from original French MS. by Waldemar B. Kaempf- fert. Pref. by Dugald Clerk. Illus. 8vo. 915, pp. 314, 12s. net......LOCKWOOD, May 05",R. E. Mathot,['Mathot (R. E.)'],,May 05,net
4054,"Matthay (T.)-First Principles of Pianoforte Playing. Extract from Act of Touch.' De- signed for School Use, incl. two new chapters: Directions for Learners, Advice to Teachers. Cr. 8vo. 7 × 5, pp. 138, limp, 2s. 6d. LONGMANS, Feb. 05",Matthay,T.,First Principles of Pianoforte Playing,LONGMANS,2s. 6d.,8vo.,"Matthay (T.)-First Principles of Pianoforte Playing. Extract from Act of Touch.' De- signed for School Use, incl. two new chapters: Directions for Learners, Advice to Teachers. Cr. 8vo. 7 × 5, pp. 138, limp, 2s. 6d. LONGMANS, Feb. 05",T. Matthay,['Matthay (T.)'],,Feb. 05,
4056,"Mauclair (Camille)-Auguste Rodin. The Man -his 1deas-his Works. Transl. by Clementina Black. 40 plates. 4to. 103 × 81, pp. 168, 10s. 6d. net...... ..DUCKWORTH, Mar. 05",Mauclair,Camille,Auguste Rodin,DUCKWORTH,10s. 6d.,4to.,"Mauclair (Camille)-Auguste Rodin. The Man -his Ideas-his Works. Transl. by Clementina Black. 40 plates. 4to. 103 × 81, pp. 168, 10s. 6d. net...... ..DUCKWORTH, Mar. 05",Camille Mauclair,['Mauclair (Camille)'],,Mar. 05,net
4057,"Maude (A.) - Peculiar People: Doukhobórs. Illus. Extra cr. 8vo. 84 x 54, pp. 350, 6s. net CONSTABLE, Mar. 05",Maude,A.,Peculiar People: Doukhobórs,CONSTABLE,6s.,8vo.,"Maude (A.) - Peculiar People: Doukhobórs. Illus. Extra cr. 8vo. 84 x 54, pp. 350, 6s. net CONSTABLE, Mar. 05",A. Maude,['Maude (A.)'],,Mar. 05,net
4059,"Maugham (W. S.)-Land of the Blessed Virgin. Sketches and Impressions in Andalusia. Front. 8vo. 84 × 54, pp. 236, 6s. net HEINEMANN, Jan. 05",Maugham,W. S.,Land of the Blessed Virgin,HEINEMANN,6s.,8vo.,"Maugham (W. S.)-Land of the Blessed Virgin. Sketches and Impressions in Andalusia. Front. 8vo. 84 × 54, pp. 236, 6s. net HEINEMANN, Jan. 05",W. S. Maugham,['Maugham (W. S.)'],,Jan. 05,net
4061,"Maundeville (Sir J.)-Voyages and Travels. 12mo 6d. net (Nat. Lib.) ......CASSELL, June 05",Maundeville,Sir J.,Voyages and Travels,CASSELL,6d.,12mo,"Maundeville (Sir J.)-Voyages and Travels. 12mo 6d. net (Nat. Lib.) ......CASSELL, June 05",Sir J. Maundeville,['Maundeville (Sir J.)'],,June 05,net
4062,"Maupassant (Guy de), Tales from. 8vo. swd. 6d..... .MACLAREN, Mar. 05",Maupassant,Guy de,Tales from,MACLAREN,6d.,8vo.,"Maupassant (Guy de), Tales from. 8vo. swd. 6d..... .MACLAREN, Mar. 05",Guy de Maupassant,['Maupassant (Guy de)'],,Mar. 05,
4067,"Maxwell (J.) Metapsychical Phenomena. Methods and Observations. Pref. by Charles Richet; Intro. by Sir Oliver Lodge; chapter con- taining complex case by Prof. Richet; acct. of some recently observed phenomena by the trans- lator, L. I. Finch. 8vo. 8154, pp. 472, 10s. net......... ...........DUCKWORTH, May 05",Maxwell,J.,Metapsychical Phenomena,DUCKWORTH,10s.,8vo.,"Maxwell (J.) Metapsychical Phenomena. Methods and Observations. Pref. by Charles Richet; Intro. by Sir Oliver Lodge; chapter con- taining complex case by Prof. Richet; acct. of some recently observed phenomena by the trans- lator, L. I. Finch. 8vo. 8154, pp. 472, 10s. net......... ...........DUCKWORTH, May 05",J. Maxwell,['Maxwell (J.)'],,May 05,net
4073,"May (G. L.)-Hidden Glory. Thoughts for Church People upon Old Testament Scenes and Characters. 12mo. 63 × 44, pp. 280, 2s. net MOWBRAY, Mar. 05",May,G. L.,Hidden Glory,MOWBRAY,2s.,12mo.,"May (G. L.)-Hidden Glory. Thoughts for Church People upon Old Testament Scenes and Characters. 12mo. 63 × 44, pp. 280, 2s. net MOWBRAY, Mar. 05",G. L. May,['May (G. L.)'],,Mar. 05,net
4074,"Maycock (W. Perren)-Alternating-Current Cir- cuit and Motor. An Introductory and Non- mathematical Book for Engineers and Students. 2nd and enlgd. edit., containing a section on Single and Polyphase Motors. Illus. Cr. 8vo. 74 × 5, pp. 260, 48. 6d. net ... WHITTAKER, Nov. 05",Maycock,W. Perren,Alternating-Current Cir- cuit and Motor,WHITTAKER,6d.,8vo.,"Maycock (W. Perren)-Alternating-Current Cir- cuit and Motor. An Introductory and Non- mathematical Book for Engineers and Students. 2nd and enlgd. edit., containing a section on Single and Polyphase Motors. Illus. Cr. 8vo. 74 × 5, pp. 260, 48. 6d. net ... WHITTAKER, Nov. 05",W. Perren Maycock,['Maycock (W. Perren)'],,Nov. 05,net
4075,"Mayers (W. J.)-Some 'First Things' of the Bible. Cr. 8vo. 18. 6d. net...STOCKWELL, Jan. 05",Mayers,W. J.,Some 'First Things' of the Bible,STOCKWELL,6d.,8vo.,"Mayers (W. J.)-Some 'First Things' of the Bible. Cr. 8vo. 18. 6d. net...STOCKWELL, Jan. 05",W. J. Mayers,['Mayers (W. J.)'],,Jan. 05,net
4076,"Maylard (A. E.)-Abdominal Pain: its Causes and Clinical Significance. 8vo. 94 × 5, pp. 316, 79. 6d. net ...CHURCHILL, Mar. 05",Maylard,A. E.,Abdominal Pain: its Causes and Clinical Significance,CHURCHILL,6d.,8vo.,"Maylard (A. E.)-Abdominal Pain: its Causes and Clinical Significance. 8vo. 94 × 5, pp. 316, 79. 6d. net ...CHURCHILL, Mar. 05",A. E. Maylard,['Maylard (A. E.)'],,Mar. 05,net
4077,"Maynard (S. T.)-Successful Fruit Culture. Cr. 8vo. 5s. net .K. PAUL, Mar. 05",Maynard,S. T.,Successful Fruit Culture,K. PAUL,5s.,8vo.,"Maynard (S. T.)-Successful Fruit Culture. Cr. 8vo. 5s. net .K. PAUL, Mar. 05",S. T. Maynard,['Maynard (S. T.)'],,Mar. 05,net
4078,"Mayor (C.)-Yolanda, Maid of Burgundy. Illus. Cr. 8vo. 74 × 5, pp. 420, 6s....MACMILLAN, Dec. 05",Mayor,C.,"Yolanda, Maid of Burgundy",MACMILLAN,6s.,8vo.,"Mayor (C.)-Yolanda, Maid of Burgundy. Illus. Cr. 8vo. 74 × 5, pp. 420, 6s....MACMILLAN, Dec. 05",C. Mayor,['Mayor (C.)'],,Dec. 05,
4080,"Mazzotto (Domenico) Wireless Telegraphy and Telephony. Transl. from the original Italian by S. R. Bottone. Illus. Cr. 8vo. 7 × 4, pp. 428, 6s. net ...... .WHITTAKER, Dec. 05",Mazzotto,Domenico,Wireless Telegraphy and Telephony,WHITTAKER,6s.,8vo.,"Mazzotto (Domenico) Wireless Telegraphy and Telephony. Transl. from the original Italian by S. R. Bottone. Illus. Cr. 8vo. 7 × 4, pp. 428, 6s. net ...... .WHITTAKER, Dec. 05",Domenico Mazzotto,['Mazzotto (Domenico)'],,Dec. 05,net
4081,"Mead (C. M.)-Irenic Theology. Study of some Antitheses. Cr. 8vo. 6s. .........PUTNAM, Nov. 05",Mead,C. M.,Irenic Theology,PUTNAM,6s.,8vo.,"Mead (C. M.)-Irenic Theology. Study of some Antitheses. Cr. 8vo. 6s. .........PUTNAM, Nov. 05",C. M. Mead,['Mead (C. M.)'],,Nov. 05,
4082,"Mead (E.)-Irrigation in Northern Italy, Part 1. 18 Plates and Engravings. 8vo. pp. 100, swd. 4s. WESLEY, Mar. 05",Mead,E.,"Irrigation in Northern Italy, Part 1",WESLEY,4s.,8vo.,"Mead (E.)-Irrigation in Northern Italy, Part 1. 18 Plates and Engravings. 8vo. pp. 100, swd. 4s. WESLEY, Mar. 05",E. Mead,['Mead (E.)'],,Mar. 05,
4083,"Mead (Lilian Staple)-Patsie's Bricks. Cr. 8vo. 7 × 4, pp. 166, 1s. 6d..........PARTRIDGE, Sep. 05",Mead,Lilian Staple,Patsie's Bricks,PARTRIDGE,1s. 6d.,8vo.,"Mead (Lilian Staple)-Patsie's Bricks. Cr. 8vo. 7 × 4, pp. 166, 1s. 6d..........PARTRIDGE, Sep. 05",Lilian Staple Mead,['Mead (Lilian Staple)'],,Sep. 05,
4086,"Meade (L. T.)-Burden of her Youth. Cr. 8vo. 7 × 4, pp. 314, 28. 6d. (Haymarket Novels) LONG, May 05",Meade,L. T.,Burden of her Youth,LONG,6d.,8vo.,"Meade (L. T.)-Burden of her Youth. Cr. 8vo. 7 × 4, pp. 314, 28. 6d. (Haymarket Novels) LONG, May 05",L. T. Meade,['Meade (L. T.)'],,May 05,
4087,"Meade (L. T.)-Dumps, a Plain Girl. Illus. Cr. 8vo. 7 x 54, pp. 324, 3s. 6d. CHAMBERS, Oct. 05",Meade,L. T.,"Dumps, a Plain Girl",CHAMBERS,3s. 6d.,8vo.,"Meade (L. T.)-Dumps, a Plain Girl. Illus. Cr. 8vo. 7 x 54, pp. 324, 3s. 6d. CHAMBERS, Oct. 05",L. T. Meade,['Meade (L. T.)'],,Oct. 05,
4089,"Meade (L. T.)-Good Luck. New edit. Cr. 8vo. 1s. 6d.... ....NISBET, May 05",Meade,L. T.,Good Luck,NISBET,1s. 6d.,8vo.,"Meade (L. T.)-Good Luck. New edit. Cr. 8vo. 1s. 6d.... ....NISBET, May 05",L. T. Meade,['Meade (L. T.)'],,May 05,
