entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"Animals, Concerning, &c., Aitken (E. H.) 6s. net : s, Oct. 14",,,,,,,"Animals, Concerning, &c., Aitken (E. H.) 6s. net : IS, Oct. 14",,,,,
