entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Dominant race, Adams (W. H.) 6s. , May 13",,,,,,,"Dominant race, Adams (W. H.) 6S. , May 13",,,,,1913,
"IS. net s, Oct. 13",,,,,,,"IS. net IS, Oct. 13",,,,,1913,
