,entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
6171,"Penelope : comedy, Maugham (W. S.) 2s. 60. ; s, 6d. ..Νου. 12",,,,,,0.0,,"Penelope : comedy, Maugham (W. S.) 25. 60. ; IS, 6d. ..Νου. 12",,,,,
