entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Academy Notes, 1908. Originated by Henry Blackburn. 8vo. swd. ls. W. GARDNER, May 03",,,Academy Notes,W. GARDNER,,8vo.,"Academy Notes, 1908. Originated by Henry Blackburn. 8vo. swd. ls. W. GARDNER, May 03",,,,May 03,1903,
"Acts of the Apostles. With Commentary by E. H. Plumptre. Ed. by Charles John Ellicott. 12mo. red. to 28...... ...CASSELL, May 03",,,Acts of the Apostles,CASSELL,,12mo.,"Acts of the Apostles. With Commentary by E. H. Plumptre. Ed. by Charles John Ellicott. 12mo. red. to 28...... ...CASSELL, May 03",,,,May 03,1903,
"Adams (H. C.)-Doctor's Birthday; or, the Force of Example. New ed. cr. 8vo. 18. ROUTLEDGE, Mar. 03",Adams,H. C.,"Doctor's Birthday; or, the Force of Example",ROUTLEDGE,,8vo.,"Adams (H. C.)-Doctor's Birthday; or, the Force of Example. New ed. cr. 8vo. 18. ROUTLEDGE, Mar. 03",H. C. Adams,['Adams (H. C.)'],,Mar. 03,1903,
"Adams (J.)-Primer on Teaching. With special references to Sunday School work. 12mo. swd. ........T. & T. CLARK, Apr. 03",Adams,J.,Primer on Teaching,T. & T. CLARK,,12mo.,"Adams (J.)-Primer on Teaching. With special references to Sunday School work. 12mo. swd. ........T. & T. CLARK, Apr. 03",J. Adams,['Adams (J.)'],,Apr. 03,1903,
"Adams (W. D.)-English Epigrams. Selected and arranged, with Intro., Notes, and Notices of the Epigrammists. New ed. cr. 8vo. 74 × 5, pp. 442, 28.......... ..ROUTLEDGE, Mar. 03",Adams,W. D.,English Epigrams,ROUTLEDGE,,8vo.,"Adams (W. D.)-English Epigrams. Selected and arranged, with Intro., Notes, and Notices of the Epigrammists. New ed. cr. 8vo. 74 × 5, pp. 442, 28.......... ..ROUTLEDGE, Mar. 03",W. D. Adams,['Adams (W. D.)'],,Mar. 03,1903,
"Adcock (A. St. J.) From a London Garden. 12mo. 2s. 6d. net. ……………………………………….NUTT, Mar. 03",Adcock,A. St. J.,From a London Garden,NUTT,,12mo.,"Adcock (A. St. J.) From a London Garden. 12mo. 2s. 6d. net. ……………………………………….NUTT, Mar. 03",A. St. J. Adcock,['Adcock (A. St. J.)'],,Mar. 03,1903,
"Eschylus-Persa. Intro. and Notes by A. Sidg- wick. 12mo. 64 × 44, 38. .........FROWDE, May 03",,,Eschylus-Persa,FROWDE,,12mo.,"Eschylus-Persa. Intro. and Notes by A. Sidg- wick. 12mo. 64 × 44, 38. .........FROWDE, May 03",,,,May 03,1903,
"Agricultural Handbook and Diary, 1904. 8vo. bds. 18. .......VINTON, Nov. 03",,,Agricultural Handbook and Diary,VINTON,,8vo.,"Agricultural Handbook and Diary, 1904. 8vo. bds. 18. .......VINTON, Nov. 03",,,,Nov. 03,1903,
"Ainslee (D.)-John of Damascus. 3rd ed. 12mo. parchment, 68. net......... UNICORN PRESS, Feb. 03",Ainslee,D.,John of Damascus,UNICORN PRESS,,12mo.,"Ainslee (D.)-John of Damascus. 3rd ed. 12mo. parchment, 68. net......... UNICORN PRESS, Feb. 03",D. Ainslee,['Ainslee (D.)'],,Feb. 03,1903,
"Ainsworth (W. H.)-Windsor Castle: Historical Romance. 12mo. 61 x 41, pp. 442, 1s. 6d.; leather, 28. net (Coronation Series)... TREHERNE, Feb. 03",Ainsworth,W. H.,Windsor Castle: Historical Romance,TREHERNE,,12mo.,"Ainsworth (W. H.)-Windsor Castle: Historical Romance. 12mo. 61 x 41, pp. 442, 1s. 6d.; leather, 28. net (Coronation Series)... TREHERNE, Feb. 03",W. H. Ainsworth,['Ainsworth (W. H.)'],,Feb. 03,1903,
"Alcott (Louisa M.)-Good Wives: Story for Girls. Sequel to 'Little Women.' Illus. by Walter E. Webster. New ed. cr. 8vo. 7 × 5, pp. 224, 28. ..BLACKIE, Mar. 03",Alcott,Louisa M.,Good Wives: Story for Girls,BLACKIE,,8vo.,"Alcott (Louisa M.)-Good Wives: Story for Girls. Sequel to 'Little Women.' Illus. by Walter E. Webster. New ed. cr. 8vo. 7 × 5, pp. 224, 28. ..BLACKIE, Mar. 03",Louisa M. Alcott,['Alcott (Louisa M.)'],,Mar. 03,1903,
"Alcott (Louisa M.)-Little Women and Good Wives. New ed. cr. 8vo. 7 × 43, pp. 424, 28. PARTRIDGE, May 03",Alcott,Louisa M.,Little Women and Good Wives,PARTRIDGE,,8vo.,"Alcott (Louisa M.)-Little Women and Good Wives. New ed. cr. 8vo. 7 × 43, pp. 424, 28. PARTRIDGE, May 03",Louisa M. Alcott,['Alcott (Louisa M.)'],,May 03,1903,
"Alderson (F. H.)-Indigestion: its Prevention and Cure. Handy Book of Reference to Advice received in Physician's Consulting Room, with Diet desirable for Dyspeptics. 12mo. 64 × 4, pp. 188, 18. W. SCOTT, Mar. 03",Alderson,F. H.,Indigestion: its Prevention and Cure,W. SCOTT,,12mo.,"Alderson (F. H.)-Indigestion: its Prevention and Cure. Handy Book of Reference to Advice received in Physician's Consulting Room, with Diet desirable for Dyspeptics. 12mo. 64 × 4, pp. 188, 18. W. SCOTT, Mar. 03",F. H. Alderson,['Alderson (F. H.)'],,Mar. 03,1903,
"Alexander (L. C.)-The Wife Sealers. Cr. 8vo. 7×5, pp. 346, 68............RICHARDS, Feb. 03",Alexander,L. C.,The Wife Sealers,RICHARDS,,8vo.,"Alexander (L. C.)-The Wife Sealers. Cr. 8vo. 7×5, pp. 346, 68............RICHARDS, Feb. 03",L. C. Alexander,['Alexander (L. C.)'],,Feb. 03,1903,
"Allen (A. V. G.)-Continuity of Christian Thought: a Study of Modern Theology in the Light of its History. Cr. 8vo. red. to 3s. 6d. net -- ALLENSON, Oct. 03",Allen,A. V. G.,Continuity of Christian Thought: a Study of Modern Theology in the Light of its History,ALLENSON,,8vo.,"Allen (A. V. G.)-Continuity of Christian Thought: a Study of Modern Theology in the Light of its History. Cr. 8vo. red. to 3s. 6d. net -- ALLENSON, Oct. 03",A. V. G. Allen,['Allen (A. V. G.)'],,Oct. 03,1903,
"Allen (G. W.)-Wonderful Words and Works: Sermons on the Parables and Miracles of Jesus. Cr. 8vo. 7 × 44, pp. 246, 58. SKEFFINGTON, Sep. 03",Allen,G. W.,Wonderful Words and Works: Sermons on the Parables and Miracles of Jesus,SKEFFINGTON,,8vo.,"Allen (G. W.)-Wonderful Words and Works: Sermons on the Parables and Miracles of Jesus. Cr. 8vo. 7 × 44, pp. 246, 58. SKEFFINGTON, Sep. 03",G. W. Allen,['Allen (G. W.)'],,Sep. 03,1903,
"Allen (J. L.)-Mettle of the Pasture. Cr. 8vo. 77×5, pp. 464, 68. ...........MACMILLAN, Aug. 03",Allen,J. L.,Mettle of the Pasture,MACMILLAN,,8vo.,"Allen (J. L.)-Mettle of the Pasture. Cr. 8vo. 77×5, pp. 464, 68. ...........MACMILLAN, Aug. 03",J. L. Allen,['Allen (J. L.)'],,Aug. 03,1903,
"Allen (W. B.)-Lion City of Africa: Story of Adventure. New ed. cr. 8vo. 7 × 43, pp. 288, 28. PARTRIDGE, May 03",Allen,W. B.,Lion City of Africa: Story of Adventure,PARTRIDGE,,8vo.,"Allen (W. B.)-Lion City of Africa: Story of Adventure. New ed. cr. 8vo. 7 × 43, pp. 288, 28. PARTRIDGE, May 03",W. B. Allen,['Allen (W. B.)'],,May 03,1903,
"Anders (J. M.)-Text-book of Practice of Medicine. Illus. 6th ed. rev. Roy. 8vo. 9 × 61, pp. 1296, 248. net....... ...SAUNDERS, Dec. 03",Anders,J. M.,Text-book of Practice of Medicine,SAUNDERS,,8vo.,"Anders (J. M.)-Text-book of Practice of Medicine. Illus. 6th ed. rev. Roy. 8vo. 9 × 61, pp. 1296, 248. net....... ...SAUNDERS, Dec. 03",J. M. Anders,['Anders (J. M.)'],,Dec. 03,1903,
"Anderson (R., Sir)-Christianised Rationalism and Higher Criticism: Reply to Prof. Harnack's 'What is Christianity?' 8vo. swd. 18. (20th Cen- tury Papers) .....J. F. SHAW, Oct. 03",Anderson,"R., Sir",Christianised Rationalism and Higher Criticism: Reply to Prof,J. F. SHAW,,8vo.,"Anderson (R., Sir)-Christianised Rationalism and Higher Criticism: Reply to Prof. Harnack's 'What is Christianity?' 8vo. swd. 18. (20th Cen- tury Papers) .....J. F. SHAW, Oct. 03","R., Sir Anderson","['Anderson (R., Sir)']",,Oct. 03,1903,
