entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Acts-Great Central Railway, 5s. 9d.; Sunder- land Corporation, 2s. 6d.; King's Norton and Northfield Urban District, 5s. 3d.; Pier and Harbour Orders Confirmation (No. 2), 3s.; North British Railway, 4s. 6d.; Broadstairs and St. Peter's Urban District Water, 1s. 6d. ; Lancashire and Yorkshire Railway, 2s. 3d.; Glasgow Corporation, 3s. 3d.; York (Mickle- .WYMAN, Nov. 07",,,Acts-Great Central Railway,WYMAN,,,"Acts-Great Central Railway, 5s. 9d.; Sunder- land Corporation, 2s. 6d.; King's Norton and Northfield Urban District, 5s. 3d.; Pier and Harbour Orders Confirmation (No. 2), 3S.; North British Railway, 4s. 6d.; Broadstairs and St. Peter's Urban District Water, Is. 6d. ; Lancashire and Yorkshire Railway, 2s. 3d.; Glasgow Corporation, 3s. 3d.; York (Mickle- .WYMAN, Nov. 07",,,,Nov. 07,1907,
"Aets-L.C.C. (Tramways and Improvements). 2s. 3d.; L.C.C. (General Powers), 3s. 3d. Armagh Urban District Council, 1s. 9d.; Lanarkshire County Council Order Confirma- tion, gd. .WYMAN, Oct. 07",Aets-L.C.C.,Tramways,,WYMAN,,,"Aets-L.C.C. (Tramways and Improvements). 25. 3d.; L.C.C. (General Powers), 3s. 3d. Armagh Urban District Council, 1s. 9d.; Lanarkshire County Council Order Confirma- tion, gd. .WYMAN, Oct. 07",Tramways Aets-L.C.C.,"['Aets-L.C.C. (Tramways)', 'Aets-L.C.C. (Improvements)']",,Oct. 07,1907,
"Acts-London and North Western Railway, 8s. 3d.; Tees Valley Water (Consolidation), 4s. 3d.; Collooney and Belmullet Railways and Piers, 5s. gd. ..WYMAN, Nov. 07",,,Acts-London and North Western Railway,WYMAN,,,"Acts-London and North Western Railway, 8s. 3d.; Tees Valley Water (Consolidation), 4s. 3d.; Collooney and Belmullet Railways and Piers, 5s. gd. ..WYMAN, Nov. 07",,,,Nov. 07,1907,
"Acts-Midland Railway, 2s. 3d.; Birkenhead Corporation Water, 8s. 9d.; Barry Railway, WYMAN, Dec. 07",,,Acts-Midland Railway,WYMAN,,,"Acts-Midland Railway, 2s. 3d.; Birkenhead Corporation Water, 8s. 9d.; Barry Railway, WYMAN, Dec. 07",,,,Dec. 07,1907,
"VII. 1907. (Red WYMAN, Nov. 07",,,VII,WYMAN,,,"VII. 1907. (Red WYMAN, Nov. 07",,,,Nov. 07,1907,
"Acts, Public General, 1906. 3s. Acts, Public General, 1907; Acts, Public General, 7 Edw. cloth edit.) 3s..... Acts Selsey Water, is. 6d. ; Portishead District Water, 1s. 3d.; Ashton-under-Lyne, Staly- bridge, and Dukinfield (District) Waterworks, s.; Local Government Board's Provisional Orders Confirmation (No. 9), 1s.; Kingston- upon-Hull Corporation, s... WYMAN, Nov. 07",,,"Acts, Public General",WYMAN,,,"Acts, Public General, 1906. 35. Acts, Public General, 1907; Acts, Public General, 7 Edw. cloth edit.) 35..... Acts Selsey Water, is. 6d. ; Portishead District Water, Is. 3d.; Ashton-under-Lyne, Staly- bridge, and Dukinfield (District) Waterworks, IS.; Local Government Board's Provisional Orders Confirmation (No. 9), Is.; Kingston- upon-Hull Corporation, IS... WYMAN, Nov. 07",,,,Nov. 07,1907,
"Acts-Southend Waterworks, 1s. 3d.; Coventry Corporation, 1s. 9d.; Tynemouth Corporation (Water), 1s. 9d.; Devonport Corporation, 2s. 9d.; Local Government Board's Pro- visional Orders Confirmation (No. 8), 1s. 6d.; Metropolitan Water Board (Various Powers), WYMAN, Nov. 07",,,Acts-Southend Waterworks,WYMAN,,,"Acts-Southend Waterworks, 1s. 3d.; Coventry Corporation, Is. 9d.; Tynemouth Corporation (Water), Is. 9d.; Devonport Corporation, 25. 9d.; Local Government Board's Pro- visional Orders Confirmation (No. 8), Is. 6d.; Metropolitan Water Board (Various Powers), WYMAN, Nov. 07",,,,Nov. 07,1907,
"Adam (J. & J. C.)-Criminal Investigation. A practical handbook for Magistrates, Police Officers and Lawyers. Trans. from the German of Dr. Hans Gross and adapted to Indian and Colonial practice. 153 illus., 8vo. 10×61, pp. 964, 28s. net. (Madras) ....J. ADAM, Jan. 07",Adam,J. & J. C.,Criminal Investigation,J. ADAM,,8vo.,"Adam (J. & J. C.)-Criminal Investigation. A practical handbook for Magistrates, Police Officers and Lawyers. Trans. from the German of Dr. Hans Gross and adapted to Indian and Colonial practice. 153 illus., 8vo. 10×61, pp. 964, 28s. net. (Madras) ....J. ADAM, Jan. 07",J. & J. C. Adam,['Adam (J. & J. C.)'],,Jan. 07,1907,
"Adams (Mrs. Leith)-Colour Sergeant, No. 1 Com- pany. Cr. 8vo. 7 X4, PP. 352, 3s. 6d. ·JARROLD, Oct. 07",Adams,Mrs. Leith,Colour Sergeant,JARROLD,,8vo.,"Adams (Mrs. Leith)-Colour Sergeant, No. 1 Com- pany. Cr. 8vo. 7 X4, PP. 352, 3s. 6d. ·JARROLD, Oct. 07",Mrs. Leith Adams,['Adams (Mrs. Leith)'],,Oct. 07,1907,
"Adams (Mary)-Confessions of a Wife. Illus. Cheap edit. Cr. 8vo. pp. 386, swd. is. net DE LA MORE PRESS, Feb. 07",Adams,Mary,Confessions of a Wife,DE LA MORE PRESS,,8vo.,"Adams (Mary)-Confessions of a Wife. Illus. Cheap edit. Cr. 8vo. pp. 386, swd. is. net DE LA MORE PRESS, Feb. 07",Mary Adams,['Adams (Mary)'],,Feb. 07,1907,
"New edit. Adcock (A. St. J.)-The World that Never Was. Illus. by Tom Browne. 6s. net 8vo. 8x6, pp. 254, .F. GRIFFITHS, Dec. 07",New edit. Adcock,A. St. J.,The World that Never Was,F. GRIFFITHS,,8vo.,"New edit. Adcock (A. St. J.)-The World that Never Was. Illus. by Tom Browne. 6s. net 8vo. 8x6, pp. 254, .F. GRIFFITHS, Dec. 07",A. St. J. New edit. Adcock,['New edit. Adcock (A. St. J.)'],,Dec. 07,1907,
"Addison (J.)-Essays on Addison. By Macaulay and Thackeray. With 12 Essays by Addison. Edit. by G. E. Hadow. Cr. 8vo. 7 × 5, pp. 160, ..FROWDE, May 07",Addison,J.,Essays on Addison,FROWDE,,8vo.,"Addison (J.)-Essays on Addison. By Macaulay and Thackeray. With 12 Essays by Addison. Edit. by G. E. Hadow. Cr. 8vo. 7 × 5, pp. 160, ..FROWDE, May 07",J. Addison,['Addison (J.)'],,May 07,1907,
"Addison (J.)-Selected Essays. Intro. by Austin Dobson. 12mo. 6d. net; 1thr. s. net (Favourite Classics) ...HEINEMANN, Feb. 07",Addison,J.,Selected Essays,HEINEMANN,,12mo.,"Addison (J.)-Selected Essays. Intro. by Austin Dobson. 12mo. 6d. net; 1thr. IS. net (Favourite Classics) ...HEINEMANN, Feb. 07",J. Addison,['Addison (J.)'],,Feb. 07,1907,
"Advertisements Regulation Bill: Report and Pro- ceedings of Standing Committee, d. WYMAN, May 07",,,"Advertisements Regulation Bill: Report and Pro- ceedings of Standing Committee, d",WYMAN,,,"Advertisements Regulation Bill: Report and Pro- ceedings of Standing Committee, d. WYMAN, May 07",,,,May 07,1907,
"Aschylus-Agamemnon. Trans. by John Con- ington. Introduction and Notes by J. Churton Collins. 12mo., pp. 122, s. net FROWDE, Nov. 07",,,Aschylus-Agamemnon,FROWDE,,12mo.,"Aschylus-Agamemnon. Trans. by John Con- ington. Introduction and Notes by J. Churton Collins. 12mo., pp. 122, IS. net FROWDE, Nov. 07",,,,Nov. 07,1907,
"Board of-Annual s.; Annual Report .WYMAN, May 07",,,Board of-Annual s,WYMAN,,,"Board of-Annual IS.; Annual Report .WYMAN, May 07",,,,May 07,1907,
"Ainslie (Kathleen)-Mops Versus Tails. Obl. 8vo., ...CASTELL, Aug. 07",Ainslie,Kathleen,Mops Versus Tails,CASTELL,,8vo.,"Ainslie (Kathleen)-Mops Versus Tails. Obl. 8vo., ...CASTELL, Aug. 07",Kathleen Ainslie,['Ainslie (Kathleen)'],,Aug. 07,1907,
"Ainsworth (W. H.)-Windsor Castle. An His- torical Romance. 12mo. pp. 320, 1s. net, lthr. 28. net (New Universal Lib.) ROUTLEDGE, Sep. 07",Ainsworth,W. H.,Windsor Castle,ROUTLEDGE,,12mo.,"Ainsworth (W. H.)-Windsor Castle. An His- torical Romance. 12mo. pp. 320, Is. net, lthr. 28. net (New Universal Lib.) ROUTLEDGE, Sep. 07",W. H. Ainsworth,['Ainsworth (W. H.)'],,Sep. 07,1907,
"Alcott (Louisa M.)-Little Women and Good Wives. Cheap Edit. Cr. 8vo., pp. 424, s. PARTRIDGE, May 07",Alcott,Louisa M.,Little Women and Good Wives,PARTRIDGE,,8vo.,"Alcott (Louisa M.)-Little Women and Good Wives. Cheap Edit. Cr. 8vo., pp. 424, IS. PARTRIDGE, May 07",Louisa M. Alcott,['Alcott (Louisa M.)'],,May 07,1907,
"Women. Cr. 8vo. ....NIMMO, Jan. 07",,,Women,NIMMO,,8vo.,"Women. Cr. 8vo. ....NIMMO, Jan. 07",,,,Jan. 07,1907,
"Alden (P.), Hayward (E. E.)-Housing. 12mo. 61X4, pp. 182, 1s. 6d. net, limp is. net (Social Service Handbooks)..HEADLEY, Mar. 07",,,Housing,HEADLEY,,12mo.,"Alden (P.), Hayward (E. E.)-Housing. 12mo. 61X4, pp. 182, Is. 6d. net, limp is. net (Social Service Handbooks)..HEADLEY, Mar. 07",,"['Alden (P.), Hayward (E. E.)']",,Mar. 07,1907,
"Alexander (A.)-The Pirates' Hoard: A Story of Hidden Treasure. Cr. 8vo. 71 × 51, pp. 298, 28. NELSON, Sep. 07",Alexander,A.,The Pirates' Hoard: A Story of Hidden Treasure,NELSON,,8vo.,"Alexander (A.)-The Pirates' Hoard: A Story of Hidden Treasure. Cr. 8vo. 71 × 51, pp. 298, 28. NELSON, Sep. 07",A. Alexander,['Alexander (A.)'],,Sep. 07,1907,
"Alexander (L. C.) Testament of Omar Khayyam (The Wasiyyat). 64, 3s. 6d. net 16mo. 61 × 5, pp. .LONG, Jan. 07",Alexander,L. C.,Testament of Omar Khayyam (The Wasiyyat),LONG,,16mo.,"Alexander (L. C.) Testament of Omar Khayyam (The Wasiyyat). 64, 3s. 6d. net 16mo. 61 × 5, pp. .LONG, Jan. 07",L. C. Alexander,['Alexander (L. C.)'],,Jan. 07,1907,
"Gold Cannot Buy. R. E. KING, June 07",,,Gold Cannot Buy,R. E. KING,,,"Gold Cannot Buy. R. E. KING, June 07",,,,June 07,1907,
"Algeria-Report on Trade and Agriculture, 2‡d. WYMAN, Oct. 07",,,"Algeria-Report on Trade and Agriculture, 2‡d",WYMAN,,,"Algeria-Report on Trade and Agriculture, 2‡d. WYMAN, Oct. 07",,,,Oct. 07,1907,
"Aliens Act, 1905: Return of Alien Passengers brought to United Kingdom, ijd. WYMAN, May 07",,,Aliens Act,WYMAN,,,"Aliens Act, 1905: Return of Alien Passengers brought to United Kingdom, ijd. WYMAN, May 07",,,,May 07,1907,
"Ambler (G. A. Hawkins-)-Health, Work and Recreation. 18mo. swd. 6d. net net SIMPKIN, July 07",Ambler,G. A. Hawkins-,"Health, Work and Recreation",SIMPKIN,,18mo.,"Ambler (G. A. Hawkins-)-Health, Work and Recreation. 18mo. swd. 6d. net net SIMPKIN, July 07",G. A. Hawkins- Ambler,['Ambler (G. A. Hawkins-)'],,July 07,1907,
"Andersen (H.)-Fairy Tales. 8 X 5, pp. 414, 2s. 6d. Andersen (H)-Fairy Tales. (Schoolboy Ser.) Andersen (H.)-Fairy Tales. pp. 440, s....... Andersen (H.)-Fairy Tales. Stratton. 8vo. 8×5, pp. Illus. Cr. 8vo. ....NISBET, Mar. 07",Andersen,H.,Fairy Tales,NISBET,,8vo.,"Andersen (H.)-Fairy Tales. 8 X 5, pp. 414, 2s. 6d. Andersen (H)-Fairy Tales. (Schoolboy Ser.) Andersen (H.)-Fairy Tales. pp. 440, IS....... Andersen (H.)-Fairy Tales. Stratton. 8vo. 8×5, pp. Illus. Cr. 8vo. ....NISBET, Mar. 07",H. Andersen,['Andersen (H.)'],,Mar. 07,1907,
"New Edit. Cr. 8vo. ..PARTRIDGE, May 07",,,New Edit,PARTRIDGE,,8vo.,"New Edit. Cr. 8vo. ..PARTRIDGE, May 07",,,,May 07,1907,
"Andom (R.)-The Cruise of the Mock Turtle. Cr. 8vo. swd. 6d. • JARROLD, June 07",Andom,R.,The Cruise of the Mock Turtle,JARROLD,,8vo.,"Andom (R.)-The Cruise of the Mock Turtle. Cr. 8vo. swd. 6d. • JARROLD, June 07",R. Andom,['Andom (R.)'],,June 07,1907,
"Andom (R.)-Lighter Days with Illus. Cr. 8vo. 8 X5, pp. 304, 3s. 6d. Troddles. CASSELL, May 07",Andom,R.,Lighter Days with,CASSELL,,8vo.,"Andom (R.)-Lighter Days with Illus. Cr. 8vo. 8 X5, pp. 304, 3s. 6d. Troddles. CASSELL, May 07",R. Andom,['Andom (R.)'],,May 07,1907,
"Anstey (F.)--Voces Populi. Reprinted from Punch 1st Ser. Pocket Edit. Illus. 12mo. 6×41, pp. 256, 2s. net; lthr., 38. net. LONGMANS, April 07",Anstey,F.,Voces Populi,LONGMANS,,12mo.,"Anstey (F.)--Voces Populi. Reprinted from Punch 1st Ser. Pocket Edit. Illus. 12mo. 6×41, pp. 256, 2s. net; lthr., 38. net. LONGMANS, April 07",F. Anstey,['Anstey (F.)'],,April 07,1907,
"Ann, A Brief Tragedy and a Free Pass. By Author of Miss Molly. Cr. 8vo., is. net J. OUSELEY, Nov. 07",,,"Ann, A Brief Tragedy and a Free Pass",J. OUSELEY,,8vo.,"Ann, A Brief Tragedy and a Free Pass. By Author of Miss Molly. Cr. 8vo., is. net J. OUSELEY, Nov. 07",,,,Nov. 07,1907,
"Arabic Language, Notes on the, 12mo., limp is. STANFORD, Nov. 07",,,"Arabic Language, Notes on the",STANFORD,,12mo.,"Arabic Language, Notes on the, 12mo., limp is. STANFORD, Nov. 07",,,,Nov. 07,1907,
"Army (Annual) Bill Memorandum showing Amendments proposed to the Army Act, 3d.; Memorandum, d. ...WYMAN, Mar. 07",Army,Annual,Bill Memorandum showing Amendments proposed to the Army Act,WYMAN,,,"Army (Annual) Bill Memorandum showing Amendments proposed to the Army Act, 3d.; Memorandum, d. ...WYMAN, Mar. 07",Annual Army,['Army (Annual)'],,Mar. 07,1907,
"Army Appropriation Account, 1905-6. s. Iod. WYMAN, Mar. 07",,,Army Appropriation Account,WYMAN,,,"Army Appropriation Account, 1905-6. IS. Iod. WYMAN, Mar. 07",,,,Mar. 07,1907,
"Army-Cost of Proposed Territorial Force, id.; Memorandum on Military Forces in the U.K. (Mr. Haldane), id.: Rules for Management of Garrison and Regimental Institutes, id.; Interim Report of War Office Committee, 21d. Imperial Yeomanry Training Return, 1906, d. .WYMAN, Feb. 07",,,"Army-Cost of Proposed Territorial Force, id.; Memorandum on Military Forces in the U.K. (Mr",WYMAN,,,"Army-Cost of Proposed Territorial Force, id.; Memorandum on Military Forces in the U.K. (Mr. Haldane), id.: Rules for Management of Garrison and Regimental Institutes, id.; Interim Report of War Office Committee, 21d. Imperial Yeomanry Training Return, 1906, d. .WYMAN, Feb. 07",,,,Feb. 07,1907,
"Army Entrance Exams., Nov. and Dec. 1906. id. WYMAN, Jan. 07",,,Army Entrance Exams,WYMAN,,,"Army Entrance Exams., Nov. and Dec. 1906. id. WYMAN, Jan. 07",,,,Jan. 07,1907,
"Army Estimates, 2s. 1d.; Memo. of the Secretary of State relating thereto, 1d.; Supplementary Estimates, .WYMAN, Feb. 07",,,Army Estimates,WYMAN,,,"Army Estimates, 2s. 1d.; Memo. of the Secretary of State relating thereto, 1d.; Supplementary Estimates, .WYMAN, Feb. 07",,,,Feb. 07,1907,
"Army-Instructions for Requisitioning of Supplies Labour, &c., in the Field, id.; Admission to Staff College, s. ..WYMAN, Feb. 07",,,"Army-Instructions for Requisitioning of Supplies Labour, &c",WYMAN,,,"Army-Instructions for Requisitioning of Supplies Labour, &c., in the Field, id.; Admission to Staff College, IS. ..WYMAN, Feb. 07",,,,Feb. 07,1907,
"Army Instruction in Laying and Maintaining Field Telegraph Lines, 6d. ; Amendments to Equipment Regulations, Parts 1 and 2, id. WYMAN, Sep. 07",,,Army Instruction in Laying and Maintaining Field Telegraph Lines,WYMAN,,,"Army Instruction in Laying and Maintaining Field Telegraph Lines, 6d. ; Amendments to Equipment Regulations, Parts 1 and 2, id. WYMAN, Sep. 07",,,,Sep. 07,1907,
"Army-Monthly List, March, 1s. 6d. ; Annual Bill: Memorandum showing Amendments proposed to the Army Act, 2d.; Ordnance Factories Accounts, 1905-06, 38. rod. WYMAN, Mar, 07",,,"Army-Monthly List, March",WYMAN,,,"Army-Monthly List, March, 1s. 6d. ; Annual Bill: Memorandum showing Amendments proposed to the Army Act, 2d.; Ordnance Factories Accounts, 1905-06, 38. rod. WYMAN, Mar, 07",,,,"Mar, 07",1907,
"Army-Official Army List (Quarter ending March, 1907), 15s.; Training Manual: Signalling, 6d. ; Equipment Regulations, Pts. 1 and 2 Amend- ments, id.. Army-Official Medals and British, 1800 to the present sides of 48 different medals. Army Orders, Equipment ments. id. .WYMAN, May 07",Army-Official Army List,"Quarter ending March, 1907",15s,WYMAN,,,"Army-Official Army List (Quarter ending March, 1907), 155.; Training Manual: Signalling, 6d. ; Equipment Regulations, Pts. 1 and 2 Amend- ments, id.. Army-Official Medals and British, 1800 to the present sides of 48 different medals. Army Orders, Equipment ments. id. .WYMAN, May 07","Quarter ending March, 1907 Army-Official Army List","['Army-Official Army List (Quarter ending March, 1907)']",,May 07,1907,
"Regulations, Amend- .WYMAN, Feb. 07",,,"Regulations, Amend- ",WYMAN,,,"Regulations, Amend- .WYMAN, Feb. 07",,,,Feb. 07,1907,
"Army-Report of Medical Department for 1906, 3s. 3d.; Notes on Electricity for the use of the Garrison Artillery, is. 6d. ; C.S. Commission: Examination of Officers of the Army in Modern Foreign Languages, October, 1907, s. WYMAN, Nov. 07",,,Army-Report of Medical Department for,WYMAN,,,"Army-Report of Medical Department for 1906, 3s. 3d.; Notes on Electricity for the use of the Garrison Artillery, is. 6d. ; C.S. Commission: Examination of Officers of the Army in Modern Foreign Languages, October, 1907, IS. WYMAN, Nov. 07",,,,Nov. 07,1907,
"Army-Report on 9th Ordnance Course at Ord- nance College. s. .WYMAN, Feb. 07",,,Army-Report on,WYMAN,,,"Army-Report on 9th Ordnance Course at Ord- nance College. IS. .WYMAN, Feb. 07",,,,Feb. 07,1907,
"Arnold (E. C.)-A Bird Collector's Medley. Illus. Ryl. 8vo. 10 X7, pp. 152, IOS. SIMPKIN, Oct. 07",Arnold,E. C.,A Bird Collector's Medley,IOS. SIMPKIN,,8vo.,"Arnold (E. C.)-A Bird Collector's Medley. Illus. Ryl. 8vo. 10 X7, pp. 152, IOS. SIMPKIN, Oct. 07",E. C. Arnold,['Arnold (E. C.)'],,Oct. 07,1907,
"Arnold (E. V.), Conway (R. S.)-Restored Pro- nunciation of Greek and Latin, with Tables and Practical Illustrations. 3rd edit. Demy 8vo. pp. 32, s.......CAMB. UNIV. PRESS., Jan. 07",,,"Restored Pro- nunciation of Greek and Latin, with Tables and Practical Illustrations",CAMB. UNIV. PRESS.,,8vo.,"Arnold (E. V.), Conway (R. S.)-Restored Pro- nunciation of Greek and Latin, with Tables and Practical Illustrations. 3rd edit. Demy 8vo. pp. 32, IS.......CAMB. UNIV. PRESS., Jan. 07",,"['Arnold (E. V.), Conway (R. S.)']",,Jan. 07,1907,
"Ashmead-Bartlett (E.) see Bartlett (E. Ashmead) Ashton (A. J.)-Junior English Grammar. Based on Mason's English Grammars. Cr. 8vo. pp. 126, s. .BELL, Nov. 07",Ashmead-Bartlett,E.,Based on Mason's English Grammars,BELL,,8vo.,"Ashmead-Bartlett (E.) see Bartlett (E. Ashmead) Ashton (A. J.)-Junior English Grammar. Based on Mason's English Grammars. Cr. 8vo. pp. 126, IS. .BELL, Nov. 07",E. Ashmead-Bartlett,['Ashmead-Bartlett (E.)'],,Nov. 07,1907,
"Ashton (H. J.)-A Simple Course of Weighing and Measuring, including the Metric System. Cr. 8vo. pp. 112, bds. is. net..G. PHILIP, Oct. 07",Ashton,H. J.,"A Simple Course of Weighing and Measuring, including the Metric System",G. PHILIP,,8vo.,"Ashton (H. J.)-A Simple Course of Weighing and Measuring, including the Metric System. Cr. 8vo. pp. 112, bds. is. net..G. PHILIP, Oct. 07",H. J. Ashton,['Ashton (H. J.)'],,Oct. 07,1907,
"Aspinall (A. E.)-Pocket Guide to the West Indies. 8 maps, 29 illus., 3 folding tables. Fcp. 8vo. 61 × 41, pp. 328, 6s. ...... t STANFORD, Jan. 07",Aspinall,A. E.,Pocket Guide to the West Indies,STANFORD,,8vo.,"Aspinall (A. E.)-Pocket Guide to the West Indies. 8 maps, 29 illus., 3 folding tables. Fcp. 8vo. 61 × 41, pp. 328, 6s. ...... t STANFORD, Jan. 07",A. E. Aspinall,['Aspinall (A. E.)'],,Jan. 07,1907,
"Augustine (St.)-Confessions. Trans. with Pref. by E. B. Pusey. 12mo. 1s. net; 1thr. 28. net (Everyman's Lib.) ...DENT, Feb. 07",Augustine,St.,Confessions,DENT,,12mo.,"Augustine (St.)-Confessions. Trans. with Pref. by E. B. Pusey. 12mo. Is. net; 1thr. 28. net (Everyman's Lib.) ...DENT, Feb. 07",St. Augustine,['Augustine (St.)'],,Feb. 07,1907,
"Aulnoy (Countess d')-La Belle aux Chevaux d'Or. Edit. by A. J. Berwick and A. Barwell. ...BLACKIE, Oct. 07",Aulnoy,Countess d',La Belle aux Chevaux d'Or,BLACKIE,,,"Aulnoy (Countess d')-La Belle aux Chevaux d'Or. Edit. by A. J. Berwick and A. Barwell. ...BLACKIE, Oct. 07",Countess d' Aulnoy,"[""Aulnoy (Countess d')""]",,Oct. 07,1907,
"Ault (Lena and N.)-The Podgy Book of Tales. 16mo. 6 X5, pp. 228, 2s. 6d. net Auld Acquaintance, Savory (J. H.) 12mo. s. RICHARDS, Oct. 07",Ault,Lena,The Podgy Book of Tales,RICHARDS,,16mo.,"Ault (Lena and N.)-The Podgy Book of Tales. 16mo. 6 X5, pp. 228, 2s. 6d. net Auld Acquaintance, Savory (J. H.) 12mo. IS. RICHARDS, Oct. 07",Lena Ault,"['Ault (Lena)', 'Ault (N.)']",,Oct. 07,1907,
"Austen (Jane)-Sense and Sensibility. 12mo. pp. 376, 1s. net; 1thr. 2s. net. (Illus. Pocket Classics) ...COLLINS, May 07",Austen,Jane,Sense and Sensibility,COLLINS,,12mo.,"Austen (Jane)-Sense and Sensibility. 12mo. pp. 376, Is. net; 1thr. 2s. net. (Illus. Pocket Classics) ...COLLINS, May 07",Jane Austen,['Austen (Jane)'],,May 07,1907,
"Austin (F. J.)—Seeds and Saplings. 105 original outlines of sermons. 12mo. pp. 94, s. ALLENSON, Oct. 07",Austin,F. J.,Seeds and Saplings,ALLENSON,,12mo.,"Austin (F. J.)—Seeds and Saplings. 105 original outlines of sermons. 12mo. pp. 94, IS. ALLENSON, Oct. 07",F. J. Austin,['Austin (F. J.)'],,Oct. 07,1907,
"Austin (J. W.)-Unitarian Christianity and the New Theology. Cr. 8vo. 7×5, pp. 64. bds., s. net ...CORNISH BROS., July 07",Austin,J. W.,Unitarian Christianity and the New Theology,CORNISH BROS.,,8vo.,"Austin (J. W.)-Unitarian Christianity and the New Theology. Cr. 8vo. 7×5, pp. 64. bds., IS. net ...CORNISH BROS., July 07",J. W. Austin,['Austin (J. W.)'],,July 07,1907,
"Australia, South, Handbook, with Map, id. WYMAN, July 07",,,,WYMAN,,,"Australia, South, Handbook, with Map, id. WYMAN, July 07",,,,July 07,1907,
"Ayuddhya-History of Ayuddhya from Chul- sakaraj 686-966. In Siamese. With a Preface by H.R.H. Prince Damsong. 8vo. pp. 26, .LUZAC, Nov. 07",,,Ayuddhya-History of Ayuddhya from Chul- sakaraj,LUZAC,,8vo.,"Ayuddhya-History of Ayuddhya from Chul- sakaraj 686-966. In Siamese. With a Preface by H.R.H. Prince Damsong. 8vo. pp. 26, .LUZAC, Nov. 07",,,,Nov. 07,1907,
