entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"A B C or alphabetical railway guide. (Monthly.) ea. swd. 28. net. (15, Fetter Lane, E.C.) OFFICE, Jan., etc., '22",,,A B C or alphabetical railway guide,OFFICE,,,"A B C or alphabetical railway guide. (Monthly.) ea. swd. 28. net. (15, Fetter Lane, E.C.) OFFICE, Jan., etc., '22",,,,"Jan., etc., '22",1922,
"Abbott-Smith (G.) A Manual Greek lexicon of the New Testament. 9 X 6, pp. 528. 218. net T. & T. CLARK, Mar.'22",Abbott-Smith,G.,A Manual Greek lexicon of the New Testament,T. & T. CLARK,,,"Abbott-Smith (G.) A Manual Greek lexicon of the New Testament. 9 X 6, pp. 528. 218. net T. & T. CLARK, Mar.'22",G. Abbott-Smith,['Abbott-Smith (G.)'],,Mar.'22,1922,
"Abercrombie (Lascelles)-An Essay towards a theory of art. Cr. 8vo. 7 x 5, pp. 115, 58. net M. SECKER, June '22",Abercrombie,Lascelles,An Essay towards a theory of art,M. SECKER,,8vo.,"Abercrombie (Lascelles)-An Essay towards a theory of art. Cr. 8vo. 7 x 5, pp. 115, 58. net M. SECKER, June '22",Lascelles Abercrombie,['Abercrombie (Lascelles)'],,June '22,1922,
"Abercrombie (Patrick) and Johnson (T. H.)—The Doncaster regional planning scheme : the report prepared for the Joint Committee. 4to, pp. 93, swd. ros, net.... HODDER & S., Dec. '22",Abercrombie,Patrick,The Doncaster regional planning scheme : the report prepared for the Joint Committee,HODDER & S.,,"4to,","Abercrombie (Patrick) and Johnson (T. H.)—The Doncaster regional planning scheme : the report prepared for the Joint Committee. 4to, pp. 93, swd. ros, net.... HODDER & S., Dec. '22",Patrick Abercrombie,"['Abercrombie (Patrick)', 'Johnson (T. H.)']",,Dec. '22,1922,
"Abhinava Gupta-Malinivijaya Varttikam. Ed. in Sanskrit with notes by Madhusudan Kaul. 8vo., pp. 138, 6s. 6d., 78. 6d. (Kashmir ser. of texts and studies) LUZAC; PROBSTHAIN, Mar. '22",,,Abhinava Gupta-Malinivijaya Varttikam,PROBSTHAIN,,8vo.,"Abhinava Gupta-Malinivijaya Varttikam. Ed. in Sanskrit with notes by Madhusudan Kaul. 8vo., pp. 138, 6s. 6d., 78. 6d. (Kashmir ser. of texts and studies) LUZAC; PROBSTHAIN, Mar. '22",,,,Mar. '22,1922,
"Abhinava Gupta-The Tantraloka. With com- mentary by Rajanaka Jayaratha. Ed. in Sanskrit with notes by Madhusudan Kaul. Vols. 2-3. 8vo. Vol. 2, 6s. 6d., 78. 6d. ; Vol. 3, ros. 6d., 12s. (Kashmir ser. of texts and studies) LUZAC; PROBSTHAIN, Mar.'22",,,Abhinava Gupta-The Tantraloka,PROBSTHAIN,,8vo.,"Abhinava Gupta-The Tantraloka. With com- mentary by Rajanaka Jayaratha. Ed. in Sanskrit with notes by Madhusudan Kaul. Vols. 2-3. 8vo. Vol. 2, 6s. 6d., 78. 6d. ; Vol. 3, ros. 6d., 125. (Kashmir ser. of texts and studies) LUZAC; PROBSTHAIN, Mar.'22",,,,Mar.'22,1922,
"Abraham (George D.)--Swiss mountain climbs. Cheaper ed. Cr. 8vo. 7X 44, pp. 447, 7s. 6d. net. Mills & B., July '22",Abraham,George D.,Swiss mountain climbs,B.,,8vo.,"Abraham (George D.)--Swiss mountain climbs. Cheaper ed. Cr. 8vo. 7X 44, pp. 447, 75. 6d. net. Mills & B., July '22",George D. Abraham,['Abraham (George D.)'],,July '22,1922,
"Abrasive wheels, Use of (Home Office Safety pamphlet, No. 7) is. net...H.M.S.O., Nov. '22",,,"Abrasive wheels, Use of (Home Office Safety pamphlet",H.M.S.O.,,,"Abrasive wheels, Use of (Home Office Safety pamphlet, No. 7) is. net...H.M.S.O., Nov. '22",,,,Nov. '22,1922,
"Ackermann (Louise)-Thoughts of a lonely From the French, by A. L. G. 57 x 4, pp. 68, 1s. 6d. net. Gowans & G., Jan. '22",Ackermann,Louise,"Thoughts of a lonely From the French, by A. L. G",G.,,,"Ackermann (Louise)-Thoughts of a lonely From the French, by A. L. G. 57 x 4, pp. 68, Is. 6d. net. Gowans & G., Jan. '22",Louise Ackermann,['Ackermann (Louise)'],,Jan. '22,1922,
"Acland (Arthur H. D., Sir) and Jones (Benjamin)- Working-men co-operators : an account of the co-operative movement in Great Britain. Rev. by J. P. Madams. 4th ed. 64 x 41, pp. 219 (Manchester) CO-OPERATIVE UNION, Mar.'22",Acland,"Arthur H. D., Sir",Working-men co-operators : an account of the co-operative movement in Great Britain,CO-OPERATIVE UNION,,,"Acland (Arthur H. D., Sir) and Jones (Benjamin)- Working-men co-operators : an account of the co-operative movement in Great Britain. Rev. by J. P. Madams. 4th ed. 64 x 41, pp. 219 (Manchester) CO-OPERATIVE UNION, Mar.'22","Arthur H. D., Sir Acland","['Acland (Arthur H. D., Sir)', 'Jones (Benjamin)']",,Mar.'22,1922,
"Acts of Parliament-Oban Burgh order, 6d.; East Lothian County buildings order, 6d.; Dundee Corporation order, is. ód. net H.M.S.O., Jan.'22",,,Acts of Parliament-Oban Burgh order,H.M.S.O.,,,"Acts of Parliament-Oban Burgh order, 6d.; East Lothian County buildings order, 6d.; Dundee Corporation order, is. ód. net H.M.S.O., Jan.'22",,,,Jan.'22,1922,
"Acts of Parliament--Local and private. Liverpool Corporation, 378. net......H.M.S.O., Feb. '22",,,Acts of Parliament--Local and private,H.M.S.O.,,,"Acts of Parliament--Local and private. Liverpool Corporation, 378. net......H.M.S.O., Feb. '22",,,,Feb. '22,1922,
"Acts of Parliament-Public general acts passed in the uth and 12th years of the reign of H.M. George V: Table showing the effect on the. s. Od. net. H.M.S.O., May'22",,,Acts of Parliament-Public general acts passed in the uth and,H.M.S.O.,,,"Acts of Parliament-Public general acts passed in the uth and 12th years of the reign of H.M. George V: Table showing the effect on the. IS. Od. net. H.M.S.O., May'22",,,,May'22,1922,
"Acts of Parliament-Local and private. Milford docks. ed. net .H.M.S.O., June '22",,,Acts of Parliament-Local and private,H.M.S.O.,,,"Acts of Parliament-Local and private. Milford docks. ed. net .H.M.S.O., June '22",,,,June '22,1922,
"Acts of Parliament-Local and private : Legal and General Assurance Soc., Ltd., 3s. net; Leicester freemen, gd, net. H.M.S.O., Aug. '22",,,Acts of Parliament-Local and private : Legal and General Assurance Soc,H.M.S.O.,,,"Acts of Parliament-Local and private : Legal and General Assurance Soc., Ltd., 35. net; Leicester freemen, gd, net. H.M.S.O., Aug. '22",,,,Aug. '22,1922,
"Adams (John)-The Student's guide. 5th impr. Cr. 8vo. 7£ X 5, pp. 302, 3s. 6d. net. Univ. OF LONDON PR., Aug. '22",Adams,John,The Student's guide,OF LONDON PR.,,8vo.,"Adams (John)-The Student's guide. 5th impr. Cr. 8vo. 7£ X 5, pp. 302, 3s. 6d. net. Univ. OF LONDON PR., Aug. '22",John Adams,['Adams (John)'],,Aug. '22,1922,
"Adcock (A. St. John)-The Divine tragedy. Cr. 8vo. 71 x 51, pp. 92, 5s, net. Selwyn & B., Sept. '22",Adcock,A. St. John,The Divine tragedy,B.,,8vo.,"Adcock (A. St. John)-The Divine tragedy. Cr. 8vo. 71 x 51, pp. 92, 5s, net. Selwyn & B., Sept. '22",A. St. John Adcock,['Adcock (A. St. John)'],,Sept. '22,1922,
"Adams Elisabeth B.)-My cat Prospêro : pioneer who hridged the gulf between the and the unseen. 71 x 5, pp 167, 58. net HUTCHINSON, Apr. '22",,,Adams Elisabeth B.)-My cat Prospêro : pioneer who hridged the gulf between the and the unseen,HUTCHINSON,,,"Adams Elisabeth B.)-My cat Prospêro : pioneer who hridged the gulf between the and the unseen. 71 x 5, pp 167, 58. net HUTCHINSON, Apr. '22",,,,Apr. '22,1922,
"Adams (Elizabeth K.)-Women professional workers. Cr. 8vo. pp. 467, 138. net MACMILLAN, Jan.'22",Adams,Elizabeth K.,Women professional workers,MACMILLAN,,8vo.,"Adams (Elizabeth K.)-Women professional workers. Cr. 8vo. pp. 467, 138. net MACMILLAN, Jan.'22",Elizabeth K. Adams,['Adams (Elizabeth K.)'],,Jan.'22,1922,
"Adams (Elmer C.)-Heroines of modern progress. Cr. 8vo, ios, net.. . MACMILLAN, May '22",Adams,Elmer C.,Heroines of modern progress,MACMILLAN,,"8vo,","Adams (Elmer C.)-Heroines of modern progress. Cr. 8vo, ios, net.. . MACMILLAN, May '22",Elmer C. Adams,['Adams (Elmer C.)'],,May '22,1922,
"MACMILLAN, May '22",,,,MACMILLAN,,,"MACMILLAN, May '22",,,,May '22,1922,
"Address to women on the prevention of venereal disease. By a woman. 7+* 5, pp. 24, swd. 2d. net. (69, Albert Rd., Southsea) F. MALCOLM, Nov. '22",,,Address to women on the prevention of venereal disease,F. MALCOLM,,,"Address to women on the prevention of venereal disease. By a woman. 7+* 5, pp. 24, swd. 2d. net. (69, Albert Rd., Southsea) F. MALCOLM, Nov. '22",,,,Nov. '22,1922,
"Admiralty-Appropriation account, 1920–21, 6s. net; Statement of excess, 1920–21, id. H.M.S.O., Apr. '22",,,Admiralty-Appropriation account,H.M.S.O.,,,"Admiralty-Appropriation account, 1920–21, 6s. net; Statement of excess, 1920–21, id. H.M.S.O., Apr. '22",,,,Apr. '22,1922,
"Admiralty-Cookery, Manual of Naval. is. net. H.M.S.O., June '22",,,"Admiralty-Cookery, Manual of Naval",H.M.S.O.,,,"Admiralty-Cookery, Manual of Naval. is. net. H.M.S.O., June '22",,,,June '22,1922,
"Admiralty--Dockyard expense accounts, 1919-20. .H.M.S.O., Mar.'22",,,Admiralty--Dockyard expense accounts,H.M.S.O.,,,"Admiralty--Dockyard expense accounts, 1919-20. .H.M.S.O., Mar.'22",,,,Mar.'22,1922,
"20. net H.M.S.O., Nov. '22",,,,H.M.S.O.,,,"20. net H.M.S.O., Nov. '22",,,,Nov. '22,1922,
"Admiralty-Fleets (British Empire and foreign countries) : return, Feb., 1922. 28. net. H.M.S.O., July '22",Admiralty-Fleets,British Empire,Feb,H.M.S.O.,,,"Admiralty-Fleets (British Empire and foreign countries) : return, Feb., 1922. 28. net. H.M.S.O., July '22",British Empire Admiralty-Fleets,"['Admiralty-Fleets (British Empire)', 'Admiralty-Fleets (foreign countries)']",,July '22,1922,
"Admiralty-King's regulations, etc. (Monthly.) ea. 4d. or gd.gnet. ..H.M.S.O., Jan., etc., '22","Admiralty-King's regulations, etc.",Monthly.,4d,H.M.S.O.,,,"Admiralty-King's regulations, etc. (Monthly.) ea. 4d. or gd.gnet. ..H.M.S.O., Jan., etc., '22","Monthly. Admiralty-King's regulations, etc.","[""Admiralty-King's regulations, etc. (Monthly.)""]",,"Jan., etc., '22",1922,
