entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Accounts (Public)—3rd report from the Select Ctte. 6d. net ...H.M.S.O., Aug. '22",Accounts,Public,,H.M.S.O.,6d.,,"Accounts (Public)—3rd report from the Select Ctte. 6d. net ...H.M.S.O., Aug. '22",Public Accounts,['Accounts (Public)'],,Aug. '22,1922,net
"2d. ; The woman. the AC Acharya (Sri Ananda)—Kalkaram: letters and poems of spiritual love and peace. Portrait. 8vo., pp. 524, 16s. net PROBSTHAIN, May'22",,,,PROBSTHAIN,16s.,8vo.,"2d. ; The woman. the AC Acharya (Sri Ananda)—Kalkaram: letters and poems of spiritual love and peace. Portrait. 8vo., pp. 524, 16s. net PROBSTHAIN, May'22",,,,May'22,1922,net
"MACMILLAN, May '22",,,,MACMILLAN,,,"MACMILLAN, May '22",,,,May '22,1922,
"20. net H.M.S.O., Nov. '22",,,,H.M.S.O.,,,"20. net H.M.S.O., Nov. '22",,,,Nov. '22,1922,
"3s. 6d, Bk. I. 55, net, Adult Education Ctte.-Paper No. 1, Report on local co-operation between universities, local education authorities and voluntary bodies, 4d.; No. 2, Report on the recruitment, train. ing and remuneration of tutors, 6d. net. H.M.S.O., J une '22",,,,H.M.S.O.,6d.,,"35. 6d, Bk. I. 55, net, Adult Education Ctte.-Paper No. 1, Report on local co-operation between universities, local education authorities and voluntary bodies, 4d.; No. 2, Report on the recruitment, train. ing and remuneration of tutors, 6d. net. H.M.S.O., J une '22",,,,J une '22,1922,net
"5s, net. H.M.S.O., July '22",,,,H.M.S.O.,5s.,,"5s, net. H.M.S.O., July '22",,,,July '22,1922,net
"Agriculture for Ireland (Dept. of)-20th annual general report, 1919-20. gs. net H.M.S.O., Mar. '22",Agriculture for Ireland,Dept. of,,H.M.S.O.,,,"Agriculture for Ireland (Dept. of)-20th annual general report, 1919-20. gs. net H.M.S.O., Mar. '22",Dept. of Agriculture for Ireland,['Agriculture for Ireland (Dept. of)'],,Mar. '22,1922,
"Agriculture for Scotland (Board of)--10th report, 1921. 3s. net. .H.M.S.O., June '22",Agriculture for Scotland,Board of,,H.M.S.O.,3s.,,"Agriculture for Scotland (Board of)--10th report, 1921. 35. net. .H.M.S.O., June '22",Board of Agriculture for Scotland,['Agriculture for Scotland (Board of)'],,June '22,1922,net
"28. net. ..H.M.S.O., Apr. '22",,,,H.M.S.O.,,,"28. net. ..H.M.S.O., Apr. '22",,,,Apr. '22,1922,
"Aston (F. W.)-1sotopes. 84x54, pp. 160, gs. net ARNOLD, Mar. '22",Aston,F. W.,,ARNOLD,,,"Aston (F. W.)-Isotopes. 84x54, pp. 160, gs. net ARNOLD, Mar. '22",F. W. Aston,['Aston (F. W.)'],,Mar. '22,1922,
"AYRES, Apr.'22",,,,AYRES,,,"AYRES, Apr.'22",,,,Apr.'22,1922,
"12s. I 28. net .. . . . . . . Barcynska (Countess)—Ships come home. Cr. 8vo, 71 x 5, pp. 283, 7s. 6d. net. Hurst & B., Dec. '22",,,,B.,,"8vo,","I2S. I 28. net .. . . . . . . Barcynska (Countess)—Ships come home. Cr. 8vo, 71 x 5, pp. 283, 75. 6d. net. Hurst & B., Dec. '22",,,,Dec. '22,1922,
"6d. net. H.M.S.O., Nov. '22",,,,H.M.S.O.,6d.,,"6d. net. H.M.S.O., Nov. '22",,,,Nov. '22,1922,net
"Beaumont (1sabel)-Secret drama. (Melrose's £250 prize novel.) Cr. 8vo. 71 x 5, pp. 320, 7s. 6d. net.. ...MELROSE, Aug. '22",,,,MELROSE,7s. 6d.,8vo.,"Beaumont (Isabel)-Secret drama. (Melrose's £250 prize novel.) Cr. 8vo. 71 x 5, pp. 320, 75. 6d. net.. ...MELROSE, Aug. '22",,"[""Beaumont (1sabel)-Secret drama. (Melrose's £250 prize novel.)""]",,Aug. '22,1922,net
"net .LONGMANS, Apr.'22",,,,LONGMANS,,,"net .LONGMANS, Apr.'22",,,,Apr.'22,1922,
"Bills of Parliament-Liquor (popular control), s. net.... .....H.M.S.O., Sep.'22",Bills of Parliament-Liquor,popular control,,H.M.S.O.,,,"Bills of Parliament-Liquor (popular control), IS. net.... .....H.M.S.O., Sep.'22",popular control Bills of Parliament-Liquor,['Bills of Parliament-Liquor (popular control)'],,Sep.'22,1922,
"28. 6s. net....... Birch (J. Weedon)-The Rhodesian Lily. Ch. ed. Cr. 8vo. 75 X 5, pp. 255, 2s. 6d. net ROBINSON & B., Apr. 22",,,,ROBINSON & B.,2s. 6d.,8vo.,"28. 6s. net....... Birch (J. Weedon)-The Rhodesian Lily. Ch. ed. Cr. 8vo. 75 X 5, pp. 255, 25. 6d. net ROBINSON & B., Apr. 22",,,,Apr. 22,1922,net
"ea. s, 2s. 22.",,,,,,,"ea. IS, 25. 22.",,,,,1922,
"Blind (Advisory Ctte. on Welfare of the)-3rd annual report, 1921-22. 6d. net. H.M.S.O., Sep. '22",Blind,Advisory Ctte. on Welfare of the,,H.M.S.O.,6d.,,"Blind (Advisory Ctte. on Welfare of the)-3rd annual report, 1921-22. 6d. net. H.M.S.O., Sep. '22",Advisory Ctte. on Welfare of the Blind,['Blind (Advisory Ctte. on Welfare of the)'],,Sep. '22,1922,net
