entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"ABC (Rag Book). 12mo. 6d. net. DEAN, Oct. 03",ABC,Rag Book,,DEAN,6d.,,"ABC (Rag Book). 12mo. 6d. net. DEAN, Oct. 03",Rag Book ABC,['ABC (Rag Book)'],,Oct. 03,1903,net
"Arts and Crafts (Some). Illus. cr. 8vo. 7 × 5, pp. 336, 58. net (Woman's Library) CHAPMAN, Apr. 03",,,,CHAPMAN,,8vo.,"Arts and Crafts (Some). Illus. cr. 8vo. 7 × 5, pp. 336, 58. net (Woman's Library) CHAPMAN, Apr. 03",,"['Arts', 'Crafts (Some)']",,Apr. 03,1903,
"Asiatic Russia, Wright (Geo. Fred.) 32s. Ask Mamma, Surtees (R. S.) 6d. Aske (Rbt.), Pollard (E. F.) 2s... Askew (J. B.), Pros and Cons, 1s. 6d. net; Askwith (E. H.)-Course of Pure Geometry. Cr. 8vo. 7 × 5, pp. 220, 5s. .........C. J. CLAY, June 03","Asiatic Russia, Wright",Geo. Fred.,,C. J. CLAY,5s.,8vo.,"Asiatic Russia, Wright (Geo. Fred.) 32s. Ask Mamma, Surtees (R. S.) 6d. Aske (Rbt.), Pollard (E. F.) 2s... Askew (J. B.), Pros and Cons, 1s. 6d. net; Askwith (E. H.)-Course of Pure Geometry. Cr. 8vo. 7 × 5, pp. 220, 5s. .........C. J. CLAY, June 03","Geo. Fred. Asiatic Russia, Wright","['Asiatic Russia, Wright (Geo. Fred.)']",,June 03,1903,
"Automobile, Hasluck (Paul N.) 218. net. Ave Roma Immortalis, Crawford (Francis Marion) 8s. 6d. net Avebury (Lord)-Essays and Addresses, 1900-3. 8vo. 9 × 53, pp. 302, 7s. 6d. net MACMILLAN, Dec. 03","Automobile, Hasluck",Paul N.,,MACMILLAN,7s. 6d.,8vo.,"Automobile, Hasluck (Paul N.) 218. net. Ave Roma Immortalis, Crawford (Francis Marion) 8s. 6d. net Avebury (Lord)-Essays and Addresses, 1900-3. 8vo. 9 × 53, pp. 302, 7s. 6d. net MACMILLAN, Dec. 03","Paul N. Automobile, Hasluck","['Automobile, Hasluck (Paul N.)']",,Dec. 03,1903,net
"Beams (British Standard Sections). 8vo. swd. 18. ....LOCKWOOD, Dec. 03",Beams,British Standard Sections,,LOCKWOOD,,,"Beams (British Standard Sections). 8vo. swd. 18. ....LOCKWOOD, Dec. 03",British Standard Sections Beams,['Beams (British Standard Sections)'],,Dec. 03,1903,
"Cr. 8vo. 8× 5, Bower (Marian)-Marie-Eve. pp. 380, 6s. ...CASSELL, June 03",,,,CASSELL,6s.,8vo.,"Cr. 8vo. 8× 5, Bower (Marian)-Marie-Eve. pp. 380, 6s. ...CASSELL, June 03",,,,June 03,1903,
"Brooks (E. C. H.-)-Marriage and Marriages. (Parts 1 and 2 for Single, Part 3 for Married Folk.) Cr. 8vo. 7 × 5, pp. 270, 4s. net LONGMANS, Nov. 03",,,,LONGMANS,4s.,8vo.,"Brooks (E. C. H.-)-Marriage and Marriages. (Parts 1 and 2 for Single, Part 3 for Married Folk.) Cr. 8vo. 7 × 5, pp. 270, 4s. net LONGMANS, Nov. 03",,"['Brooks (E. C. H.-)-Marriage', 'Marriages. (Parts 1)', '-Marriage', 'Marriages. (2 for Single, Part 3 for Married Folk.)']",,Nov. 03,1903,net
"Cartwright (Julia, Mrs. Ady)-1sabella D Este, Marchioness of Mantua, 1474-1539: a Study of the Renaissance. 2 vols. 8vo. 9 x 5, pp. 850, 25s. net...……………… ..MURRAY, Apr. 03",Cartwright,"Julia, Mrs. Ady",,MURRAY,,8vo.,"Cartwright (Julia, Mrs. Ady)-Isabella D Este, Marchioness of Mantua, 1474-1539: a Study of the Renaissance. 2 vols. 8vo. 9 x 5, pp. 850, 25s. net...……………… ..MURRAY, Apr. 03","Julia, Mrs. Ady Cartwright","['Cartwright (Julia, Mrs. Ady)']",,Apr. 03,1903,
"Cr. 8vo. 7×5, pp. .......NASH, Feb. 03",,,,NASH,,8vo.,"Cr. 8vo. 7×5, pp. .......NASH, Feb. 03",,,,Feb. 03,1903,
"Detmold (M., E.)-16 Illus. of Subjects from Kipling's 'Jungle Book.' Folio, 105s. net MACMILLAN, Nov. 03",Detmold,"M., E.",,MACMILLAN,105s.,,"Detmold (M., E.)-16 Illus. of Subjects from Kipling's 'Jungle Book.' Folio, 105s. net MACMILLAN, Nov. 03","M., E. Detmold","['Detmold (M., E.)']",,Nov. 03,1903,net
"Deuteronomy, Callen (John) 5s. net Deutsch (L.)-Sixteen Years in Siberia: some Experiences of a Russian Revolutionist. With Illus. Trans. by Helen Chisholm. 8vo. 9 × 53, pp. 888, 15s. net .....MURRAY, Oct. 03","Deuteronomy, Callen",John,,MURRAY,15s.,8vo.,"Deuteronomy, Callen (John) 5s. net Deutsch (L.)-Sixteen Years in Siberia: some Experiences of a Russian Revolutionist. With Illus. Trans. by Helen Chisholm. 8vo. 9 × 53, pp. 888, 15s. net .....MURRAY, Oct. 03","John Deuteronomy, Callen","['Deuteronomy, Callen (John)']",,Oct. 03,1903,net
"Dobson (A.)-Fanny Burney (Madame d'Arblay). Cr. 8vo. 7 × 43, pp. 224, 28. net (English Men of Letters) .MACMILLAN, Nov. 03",,,,MACMILLAN,,8vo.,"Dobson (A.)-Fanny Burney (Madame d'Arblay). Cr. 8vo. 7 × 43, pp. 224, 28. net (English Men of Letters) .MACMILLAN, Nov. 03",,"[""Dobson (A.)-Fanny Burney (Madame d'Arblay)""]",,Nov. 03,1903,
"Douglas (J.-Robert Browning. Illus. Imp. 8vo. 18. net (Bookman Biographies)...HODDER, Dec. 03",Douglas,J.-Robert Browning. Illus. Imp. 8vo. 18. net (Bookman Biographies,,HODDER,,,"Douglas (J.-Robert Browning. Illus. Imp. 8vo. 18. net (Bookman Biographies)...HODDER, Dec. 03",J.-Robert Browning. Illus. Imp. 8vo. 18. net (Bookman Biographies Douglas,['Douglas (J.-Robert Browning. Illus. Imp. 8vo. 18. net (Bookman Biographies)'],,Dec. 03,1903,
"Evelina, Burney (F.) 6s. Evelyn (J.)-Diary. Ed. by William Bray. Thin paper ed. 12mo. 6 × 3, pp. 830, 3s. net; lthr. 3s. 6d. net... .NEWNES, May 03","Evelina, Burney",F.,,NEWNES,3s. 6d.,12mo.,"Evelina, Burney (F.) 6s. Evelyn (J.)-Diary. Ed. by William Bray. Thin paper ed. 12mo. 6 × 3, pp. 830, 3s. net; lthr. 3s. 6d. net... .NEWNES, May 03","F. Evelina, Burney","['Evelina, Burney (F.)']",,May 03,1903,net
