entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Block Calendar (Sportsman's) 1903. Quotations from Jorrocks. 1s. net ...SIMPKIN, Oct. 02",Block Calendar,Sportsman's,,SIMPKIN,1s.,,"Block Calendar (Sportsman's) 1903. Quotations from Jorrocks. 1s. net ...SIMPKIN, Oct. 02",Sportsman's Block Calendar,"[""Block Calendar (Sportsman's)""]",,Oct. 02,1902,net
"1902. Cr. 8vo. 12s. OFFICE, Feb. 02",,,,OFFICE,12s.,8vo.,"1902. Cr. 8vo. 12s. OFFICE, Feb. 02",,,,Feb. 02,1902,
"Burgess Letters, Lyall (E.) 2s. 6d. Burgin (G. B.)-A Wilful Woman. Cr. 8vo. 7×5, pp. 324, 68 …………………………….LONG, July 02","Burgess Letters, Lyall",E.,,LONG,,8vo.,"Burgess Letters, Lyall (E.) 2s. 6d. Burgin (G. B.)-A Wilful Woman. Cr. 8vo. 7×5, pp. 324, 68 …………………………….LONG, July 02","E. Burgess Letters, Lyall","['Burgess Letters, Lyall (E.)']",,July 02,1902,
"42s. Burke's Thoughts on the Cause of the Present Discontents. Ed. with Intro. and Notes by F. G. Selby. Cr. 8vo. 7 × 48, pp. 192, 2s. 6d. MACMILLAN, May 02",,,,MACMILLAN,2s. 6d.,8vo.,"42s. Burke's Thoughts on the Cause of the Present Discontents. Ed. with Intro. and Notes by F. G. Selby. Cr. 8vo. 7 × 48, pp. 192, 2s. 6d. MACMILLAN, May 02",,,,May 02,1902,
"METHUEN, June 02",,,,METHUEN,,,"METHUEN, June 02",,,,June 02,1902,
"Canon's Daughter, Cooke (W. B.) 68. Cantemus Domino: Little Book of Canticles chiefly as arranged in the Mozerabic Breviary. 32mo. 1s. 6d. net; lthr. 2s. net......PAUL, Dec. 02","Canon's Daughter, Cooke",W. B.,,PAUL,2s.,32mo.,"Canon's Daughter, Cooke (W. B.) 68. Cantemus Domino: Little Book of Canticles chiefly as arranged in the Mozerabic Breviary. 32mo. 1s. 6d. net; lthr. 2s. net......PAUL, Dec. 02","W. B. Canon's Daughter, Cooke","[""Canon's Daughter, Cooke (W. B.)""]",,Dec. 02,1902,net
"Cr. 8vo. 74 × 4}, .....LONG, July 02",,,,LONG,,8vo.,"Cr. 8vo. 74 × 4}, .....LONG, July 02",,,,July 02,1902,
"Illus. by Victor MURRAY, Oct. 02",,,,MURRAY,,,"Illus. by Victor MURRAY, Oct. 02",,,,Oct. 02,1902,
"Clark (G. E.)-500 Questions in Civil Service Geography. Containing Questions suitable for all Exams. where knowledge of Geography is required. Cr. 8vo. swd. 6d. ......SIMPKIN, Sep. 02",Clark,G. E.,,SIMPKIN,6d.,8vo.,"Clark (G. E.)-500 Questions in Civil Service Geography. Containing Questions suitable for all Exams. where knowledge of Geography is required. Cr. 8vo. swd. 6d. ......SIMPKIN, Sep. 02",G. E. Clark,['Clark (G. E.)'],,Sep. 02,1902,
"Clements (H.)-1s Vaccination a Failure? and the Discovery of the Cause and Law of Smallpox and other Epidemics. Cr. 8vo. swd. 6d. SIMPKIN, Apr. 02",Clements,H.,,SIMPKIN,6d.,8vo.,"Clements (H.)-Is Vaccination a Failure? and the Discovery of the Cause and Law of Smallpox and other Epidemics. Cr. 8vo. swd. 6d. SIMPKIN, Apr. 02",H. Clements,['Clements (H.)'],,Apr. 02,1902,
"8d.; swd. 6d. CHATTO, Mar. 02",,,,CHATTO,6d.,,"8d.; swd. 6d. CHATTO, Mar. 02",,,,Mar. 02,1902,
"Coronation Hymn (packets of 100). 1s. SIMPKIN, June 02",Coronation Hymn,packets of 100,,SIMPKIN,1s.,,"Coronation Hymn (packets of 100). 1s. SIMPKIN, June 02",packets of 100 Coronation Hymn,['Coronation Hymn (packets of 100)'],,June 02,1902,
"Illus. folio, 21s. net NEWNES, July 02",,,,NEWNES,21s.,,"Illus. folio, 21s. net NEWNES, July 02",,,,July 02,1902,net
"Cr. 8vo. 7×5, ..BELL, June 02",,,,BELL,,8vo.,"Cr. 8vo. 7×5, ..BELL, June 02",,,,June 02,1902,
"Cust (A. M.)—1vory Workers of the Middle Ages. Cr. 8vo. 7 × 54, pp. 190, 5s. net ...BELL, Mar. 02",Cust,A. M.,,BELL,5s.,8vo.,"Cust (A. M.)—Ivory Workers of the Middle Ages. Cr. 8vo. 7 × 54, pp. 190, 5s. net ...BELL, Mar. 02",A. M. Cust,['Cust (A. M.)'],,Mar. 02,1902,net
"3s. 6d.. ........C. H. KELLY, Dec. 02",,,,C. H. KELLY,3s. 6d.,,"3s. 6d.. ........C. H. KELLY, Dec. 02",,,,Dec. 02,1902,
"Decoy, Dana (Francis) 6s............ Deeds of Faith, Neale (J. M.) 18………………………………. Deeds and other Documents-Practical Sugges- tions on their Preparation for Registration at the Various Public Offices, with Forms, Tables of Fees, and Index. 3rd ed. 8vo. 84 × 5, pp. 110, 2s. 6d. net ........................WATERLOW, Jan. 02","Decoy, Dana",Francis,,WATERLOW,2s. 6d.,8vo.,"Decoy, Dana (Francis) 6s............ Deeds of Faith, Neale (J. M.) 18………………………………. Deeds and other Documents-Practical Sugges- tions on their Preparation for Registration at the Various Public Offices, with Forms, Tables of Fees, and Index. 3rd ed. 8vo. 84 × 5, pp. 110, 2s. 6d. net ........................WATERLOW, Jan. 02","Francis Decoy, Dana","['Decoy, Dana (Francis)']",,Jan. 02,1902,net
"Denmark, Thomas (M.) 6s. net Denney (E. E.), Roberts (P. Lyddon)-King's Scholarship Guide, 1902. Cr. 8vo. swd. 6d. net (Normal Tutorial Series) ......SIMPKIN, May 02","Denmark, Thomas",M.,,SIMPKIN,6d.,8vo.,"Denmark, Thomas (M.) 6s. net Denney (E. E.), Roberts (P. Lyddon)-King's Scholarship Guide, 1902. Cr. 8vo. swd. 6d. net (Normal Tutorial Series) ......SIMPKIN, May 02","M. Denmark, Thomas","['Denmark, Thomas (M.)']",,May 02,1902,net
"Dumas (A.)-Napoleon. 12mo. 2s. (Siepmann's French Series, Ely.) .........MACMILLAN, Mar. 02",,,,MACMILLAN,,,"Dumas (A.)-Napoleon. 12mo. 2s. (Siepmann's French Series, Ely.) .........MACMILLAN, Mar. 02",,"[""Dumas (A.)-Napoleon. 12mo. 2s. (Siepmann's French Series, Ely.)""]",,Mar. 02,1902,
"WESLEY, May 02",,,,WESLEY,,,"WESLEY, May 02",,,,May 02,1902,
"BELL, Aug. 02",,,,BELL,,,"BELL, Aug. 02",,,,Aug. 02,1902,
"Ewart (A. J.)-1st Stage Botany as illustrated by Flowering Plants, for Elementary Stage of South Kensington Bd. of Edu. Exams. 2nd ed. cr. 8vo. pp. 302, 2s. (Org. Sci. Series) .CLIVE, Dec, 02",Ewart,A. J.,,CLIVE,2s.,8vo.,"Ewart (A. J.)-1st Stage Botany as illustrated by Flowering Plants, for Elementary Stage of South Kensington Bd. of Edu. Exams. 2nd ed. cr. 8vo. pp. 302, 2s. (Org. Sci. Series) .CLIVE, Dec, 02",A. J. Ewart,['Ewart (A. J.)'],,"Dec, 02",1902,
"Football, Rugby, Trevor (Philip) 5s. net Football Who's Who and Guide to Association Clubs and Players. Season 1902-1903. Cr. 8vo. ....PEARSON, Oct. 02","Football, Rugby, Trevor",Philip,,PEARSON,,8vo.,"Football, Rugby, Trevor (Philip) 5s. net Football Who's Who and Guide to Association Clubs and Players. Season 1902-1903. Cr. 8vo. ....PEARSON, Oct. 02","Philip Football, Rugby, Trevor","['Football, Rugby, Trevor (Philip)']",,Oct. 02,1902,
"Cr. 8vo. swd. 1s. Forbes (Hon. Mrs. W. R. D.)-Unofficial: 2 Days' Drama. Cr. 8vo. 7 × 5, pp. 820, 6s. ……….................. CONSTABLE, Oct. 02",,,,CONSTABLE,,8vo.,"Cr. 8vo. swd. 1s. Forbes (Hon. Mrs. W. R. D.)-Unofficial: 2 Days' Drama. Cr. 8vo. 7 × 5, pp. 820, 6s. ……….................. CONSTABLE, Oct. 02",,,,Oct. 02,1902,
"64 × 4, pp. 72, 1s. Ford (H.)-Principia of Oratory. 12mo. pp. 40, ....STOCK, Apr. 02",,,,STOCK,,12mo.,"64 × 4, pp. 72, 1s. Ford (H.)-Principia of Oratory. 12mo. pp. 40, ....STOCK, Apr. 02",,,,Apr. 02,1902,
"Gardens, Old-time, Earle (A. M.) 10s. net...Jan. 03 Gardens Old and New: The Country House and its Garden Environment. Vol. 2. Fol. 428. net NEWNES, Dec. 02","Gardens, Old-time, Earle",A. M.,,NEWNES,,,"Gardens, Old-time, Earle (A. M.) 10s. net...Jan. 03 Gardens Old and New: The Country House and its Garden Environment. Vol. 2. Fol. 428. net NEWNES, Dec. 02","A. M. Gardens, Old-time, Earle","['Gardens, Old-time, Earle (A. M.)']",,Dec. 02,1902,
"Garenganze, Arnot (F. S.) 1s. Garland (H.)-Captain of the Gray-Horse Troop: a Novel. Cr. 8vo. 74 × 5, pp. 422, 6s. RICHARDS, Sep. 02","Garenganze, Arnot",F. S.,,RICHARDS,6s.,8vo.,"Garenganze, Arnot (F. S.) 1s. Garland (H.)-Captain of the Gray-Horse Troop: a Novel. Cr. 8vo. 74 × 5, pp. 422, 6s. RICHARDS, Sep. 02","F. S. Garenganze, Arnot","['Garenganze, Arnot (F. S.)']",,Sep. 02,1902,
"8vo. swd. 6d. METHUEN, Aug. 02",,,,METHUEN,6d.,,"8vo. swd. 6d. METHUEN, Aug. 02",,,,Aug. 02,1902,
"8vo. 1s..... Gentle Life, Friswell (J. Hain) ea. vl. 2s. Gentleman's Annual, Christmas 1902. swd. 1s. ...CHATTO, Nov. 02",,,,CHATTO,1s.,,"8vo. 1s..... Gentle Life, Friswell (J. Hain) ea. vl. 2s. Gentleman's Annual, Christmas 1902. swd. 1s. ...CHATTO, Nov. 02",,,,Nov. 02,1902,
"8vo. swd. 6d. ROUTLEDGE, June 02",,,,ROUTLEDGE,6d.,,"8vo. swd. 6d. ROUTLEDGE, June 02",,,,June 02,1902,
"8vo. swd. 6d. ROUTLEDGE, Oct. 02",,,,ROUTLEDGE,6d.,,"8vo. swd. 6d. ROUTLEDGE, Oct. 02",,,,Oct. 02,1902,
"8vo. swd. 6d. METHUEN, Apr. 02",,,,METHUEN,6d.,,"8vo. swd. 6d. METHUEN, Apr. 02",,,,Apr. 02,1902,
"Griffiths (A.)-No. 99, and Blue Blood. Cr. 8vo. 73 × 4, pp. 804, 3s. 6d. .MACQUEEN, May 02",Griffiths,A.,,MACQUEEN,3s. 6d.,8vo.,"Griffiths (A.)-No. 99, and Blue Blood. Cr. 8vo. 73 × 4, pp. 804, 3s. 6d. .MACQUEEN, May 02",A. Griffiths,['Griffiths (A.)'],,May 02,1902,
"Cr. 8vo. swd. 6d. PEARSON, June 02",,,,PEARSON,6d.,8vo.,"Cr. 8vo. swd. 6d. PEARSON, June 02",,,,June 02,1902,
".......... ....PEARSON, July 02",,,,PEARSON,,,".......... ....PEARSON, July 02",,,,July 02,1902,
"5s. net ................ Guy's Hospital Reports. Vol. 41. 10s. 6d. CHURCHILL, Feb. 02",,,,CHURCHILL,10s. 6d.,,"5s. net ................ Guy's Hospital Reports. Vol. 41. 10s. 6d. CHURCHILL, Feb. 02",,,,Feb. 02,1902,
"3rd Series. Vol. 57. 8vo. 10s. 6d. CHURCHILL, Dec. 02",,,,CHURCHILL,10s. 6d.,8vo.,"3rd Series. Vol. 57. 8vo. 10s. 6d. CHURCHILL, Dec. 02",,,,Dec. 02,1902,
"Herons, The, Shipton (H.) 2s. Herrick (C. T.)-In City Tents: How to Find, Furnish, and Keep a Small Home on Slender Means. Cr. 8vo. 58. ...............PUTNAM, Nov. 02","Herons, The, Shipton",H.,,PUTNAM,,8vo.,"Herons, The, Shipton (H.) 2s. Herrick (C. T.)-In City Tents: How to Find, Furnish, and Keep a Small Home on Slender Means. Cr. 8vo. 58. ...............PUTNAM, Nov. 02","H. Herons, The, Shipton","['Herons, The, Shipton (H.)']",,Nov. 02,1902,
"Hidden Manna, Dawson (A. J.) 6s..... Hieroglyphics, Machen (Arthur) 5s. net Higgin (L.)-Spanish Life in Town and Country, with Chapters on Portuguese Life in Town and Country by Eugene E. Street. 27 Illus. Cr. 8vo. 7 × 48, pp. 802, 3s. 6d. net ......NEWNES, June 02","Hidden Manna, Dawson",A. J.,,NEWNES,3s. 6d.,8vo.,"Hidden Manna, Dawson (A. J.) 6s..... Hieroglyphics, Machen (Arthur) 5s. net Higgin (L.)-Spanish Life in Town and Country, with Chapters on Portuguese Life in Town and Country by Eugene E. Street. 27 Illus. Cr. 8vo. 7 × 48, pp. 802, 3s. 6d. net ......NEWNES, June 02","A. J. Hidden Manna, Dawson","['Hidden Manna, Dawson (A. J.)']",,June 02,1902,net
"NELSON, Sep. 02",,,,NELSON,,,"NELSON, Sep. 02",,,,Sep. 02,1902,
"68. ........... …………….... Hill (G.)-The Aspirate; or, the Use of the letter 'H' in English, Latin, Greek, and Gaelic. Cr. 8vo. 7 × 5, pp. 160, 3s. 6d. .UNWIN, Feb. 02",,,,UNWIN,3s. 6d.,8vo.,"68. ........... …………….... Hill (G.)-The Aspirate; or, the Use of the letter 'H' in English, Latin, Greek, and Gaelic. Cr. 8vo. 7 × 5, pp. 160, 3s. 6d. .UNWIN, Feb. 02",,,,Feb. 02,1902,
"8vo. swd. 6d. J. LONG, Aug. 02",,,,J. LONG,6d.,,"8vo. swd. 6d. J. LONG, Aug. 02",,,,Aug. 02,1902,
"METHUEN, July 02",,,,METHUEN,,,"METHUEN, July 02",,,,July 02,1902,
"Howell (Hinds), Howell (A. R.) 5s............Dec. 99 Howells (W. D.)-Flight of Pony Baker: a Boy's Town Story. Illus. Cr. 8vo. 7 × 47, pp. 230, 5s. HARPER, Dec. 02",,,,HARPER,5s.,8vo.,"Howell (Hinds), Howell (A. R.) 5s............Dec. 99 Howells (W. D.)-Flight of Pony Baker: a Boy's Town Story. Illus. Cr. 8vo. 7 × 47, pp. 230, 5s. HARPER, Dec. 02",,"['Howell (Hinds), Howell (A. R.)']",,Dec. 02,1902,
"Hymns, Writers, Olding (B. S.) 4d.............Dec. 99 Hyndman (H. M.)-Commercial Crises of the 19th Century. 2nd ed. cr. 8vo. 7×5, pp. 180, 2s. 6d...... ...SONNENSCHEIN, May 02","Hymns, Writers, Olding",B. S.,,SONNENSCHEIN,2s. 6d.,8vo.,"Hymns, Writers, Olding (B. S.) 4d.............Dec. 99 Hyndman (H. M.)-Commercial Crises of the 19th Century. 2nd ed. cr. 8vo. 7×5, pp. 180, 2s. 6d...... ...SONNENSCHEIN, May 02","B. S. Hymns, Writers, Olding","['Hymns, Writers, Olding (B. S.)']",,May 02,1902,
"Job (Book of). Illus. by R. T. Roe. 4to. vellum, 258. net; Jap. vellum, 105s. net (Abbey Bible) BELL, Dec. 02",Job,Book of,,BELL,105s.,4to.,"Job (Book of). Illus. by R. T. Roe. 4to. vellum, 258. net; Jap. vellum, 105s. net (Abbey Bible) BELL, Dec. 02",Book of Job,['Job (Book of)'],,Dec. 02,1902,net
"Joinery (Practical). Cr. 8vo. swd. 6d. (Carpenter and Builder Technical Series) ...DICKS, July 02",Joinery,Practical,,DICKS,6d.,8vo.,"Joinery (Practical). Cr. 8vo. swd. 6d. (Carpenter and Builder Technical Series) ...DICKS, July 02",Practical Joinery,['Joinery (Practical)'],,July 02,1902,
"Keats (J.)-1sabella and the Eve of St. Agnes. 16mo. 51 × 4, pp. 70, 1s. 6d. net ...BELL, Mar. 02",Keats,J.,,BELL,1s. 6d.,16mo.,"Keats (J.)-Isabella and the Eve of St. Agnes. 16mo. 51 × 4, pp. 70, 1s. 6d. net ...BELL, Mar. 02",J. Keats,['Keats (J.)'],,Mar. 02,1902,net
"3s. 6d. net........ Keats (J.)-Poetical Works. Ed., with Intro. and Memoir, by Walter S. Scott. Hampstead ed. cr. 8vo. 7 × 43, pp. 672, 8s. 6d. net J. FINCH, Nov. 02",,,,J. FINCH,8s. 6d.,8vo.,"3s. 6d. net........ Keats (J.)-Poetical Works. Ed., with Intro. and Memoir, by Walter S. Scott. Hampstead ed. cr. 8vo. 7 × 43, pp. 672, 8s. 6d. net J. FINCH, Nov. 02",,,,Nov. 02,1902,net
"Cr. 8vo. swd. 1s. BURLEIGH, Nov. 02",,,,BURLEIGH,1s.,8vo.,"Cr. 8vo. swd. 1s. BURLEIGH, Nov. 02",,,,Nov. 02,1902,
"8vo. swd. 6d. Lepitre (A.)-St. Antony of Padua, 1195–1281. Trans. by Edith Guest. Cr. 8vo. 7 x 4, pp. 200, 88. (The Saints) ..DUCKWORTH, May 02",,,,DUCKWORTH,,8vo.,"8vo. swd. 6d. Lepitre (A.)-St. Antony of Padua, 1195–1281. Trans. by Edith Guest. Cr. 8vo. 7 x 4, pp. 200, 88. (The Saints) ..DUCKWORTH, May 02",,,,May 02,1902,
"NISTER, Sep. 02",,,,NISTER,,,"NISTER, Sep. 02",,,,Sep. 02,1902,
"Illus. by Charles 322, 7s. 6d. Long (W.J.)-Fowls of the Air. Copeland. Cr. 8vo. 8 x 54, pp. GINN, Nov. 02",,,,GINN,,8vo.,"Illus. by Charles 322, 7s. 6d. Long (W.J.)-Fowls of the Air. Copeland. Cr. 8vo. 8 x 54, pp. GINN, Nov. 02",,,,Nov. 02,1902,
"8vo. swd. 6d. WARD, LOCK, Dec. 02",,,,"WARD, LOCK",6d.,,"8vo. swd. 6d. WARD, LOCK, Dec. 02",,,,Dec. 02,1902,
"8vo. swd. 6d. WARD, LOCK, June 02",,,,"WARD, LOCK",6d.,,"8vo. swd. 6d. WARD, LOCK, June 02",,,,June 02,1902,
