entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Adams (G. P.)-1dealism in the modern age. 8vo. 10s. 6d. net (Yale Univ. Pr.) MILFORD, June '19",Adams,G. P.,,MILFORD,10s. 6d.,8vo.,"Adams (G. P.)-Idealism in the modern age. 8vo. 10s. 6d. net (Yale Univ. Pr.) MILFORD, June '19",G. P. Adams,['Adams (G. P.)'],,June '19,1919,net
"Admiralty-Navigation, Admiralty manual of H.M. STATIONERY OFFICE, Aug. '19",,,,H.M. STATIONERY OFFICE,,,"Admiralty-Navigation, Admiralty manual of H.M. STATIONERY OFFICE, Aug. '19",,,,Aug. '19,1919,
"Aerobatics, Barber (H.) 10s. 6d. net Aeronautical engineering, Text-bk. (A.) 15s. net Aeronautics (Advisory Ctte. for)-Balloons, Special Ctte. on the electrification of: Interim rept. 9d. H.M. STATIONERY OFF., Sept. '19","Aerobatics, Barber",H.,,H.M. STATIONERY OFF.,9d.,,"Aerobatics, Barber (H.) 10s. 6d. net Aeronautical engineering, Text-bk. (A.) 15s. net Aeronautics (Advisory Ctte. for)-Balloons, Special Ctte. on the electrification of: Interim rept. 9d. H.M. STATIONERY OFF., Sept. '19","H. Aerobatics, Barber","['Aerobatics, Barber (H.)']",,Sept. '19,1919,
"IS. H.M. STATIONERY OFF., May '19",,,,IS. H.M. STATIONERY OFF.,,,"IS. H.M. STATIONERY OFF., May '19",,,,May '19,1919,
"Agriculture for Scotland (Bd. of)-7th Report, for 1918. 8vo. 6d. H.M. STATIONERY OFF., July '19",Agriculture for Scotland,Bd. of,,H.M. STATIONERY OFF.,6d.,8vo.,"Agriculture for Scotland (Bd. of)-7th Report, for 1918. 8vo. 6d. H.M. STATIONERY OFF., July '19",Bd. of Agriculture for Scotland,['Agriculture for Scotland (Bd. of)'],,July '19,1919,
"Allerton (Mark)-1he Mill. Cr. 8vo. 7X42, pp. 184, 2s. net....SKEFFINGTON, May, '19",Allerton,Mark,,SKEFFINGTON,2s.,8vo.,"Allerton (Mark)-1he Mill. Cr. 8vo. 7X42, pp. 184, 25. net....SKEFFINGTON, May, '19",Mark Allerton,['Allerton (Mark)'],,"May, '19",1919,net
"Antarctic, With the (J. K.) 18s. net... Anthrax (Prevention of) Bill-Memorandum on expenditure likely to be incurred under Clause 2 (2). 1d. ..H.M. STATIONERY OFF., May '19","Antarctic, With the",J. K.,,H.M. STATIONERY OFF.,1d.,,"Antarctic, With the (J. K.) 18s. net... Anthrax (Prevention of) Bill-Memorandum on expenditure likely to be incurred under Clause 2 (2). Id. ..H.M. STATIONERY OFF., May '19","J. K. Antarctic, With the","['Antarctic, With the (J. K.)']",,May '19,1919,
"Arese (Visconti) see Litta (Duca, Visconti Arese) Argentine standard directory of national and foreign merchants and manufacturers, 1919. 107, pp. 800, $10 (813-4, Salisbury Ho., London Wall, E.C. 2) D. G. BEGG, Oct. 19",Arese,Visconti,,D. G. BEGG,,,"Arese (Visconti) see Litta (Duca, Visconti Arese) Argentine standard directory of national and foreign merchants and manufacturers, 1919. 107, pp. 800, $10 (813-4, Salisbury Ho., London Wall, E.C. 2) D. G. BEGG, Oct. 19",Visconti Arese,['Arese (Visconti)'],,Oct. 19,1919,
"Army Ceremonial (1912). (Repr. 1919). 6d. ; Provisional amendments, 1914 (repr. 1919), 2d. H.M. STATIONERY OFF., June '19",,,,H.M. STATIONERY OFF.,2d.,,"Army Ceremonial (1912). (Repr. 1919). 6d. ; Provisional amendments, 1914 (repr. 1919), 2d. H.M. STATIONERY OFF., June '19",,['Army Ceremonial (1912). (Repr. 1919)'],,June '19,1919,
"H.M. STATIONERY OFF., Jan. '19",,,,H.M. STATIONERY OFF.,,,"H.M. STATIONERY OFF., Jan. '19",,,,Jan. '19,1919,
"Auberon Hope, Hunt (A.) 6s. net Aubry (G. Jean-) see Jean-Aubry. Aucassin et Nicolete. Ed. by F. W. Bourdillon. Cr. 8vo. 4s. 6d. net. (Modern language texts. French ser., mediaval sect.) LONGMANS, Nov. '19","Auberon Hope, Hunt",A.,,LONGMANS,,8vo.,"Auberon Hope, Hunt (A.) 6s. net Aubry (G. Jean-) see Jean-Aubry. Aucassin et Nicolete. Ed. by F. W. Bourdillon. Cr. 8vo. 4s. 6d. net. (Modern language texts. French ser., mediaval sect.) LONGMANS, Nov. '19","A. Auberon Hope, Hunt","['Auberon Hope, Hunt (A.)']",,Nov. '19,1919,
"B. B., Stone (C.) 2s. net B. E. N., Conyers (D.) 7s. net. B.P. Scout.-Boy scout's general information. 1s. net Babcock (Bernie)-The Soul of Ann Rutledge : Abraham Lincoln's romance. Cr. 8vo. 7X5, pp. 323, 6s. net…………. .LIPPINCOTT, June '19","B. B., Stone",C.,,LIPPINCOTT,,8vo.,"B. B., Stone (C.) 2s. net B. E. N., Conyers (D.) 7s. net. B.P. Scout.-Boy scout's general information. Is. net Babcock (Bernie)-The Soul of Ann Rutledge : Abraham Lincoln's romance. Cr. 8vo. 7X5, pp. 323, 6s. net…………. .LIPPINCOTT, June '19","C. B. B., Stone","['B. B., Stone (C.)']",,June '19,1919,
"Ballard (Frank)-1s life worth living? The Christian answer to the problem of Pain. Cr. 8vo. 7×5, pp. 80, swd. is. 6d. net EPWORTH PR., Nov. '19",Ballard,Frank,,EPWORTH PR.,6d.,8vo.,"Ballard (Frank)-Is life worth living? The Christian answer to the problem of Pain. Cr. 8vo. 7×5, pp. 80, swd. is. 6d. net EPWORTH PR., Nov. '19",Frank Ballard,['Ballard (Frank)'],,Nov. '19,1919,net
"Baxter (J. S.) see Strahan (J. A.) and Baxter Baxter (Michael Paget)-Forty future wonders predicted in Daniel and Revelation. 14th ed. 8vo. pp. 594 CHRISTIAN HERALD, Dec. '19",Baxter,J. S.,,CHRISTIAN HERALD,,8vo.,"Baxter (J. S.) see Strahan (J. A.) and Baxter Baxter (Michael Paget)-Forty future wonders predicted in Daniel and Revelation. 14th ed. 8vo. pp. 594 CHRISTIAN HERALD, Dec. '19",J. S. Baxter,['Baxter (J. S.)'],,Dec. '19,1919,
"Berry (W. H.)-The New traffic (aircraft). 8vo. 7×4, pp. 192, 3s. 6d. net Cr. HURST & B., July '19",,,,HURST & B.,,,"Berry (W. H.)-The New traffic (aircraft). 8vo. 7×4, pp. 192, 3s. 6d. net Cr. HURST & B., July '19",,['Berry (W. H.)-The New traffic (aircraft)'],,July '19,1919,
"Ryl. 8vo. 9 × 71, pp. .BLACKIE, Sep. '19",,,,BLACKIE,,8vo.,"Ryl. 8vo. 9 × 71, pp. .BLACKIE, Sep. '19",,,,Sep. '19,1919,
"Bonfire, Brendon (A.) 7s. net. Book of bravery, Lanier (H. W.) 7s. 6d. net Bonne (C. L. Albert)-Le Français par l'exemple et les textes. Livre 4, La Famille Brizon: contes et recits. 18mo. 2s. net RIVINGTON, Mar. '19","Bonfire, Brendon",A.,,RIVINGTON,2s.,18mo.,"Bonfire, Brendon (A.) 7s. net. Book of bravery, Lanier (H. W.) 7s. 6d. net Bonne (C. L. Albert)-Le Français par l'exemple et les textes. Livre 4, La Famille Brizon: contes et recits. 18mo. 2s. net RIVINGTON, Mar. '19","A. Bonfire, Brendon","['Bonfire, Brendon (A.)']",,Mar. '19,1919,net
"Braucher (E. N.) see Hodgson (F. T.) and Braucher, Braun (Adolphe Armand)-Hieroglyphic or Greek method of life drawing. 4to. 15s. net BATSFORD, Jan. '19",Braucher,E. N.,,BATSFORD,15s.,,"Braucher (E. N.) see Hodgson (F. T.) and Braucher, Braun (Adolphe Armand)-Hieroglyphic or Greek method of life drawing. 4to. 15s. net BATSFORD, Jan. '19",E. N. Braucher,['Braucher (E. N.)'],,Jan. '19,1919,net
"Bulgy Billy, Jack (M.) 3s. 6d. net Bulkeley (Owen, Rev.)-How the Christian doctor and patient should act in sickness: an antidote to the baneful and heretical teaching of pseudo-Christian science. 2nd issue, enl. 8vo. pp. 14, swd. is. net ..R. SCOTT, Apr. '19","Bulgy Billy, Jack",M.,,R. SCOTT,,8vo.,"Bulgy Billy, Jack (M.) 3s. 6d. net Bulkeley (Owen, Rev.)-How the Christian doctor and patient should act in sickness: an antidote to the baneful and heretical teaching of pseudo-Christian science. 2nd issue, enl. 8vo. pp. 14, swd. is. net ..R. SCOTT, Apr. '19","M. Bulgy Billy, Jack","['Bulgy Billy, Jack (M.)']",,Apr. '19,1919,
"Burney (Rev. C. F.)-1srael's settlement in Canaan: the Biblical tradition and its historica background. (The Schweich Lectures, 1917.) Maps. Ryl. 8vo. 9× 61, pp. 115, 3s. 6d. net (British Academy). .MILFORD, Jan. '19",Burney,Rev. C. F.,,MILFORD,3s. 6d.,8vo.,"Burney (Rev. C. F.)-Israel's settlement in Canaan: the Biblical tradition and its historica background. (The Schweich Lectures, 1917.) Maps. Ryl. 8vo. 9× 61, pp. 115, 3s. 6d. net (British Academy). .MILFORD, Jan. '19",Rev. C. F. Burney,['Burney (Rev. C. F.)'],,Jan. '19,1919,net
"Burney (Rev. C. F.)-1srael's settlement in Canaan the Biblical tradition and its historical background. (Scheveich Lectures, 1917.) 2nd ed. 8vo. 3s. 6d. net. (British Academy) MILFORD, Nov. '19",Burney,Rev. C. F.,,MILFORD,,8vo.,"Burney (Rev. C. F.)-Israel's settlement in Canaan the Biblical tradition and its historical background. (Scheveich Lectures, 1917.) 2nd ed. 8vo. 3s. 6d. net. (British Academy) MILFORD, Nov. '19",Rev. C. F. Burney,['Burney (Rev. C. F.)'],,Nov. '19,1919,
"Cr. Cambridge University-Calendar, 1919-20. 8vo. pp. 1,222, 15s. net CAMB. UNIV. PR., Oct. '19",,,,CAMB. UNIV. PR.,15s.,8vo.,"Cr. Cambridge University-Calendar, 1919-20. 8vo. pp. 1,222, 15s. net CAMB. UNIV. PR., Oct. '19",,,,Oct. '19,1919,net
"Canby (Henry S.) see also Brooke (T.) and Canby Cancellor (Desmond)- Calvary Lane: an incident of No Man's Land, 1917. 8vo. pp. 15, swd. 1s. 6d. net ...WARREN, Jan. '19",Canby,Henry S.,,WARREN,1s. 6d.,,"Canby (Henry S.) see also Brooke (T.) and Canby Cancellor (Desmond)- Calvary Lane: an incident of No Man's Land, 1917. 8vo. pp. 15, swd. Is. 6d. net ...WARREN, Jan. '19",Henry S. Canby,['Canby (Henry S.)'],,Jan. '19,1919,net
"Cr. 8vo. 7X5, pp. 163, 5s. net. (English Cavers (F.)-Senior botany. 2nd ed. Cr. 8vo. Public Health Series). .CASSELL, Nov. '19 pp. 508, 5s. 6d....... UNIV. TUTOR. PR., Feb.'19",,,,UNIV. TUTOR. PR.,5s. 6d.,8vo.,"Cr. 8vo. 7X5, pp. 163, 5s. net. (English Cavers (F.)-Senior botany. 2nd ed. Cr. 8vo. Public Health Series). .CASSELL, Nov. '19 pp. 508, 5s. 6d....... UNIV. TUTOR. PR., Feb.'19",,,,Feb.'19,1919,
"Chatterton (E. Keble) -1he Marriages of Mayfair. New ed. Cr. 8vo. 2s. 6d. net S. PAUL, June '19",Chatterton,E. Keble,,S. PAUL,2s. 6d.,8vo.,"Chatterton (E. Keble) -1he Marriages of Mayfair. New ed. Cr. 8vo. 2s. 6d. net S. PAUL, June '19",E. Keble Chatterton,['Chatterton (E. Keble)'],,June '19,1919,net
"Cheerful-by request, Ferber (E.) 5s. net Cheerio! Nurse: in aid of the Nation's Fund for Nurses. Folio 11×8, pp. 148, swd. 3s. 6d. net BLIGHTY, May '19","Cheerful-by request, Ferber",E.,,BLIGHTY,3s. 6d.,,"Cheerful-by request, Ferber (E.) 5s. net Cheerio! Nurse: in aid of the Nation's Fund for Nurses. Folio 11×8, pp. 148, swd. 3s. 6d. net BLIGHTY, May '19","E. Cheerful-by request, Ferber","['Cheerful-by request, Ferber (E.)']",,May '19,1919,net
"Cr. 8vo. swd. .ALLEN & U., June '19",,,,ALLEN & U.,,8vo.,"Cr. 8vo. swd. .ALLEN & U., June '19",,,,June '19,1919,
"1d. .H.M. STATIONERY OFF., Feb. '19",,,,H.M. STATIONERY OFF.,1d.,,"Id. .H.M. STATIONERY OFF., Feb. '19",,,,Feb. '19,1919,
"Cohen (Chapman) see also Lyttelton (E.) and Cohen Cohen (Julius Henry)-Commercial arbitration and the law. 8vo. 12s. 6d. net APPLETON, Feb. '19",Cohen,Chapman,,APPLETON,12s. 6d.,,"Cohen (Chapman) see also Lyttelton (E.) and Cohen Cohen (Julius Henry)-Commercial arbitration and the law. 8vo. 12s. 6d. net APPLETON, Feb. '19",Chapman Cohen,['Cohen (Chapman)'],,Feb. '19,1919,net
"Crawford (Mrs. Maynard) see Baker (A. J.)  Crawford (W. J.)-Experiments in psychica science: levitation, contact,' and the direct voice. Cr. 8vo. 7×54, pp. 196, 6s. net WATKINS, May '19",Crawford,Mrs. Maynard,,WATKINS,6s.,8vo.,"Crawford (Mrs. Maynard) see Baker (A. J.)  Crawford (W. J.)-Experiments in psychica science: levitation, contact,' and the direct voice. Cr. 8vo. 7×54, pp. 196, 6s. net WATKINS, May '19",Mrs. Maynard Crawford,['Crawford (Mrs. Maynard)'],,May '19,1919,net
"Crimson gardenia, Beach (R.) 2s. net Cripps (Arthur Shearly)-Cinderella in the South : South African tales. Cr. 8vo. 7 X5, pp. 276, 6s. net .BLACKWELL, Feb. '19","Crimson gardenia, Beach",R.,,BLACKWELL,6s.,8vo.,"Crimson gardenia, Beach (R.) 2s. net Cripps (Arthur Shearly)-Cinderella in the South : South African tales. Cr. 8vo. 7 X5, pp. 276, 6s. net .BLACKWELL, Feb. '19","R. Crimson gardenia, Beach","['Crimson gardenia, Beach (R.)']",,Feb. '19,1919,net
"Cr. 8vo. 7 X5 Croker (B. M.)-Blue china. pp. 286, 6s. 9d. net......HUTCHINSON, Apr. '19",,,,HUTCHINSON,6s. 9d.,8vo.,"Cr. 8vo. 7 X5 Croker (B. M.)-Blue china. pp. 286, 6s. 9d. net......HUTCHINSON, Apr. '19",,,,Apr. '19,1919,net
