"A. (G. G.)-Step by Step: Simple Thoughts for those who wish to follow their Saviour through Holy Week. 18mo. 1s. 6d. net ...STOCK, Mar.<PAGE_NUM:1><DOCUMENT_PAGE_NUM:11> 02"
"A. (J. B)-Bunny Book for Babes and their Bet- ters (?). Written and Illus. Imp. 8vo. 10 × 71, pp. 56, 8s. 6d. .....NISBET, Oct.<PAGE_NUM:1><DOCUMENT_PAGE_NUM:11> 02"
"Abady (J.)-Gas Analyst's Manual. Incorporating F. W. H. Hartley's 'Gas Analyst's Manual' and 'Gas Measurement.' 8vo. 87×5, pp. 578, 188. .SPON, Sep.<PAGE_NUM:1><DOCUMENT_PAGE_NUM:11> 02"
"Abbey Bible, Book of Job, 258, 105s. net......Dec.<PAGE_NUM:1><DOCUMENT_PAGE_NUM:11> 02"
"Abbey Precincts, Stories, Giberne (A.) 8s. 6d. Oct.<PAGE_NUM:1><DOCUMENT_PAGE_NUM:11> 02"
"Abbeys &c., Lore, Timbs (Jn.), Gunn (Alex.) 10s. 6d. .May<PAGE_NUM:1><DOCUMENT_PAGE_NUM:11> 02"
"Abbot (L.)-The Soul's Quest. Long 8vo. pp. 74, 1s. 6d.; swd. 18. …..ALLENSON, Sep.<PAGE_NUM:1><DOCUMENT_PAGE_NUM:11> 02"
Abbot (W. J.)-American Merchant Ships and Sailors. Illus. 8vo. (New York) 10s. net Dec.<PAGE_NUM:1><DOCUMENT_PAGE_NUM:11> 02
"Abbott (A. C.)-The Principles of Bacteriology: practical Manual for Students and Physicians. 6th ed. Coloured Illus. Post 8vo. 12s. 6d. net H. K. LEWIS, Dec.<PAGE_NUM:1><DOCUMENT_PAGE_NUM:11> 02"
"Abbott (C. C.) In Nature's Realm. With Photogravure Frontispiece and 90 Drawings by Oliver Kemp. Roy. 8vo. pp. 809 (Trenton) London, 12s. 6d. net ........June<PAGE_NUM:1><DOCUMENT_PAGE_NUM:11> 02"
"net - .... Abbott (E. A.)-Diatessarica: Dealings with the interpretation of the Gospels. Part 1: Clue, a guide through Greek to Hebrew Scripture. Demy 8vo. pp. 178, 7s. 6d. net ...BLACK, Dec. 00 Abbott (E. A.)-Diatessarica. Part 2: The Cor- rections of Mark adopted by Matthew and Luke. Demy 8vo. pp. 856, 15s. net.........BLACK, Oct.<PAGE_NUM:1><DOCUMENT_PAGE_NUM:11> 01"
"Abbott (J.)-Young Christian. Abridged ed. 12mo. 64 × 4, pp. 860, 1s. 6d. REL. TRACT Soc. Apr.<PAGE_NUM:1><DOCUMENT_PAGE_NUM:11> 02"
"Abbott (J. H. M.)-Tommy Cornstalk: some Account of less notable Features of the South African War from the Point of View of the Australian Ranks. Cr. 8vo. 77 x 5, pp. 276, 5s. net ...LONGMANS, Apr.<PAGE_NUM:1><DOCUMENT_PAGE_NUM:11> 02"
"Abbott (J. S. C.)-Christopher Carson, known as Kit Carson. 12mo. (New York) London, 4s. 6d. net ........Jan.<PAGE_NUM:1><DOCUMENT_PAGE_NUM:11> 02"
"Abbreviations &c., Cordingley (W.) 18. net Feb.<PAGE_NUM:1><DOCUMENT_PAGE_NUM:11> 02"
