,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
1696,"Dolly's Governess, Layard (Geo. Somes) 18. net Dolly's Theatricals. Pictured and Described by D. Gwyn Jeffreys. Cr. 8vo. 7 × 42, pp. 112, bds. 2s. 6d.. METHUEN, Oct. 04","Dolly's Governess, Layard",Geo. Somes,,METHUEN,2s. 6d.,8vo.,"Dolly's Governess, Layard (Geo. Somes) 18. net Dolly's Theatricals. Pictured and Described by D. Gwyn Jeffreys. Cr. 8vo. 7 × 42, pp. 112, bds. 2s. 6d.. METHUEN, Oct. 04","Geo. Somes Dolly's Governess, Layard","[""Dolly's Governess, Layard (Geo. Somes)""]",,Oct. 04,1904,
1704,"8vo. swd. 6d. LONG, Sep. 04",,,,LONG,6d.,,"8vo. swd. 6d. LONG, Sep. 04",,,,Sep. 04,1904,
1737,"Drugs, Gadd (H. Wippell) 5s. net ...... Drummer Dick's Discharge, Burgh (B.) 6d. July 02 Drummond (H.)-Conquering and to Conquer. Cr. 8vo. swd. 6d... ....BAGSTER, Oct. 04","Drugs, Gadd",H. Wippell,,BAGSTER,6d.,8vo.,"Drugs, Gadd (H. Wippell) 5s. net ...... Drummer Dick's Discharge, Burgh (B.) 6d. July 02 Drummond (H.)-Conquering and to Conquer. Cr. 8vo. swd. 6d... ....BAGSTER, Oct. 04","H. Wippell Drugs, Gadd","['Drugs, Gadd (H. Wippell)']",,Oct. 04,1904,
1760,"8vo. swd. 6d. METHUEN, Feb. 04",,,,METHUEN,6d.,,"8vo. swd. 6d. METHUEN, Feb. 04",,,,Feb. 04,1904,
1778,"8vo. swd. 6d. METHUEN, Mar. 04",,,,METHUEN,6d.,,"8vo. swd. 6d. METHUEN, Mar. 04",,,,Mar. 04,1904,
1845,"Egan (P. M.)-373 Special Supplemental Exer- cises upon the Six Books of Euclid. All solved. Diagrams. Part 3. Cr. 8vo. 2s. 6d. Egerton (G.)-Fantasias. 162, 1s. 6d. net....... M. H. GILL, Jan. 04",Egan,P. M.,,M. H. GILL,1s. 6d.,8vo.,"Egan (P. M.)-373 Special Supplemental Exer- cises upon the Six Books of Euclid. All solved. Diagrams. Part 3. Cr. 8vo. 2s. 6d. Egerton (G.)-Fantasias. 162, 1s. 6d. net....... M. H. GILL, Jan. 04",P. M. Egan,['Egan (P. M.)'],,Jan. 04,1904,net
1846,"Cr. 8vo. 7 x 4, pp. ......J. LANE, July 04",,,,J. LANE,,8vo.,"Cr. 8vo. 7 x 4, pp. ......J. LANE, July 04",,,,July 04,1904,
1903,"Engleheart (Geo.), Williamson (G. C.) 25s., 528., 2528. .Dec. 02 ... English Augustinian Canonesses Regular of the Lateran at St. Monica's in Louvain Chronicle, 1548-162s. Edit. with notes by Dom Adam Hamilton. Roy. 8vo. 10s. 6d. net...SANDS, Aug. 04",,,,SANDS,10s. 6d.,8vo.,"Engleheart (Geo.), Williamson (G. C.) 25s., 528., 2528. .Dec. 02 ... English Augustinian Canonesses Regular of the Lateran at St. Monica's in Louvain Chronicle, 1548-1625. Edit. with notes by Dom Adam Hamilton. Roy. 8vo. 10s. 6d. net...SANDS, Aug. 04",,"['Engleheart (Geo.), Williamson (G. C.)']",,Aug. 04,1904,net
1958,"Fairless (Michael)-Roadmender. Illus. (re- issue). Cr. 8vo. 8 x 5, pp. 170, 58. DUCKWORTH, Feb. 04",,,,DUCKWORTH,,8vo.,"Fairless (Michael)-Roadmender. Illus. (re- issue). Cr. 8vo. 8 x 5, pp. 170, 58. DUCKWORTH, Feb. 04",,['Fairless (Michael)-Roadmender. Illus. (re- issue)'],,Feb. 04,1904,
2002,"NISTER, Sep. 04",,,,NISTER,,,"NISTER, Sep. 04",,,,Sep. 04,1904,
2050,"NEWNES, June 04",,,,NEWNES,,,"NEWNES, June 04",,,,June 04,1904,
2063,"OLIPHANT, May 04",,,,OLIPHANT,,,"OLIPHANT, May 04",,,,May 04,1904,
2080,"Flora Simlensis, Collett (H., Sir) 15s. net ...Dec. 02 Flora & Sylva. Vol. 1. 4to. 21s. net OFFICE, Jan. 04","Flora Simlensis, Collett","H., Sir",,OFFICE,21s.,4to.,"Flora Simlensis, Collett (H., Sir) 15s. net ...Dec. 02 Flora & Sylva. Vol. 1. 4to. 21s. net OFFICE, Jan. 04","H., Sir Flora Simlensis, Collett","['Flora Simlensis, Collett (H., Sir)']",,Jan. 04,1904,net
2113,"MACMILLAN, Oct. 04",,,,MACMILLAN,,,"MACMILLAN, Oct. 04",,,,Oct. 04,1904,
2124,"Illus. Keeper Jocko. 16mo. 53 × 4, pp. 88, 18. 6d. net; bds. 1s. net - NISBET, Oct. 04",,,,NISBET,,16mo.,"Illus. Keeper Jocko. 16mo. 53 × 4, pp. 88, 18. 6d. net; bds. 1s. net - NISBET, Oct. 04",,,,Oct. 04,1904,
2129,"28. 6d... Earlier Fowler (J. T.)-Durham University. Foundations and Present Colleges. Cr. 8vo. 77 × 5, pp. 824, 5s. net (College Histories) F. E. ROBINSON, Nov. 04",,,,F. E. ROBINSON,5s.,8vo.,"28. 6d... Earlier Fowler (J. T.)-Durham University. Foundations and Present Colleges. Cr. 8vo. 77 × 5, pp. 824, 5s. net (College Histories) F. E. ROBINSON, Nov. 04",,,,Nov. 04,1904,net
2201,"Furs, About, Cripps (Geo. R.) 1s. 6d..........Apr. 02 Furse (Charles Wellington)-Lenten Addresses and Meditations. Intro. by Charles Gore, Lord Bishop of Worcester. Cr. 8vo. 8 × 54, pp. 262, 6s. ....J. MURRAY, Feb. 04","Furs, About, Cripps",Geo. R.,,J. MURRAY,6s.,8vo.,"Furs, About, Cripps (Geo. R.) 1s. 6d..........Apr. 02 Furse (Charles Wellington)-Lenten Addresses and Meditations. Intro. by Charles Gore, Lord Bishop of Worcester. Cr. 8vo. 8 × 54, pp. 262, 6s. ....J. MURRAY, Feb. 04","Geo. R. Furs, About, Cripps","['Furs, About, Cripps (Geo. R.)']",,Feb. 04,1904,
2207,"Gale (N.)-Country Muse (a Selection). 18mo. 5x81, pp. 126, lthr. 1s. net; 6d. net (Smaller Classics) ………………..G. RICHARDS, July 04",,,,G. RICHARDS,,,"Gale (N.)-Country Muse (a Selection). 18mo. 5x81, pp. 126, lthr. 1s. net; 6d. net (Smaller Classics) ………………..G. RICHARDS, July 04",,['Gale (N.)-Country Muse (a Selection)'],,July 04,1904,
2212,"Gallichan (Mrs. Walter)-see Hartley (C. Gas- quoine) 15s. net Gallichan (W. M.)-Fishing and Travel in Spain: Guide to Angler. Illus. Cr. 8vo. 7 × 43, pp. 240, 5s. net..................F. E. ROBINSON, May 04",,,,F. E. ROBINSON,5s.,8vo.,"Gallichan (Mrs. Walter)-see Hartley (C. Gas- quoine) 15s. net Gallichan (W. M.)-Fishing and Travel in Spain: Guide to Angler. Illus. Cr. 8vo. 7 × 43, pp. 240, 5s. net..................F. E. ROBINSON, May 04",,['Gallichan (Mrs. Walter)-see Hartley (C. Gas- quoine)'],,May 04,1904,net
2217,"Galsworthy (J.)-1sland Pharisees: Novel. Cr. 8vo. 7 × 43, pp. 818, 6s. ....... ..HEINEMANN, Feb. 04",Galsworthy,J.,,HEINEMANN,6s.,8vo.,"Galsworthy (J.)-Island Pharisees: Novel. Cr. 8vo. 7 × 43, pp. 818, 6s. ....... ..HEINEMANN, Feb. 04",J. Galsworthy,['Galsworthy (J.)'],,Feb. 04,1904,
2285,"Genevra, Marriott (Chs.) 6s....... ....... Genge (R. S)-Kalendar of Hymns Ancient and Mod. for 190s. 6d. ; 2d. net. ...FROWDE, Nov. 04","Genevra, Marriott",Chs.,,FROWDE,2d.,,"Genevra, Marriott (Chs.) 6s....... ....... Genge (R. S)-Kalendar of Hymns Ancient and Mod. for 1905. 6d. ; 2d. net. ...FROWDE, Nov. 04","Chs. Genevra, Marriott","['Genevra, Marriott (Chs.)']",,Nov. 04,1904,net
2306,"Ghosh (A. S. K.)-1001 Arabian Nights: Trials of Narayan Lal. Cr. 8vo. 7 x 5, pp. 254, 6s. ........... Ghost, Praed (Mrs. C.) 18. HEINEMANN, Oct. 04",Ghosh,A. S. K.,,HEINEMANN,,8vo.,"Ghosh (A. S. K.)-1001 Arabian Nights: Trials of Narayan Lal. Cr. 8vo. 7 x 5, pp. 254, 6s. ........... Ghost, Praed (Mrs. C.) 18. HEINEMANN, Oct. 04",A. S. K. Ghosh,['Ghosh (A. S. K.)'],,Oct. 04,1904,
2346,"Glaucus, Kingsley (C.) 3s. 6d. Glazing. No. 1s. Cr. 8vo. swd. 6d. (Carpenter and Builder Technical Series)...DICKS, June 04","Glaucus, Kingsley",C.,,DICKS,6d.,8vo.,"Glaucus, Kingsley (C.) 3s. 6d. Glazing. No. 15. Cr. 8vo. swd. 6d. (Carpenter and Builder Technical Series)...DICKS, June 04","C. Glaucus, Kingsley","['Glaucus, Kingsley (C.)']",,June 04,1904,
2392,"Illus. Gospel of Jesus. Lessons on Gospe. Pictures from the Lips of Our Lord. By Alex- ander MacKeith. 4to. bds. 18. MACLURE, MACDONALD, Dec. 04",,,,"MACLURE, MACDONALD",,4to.,"Illus. Gospel of Jesus. Lessons on Gospe. Pictures from the Lips of Our Lord. By Alex- ander MacKeith. 4to. bds. 18. MACLURE, MACDONALD, Dec. 04",,,,Dec. 04,1904,
2402,"8vo. swd. 6d. EVERETT, Oct. 04",,,,EVERETT,6d.,,"8vo. swd. 6d. EVERETT, Oct. 04",,,,Oct. 04,1904,
2404,"EVERETT, Nov. 04",,,,EVERETT,,,"EVERETT, Nov. 04",,,,Nov. 04,1904,
2431,"Gozzoli (Benozzo. Roy. 8vo. 9 × 63, pp. 26 and plates, 3s. 6d. net (Art Library) NEWNES, May 04",Gozzoli,"Benozzo. Roy. 8vo. 9 × 63, pp. 26",,NEWNES,,,"Gozzoli (Benozzo. Roy. 8vo. 9 × 63, pp. 26 and plates, 3s. 6d. net (Art Library) NEWNES, May 04","Benozzo. Roy. 8vo. 9 × 63, pp. 26 Gozzoli","['Gozzoli (Benozzo. Roy. 8vo. 9 × 63, pp. 26)', 'Gozzoli (plates, 3s. 6d. net (Art Library)']",,May 04,1904,
2434,"Illus. 8vo. 84 × 6, ……..LANE, Sep. 04",,,,LANE,,8vo.,"Illus. 8vo. 84 × 6, ……..LANE, Sep. 04",,,,Sep. 04,1904,
