,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
495,"Cartwright (Julia, Mrs. Ady)-1sabella D Este, Marchioness of Mantua, 1474-1539: a Study of the Renaissance. 2 vols. 8vo. 9 x 5, pp. 850, 25s. net...……………… ..MURRAY, Apr. 03",Cartwright,"Julia, Mrs. Ady",,MURRAY,,8vo.,"Cartwright (Julia, Mrs. Ady)-Isabella D Este, Marchioness of Mantua, 1474-1539: a Study of the Renaissance. 2 vols. 8vo. 9 x 5, pp. 850, 25s. net...……………… ..MURRAY, Apr. 03","Julia, Mrs. Ady Cartwright","['Cartwright (Julia, Mrs. Ady)']",,Apr. 03,1903,
544,"R. B. JOHNSON, Nov. 03",,,,R. B. JOHNSON,,,"R. B. JOHNSON, Nov. 03",,,,Nov. 03,1903,
578,"1908] СІ Cinderella; or, the Little Glass Slipper. Illus. 16mo. 6d. ....S. C. BROWN, Sep. 03",,,,S. C. BROWN,6d.,16mo.,"1908] СІ Cinderella; or, the Little Glass Slipper. Illus. 16mo. 6d. ....S. C. BROWN, Sep. 03",,,,Sep. 03,1903,
621,"Cr. 8vo. 7×5, pp. .......NASH, Feb. 03",,,,NASH,,8vo.,"Cr. 8vo. 7×5, pp. .......NASH, Feb. 03",,,,Feb. 03,1903,
668,"8vo. sd. 6d. UNWIN, July 03",,,,UNWIN,6d.,,"8vo. sd. 6d. UNWIN, July 03",,,,July 03,1903,
759,"500 Applications in Box. 1s. .....SIMPKIN, Oct. 03",,,,SIMPKIN,1s.,,"500 Applications in Box. 1s. .....SIMPKIN, Oct. 03",,,,Oct. 03,1903,
781,"Detmold (M., E.)-16 Illus. of Subjects from Kipling's 'Jungle Book.' Folio, 105s. net MACMILLAN, Nov. 03",Detmold,"M., E.",,MACMILLAN,105s.,,"Detmold (M., E.)-16 Illus. of Subjects from Kipling's 'Jungle Book.' Folio, 105s. net MACMILLAN, Nov. 03","M., E. Detmold","['Detmold (M., E.)']",,Nov. 03,1903,net
782,"Deuteronomy, Callen (John) 5s. net Deutsch (L.)-Sixteen Years in Siberia: some Experiences of a Russian Revolutionist. With Illus. Trans. by Helen Chisholm. 8vo. 9 × 53, pp. 888, 15s. net .....MURRAY, Oct. 03","Deuteronomy, Callen",John,,MURRAY,15s.,8vo.,"Deuteronomy, Callen (John) 5s. net Deutsch (L.)-Sixteen Years in Siberia: some Experiences of a Russian Revolutionist. With Illus. Trans. by Helen Chisholm. 8vo. 9 × 53, pp. 888, 15s. net .....MURRAY, Oct. 03","John Deuteronomy, Callen","['Deuteronomy, Callen (John)']",,Oct. 03,1903,net
790,"21s. net Diary, Stud Book, Training Register, and Almanac, 1908. Compiled by Squills. Cr. 8vo. swd. 1s. 6d. net ..... ..NEWNES, Jan. 03",,,,NEWNES,1s. 6d.,8vo.,"21s. net Diary, Stud Book, Training Register, and Almanac, 1908. Compiled by Squills. Cr. 8vo. swd. 1s. 6d. net ..... ..NEWNES, Jan. 03",,,,Jan. 03,1903,net
847,"Dobson (A.)-Fanny Burney (Madame d'Arblay). Cr. 8vo. 7 × 43, pp. 224, 28. net (English Men of Letters) .MACMILLAN, Nov. 03",,,,MACMILLAN,,8vo.,"Dobson (A.)-Fanny Burney (Madame d'Arblay). Cr. 8vo. 7 × 43, pp. 224, 28. net (English Men of Letters) .MACMILLAN, Nov. 03",,"[""Dobson (A.)-Fanny Burney (Madame d'Arblay)""]",,Nov. 03,1903,
870,"Douglas (J.-Robert Browning. Illus. Imp. 8vo. 18. net (Bookman Biographies)...HODDER, Dec. 03",Douglas,J.-Robert Browning. Illus. Imp. 8vo. 18. net (Bookman Biographies,,HODDER,,,"Douglas (J.-Robert Browning. Illus. Imp. 8vo. 18. net (Bookman Biographies)...HODDER, Dec. 03",J.-Robert Browning. Illus. Imp. 8vo. 18. net (Bookman Biographies Douglas,['Douglas (J.-Robert Browning. Illus. Imp. 8vo. 18. net (Bookman Biographies)'],,Dec. 03,1903,
950,"PAUL, July 03",,,,PAUL,,,"PAUL, July 03",,,,July 03,1903,
960,"8vo. swd. 6d. ROUTLEDGE, Nov. 03",,,,ROUTLEDGE,6d.,,"8vo. swd. 6d. ROUTLEDGE, Nov. 03",,,,Nov. 03,1903,
1025,"Evelina, Burney (F.) 6s. Evelyn (J.)-Diary. Ed. by William Bray. Thin paper ed. 12mo. 6 × 3, pp. 830, 3s. net; lthr. 3s. 6d. net... .NEWNES, May 03","Evelina, Burney",F.,,NEWNES,3s. 6d.,12mo.,"Evelina, Burney (F.) 6s. Evelyn (J.)-Diary. Ed. by William Bray. Thin paper ed. 12mo. 6 × 3, pp. 830, 3s. net; lthr. 3s. 6d. net... .NEWNES, May 03","F. Evelina, Burney","['Evelina, Burney (F.)']",,May 03,1903,net
1042,"Faber, Selections, Fitzpatrick (John, Rev.) 18. Nov. 01 Fables for the Fair. By One of Them. New ed. cr. 8vo. 7 × 5, pp. 132, swd. 1s. net A. H. BULLEN, Sep. 03","Faber, Selections, Fitzpatrick","John, Rev.",,A. H. BULLEN,1s.,8vo.,"Faber, Selections, Fitzpatrick (John, Rev.) 18. Nov. 01 Fables for the Fair. By One of Them. New ed. cr. 8vo. 7 × 5, pp. 132, swd. 1s. net A. H. BULLEN, Sep. 03","John, Rev. Faber, Selections, Fitzpatrick","['Faber, Selections, Fitzpatrick (John, Rev.)']",,Sep. 03,1903,net
1069,"Fatigue, Mosso (A.) 4s. 6d..... Fauna Hawaiiensis. Vol. 8, Part 2: Diptera (Supplement), by P. H. Grimshaw and P. Speiser; Hemiptera, by G. W. Kirkaldy. 4to. swd. 148. net ......C. J. CLAY, Mar. 03","Fatigue, Mosso",A.,,C. J. CLAY,,4to.,"Fatigue, Mosso (A.) 4s. 6d..... Fauna Hawaiiensis. Vol. 8, Part 2: Diptera (Supplement), by P. H. Grimshaw and P. Speiser; Hemiptera, by G. W. Kirkaldy. 4to. swd. 148. net ......C. J. CLAY, Mar. 03","A. Fatigue, Mosso","['Fatigue, Mosso (A.)']",,Mar. 03,1903,
1077,"*.*.......................... CLIVE, Mar. 03",,,,CLIVE,,,"*.*.......................... CLIVE, Mar. 03",,,,Mar. 03,1903,
1272,"D. DOUGLAS, July 03",,,,D. DOUGLAS,,,"D. DOUGLAS, July 03",,,,July 03,1903,
1276,"Gearey (Caroline)-Views of Life (of a Lesser Man). 12mo. 6 × 4, pp. 126, 1s. 6d. net DRANE, Dec. 03",,,,DRANE,1s. 6d.,,"Gearey (Caroline)-Views of Life (of a Lesser Man). 12mo. 6 × 4, pp. 126, 1s. 6d. net DRANE, Dec. 03",,['Gearey (Caroline)-Views of Life (of a Lesser Man)'],,Dec. 03,1903,net
1314,"Gilbert (G.)-1sland of Sorrow: Historical Novel, 1797-1808. Cr. 8vo. 77 × 41, pp. 384, 6s. LONG, Sep. 03",Gilbert,G.,,LONG,6s.,8vo.,"Gilbert (G.)-Island of Sorrow: Historical Novel, 1797-1808. Cr. 8vo. 77 × 41, pp. 384, 6s. LONG, Sep. 03",G. Gilbert,['Gilbert (G.)'],,Sep. 03,1903,
1330,"A. MELROSE, Sep. 03",,,,A. MELROSE,,,"A. MELROSE, Sep. 03",,,,Sep. 03,1903,
1342,"8d. Globe Geography Readers. Intermediate, by V. T. Murche. 12mo. 1s. 6d. MACMILLAN, Apr. 03",,,,MACMILLAN,1s. 6d.,12mo.,"8d. Globe Geography Readers. Intermediate, by V. T. Murche. 12mo. 1s. 6d. MACMILLAN, Apr. 03",,,,Apr. 03,1903,
1381,"Ashton (John) 7s. 6d. net Gotch (Phyllis M.)-The Romance of a Boo-Bird Chick: Verses and Pictures. Cr. 8vo. 7 × 4, 1s. 6d. .R. B. JOHNSON, Oct. 03",Ashton,John,,R. B. JOHNSON,1s. 6d.,8vo.,"Ashton (John) 7s. 6d. net Gotch (Phyllis M.)-The Romance of a Boo-Bird Chick: Verses and Pictures. Cr. 8vo. 7 × 4, 1s. 6d. .R. B. JOHNSON, Oct. 03",John Ashton,['Ashton (John)'],,Oct. 03,1903,
1393,"Gould (Nat)-The Runaways. (Nat Gould's Annual.) 8vo. swd. 1s. ..EVERETT, Nov. 03",,,,EVERETT,1s.,,"Gould (Nat)-The Runaways. (Nat Gould's Annual.) 8vo. swd. 1s. ..EVERETT, Nov. 03",,"[""Gould (Nat)-The Runaways. (Nat Gould's Annual.)""]",,Nov. 03,1903,
1395,"Cr. 8vo. 7 × 43, pp. .EVERETT, Mar. 03",,,,EVERETT,,8vo.,"Cr. 8vo. 7 × 43, pp. .EVERETT, Mar. 03",,,,Mar. 03,1903,
1396,"8vo. swd. 6d. EVERETT, Dec. 03",,,,EVERETT,6d.,,"8vo. swd. 6d. EVERETT, Dec. 03",,,,Dec. 03,1903,
1433,"Green (A. K.)-7 to 12: a Detective Story. 8vo. swd. 6d. .ROUTLEDGE, July 03",Green,A. K.,,ROUTLEDGE,6d.,8vo.,"Green (A. K.)-7 to 12: a Detective Story. 8vo. swd. 6d. .ROUTLEDGE, July 03",A. K. Green,['Green (A. K.)'],,July 03,1903,
1454,"Greene (A.-Dantesques: Sonnet Companion to the 'Inferno.' 16mo. swd. 18. net (Vigo Cabinet Series) ..E. MATHEWS, Oct. 03",Greene,A.-Dantesques: Sonnet Companion to the 'Inferno.' 16mo. swd. 18. net (Vigo Cabinet Series,,E. MATHEWS,,,"Greene (A.-Dantesques: Sonnet Companion to the 'Inferno.' 16mo. swd. 18. net (Vigo Cabinet Series) ..E. MATHEWS, Oct. 03",A.-Dantesques: Sonnet Companion to the 'Inferno.' 16mo. swd. 18. net (Vigo Cabinet Series Greene,"[""Greene (A.-Dantesques: Sonnet Companion to the 'Inferno.' 16mo. swd. 18. net (Vigo Cabinet Series)""]",,Oct. 03,1903,
1532,"158. net 58. .......... x Hakluyt (R.)-Principal Navigations. Voyages, Traffiques, Discoveries of the English Nation, made by Sea or Over-land to the Remote and Farthest Distant Quarters of the Earth at any time within the compasse of these 1600 Yeeres. In 12 vols. (Vols. 1 and 2 ready.) Roy. 8vo. 9 × 53 (sets only), 150s. net ....... ..MACLEHOSE, Nov. 03",,,,MACLEHOSE,150s.,8vo.,"158. net 58. .......... x Hakluyt (R.)-Principal Navigations. Voyages, Traffiques, Discoveries of the English Nation, made by Sea or Over-land to the Remote and Farthest Distant Quarters of the Earth at any time within the compasse of these 1600 Yeeres. In 12 vols. (Vols. 1 and 2 ready.) Roy. 8vo. 9 × 53 (sets only), 150s. net ....... ..MACLEHOSE, Nov. 03",,,,Nov. 03,1903,net
1564,"8vo. bds. 30s. net Handley Cross, Surtees (Rbt.) 6d. ..MACMILLAN, Feb. 03",,,,MACMILLAN,6d.,,"8vo. bds. 30s. net Handley Cross, Surtees (Rbt.) 6d. ..MACMILLAN, Feb. 03",,,,Feb. 03,1903,
1649,"1898-1903. 8vo. 36s. net ...QUARITCH, Nov. 03",,,,QUARITCH,36s.,8vo.,"1898-1903. 8vo. 36s. net ...QUARITCH, Nov. 03",,,,Nov. 03,1903,net
1714,"Histology (Catechism Series). Cr. 8vo. swd. 1s. net....... ………..LIVINGSTONE, Feb. 03",Histology,Catechism Series,,LIVINGSTONE,,8vo.,"Histology (Catechism Series). Cr. 8vo. swd. 1s. net....... ………..LIVINGSTONE, Feb. 03",Catechism Series Histology,['Histology (Catechism Series)'],,Feb. 03,1903,
1723,"8vo. 74 × 44, pp. 352, 2s. Hocking (S. K.)-Rex Raynor, Artist: a Story of Sowing and Reaping. New ed. cr. 8vo. 71 × 47, pp. 240, 2s. WARNE, Feb. 03",,,,WARNE,2s.,8vo.,"8vo. 74 × 44, pp. 352, 2s. Hocking (S. K.)-Rex Raynor, Artist: a Story of Sowing and Reaping. New ed. cr. 8vo. 71 × 47, pp. 240, 2s. WARNE, Feb. 03",,,,Feb. 03,1903,
1760,"5s. net ........... Home Words for Heart and Hearth. Roy. 8vo. 2s. OFFICE, Nov. 03",,,,OFFICE,2s.,8vo.,"5s. net ........... Home Words for Heart and Hearth. Roy. 8vo. 2s. OFFICE, Nov. 03",,,,Nov. 03,1903,
1822,"Cr. 8vo. 74 × 43, pp. ………………………..LONG, Oct. 03",,,,LONG,,8vo.,"Cr. 8vo. 74 × 43, pp. ………………………..LONG, Oct. 03",,,,Oct. 03,1903,
1841,"1deal (The): Quarterly Publication. Vol. 1, Part 1. Ed. by A. G. Temple. Folio, 252s. net NEWNES, Jan. 03",,,,NEWNES,252s.,,"Ideal (The): Quarterly Publication. Vol. 1, Part 1. Ed. by A. G. Temple. Folio, 252s. net NEWNES, Jan. 03",,,,Jan. 03,1903,net
1842,"1dler. Vol. 22. Roy. 8vo. 58. ...CHATTO, Mar. 03",,,,CHATTO,,8vo.,"Idler. Vol. 22. Roy. 8vo. 58. ...CHATTO, Mar. 03",,,,Mar. 03,1903,
1843,"1dler. Vol. 23. 8vo. 5s..... ......CHATTO, Sep. 03",,,,CHATTO,5s.,8vo.,"Idler. Vol. 23. 8vo. 5s..... ......CHATTO, Sep. 03",,,,Sep. 03,1903,
1845,"TUCK, Sep. 03",,,,TUCK,,,"TUCK, Sep. 03",,,,Sep. 03,1903,
1862,"1s it going to Rain? Popular Weather Prognostics, selected and reliable. Notes by Edward Vernour. 12mo. swd. 1s. net MACNIVEN, July 03",,,,MACNIVEN,1s.,12mo.,"Is it going to Rain? Popular Weather Prognostics, selected and reliable. Notes by Edward Vernour. 12mo. swd. 1s. net MACNIVEN, July 03",,,,July 03,1903,net
1863,"1s it Shakespeare? The Great Question of Eliza- bethan Literature Answered in the Light of New Revelations and Important Contemporary Evidence hitherto Unnoticed. By a Cambridge Graduate. With Facsimiles. 8vo. 8 x 5, pp. 400, 12s. net... .MURRAY, Mar. 03",,,,MURRAY,12s.,8vo.,"Is it Shakespeare? The Great Question of Eliza- bethan Literature Answered in the Light of New Revelations and Important Contemporary Evidence hitherto Unnoticed. By a Cambridge Graduate. With Facsimiles. 8vo. 8 x 5, pp. 400, 12s. net... .MURRAY, Mar. 03",,,,Mar. 03,1903,net
1902,"RICHARDS, Mar. 03",,,,RICHARDS,,,"RICHARDS, Mar. 03",,,,Mar. 03,1903,
1957,"King's Esquires, Fenn (G. M.) 6s. HARPER, Dec. 03","King's Esquires, Fenn",G. M.,,HARPER,6s.,,"King's Esquires, Fenn (G. M.) 6s. HARPER, Dec. 03","G. M. King's Esquires, Fenn","[""King's Esquires, Fenn (G. M.)""]",,Dec. 03,1903,
2031,"HAZELL, Aug. 03",,,,HAZELL,,,"HAZELL, Aug. 03",,,,Aug. 03,1903,
2034,"Landor (W. S.-Pericles and Aspasia. Imp. 8vo. 638. net (Chiswick Library of Noble Writers) BELL, Apr. 03",Landor,W. S.-Pericles,,BELL,,,"Landor (W. S.-Pericles and Aspasia. Imp. 8vo. 638. net (Chiswick Library of Noble Writers) BELL, Apr. 03",W. S.-Pericles Landor,"['Landor (W. S.-Pericles)', 'Landor (Aspasia. Imp. 8vo. 638. net (Chiswick Library of Noble Writers)']",,Apr. 03,1903,
2140,"Little Women, Alcott (L. M.) 2s. Live Stock Journal Almanac for 1904. Illus. Roy. 8vo. 28.; swd. 1s. .VINTON, Dec. 03","Little Women, Alcott",L. M.,,VINTON,1s.,8vo.,"Little Women, Alcott (L. M.) 2s. Live Stock Journal Almanac for 1904. Illus. Roy. 8vo. 28.; swd. 1s. .VINTON, Dec. 03","L. M. Little Women, Alcott","['Little Women, Alcott (L. M.)']",,Dec. 03,1903,
2162,"Illus. by Chs. 4s. 6d. net GINN, Sep. 03",,,,GINN,4s. 6d.,,"Illus. by Chs. 4s. 6d. net GINN, Sep. 03",,,,Sep. 03,1903,net
2183,"Lucretius Carus (T.-De Rerum Natura. Liber Tertius. Ed., Intro., Notes, Index, by J. D. Duff. Ex. fcp. 8vo. pp. 186, 2s. (Pitt Press Series) C. J. CLAY, Mar. 03",Lucretius Carus,"T.-De Rerum Natura. Liber Tertius. Ed., Intro., Notes, Index, by J. D. Duff. Ex. fcp. 8vo. pp. 186, 2s. (Pitt Press Series",,C. J. CLAY,,,"Lucretius Carus (T.-De Rerum Natura. Liber Tertius. Ed., Intro., Notes, Index, by J. D. Duff. Ex. fcp. 8vo. pp. 186, 2s. (Pitt Press Series) C. J. CLAY, Mar. 03","T.-De Rerum Natura. Liber Tertius. Ed., Intro., Notes, Index, by J. D. Duff. Ex. fcp. 8vo. pp. 186, 2s. (Pitt Press Series Lucretius Carus","['Lucretius Carus (T.-De Rerum Natura. Liber Tertius. Ed., Intro., Notes, Index, by J. D. Duff. Ex. fcp. 8vo. pp. 186, 2s. (Pitt Press Series)']",,Mar. 03,1903,
2249,"McManus (L.)-Nessa: OLIPHANT, Sep. 03",McManus,L.,,OLIPHANT,,,"McManus (L.)-Nessa: OLIPHANT, Sep. 03",L. McManus,['McManus (L.)'],,Sep. 03,1903,
2279,"68. MACMILLAN, Nov. 03",,,,MACMILLAN,,,"68. MACMILLAN, Nov. 03",,,,Nov. 03,1903,
2330,"Cr. 8vo. 7 × 47, ...SIMPKIN, May 03",,,,SIMPKIN,,8vo.,"Cr. 8vo. 7 × 47, ...SIMPKIN, May 03",,,,May 03,1903,
2361,"8vo. swd. 6d. F. V. WHITE, Sep. 03",,,,F. V. WHITE,6d.,,"8vo. swd. 6d. F. V. WHITE, Sep. 03",,,,Sep. 03,1903,
2387,"RICHARDS, Nov. 03",,,,RICHARDS,,,"RICHARDS, Nov. 03",,,,Nov. 03,1903,
2388,"9d. net …………………..DENT, Dec. 03",,,,DENT,,,"9d. net …………………..DENT, Dec. 03",,,,Dec. 03,1903,
2424,"Mitton (G. E.), Geikie (J. C.-Hammersmith, Fulham, and Putney. Ed. by Sir Walter Besant. 12mo. 6 × 44, pp. 108, 1s. 6d. net; lthr. 28. net (Fascination of London) ....BLACK, May 03",,,,BLACK,,,"Mitton (G. E.), Geikie (J. C.-Hammersmith, Fulham, and Putney. Ed. by Sir Walter Besant. 12mo. 6 × 44, pp. 108, 1s. 6d. net; lthr. 28. net (Fascination of London) ....BLACK, May 03",,"['Mitton (G. E.), Geikie (J. C.-Hammersmith, Fulham,)', ', Geikie (Putney. Ed. by Sir Walter Besant. 12mo. 6 × 44, pp. 108, 1s. 6d. net; lthr. 28. net (Fascination of London)']",,May 03,1903,
2448,"8vo. swd. 6d. UNWIN, Jan. 03",,,,UNWIN,6d.,,"8vo. swd. 6d. UNWIN, Jan. 03",,,,Jan. 03,1903,
2458,"Morcar, Scott (Ths.) 6s. More (T., Sir)-Utopia. Trans. by R. Robinson, with Life of Author by his Son-in-law, William Roper. Folio, 42s. net.... ......BELL, Oct. 03","Morcar, Scott",Ths.,,BELL,42s.,,"Morcar, Scott (Ths.) 6s. More (T., Sir)-Utopia. Trans. by R. Robinson, with Life of Author by his Son-in-law, William Roper. Folio, 42s. net.... ......BELL, Oct. 03","Ths. Morcar, Scott","['Morcar, Scott (Ths.)']",,Oct. 03,1903,net
2566,"SIMPKIN, Apr. 03",,,,SIMPKIN,,,"SIMPKIN, Apr. 03",,,,Apr. 03,1903,
2577,"41, pp. 280, 6s. Norris (F.)-Responsibilities of the Novelist, and other Literary Essays. Cr. 8vo. 8×5, pp. 316, ..RICHARDS, Oct. 03",,,,RICHARDS,,8vo.,"41, pp. 280, 6s. Norris (F.)-Responsibilities of the Novelist, and other Literary Essays. Cr. 8vo. 8×5, pp. 316, ..RICHARDS, Oct. 03",,,,Oct. 03,1903,
2591,"1908] ............ Nursery Rhymes. Illus. by E. Stuart Hardy. 18mo. 1s. 6d. .NISTER, Sep. 03",,,,NISTER,1s. 6d.,18mo.,"1908] ............ Nursery Rhymes. Illus. by E. Stuart Hardy. 18mo. 1s. 6d. .NISTER, Sep. 03",,,,Sep. 03,1903,
2601,"011 Mills Directory: List of Manufacturers of Oil in Great Britain, including Extractors, Boilers, Distillers, &c. Compiled by Editor of 'Soap Makers' Directory.' 8vo. bds. 2s. 6d. net net SIMPKIN, Feb. 03",,,,SIMPKIN,,8vo.,"011 Mills Directory: List of Manufacturers of Oil in Great Britain, including Extractors, Boilers, Distillers, &c. Compiled by Editor of 'Soap Makers' Directory.' 8vo. bds. 2s. 6d. net net SIMPKIN, Feb. 03",,,,Feb. 03,1903,
2611,"72 × 5, pp. 806, 6s. ........... Oliphant (P. L.)-The Little Red Fish. Cr. 8vo. 7×5, pp. 880, 68.......E. ARNOLD, Feb. 03",,,,E. ARNOLD,,8vo.,"72 × 5, pp. 806, 6s. ........... Oliphant (P. L.)-The Little Red Fish. Cr. 8vo. 7×5, pp. 880, 68.......E. ARNOLD, Feb. 03",,,,Feb. 03,1903,
2655,"CONSTABLE, Nov. 03",,,,CONSTABLE,,,"CONSTABLE, Nov. 03",,,,Nov. 03,1903,
2736,"Piper (J. E.)-House Tax Laws (incorporating Dowell's 'House Tax Laws'). 10s. 6d. BUTTERWORTH, Sep. 03",,,,BUTTERWORTH,10s. 6d.,,"Piper (J. E.)-House Tax Laws (incorporating Dowell's 'House Tax Laws'). 10s. 6d. BUTTERWORTH, Sep. 03",,"[""Piper (J. E.)-House Tax Laws (incorporating Dowell's 'House Tax Laws')""]",,Sep. 03,1903,
2786,"H. J. GLAISHER, Nov. 03",,,,H. J. GLAISHER,,,"H. J. GLAISHER, Nov. 03",,,,Nov. 03,1903,
2852,"Cr. 8vo. sd. 6d. R. E. KING, May 03",,,,R. E. KING,6d.,8vo.,"Cr. 8vo. sd. 6d. R. E. KING, May 03",,,,May 03,1903,
2856,"Roberts (F.)-Illus. Walks and Drives Guide to Tunbridge Wells and every Place of Interest within Radius of 15 Miles. 4th ed. enl. cr. 8vo. 7x5, pp. 180, swd. 1 Map, 6d. ; 2 Maps, 9d. (Tunbridge Wells) GOULDEN & CURRY, Nov. 03",Roberts,F.,,GOULDEN & CURRY,9d.,8vo.,"Roberts (F.)-Illus. Walks and Drives Guide to Tunbridge Wells and every Place of Interest within Radius of 15 Miles. 4th ed. enl. cr. 8vo. 7x5, pp. 180, swd. 1 Map, 6d. ; 2 Maps, 9d. (Tunbridge Wells) GOULDEN & CURRY, Nov. 03",F. Roberts,['Roberts (F.)'],,Nov. 03,1903,
2952,"..ÉVERETT, Apr. 03",,,,ÉVERETT,,,"..ÉVERETT, Apr. 03",,,,Apr. 03,1903,
3057,"1908] Side-lights on the 'Forty-five' and its Heroes. 12mo. 6 × 4, pp. 120, 2s. net; swd. 1s. net W. J. HAY, Sep. 03",,,,W. J. HAY,1s.,12mo.,"1908] Side-lights on the 'Forty-five' and its Heroes. 12mo. 6 × 4, pp. 120, 2s. net; swd. 1s. net W. J. HAY, Sep. 03",,,,Sep. 03,1903,net
3204,"7s. 6d. net Spirit of Mischief (The): Poems about Children. 16mo. swd. 6d. (Broadway Booklets) ROUTLEDGE, Nov. 03",,,,ROUTLEDGE,6d.,16mo.,"7s. 6d. net Spirit of Mischief (The): Poems about Children. 16mo. swd. 6d. (Broadway Booklets) ROUTLEDGE, Nov. 03",,,,Nov. 03,1903,
