,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
1275,"Butler (Nicholas M.)—1s America worth saving? Cr. 8vo. Ios. 6d, net .....UNWIN, Nov. '20",Butler,Nicholas M.,,UNWIN,6d.,8vo.,"Butler (Nicholas M.)—Is America worth saving? Cr. 8vo. Ios. 6d, net .....UNWIN, Nov. '20",Nicholas M. Butler,['Butler (Nicholas M.)'],,Nov. '20,1920,net
1294,"Cr. 8vo. 71 x 44, pp. 48, swd. 3s. 6d. net Caldwell (Robert)--In everything by prayer. BLACKWELL, June '20",,,,BLACKWELL,,8vo.,"Cr. 8vo. 71 x 44, pp. 48, swd. 35. 6d. net Caldwell (Robert)--In everything by prayer. BLACKWELL, June '20",,,,June '20,1920,
1299,"Ryl. 8vo. 9} x 63, pp. 548, 24s. net Calthrop (Dion Clayton)-A Bit at a time. Cr. 8vo. BAILLIERE, May'20",,,,BAILLIERE,,8vo.,"Ryl. 8vo. 9} x 63, pp. 548, 245. net Calthrop (Dion Clayton)-A Bit at a time. Cr. 8vo. BAILLIERE, May'20",,,,May'20,1920,
1579,"1s. 3d. net ; Post Office : Female Clarke (Marcus)-For the term of his natural learner, Feb. '20, is. net ; do., Clerk on Suppl. life. New ed. Cr. 8vo. 71 X 5, pp. 480, Estab., Feb. '20, is. net ; Metropolitan Police, ist and 2nd class certif., 1s. 6d. net ; Papers in 3s. 6d. net MACMILLAN, Nov. '20",,,,MACMILLAN,3s. 6d.,8vo.,"Is. 3d. net ; Post Office : Female Clarke (Marcus)-For the term of his natural learner, Feb. '20, is. net ; do., Clerk on Suppl. life. New ed. Cr. 8vo. 71 X 5, pp. 480, Estab., Feb. '20, is. net ; Metropolitan Police, ist and 2nd class certif., Is. 6d. net ; Papers in 35. 6d. net MACMILLAN, Nov. '20",,,,Nov. '20,1920,net
1593,"Cr. 8vo. 5s. net...... CHAPMAN & H., Mar. '20",,,,CHAPMAN & H.,5s.,8vo.,"Cr. 8vo. 55. net...... CHAPMAN & H., Mar. '20",,,,Mar. '20,1920,net
1622,"Coates (James)—1s modern spiritualism based on facts or fancy? Cr. 8vo. 7x44, pp. 95, 2s. net FOWLER, Jan. '20",Coates,James,,FOWLER,2s.,8vo.,"Coates (James)—Is modern spiritualism based on facts or fancy? Cr. 8vo. 7x44, pp. 95, 25. net FOWLER, Jan. '20",James Coates,['Coates (James)'],,Jan. '20,1920,net
1660,"Cr. 8vo. 5s. 6d. net MACMILLAN, July '20",,,,MACMILLAN,5s. 6d.,8vo.,"Cr. 8vo. 55. 6d. net MACMILLAN, July '20",,,,July '20,1920,net
1722,"Condliffe (J. B.- New Zealand. 8vo. swd. 6d. (Victoria League pamphlets) VICTORIA LEAGUE, Aug.'20",Condliffe,J. B.- New Zealand. 8vo. swd. 6d. (Victoria League pamphlets,,VICTORIA LEAGUE,,,"Condliffe (J. B.- New Zealand. 8vo. swd. 6d. (Victoria League pamphlets) VICTORIA LEAGUE, Aug.'20",J. B.- New Zealand. 8vo. swd. 6d. (Victoria League pamphlets Condliffe,['Condliffe (J. B.- New Zealand. 8vo. swd. 6d. (Victoria League pamphlets)'],,Aug.'20,1920,
1750,"Constabulary (Scotland)-62nd annual report 1919. 2d. .H.M.S.O., Oct. '20",Constabulary,Scotland,,H.M.S.O.,2d.,,"Constabulary (Scotland)-62nd annual report 1919. 2d. .H.M.S.O., Oct. '20",Scotland Constabulary,['Constabulary (Scotland)'],,Oct. '20,1920,
1769,"Cooke (C. H., Capt. Historical records of the 19th Service Battalion, Northumberland Fusi- liers (Pioneers). Ryl. 8vo. 93 x 67, pp. 322, 128. 6d. NEWCASTLE AND GATESHEAD INCORP, CHAMBER OF COMMERCE, June '20",Cooke,"C. H., Capt. Historical records of the 19th Service Battalion, Northumberland Fusi- liers (Pioneers",,"NEWCASTLE AND GATESHEAD INCORP, CHAMBER OF COMMERCE",6d.,8vo.,"Cooke (C. H., Capt. Historical records of the 19th Service Battalion, Northumberland Fusi- liers (Pioneers). Ryl. 8vo. 93 x 67, pp. 322, 128. 6d. NEWCASTLE AND GATESHEAD INCORP, CHAMBER OF COMMERCE, June '20","C. H., Capt. Historical records of the 19th Service Battalion, Northumberland Fusi- liers (Pioneers Cooke","['Cooke (C. H., Capt. Historical records of the 19th Service Battalion, Northumberland Fusi- liers (Pioneers)']",,June '20,1920,
1778,"Cooper (A. Heaton) -1sle of Man : water-colours. Demy 8vo. 9 X 64, 2s. 6d. net BLACK, May'20",Cooper,A. Heaton,,BLACK,2s. 6d.,8vo.,"Cooper (A. Heaton) -Isle of Man : water-colours. Demy 8vo. 9 X 64, 2s. 6d. net BLACK, May'20",A. Heaton Cooper,['Cooper (A. Heaton)'],,May'20,1920,net
1909,"Cruchet (René) and Moulinier (Res -Air sick ness : its nature and treatment. Cr. 8vo. 71 x 41, pp. 111, 58. net. (Bale's Medical books and journals) ...J. BALE, June 20",Cruchet,René,,J. BALE,,,"Cruchet (René) and Moulinier (Res -Air sick ness : its nature and treatment. Cr. 8vo. 71 x 41, pp. 111, 58. net. (Bale's Medical books and journals) ...J. BALE, June 20",René Cruchet,"['Cruchet (René)', 'Moulinier (Res -Air sick ness : its nature', ""treatment. Cr. 8vo. 71 x 41, pp. 111, 58. net. (Bale's Medical books)"", 'and Moulinier (journals)']",,June 20,1920,
2119,"Dell (Robert)My second country (France). Cr. 8vo. 7* * 5, pp. 333, 7s. 6d. net LANE, Jan.'20",,,,LANE,7s. 6d.,8vo.,"Dell (Robert)My second country (France). Cr. 8vo. 7* * 5, pp. 333, 75. 6d. net LANE, Jan.'20",,['Dell (Robert)My second country (France)'],,Jan.'20,1920,net
2189,"Dillmont (T. de ed.—Cross stitch new designs, 3rd ser. Fol. 78 Xull}, ist ser., is. net ; 2nd ser., 1s. 6d. net ; 3rd ser., 1s. 6d. net (D. M.C. lib.) ..SIMPKIN, Nov. '20",Dillmont,"T. de ed.—Cross stitch new designs, 3rd ser. Fol. 78 Xull}, ist ser., is. net ; 2nd ser., 1s. 6d. net ; 3rd ser., 1s. 6d. net (D. M.C. lib.",,SIMPKIN,,,"Dillmont (T. de ed.—Cross stitch new designs, 3rd ser. Fol. 78 Xull}, ist ser., is. net ; 2nd ser., Is. 6d. net ; 3rd ser., Is. 6d. net (D. M.C. lib.) ..SIMPKIN, Nov. '20","T. de ed.—Cross stitch new designs, 3rd ser. Fol. 78 Xull}, ist ser., is. net ; 2nd ser., 1s. 6d. net ; 3rd ser., 1s. 6d. net (D. M.C. lib. Dillmont","['Dillmont (T. de ed.—Cross stitch new designs, 3rd ser. Fol. 78 Xull}, ist ser., is. net ; 2nd ser., 1s. 6d. net ; 3rd ser., 1s. 6d. net (D. M.C. lib.)']",,Nov. '20,1920,
2233,"Dodds (Elliott)—1s Liberalism dead ? a re-state- ment and an appeal. With pref. by the Rt. Hon. C. F. G. Masterman. Cr. 8vo. 73 X 4*, pp. 189, 4s. 6d, net, swd. 28. 6d. net ALLEN & U., Sep. '20",Dodds,Elliott,,ALLEN & U.,6d.,8vo.,"Dodds (Elliott)—Is Liberalism dead ? a re-state- ment and an appeal. With pref. by the Rt. Hon. C. F. G. Masterman. Cr. 8vo. 73 X 4*, pp. 189, 4s. 6d, net, swd. 28. 6d. net ALLEN & U., Sep. '20",Elliott Dodds,['Dodds (Elliott)'],,Sep. '20,1920,net
2316,"Duarte (Frederico) and Toledana (Amadeo) HIRSCHFELD, May'20",Duarte,Frederico,,HIRSCHFELD,,,"Duarte (Frederico) and Toledana (Amadeo) HIRSCHFELD, May'20",Frederico Duarte,"['Duarte (Frederico)', 'Toledana (Amadeo)']",,May'20,1920,
2321,"Dubreuil (G. Jouveau-) see Jouvea!:-Dubreuil Du Cane (Ella)The Nile. Water-colours. (From the Delta to the Second Cataract.) 8vo. 84 x 63, 2s. 6d. net BLACK, June '20",Dubreuil,G. Jouveau-,,BLACK,2s. 6d.,,"Dubreuil (G. Jouveau-) see Jouvea!:-Dubreuil Du Cane (Ella)The Nile. Water-colours. (From the Delta to the Second Cataract.) 8vo. 84 x 63, 25. 6d. net BLACK, June '20",G. Jouveau- Dubreuil,"['Dubreuil (G. Jouveau-)', '(From the Delta to the Second Cataract.)']",,June '20,1920,net
2357,"Duncan-Jones (C. M.)-A London sparrow (from Effie's friends ); and, Mignonette (from “ Flower stories ). Illus. by Norman Fealby. Cr. 8vo. 77 x 5, pp. 53, 2s. net (Old tales for young children ser.) S.P.C.K., Oct.'20",,,,S.P.C.K.,2s.,8vo.,"Duncan-Jones (C. M.)-A London sparrow (from Effie's friends ); and, Mignonette (from “ Flower stories ). Illus. by Norman Fealby. Cr. 8vo. 77 x 5, pp. 53, 25. net (Old tales for young children ser.) S.P.C.K., Oct.'20",,"[""Duncan-Jones (C. M.)-A London sparrow (from Effie's friends ); and, Mignonette (from “ Flower stories )""]",,Oct.'20,1920,net
2442,"Education (Scotland)—French assistants in Scot- tish schools and training centres, id. ; Scottish assistants in French schools and colleges, id. H.M.S.O., Mar.'20",Education,Scotland,,H.M.S.O.,,,"Education (Scotland)—French assistants in Scot- tish schools and training centres, id. ; Scottish assistants in French schools and colleges, id. H.M.S.O., Mar.'20",Scotland Education,['Education (Scotland)'],,Mar.'20,1920,
2482,"Illus. 8vo. 8**5, pp. 548, 313. 6d. net FROWDE AND HODDER & S., Sep. '20",,,,FROWDE AND HODDER & S.,6d.,8vo.,"Illus. 8vo. 8**5, pp. 548, 313. 6d. net FROWDE AND HODDER & S., Sep. '20",,,,Sep. '20,1920,net
2484,"Illus. by S. A. Court; maps by Capt. H. C. Elsner (Eleanor) --Days and hours. Cr. 8vo. Lovell. 71 X5, pp. 326, 5s, 6d. 7x47, pp. 114, 5s. net. . HEINEMANN, Dec. '20",,,,HEINEMANN,5s.,8vo.,"Illus. by S. A. Court; maps by Capt. H. C. Elsner (Eleanor) --Days and hours. Cr. 8vo. Lovell. 71 X5, pp. 326, 5s, 6d. 7x47, pp. 114, 5s. net. . HEINEMANN, Dec. '20",,,,Dec. '20,1920,net
2487,"Ryl. 8vo. 95 X 63, pp. 488, 15s. net Embroideries, Hardanger, Dillmont (T. de) 28. 6a. HODDER & S., Feb.'20",,,,HODDER & S.,,8vo.,"Ryl. 8vo. 95 X 63, pp. 488, 155. net Embroideries, Hardanger, Dillmont (T. de) 28. 6a. HODDER & S., Feb.'20",,,,Feb.'20,1920,
2490,"Cr. 8vo. 73 X 41, pp. 143, 2s. net Embroidery on tulle, Dillmont (T. de) ist ser. CASSELL, Nov. '20",,,,CASSELL,,8vo.,"Cr. 8vo. 73 X 41, pp. 143, 25. net Embroidery on tulle, Dillmont (T. de) ist ser. CASSELL, Nov. '20",,,,Nov. '20,1920,
2719,"Fitzgerald (M. S.) see Eckford (E. S.) and Fitz- gerald Fitzgerald (S. J. Adair)-How to make-up. Cr. 8vo. 77x44, pp. 109, swd. 2s. 6d. net S. FRENCH, Feb. '20",Fitzgerald,M. S.,,S. FRENCH,2s. 6d.,8vo.,"Fitzgerald (M. S.) see Eckford (E. S.) and Fitz- gerald Fitzgerald (S. J. Adair)-How to make-up. Cr. 8vo. 77x44, pp. 109, swd. 25. 6d. net S. FRENCH, Feb. '20",M. S. Fitzgerald,['Fitzgerald (M. S.)'],,Feb. '20,1920,net
2761,"Flury (S.)-1slamische schriftbander, Amida- Diarbekr. XI, Jahrhundert. Anhang Kairuan, Mayyafariqin, Tirmidh. Mit. 20 tafeln und 16 textabbildungen. 4to. pp. 51, 17s. 6d. LUZAC, May'20",Flury,S.,,LUZAC,17s. 6d.,4to.,"Flury (S.)-Islamische schriftbander, Amida- Diarbekr. XI, Jahrhundert. Anhang Kairuan, Mayyafariqin, Tirmidh. Mit. 20 tafeln und 16 textabbildungen. 4to. pp. 51, 175. 6d. LUZAC, May'20",S. Flury,['Flury (S.)'],,May'20,1920,
2770,"Food (Ministry of)-Wholesale Food Markets of London-First report, id; and report, id. H.M.S.O., Mar. '20",Food,Ministry of,,H.M.S.O.,,,"Food (Ministry of)-Wholesale Food Markets of London-First report, id; and report, id. H.M.S.O., Mar. '20",Ministry of Food,['Food (Ministry of)'],,Mar. '20,1920,
2808,"Foster (Will)—1sabelle, and other poems. Cr. 8vo. 58. net ...G. RICHARDS, July '20",Foster,Will,,G. RICHARDS,,8vo.,"Foster (Will)—Isabelle, and other poems. Cr. 8vo. 58. net ...G. RICHARDS, July '20",Will Foster,['Foster (Will)'],,July '20,1920,
2874,"French production (Index to), 1920. (3rd year.) 93 x6, pp. 560 (153, Queen Victoria St., E.C. 4) OFFICE, July'20",,,,OFFICE,,,"French production (Index to), 1920. (3rd year.) 93 x6, pp. 560 (153, Queen Victoria St., E.C. 4) OFFICE, July'20",,"['French production (Index to), 1920. (3rd year.)']",,July'20,1920,
2894,"Fry (C. B.)-Cricket (batsmanship). Cr. 8vo. 71 x 5, pp. 251, 4s. 6d. net E. NASH, June '20",,,,E. NASH,4s. 6d.,8vo.,"Fry (C. B.)-Cricket (batsmanship). Cr. 8vo. 71 x 5, pp. 251, 4s. 6d. net E. NASH, June '20",,['Fry (C. B.)-Cricket (batsmanship)'],,June '20,1920,net
2910,"Future, Near, Arnaud (R. K.) 6s. net. Fyfe (Charles F. A.)—Steamship co-efficients : speeds and powers. 2nd ed. 18mo. 67 x 41, pp. 480, 25s. net.... .. SPON, May '20","Future, Near, Arnaud",R. K.,,SPON,25s.,18mo.,"Future, Near, Arnaud (R. K.) 6s. net. Fyfe (Charles F. A.)—Steamship co-efficients : speeds and powers. 2nd ed. 18mo. 67 x 41, pp. 480, 255. net.... .. SPON, May '20","R. K. Future, Near, Arnaud","['Future, Near, Arnaud (R. K.)']",,May '20,1920,net
3099,"Glovor (Wm. The Story of England's rise and progress. (New edition). 7 x 5, pp. 360, 28. 9d. CHAMBERS, June 20",Glovor,Wm. The Story of England's rise,,CHAMBERS,9d.,,"Glovor (Wm. The Story of England's rise and progress. (New edition). 7 x 5, pp. 360, 28. 9d. CHAMBERS, June 20",Wm. The Story of England's rise Glovor,"[""Glovor (Wm. The Story of England's rise)"", 'Glovor (progress. (New edition)']",,June 20,1920,
3136,"Gogan (Liam S.)-Nua Danta. (Poems in Gaelic.) Cr. 8vo. swd. is. 6d. net (G. ALLEN) MAUNSEL, June '20",,,,MAUNSEL,6d.,8vo.,"Gogan (Liam S.)-Nua Danta. (Poems in Gaelic.) Cr. 8vo. swd. is. 6d. net (G. ALLEN) MAUNSEL, June '20",,['Gogan (Liam S.)-Nua Danta. (Poems in Gaelic.)'],,June '20,1920,net
3193,"Gould (F. H. Carruthers) see Poley (A. P.) and Gould Gould (F. J.) Auguste Comte. Cr. 8vo. 71 x 41, pp. 122, 3s. 6d. net; swd. 2s. net WATTS, June '20",Gould,F. H. Carruthers,,WATTS,2s.,8vo.,"Gould (F. H. Carruthers) see Poley (A. P.) and Gould Gould (F. J.) Auguste Comte. Cr. 8vo. 71 x 41, pp. 122, 3s. 6d. net; swd. 2s. net WATTS, June '20",F. H. Carruthers Gould,['Gould (F. H. Carruthers)'],,June '20,1920,net
3265,"Grant (H. C. J., Capt.|--Pocket-book of practical navigation. Rev. and ed. by Capt. E. R. G. R Evans and Lieut. B. C. Porter. 18mo. 67 x 4, pp. 207, ros. 6d. net (J. HOGG) GIEVES, Aug. '20",Grant,"H. C. J., Capt.|--Pocket-book of practical navigation. Rev. and ed. by Capt. E. R. G. R Evans",,GIEVES,,,"Grant (H. C. J., Capt.|--Pocket-book of practical navigation. Rev. and ed. by Capt. E. R. G. R Evans and Lieut. B. C. Porter. 18mo. 67 x 4, pp. 207, ros. 6d. net (J. HOGG) GIEVES, Aug. '20","H. C. J., Capt.|--Pocket-book of practical navigation. Rev. and ed. by Capt. E. R. G. R Evans Grant","['Grant (H. C. J., Capt.|--Pocket-book of practical navigation. Rev. and ed. by Capt. E. R. G. R Evans)', 'Grant (Lieut. B. C. Porter. 18mo. 67 x 4, pp. 207, ros. 6d. net (J. HOGG)']",,Aug. '20,1920,
3342,"Griove (Mrs. M.---Culinary herbs : how to grow and where to sell, with their uses and history. 8vo. pp. 98, 3s. net (Chalfont St. Peter, Bucks) AUTHOR, Aug.'20",Griove,"Mrs. M.---Culinary herbs : how to grow and where to sell, with their uses",,AUTHOR,,,"Griove (Mrs. M.---Culinary herbs : how to grow and where to sell, with their uses and history. 8vo. pp. 98, 3s. net (Chalfont St. Peter, Bucks) AUTHOR, Aug.'20","Mrs. M.---Culinary herbs : how to grow and where to sell, with their uses Griove","['Griove (Mrs. M.---Culinary herbs : how to grow and where to sell, with their uses)', 'Griove (history. 8vo. pp. 98, 3s. net (Chalfont St. Peter, Bucks)']",,Aug.'20,1920,
3405,"Cr. 8vo. 7 X 4), pp. 318, 2s. net HODDER & S., June '20",,,,HODDER & S.,2s.,8vo.,"Cr. 8vo. 7 X 4), pp. 318, 25. net HODDER & S., June '20",,,,June '20,1920,net
3411,"Cr. 8vo. swd. is. 6d. net (Standard educ. tests.) Hacking (H.)—Sketches and reflections. Cr. 8vo. HARRAP, Mar. '20",,,,HARRAP,,8vo.,"Cr. 8vo. swd. is. 6d. net (Standard educ. tests.) Hacking (H.)—Sketches and reflections. Cr. 8vo. HARRAP, Mar. '20",,,,Mar. '20,1920,
3424,"Cr. 8vo. 7X4), pp. 292, 2s. net Haler (P. J.) and Stuart (A. H.)-A Second HODDER & S., June 20",,,,HODDER & S.,,8vo.,"Cr. 8vo. 7X4), pp. 292, 25. net Haler (P. J.) and Stuart (A. H.)-A Second HODDER & S., June 20",,,,June 20,1920,
3480,"Handcock (Percy) see Hutchison (A.) and Hand- cock, Handloy (G. M.)-Notes on Dicken's “Martin Chuzzlewit. Cr. 8vo. 7 x 41, pp. 55, swd. s. 6d. net. (Normal tutorial ser.) NORMAL PR., Apr. '20",Handcock,Percy,,NORMAL PR.,,8vo.,"Handcock (Percy) see Hutchison (A.) and Hand- cock, Handloy (G. M.)-Notes on Dicken's “Martin Chuzzlewit. Cr. 8vo. 7 x 41, pp. 55, swd. IS. 6d. net. (Normal tutorial ser.) NORMAL PR., Apr. '20",Percy Handcock,['Handcock (Percy)'],,Apr. '20,1920,
3493,"Harden (H. S. Scott-) see Scott-Harden Harden (J. M.)—The Ethiopic Didascalia. 75 x 5, pp. 227, 9s. net (Trans. of Christian liter.) S.P.C.K., Aug. '20",Harden,H. S. Scott-,,S.P.C.K.,9s.,,"Harden (H. S. Scott-) see Scott-Harden Harden (J. M.)—The Ethiopic Didascalia. 75 x 5, pp. 227, 9s. net (Trans. of Christian liter.) S.P.C.K., Aug. '20",H. S. Scott- Harden,['Harden (H. S. Scott-)'],,Aug. '20,1920,net
3578,"PICTORIAL NEWSPAPER CO., Jan. '20",,,,PICTORIAL NEWSPAPER CO.,,,"PICTORIAL NEWSPAPER CO., Jan. '20",,,,Jan. '20,1920,
3585,"1saiah. 8vo. 81x51. pp. 338 ; 339; 333, ea. gs, net. ..T. & T. CLARK, Sep. '20",,,,T. & T. CLARK,,8vo.,"Isaiah. 8vo. 81x51. pp. 338 ; 339; 333, ea. gs, net. ..T. & T. CLARK, Sep. '20",,,,Sep. '20,1920,
3605,"Hazard, Overton (J.) 6s, net Hazel (Gladys Mary)—The House. Cr. 8vo. 7*X5, pp. 47, swd. 2s. 6d. net (Adventurers all ser.) .BLACKWELL, Oct. '20","Hazard, Overton",J.,,BLACKWELL,2s. 6d.,8vo.,"Hazard, Overton (J.) 6s, net Hazel (Gladys Mary)—The House. Cr. 8vo. 7*X5, pp. 47, swd. 2s. 6d. net (Adventurers all ser.) .BLACKWELL, Oct. '20","J. Hazard, Overton","['Hazard, Overton (J.)']",,Oct. '20,1920,net
3798,"Hocking (Joseph)-1shmael Pengelly : an outcast. 2nd ed. Cr. 8vo. 7 X 4), pp. 254, 28. net WARD, LOCK, May'20",Hocking,Joseph,,"WARD, LOCK",,8vo.,"Hocking (Joseph)-Ishmael Pengelly : an outcast. 2nd ed. Cr. 8vo. 7 X 4), pp. 254, 28. net WARD, LOCK, May'20",Joseph Hocking,['Hocking (Joseph)'],,May'20,1920,
3843,"Holland (A. W.Germany. 8vo. 81 x 54, pp. 320, 4s. 6d. net. (Making of the nations ser.) BLACK, May'20",Holland,"A. W.Germany. 8vo. 81 x 54, pp. 320, 4s. 6d. net. (Making of the nations ser.",,BLACK,,,"Holland (A. W.Germany. 8vo. 81 x 54, pp. 320, 4s. 6d. net. (Making of the nations ser.) BLACK, May'20","A. W.Germany. 8vo. 81 x 54, pp. 320, 4s. 6d. net. (Making of the nations ser. Holland","['Holland (A. W.Germany. 8vo. 81 x 54, pp. 320, 4s. 6d. net. (Making of the nations ser.)']",,May'20,1920,
4019,"Hurst (C. H.) see Marshall (A. M.) and Hurst Hurst (J. W.)-The Allotment month by month : what to grow and how to grow it. Illus. Cr. 8vo. 7} 5, pp. 137, 2s. 6d. net SMALLHOLDING & ALLOTMENT, Mar.'20",Hurst,C. H.,,SMALLHOLDING & ALLOTMENT,2s. 6d.,8vo.,"Hurst (C. H.) see Marshall (A. M.) and Hurst Hurst (J. W.)-The Allotment month by month : what to grow and how to grow it. Illus. Cr. 8vo. 7} 5, pp. 137, 2s. 6d. net SMALLHOLDING & ALLOTMENT, Mar.'20",C. H. Hurst,['Hurst (C. H.)'],,Mar.'20,1920,net
4021,"Hutchinson (Francis E.)-Christian freedom. (Hulsean Lectures, 1918-19.) Cr. 8vo. 74 x 51, pp. 189, 5s. net........MACMILLAN, Mar. '20",,,,MACMILLAN,5s.,8vo.,"Hutchinson (Francis E.)-Christian freedom. (Hulsean Lectures, 1918-19.) Cr. 8vo. 74 x 51, pp. 189, 5s. net........MACMILLAN, Mar. '20",,"['Hutchinson (Francis E.)-Christian freedom. (Hulsean Lectures, 1918-19.)']",,Mar. '20,1920,net
4053,"1deas and ideals. 6x5, pp. 59, ros. net (Wirksworth, Derbyshire) BROOKS PR., Nov.'20",,,,BROOKS PR.,,,"Ideas and ideals. 6x5, pp. 59, ros. net (Wirksworth, Derbyshire) BROOKS PR., Nov.'20",,,,Nov.'20,1920,
4054,"Ila-speaking peoples, Smith (E. W.) and Dale (A. M.) 50s. net Ilchester (Farl of)-Henry Fox, first Lord Hol- land :, his family and relations. In 2 vols. 8vo. 9 X54, pp. 381, 400, 328. net MURRAY, Feb. '20","Ila-speaking peoples, Smith",E. W.,,MURRAY,,8vo.,"Ila-speaking peoples, Smith (E. W.) and Dale (A. M.) 50s. net Ilchester (Farl of)-Henry Fox, first Lord Hol- land :, his family and relations. In 2 vols. 8vo. 9 X54, pp. 381, 400, 328. net MURRAY, Feb. '20","E. W. Ila-speaking peoples, Smith","['Ila-speaking peoples, Smith (E. W.)', 'Dale (A. M.)']",,Feb. '20,1920,
4061,"No. 1, is. net ; No. 2, 9d. net ; No. 3, 3d. net ; Inchfawn (Philip and Fay)—The Golliwog News : No. 4, 6d. net ......H.M.S.O., July'20",,,,H.M.S.O.,6d.,,"No. 1, is. net ; No. 2, 9d. net ; No. 3, 3d. net ; Inchfawn (Philip and Fay)—The Golliwog News : No. 4, 6d. net ......H.M.S.O., July'20",,,,July'20,1920,net
