,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
848,"Bourchier (Basil G.) -1sms, a Series of Summer Sermons. Cr. sro. 7 X 44, pp. 150, 2s. 6d. net SKEFIINGTON, Nov. 08",Bourchier,Basil G.,,SKEFIINGTON,2s. 6d.,,"Bourchier (Basil G.) -Isms, a Series of Summer Sermons. Cr. sro. 7 X 44, pp. 150, 25. 6d. net SKEFIINGTON, Nov. 08",Basil G. Bourchier,['Bourchier (Basil G.)'],,Nov. 08,1908,net
941,"38. 6d. Bright & Son's A.B.C. Descriptive Priced Catalogue of the World's Postage Stamps, &c. 7th edit. 1908. 12mo. 61 X 4, pp. 280, 28. 6d. net .......BRIGHT & SON, Feb. 08",,,,BRIGHT & SON,6d.,12mo.,"38. 6d. Bright & Son's A.B.C. Descriptive Priced Catalogue of the World's Postage Stamps, &c. 7th edit. 1908. 12mo. 61 X 4, pp. 280, 28. 6d. net .......BRIGHT & SON, Feb. 08",,,,Feb. 08,1908,net
976,"1908] 78. 6d. : net.. Brontē (Anne)-The Tenant of Wildfell Hall. 12mo., pp. 512, 1s. net, Ithir. 2s. net (Illus. Pocket Classics) . . COLLINS, Oct. 08",,,,COLLINS,2s.,12mo.,"I908] 78. 6d. : net.. Brontē (Anne)-The Tenant of Wildfell Hall. 12mo., pp. 512, Is. net, Ithir. 2s. net (Illus. Pocket Classics) . . COLLINS, Oct. 08",,,,Oct. 08,1908,net
1010,"Brown (E. W.1--Theory of the Motion of the Moon : containing a new calculation of the Expressions for the Co-ordinates of the Moon in Terms of time. 8s. (Memoirs of the Ryl. Astro- nomical Soc., Vol. 59, Pt. I) WILLIAMS & N., Dec. 08",Brown,"E. W.1--Theory of the Motion of the Moon : containing a new calculation of the Expressions for the Co-ordinates of the Moon in Terms of time. 8s. (Memoirs of the Ryl. Astro- nomical Soc., Vol. 59, Pt. I",,WILLIAMS & N.,,,"Brown (E. W.1--Theory of the Motion of the Moon : containing a new calculation of the Expressions for the Co-ordinates of the Moon in Terms of time. 8s. (Memoirs of the Ryl. Astro- nomical Soc., Vol. 59, Pt. I) WILLIAMS & N., Dec. 08","E. W.1--Theory of the Motion of the Moon : containing a new calculation of the Expressions for the Co-ordinates of the Moon in Terms of time. 8s. (Memoirs of the Ryl. Astro- nomical Soc., Vol. 59, Pt. I Brown","['Brown (E. W.1--Theory of the Motion of the Moon : containing a new calculation of the Expressions for the Co-ordinates of the Moon in Terms of time. 8s. (Memoirs of the Ryl. Astro- nomical Soc., Vol. 59, Pt. I)']",,Dec. 08,1908,
1024,"Ithr. is. net (Langham Booklets) Brown (R.)-Notes on the Earlier History of SIEGLE, H., Oct. 08",Ithr. is. net,Langham Booklets,,"SIEGLE, H.",,,"Ithr. is. net (Langham Booklets) Brown (R.)-Notes on the Earlier History of SIEGLE, H., Oct. 08",Langham Booklets Ithr. is. net,['Ithr. is. net (Langham Booklets)'],,Oct. 08,1908,
1026,"Cr. 8vo., pp. 184, 1s. 6d... E. ARNOLD, May 03 Browning (Robert)-Christmas Eve. 5 X4, pp 80. Frontis. Brown (Rose)-Extra Puddings. 8vo. swd. 6d. Lambskin 2s, net, calf 3s. 6d. net (A stolat Reprints)......SIEGLE, H., Oct. 08",,,,"SIEGLE, H.",3s. 6d.,8vo.,"Cr. 8vo., pp. 184, Is. 6d... E. ARNOLD, May 03 Browning (Robert)-Christmas Eve. 5 X4, pp 80. Frontis. Brown (Rose)-Extra Puddings. 8vo. swd. 6d. Lambskin 2s, net, calf 3s. 6d. net (A stolat Reprints)......SIEGLE, H., Oct. 08",,,,Oct. 08,1908,net
1027,"net ..SIMPKIN, Mar. 08",,,,SIMPKIN,,,"net ..SIMPKIN, Mar. 08",,,,Mar. 08,1908,
1030,"Ryl. 8vo. 91 X64, pp. 266, 6s. net (St. Martin's Illus. Lib.) ..CHATTO, Dec. 08",,,,CHATTO,6s.,8vo.,"Ryl. 8vo. 91 X64, pp. 266, 6s. net (St. Martin's Illus. Lib.) ..CHATTO, Dec. 08",,,,Dec. 08,1908,net
1033,"77 X 5, pp. 314, 6s. ..CHAPMAN & H., June 08",,,,CHAPMAN & H.,6s.,,"77 X 5, pp. 314, 6s. ..CHAPMAN & H., June 08",,,,June 08,1908,
1038,"MACMILLAN, Nov. 08",,,,MACMILLAN,,,"MACMILLAN, Nov. 08",,,,Nov. 08,1908,
1040,"(Clarendon Pres:) FROWDE, Jar. 08",,,,FROWDE,,,"(Clarendon Pres:) FROWDE, Jar. 08",,,,Jar. 08,1908,
1043,"JORDAY, Feb, 08",,,,JORDAY,,,"JORDAY, Feb, 08",,,,"Feb, 08",1908,
1046,"CONSTABLE, Jan. 08",,,,CONSTABLE,,,"CONSTABLE, Jan. 08",,,,Jan. 08,1908,
1048,"Cr. 8vo. 5} x 9), pp. 196, 73. 6d. net PROBSTHAIN, Jan. 08",,,,PROBSTHAIN,6d.,8vo.,"Cr. 8vo. 5} x 9), pp. 196, 73. 6d. net PROBSTHAIN, Jan. 08",,,,Jan. 08,1908,net
1050,"2nd edit., enl. Cr. 8vo. 7 * X5, pp. 386, 5s. T. & T. CLARK, Feb. 08",,,,T. & T. CLARK,5s.,8vo.,"2nd edit., enl. Cr. 8vo. 7 * X5, pp. 386, 5s. T. & T. CLARK, Feb. 08",,,,Feb. 08,1908,
1051,".UNWIN, Nov, 08",,,,UNWIN,,,".UNWIN, Nov, 08",,,,"Nov, 08",1908,
1557,"1908] 7 net. an Collings (Jesse) Land Reform: Occupying Ownership, Peasant Proprietary and Rural Education. New and pop. edit. 8vo. 87 X 51, pp. 482, 28. 6d. net ....LONGMANS, May 08",,,,LONGMANS,6d.,8vo.,"1908] 7 net. an Collings (Jesse) Land Reform: Occupying Ownership, Peasant Proprietary and Rural Education. New and pop. edit. 8vo. 87 X 51, pp. 482, 28. 6d. net ....LONGMANS, May 08",,,,May 08,1908,net
1561,"Collingwood (W. G1-Scandinavian Britain. 12mo. 64 X43, pp. 272, 3s. 6d. (Early Britain) S.P.C.K., Oct. 08",Collingwood,"W. G1-Scandinavian Britain. 12mo. 64 X43, pp. 272, 3s. 6d. (Early Britain",,S.P.C.K.,,,"Collingwood (W. G1-Scandinavian Britain. 12mo. 64 X43, pp. 272, 35. 6d. (Early Britain) S.P.C.K., Oct. 08","W. G1-Scandinavian Britain. 12mo. 64 X43, pp. 272, 3s. 6d. (Early Britain Collingwood","['Collingwood (W. G1-Scandinavian Britain. 12mo. 64 X43, pp. 272, 3s. 6d. (Early Britain)']",,Oct. 08,1908,
1648,"Cooper (A. Heaton) and Moncrieff (A. R. Hope)- 1sle of Wight. Painted and described. 8vo. 9x6, pp. 184, 7s. 6d. net ..BLACK, Aug. 08",Cooper,A. Heaton,,BLACK,7s. 6d.,8vo.,"Cooper (A. Heaton) and Moncrieff (A. R. Hope)- Isle of Wight. Painted and described. 8vo. 9x6, pp. 184, 75. 6d. net ..BLACK, Aug. 08",A. Heaton Cooper,"['Cooper (A. Heaton)', 'Moncrieff (A. R. Hope)']",,Aug. 08,1908,net
1687,"Cotterill (Erica)-1 Professional Socialist. Cr 8vo. 7! X41, pp. 86, bds. 1s. 6d. net NEW AGE PRESS, April 08",Cotterill,Erica,,NEW AGE PRESS,1s. 6d.,8vo.,"Cotterill (Erica)-1 Professional Socialist. Cr 8vo. 7! X41, pp. 86, bds. Is. 6d. net NEW AGE PRESS, April 08",Erica Cotterill,['Cotterill (Erica)'],,April 08,1908,net
1694,"METHUEN, Sep. 08",,,,METHUEN,,,"METHUEN, Sep. 08",,,,Sep. 08,1908,
1695,"7X4, pp. 48, bds. 1s. net..MAUNSEL, Dec. 08",,,,MAUNSEL,1s.,,"7X4, pp. 48, bds. Is. net..MAUNSEL, Dec. 08",,,,Dec. 08,1908,net
1698,"(Clarendon Press) FROWDE, Nov.08",,,,FROWDE,,,"(Clarendon Press) FROWDE, Nov.08",,,,Nov.08,1908,
1699,"E. MACKAY, June 08",,,,E. MACKAY,,,"E. MACKAY, June 08",,,,June 08,1908,
1707,"CHAPMAN & H., Nov. 08",,,,CHAPMAN & H.,,,"CHAPMAN & H., Nov. 08",,,,Nov. 08,1908,
1708,"Courtney (William Prideaux)--The Secrets of our GRIFFIN, Oct. 08",Courtney,William Prideaux,,GRIFFIN,,,"Courtney (William Prideaux)--The Secrets of our GRIFFIN, Oct. 08",William Prideaux Courtney,['Courtney (William Prideaux)'],,Oct. 08,1908,
1710,"CHATTO, Oct. 08",,,,CHATTO,,,"CHATTO, Oct. 08",,,,Oct. 08,1908,
1712,"FROWDE, Oct. 08",,,,FROWDE,,,"FROWDE, Oct. 08",,,,Oct. 08,1908,
1715,"NASH, Sep. 08",,,,NASH,,,"NASH, Sep. 08",,,,Sep. 08,1908,
1719,"W. STEVENS, Aug. 08",,,,W. STEVENS,,,"W. STEVENS, Aug. 08",,,,Aug. 08,1908,
1721,"9 X 5, pp. 526, ios. 6d. net ..NASH, Sep. 08",,,,NASH,6d.,,"9 X 5, pp. 526, ios. 6d. net ..NASH, Sep. 08",,,,Sep. 08,1908,net
1724,"12 mo., PP. 426, is. net .. MACMILLAN, Oct. 08",,,,MACMILLAN,,,"12 mo., PP. 426, is. net .. MACMILLAN, Oct. 08",,,,Oct. 08,1908,
1732,"HEINEMANN, Oct. 08",,,,HEINEMANN,,,"HEINEMANN, Oct. 08",,,,Oct. 08,1908,
1735,"MACMILLAN, June 08",,,,MACMILLAN,,,"MACMILLAN, June 08",,,,June 08,1908,
1742,"8 X5, pp. 324, 5s. net... .....LANE, Feb. 08",,,,LANE,5s.,,"8 X5, pp. 324, 55. net... .....LANE, Feb. 08",,,,Feb. 08,1908,net
1857,"Daudet (Ernest)-His Father's Wife (La Marquise de Sardes). Cr. 8vo. 78 X 5, pp. 316, 6s. EVERETT, May 08",,,,EVERETT,6s.,8vo.,"Daudet (Ernest)-His Father's Wife (La Marquise de Sardes). Cr. 8vo. 78 X 5, pp. 316, 6s. EVERETT, May 08",,"[""Daudet (Ernest)-His Father's Wife (La Marquise de Sardes)""]",,May 08,1908,
1883,"3os, net 5s. net Davios (William H.)-Nature Poems, and others. 12mo. 7 X4), pp. 62, bds. is. net FIFIELD, Oct. 08",,,,FIFIELD,,12mo.,"3os, net 55. net Davios (William H.)-Nature Poems, and others. 12mo. 7 X4), pp. 62, bds. is. net FIFIELD, Oct. 08",,,,Oct. 08,1908,
1911,"Day Dreams of Greece, Stork (C. W.) is, net OFFICE, Dec. 08",,,,OFFICE,,,"Day Dreams of Greece, Stork (C. W.) is, net OFFICE, Dec. 08",,,,Dec. 08,1908,
1953,"WATERLOW, April 08",,,,WATERLOW,,,"WATERLOW, April 08",,,,April 08,1908,
1955,"CASSELL, Mar. 08",,,,CASSELL,,,"CASSELL, Mar. 08",,,,Mar. 08,1908,
1956,"91 x6, pp. 434, ios, 6d. HODDER & S., Dec. 08",,,,HODDER & S.,6d.,,"91 x6, pp. 434, ios, 6d. HODDER & S., Dec. 08",,,,Dec. 08,1908,
1957,"REVELI, Oct. 08",,,,REVELI,,,"REVELI, Oct. 08",,,,Oct. 08,1908,
1958,"LANE, Oct. 08",,,,LANE,,,"LANE, Oct. 08",,,,Oct. 08,1908,
1960,"net (Illus. Pocket Classics)..COLLINS, Feb. 08",net,Illus. Pocket Classics,,COLLINS,,,"net (Illus. Pocket Classics)..COLLINS, Feb. 08",Illus. Pocket Classics net,['net (Illus. Pocket Classics)'],,Feb. 08,1908,
1962,"NUTT, May 08",,,,NUTT,,,"NUTT, May 08",,,,May 08,1908,
1964,"SPON, Aug. 08",,,,SPON,,,"SPON, Aug. 08",,,,Aug. 08,1908,
1965,"NUTT, June 08",,,,NUTT,,,"NUTT, June 08",,,,June 08,1908,
1967,"Cr. 8vo., pp. 324, swd. is. net. .DRANE, Nov. 08",,,,DRANE,,8vo.,"Cr. 8vo., pp. 324, swd. is. net. .DRANE, Nov. 08",,,,Nov. 08,1908,
1968,"Ryl. 8vo. 308. STEVENS & SONS, Sep, 08",,,,STEVENS & SONS,,8vo.,"Ryl. 8vo. 308. STEVENS & SONS, Sep, 08",,,,"Sep, 08",1908,
1969,"19081 5s, net s.. Dicey (A. V.)—Introduction to the Study of the Law of the Constitution. 7th edit. 8vo. 9 X54, pp. 588, ros. 6d. net....MACMILLAN, Sep. 08",,,,MACMILLAN,6d.,8vo.,"I9081 5s, net IS.. Dicey (A. V.)—Introduction to the Study of the Law of the Constitution. 7th edit. 8vo. 9 X54, pp. 588, ros. 6d. net....MACMILLAN, Sep. 08",,,,Sep. 08,1908,net
2005,"3s. od. s. Dictionary of National Biography. Edit. by Leslie Stephen and Sidney Lee. Vol. 8. Glover-Harriott. Re-issue. Ryl. Svo. 9 x64, pp. 1346, 155, net, i mor. 218. net SMITH, E., Oct, 08",,,,"SMITH, E.",,,"35. od. IS. Dictionary of National Biography. Edit. by Leslie Stephen and Sidney Lee. Vol. 8. Glover-Harriott. Re-issue. Ryl. Svo. 9 x64, pp. 1346, 155, net, i mor. 218. net SMITH, E., Oct, 08",,,,"Oct, 08",1908,
2103,"Dual Heritage, Faussett (M. Godfrey) 6s. May Du Barry-Enchantress. Memoirs of the Favourite of Louis XV. Edit. by Helen K. Hayes. 12mo., pp. 220, 1s, net (Lib. of Memoirs) SISLEY, June 08","Dual Heritage, Faussett",M. Godfrey,,SISLEY,1s.,12mo.,"Dual Heritage, Faussett (M. Godfrey) 6s. May Du Barry-Enchantress. Memoirs of the Favourite of Louis XV. Edit. by Helen K. Hayes. 12mo., pp. 220, Is, net (Lib. of Memoirs) SISLEY, June 08","M. Godfrey Dual Heritage, Faussett","['Dual Heritage, Faussett (M. Godfrey)']",,June 08,1908,net
2224,"Education-Regulations for the Training of Teachers of Domestic Subjects, id. WYMAN, July 08",,,,WYMAN,,,"Education-Regulations for the Training of Teachers of Domestic Subjects, id. WYMAN, July 08",,,,July 08,1908,
2225,"Education - Regulations for the Training of Teachers for Secondary Schools, id. WYMAN, July 08",,,,WYMAN,,,"Education - Regulations for the Training of Teachers for Secondary Schools, id. WYMAN, July 08",,,,July 08,1908,
2254,"CONSTABLE, Nov. 08",,,,CONSTABLE,,,"CONSTABLE, Nov. 08",,,,Nov. 08,1908,
2255,"LUZAC, Aug. 08",,,,LUZAC,,,"LUZAC, Aug. 08",,,,Aug. 08,1908,
2257,"WYMAN, July 08",,,,WYMAN,,,"WYMAN, July 08",,,,July 08,1908,
2259,"Tlectrical Engineering, Karapetoff (V.) 25s. 6d. P. MARSHALL, Aug. 08","Tlectrical Engineering, Karapetoff",V.,,P. MARSHALL,25s. 6d.,,"Tlectrical Engineering, Karapetoff (V.) 255. 6d. P. MARSHALL, Aug. 08","V. Tlectrical Engineering, Karapetoff","['Tlectrical Engineering, Karapetoff (V.)']",,Aug. 08,1908,
2262,"COLLINS, April 08",,,,COLLINS,,,"COLLINS, April 08",,,,April 08,1908,
2298,"78. 6d. Epic of London (The). By Rowbotham, The Modern IIomer. 810. 3s. 6d. net GIBBINGS, May 08",,,,GIBBINGS,3s. 6d.,,"78. 6d. Epic of London (The). By Rowbotham, The Modern IIomer. 810. 3s. 6d. net GIBBINGS, May 08",,,,May 08,1908,net
2311,"Essays, Walpole (S., Sir) ios. 6d. net....une 08",,,,S.,,,"Essays, Walpole (S., Sir) ios. 6d. net....une 08",,,,Sir) ios. 6d. net....une 08,1908,
2315,"Ethnology (Bureau of American) 26th Annua Report of the : containing Russell (F.) The Pima Indians, Swanton (J.) Social conditions, beliefs, and linguistic relationship of the Tlingit Indians. Illus. Imp. 8vo. 101 X8, pp. 533, 21s. net .WESLEY, Dec. 08",Ethnology,Bureau of American,,WESLEY,21s.,8vo.,"Ethnology (Bureau of American) 26th Annua Report of the : containing Russell (F.) The Pima Indians, Swanton (J.) Social conditions, beliefs, and linguistic relationship of the Tlingit Indians. Illus. Imp. 8vo. 101 X8, pp. 533, 21S. net .WESLEY, Dec. 08",Bureau of American Ethnology,['Ethnology (Bureau of American)'],,Dec. 08,1908,net
2343,"Exports and Imports (U.K.), itd. WYMAN, July 08",,,,WYMAN,,,"Exports and Imports (U.K.), itd. WYMAN, July 08",,"['Exports', 'Imports (U.K.)']",,July 08,1908,
2508,"Forbes (Avary H.)-History of England (1763- 1815). Cr. 8vo. 7! X 43, pp. 374, 3s. 6d. net RALPH, H., May 08",,,,"RALPH, H.",3s. 6d.,8vo.,"Forbes (Avary H.)-History of England (1763- 1815). Cr. 8vo. 7! X 43, pp. 374, 35. 6d. net RALPH, H., May 08",,['Forbes (Avary H.)-History of England (1763- 1815)'],,May 08,1908,net
2566,"6d. net..... 5s, net Francis (M. E.)-The Duenna of a Genius. 12mo. 7d. net NELSON, Aug. 08",,,,NELSON,7d.,12mo.,"6d. net..... 5s, net Francis (M. E.)-The Duenna of a Genius. 12mo. 7d. net NELSON, Aug. 08",,,,Aug. 08,1908,net
2684,"UNWIN, Dec. 08",,,,UNWIN,,,"UNWIN, Dec. 08",,,,Dec. 08,1908,
2686,"74 X 5, pp. 302, 6s. .HARPER, Oct. 08",,,,HARPER,6s.,,"74 X 5, pp. 302, 6s. .HARPER, Oct. 08",,,,Oct. 08,1908,
2687,"MACMILLAN, May 08",,,,MACMILLAN,,,"MACMILLAN, May 08",,,,May 08,1908,
2689,"BATSFORD, May 08",,,,BATSFORD,,,"BATSFORD, May 08",,,,May 08,1908,
2693,"8vo. 84x54, pp. 342, 7s. 6d. net Garrett (A. E.)-Fibres for Fabrics. Cr. 8vo. A. RIVERS, Nov. 08",,,,A. RIVERS,,8vo.,"8vo. 84x54, pp. 342, 75. 6d. net Garrett (A. E.)-Fibres for Fabrics. Cr. 8vo. A. RIVERS, Nov. 08",,,,Nov. 08,1908,
2695,"BI'TTERWORTH, Mar. 08",,,,BI'TTERWORTH,,,"BI'TTERWORTH, Mar. 08",,,,Mar. 08,1908,
2700,"E. J. ARNOLD, May 08",,,,E. J. ARNOLD,,,"E. J. ARNOLD, May 08",,,,May 08,1908,
2705,"HUTCHINSON, Mar. 08",,,,HUTCHINSON,,,"HUTCHINSON, Mar. 08",,,,Mar. 08,1908,
2706,"HUTCHINSON, Sep. 08",,,,HUTCHINSON,,,"HUTCHINSON, Sep. 08",,,,Sep. 08,1908,
2709,"8vo, 28. 6d, net . MARLBOROUGH, May 08",,,,MARLBOROUGH,6d.,,"8vo, 28. 6d, net . MARLBOROUGH, May 08",,,,May 08,1908,net
2712,"net ....R. E. KING, Aug. 08",,,,R. E. KING,,,"net ....R. E. KING, Aug. 08",,,,Aug. 08,1908,
