,entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
658,"Britain transformed. 77 x 43, pp. 38, 6d. net UNWIN, Dec. 16",,,Britain transformed,UNWIN,6d.,0.025,,"Britain transformed. 77 x 43, pp. 38, 6d. net UNWIN, Dec. 16",,,,Dec. 16,net
659,"British Boys' Annual, 1917. Ryl 8vo. 91X7, pp. 240, 5s. CASSELL, Sep. 16",,,British Boys' Annual,CASSELL,5s.,0.25,8vo.,"British Boys' Annual, 1917. Ryl 8vo. 91X7, pp. 240, 5S. CASSELL, Sep. 16",,,,Sep. 16,
660,"British story book (The)---4to. 11x81, bds. s. 6d. BLACKIE, Sep. 16",,,British story book (The)--,BLACKIE,6d.,0.025,4to.,"British story book (The)---4to. 11x81, bds. IS. 6d. BLACKIE, Sep. 16",,,,Sep. 16,
661,"British Workman and Home Monthly. Annual for 1917. Folio 121 X 10, pp. 144, bds. is. 6d. net PARTRIDGE, Oct. 16",,,British Workman and Home Monthly,PARTRIDGE,6d.,0.025,,"British Workman and Home Monthly. Annual for 1917. Folio 121 X 10, pp. 144, bds. is. 6d. net PARTRIDGE, Oct. 16",,,,Oct. 16,net
720,"Building works in Scotland--Regns. for entering into and carrying out contracts, w. gen. con- ditions of contract, and form. 6d. WYMAN, Jan. 16",,,Building works in Scotland--Regns,WYMAN,6d.,0.025,,"Building works in Scotland--Regns. for entering into and carrying out contracts, w. gen. con- ditions of contract, and form. 6d. WYMAN, Jan. 16",,,,Jan. 16,
760,"Butterworth's Annotated Statutes, 191s. 15s. net BUTTERWORTH, July 16",,,Butterworth's Annotated Statutes,BUTTERWORTH,15s.,0.75,,"Butterworth's Annotated Statutes, 1915. 155. net BUTTERWORTH, July 16",,,,July 16,net
761,"Butterworth's Loose-leaf collection of forms and notes other than court forms. Advance sheets of forms specially rcquired owing to the War and the Emergency Legislation. Pp. 30, free to sub. BUTTERWORTH, June 16",,,Butterworth's Loose-leaf collection of forms and notes other than court forms,BUTTERWORTH,,0.0,,"Butterworth's Loose-leaf collection of forms and notes other than court forms. Advance sheets of forms specially rcquired owing to the War and the Emergency Legislation. Pp. 30, free to sub. BUTTERWORTH, June 16",,,,June 16,
762,"Butterworth's Workmen's compensation cases, 191s. Včl. 8, 8vo., 12s. 6d. net BUTTERWORTH, Mar. 16",,,Butterworth's Workmen's compensation cases,BUTTERWORTH,12s. 6d.,0.625,8vo.,"Butterworth's Workmen's compensation cases, 1915. Včl. 8, 8vo., 125. 6d. net BUTTERWORTH, Mar. 16",,,,Mar. 16,net
763,"Butterworth's Yearly digest of reported cases, 191s. Ed. by Harold Meyer. Ryl. 8vo., pp. 928, 15s. ....BUTTERWORTH, Apr. 16",,,Butterworth's Yearly digest of reported cases,BUTTERWORTH,15s.,0.75,8vo.,"Butterworth's Yearly digest of reported cases, 1915. Ed. by Harold Meyer. Ryl. 8vo., pp. 928, 155. ....BUTTERWORTH, Apr. 16",,,,Apr. 16,
787,"Caledonian Canal-uth Rpt. of the Commis- sioners, for 1915-16. 2ļd. ..WYMAN, July 16",,,Caledonian Canal-uth Rpt,WYMAN,,0.0,,"Caledonian Canal-uth Rpt. of the Commis- sioners, for 1915-16. 2ļd. ..WYMAN, July 16",,,,July 16,
789,"Call, The. By “M. A. C.” 7x31, pp. 33, 7d. MARSHALL BROS., Oct. 16",,,"Call, The",MARSHALL BROS.,7d.,0.029166666666666667,,"Call, The. By “M. A. C.” 7x31, pp. 33, 7d. MARSHALL BROS., Oct. 16",,,,Oct. 16,
790,"Call to baptismal reform (A). By Archippus. Cr. 8vo. 74 x 5, pp. 126, 3s. 6d. net. ALLEN & U., Oct. 16",,,Call to baptismal reform (A),ALLEN & U.,3s. 6d.,0.175,8vo.,"Call to baptismal reform (A). By Archippus. Cr. 8vo. 74 x 5, pp. 126, 3s. 6d. net. ALLEN & U., Oct. 16",,,,Oct. 16,net
799,"Cambridge book of poetry for children. Pts. I and 2. Ed. by Kenneth Grahame. Cr. 8vo. 71 X 5, pp. 130, 134, ea. is. net ; in i vol., 38. net CAMB. UNIV. PRESS, Mar. 16",,,Cambridge book of poetry for children,CAMB. UNIV. PRESS,,0.0,8vo.,"Cambridge book of poetry for children. Pts. I and 2. Ed. by Kenneth Grahame. Cr. 8vo. 71 X 5, pp. 130, 134, ea. is. net ; in i vol., 38. net CAMB. UNIV. PRESS, Mar. 16",,,,Mar. 16,
800,"Cambridge pocket diary, 1916-1917. 3:41}, pp. 282, Ithr. is. net ; 28. net ; 2s. 6d. net CAME. UNIV. PR., Oct. 16",,,Cambridge pocket diary,CAME. UNIV. PR.,2s. 6d.,0.125,,"Cambridge pocket diary, 1916-1917. 3:41}, pp. 282, Ithr. is. net ; 28. net ; 25. 6d. net CAME. UNIV. PR., Oct. 16",,,,Oct. 16,net
801,"Cambridge University--Calendar, 1916-1917. Cr. 8vo. 71 X 48, pp. 1106, 7s. 6d. net CAMB. UNIV. PR., Nov. 16",,,Cambridge University--Calendar,CAMB. UNIV. PR.,7s. 6d.,0.375,8vo.,"Cambridge University--Calendar, 1916-1917. Cr. 8vo. 71 X 48, pp. 1106, 75. 6d. net CAMB. UNIV. PR., Nov. 16",,,,Nov. 16,net
802,"Cambridge University--Examination papers. Michaelmas term, 1914, to Easter term, 191s. Demy 4to. II X84, pp. 852, 31s. 6d. net CAMB. UNIV. PR., Jan 16",,,Cambridge University--Examination papers,CAMB. UNIV. PR.,31s. 6d.,1.575,4to.,"Cambridge University--Examination papers. Michaelmas term, 1914, to Easter term, 1915. Demy 4to. II X84, pp. 852, 31s. 6d. net CAMB. UNIV. PR., Jan 16",,,,Jan 16,net
803,"Cambridge University---Exam. papers for scholar ships and exhibitions, Dec. 1915-Mar., 1916. 78, Mathematics ; 79, Classics ; 80, Modern languages and history ; 81, Natural sciences. Ryl. 8vo. 10 X 71, ea. is. 6d. net CAMB. UNIV. PR., July 16",,,Cambridge University---Exam,CAMB. UNIV. PR.,6d.,0.025,8vo.,"Cambridge University---Exam. papers for scholar ships and exhibitions, Dec. 1915-Mar., 1916. 78, Mathematics ; 79, Classics ; 80, Modern languages and history ; 81, Natural sciences. Ryl. 8vo. 10 X 71, ea. is. 6d. net CAMB. UNIV. PR., July 16",,,,July 16,net
804,"Cambridge University--Higher Local Exam. : Papers, June 1916. Demy 8vo. 85 x 54, pp. 158, CAMB. UNIV. PR., July 16",,,Cambridge University--Higher Local Exam,CAMB. UNIV. PR.,,0.0,8vo.,"Cambridge University--Higher Local Exam. : Papers, June 1916. Demy 8vo. 85 x 54, pp. 158, CAMB. UNIV. PR., July 16",,,,July 16,
805,"Cambridge University-Local exam. : Class lists : Junior and Senior, boys ; Junior and Senior, girls ; Preliminary, boys and girls. Demy 8vo. 81x5), pp. 84, 88, 20, ea. 61. CAMB. UNIV. PR., Sep. 16",,,Cambridge University-Local exam,CAMB. UNIV. PR.,,0.0,8vo.,"Cambridge University-Local exam. : Class lists : Junior and Senior, boys ; Junior and Senior, girls ; Preliminary, boys and girls. Demy 8vo. 81x5), pp. 84, 88, 20, ea. 61. CAMB. UNIV. PR., Sep. 16",,,,Sep. 16,
806,"Cambridge University-Local exam., 1915 : 58th annual rpt. of the Local Exam. and Lectures Syndicate, w. supp. tab. for home centres, Dec. 1915, and lists in order of merit of the senior and junior students at all centres who obtain the mark of distinction in each subject. Demy 8vo., 8} x 51, pp. 228, 2s. CAMB. UNIV. PR., Apr. 16",,,Cambridge University-Local exam,CAMB. UNIV. PR.,2s.,0.1,8vo.,"Cambridge University-Local exam., 1915 : 58th annual rpt. of the Local Exam. and Lectures Syndicate, w. supp. tab. for home centres, Dec. 1915, and lists in order of merit of the senior and junior students at all centres who obtain the mark of distinction in each subject. Demy 8vo., 8} x 51, pp. 228, 25. CAMB. UNIV. PR., Apr. 16",,,,Apr. 16,
807,"Cambridge University-Local Exams., July, 1916 : Supp. tables for senior students and Lists in order of merit of the senior and junior students who obtain the mark of distinction in each subject. Demy 8vo. 85 x 51, pp. 103, s. CAMB. UNIV. PR., Oct. 16",,,Cambridge University-Local Exams,CAMB. UNIV. PR.,,0.0,8vo.,"Cambridge University-Local Exams., July, 1916 : Supp. tables for senior students and Lists in order of merit of the senior and junior students who obtain the mark of distinction in each subject. Demy 8vo. 85 x 51, pp. 103, IS. CAMB. UNIV. PR., Oct. 16",,,,Oct. 16,
808,"Cambridge University—The Register of the members of the Senate and the Electoral Roll for the acad. yr., 1916-1917. Demy 8vo. 81x51, pp. 156, is. CAMB. UNIV. PR., Nov. 16",,,Cambridge University—The Register of the members of the Senate and the Electoral Roll for the acad,CAMB. UNIV. PR.,,0.0,8vo.,"Cambridge University—The Register of the members of the Senate and the Electoral Roll for the acad. yr., 1916-1917. Demy 8vo. 81x51, pp. 156, is. CAMB. UNIV. PR., Nov. 16",,,,Nov. 16,
809,"Cambridge University-Student's hdbk. to the University and Colleges of Cambridge. 15th ed., rev. to June 30, 1916. Cr. 8vo. 71 x 5, pp. 704, 3s. net ....CAMB. UNIV. PR., Sep. 16",,,Cambridge University-Student's hdbk,CAMB. UNIV. PR.,3s.,0.15,8vo.,"Cambridge University-Student's hdbk. to the University and Colleges of Cambridge. 15th ed., rev. to June 30, 1916. Cr. 8vo. 71 x 5, pp. 704, 35. net ....CAMB. UNIV. PR., Sep. 16",,,,Sep. 16,net
810,"Cambridge University--Supp. Ordinances, to the end of the Easter Term, 1916; w. Emergency Statutes, 1915-16, and a compl. index. Demy 8vo. 8** 5), pp. 156, is. CAMB. UNIV. PR., Nov. 16",,,"Cambridge University--Supp. Ordinances, to the end of the Easter Term",CAMB. UNIV. PR.,,0.0,8vo.,"Cambridge University--Supp. Ordinances, to the end of the Easter Term, 1916; w. Emergency Statutes, 1915-16, and a compl. index. Demy 8vo. 8** 5), pp. 156, is. CAMB. UNIV. PR., Nov. 16",,,,Nov. 16,
811,"Cambridge University Library-A Catalogue of the Bradshaw Collection of Irish books in the University Library, Cambridge. 3 vols. 8vo. 10 X 7, pp. 1,696, 42s. net ..QUARITCH, Nov. 16",,,"Cambridge University Library-A Catalogue of the Bradshaw Collection of Irish books in the University Library, Cambridge",QUARITCH,42s.,2.1,8vo.,"Cambridge University Library-A Catalogue of the Bradshaw Collection of Irish books in the University Library, Cambridge. 3 vols. 8vo. 10 X 7, pp. 1,696, 42s. net ..QUARITCH, Nov. 16",,,,Nov. 16,net
812,"Cambridge University Library- Supplementary catalogue of the Wade Collection of Chinese and Manchu books in the library of the Univer- sity, by Herbert A. Giles. 4to. 111 x 71, 4s. 6d. net ..CAMB. UNIV. PR., Jan. 16",,,"Cambridge University Library- Supplementary catalogue of the Wade Collection of Chinese and Manchu books in the library of the Univer- sity, by Herbert A. Giles",CAMB. UNIV. PR.,4s. 6d.,0.225,4to.,"Cambridge University Library- Supplementary catalogue of the Wade Collection of Chinese and Manchu books in the library of the Univer- sity, by Herbert A. Giles. 4to. 111 x 71, 45. 6d. net ..CAMB. UNIV. PR., Jan. 16",,,,Jan. 16,net
823,"Campaign for clean milk. 8} X55, pp. 51, is, net ST. CATHERINE PR., May 16",,,Campaign for clean milk,ST. CATHERINE PR.,,0.0,,"Campaign for clean milk. 8} X55, pp. 51, is, net ST. CATHERINE PR., May 16",,,,May 16,
834,"Campbell (R. W.)--The Mixed Division (T.). Cr. 8vo. 8 X 5, pp. 320.6s. HUTCHINSON, Nov. 16",,,,HUTCHINSON,6s.,0.3,8vo.,"Campbell (R. W.)--The Mixed Division (T.). Cr. 8vo. 8 X 5, pp. 320.6s. HUTCHINSON, Nov. 16",,['Campbell (R. W.)--The Mixed Division (T.)'],,Nov. 16,
836,"Canada, Trade of--Report for 191s. 3d. WYMAN, July 16",,,"Canada, Trade of--Report for",WYMAN,191s. 3d.,9.5625,,"Canada, Trade of--Report for 1915. 3d. WYMAN, July 16",,,,July 16,
837,"Canadian Scottish (The): stray_papers. By, a Private. Intro. by Brig.-Gt:n. R. G. E. Leckie. 8vo., pp. 34, 1s. . . . . ROSEMOUNT PR., Apr. 16",,,Canadian Scottish (The): stray_papers,ROSEMOUNT PR.,1s.,0.05,8vo.,"Canadian Scottish (The): stray_papers. By, a Private. Intro. by Brig.-Gt:n. R. G. E. Leckie. 8vo., pp. 34, Is. . . . . ROSEMOUNT PR., Apr. 16",,,,Apr. 16,
850,"Captain Loxley's little dog. By the author of “Where's master. Cheaper ed. Cr. 8vo. 6d. net HODDER & S., July 16",,,Captain Loxley's little dog,HODDER & S.,6d.,0.025,8vo.,"Captain Loxley's little dog. By the author of “Where's master. Cheaper ed. Cr. 8vo. 6d. net HODDER & S., July 16",,,,July 16,net
852,"Card index system : its principles, uses, operation and component parts. Cr. 8vo. 7*X48, pp. 132, s. net . PITMAN, May 16",,,"Card index system : its principles, uses, operation and component parts",PITMAN,,0.0,8vo.,"Card index system : its principles, uses, operation and component parts. Cr. 8vo. 7*X48, pp. 132, IS. net . PITMAN, May 16",,,,May 16,
860,"Carlisle Diocesan calendar, clergy list and church almanack, 1916. Cr. 8vo. 7+x4, pp. 255, swd. s. .C. THURNAM, Jan. 16",,,"Carlisle Diocesan calendar, clergy list and church almanack",C. THURNAM,,0.0,8vo.,"Carlisle Diocesan calendar, clergy list and church almanack, 1916. Cr. 8vo. 7+x4, pp. 255, swd. IS. .C. THURNAM, Jan. 16",,,,Jan. 16,
868,"Carolan—The Poems of Carolan, w. other N. Connacht and S. Ulster lyrics. Ed. by Tomás Máille. 8vo. 91x6, pp. 419, 1os. 6d. net (Irish Texts Soc.) NUTT, Nov. 16",,,"Carolan—The Poems of Carolan, w",NUTT,6d.,0.025,8vo.,"Carolan—The Poems of Carolan, w. other N. Connacht and S. Ulster lyrics. Ed. by Tomás Máille. 8vo. 91x6, pp. 419, 1os. 6d. net (Irish Texts Soc.) NUTT, Nov. 16",,,,Nov. 16,net
889,"Carry on!: naval sketches and stories. By 'Taffrail ” Cr. 8vo. 77 x 44, pp. 128, is. net PEARSON, Mar. 16",,,Carry on!: naval sketches and stories,PEARSON,,0.0,8vo.,"Carry on!: naval sketches and stories. By 'Taffrail ” Cr. 8vo. 77 x 44, pp. 128, is. net PEARSON, Mar. 16",,,,Mar. 16,
900,"Tr. by C. W. Mackintosh. 71 x 5, pp. 86, 1s. Cathcart (Charles W.) see Caird (F. M.) and net .. (Eastbourne) BASKERVILLE PR., Aug. 16",,,Tr,BASKERVILLE PR.,,0.0,,"Tr. by C. W. Mackintosh. 71 x 5, pp. 86, Is. Cathcart (Charles W.) see Caird (F. M.) and net .. (Eastbourne) BASKERVILLE PR., Aug. 16",,,,Aug. 16,
901,"Case of Lady Camber, Vachell (H. A.) 28., s. net C. GRIFFIN, Apr. 16",,,"Case of Lady Camber, Vachell (H. A.)",C. GRIFFIN,,0.0,,"Case of Lady Camber, Vachell (H. A.) 28., IS. net C. GRIFFIN, Apr. 16",,,,Apr. 16,
902,"Casement, Sir Roger : character sketch, Redmond- C. GRIFFIN, Oct. 16",,,,C. GRIFFIN,,0.0,,"Casement, Sir Roger : character sketch, Redmond- C. GRIFFIN, Oct. 16",,,,Oct. 16,
903,"Cathedrals and other churches of Gt. Britain : Cash (Agness E.)—Tufty, Teddy and Tootes. 100 illus. w. intro. by John Warrack. Folio. 18mo. 7d. net .PARTRIDGE, July 16",,,Cathedrals and other churches of Gt,PARTRIDGE,7d.,0.029166666666666667,18mo.,"Cathedrals and other churches of Gt. Britain : Cash (Agness E.)—Tufty, Teddy and Tootes. 100 illus. w. intro. by John Warrack. Folio. 18mo. 7d. net .PARTRIDGE, July 16",,,,July 16,net
904,"Cr. 8vo. 8 X 54, pp. 498, 6s. MURRAY, Mar. 16",,,,MURRAY,6s.,0.3,8vo.,"Cr. 8vo. 8 X 54, pp. 498, 6s. MURRAY, Mar. 16",,,,Mar. 16,
906,"BUTTERWORTH, May 16",,,,BUTTERWORTH,,0.0,,"BUTTERWORTH, May 16",,,,May 16,
907,"CASSELL, May 16 Catholic diary for 1917. 44 x 3, pp. 400, 1s. 3d, Cassels (Thomas)—Men of the Knotted Heart : net. (Angelus ser.) .... WASHBOURNE, Nov. 16",,,"CASSELL, May",WASHBOURNE,,0.0,,"CASSELL, May 16 Catholic diary for 1917. 44 x 3, pp. 400, Is. 3d, Cassels (Thomas)—Men of the Knotted Heart : net. (Angelus ser.) .... WASHBOURNE, Nov. 16",,,,Nov. 16,
908,"BURNS & O., Jan. 16",,,,BURNS & O.,,0.0,,"BURNS & O., Jan. 16",,,,Jan. 16,
910,"Catholics of the British Empire and the War. Ryl. 8vo. 98 x 67, pp. 73, 6d. net Castle (Agnes & Egerton)--Count Raven. Cr. 8vo. BURNS & O., Dec, 16",,,Catholics of the British Empire and the War,BURNS & O.,,0.0,8vo.,"Catholics of the British Empire and the War. Ryl. 8vo. 98 x 67, pp. 73, 6d. net Castle (Agnes & Egerton)--Count Raven. Cr. 8vo. BURNS & O., Dec, 16",,,,"Dec, 16",
912,"METHUEN, July 16",,,,METHUEN,,0.0,,"METHUEN, July 16",,,,July 16,
914,"Cheap ed. Cr. 8vo. 78 X 4), pp. 320, is. net Cattell (Milly)--Behind the purdah. Cr. 8vo. 73 X5, CASSELL, Mar. 16",,,Cheap ed,CASSELL,,0.0,8vo.,"Cheap ed. Cr. 8vo. 78 X 4), pp. 320, is. net Cattell (Milly)--Behind the purdah. Cr. 8vo. 73 X5, CASSELL, Mar. 16",,,,Mar. 16,
916,"GALE & P., Apr. 16",,,,GALE & P.,,0.0,,"GALE & P., Apr. 16",,,,Apr. 16,
917,"Shakespeare, April, 1916.) 8vo. 95 X6, swd. is. Cavell, Edith, Case of, Beck (J. M.) 6d. net net LONGMANS, May 16",,,"Shakespeare, April",LONGMANS,,0.0,8vo.,"Shakespeare, April, 1916.) 8vo. 95 X6, swd. is. Cavell, Edith, Case of, Beck (J. M.) 6d. net net LONGMANS, May 16",,,,May 16,
920,"Chambers's Encyclopædia. Repr. 10 vols. 105s. net ; Ithr. 150s. net CHAMBERS, Jan. 16",,,Chambers's Encyclopædia,CHAMBERS,150s.,7.5,,"Chambers's Encyclopædia. Repr. 10 vols. 1055. net ; Ithr. 150s. net CHAMBERS, Jan. 16",,,,Jan. 16,net
921,"Chambers's Journal. 7th ser. Vol. 6. Dec. 1915- Nov. 1916. Ryl. 8vo. 10} x 7), pp. 880, 9s. net .CHAMBERS, Dec. 16",,,Chambers's Journal,CHAMBERS,9s.,0.45,8vo.,"Chambers's Journal. 7th ser. Vol. 6. Dec. 1915- Nov. 1916. Ryl. 8vo. 10} x 7), pp. 880, 9s. net .CHAMBERS, Dec. 16",,,,Dec. 16,net
922,"Chambers's Periodic histories. Bk. 4, England in the middle ages, 1066-148s. Pp. 272, is. 6d. CHAMBERS, June 16",,,Chambers's Periodic histories,CHAMBERS,6d.,0.025,,"Chambers's Periodic histories. Bk. 4, England in the middle ages, 1066-1485. Pp. 272, is. 6d. CHAMBERS, June 16",,,,June 16,
923,"Chambers's Periodic histories. Bk. 5, England under Tudor and Stewart kings (1485 to 1688). Illus. pp. 272, is. 60. ..CHAMBERS, May 16",,,Chambers's Periodic histories,CHAMBERS,,0.0,,"Chambers's Periodic histories. Bk. 5, England under Tudor and Stewart kings (1485 to 1688). Illus. pp. 272, is. 60. ..CHAMBERS, May 16",,,,May 16,
924,"Chambers's Periodic histories. Bk. 7, The Story of England's rise and progress. 74 X 51, pp. 336, 28. .... CHAMBERS, July 16",,,Chambers's Periodic histories,CHAMBERS,,0.0,,"Chambers's Periodic histories. Bk. 7, The Story of England's rise and progress. 74 X 51, pp. 336, 28. .... CHAMBERS, July 16",,,,July 16,
935,"Oharity Commissioners for England and Wales 63rd rpt., 191s. id. WYMAN, Mar. 16",,,Oharity Commissioners for England and Wales,WYMAN,,0.0,,"Oharity Commissioners for England and Wales 63rd rpt., 1915. id. WYMAN, Mar. 16",,,,Mar. 16,
939,"Charter Rolls, Calendar of. Vol. 5. 15s. WYMAN, July 16",,,"Charter Rolls, Calendar of",WYMAN,15s.,0.75,,"Charter Rolls, Calendar of. Vol. 5. 155. WYMAN, July 16",,,,July 16,
942,"Chatterbox, 1916. 4to. 10 X 71, pp. 412, 5s. net; bds. 3s. net .GARDNER, D., Nov. 16",,,Chatterbox,"GARDNER, D.",3s.,0.15,4to.,"Chatterbox, 1916. 4to. 10 X 71, pp. 412, 5s. net; bds. 35. net .GARDNER, D., Nov. 16",,,,Nov. 16,net
943,"Chatterbox News-box. 10X71, pp. 96, is. net GARDNER, D., Nov. 16",,,Chatterbox News-box,"GARDNER, D.",,0.0,,"Chatterbox News-box. 10X71, pp. 96, is. net GARDNER, D., Nov. 16",,,,Nov. 16,
952,"Cholsoa Hospital-Account, 1915-16. id. WYMAN, Oct. 16",,,Cholsoa Hospital-Account,WYMAN,,0.0,,"Cholsoa Hospital-Account, 1915-16. id. WYMAN, Oct. 16",,,,Oct. 16,
953,"Chemical manufacturers' directory of England, Wales and Scotland, with some of the firms in Ireland, 1916. 8vo. 81 x 54, pp. 206, bds. 28. 6d. net .SIMPKIN, Feb. 16",,,"Chemical manufacturers' directory of England, Wales and Scotland, with some of the firms in Ireland",SIMPKIN,6d.,0.025,8vo.,"Chemical manufacturers' directory of England, Wales and Scotland, with some of the firms in Ireland, 1916. 8vo. 81 x 54, pp. 206, bds. 28. 6d. net .SIMPKIN, Feb. 16",,,,Feb. 16,net
954,"Chemists' yr. bk., 1916. Ed. by F. W. Atack. 2 vols. 18mo. 61X4, pp. 990, 1os. 6d. net SHERRATT & H., June 16",,,Chemists' yr,SHERRATT & H.,6d.,0.025,18mo.,"Chemists' yr. bk., 1916. Ed. by F. W. Atack. 2 vols. 18mo. 61X4, pp. 990, 1os. 6d. net SHERRATT & H., June 16",,,,June 16,net
962,"Children's Friend (The). Ed. by C. D. Michael. 8vo. 98x7, pp. 188, 28. net; clo. bevelled, 2s. 6d. net; bds. 1s. 6d. net PARTRIDGE, Oct. 16",,,Children's Friend (The),PARTRIDGE,1s. 6d.,0.07500000000000001,8vo.,"Children's Friend (The). Ed. by C. D. Michael. 8vo. 98x7, pp. 188, 28. net; clo. bevelled, 25. 6d. net; bds. Is. 6d. net PARTRIDGE, Oct. 16",,,,Oct. 16,net
963,"Child's Companion (The). 8vo. 9 X64, pp. 188, 28. net ; gilt 2s. 6d. net; bds. 1s. 6d. net R.T.S., Sep. 16",,,Child's Companion (The),R.T.S.,1s. 6d.,0.07500000000000001,8vo.,"Child's Companion (The). 8vo. 9 X64, pp. 188, 28. net ; gilt 2s. 6d. net; bds. Is. 6d. net R.T.S., Sep. 16",,,,Sep. 16,net
964,"IS. s. Child's Own Magazine (The)-83rd annual vol. 8vo. 9 X 61, pp. 144. 1s. 6d. net, bds. is. net S. S. U., Oct. 16",,,IS,S. S. U.,,0.0,8vo.,"IS. IS. Child's Own Magazine (The)-83rd annual vol. 8vo. 9 X 61, pp. 144. Is. 6d. net, bds. is. net S. S. U., Oct. 16",,,,Oct. 16,
966,"Chin Chu—The Tariff problem in China. Pp. 192, 6s. (Columbia Univ. Studies in polit, science) P. S. KING, Aug. 16",,,Chin Chu—The Tariff problem in China,P. S. KING,6s.,0.3,,"Chin Chu—The Tariff problem in China. Pp. 192, 6s. (Columbia Univ. Studies in polit, science) P. S. KING, Aug. 16",,,,Aug. 16,
967,"China year bk., 1916. By H. T. Montague Bell and H. G. W. Woodhead. Cr. 8vo. 71 x 5, pp. 729, ros. net..... ROUTLEDGE, Aug. 16",,,China year bk,ROUTLEDGE,,0.0,8vo.,"China year bk., 1916. By H. T. Montague Bell and H. G. W. Woodhead. Cr. 8vo. 71 x 5, pp. 729, ros. net..... ROUTLEDGE, Aug. 16",,,,Aug. 16,
969,"Chisholm (Cecil)and Walton (Dudley W.)- The Business girl's handbook; with a foreword hy Sarah Bernhardt. Cr. 8vo. 7+ X4, 1s. 60, net .....I. PITMAN, Mar. 16",,,The Business girl's handbook; with a foreword hy Sarah Bernhardt,I. PITMAN,,0.0,8vo.,"Chisholm (Cecil)and Walton (Dudley W.)- The Business girl's handbook; with a foreword hy Sarah Bernhardt. Cr. 8vo. 7+ X4, Is. 60, net .....I. PITMAN, Mar. 16",,['Chisholm (Cecil)and Walton (Dudley W.)'],,Mar. 16,
973,"Christ in you: a bk. of devotion. 28, net ; bds. s. net .WATKINS, Apr. 16",,,Christ in you: a bk,WATKINS,,0.0,,"Christ in you: a bk. of devotion. 28, net ; bds. IS. net .WATKINS, Apr. 16",,,,Apr. 16,
974,"Christian doctrine of health (The). By the Author of “ Pro Christo et Ecclesia.” Cr. 8vo. 74 x 5, pp. 207, 2s, net MACMILLAN, Nov. 16",,,Christian doctrine of health (The),MACMILLAN,2s.,0.1,8vo.,"Christian doctrine of health (The). By the Author of “ Pro Christo et Ecclesia.” Cr. 8vo. 74 x 5, pp. 207, 2s, net MACMILLAN, Nov. 16",,,,Nov. 16,net
975,"Christianity and war : letters of a Serbian to his English friend. 2nd ed. 71 x 41, pp. 32, 3d. net FAITH PR., Aug. 16",,,Christianity and war : letters of a Serbian to his English friend,FAITH PR.,3d.,0.0125,,"Christianity and war : letters of a Serbian to his English friend. 2nd ed. 71 x 41, pp. 32, 3d. net FAITH PR., Aug. 16",,,,Aug. 16,net
976,"Chummy Book (The)--4th yr. 4to., 38. 6d. net; bds. 28. 6d. net .NELSON, Oct. 16",,,Chummy Book (The)-,NELSON,6d.,0.025,4to.,"Chummy Book (The)--4th yr. 4to., 38. 6d. net; bds. 28. 6d. net .NELSON, Oct. 16",,,,Oct. 16,net
977,"Chums. 1916. 123 x 91, pp. 866, 78. 6d. net CASSELL, Aug. 16",,,Chums,CASSELL,6d.,0.025,,"Chums. 1916. 123 x 91, pp. 866, 78. 6d. net CASSELL, Aug. 16",,,,Aug. 16,net
979,"Church directory and almanack, 1916. In 3 pts. Cr. 8vo. 71 x 5, pp. 820, 38. 6d. net ; bds. 33. net NISBET, Feb. 16",,,Church directory and almanack,NISBET,,0.0,8vo.,"Church directory and almanack, 1916. In 3 pts. Cr. 8vo. 71 x 5, pp. 820, 38. 6d. net ; bds. 33. net NISBET, Feb. 16",,,,Feb. 16,
980,"Church of England (The) : a pract. survey. Cr. Svo. 77 X 5, pp. 53, 7d. net SIMPKIN, Aug. 16",,,Church of England (The) : a pract,SIMPKIN,7d.,0.029166666666666667,,"Church of England (The) : a pract. survey. Cr. Svo. 77 X 5, pp. 53, 7d. net SIMPKIN, Aug. 16",,,,Aug. 16,net
982,"Church temporalities in Wales-1st rpt. of Commissioners, 1914-1s. 2jd. WYMAN, Feb. 16",,,Church temporalities in Wales,WYMAN,,0.0,,"Church temporalities in Wales-Ist rpt. of Commissioners, 1914-15. 2jd. WYMAN, Feb. 16",,,,Feb. 16,
988,"Church man's diary and almanac for 1917. 18mo. 61 x 4, pp. 64, 6d. ... WALKER, Dec. 16",,,Church man's diary and almanac for,WALKER,6d.,0.025,18mo.,"Church man's diary and almanac for 1917. 18mo. 61 x 4, pp. 64, 6d. ... WALKER, Dec. 16",,,,Dec. 16,
989,"Churchman's remembrancer, 1917. 7X 5, pp. 224, s. 6d. net ....S.P.C.K., Nov. 16",,,Churchman's remembrancer,S.P.C.K.,6d.,0.025,,"Churchman's remembrancer, 1917. 7X 5, pp. 224, IS. 6d. net ....S.P.C.K., Nov. 16",,,,Nov. 16,net
