entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Accounts, Public (Committee of)—Index and digest of evidence. 3d. ... WYMAN, July 14","Accounts, Public",Committee of,Index and digest of evidence,WYMAN,3d.,,"Accounts, Public (Committee of)—Index and digest of evidence. 3d. ... WYMAN, July 14","Committee of Accounts, Public","['Accounts, Public (Committee of)']",,July 14,1914,
"Accounts (Public)—Report from Committee. Iļd. WYMAN, May 14",Accounts,Public,Report from Committee,WYMAN,,,"Accounts (Public)—Report from Committee. Iļd. WYMAN, May 14",Public Accounts,['Accounts (Public)'],,May 14,1914,
"5s. 6d. Accounts (Public)-Report from Committee of ; with proceedings, minutes of evidence and appendices. 1s. 6d. ..... WYMAN, June 14",5s. 6d. Accounts,Public,"Report from Committee of ; with proceedings, minutes of evidence and appendices",WYMAN,1s. 6d.,,"5S. 6d. Accounts (Public)-Report from Committee of ; with proceedings, minutes of evidence and appendices. Is. 6d. ..... WYMAN, June 14",Public 5s. 6d. Accounts,['5s. 6d. Accounts (Public)'],,June 14,1914,
"Acts—Index to local and private Acts 1913. . WYMAN, May 14",,,Acts—Index to local and private Acts,WYMAN,,,"Acts—Index to local and private Acts 1913. . WYMAN, May 14",,,,May 14,1914,
"Acts—Aberystwyth Corporation, 38. 9d. ; Aldbar Trust Estates, is. 6d. ; Barry U.D.C., 4s. 6d.; city and South London Railway, 58. 3d; Conyngham Heirlooms, 6d.; Gomm Heirlooms, 6d. ; Morley Corporation, 6s. 3d. ; Nottingham Corporation, is. 6d. ; Reading Corporation, 33. ; Silloth gas, 1s. 60.; Western Valleys (Mon. mouthshire) railless electric_traction, 3s. ; Westminster Hospital, s. WYMAN, Jan, 14",,,Acts—Aberystwyth Corporation,WYMAN,,,"Acts—Aberystwyth Corporation, 38. 9d. ; Aldbar Trust Estates, is. 6d. ; Barry U.D.C., 45. 6d.; city and South London Railway, 58. 3d; Conyngham Heirlooms, 6d.; Gomm Heirlooms, 6d. ; Morley Corporation, 6s. 3d. ; Nottingham Corporation, is. 6d. ; Reading Corporation, 33. ; Silloth gas, Is. 60.; Western Valleys (Mon. mouthshire) railless electric_traction, 35. ; Westminster Hospital, IS. WYMAN, Jan, 14",,,,"Jan, 14",1914,
"Acts-Consolidated Fund (No. 1). }d. WYMAN, Apr. 14",Acts-Consolidated Fund,No. 1,,WYMAN,,,"Acts-Consolidated Fund (No. 1). }d. WYMAN, Apr. 14",No. 1 Acts-Consolidated Fund,['Acts-Consolidated Fund (No. 1)'],,Apr. 14,1914,
"Acts—Army (annual) id. . WYMAN, May 14",,,Acts—Army (annual) id. ,WYMAN,,,"Acts—Army (annual) id. . WYMAN, May 14",,,,May 14,1914,
"Acts—Alexander Scott's Hospital and the N. of Scotland College of Agriculture order con- firmation, is. ; Crystal Palace, is; Scottish insurance companies (superannuation fund) order confirmation, ed. . WYMAN, June 14",,,"Acts—Alexander Scott's Hospital and the N. of Scotland College of Agriculture order con- firmation, is",WYMAN,,,"Acts—Alexander Scott's Hospital and the N. of Scotland College of Agriculture order con- firmation, is. ; Crystal Palace, is; Scottish insurance companies (superannuation fund) order confirmation, ed. . WYMAN, June 14",,,,June 14,1914,
"Acts—Grey seals (protection), fd.; British Gas Light Co., Ltd., 3d.; Colonial and Foreign Banks Guarantee Corporation, 6d. ; East Ham Corporation, 3s. ; South Metropolitan Cemetery Co., 6d. .. WYMAN, July 14",,,"Acts—Grey seals (protection), fd",WYMAN,6d.,,"Acts—Grey seals (protection), fd.; British Gas Light Co., Ltd., 3d.; Colonial and Foreign Banks Guarantee Corporation, 6d. ; East Ham Corporation, 3s. ; South Metropolitan Cemetery Co., 6d. .. WYMAN, July 14",,,,July 14,1914,
"Acts—Affiliation orders, id.; Agricultural hold- ings, Jd.; Aliens restriction, £d.; Anglo- Persian Oil Co., £d.; Appropriation, 3d. ; Army (supply of food, &c.), td.; Bankruptcy, uid.; British nationality and status of aliens, 2d. ; Charitable trusts, id. ; Coal mines, jd.; Constabulary and Police (Ireland), Ijd.; County and Borough Councils (Qualification), \d.; County, Town and Parish Councils (Qualification) (Scotland), ld. ; Criminal justice administration, 4d.; Currency and bank notes, id. ; Deeds of arrangement, 2d. ; Defence of the Realm, fd. ; Diseases of animals (Ireland), d.; East African Protectorates (loans), td.; Education (provision of meals), jd.; (Ditto) (Ireland), id.; Electoral disabilities (naval and military service) removal, id. ; Elementary education (defective and epileptic children), id.; Entail (Scotland), 1d.; Expiring laws continuance, id. ; Exportation of horses, fd. ; Feudal casualties (Scotland), 2 d.; Finance, Government of the Soudan, ]d.; Housing, id. ; (Ditto) (No.2), id. ; Injuries in war (com- pensation), d.; Intermediate education (Ire- land), įd.; 1sle of Man (customs), įd.; Labourers (Ireland), d.; Mall Approach (improve- ment), ijd.; Merchant shipping (certificates), id. ; (Ditto) (convention), 94d.; Metropolitan Police (employment in Scotland), fd.; Milk and dairies, 2}d.; (Ditto) (Scotland), 2}d. ; National Insurance (Part 2, amendment), 2d. ; Osborne Estate, jd. ; Patents and designs, įd.; Patents, designs and trade marks (temporary rules), įd.; Police reservists (allowances), fd.; Police (weekly rest-day) (Scotland), Jd.; Postponement of payments, įd.; Prize courts (procedure), }d.; Public works loans, id. ; River navigation improvement (Ireland), id. ; Sheffield University, kd.; Special constables (Scotland), Įd.; Superannuation (Ecclesi- astical Commissioners and Queen Anne's Bounty), id.; Trade marks, žā.; Unreason- able withholding of food supplies, }d.; Butterley Company, Ltd., s. ; Local Government Board's provisional orders confirmation (No.2), . WYMAN, Aug. 14",,,"Acts—Affiliation orders, id.; Agricultural hold- ings, Jd",WYMAN,,,"Acts—Affiliation orders, id.; Agricultural hold- ings, Jd.; Aliens restriction, £d.; Anglo- Persian Oil Co., £d.; Appropriation, 3d. ; Army (supply of food, &c.), td.; Bankruptcy, uid.; British nationality and status of aliens, 2d. ; Charitable trusts, id. ; Coal mines, jd.; Constabulary and Police (Ireland), Ijd.; County and Borough Councils (Qualification), \d.; County, Town and Parish Councils (Qualification) (Scotland), ld. ; Criminal justice administration, 4d.; Currency and bank notes, id. ; Deeds of arrangement, 2d. ; Defence of the Realm, fd. ; Diseases of animals (Ireland), d.; East African Protectorates (loans), td.; Education (provision of meals), jd.; (Ditto) (Ireland), id.; Electoral disabilities (naval and military service) removal, id. ; Elementary education (defective and epileptic children), id.; Entail (Scotland), Id.; Expiring laws continuance, id. ; Exportation of horses, fd. ; Feudal casualties (Scotland), 2 d.; Finance, Government of the Soudan, ]d.; Housing, id. ; (Ditto) (No.2), id. ; Injuries in war (com- pensation), d.; Intermediate education (Ire- land), įd.; Isle of Man (customs), įd.; Labourers (Ireland), d.; Mall Approach (improve- ment), ijd.; Merchant shipping (certificates), id. ; (Ditto) (convention), 94d.; Metropolitan Police (employment in Scotland), fd.; Milk and dairies, 2}d.; (Ditto) (Scotland), 2}d. ; National Insurance (Part 2, amendment), 2d. ; Osborne Estate, jd. ; Patents and designs, įd.; Patents, designs and trade marks (temporary rules), įd.; Police reservists (allowances), fd.; Police (weekly rest-day) (Scotland), Jd.; Postponement of payments, įd.; Prize courts (procedure), }d.; Public works loans, id. ; River navigation improvement (Ireland), id. ; Sheffield University, kd.; Special constables (Scotland), Įd.; Superannuation (Ecclesi- astical Commissioners and Queen Anne's Bounty), id.; Trade marks, žā.; Unreason- able withholding of food supplies, }d.; Butterley Company, Ltd., IS. ; Local Government Board's provisional orders confirmation (No.2), . WYMAN, Aug. 14",,,,Aug. 14,1914,
