entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Accounts, Public, Comınittee : Handbook to the Reports, is. 2d. .WYMAN, Feb. 09",,,"Accounts, Public, Comınittee : Handbook to the Reports, is",WYMAN,2d.,,"Accounts, Public, Comınittee : Handbook to the Reports, is. 2d. .WYMAN, Feb. 09",,,,Feb. 09,1909,
"Accounts (Public) Committee-Reports, Evidence and Appendices, 29. 11d. . . WYMAN, Nov. 09",Accounts,Public,"Committee-Reports, Evidence and Appendices",WYMAN,11d.,,"Accounts (Public) Committee-Reports, Evidence and Appendices, 29. 11d. . . WYMAN, Nov. 09",Public Accounts,['Accounts (Public)'],,Nov. 09,1909,
"Accounts (Public) Committee : Second Report, id. ; Third Report, fd.......WYMAN, May 09",Accounts,Public,"Committee : Second Report, id. ; Third Report, fd",WYMAN,,,"Accounts (Public) Committee : Second Report, id. ; Third Report, fd.......WYMAN, May 09",Public Accounts,['Accounts (Public)'],,May 09,1909,
"Accounts, Public, Committee : Fourth Report, id. WYMAN, May 09",,,,WYMAN,,,"Accounts, Public, Committee : Fourth Report, id. WYMAN, May 09",,,,May 09,1909,
"Accounts (Public) Committee of. Fifth Report, id. WYMAN, Sep. 09",Accounts,Public,Committee of,WYMAN,,,"Accounts (Public) Committee of. Fifth Report, id. WYMAN, Sep. 09",Public Accounts,['Accounts (Public)'],,Sep. 09,1909,
"Accounts, Public, Index, 5d..... WYMAN, May 09",,,"Accounts, Public, Index",WYMAN,5d.,,"Accounts, Public, Index, 5d..... WYMAN, May 09",,,,May 09,1909,
"Acts-Ammanford Gas, is. 30... WYMAN, Oct. 09",,,"Acts-Ammanford Gas, is",WYMAN,,,"Acts-Ammanford Gas, is. 30... WYMAN, Oct. 09",,,,Oct. 09,1909,
"Acts-Army Annual, 2d....... WYMAN, May 09",,,Acts-Army Annual,WYMAN,2d.,,"Acts-Army Annual, 2d....... WYMAN, May 09",,,,May 09,1909,
"Acts-Children Act, 9 d. .. WYMAN, Jan, 09",,,Acts-Children Act,WYMAN,,,"Acts-Children Act, 9 d. .. WYMAN, Jan, 09",,,,"Jan, 09",1909,
"Acts-Conway Gas, s. 30.; Great Western Railway Liskeard and Looe and Liskeard and Caradon Railways, 1s. 6d... WYMAN, Aug. 09",,,"Acts-Conway Gas, s",WYMAN,1s. 6d.,,"Acts-Conway Gas, IS. 30.; Great Western Railway Liskeard and Looe and Liskeard and Caradon Railways, Is. 6d... WYMAN, Aug. 09",,,,Aug. 09,1909,
