entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"Acts—Egremont Urban District Water Act, 1912, 2s. id. ; Clyde Lighthouses Order Act, is. 4d. ; Dunstable Gas Act, 1912, 2s. id. (post free). WYMAN, Sep. 12",,,Acts—Egremont Urban District Water Act,WYMAN,,,"Acts—Egremont Urban District Water Act, 1912, 25. id. ; Clyde Lighthouses Order Act, is. 4d. ; Dunstable Gas Act, 1912, 25. id. (post free). WYMAN, Sep. 12",,,,Sep. 12,
"Acts—Elementary school teachers' superannua- tion, id.; Seal fisheries (North Pacific), 1d.; Public works loans, 1 d. (post free) WYMAN, Aug. 12",,,"Acts—Elementary school teachers' superannua- tion, id.; Seal fisheries (North Pacific)",WYMAN,,,"Acts—Elementary school teachers' superannua- tion, id.; Seal fisheries (North Pacific), Id.; Public works loans, 1 d. (post free) WYMAN, Aug. 12",,,,Aug. 12,
"Acts-Glasgow Boundaries, 1912, 4s. 8d.; Brodsworth and District Gas, 1912, 2s. 4d. (post free) ... ...WYMAN, Oct. 12",,,Acts-Glasgow Boundaries,WYMAN,2s. 4d.,,"Acts-Glasgow Boundaries, 1912, 45. 8d.; Brodsworth and District Gas, 1912, 25. 4d. (post free) ... ...WYMAN, Oct. 12",,,,Oct. 12,
"Acts-Glasgow water, 1912, 2s. id. ; Exe fisheries order, 1912, 1s. 4d. (post free) .. WYMAN, Oct. 12",,,Acts-Glasgow water,WYMAN,1s. 4d.,,"Acts-Glasgow water, 1912, 25. id. ; Exe fisheries order, 1912, 1s. 4d. (post free) .. WYMAN, Oct. 12",,,,Oct. 12,
"Acts—Kingston - upon - Hull Corporation pro- visional order confirmation Act, 3}d. (post free) WYMAN, Oct. 12",,,Acts—Kingston - upon - Hull Corporation pro- visional order confirmation Act,WYMAN,,,"Acts—Kingston - upon - Hull Corporation pro- visional order confirmation Act, 3}d. (post free) WYMAN, Oct. 12",,,,Oct. 12,
"Acts—Local Government Board's provisional orders. No. 1, 91d.; No. 2, 1s. old.; No. 3, s. 4d.; No. 4, is, 6d.; No. 7, 2s, id. ; No. 8, 1s, o d.; No. 10, 1s. 6ļd. (post free) WYMAN, Sep. 12",,,Acts—Local Government Board's provisional orders,WYMAN,,,"Acts—Local Government Board's provisional orders. No. 1, 91d.; No. 2, Is. old.; No. 3, IS. 4d.; No. 4, is, 6d.; No. 7, 2s, id. ; No. 8, Is, o d.; No. 10, Is. 6ļd. (post free) WYMAN, Sep. 12",,,,Sep. 12,
"Acts—Local Government Board's provisional order, No. 6, 2s. id. ; No. 5, is. 7d.; ditto Ireland, No. 1, 1s. 3}d.; Ireland, No. 3, 9fd. (post free) . WYMAN, Oct. 12",,,Acts—Local Government Board's provisional order,WYMAN,,,"Acts—Local Government Board's provisional order, No. 6, 25. id. ; No. 5, is. 7d.; ditto Ireland, No. 1, Is. 3}d.; Ireland, No. 3, 9fd. (post free) . WYMAN, Oct. 12",,,,Oct. 12,
"Acts Local Government Board's provi- sional order, No. 12, 2s, rod. ; Do. Gas, 2s. 7d. ; Southgate and district gas, 3}d. ; Brighton and Hove gas, 3 d.; Bradford Corporation trolly vehicles order, confirmation, 3}d. (post free) WYMAN, Oct. 12",,,Acts Local Government Board's provi- sional order,WYMAN,,,"Acts Local Government Board's provi- sional order, No. 12, 2s, rod. ; Do. Gas, 25. 7d. ; Southgate and district gas, 3}d. ; Brighton and Hove gas, 3 d.; Bradford Corporation trolly vehicles order, confirmation, 3}d. (post free) WYMAN, Oct. 12",,,,Oct. 12,
"Acts—Metropolitan Railway, 1912, 4s. 4d., Staffordshire Potteries waterworks act, 1912, 2s. 7d., (post free)........ WYMAN, Dec. 12",,,Acts—Metropolitan Railway,WYMAN,2s. 7d.,,"Acts—Metropolitan Railway, 1912, 45. 4d., Staffordshire Potteries waterworks act, 1912, 25. 7d., (post free)........ WYMAN, Dec. 12",,,,Dec. 12,
"Acts— Military lands provisional order, 3}d. ; Local Government Board's provisional order, No. 9, 2s. id. ; ditto, No. 11, 2s. 7d. (post free) WYMAX, Sep. 12",,,Acts— Military lands provisional order,WYMAX,2s. 7d.,,"Acts— Military lands provisional order, 3}d. ; Local Government Board's provisional order, No. 9, 25. id. ; ditto, No. 11, 25. 7d. (post free) WYMAX, Sep. 12",,,,Sep. 12,
"Acts-Penwortham Bridge, 2s. 1d.; Pier and harbour orders, No. 2, 2s. rod. ; Tramways orders, 4s. 5d. ; Sea fisheries : Lynn provisional order, is. old. ; Stockport Corporation, is. id. ; Clyde Valley electrical power order, is. 4d. ; Electric lighting orders No. 2, 28. 4d. (post free) WYMAN, Oct. 12",,,Acts-Penwortham Bridge,WYMAN,4d.,,"Acts-Penwortham Bridge, 25. Id.; Pier and harbour orders, No. 2, 25. rod. ; Tramways orders, 4s. 5d. ; Sea fisheries : Lynn provisional order, is. old. ; Stockport Corporation, is. id. ; Clyde Valley electrical power order, is. 4d. ; Electric lighting orders No. 2, 28. 4d. (post free) WYMAN, Oct. 12",,,,Oct. 12,
"Acts—Protection of animals (Scotland), 24d. ; Protection of animals, 1911, Amendment, id. ; Royal Scottish Museum extension, i}d. ; London Institution transfer, rid. (post free) WYMAN, Dec. 12",,,Acts—Protection of animals (Scotland),WYMAN,,,"Acts—Protection of animals (Scotland), 24d. ; Protection of animals, 1911, Amendment, id. ; Royal Scottish Museum extension, i}d. ; London Institution transfer, rid. (post free) WYMAN, Dec. 12",,,,Dec. 12,
"Acts—Ramsbottom Urban District Railless Trac- tion Act, 1912, post free, 2s. rod. ; London County Council Finance Act, 1912, post free, 2s. id. WYMAN, Oct. 12",,,Acts—Ramsbottom Urban District Railless Trac- tion Act,WYMAN,,,"Acts—Ramsbottom Urban District Railless Trac- tion Act, 1912, post free, 25. rod. ; London County Council Finance Act, 1912, post free, 25. id. WYMAN, Oct. 12",,,,Oct. 12,
"Acts - Residential magistrates, Belfast, id. Telephone transfer amendment, id. ; Railway Companies' accounts and returns, Kingston-upon-Thames bridge, 3s. 4 d. ; Central London Railway, is. Iod.; Merthyr Tydfil Corporation water, 4s. 8d. (post free) WYMAN, Jan. 12",,,"Acts - Residential magistrates, Belfast, id. Telephone transfer amendment, id. ; Railway Companies' accounts and returns, Kingston-upon-Thames bridge",WYMAN,4s. 8d.,,"Acts - Residential magistrates, Belfast, id. Telephone transfer amendment, id. ; Railway Companies' accounts and returns, Kingston-upon-Thames bridge, 3s. 4 d. ; Central London Railway, is. Iod.; Merthyr Tydfil Corporation water, 4s. 8d. (post free) WYMAN, Jan. 12",,,,Jan. 12,
"Acts—Swansea Corporation, 1912, 5s. 5d. ; Great Central Railway, 1912, 5s. 2d. (post free) WYMAN, Dec. 12",,,Acts—Swansea Corporation,WYMAN,5s. 2d.,,"Acts—Swansea Corporation, 1912, 55. 5d. ; Great Central Railway, 1912, 55. 2d. (post free) WYMAN, Dec. 12",,,,Dec. 12,
"Acts—Swanage gas and water, 1912, 2s. 4d.; L.C.C. tramways and improvements, 1912, is. iod.; L.C.C. general powers, 1912, is, o d. ; Electric lighting orders, No. 1, 1912, 2s. 4d. (post free) WYMAN, Oct. 12",,,Acts—Swanage gas and water,WYMAN,2s. 4d.,,"Acts—Swanage gas and water, 1912, 25. 4d.; L.C.C. tramways and improvements, 1912, is. iod.; L.C.C. general powers, 1912, is, o d. ; Electric lighting orders, No. 1, 1912, 25. 4d. (post free) WYMAN, Oct. 12",,,,Oct. 12,
"Admiralty—Distance tables. North and West coasts of Europe from White Sea to the Strait of Gibraltar, &c., is, 6d....... POTTER, J un. 12",,,Admiralty—Distance tables,POTTER,6d.,,"Admiralty—Distance tables. North and West coasts of Europe from White Sea to the Strait of Gibraltar, &c., is, 6d....... POTTER, J un. 12",,,,J un. 12,
"Admiralty-Hydrographic. Admiralty list of lights, &c. Pt. 1, British 1slands, 1912, is. 6d. ; pt. 2 (B), Norway, 1912, 2s. ; pt. 3, Baltic Sea, 1912, 2s. ; pt. 5, Mediterranean, Black, and Red Seas, 1912, 1s. 6d. ; pt. 6, Indian and West Pacific Oceans, 1912, 2s.; pt. 8, Western side of North Atlantic Ocean, 1912, 2s. 6d. POTTER, Mar. 12",,,Admiralty-Hydrographic,POTTER,2s. 6d.,,"Admiralty-Hydrographic. Admiralty list of lights, &c. Pt. 1, British Islands, 1912, is. 6d. ; pt. 2 (B), Norway, 1912, 25. ; pt. 3, Baltic Sea, 1912, 25. ; pt. 5, Mediterranean, Black, and Red Seas, 1912, Is. 6d. ; pt. 6, Indian and West Pacific Oceans, 1912, 25.; pt. 8, Western side of North Atlantic Ocean, 1912, 25. 6d. POTTER, Mar. 12",,,,Mar. 12,
"Admiralty-Hydrographic.. Baltic pilot. Pt. 1. (Formerly the Danish pilot) 5th edit. 5s. POTTER, May 12",,,Admiralty-Hydrographic,POTTER,5s.,,"Admiralty-Hydrographic.. Baltic pilot. Pt. 1. (Formerly the Danish pilot) 5th edit. 5s. POTTER, May 12",,,,May 12,
"Admiralty-Hydrographic. Index to notices to mariners. 1911. s.........POTTER, June 12",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Index to notices to mariners. 1911. IS.........POTTER, June 12",,,,June 12,
"Admiralty-Hydrographic. List of oceanic depths received at the Admiralty during 1911. .POTTER, July 12",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. List of oceanic depths received at the Admiralty during 1911. .POTTER, July 12",,,,July 12,
"Admiralty-Hydrographic. Revised supplement, 1912, relating to the Norway pilot, Part 1, 4th edit. 1907. Corrected to 2nd October, 1912. (Gratis to purchasers of Norway Pilot) ; Supplement, 1912, relating to the North Sea pilot, Part 4. 7th edit. 1909. Corrected to 25th September, 1912. (Gratis to purchasers of North Sea Pilot, Part 4) ..POTTER, Nov. 12",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Revised supplement, 1912, relating to the Norway pilot, Part 1, 4th edit. 1907. Corrected to 2nd October, 1912. (Gratis to purchasers of Norway Pilot) ; Supplement, 1912, relating to the North Sea pilot, Part 4. 7th edit. 1909. Corrected to 25th September, 1912. (Gratis to purchasers of North Sea Pilot, Part 4) ..POTTER, Nov. 12",,,,Nov. 12,
"Admiralty-Hydrographic. Revised supplement, 1912, to the sailing directions, West coasts of Central America and the United States (cor- rected to 3rd October, 1912). Gratis to pur- chasers of the sailing directions POTTER, Dec. 12",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Revised supplement, 1912, to the sailing directions, West coasts of Central America and the United States (cor- rected to 3rd October, 1912). Gratis to pur- chasers of the sailing directions POTTER, Dec. 12",,,,Dec. 12,
"Admiralty-Hydrographic. Revised supplement, 1912, to Channel pilot, Part 2. Corrected to June 19th, 1912. (Gratis to purchasers of the Pilot); Revised supplement, 1912, to Red Sea and Gulf of Aden pilot. Corrected to June 4th, 1912. (Gratis to purchasers of the Pilot) POTTER, Aug. 12",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Revised supplement, 1912, to Channel pilot, Part 2. Corrected to June 19th, 1912. (Gratis to purchasers of the Pilot); Revised supplement, 1912, to Red Sea and Gulf of Aden pilot. Corrected to June 4th, 1912. (Gratis to purchasers of the Pilot) POTTER, Aug. 12",,,,Aug. 12,
"Admiralty-Hydrographic. Revised supplement, 1912, relating to the Australia directory. Vol. 3. 4th edit. 190s. (Corrected to February 20th, 1912.) Gratis to purchasers of Australia Directory. Vol. 3.... POTTER, Mar. 12",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Revised supplement, 1912, relating to the Australia directory. Vol. 3. 4th edit. 1905. (Corrected to February 20th, 1912.) Gratis to purchasers of Australia Directory. Vol. 3.... POTTER, Mar. 12",,,,Mar. 12,
"Admiralty-Hydrographic. South Indian Ocean pilot. 3rd edit. 4s.......... ...POTTER, Mar. 12",,,Admiralty-Hydrographic,POTTER,4s.,,"Admiralty-Hydrographic. South Indian Ocean pilot. 3rd edit. 45.......... ...POTTER, Mar. 12",,,,Mar. 12,
"Admiralty-Hydrographic. Supplement, 1911, to the Pacific 1slands. Vol. 1. 4th edit. 1908 (Corrected to November 16th, 1911) (Gratis to purchasers of Pacific 1slands, Vol. 1) POTTER, Jan. 12",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Supplement, 1911, to the Pacific Islands. Vol. 1. 4th edit. 1908 (Corrected to November 16th, 1911) (Gratis to purchasers of Pacific Islands, Vol. 1) POTTER, Jan. 12",,,,Jan. 12,
"Admiralty-Hydrographic. Supplement, 1911, to the New Zealand pilot, 1908. (Corrected to December rith, 1911.) (Gratis to purchasers of the Pilot); Consecutive list of Admiralty charts, December 31st, 1911. ed. POTTER, Feb. 12",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Supplement, 1911, to the New Zealand pilot, 1908. (Corrected to December rith, 1911.) (Gratis to purchasers of the Pilot); Consecutive list of Admiralty charts, December 31st, 1911. ed. POTTER, Feb. 12",,,,Feb. 12,
"Admiralty-Hydrographic. Supplement, 1912, relating to the West Coast of India Pilot. 5th edit. 1909. (Corrected to October 8th, 1912.) (Gratis to purchasers of the Pilot); Table for the graduation of surveys and charts on the gnomonic projection, Compression 1--295, 1912. 6d. .. POTTER, Dec. 12",,,Admiralty-Hydrographic,POTTER,6d.,,"Admiralty-Hydrographic. Supplement, 1912, relating to the West Coast of India Pilot. 5th edit. 1909. (Corrected to October 8th, 1912.) (Gratis to purchasers of the Pilot); Table for the graduation of surveys and charts on the gnomonic projection, Compression 1--295, 1912. 6d. .. POTTER, Dec. 12",,,,Dec. 12,
"Admiralty-Hydrographic. Supplement, 1912. relating to the West Coast of Scotland Pilot, Pt. 1. (Gratis to purchasers of West of Scotland Pilot) .....POTTER, Apr. 12",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Supplement, 1912. relating to the West Coast of Scotland Pilot, Pt. 1. (Gratis to purchasers of West of Scotland Pilot) .....POTTER, Apr. 12",,,,Apr. 12,
"Admiralty-Hydrographic. Supplement, 1912, relating to West coast of Scotland Pilot. Part 2. 6th edit. 1911. (Gratis to purchasers of West Coast of Scotland Pilot. Pt. 2); The China Sea pilot, Vol. 4. 3s....... .POTTER, May 12",,,Admiralty-Hydrographic,POTTER,3s.,,"Admiralty-Hydrographic. Supplement, 1912, relating to West coast of Scotland Pilot. Part 2. 6th edit. 1911. (Gratis to purchasers of West Coast of Scotland Pilot. Pt. 2); The China Sea pilot, Vol. 4. 3S....... .POTTER, May 12",,,,May 12,
"Admiralty-Hydrographic. Revised supplement, 1912, to the St. Lawrence Pilot, 7th edit., 1906. (Corrected to April 26th, 1912.) (Gratis to purchasers of St. Lawrence Pilot) POTTER, May 12",,,Admiralty-Hydrographic,POTTER,,,"Admiralty-Hydrographic. Revised supplement, 1912, to the St. Lawrence Pilot, 7th edit., 1906. (Corrected to April 26th, 1912.) (Gratis to purchasers of St. Lawrence Pilot) POTTER, May 12",,,,May 12,
"Admiralty-Manual for the deviation of the compass. Reprinted. 3s.. ... WYMAN, Nov. 12",,,Admiralty-Manual for the deviation of the compass,WYMAN,3s.,,"Admiralty-Manual for the deviation of the compass. Reprinted. 35.. ... WYMAN, Nov. 12",,,,Nov. 12,
"Admiralty-Nautical almanac abridged for the use of seamen, for the year 1914. s. WYMAN, Apr. 12",,,"Admiralty-Nautical almanac abridged for the use of seamen, for the year",WYMAN,,,"Admiralty-Nautical almanac abridged for the use of seamen, for the year 1914. IS. WYMAN, Apr. 12",,,,Apr. 12,
"Admiralty-Regulations for the Royal Naval Volunteer Reserve. Addenda, 1912. 3d. WYMAN, Nov. 12",,,Admiralty-Regulations for the Royal Naval Volunteer Reserve,WYMAN,3d.,,"Admiralty-Regulations for the Royal Naval Volunteer Reserve. Addenda, 1912. 3d. WYMAN, Nov. 12",,,,Nov. 12,
"Admiralty-Russian and Japanese prize cases. Vol. 1. Russian cases, 1912. 7s. 60. WYMAX, Aug. 12",,,Admiralty-Russian and Japanese prize cases,WYMAX,,,"Admiralty-Russian and Japanese prize cases. Vol. 1. Russian cases, 1912. 75. 60. WYMAX, Aug. 12",,,,Aug. 12,
"Admiralty-Sun's true bearing or azimuth tables. Reprinted, 4s. 6d.; Tables for great circle sailing, Towson and Atherton, reprinted, is. ; A Barometer manual for the use of seamen, &c., 1912 (Official, No. 61), 6d..... WYMAN, Dec. 12",,,Admiralty-Sun's true bearing or azimuth tables,WYMAN,6d.,,"Admiralty-Sun's true bearing or azimuth tables. Reprinted, 4s. 6d.; Tables for great circle sailing, Towson and Atherton, reprinted, is. ; A Barometer manual for the use of seamen, &c., 1912 (Official, No. 61), 6d..... WYMAN, Dec. 12",,,,Dec. 12,
"Admiralty—Tide tables for standard ports in the United Kingdom and other parts of the world, 1913, s, 6d. POTTER, Oct. 12",,,Admiralty—Tide tables for standard ports in the United Kingdom and other parts of the world,POTTER,6d.,,"Admiralty—Tide tables for standard ports in the United Kingdom and other parts of the world, 1913, IS, 6d. POTTER, Oct. 12",,,,Oct. 12,
"Aeronautics, Advisory Committee for.-Report on the tests of petrol motors in the Alexander Motor Prize Competition, 1911. ed. WYMAN, May 12",,,"Aeronautics, Advisory Committee for",WYMAN,,,"Aeronautics, Advisory Committee for.-Report on the tests of petrol motors in the Alexander Motor Prize Competition, 1911. ed. WYMAN, May 12",,,,May 12,
"African (West) Currency report, 9 d. ; Evidence, s. 6d. (post free). .WYMAN, Oct. 12",African,West,Currency report,WYMAN,6d.,,"African (West) Currency report, 9 d. ; Evidence, IS. 6d. (post free). .WYMAN, Oct. 12",West African,['African (West)'],,Oct. 12,
"Agricultural statistics, 1911. Part 4. 7d. (post free) WYMAN, Sep. 12",,,Agricultural statistics,WYMAN,7d.,,"Agricultural statistics, 1911. Part 4. 7d. (post free) WYMAN, Sep. 12",,,,Sep. 12,
"Agricultural statistics (Ireland): Live stock, &c., 1911-12, 2}d. (post free) ..WYMAN, Aug. 12",Agricultural statistics,Ireland,"Live stock, &c",WYMAN,,,"Agricultural statistics (Ireland): Live stock, &c., 1911-12, 2}d. (post free) ..WYMAN, Aug. 12",Ireland Agricultural statistics,['Agricultural statistics (Ireland)'],,Aug. 12,
"Agriculture and Fisheries (Board of)-Memoran- dum on the size, sex and condition of lobsters. 3d. WYMAN, May 12",,,"Memoran- dum on the size, sex and condition of lobsters",WYMAN,3d.,,"Agriculture and Fisheries (Board of)-Memoran- dum on the size, sex and condition of lobsters. 3d. WYMAN, May 12",,"['Agriculture', 'Fisheries (Board of)']",,May 12,
"Agriculture and Fisheries (Board of)-Report of the Committee appointed to advise as to the measures to be adopted for the improvement of mountain and moorland breeds of ponies. 6d. WYMAN, Nov. 12",,,Report of the Committee appointed to advise as to the measures to be adopted for the improvement of mountain and moorland breeds of ponies,WYMAN,6d.,,"Agriculture and Fisheries (Board of)-Report of the Committee appointed to advise as to the measures to be adopted for the improvement of mountain and moorland breeds of ponies. 6d. WYMAN, Nov. 12",,"['Agriculture', 'Fisheries (Board of)']",,Nov. 12,
"Agriculture and Fisheries (Board of)- Statistical tables relating to the catch of plaice, haddock, &c., by British trawlers in certain regions of the North Sea during the five years 1906–1910. 28. WYMAN, Sep. 12",,,"Statistical tables relating to the catch of plaice, haddock, &c",WYMAN,,,"Agriculture and Fisheries (Board of)- Statistical tables relating to the catch of plaice, haddock, &c., by British trawlers in certain regions of the North Sea during the five years 1906–1910. 28. WYMAN, Sep. 12",,"['Agriculture', 'Fisheries (Board of)']",,Sep. 12,
"Alcott (Louisa M.)-Little women : a story for girls. Illus, in colours by Harold Copping. 410. 91X7, pp. 320, 7s. 6d. net R. T. S., Oct. 12",Alcott,Louisa M.,Little women : a story for girls,R. T. S.,7s. 6d.,,"Alcott (Louisa M.)-Little women : a story for girls. Illus, in colours by Harold Copping. 410. 91X7, pp. 320, 75. 6d. net R. T. S., Oct. 12",Louisa M. Alcott,['Alcott (Louisa M.)'],,Oct. 12,net
"Alexander (T.) and Thomson (A. W.)— Twenty- six graduated exercises in graphic statics. Cheaper edit. Swd., 5s. net MACMILLAN, Oct. 12",Alexander,T.,Twenty- six graduated exercises in graphic statics,MACMILLAN,5s.,,"Alexander (T.) and Thomson (A. W.)— Twenty- six graduated exercises in graphic statics. Cheaper edit. Swd., 5s. net MACMILLAN, Oct. 12",T. Alexander,"['Alexander (T.)', 'Thomson (A. W.)']",,Oct. 12,net
"Anglo-Saxon chronicle (The). Trans. by Rev. James Ingram. 12m0., PP. 310, is, net, Ithr. 2s, net. (Everyman's library) DENT, Sep. 12",,,Anglo-Saxon chronicle (The),DENT,,,"Anglo-Saxon chronicle (The). Trans. by Rev. James Ingram. 12m0., PP. 310, is, net, Ithr. 2s, net. (Everyman's library) DENT, Sep. 12",,,,Sep. 12,
"Annuitants : Mortality of Government life: Report 8d. (post free) . WYMAN, Oct. 12",,,Annuitants : Mortality of Government life: Report,WYMAN,8d.,,"Annuitants : Mortality of Government life: Report 8d. (post free) . WYMAN, Oct. 12",,,,Oct. 12,
"Another Gospel: which is not another. (Gal. i., 6, 7.) Cr. Svo, swd. 6d. (Canterbury) KING, Apr. 12",,,Another Gospel: which is not another,KING,6d.,,"Another Gospel: which is not another. (Gal. i., 6, 7.) Cr. Svo, swd. 6d. (Canterbury) KING, Apr. 12",,,,Apr. 12,
"Ansell (Mary)-Happy houses. 8v0. 8X57, pp. 270, 6s. net . CASSELL, Oct. 12",Ansell,Mary,Happy houses,CASSELL,6s.,,"Ansell (Mary)-Happy houses. 8v0. 8X57, pp. 270, 6s. net . CASSELL, Oct. 12",Mary Ansell,['Ansell (Mary)'],,Oct. 12,net
"Antin (Mary)—The Promised land. Illus. Svo 8} *5., pp. 390, 7s. 6d. net HEINEMANN, Sep. 12",Antin,Mary,The Promised land,HEINEMANN,7s. 6d.,,"Antin (Mary)—The Promised land. Illus. Svo 8} *5., pp. 390, 75. 6d. net HEINEMANN, Sep. 12",Mary Antin,['Antin (Mary)'],,Sep. 12,net
"I 2 Applin (Arthur)-Into Thy hands. Cr. Syo. 74 X5, pp. 320, 6s... ....F. V. WHITE, J une 12",I 2 Applin,Arthur,Into Thy hands,F. V. WHITE,6s.,,"I 2 Applin (Arthur)-Into Thy hands. Cr. Syo. 74 X5, pp. 320, 6s... ....F. V. WHITE, J une 12",Arthur I 2 Applin,['I 2 Applin (Arthur)'],,J une 12,
"Apuleius—The Story of Cupid and Psyche. Trans, from the Latin by Charles Stuttaford. Illus. by Jessie Mothersole. New impres. Svo. 7* *5), pp. 114, bds., 2s. 6d. net PRIORY PRESS, Oct. 12",,,Apuleius—The Story of Cupid and Psyche,PRIORY PRESS,2s. 6d.,,"Apuleius—The Story of Cupid and Psyche. Trans, from the Latin by Charles Stuttaford. Illus. by Jessie Mothersole. New impres. Svo. 7* *5), pp. 114, bds., 25. 6d. net PRIORY PRESS, Oct. 12",,,,Oct. 12,net
"Aquatias (P.)- Intensive culture of vegetables on the I'rench system : with a concise monthly calendar of operations. Illus. Svo, 8 X 51, pp. 198, 3s. 6d. net .L. U. GILL, Nov. 12",Aquatias,P.,Intensive culture of vegetables on the I'rench system : with a concise monthly calendar of operations,L. U. GILL,3s. 6d.,,"Aquatias (P.)- Intensive culture of vegetables on the I'rench system : with a concise monthly calendar of operations. Illus. Svo, 8 X 51, pp. 198, 3s. 6d. net .L. U. GILL, Nov. 12",P. Aquatias,['Aquatias (P.)'],,Nov. 12,net
"Aristotle's Politics. Trans, from the Greek by William Ellis. 12m0., pp. 282, 1s. net, Ithr, 2s. net. (Everyman's library) .DENT, Sep. 12",,,Aristotle's Politics,DENT,,,"Aristotle's Politics. Trans, from the Greek by William Ellis. 12m0., pp. 282, Is. net, Ithr, 2s. net. (Everyman's library) .DENT, Sep. 12",,,,Sep. 12,
